[00:00:00.394 --> 00:00:00.857]  We've got it!
[01:26:38.964 --> 01:26:42.946]  This is now the attack that Ron Paul's an evil leprechaun.
[01:26:42.946 --> 01:26:46.348]  He says, beware those that say they got gold.
[01:26:46.348 --> 01:26:52.912]  So he says he's a leprechaun dealing weed, because he's seen Leprechaun 5, where it's a drug-dealing leprechaun.
[01:26:52.912 --> 01:26:53.272]  Here it is.
[01:26:55.761 --> 01:27:00.309]  A friend with weed is a friend indeed, but a friend with gold is the best I'm told.
[01:27:00.309 --> 01:27:02.592]  Ron Paul's program in synthesis.
[01:27:02.592 --> 01:27:03.313]  That's enough.
[01:27:03.313 --> 01:27:03.954]  Turn him off.
[01:27:05.031 --> 01:27:09.894]  Needless to say, this video has gone viral right now.
[01:27:09.894 --> 01:27:12.596]  And some people are mad at me for this, criticizing Tarpley.
[01:27:12.596 --> 01:27:13.757]  Like, this is out of context.
[01:27:13.757 --> 01:27:16.999]  No, the whole interview with Tarpley's up there.
[01:27:16.999 --> 01:27:18.480]  I mean, it's just, come on.
[01:27:18.480 --> 01:27:19.661]  I'm against the drug war.
[01:27:19.661 --> 01:27:20.822]  It's a fraud.
[01:27:20.822 --> 01:27:23.364]  The bigger it gets, the more drugs are on our street.
[01:27:23.364 --> 01:27:28.427]  If you go back 20 years ago, there is four times the cocaine and like six times the opium now.
[01:27:28.427 --> 01:27:31.089]  The old number was three times the cocaine, three times the opium.
[01:27:31.089 --> 01:27:32.250]  It's much higher than that now.
[01:27:32.970 --> 01:27:36.131]  The big banks are all caught shipping it in, running the aircraft.
[01:27:36.131 --> 01:27:39.052]  They bust little idiots that use it.
[01:27:39.052 --> 01:27:43.513]  Meanwhile, they've got all these prescription drugs that are the synthetic version that all these radio hosts are on.
[01:27:43.513 --> 01:27:45.614]  They get caught with it and don't get in trouble.
[01:27:45.614 --> 01:27:46.854]  Stop it!
[01:27:46.854 --> 01:27:51.056]  Areas of Europe have done the right thing and decriminalized it and drug users have gone down.
[01:27:51.056 --> 01:27:51.936]  Stop it!
[01:27:51.936 --> 01:27:53.816]  Do I love the whole weed head culture?
[01:27:53.816 --> 01:27:55.097]  No, I don't.
[01:27:55.097 --> 01:27:56.857]  Has it turned a lot of people into couch potatoes?
[01:27:56.857 --> 01:27:57.818]  Yeah.
[01:27:57.818 --> 01:27:59.058]  Don't throw them in prison for it.
[01:27:59.058 --> 01:28:01.719]  If somebody wants to be an idiot and hurt themselves, that's their problem.
[01:28:02.506 --> 01:28:04.308]  I mean, you know, I'm tired of the nanny state.
[01:28:04.308 --> 01:28:07.272]  It's only been used to take our liberties.
[01:28:07.272 --> 01:28:07.953]  We're going to go to break.
[01:28:07.953 --> 01:28:10.076]  We're going to come back.
[01:28:10.076 --> 01:28:13.300]  I'm going to give Aaron the helm to give you an in-depth report.
[01:28:13.300 --> 01:28:14.902]  In the final segment, I'll run through the
[01:28:16.314 --> 01:28:17.255]  We're good to go.
[01:28:35.465 --> 01:28:38.406]  And hey, there's a shadowy group meeting in secret government officials.
[01:28:38.406 --> 01:28:39.386]  What's their agenda?
[01:28:39.386 --> 01:28:42.027]  Aaron Dice is going to break it down in depth.
[01:28:42.027 --> 01:28:43.627]  This won't be soundbite, though.
[01:28:43.627 --> 01:28:46.328]  This will be in-depth names, facts, groups.
[01:28:46.328 --> 01:28:47.389]  Who are the globalists?
[01:28:47.389 --> 01:28:49.409]  Who are the foreign banks that took over America?
[01:28:49.409 --> 01:28:51.130]  What are they trying to set up?
[01:28:51.130 --> 01:28:53.831]  Because they want to set up a tyranny here in this country and worldwide.
[01:28:53.831 --> 01:28:55.391]  Does that mean the Rooskies are good?
[01:28:55.391 --> 01:28:56.011]  No.
[01:28:56.011 --> 01:28:58.292]  But the banksters are the ones that took this country over.
[01:29:01.147 --> 01:29:07.790]  When you're out on the road, the last place you want to be is on the road.
[01:29:07.790 --> 01:29:12.933]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:29:12.933 --> 01:29:27.700]  There's a place down in Tennessee Where they make blue diamond gusset jeans They sew pride in every stitch Guarantee you'll love the way they fit
[01:29:30.151 --> 01:29:34.754]  They put a diamond gusset in the crotch, where you need it most.
[01:29:34.754 --> 01:29:38.596]  Blue diamond gussets, got it.
[01:29:38.596 --> 01:29:39.816]  Others don't.
[01:29:39.816 --> 01:29:41.957]  We turn jeans inside out.
[01:29:41.957 --> 01:29:43.758]  Diamond gusset jeans.
[01:29:43.758 --> 01:29:46.640]  Made in the USA with unparalleled quality.
[01:29:46.640 --> 01:29:53.263]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:29:53.263 --> 01:29:55.965]  Order yours at gusset.com.
[01:29:55.965 --> 01:29:58.326]  Diamond gusset jeans, got it.
[01:29:58.326 --> 01:29:59.207]  Others don't.
[01:30:00.422 --> 01:30:05.925]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:30:05.925 --> 01:30:08.327]  Start purifying your water with ProPure.
[01:30:08.327 --> 01:30:17.432]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:30:17.432 --> 01:30:20.894]  Its filters are silver impregnated to prevent bacterial growth.
[01:30:20.894 --> 01:30:22.575]  There's no priming required.
[01:30:22.575 --> 01:30:24.837]  It's NSF 42 certified.
[01:30:24.837 --> 01:30:27.338]  Optional fluoride filters can reduce fluoride up to 95%.
[01:30:28.439 --> 01:30:29.939]  Easy to set up and use.
[01:30:29.939 --> 01:30:31.360]  Doesn't require electricity.
[01:30:31.360 --> 01:30:34.500]  Purify water from lakes, streams, ponds, and wells.
[01:30:34.500 --> 01:30:37.901]  This filter system leaves in beneficial minerals, which is key.
[01:30:37.901 --> 01:30:39.801]  Save money by not buying bottled water.
[01:30:39.801 --> 01:30:42.042]  And avoid BPA that leaches from the plastic.
[01:30:42.042 --> 01:30:44.782]  ProPure is the best gravity-fed filter out there.
[01:30:44.782 --> 01:30:46.342]  It's what my family uses.
[01:30:46.342 --> 01:30:49.663]  Infowars.com already has the lowest price on ProPure.
[01:30:49.663 --> 01:30:54.904]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:30:55.504 --> 01:31:02.306]  You can also call to order 888-253-3139.
[01:31:02.306 --> 01:31:10.429]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:31:10.429 --> 01:31:14.490]  Alex and his staff have used these pure soap products for years.
[01:31:14.490 --> 01:31:21.792]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:31:21.792 --> 01:31:24.613]  See them on the web at 5starsoap.com.
[01:31:24.833 --> 01:31:29.656]  Or call 800-340-7091 for a free catalog.
[01:31:29.656 --> 01:31:35.600]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:31:35.600 --> 01:31:41.003]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:31:41.003 --> 01:31:42.985]  This is an amazing deal.
[01:31:42.985 --> 01:31:48.228]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:31:48.228 --> 01:31:51.370]  See them on the web at 5starsoap.com or call
[01:31:51.610 --> 01:31:52.831]  Call 800-340-7091 for a free catalog.
[01:31:59.909 --> 01:32:04.472]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:32:04.472 --> 01:32:05.372]  Number one.
[01:32:05.372 --> 01:32:08.795]  New climate legislation could easily double or triple your electric bill.
[01:32:08.795 --> 01:32:09.655]  Number two.
[01:32:09.655 --> 01:32:14.558]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:32:14.558 --> 01:32:15.299]  It's true.
[01:32:15.299 --> 01:32:20.162]  Total government control of electricity in the name of smart grid technology is coming.
[01:32:20.162 --> 01:32:21.002]  Number three.
[01:32:21.002 --> 01:32:24.585]  In some areas of the country, the power grid is dangerously overloaded.
[01:32:24.585 --> 01:32:28.287]  And now, new socialist legislation is only compounding the problem.
[01:32:28.487 --> 01:32:29.288]  Number 4.
[01:32:29.288 --> 01:32:32.050]  Dangerous weather is always a threat to local grids.
[01:32:32.050 --> 01:32:35.733]  Every year, thousands of families lose their power from weather-related outages.
[01:32:35.733 --> 01:32:36.513]  Number 5.
[01:32:36.513 --> 01:32:40.656]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:32:40.656 --> 01:32:45.420]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:32:45.720 --> 01:32:49.884]  You can get more information at www.mysolarbackup.com.
[01:32:49.884 --> 01:32:51.666]  That's mysolarbackup.com.
[01:32:51.666 --> 01:32:53.908]  Remember, the government doesn't own the sun.
[01:32:53.908 --> 01:32:56.531]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:32:56.531 --> 01:33:03.117]  Coast to Coast.
[01:33:03.117 --> 01:33:05.180]  Direct from Austin.
[01:33:05.180 --> 01:33:08.403]  You're listening to the Alex Jones Broadcasting Network.
[01:33:27.287 --> 01:33:29.449]  Ladies and gentlemen, this is Aaron Dykes.
[01:33:29.449 --> 01:33:31.331]  This is the InfoWards broadcast.
[01:33:31.331 --> 01:33:33.392]  Alex Jones live on Sunday.
[01:33:33.392 --> 01:33:35.714]  He's been gracious enough to give me a segment.
[01:33:35.714 --> 01:33:40.358]  And this has been the biggest Bilderberg meeting of all time.
[01:33:40.358 --> 01:33:42.160]  I'm not saying that lightly.
[01:33:42.160 --> 01:33:54.891]  On the 60th meeting of the Bilderberg Group, the Washington Post, who are founding members of the Bilderberg Group, Katherine Graham, now her son Donald Graham, attending every year, finally are covering it, asking the question,
[01:33:55.471 --> 01:34:00.053]  Is Bilderberg a conference on world affairs or a powerful global cabal?
[01:34:00.053 --> 01:34:01.893]  That has been answered long ago.
[01:34:01.893 --> 01:34:06.315]  They're in there starting World War III and I don't say that lightly.
[01:34:06.315 --> 01:34:10.616]  They're doing the Syria issue and they're also working Russia and China.
[01:34:10.616 --> 01:34:20.399]  Bilderberg's own group admits they're meeting on the euphemistic term of the future of democracy in Russia, China and the Middle East.
[01:34:20.399 --> 01:34:23.480]  And you really cannot separate the domino that is Syria
[01:34:23.920 --> 01:34:26.262]  from those countries and the related entities in those areas
[01:34:40.855 --> 01:34:47.363]  And so you have the Syrian National Council, Basma Kodmani, meeting with the Bilderbergers.
[01:34:47.363 --> 01:34:48.645]  That's the opposition group.
[01:34:48.645 --> 01:34:52.909]  They're figuring out how and when to topple Assad there.
[01:34:52.909 --> 01:34:55.673]  That could kick off something as bad as World War III.
[01:34:57.514 --> 01:35:12.822]  And install Al-Qaeda, of course, admittedly airlifted from Libya, admittedly so-called ally of the West in the Libyan conflict now in Syria, while we supposedly still have this war on terror here at home in occupied America.
[01:35:12.822 --> 01:35:19.786]  And they've got three top Russian people meeting with the Bilderberg at the same time they're meeting on Syria.
[01:35:19.786 --> 01:35:21.347]  Are we still connected to the network, guys?
[01:35:22.861 --> 01:35:23.881]  Fine, keep going.
[01:35:23.881 --> 01:35:24.702]  We're still going.
[01:35:24.702 --> 01:35:29.904]  Garry Kasparov has put himself out there as a Western-controlled opponent to Putin.
[01:35:29.904 --> 01:35:34.486]  He's been protesting and getting in staged arrests for years and years.
[01:35:34.486 --> 01:35:40.749]  He's meeting there, he's the former chess champion, and he is there to oppose Putin, let him know he's put on notice.
[01:35:40.749 --> 01:35:46.852]  Meanwhile, they set up the Russian International Affairs Council two years ago!
[01:35:46.852 --> 01:35:47.632]  Two years ago!
[01:35:47.992 --> 01:35:51.353]  If you don't recognize that name, it's time to start studying history.
[01:35:51.353 --> 01:35:59.555]  The Rhodes Council Group, the Royal International Affairs, is the beginning of that Cecil Rhodes Foundation.
[01:35:59.555 --> 01:36:02.816]  The Council on Foreign Relations is the American counterpart.
[01:36:02.816 --> 01:36:07.778]  They have them in all the other Western countries, and now they've set one up in Russia as well.
[01:36:07.778 --> 01:36:13.059]  That head of the Russian International Affairs is here, Igor Ivanov.
[01:36:13.059 --> 01:36:15.140]  You've also got Anatoly Chubas.
[01:36:15.760 --> 01:36:22.269]  I'm not saying I can pronounce these Russian names, but they are, again, leading towards war, conflict, total tensions.
[01:36:22.269 --> 01:36:25.473]  Meanwhile, a gigantic conference on China.
[01:36:25.473 --> 01:36:29.839]  You've got Ching Li of the Brookings Institute, who specializes in China.
[01:36:29.839 --> 01:36:31.862]  He's American, but of course of Chinese descent.
[01:36:32.222 --> 01:36:50.134]  John Huntsman, not only a little-known GOP candidate for president, but the former ambassador to China, of course discussing China, and David Shambaugh of George Washington University discussing China, two Chinese counterparts, Yingfu and Yaiping Huang.
[01:36:51.135 --> 01:36:56.056]  The first of which is the Vice Minister of Foreign Affairs, the other an Economics Professor.
[01:36:56.056 --> 01:36:59.097]  It is all happening this year at Bilderberg.
[01:36:59.097 --> 01:37:00.617]  You can see it on the map.
[01:37:00.617 --> 01:37:04.138]  If and when World War III happens, you know it started here.
[01:37:04.138 --> 01:37:07.459]  We know what happened with World War I. We know what happened with World War II.
[01:37:07.459 --> 01:37:12.340]  We know it was concocted to destroy nationalism and put up world government.
[01:37:12.340 --> 01:37:14.760]  British Intel even funded Hitler.
[01:37:14.760 --> 01:37:17.081]  Again, it's not that Hitler worked for them, they created him.
[01:37:17.984 --> 01:37:21.508]  Yeah, and when this all goes down, you know what happened here.
[01:37:21.508 --> 01:37:25.692]  Are they a world affairs debating conference or a global cabal?
[01:37:25.692 --> 01:37:27.173]  I think it speaks for itself.
[01:37:27.173 --> 01:37:28.895]  Why'd they want to keep it secret?
[01:37:28.895 --> 01:37:38.665]  These are the criminals working out these deals and of course all the American counterparts from the NSA to the Department of Defense, Secretary, all the other departments also here.
[01:37:40.276 --> 01:37:44.539]  And of course, today, Fareed Zakaria has called for starving Syrians.
[01:37:44.539 --> 01:37:48.723]  Meanwhile, the writer Alex called out before calling for world government.
[01:37:48.723 --> 01:37:58.791]  Gideon Rackman is pretending to play with the carrot rather than the stick, saying, for now, we should play diplomacy in Syria and just expose the... Act like they gave it diplomacy!
[01:37:59.051 --> 01:38:09.235]  It's another false debate, while Time Magazine says how bad he is for writing that we should go with diplomacy, and they say when military intervention makes sense, you go!
[01:38:09.235 --> 01:38:12.917]  If you're a real power, you will intervene when you can!
[01:38:12.917 --> 01:38:14.598]  And put Al-Qaeda in charge!
[01:38:14.598 --> 01:38:16.618]  They are saying go on Syria!
[01:38:16.618 --> 01:38:17.699]  This is serious!
[01:38:17.699 --> 01:38:19.239]  This is World War III!
[01:38:19.239 --> 01:38:21.580]  Syria leads directly to Iran!
[01:38:21.580 --> 01:38:23.361]  Russia and China are in the balance!
[01:38:23.361 --> 01:38:24.582]  The Russians say they're going in!
[01:38:25.402 --> 01:38:27.804]  That's why they're getting the martial law ready, folks.
[01:38:27.804 --> 01:38:31.507]  To cover the Banker Collapse they mean to take over agenda 21.
[01:38:31.507 --> 01:38:32.488]  It is all lined up.
[01:38:32.488 --> 01:38:33.729]  You must study the list.
[01:38:33.729 --> 01:38:36.571]  You must look up these names and see what they're involved in.
[01:38:36.571 --> 01:38:38.233]  It's all right here on the list.
[01:38:38.233 --> 01:38:39.774]  It's so incredible.
[01:38:39.774 --> 01:38:41.936]  Yes, and knowing all the fake sports facts.
[01:38:41.936 --> 01:38:43.878]  Learn about the New World Order and all these facts.
[01:38:43.878 --> 01:38:45.499]  You're designed for it, America.
[01:38:45.499 --> 01:38:46.540]  You can beat these people.
[01:38:46.540 --> 01:38:47.461]  They're doing it all in your name.
[01:38:48.143 --> 01:38:52.006]  And meanwhile, you've got the other admitted agenda, so-called energy solutions.
[01:38:52.006 --> 01:38:53.868]  We know they're in there meeting about carbon tax.
[01:38:53.868 --> 01:38:55.729]  That's been admitted and exposed.
[01:38:55.729 --> 01:39:01.074]  Cyber security, of course, austerity and the political scene in the US and Europe.
[01:39:01.074 --> 01:39:05.337]  But one more thing I exposed last week on the Infowars Nightly News.
[01:39:06.218 --> 01:39:11.601]  Cory Booker, who is an Obama surrogate, says, no, we aren't going to attack finance capital.
[01:39:11.601 --> 01:39:13.102]  We're not attacking Bain.
[01:39:13.102 --> 01:39:17.104]  We're not attacking KKR or the other entities, Blackstone, you name it.
[01:39:17.104 --> 01:39:19.405]  He says, no, I'm friends with Kravis.
[01:39:19.405 --> 01:39:27.890]  They own the pensions here in New Jersey, and they own $6 billion of pensions in the Texas teachers retirement system.
[01:39:27.890 --> 01:39:30.011]  Guess who's meeting at Bilderberg this year?
[01:39:30.011 --> 01:39:33.873]  The head of the Texas retirement system of Texas, Britt Harris.
[01:39:34.153 --> 01:39:36.475]  But Bilderberg's saving us.
[01:39:36.475 --> 01:39:39.237]  You've heard Alex for years and years and years.
[01:39:39.237 --> 01:39:40.178]  I never looked this up.
[01:39:40.178 --> 01:39:42.640]  I wish I had about how they're stealing the pensions.
[01:39:42.640 --> 01:39:54.390]  Guess what happened two weeks ago on their $3 billion and holding $6 billion total with their other entity, KKR, Henry Kravis, the big leveraged buyout looter, scammer, stealer.
[01:39:54.390 --> 01:39:59.634]  Texas Teachers Pension Fund invests in casinos, loses $99 billion.
[01:39:59.634 --> 01:39:59.874]  That's one
[01:40:00.615 --> 01:40:01.476]  Billion dollars.
[01:40:01.476 --> 01:40:04.358]  They didn't lose it just like all the idiots that bought Facebook.
[01:40:04.358 --> 01:40:05.899]  It went to the mafia.
[01:40:05.899 --> 01:40:07.159]  They're called Bilderberg.
[01:40:07.159 --> 01:40:08.240]  Ha ha ha.
[01:40:08.240 --> 01:40:08.660]  That's right.
[01:40:08.660 --> 01:40:09.661]  They shorted that stock.
[01:40:09.661 --> 01:40:11.662]  They knew when to buy and they cashed in.
[01:40:11.662 --> 01:40:16.426]  And they closed out a full sixth of the total value of the Texas teachers pension.
[01:40:16.426 --> 01:40:18.387]  A full third of KKR's holding.
[01:40:18.707 --> 01:40:19.847]  That is wrong!
[01:40:19.847 --> 01:40:22.888]  And then they'll have the teachers beg for more government to get the pension.
[01:40:22.888 --> 01:40:23.928]  They'll just steal that.
[01:40:23.928 --> 01:40:26.489]  They'll have cops write more tickets saying you'll go bankrupt.
[01:40:26.489 --> 01:40:27.609]  They'll just steal that.
[01:40:27.609 --> 01:40:28.749]  See how the plan works?
[01:40:28.749 --> 01:40:31.830]  As they suck it out, they demand more government, and it's all sucked out.
[01:40:31.830 --> 01:40:33.371]  That's how the scam works.
[01:40:33.371 --> 01:40:34.851]  Ha ha!
[01:40:34.851 --> 01:40:37.772]  And then as there's more government, it bankrupts the economy, Aaron.
[01:40:37.772 --> 01:40:38.852]  And then they get to buy it up cheap.
[01:40:39.417 --> 01:40:44.720]  Yeah, and we know the education system is terrible, but the teachers themselves are good, hard-working people.
[01:40:44.720 --> 01:40:45.861]  They're expecting retirement.
[01:40:45.861 --> 01:40:47.181]  They get paid peanuts as teachers.
[01:40:47.181 --> 01:40:48.662]  It's been designed to dumb them down!
[01:40:48.662 --> 01:40:51.224]  They're not... Teachers teach what the feds want!
[01:40:51.224 --> 01:40:52.044]  It's common, though.
[01:40:52.044 --> 01:40:55.506]  Alex warned they were still in the pensions, and here's the evidence meeting this year.
[01:40:55.506 --> 01:40:58.148]  But that is nothing compared to World War III.
[01:40:58.148 --> 01:40:59.228]  I just laid it out for you.
[01:40:59.228 --> 01:41:00.449]  Go look it up for yourself.
[01:41:00.449 --> 01:41:02.450]  Alex will be back on the other side of this break.
[01:41:02.450 --> 01:41:05.592]  Even though everybody's gonna lose their pensions, it'll be okay, because we're in World War III.
[01:41:06.212 --> 01:41:07.833]  So much else happened this year.
[01:41:07.833 --> 01:41:12.674]  It's a great cultural awakening event outside of the global cabal.
[01:41:12.674 --> 01:41:18.316]  Back in the old days, Tucker and the other reporters, they had their moles in there, but they basically stood alone.
[01:41:18.316 --> 01:41:22.517]  I watched when Alex went in 2006 to Ottawa, began to protest.
[01:41:22.517 --> 01:41:26.058]  That swelled the numbers over the years from dozens to hundreds.
[01:41:26.058 --> 01:41:27.779]  Now, clearly, more than 1,000 protesters.
[01:41:29.279 --> 01:41:31.481]  Several thousand over the several days.
[01:41:31.481 --> 01:41:32.982]  That awakening is happening.
[01:41:32.982 --> 01:41:42.689]  I've watched people first come to these events, later become their own media, later become their own activists, watch them grow, spread the word, double, triple our audience.
[01:41:42.689 --> 01:41:46.291]  That's all on the positive side of this year at Bilderberg.
[01:41:46.291 --> 01:41:48.553]  And of course a lot of interesting photos too.
[01:41:48.553 --> 01:41:49.734]  Kevin Warsh of the Federal
[01:41:50.054 --> 01:41:51.275]  It's official, he is a puppet master.
[01:41:51.275 --> 01:41:53.936]  He met with the oligarchs and the important people.
[01:42:18.712 --> 01:42:20.834]  I'm urging the Rothschilds and Rockefellers.
[01:42:20.834 --> 01:42:22.795]  The Rothschilds have always been fronts.
[01:42:22.795 --> 01:42:23.276]  That's right.
[01:42:23.276 --> 01:42:26.278]  So the cabal is concentrating its power.
[01:42:26.278 --> 01:42:34.625]  It's going for broke as it knows the end time is here in terms of the economy collapsing, in terms of the war mounting.
[01:42:34.625 --> 01:42:36.206]  Can you feel the pressure?
[01:42:36.206 --> 01:42:37.187]  Syria is next.
[01:42:37.187 --> 01:42:39.008]  We've known that, but here it comes.
[01:42:39.008 --> 01:42:40.389]  Iran is after that.
[01:42:40.389 --> 01:42:42.311]  Russia and China in the stakes.
[01:42:42.311 --> 01:42:45.554]  Alex back after this, but I can't stress how important it is.
[01:42:45.554 --> 01:42:47.215]  I don't know if I've ever been this fired up on this.
[01:42:47.295 --> 01:42:47.917]  It's happening.
[01:42:47.917 --> 01:42:49.200]  You better tune out of football.
[01:42:49.200 --> 01:42:49.842]  We'll be back.
[01:42:49.842 --> 01:42:50.524]  Great job, Aaron.
[01:43:00.714 --> 01:43:05.076]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:43:05.076 --> 01:43:09.118]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:43:09.118 --> 01:43:13.140]  Every day, we document the attempts to take control of our lives.
[01:43:13.140 --> 01:43:15.341]  But there's one thing we can all control.
[01:43:15.341 --> 01:43:16.861]  Your greatest dependency.
[01:43:16.861 --> 01:43:17.622]  Food.
[01:43:17.622 --> 01:43:25.125]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:43:25.125 --> 01:43:27.666]  This food is nutrient-dense and tastes great.
[01:43:27.666 --> 01:43:28.967]  It's simple to make, portable,
[01:43:29.167 --> 01:43:31.609]  And has a shelf life of up to 25 years.
[01:43:31.609 --> 01:43:35.492]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:43:35.492 --> 01:43:38.093]  And the new products and pricing will blow you away.
[01:43:38.093 --> 01:43:42.957]  Compared to other food sources, including home cooked meals, you can cut your food cost in half.
[01:43:42.957 --> 01:43:44.938]  You just can't afford to ignore this.
[01:43:44.938 --> 01:43:50.582]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:43:50.582 --> 01:43:52.124]  Don't let this offer pass you by.
[01:43:52.124 --> 01:43:54.165]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:43:54.165 --> 01:43:54.625]  More the best.
[01:43:58.308 --> 01:44:02.590]  For less, guaranteed.
[01:44:02.590 --> 01:44:10.715]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:44:10.715 --> 01:44:14.777]  Alex and his staff have used these pure soap products for years.
[01:44:14.777 --> 01:44:22.081]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:44:22.081 --> 01:44:24.563]  See them on the web at 5starsoap.com.
[01:44:25.103 --> 01:44:29.947]  Or call 800-340-7091 for a free catalog.
[01:44:29.947 --> 01:44:35.891]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:44:35.891 --> 01:44:41.295]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:44:41.295 --> 01:44:43.277]  This is an amazing deal.
[01:44:43.277 --> 01:44:48.521]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:44:48.521 --> 01:44:51.663]  See them on the web at 5starsoap.com or call
[01:44:51.883 --> 01:44:53.368]  Call 800-340-7091 for a free catalog.
[01:45:00.131 --> 01:45:05.632]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:45:05.632 --> 01:45:08.033]  Start purifying your water with ProPure.
[01:45:08.033 --> 01:45:17.135]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:45:17.135 --> 01:45:20.576]  Its filters are silver impregnated to prevent bacterial growth.
[01:45:20.576 --> 01:45:22.257]  There's no priming required.
[01:45:22.257 --> 01:45:24.537]  It's NSF-42 certified.
[01:45:24.537 --> 01:45:27.058]  Optional fluoride filters can reduce fluoride up to 95%.
[01:45:28.118 --> 01:45:29.639]  Easy to set up and use.
[01:45:29.639 --> 01:45:31.060]  Doesn't require electricity.
[01:45:31.060 --> 01:45:34.222]  Purify water from lakes, streams, ponds, and wells.
[01:45:34.222 --> 01:45:37.604]  This filter system leaves in beneficial minerals, which is key.
[01:45:37.604 --> 01:45:41.746]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:45:41.746 --> 01:45:44.488]  ProPure is the best gravity-fed filter out there.
[01:45:44.488 --> 01:45:46.049]  It's what my family uses.
[01:45:46.049 --> 01:45:49.371]  Infowars.com already has the lowest price on ProPure.
[01:45:49.371 --> 01:45:54.634]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:45:55.194 --> 01:45:58.818]  You can also call to order 888-253-3139.
[01:45:58.818 --> 01:46:01.300]  Hi, this is Alex Jones.
[01:46:01.300 --> 01:46:06.906]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:46:06.906 --> 01:46:11.911]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:46:11.911 --> 01:46:16.956]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:46:17.476 --> 01:46:22.700]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:46:22.700 --> 01:46:25.021]  They call it a Survival Seed Bank.
[01:46:25.021 --> 01:46:29.824]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:46:29.824 --> 01:46:30.945]  And here's the best part.
[01:46:30.945 --> 01:46:34.007]  These seeds have not been genetically modified in any way.
[01:46:34.007 --> 01:46:37.630]  And you actually get enough seeds to plant a full acre crisis garden.
[01:46:37.630 --> 01:46:40.812]  So visit them today at survivalseedbank.com.
[01:46:40.812 --> 01:46:43.053]  That's survivalseedbank.com.
[01:46:43.053 --> 01:46:43.974]  Or give them a call at 877-327-0365.
[01:46:47.596 --> 01:46:49.036]  That's 877-327-0365.
[01:46:49.036 --> 01:46:56.659]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:46:56.659 --> 01:47:01.600]  This is Alex Jones for survivalseedbank.com.
[01:47:01.600 --> 01:47:08.402]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:47:12.919 --> 01:47:22.444]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:47:22.444 --> 01:47:24.005]  Thomas Jefferson.
[01:47:24.005 --> 01:47:27.667]  It's Alex Jones on the GCN Radio Network.
[01:47:34.079 --> 01:47:38.780]  And I swear on the altar of God that I will defend the innocents.
[01:47:38.780 --> 01:47:49.562]  My wife sent me a photo of my youngest daughter, four years old, with a big basket of peaches from some peach trees in our backyard.
[01:47:49.562 --> 01:47:57.904]  And she is the image of innocence and goodness, and is so good, is so beautiful, is so innocent.
