[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[33:52.000 --> 34:05.000]  And right now what's going on is that there are pretty much closing down what's double the own and Tamalipas which are pretty much border states here in Mexico.
[34:05.000 --> 34:17.000]  There's military police and there's also government officials from hospitals in the bus stations and in the airports.
[34:17.000 --> 34:20.000]  I don't know about Mexico City. I really don't want to go there.
[34:20.000 --> 34:28.000]  Just pretty much have been staying here up north and we've been thinking of going back to states right now.
[34:28.000 --> 34:38.000]  Out of the fire into the oven, as they say, can you specifically, as an eye witness, email Kurt, that's his new email, right?
[34:38.000 --> 34:40.000]  Kurt at infowars.com, correct, Jaren?
[34:40.000 --> 34:43.000]  Kurt at infowars.com, Jaren?
[34:43.000 --> 34:52.000]  Anybody in Mexico, anybody in Kansas, anybody in San Antonio, anybody in Canada where they've had outbreaks of this but especially in Mexico, the epicenter,
[34:52.000 --> 34:59.000]  be sure and email Kurt at infowars.com. We'll create a page today and tomorrow as those come in with your eye witness reports.
[34:59.000 --> 35:02.000]  BBC's doing the same thing.
[35:02.000 --> 35:12.000]  What do you think of these reports in the BBC that medical doctors in Mexico City are saying that the death toll is over 200, not 68?
[35:12.000 --> 35:25.000]  Yeah, I would believe that because here, pretty much, they don't want to alarm people. They suspended classes down here on, let's take a look, 34th or 23rd.
[35:25.000 --> 35:38.000]  And there's been, on TV, they've been saying, calm down if you have any of these coughing, that kind of stuff, go to the hospital.
[35:38.000 --> 35:48.000]  I've been watching TV eaters, people lining up in the hospital, checking themselves, but they're not wearing anything and they're pretty much close together.
[35:48.000 --> 35:52.000]  So if somebody does have the swine flu, it's those people that weren't affected.
[35:52.000 --> 35:57.000]  Yeah, so it's a great place to catch it is the hospital. Yeah, absolutely, just crazy.
[35:57.000 --> 36:05.000]  So there's a lot of panicking going on, which can create kind of a stampede to go to the places where the virus is floating around.
[36:05.000 --> 36:07.000]  Just terrible.
[36:07.000 --> 36:09.000]  Let me bring this up to you and then I want to get your take on it.
[36:09.000 --> 36:14.000]  Mexico flu, your experience is BBC.
[36:14.000 --> 36:18.000]  And this is up on, again, PrismPlanet.com and InfoWorks.com, you want to find it easy.
[36:18.000 --> 36:25.000]  Readers in Mexico have been emailing the BBC describing the sense of fear gripping the country as a result of the flu virus outbreak.
[36:25.000 --> 36:28.000]  And the government's locked down Mexico City, has troops on the streets everywhere.
[36:28.000 --> 36:32.000]  As you just heard, I've confirmed mainstream news, they are moving troops to the border on both sides.
[36:32.000 --> 36:37.000]  Notice how Homeland Security, so they were worried about things collapsing the last few months and already moved troops down there.
[36:37.000 --> 36:42.000]  This could be a cover for them knowing revolution was at the tipping point in Mexico.
[36:42.000 --> 36:49.000]  Now this panic makes everybody forget about starving to death, living under tyranny, living under the drug lords, living under the government,
[36:49.000 --> 36:51.000]  and now come to the government for support.
[36:51.000 --> 36:53.000]  That's another Machiavelli and Angle we've got to look at.
[36:53.000 --> 36:55.000]  I'm not saying that's the case.
[36:55.000 --> 37:00.000]  We're just analyzing every possible angle because governments have proven they're capable of anything.
[37:00.000 --> 37:03.000]  Normally, it's bad behavior.
[37:03.000 --> 37:07.000]  The World Health Organization says the virus has the potential to become a pandemic.
[37:07.000 --> 37:12.000]  Read a selection of BBC readers' comments and then when I googled this guy's name and it came up in Mexico,
[37:12.000 --> 37:13.000]  I had a major hospital.
[37:13.000 --> 37:17.000]  I work as a resident doctor in one of the biggest hospitals in Mexico City and sadly,
[37:17.000 --> 37:22.000]  the situation is far from under control as a doctor, I realize that the media does not report the truth.
[37:22.000 --> 37:27.000]  Authorities distribute vaccines among all the medical personnel with no results
[37:27.000 --> 37:33.000]  because two of my patients who worked in the hospital interns were killed by the new virus in less than six days,
[37:33.000 --> 37:36.000]  even though they were vaccinated, as all of us were.
[37:36.000 --> 37:40.000]  The number of deaths is 20 in our hospital.
[37:40.000 --> 37:44.000]  Nevertheless, the true number of victims are more than 200.
[37:44.000 --> 37:54.000]  I understand that we must avoid panic, but telling the truth, it might be better now to prevent and avoid more deaths.
[37:54.000 --> 38:02.000]  Here's one of the stories I forgot to print, my printer was dead.
[38:02.000 --> 38:10.000]  Google immediately, man who shook Obama's hand dead, that was Reuters, the Mexican official.
[38:10.000 --> 38:14.000]  This is how many people are dead in Mexico and I believe they are covering something up.
[38:14.000 --> 38:15.000]  That's starting to come out.
[38:15.000 --> 38:24.000]  The federal dignitary that met him and shook his hand with President Calderon, has died of the flu.
[38:24.000 --> 38:29.000]  So official that shook Obama's hand dead of flu, we pull that up for me, thank you.
[38:29.000 --> 38:34.000]  Again, it really screwed me up that I was printing for hours, not looking that my printer was out of make,
[38:34.000 --> 38:37.000]  and then it was showtime because I can't really click and surf the web while I'm on air.
[38:37.000 --> 38:40.000]  And again, we're kind of a skeleton crew here tonight, so I apologize,
[38:40.000 --> 38:44.000]  but a lot of stuff is coming in as that develops, but I want to give you the source on that.
[38:44.000 --> 38:48.000]  That right there, the guy that, I'm not saying Obama has anything to do with that,
[38:48.000 --> 38:52.000]  I'm saying that shows the number of people that are really dead here,
[38:52.000 --> 38:58.000]  that statistically the guy that's shaking Obama's hand is the guy that is there to greet Obama is dead,
[38:58.000 --> 39:00.000]  and I want the government's official name, that's coming up.
[39:00.000 --> 39:03.000]  Specifically, what is Mexican TV and radio saying,
[39:03.000 --> 39:10.000]  specifics about them saying they're moving to block the border towns on the Mexico side into Texas?
[39:10.000 --> 39:20.000]  That I'm not sure, but what they are doing, they are blocking the northern states from the central and southern ones.
[39:20.000 --> 39:27.000]  Okay, so they're blocking state borders in El Norte,
[39:27.000 --> 39:32.000]  they're blocking northern states in Mexico from central and southern states.
[39:32.000 --> 39:33.000]  Yeah.
[39:33.000 --> 39:35.000]  Okay, that's what you're saying.
[39:35.000 --> 39:42.000]  Okay, when you said Nuevo Laredo, correct, you did say that, that's the Texas border.
[39:42.000 --> 39:50.000]  Right, that's Nuevo León, that's the state next to Tamalipos, which are the two boarding ones from Texas.
[39:50.000 --> 39:52.000]  Okay, so let me be straight with this.
[39:52.000 --> 39:56.000]  You're saying they're blocking Nuevo León from southern Mexican states,
[39:56.000 --> 40:00.000]  or they're blocking on the Rio Grande into the United States?
[40:00.000 --> 40:04.000]  No, they're blocking from southern states, that's what occurred on TV.
[40:04.000 --> 40:10.000]  Okay, so the quarantine, call Aaron in here because I know he's busy on something else.
[40:10.000 --> 40:13.000]  I want to make sure he goes and checks that they're sealing border states.
[40:13.000 --> 40:15.000]  I want to see if we can get a mainstream confirmation.
[40:15.000 --> 40:18.000]  I should get my wife in here, she speaks and reads Spanish.
[40:18.000 --> 40:23.000]  We're up in Spain, that would really help us with this, but we'll get more calls from Mexico.
[40:23.000 --> 40:28.000]  I know we have literally dozens of phone calls here from all over the United States and Europe and everywhere else,
[40:28.000 --> 40:31.000]  but I particularly want to hear from folks in Mexico.
[40:31.000 --> 40:35.000]  Anything else, sir, from Mexico?
[40:35.000 --> 40:37.000]  Not at the moment.
[40:37.000 --> 40:44.000]  Pretty much they're just saying, stay at home, don't go to public places, don't shake anybody's hand,
