[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[32:49.120 --> 32:55.120]  And that's really the thinking here. And that's kind of a crude analogy that just popped in my head.
[32:55.120 --> 32:58.120]  There's much better allegories you can come up with.
[32:58.120 --> 33:05.120]  But my dad's dad would actually get attached to certain cows and would never sell them.
[33:05.120 --> 33:10.120]  And then the joke was, by the time he died of cancer, he had a whole herd of cows and wouldn't sell any of them.
[33:10.120 --> 33:13.120]  And they come over and eat pedum and stuff. We feed them range cubes.
[33:13.120 --> 33:24.120]  Let me just pull back here for a minute.
[33:24.120 --> 33:35.120]  You know, if I just rattle off stuff, it doesn't really have an effect, does it?
[33:35.120 --> 33:43.120]  No, it doesn't.
[33:43.120 --> 33:45.120]  I don't know what to say anymore.
[33:45.120 --> 33:59.120]  You know, the public is so ignorant about how the world works that these criminals can pull off these things against us
[33:59.120 --> 34:16.120]  and then we're unable to even respond to it because the public doesn't even understand the basics of how the economy, how finance, how markets work.
[34:16.120 --> 34:25.120]  We're witnessing a devastating planetary takeover right now by the most nasty people you can imagine.
[34:25.120 --> 34:36.120]  And the fact that they've got every major channel out there, not just here, but all over the world, saying America's over, America sucks, America's demoralized, the dollar's going to plunge,
[34:36.120 --> 34:42.120]  the U.S. won't even be a co-superpower to China. It will descend into civil war.
[34:42.120 --> 34:53.120]  And to know that that's their plan and the average American isn't 100% behind the president trying to stop it is nauseating.
[34:53.120 --> 35:04.120]  It's like you're flying in an airplane and one pilot has a heart attack and dies and the other pilot knows how to land the plane and crazy people on board want to kill the pilot.
[35:04.120 --> 35:11.120]  Or you're in a life raft and there's crazy people on board that are trying to punch holes in it while sharks are swimming around you.
[35:11.120 --> 35:20.120]  All because they've been taught it's cute, it's fun, it's fashionable to plunge the dollar, to burn down the police station, to destroy the country.
[35:20.120 --> 35:24.120]  And it's so dangerous.
[35:24.120 --> 35:32.120]  So I'm going to start over next segment because I'm going to need that map on the wall I've been asking for of their fake COVID system.
[35:32.120 --> 35:34.120]  But we'll do it next segment.
[35:34.120 --> 35:41.120]  Now, I may just have to leave today. This is not drama stuff.
[35:41.120 --> 35:48.120]  In fact, I'm going off air. This conference is done. I mean, seriously.
[35:48.120 --> 35:56.120]  Wow. Unbelievable. Let's go ahead and go to this special report.
[35:56.120 --> 36:10.120]  We'll see what happens. I'm going to have to push back other graphs I have for next time because I got to do this whole graph on COVID-19 here that I needed.
[36:10.120 --> 36:13.120]  Let's play clip 14. Thanks.
[36:13.120 --> 36:23.120]  And then after that, whatever you like.
[36:23.120 --> 36:36.120]  We learned that Mueller and the Clintons and all of them were involved suppressing information about themselves and how they were running these child molesting blackmail rings.
[36:36.120 --> 36:43.120]  That was being managed by the Clinton Obama era FBI at the top.
[36:43.120 --> 36:51.120]  And we also in the documents learned that they tried to have the FBI implicate Donald John Trump.
[36:51.120 --> 37:03.120]  Because as we've told you years ago, he was a confidential informant to the FBI in Palm Beach saying that the word is Epstein is engaged in criminal activity with underage girls.
[37:03.120 --> 37:10.120]  He was a fixture in Palm Beach. I had a falling out with him a long time ago. I don't think I've spoken to him for 15 years.
[37:10.120 --> 37:21.120]  Epstein was actually banned from Mar-a-Lago according to court documents obtained by Inside Edition after Epstein was accused of sexually assaulting an underage girl at the club.
[37:21.120 --> 37:27.120]  Everybody knows Donald Trump doesn't like little girls. Donald Trump likes intimidating bombshell females.
[37:27.120 --> 37:34.120]  But these pedophiles, they want to suck the energy off these little girls, little boys. They want to be creepy.
[37:34.120 --> 37:43.120]  Weinstein's really gross. He likes to have underage girls clean, reportedly like skin growths under his belly and he has a vagina as well, reportedly.
[37:43.120 --> 37:54.120]  He's an aphrodite. I mean, if you imagine all of this, he makes 15-year-old girls start throwing up when he's all stinking and gross.
[37:54.120 --> 38:01.120]  And they have to go like pat on him and everything. And it's the same thing with Jeffrey Epstein. He has sexually deformed genitals.
[38:01.120 --> 38:09.120]  Is it true, sir, that you have what's been described as an egg-shaped penis?
[38:09.120 --> 38:20.120]  Epstein took my sexual innocence in front of a wall of framed photographs of him shaking hands and smiling at celebrities and political leaders.
[38:20.120 --> 38:23.120]  I was only 15 years old.
[38:23.120 --> 38:30.120]  You don't get in the globalist club unless you're really screwed up. They're fallen. They're diseased. They're inbred globalists.
[38:30.120 --> 38:36.120]  And that's why they don't like those of us that aren't. And why they want to make us twisted and fallen and ugly like them.
[38:36.120 --> 38:45.120]  Yet the British royalty all inbred as well. So it's all a bunch of inbred, hunchbacked demons who get all the power because they want the power.
[38:45.120 --> 38:47.120]  Because they don't have the power.
[38:47.120 --> 38:55.120]  Within hours of Jeffrey Epstein's apparent suicide, President Trump was retweeting a conspiracy theory linking Bill Clinton to his death.
[38:55.120 --> 38:59.120]  It was immediately picked up by Russian state media going viral.
[38:59.120 --> 39:03.120]  A Clinton spokesperson calling the tweet ridiculous and of course not true.
[39:03.120 --> 39:09.120]  Got a lot of problems coming up in my opinion with the famous island with Jeffrey Epstein. A lot of problems.
[39:09.120 --> 39:10.120]  You think it was over the line?
[39:10.120 --> 39:12.120]  I don't know because I don't know her, but it was nasty.
[39:12.120 --> 39:16.120]  You raised the question of Jeffrey Epstein in your remarks about a new Q&A.
[39:16.120 --> 39:21.120]  Well, you got a problem. I don't know, but that island was really a cesspool.
[39:21.120 --> 39:25.120]  There's no question about it. Just ask Prince Andrew. He'll tell you about it.
[39:25.120 --> 39:32.120]  I really like how Trump's attacking now. Don't wait until October. Attack. Launch everything now.
[39:32.120 --> 39:38.120]  Maxwell is in prison and so a lot of people want to know if she's going to turn in powerful people.
[39:38.120 --> 39:42.120]  Do you feel that she's going to turn in powerful men? How do you see that working out?
[39:42.120 --> 39:45.120]  I don't know. I haven't really been following it too much. I just wish her well.
[39:45.120 --> 39:50.120]  He said he wishes Gisling Maxwell well. You really don't want Trump wishing you well.
[39:50.120 --> 39:55.120]  When Trump starts wishing you well, you should feel a little angel of death flapping above you.
[39:57.120 --> 40:00.120]  All right, folks. Again, I'm not throwing a temper tantrum here.
[40:00.120 --> 40:09.120]  I am physically sick of looking at Fauci and Berks and Hillary and Biden in the New World Order and all their criminal activity
[40:09.120 --> 40:15.120]  and how they admit they're closing a tourniquet around our neck and how we'll never come out of lockdown
[40:15.120 --> 40:19.120]  and how they're going to put implantable chips in us. I'm seriously pissed.
[40:19.120 --> 40:24.120]  And now they've shut down parks all over Austin and say they've got to get registered and be COVID-tracked to do it.
[40:24.120 --> 40:30.120]  They're coming to our houses next. That's it, man. I'm not putting up with it anymore.
[40:30.120 --> 40:33.120]  That's it. It's time for serious civil disobedience.
[40:33.120 --> 40:37.120]  We should just open the phones out about what we should do with plans and I'm doing it today.
[40:37.120 --> 40:43.120]  I'm done. I'm done, man. I'm done. You people want a damn war, you're going to get one.
[40:43.120 --> 40:47.120]  I'm not going to sit here while you chain us up and then have your way with us.
[40:47.120 --> 40:50.120]  You globalist enemies, you pieces of criminal filth.
[40:50.120 --> 40:54.120]  You see, used to I let myself blow up on air and said I'm going to do it off air.
[40:54.120 --> 40:58.120]  No, I'm going to do it on air and then I'm going to do it physically out the streets.
[40:58.120 --> 41:05.120]  You murderer. You Bill Gates. You murder. Bill Gates, you're going to burn.
[41:05.120 --> 41:12.120]  It's finally here. Introducing the new Survival Shield X2 Spray.
[41:12.120 --> 41:18.120]  Available now for 33% off at InfowarsStore.com.
[41:18.120 --> 41:28.120]  Listeners have been asking us for months to develop an iodine spray made with our exclusive deep earth crystal nascent iodine.
[41:28.120 --> 41:42.120]  Our proprietary new aerodyne technology allows us to harness the full power of ancient iodine crystals from 7000 feet below the earth's surface into the ultimate spray formula.
[41:42.120 --> 41:51.120]  Iodine is an essential mineral that helps support thyroid health, healthy metabolism and healthy cognitive function.
[41:51.120 --> 41:59.120]  Get the new Survival Shield X2 Spray for 33% off intro pricing at InfowarsStore.com.
[41:59.120 --> 42:26.120]  That's Survival Shield X2 Spray at InfowarsStore.com.
[42:29.120 --> 42:34.120]  So, they claim for COVID, but of course it's really the Chinese Communist Social Score rollout.
[42:34.120 --> 42:42.120]  These people are sick, filthy criminals and they want total control over society with the official global ID system.
[42:42.120 --> 42:45.120]  That's why it's called the Clinton Global Initiative.
[42:45.120 --> 42:49.120]  But you can fight back with the privacy pockets at InfowarsStore.com.
[42:49.120 --> 43:00.120]  Little Faraday cages, little envelopes, put your phone in it and these dirty scumbag fascist pieces of garbage can't get all that data and rape you with that data.
[43:00.120 --> 43:07.120]  Rape your privacy. Tell the rapist Clintons go to hell and get your privacy pockets in InfowarsStore.
[43:07.120 --> 43:17.120]  As men age, they often experience a slowdown in vitality, energy and overall wellness.
[43:17.120 --> 43:22.120]  And that's why we made one of our most popular formulas to date.
[43:22.120 --> 43:33.120]  Super male vitality, specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[43:33.120 --> 43:45.120]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[43:45.120 --> 43:50.120]  We're talking about ancient wisdom combined with modern technology.
[43:50.120 --> 43:57.120]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[43:57.120 --> 44:00.120]  So what are you waiting for? Go to the InfowarsStore.
[44:00.120 --> 44:03.120]  Never been a better time than right now.
[44:03.120 --> 44:07.120]  Super male vitality at InfowarsStore.com.
[44:07.120 --> 44:16.120]  Human freedom. The Wild Wild West. The Renaissance. America.
