[00:00:01.957 --> 00:00:03.658]  Another world.
[00:27:22.381 --> 00:27:30.971]  If you will tell people about Infowars.com forward slash show with the free podcast, one click to your device, you subscribe right to us, remove the middleman, it's free.
[00:27:30.971 --> 00:27:33.313]  Or you can find the live audio feeds, the live video feeds.
[00:27:34.056 --> 00:27:49.912]  But if you simply tell people, hey, go to Infowars.com forward slash show and find the verboten information and then tell them, if you find it compelling and research it and find out it's true like I did, pass it on.
[00:27:49.912 --> 00:27:54.917]  That's how we have this underground network to defeat them like we did in 2016.
[00:27:54.917 --> 00:27:56.478]  We've made them show their hand now.
[00:27:57.469 --> 00:28:00.571]  We've made them come out and openly restrict speech.
[00:28:00.571 --> 00:28:07.176]  We've made them show the tyrants they are, and people are really waking up, and so now's the time to move the ball up the field.
[00:28:07.176 --> 00:28:09.397]  Infowars.com forward slash show.
[00:28:09.397 --> 00:28:14.160]  And it's important to subscribe directly to the podcast.
[00:28:14.160 --> 00:28:17.823]  Listen how you want, when you want, and find the free audio feeds, the video feeds, and all the rest of it.
[00:28:20.202 --> 00:28:26.911]  Because it's only a matter of time, I think, till they kill the Android and the Apple app that are both number one in news worldwide.
[00:28:26.911 --> 00:28:29.154]  So they just delisted it when it hit number one.
[00:28:29.154 --> 00:28:35.383]  We launched the app a week before they banned us, and then it got millions of downloads per platform to number one, and so they just then...
[00:28:35.763 --> 00:28:36.403]  It's delisted.
[00:28:36.403 --> 00:28:37.044]  It's still there.
[00:28:37.044 --> 00:28:38.445]  You gotta hand search it.
[00:28:38.445 --> 00:28:41.086]  Or go to Infowars.com forward slash app.
[00:28:41.086 --> 00:28:42.487]  Or Infowars.com forward slash show.
[00:28:42.487 --> 00:28:43.548]  It's also there.
[00:28:43.548 --> 00:28:45.069]  So, uh, this is it.
[00:28:45.069 --> 00:28:47.110]  This is authoritarianism come to America.
[00:28:47.110 --> 00:28:48.051]  We're facing it down.
[00:28:48.051 --> 00:28:48.831]  They're the censors.
[00:28:48.831 --> 00:28:49.491]  They're the bullies.
[00:28:49.491 --> 00:28:50.492]  They're the monsters.
[00:28:50.492 --> 00:28:54.154]  They're colluding together to defrock us of our freedom of speech.
[00:28:54.154 --> 00:28:57.216]  And then they turn around and call us bullies that are silencing people.
[00:28:57.216 --> 00:28:58.257]  They're true liars.
[00:28:59.286 --> 00:29:01.927]  Hunters, anglers, campers, and survivalists.
[00:29:01.927 --> 00:29:03.027]  Get back to nature.
[00:29:03.027 --> 00:29:10.330]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:29:10.330 --> 00:29:13.751]  Slingbow products are compact and models start from just $17.98.
[00:29:13.751 --> 00:29:17.312]  They're perfect for your bug out bag or storing in your vehicle.
[00:29:17.312 --> 00:29:21.473]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:29:21.473 --> 00:29:26.055]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:29:26.055 --> 00:29:28.716]  Feel the thrill only at slingbow.com.
[00:29:29.236 --> 00:29:35.919]  I'm David Hall, founder of Diamond Gusset, where we're proud of our 100% grown and sewn American-made jeans.
[00:29:35.919 --> 00:29:43.782]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of styles and sizes for any occasion.
[00:29:43.782 --> 00:29:46.403]  To find yours, visit gusset.com.
[00:29:46.403 --> 00:29:49.524]  That's G-U-S-S-E-T dot com.
[00:29:49.524 --> 00:29:55.387]  Our loyal customers enable us to continue sponsoring Liberty Media outlets like the one you're listening to.
[00:29:55.387 --> 00:29:58.528]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:30:00.501 --> 00:30:05.363]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:30:05.363 --> 00:30:14.266]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:30:14.266 --> 00:30:19.607]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:30:19.607 --> 00:30:27.870]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[00:30:27.990 --> 00:30:28.310]  I think so.
[00:30:57.910 --> 00:30:58.034]  Huh?
[00:31:00.330 --> 00:31:06.812]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[00:31:06.812 --> 00:31:13.633]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[00:31:13.633 --> 00:31:29.177]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[00:31:30.327 --> 00:31:34.170]  Hey, how would you like to take InfoWars with you wherever you go?
[00:31:34.170 --> 00:31:39.394]  Well, now you can do just that with the new official InfoWars app.
[00:31:39.394 --> 00:31:40.715]  And here's the best part.
[00:31:40.715 --> 00:31:42.536]  It is absolutely free.
[00:31:42.536 --> 00:31:47.760]  At the Apple Store and Google Play, you can join the InfoWars today.
[00:31:47.760 --> 00:31:51.723]  Check it out right now at InfoWars.com forward slash app app.
[00:31:51.723 --> 00:31:55.827]  It's the InfoWars official app taken on the globalist at point blank range.
[00:31:55.827 --> 00:31:59.950]  And with your help spreading it and with your help downloading it, we are unstoppable.
[00:32:00.862 --> 00:32:03.183]  Fueling your body is hard work.
[00:32:03.183 --> 00:32:08.966]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:32:08.966 --> 00:32:17.390]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:32:17.390 --> 00:32:19.611]  There's no better way to power your body.
[00:32:20.151 --> 00:32:27.034]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:32:27.034 --> 00:32:38.180]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:32:38.180 --> 00:32:45.103]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:32:45.643 --> 00:32:51.786]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:32:51.786 --> 00:32:55.628]  Don't miss out on the chance to fuel your body and support recovery.
[00:32:55.628 --> 00:33:03.312]  Try the InfoWars Life Daily Digestive Pack today!
[00:33:03.312 --> 00:33:05.934]  You're listening to the Alex Jones Show.
[00:33:22.787 --> 00:33:25.408]  Waging war on corruption.
[00:33:25.408 --> 00:33:30.550]  It's Alex Jones.
[00:33:30.550 --> 00:33:32.271]  Well, it finally happened.
[00:33:32.271 --> 00:33:42.835]  I was suspended by Twitter for posting a video in which... confronted CNN reporter... which resulted in... being banned altogether.
[00:33:45.302 --> 00:33:48.664]  Wait, who is **** and who is **** and who is ****?
[00:33:48.664 --> 00:33:49.545]  I can't tell you.
[00:33:49.545 --> 00:33:51.426]  Otherwise I'll be **** and ****.
[00:33:51.426 --> 00:33:54.268]  But there's no social media bias against conservatives.
[00:33:54.268 --> 00:33:54.969]  Honest!
[00:33:54.969 --> 00:34:01.253]  I mean, if you literally tweet about how you want to murder the president, you'll not only retain your account, you'll get verified.
[00:34:01.253 --> 00:34:07.637]  If you tweet racist bile about how you want white people to die, you'll not only retain your account, you'll get verified.
[00:34:07.637 --> 00:34:10.239]  But there's no social media bias against conservatives.
[00:34:10.319 --> 00:34:12.881]  Terror group Hamas still has an account.
[00:34:12.881 --> 00:34:16.304]  Jew-hating gay basher Louis Farrakhan still has an account.
[00:34:16.304 --> 00:34:20.448]  The people who threatened to kill Mike Cernovich's baby still have accounts.
[00:34:20.448 --> 00:34:25.332]  This verified Media Matters reporter who threatened violence still has an account.
[00:34:25.332 --> 00:34:30.757]  The actor who called for putting Barron Trump in a cage with paedophiles still has an account.
[00:34:30.757 --> 00:34:37.643]  But there's no social media bias against conservatives, so **** was banned for targeted harassment against ****.
[00:34:38.854 --> 00:34:46.195]  But CNN reporters can literally show up at an old lady's house, harass and dox her, but that's not targeted harassment.
[00:34:46.195 --> 00:34:52.157]  The daughter of President Trump's received a slew of online abuse after American news network CNN publicly shamed her.
[00:34:52.157 --> 00:34:56.777]  Goldfarb was viciously attacked online after the short interview spread like wildfire.
[00:34:56.777 --> 00:35:04.039]  CNN reporters can intimidate and threaten to dox a private citizen over a meme, but that's not targeted harassment.
[00:35:04.039 --> 00:35:04.879]  Because as we know,
[00:35:05.279 --> 00:35:07.821]  There's no social media bias against conservatives.
[00:35:07.821 --> 00:35:08.601]  CNN.
[00:35:08.601 --> 00:35:10.762]  Trump is trying to shut down the media.
[00:35:10.762 --> 00:35:11.803]  Also CNN.
[00:35:11.803 --> 00:35:14.405]  Lobbies big tech to shut down the media.
[00:35:14.405 --> 00:35:19.868]  Now I'm sure the fact that Twitter and **** tweeted at the exact same time about ****.
[00:35:21.189 --> 00:35:22.891]  Man, it's just a coincidence.
[00:35:22.891 --> 00:35:39.993]  And I'm sure that BuzzFeed tweeting about it at 4.45, AP at 4.46, then New York Times, followed by the Washington Post and Politico, almost like they were all tipped off by Twitter beforehand, after this BuzzFeed writer lobbied to get **** banned, while Fox News didn't get the memo that ****.
[00:35:41.192 --> 00:35:41.812]  We're good to go.
[00:36:10.820 --> 00:36:12.963]  My private company!
[00:36:12.963 --> 00:36:14.645]  Oh, shut the fuck up.
[00:36:14.645 --> 00:36:17.969]  Social media is the new public square.
[00:36:17.969 --> 00:36:19.751]  They're colluding with lawmakers.
[00:36:19.751 --> 00:36:24.116]  They're colluding with corporate media giants to silence dissidents.
[00:36:24.116 --> 00:36:27.360]  I'm done with your excuses and intellectual cowardice.
[00:36:27.360 --> 00:36:29.422]  I'm done with your glib myopia.
[00:36:29.422 --> 00:36:29.663]  This.
[00:36:30.063 --> 00:36:41.489]  If you don't think 20 SJWs working at Twitter or Facebook getting to decide who has free speech is a problem, then I'm done with you.
[00:36:41.489 --> 00:36:44.070]  Sign the petition in the description.
[00:36:44.070 --> 00:36:46.451]  I'm gonna ride it until the wheels fall off.
[00:36:46.451 --> 00:36:49.913]  You can ban us all, but at least what we did in the moment.
[00:36:50.353 --> 00:36:50.933]  mattered.
[00:36:50.933 --> 00:36:55.574]  At least we were part of a movement that will reverberate throughout history.
[00:36:55.574 --> 00:36:57.735]  And you can't censor that.
[00:36:57.735 --> 00:37:07.137]  You can silence individuals, but you can never silence ideas.
[00:37:07.137 --> 00:37:09.618]  Please click the big red button to subscribe.
[00:37:09.618 --> 00:37:11.338]  It really helps me when you do that.
[00:37:11.338 --> 00:37:15.299]  And click the bell to allow notifications so you never miss a new video.
[00:37:16.198 --> 00:37:20.889]  And that's Paul Watson still on YouTube, but of course they shadow ban him, even though he has millions of subscribers.
[00:37:21.835 --> 00:37:23.316]  Most people don't get to see the video.
[00:37:23.316 --> 00:37:25.498]  You have to go to the page itself.
