[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[00:25:25.425 --> 00:25:53.952]  Every major European city collapsing under hundreds of thousands of North Africans and Islamists out of the Middle East, and feces everywhere, and rape everywhere, and when you see families thrown out of their houses to put the invaders in, and when you see all the major leftist cities of the world filled with knife attacks, acid attacks, piles of feces, piles of garbage, rats everywhere,
[00:25:56.388 --> 00:26:00.131]  That is an admitted plan.
[00:26:00.131 --> 00:26:07.316]  They set up the parameters of the system for collapse.
[00:26:07.316 --> 00:26:10.238]  They're breaking our borders, our courts.
[00:26:10.238 --> 00:26:19.484]  They're bankrupting the social safety net because the globalists are at war with equally distributed civilization.
[00:26:21.738 --> 00:26:33.624]  And by equally distributed civilization, open, free civilization, egalitarian, truly liberal, classical in nature, renaissance.
[00:26:33.624 --> 00:26:36.605]  The EU was shut up to destroy the nation states of Europe.
[00:26:36.605 --> 00:26:38.266]  They bragged about it.
[00:26:38.266 --> 00:26:42.728]  To put them in debt, suck them dry and blow them, bring down Europe's borders.
[00:26:42.728 --> 00:26:43.068]  Flood them.
[00:26:44.332 --> 00:26:46.314]  North American Union was set up for that.
[00:26:46.314 --> 00:26:56.162]  All of these things are set up to wage war against independent groups and consolidate power in vertical integration.
[00:26:56.162 --> 00:27:00.005]  Now, when I use words like vertical integration, that's an establishment term.
[00:27:00.005 --> 00:27:03.408]  When I use terms like technocracy, that's what they call themselves.
[00:27:03.408 --> 00:27:05.510]  It's technocrats running a technocracy.
[00:27:05.510 --> 00:27:06.511]  Go look it up.
[00:27:06.511 --> 00:27:09.814]  From Davos, to Bloomberg, to the Rockefellers, to the shy cops.
[00:27:11.553 --> 00:27:16.877]  A computer-run dictatorship with them programming it.
[00:27:16.877 --> 00:27:19.158]  You're in 2019, folks.
[00:27:19.158 --> 00:27:20.259]  You're about to be in 2020.
[00:27:20.259 --> 00:27:25.262]  You're not in Kansas anymore.
[00:27:25.262 --> 00:27:27.203]  This is their plan.
[00:27:27.203 --> 00:27:28.324]  Break up your family.
[00:27:28.324 --> 00:27:28.985]  Bankrupt you.
[00:27:28.985 --> 00:27:30.305]  Make sure you don't have a job.
[00:27:30.305 --> 00:27:35.989]  Make sure that you're on welfare so they can control and dictate your life.
[00:27:35.989 --> 00:27:38.211]  When we come back, I'll play these newscast clips.
[00:27:39.246 --> 00:27:41.968]  Where even the left is saying, what have we done?
[00:27:41.968 --> 00:27:44.089]  It's a living hell.
[00:27:44.089 --> 00:27:45.990]  That's the plan.
[00:27:45.990 --> 00:27:55.035]  All over the world, you'll have mountains and plenty of rain for the farmers, like they have in Southern Oregon, Northern California.
[00:27:55.035 --> 00:28:08.343]  But for a decade plus, bullshit it too, they turned all the water off, even though there was huge mountain lakes full of water, that were built, artificial lakes, reservoirs,
[00:28:09.639 --> 00:28:16.303]  To create farming belts in the 20s, 30s, 40s, 50s, 60s, 70s, 80s.
[00:28:16.303 --> 00:28:18.444]  It stopped.
[00:28:18.444 --> 00:28:28.450]  They then said because of a fish that's invasive, not even the law, you can't have water for a decade and drove everyone out.
[00:28:28.450 --> 00:28:30.291]  Now they're buying it up for nothing.
[00:28:30.291 --> 00:28:31.452]  Then they'll turn the water back on.
[00:28:32.307 --> 00:28:33.827]  This is the plan.
[00:28:33.827 --> 00:28:43.410]  And when you start thinking like a globalist, you'll understand their larger operation, and then you'll have a chance of stopping them.
[00:28:43.410 --> 00:28:55.934]  But their plan is deindustrialization for you, then they siphon all the technology and money into their system, the breakaway civilization, the opposite of an equally distributed civilization.
[00:28:55.934 --> 00:28:57.535]  The essence of elitism.
[00:28:59.406 --> 00:29:00.929]  Oh, these pains.
[00:29:00.929 --> 00:29:03.453]  My neck, my back, shoulders.
[00:29:03.453 --> 00:29:05.275]  I've got to get some relief.
[00:29:05.275 --> 00:29:10.984]  Stress from everyday life, past injuries or surgeries can cause inflammation that leads to pain.
[00:29:10.984 --> 00:29:12.867]  But you don't want to take another pill.
[00:29:12.867 --> 00:29:14.650]  There's an easier, healthier way, right?
[00:29:14.790 --> 00:29:15.290]  Yes.
[00:29:15.290 --> 00:29:19.093]  With hot or cold therapy products at sunshine-pillows.com.
[00:29:19.093 --> 00:29:19.793]  Pillows?
[00:29:19.793 --> 00:29:21.194]  For my aches and pains?
[00:29:21.194 --> 00:29:22.675]  Oh, not just pillows.
[00:29:22.675 --> 00:29:31.901]  Sunshine-pillows.com has the best selection of custom heated neck wraps and heated neck pillows, bus travel pillows, microwavable body heating wraps and more.
[00:29:31.901 --> 00:29:33.742]  It's all available to you online.
[00:29:33.882 --> 00:29:36.083]  Finally, stress relief with no drugs.
[00:29:36.083 --> 00:29:36.604]  Right.
[00:29:36.604 --> 00:29:41.687]  And now you can buy any select combo up to $150 and get 30% off.
[00:29:41.687 --> 00:29:46.850]  Just use this promo code SAVE30 when you click sunshine-pillows.com.
[00:29:46.850 --> 00:29:50.852]  Save 30% when you spend up to $150 on any select combo.
[00:29:50.852 --> 00:29:52.854]  Use promo code SAVE30.
[00:29:52.854 --> 00:29:55.115]  Sunshine-pillows.com.
[00:29:55.115 --> 00:29:57.777]  Your complete line of therapeutic pillows and pads.
[00:30:00.695 --> 00:30:08.781]  Our powerful line of fluoride free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[00:30:08.781 --> 00:30:14.366]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[00:30:14.366 --> 00:30:15.827]  Super Blue Toothpaste is the
[00:30:16.087 --> 00:30:20.548]  It's a fan favorite, fluoride-free toothpaste that every InfoWarrior loves.
[00:30:20.548 --> 00:30:27.891]  Powered by iodine and nano silver, it's designed to deliver a powerful clean while supporting good oral health and fresh breath.
[00:30:27.891 --> 00:30:30.031]  Available in two refreshing flavors.
[00:30:30.031 --> 00:30:34.573]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[00:30:34.893 --> 00:30:40.518]  Super Blue Immune Gargle is the only option for on-the-go immune system support like no other.
[00:30:40.518 --> 00:30:47.244]  With a scientifically proven, patented ingredient, Silver Soul, in three different sizes, you can take it wherever you go.
[00:30:47.244 --> 00:30:51.228]  Support good oral health with our one-of-a-kind Super Blue products.
[00:30:51.228 --> 00:30:54.410]  Don't miss out on revolutionizing your morning routine.
[00:30:54.410 --> 00:30:59.054]  Head to InfoWurstStore.com and get our line of Super Blue products today.
[00:31:00.091 --> 00:31:03.115]  Everybody knows that supplements are amazing.
[00:31:03.115 --> 00:31:05.699]  That what God gave us through Mother Nature is incredible.
[00:31:05.699 --> 00:31:08.482]  That's why supplements are the biggest growing industry in the world.
[00:31:08.482 --> 00:31:10.485]  And the globalists are so upset.
[00:31:10.485 --> 00:31:13.309]  The problem is people forget to take them.
[00:31:14.557 --> 00:31:19.618]  And that's why the whole industry has moved towards packets you take in the morning and you take at night.
[00:31:19.618 --> 00:31:20.578]  So we looked at that.
[00:31:20.578 --> 00:31:22.199]  We made the very best a.m.
[00:31:22.199 --> 00:31:22.639]  and p.m.
[00:31:22.639 --> 00:31:30.921]  packets out there with an incredible spectrum of 13 different capsules that you take in two servings a day that are game-changing a.m.
[00:31:30.921 --> 00:31:32.001]  and p.m.
[00:31:32.001 --> 00:31:34.622]  total health and performance eight pack
[00:31:35.686 --> 00:31:38.667]  PowerStack at InfoWarsLife.com.
[00:31:38.667 --> 00:31:40.028]  Folks, check it out.
[00:31:40.028 --> 00:31:43.509]  It's 50% off for a limited time out of the gates.
[00:31:43.509 --> 00:31:47.111]  50% off on the 8-pack PowerStack.
[00:31:47.111 --> 00:31:52.753]  50% off on our newest product at InfoWarsLife.com, the 8-pack PowerStack.
[00:31:52.753 --> 00:31:53.774]  50% off.
[00:31:53.774 --> 00:31:58.996]  We looked at the best-selling products out there, and we made it even better, and we lowered the price.
[00:32:00.014 --> 00:32:01.935]  Patriots are on the go.
[00:32:01.935 --> 00:32:06.658]  Hard-working Americans need high-quality energy when they're on the run.
[00:32:06.658 --> 00:32:17.105]  And ladies and gentlemen, we have spent years working with top developers to come out with the highest quality protein bar in vanilla coconut and chocolate peanut butter at InfoWarsLive.com.
[00:32:17.105 --> 00:32:21.268]  This is a high-end bar sold for up to six, seven dollars at Whole Foods.
[00:32:21.268 --> 00:32:24.150]  Normally we sell it for three dollars a piece when you get it in the box.
[00:32:24.830 --> 00:32:32.098]  But with the discount we're running right now as an introductory offer, it's $2.40 a bar, no one can top that, and it funds Liberty and the fight against the Globalists.
[00:32:32.098 --> 00:32:35.362]  With 15 grams of protein and so much more, they're amazing.
[00:32:35.362 --> 00:32:44.672]  Secure your box of high-quality InfoWars Life protein bars today, and you will be impressed, and you will reorder them, and you will help fund the operation to break the Globalists back.
[00:32:44.972 --> 00:32:45.792]  It's up to you.
[00:32:45.792 --> 00:32:46.272]  It's easy.
[00:32:46.272 --> 00:32:49.193]  Buy high-quality protein bars from us instead of the globalists.
[00:32:49.193 --> 00:32:51.394]  It will fund the revolution to take it to the next level.
[00:32:51.394 --> 00:32:57.635]  Please, secure these incredibly tasty, high-end protein bars at m4warslife.com today.
[00:32:57.635 --> 00:33:02.856]  m4warslife.com.
[00:33:02.856 --> 00:33:05.517]  You're listening to the Alex Jones Show.
[00:33:16.804 --> 00:33:19.246]  Waging war on corruption.
[00:33:19.246 --> 00:33:22.449]  It's Alex Jones.
[00:33:22.449 --> 00:33:36.741]  With a purposeful grimace and a terrible sound, he pulls the spitting high-tension wire down.
[00:33:55.717 --> 00:33:56.077]  I think.
[00:34:18.493 --> 00:34:34.778]  So, we can joke around about, oh, you know, Godzilla movie, there's a secret world government system, and people hijack the world government system to release a bioweapon upon the earth to kill all the humans.
[00:34:34.778 --> 00:34:39.540]  The bioweapons happen to be a thousand feet tall.
[00:34:39.540 --> 00:34:40.820]  But they're biological weapons.
[00:34:40.820 --> 00:34:45.042]  And they say to cleanse the earth of the evil humans.
[00:34:46.741 --> 00:34:54.565]  And this is all part of the idea that humans are inherently bad in every case, and so getting rid of us is a good thing.
[00:34:54.565 --> 00:34:55.685]  We suck.
[00:34:55.685 --> 00:34:56.326]  We're ugly.
[00:34:56.326 --> 00:34:58.827]  We need to give up our life force.
[00:34:58.827 --> 00:35:00.988]  We need to give up our survival instinct.
[00:35:00.988 --> 00:35:02.128]  We need to just go away.
[00:35:02.128 --> 00:35:03.969]  Again, thank you for joining us.
[00:35:03.969 --> 00:35:04.830]  I'm Alex Jones, your host.
[00:35:06.533 --> 00:35:19.080]  Now, the globalists just want you to hate yourself so you won't want to achieve anything, you won't want to control your own destiny, you won't want to be involved, so they can, quote, own the future.
[00:35:19.080 --> 00:35:21.842]  That's an establishment term.
[00:35:21.842 --> 00:35:25.164]  Own the future.
[00:35:25.164 --> 00:35:30.147]  So they can have their breakaway civilization, and so all of us profane people,
[00:35:33.595 --> 00:35:37.518]  Well, we're debating whether Cauliflower is racist or not, because AOC said so.
[00:35:37.518 --> 00:35:39.960]  Well, we're all busy doing that.
[00:35:39.960 --> 00:35:49.428]  They're laughing at us, siphoning all of our research, all of our technology off, and building a breakaway civilization, which again, the new Godzilla movie shows you.
[00:35:49.428 --> 00:35:56.394]  Underground bases and advanced spacecraft and advanced weapons and advanced airborne troop carriers.
[00:35:56.394 --> 00:35:58.796]  A lot of stuff that has actually been built.
[00:36:00.871 --> 00:36:05.432]  And they're just showing it to you in the movie.
[00:36:05.432 --> 00:36:20.796]  In fact, real insiders wrote the script because the symbol of the infinity hourglass is actually a major underground secret government project symbol.
[00:36:20.796 --> 00:36:28.138]  So again, this is total revelation of the method and you can look at it two ways.
[00:36:28.138 --> 00:36:29.639]  They're either telling you
[00:36:30.595 --> 00:36:38.362]  Hey, we know there's bad groups that want to kill everybody with their world government, but we've decided that's not a good project and it'll be too out of control.
[00:36:38.362 --> 00:36:42.085]  Because we wanted to just slowly cut you back.
[00:36:42.085 --> 00:36:44.507]  We didn't want to kill everybody.
[00:36:44.507 --> 00:36:51.913]  And now we realize once this gets out of Pandora's box, that this thing wants to kill the planet, which is Satan.
[00:36:53.211 --> 00:36:55.412]  Or the false king?
[00:36:55.412 --> 00:36:56.972]  Oh yes, it's all biblical.
[00:36:56.972 --> 00:37:08.235]  You've got Satan, they call him the false king, the three-headed dragon, the alien, and then you've got Godzilla, the Atlantean god, come to save us out of the ocean.
