[00:00:00.049 --> 00:00:00.209]  Oh my!
[00:29:07.046 --> 00:29:09.787]  He just said, I'm too busy to put up with this type of baloney.
[00:29:09.787 --> 00:29:13.707]  You know, we're too busy.
[00:29:13.707 --> 00:29:15.928]  Like, what does that even mean?
[00:29:15.928 --> 00:29:18.969]  You're too busy writing tickets?
[00:29:18.969 --> 00:29:20.689]  You should be arresting reckless drivers.
[00:29:22.791 --> 00:29:25.912]  And red light runners?
[00:29:25.912 --> 00:29:26.852]  Not.
[00:29:26.852 --> 00:29:27.592]  Look, here's the deal.
[00:29:27.592 --> 00:29:30.393]  Police didn't used to give you a ticket when you were five miles over.
[00:29:30.393 --> 00:29:31.073]  They do now.
[00:29:31.073 --> 00:29:33.613]  That's what I mean, the squeezing, the tightening.
[00:29:33.613 --> 00:29:39.054]  I mean, folks, I saw twelve cops on the way to work, nine on one road.
[00:29:39.054 --> 00:29:40.375]  Nine!
[00:29:40.375 --> 00:29:44.475]  It's infested with them!
[00:29:44.475 --> 00:29:45.856]  We're on the march.
[00:29:45.856 --> 00:29:48.376]  The Empire's on the run.
[00:29:48.376 --> 00:29:51.097]  Alex Jones and the GCN Radio Network.
[00:29:54.808 --> 00:29:59.056]  Hi, my name's Don Whiskin and for over seven years I've been telling people about Cardivite.
[00:29:59.056 --> 00:30:02.622]  Here's Dr. John Mattson, a naturopathic doctor, and his views on Cardivite.
[00:30:03.677 --> 00:30:08.119]  Thank you, Don, for making my job so much easier, because your products just make it so simple, right?
[00:30:08.119 --> 00:30:13.923]  To fool around with a lot of exotic things that don't work, we can just put them on cardivite and things start to work almost right away.
[00:30:13.923 --> 00:30:22.327]  I've had dozens and dozens of patients with heart problems who have corrected them, and what it's doing, there's so much garlic in there that has a yeast killing effect.
[00:30:22.327 --> 00:30:25.329]  That yeast is a big problem in the gut, pushes the liver hard.
[00:30:25.329 --> 00:30:32.093]  It also has metal chelating effect, and most of the other herbs in there I find that strengthen the arteries, they help to neutralize free radicals.
[00:30:32.293 --> 00:30:37.436]  Your remedy is as close to what we do in our program as you can get as far as one supplement goes.
[00:30:37.436 --> 00:30:41.558]  It's working on the gut, it's working on the liver, it's working on the arteries.
[00:30:41.558 --> 00:30:42.839]  What more can you ask for?
[00:30:42.839 --> 00:30:46.200]  To learn more call 1-877-928-8822 or visit our website at heartdrop.com.
[00:30:46.200 --> 00:30:47.601]  That's H-E-A-R-T-D-R-O-P dot com.
[00:30:54.511 --> 00:30:57.673]  Spyville.com is your choice for everything spy related.
[00:30:57.673 --> 00:31:05.857]  Stealth cameras cleverly disguised as items commonly found around the home, night vision cameras, covert phone and voice recorders, powerful binoculars, security systems and more.
[00:31:05.857 --> 00:31:11.680]  Find hidden cameras wherever you go with a small handheld spy finder and locate hidden transmitters with one of our bug detectors.
[00:31:12.000 --> 00:31:17.904]  Spyville.com also carries a wide variety of night vision scopes, allowing you to see in the darkest of conditions.
[00:31:17.904 --> 00:31:22.788]  Protect your home and business with our complete line of security cameras, made to fit any situation.
[00:31:22.788 --> 00:31:25.850]  We also carry a large selection of personal security devices.
[00:31:25.850 --> 00:31:32.695]  Keep your personal belongings secure using our hidden safes made out of everyday household items, including an outlet safe and even an underwear safe.
[00:31:32.975 --> 00:31:37.919]  Go to Spyville.com, that's S-P-Y-V-I-L-L-E dot com, or call us today at 866-779-8455, that's 866-779-8455.
[00:31:37.919 --> 00:31:40.461]  Use promotional code GCN007 and receive a 5% discount when ordering online.
[00:31:40.461 --> 00:31:42.462]  Spyville.com, where your personal security and well-being is our goal.
[00:31:54.122 --> 00:31:55.243]  Storable food!
[00:31:55.243 --> 00:31:56.263]  Storable food!
[00:31:56.263 --> 00:32:00.466]  HempUSA.org has an inexpensive, nutritionally dense, high-frequency food.
[00:32:00.466 --> 00:32:11.673]  Hemp, known around the world, will boost your immune system and increase energy levels, detoxifies the body and reduces junk food cravings, burns fat and builds muscle, and is easy to digest, non-allergenic, and gluten-free.
[00:32:11.673 --> 00:32:15.796]  Can be made into smoothies, breads, muffins, pancakes, cookies, you name it!
[00:32:15.796 --> 00:32:18.618]  The entire planet should make this a staple food in their diet.
[00:32:18.618 --> 00:32:20.439]  The seeds will scrape the colon wall.
[00:32:20.439 --> 00:32:22.420]  The powder will feed the body vital minerals.
[00:32:22.580 --> 00:32:25.403]  And the oil will clean the arterial walls and feed the brain.
[00:32:25.403 --> 00:32:27.405]  Try our powder, seeds, and oil today.
[00:32:27.405 --> 00:32:32.210]  Call 908-691-2608 or go to hempusa.org.
[00:32:32.210 --> 00:32:36.494]  That's 908-691-2608 at hempusa.org.
[00:32:36.494 --> 00:32:41.759]  Remember, vacuum packaging this food will have at least a five-year shelf life stored in a cool, dark, dry place.
[00:32:41.759 --> 00:32:45.002]  Holidays are coming and this would make a perfect gift for friends and family.
[00:32:45.002 --> 00:32:45.523]  Call today.
[00:32:46.944 --> 00:32:49.705]  908-691-2608 at hempusa.org.
[00:32:49.705 --> 00:32:53.247]  And remember, let your food be your medicine, and your medicine be your food.
[00:33:18.362 --> 00:33:44.421]  Livin' on the road, my friend Was gonna keep you free and clean And now you wear your skin like iron And your breath as hard as kerosene Weren't your mama's only boy But her favorite one at sea She began to cry when you said
[00:33:47.053 --> 00:33:50.795]  Ah, it's Willie Nelson!
[00:33:50.795 --> 00:34:01.220]  He's declared his eternal enmity against the New World Order on this radio show, along with thousands of other prominent people.
[00:34:01.220 --> 00:34:05.142]  But we've got somebody who likes the New World Order, an apologist for it.
[00:34:05.142 --> 00:34:07.063]  He is the former head of the Kissinger Group.
[00:34:07.063 --> 00:34:14.066]  He is one of the top people at the Carnegie operation that has shaped this wondrous world we all live in.
[00:34:15.345 --> 00:34:18.169]  And he wrote the last book, Running the World.
[00:34:18.169 --> 00:34:30.047]  He has his new book out, bound to be a bestseller, Superclass, the global power elite and the world they're making, all about the Bilderberg Group, Trilateral Commission, CFR, and he is
[00:34:30.896 --> 00:34:35.840]  Of course, David Rothkopf, and we appreciate him coming on.
[00:34:35.840 --> 00:34:44.006]  He's kind of the new generation of Henry Kissinger prototypes, and we appreciate him spending time with us.
[00:34:44.006 --> 00:34:48.149]  And I was talking to him in the break, and I said, I started talking, I said, hello sir, thanks for coming on.
[00:34:48.149 --> 00:34:52.432]  He started laughing, and I said, oh, you know my views.
[00:34:52.432 --> 00:34:53.894]  He said, yeah, I know them.
[00:34:53.894 --> 00:34:57.396]  So we appreciate him coming on.
[00:34:57.396 --> 00:34:59.118]  Thanks for coming on with us.
[00:34:59.118 --> 00:34:59.618]  My pleasure.
[00:35:00.422 --> 00:35:06.584]  So, tell us all about the New World Order and about the superclass and the people that run it all for us.
[00:35:06.584 --> 00:35:16.588]  Well, superclass is looking at how power has changed in the modern world and how, you know, there have always been elites, but what's emerged in the past 20 or 30 years is
[00:35:18.405 --> 00:35:21.947]  An elite that operates on a global stage as opposed to a national stage.
[00:35:21.947 --> 00:35:31.314]  And obviously, when an elite's on a national stage, you've got this kind of umbrella of sovereignty, laws, and other things that can help bring them in and give people at large a voice.
[00:35:31.314 --> 00:35:33.455]  But on the global stage, of course, you don't have that.
[00:35:33.455 --> 00:35:36.877]  You've got big companies that can play countries against each other.
[00:35:36.877 --> 00:35:40.220]  You've got small clusters of people who can influence how
[00:35:40.920 --> 00:35:48.846]  Financial markets that might be regulated in a country operate beyond regulation on the global stage, and so on.
[00:35:48.846 --> 00:36:03.196]  What the book's really looking at is how this shift is impacting our lives, whether it's diminishing the influence of nation-states, who's rising, who's falling, and tries to ask the question, what do you do about it?
[00:36:04.631 --> 00:36:28.289]  So, this is the model I saw in Think Tank papers 25 years ago, where we're going to give the slaves a choice of, are we going to have a world government system that you have a stake in, or is it going to be a world government system that you don't have a stake in, but we end up with world government either way, and as you write in your book, we basically have these non-governmental organizations that are trained SEALs for the 6,000 super elite,
[00:36:30.311 --> 00:36:40.485]  So, I mean, I love how you guys engineer each crises and then offer each new solution to the crises that were created by the global super vampires.
[00:36:42.083 --> 00:36:47.488]  Well, I don't use the term super vampires, and I don't refer to trained seals in the book.
[00:36:47.488 --> 00:37:00.020]  What I do try to do is look at what the trends are and ask the question, you know, what an average person like you or me ought to be doing about this.
[00:37:00.020 --> 00:37:03.683]  And, you know, from my point of view, I come from a real old school,
[00:37:04.464 --> 00:37:14.831]  Not, you know, the kind of papers that you might have seen at a think tank at any point, but from that old-fashioned school that says that the legitimacy of a government comes from the consent of the governed.
[00:37:14.831 --> 00:37:22.816]  And we've got lots of things going on on the global stage where decisions are being made that don't reflect in any way on the consent of the governed.
[00:37:22.816 --> 00:37:31.822]  But Mr. Rothkopf, I mean, tell me, working at the, working at the, heading up Kissinger and Associates, what type of work you did?
[00:37:33.622 --> 00:37:41.166]  Kissinger and Associates is a small consulting firm that advises companies on how they can build their business around the world.
[00:37:41.166 --> 00:37:47.369]  But we know that Kissinger's a big super gopher for David Rockefeller and other big interests.
[00:37:47.369 --> 00:37:49.730]  So, I mean, that's a very powerful position.
[00:37:49.730 --> 00:37:56.033]  I mean, you certainly count yourself amongst the 6,000 super class, aren't you?
[00:37:56.033 --> 00:37:56.734]  No.
[00:37:56.734 --> 00:38:01.536]  Anybody who's worried about how do you pay for your daughter's college education is not a member of the super class.
[00:38:02.819 --> 00:38:04.200]  But it isn't about money, though.
[00:38:04.200 --> 00:38:06.621]  Isn't it about the levers of power?
[00:38:06.621 --> 00:38:07.021]  It is.
[00:38:07.021 --> 00:38:18.687]  But, I mean, you know, I mean, the definition that I use for, you know, who's a member of the superclass is the ability to influence millions of lives across borders on a regular basis.
[00:38:18.687 --> 00:38:19.848]  And I don't do that.
[00:38:19.848 --> 00:38:22.129]  But, I mean, you know, CEOs of big companies do.
[00:38:22.129 --> 00:38:23.670]  Big financial executives do.
[00:38:23.670 --> 00:38:25.151]  People who run governments do.
[00:38:25.151 --> 00:38:26.011]  Well, here's an example.
[00:38:26.011 --> 00:38:26.751]  Here's an example.
[00:38:26.751 --> 00:38:31.154]  Henry Kissinger rode, as you know, in 73 State Department memorandum 200.
[00:38:32.946 --> 00:38:42.651]  Uh, saying that IMF and World Bank money to third world nations would be tied to population reductions, sterilizations, food wars, things like that.
[00:38:42.651 --> 00:38:51.316]  I mean, are you familiar with Dr. Kissinger's State Department Memorandum 200 that was then taken on as U.S.
[00:38:51.316 --> 00:38:51.976]  foreign policy?
