[00:00.000 --> 00:07.000]  the
[18:18.000 --> 18:20.000]  if he's making that decision
[18:20.000 --> 18:22.000]  what else is he going to do
[18:22.000 --> 18:24.000]  because Elon Musk is kind of like me
[18:24.000 --> 18:26.000]  he's kind of sprawly, half-sized tree
[18:26.000 --> 18:28.000]  kind of over here
[18:28.000 --> 18:30.000]  what's the fruit on?
[18:32.000 --> 18:34.000]  and it's up to you
[18:34.000 --> 18:36.000]  to decide whether that fruit
[18:36.000 --> 18:38.000]  is good or not, you need to pick some
[18:38.000 --> 18:40.000]  you need to eat it, you need to see if it tastes good
[18:40.000 --> 18:42.000]  you need to see if it's poisonous
[18:42.000 --> 18:44.000]  you need to find out for yourself
[18:44.000 --> 18:46.000]  whether that fruit is good or not
[18:46.000 --> 18:48.000]  and so what I see happening
[18:48.000 --> 18:50.000]  at Twitter is a very positive thing
[18:50.000 --> 18:52.000]  now that said
[18:52.000 --> 18:54.000]  here's my equations
[18:54.000 --> 18:56.000]  crew came to me on Friday
[18:56.000 --> 18:58.000]  and they said
[18:58.000 --> 19:00.000]  we're going to send an official letter to Twitter
[19:00.000 --> 19:02.000]  and say we demand you reinstate us to prove you're for real
[19:02.000 --> 19:04.000]  and I said
[19:04.000 --> 19:06.000]  you notice he's creating this council
[19:06.000 --> 19:08.000]  to develop a plan
[19:08.000 --> 19:10.000]  to bring back free speech and new rules
[19:10.000 --> 19:12.000]  because you can't have calls for murder
[19:12.000 --> 19:14.000]  you can't have lettuce provocateurs on there
[19:14.000 --> 19:16.000]  they're going to be saying stuff on purpose to get him shut down
[19:16.000 --> 19:18.000]  because you know the Justice Department
[19:18.000 --> 19:20.000]  is trying to block him taking it over
[19:20.000 --> 19:22.000]  you know Biden is, you know the EU
[19:22.000 --> 19:24.000]  is already suing Twitter
[19:24.000 --> 19:26.000]  so he's got to navigate that
[19:26.000 --> 19:28.000]  I'm going to give Elon Musk
[19:28.000 --> 19:30.000]  a little breathing room
[19:32.000 --> 19:34.000]  and it's not like I need to get back on Twitter
[19:34.000 --> 19:36.000]  I want to see him make the right decision
[19:36.000 --> 19:38.000]  but he needs to do it his own time
[19:38.000 --> 19:40.000]  so if in six months
[19:40.000 --> 19:42.000]  we're not back up on Twitter
[19:44.000 --> 19:46.000]  the weight of him being incredibly good
[19:46.000 --> 19:48.000]  is a little less
[19:48.000 --> 19:50.000]  but if he's still speaking out against the shots
[19:50.000 --> 19:52.000]  in world government, AI
[19:52.000 --> 19:54.000]  new world order and censorship
[19:54.000 --> 19:56.000]  I mean he's still good
[19:56.000 --> 19:58.000]  the point is he's a lot better than
[19:58.000 --> 20:00.000]  Sundar Pachai at Google
[20:00.000 --> 20:02.000]  he's a lot better than Tim Cook at Apple
[20:02.000 --> 20:04.000]  he's a lot better than
[20:04.000 --> 20:06.000]  Mark Zuckerberg over there at
[20:06.000 --> 20:08.000]  Metta
[20:08.000 --> 20:10.000]  Facebook
[20:10.000 --> 20:12.000]  he's lost two thirds of his wealth by the way
[20:12.000 --> 20:14.000]  he's worth 140 billion now
[20:14.000 --> 20:16.000]  he's worth 40 billion
[20:16.000 --> 20:18.000]  so
[20:18.000 --> 20:20.000]  that's where I'm at
[20:20.000 --> 20:22.000]  but you've got to be as wise as a serpent
[20:22.000 --> 20:24.000]  as peaceful as a dove
[20:24.000 --> 20:26.000]  I can't just go
[20:26.000 --> 20:28.000]  and score an easy point of
[20:28.000 --> 20:30.000]  I tried to re-register on Twitter and they banned me
[20:30.000 --> 20:32.000]  he hasn't cleaned the people out yet
[20:32.000 --> 20:34.000]  he just fired the CEO and the head lawyer
[20:34.000 --> 20:36.000]  but people ask
[20:36.000 --> 20:38.000]  why would he buy this platform
[20:38.000 --> 20:40.000]  there's only five big platforms
[20:40.000 --> 20:42.000]  he wants to build InternetX
[20:42.000 --> 20:44.000]  he says it came out in the lawsuit text messages
[20:44.000 --> 20:46.000]  to then have private messaging
[20:46.000 --> 20:48.000]  and video streaming
[20:48.000 --> 20:50.000]  and everything on the platform
[20:50.000 --> 20:52.000]  that doesn't censor you because even if
[20:52.000 --> 20:54.000]  he's not a perfect person
[20:54.000 --> 20:56.000]  which none of us are
[20:56.000 --> 20:58.000]  the whole future is going to be in free open platforms
[20:58.000 --> 21:00.000]  if everybody else
[21:00.000 --> 21:02.000]  is censoring and surveilling and ripping off
[21:02.000 --> 21:04.000]  and controlling like PayPal
[21:04.000 --> 21:06.000]  which he was an early investor in
[21:06.000 --> 21:08.000]  people go oh Peter Till and
[21:08.000 --> 21:10.000]  Musk they're bad they're letting
[21:10.000 --> 21:12.000]  uh
[21:12.000 --> 21:14.000]  PayPal
[21:14.000 --> 21:16.000]  rip people off they haven't had control
[21:16.000 --> 21:18.000]  of PayPal for a decade
[21:18.000 --> 21:20.000]  I looked into it
[21:20.000 --> 21:22.000]  so let's give
[21:22.000 --> 21:24.000]  them a chance
[21:24.000 --> 21:26.000]  let's see what they do
[21:28.000 --> 21:30.000]  and let's not all run around whole
[21:30.000 --> 21:32.000]  ear than now because let me tell you
[21:32.000 --> 21:34.000]  it takes some time
[21:34.000 --> 21:36.000]  to take control of an organization
[21:36.000 --> 21:38.000]  and change the culture
[21:38.000 --> 21:40.000]  and Elon Musk has an uphill battle
[21:40.000 --> 21:42.000]  but let me say this about Elon Musk in closing
[21:42.000 --> 21:44.000]  they say
[21:44.000 --> 21:46.000]  Elon Musk
[21:48.000 --> 21:50.000]  wasn't that smart and just invested
[21:50.000 --> 21:52.000]  in some diamonds
[21:52.000 --> 21:54.000]  but he made a bunch of money and then he wasn't that smart
[21:54.000 --> 21:56.000]  he invested in PayPal big deal
[21:56.000 --> 21:58.000]  and then he wasn't that smart he invested in Tesla
[21:58.000 --> 22:00.000]  and then he wasn't that smart
[22:00.000 --> 22:02.000]  and he invested
[22:02.000 --> 22:04.000]  in space tax right at the time the US
[22:04.000 --> 22:06.000]  government dumped it
[22:06.000 --> 22:08.000]  and he wasn't that smart
[22:08.000 --> 22:10.000]  he went up against the censors
[22:10.000 --> 22:12.000]  and bought Twitter and is trying to fix it
[22:12.000 --> 22:14.000]  no obviously he's smart folks
[22:14.000 --> 22:16.000]  and if he can have be bold
[22:16.000 --> 22:18.000]  and buy Twitter
[22:18.000 --> 22:20.000]  he's a good guy in my view
[22:20.000 --> 22:22.000]  to try to change it and if he can do it
[22:24.000 --> 22:26.000]  well that's something else no obviously
[22:26.000 --> 22:28.000]  Elon Musk
[22:28.000 --> 22:30.000]  is engaged
[22:30.000 --> 22:32.000]  and is smart
[22:32.000 --> 22:34.000]  and is involved and engaged
[22:34.000 --> 22:36.000]  and he's either
[22:36.000 --> 22:38.000]  the next level evil
[22:38.000 --> 22:40.000]  he is engaged and he's reached out
[22:40.000 --> 22:42.000]  and he's acting like he's a nice guy
[22:42.000 --> 22:44.000]  or
[22:44.000 --> 22:46.000]  he is
[22:46.000 --> 22:48.000]  the real deal
[22:48.000 --> 22:50.000]  and wants to build a pro-human future
[22:50.000 --> 22:52.000]  now that said I've read his writings
[22:52.000 --> 22:54.000]  he says I don't want to make you take a brain chip
[22:54.000 --> 22:56.000]  if you want one we're going to sell it to you
[22:56.000 --> 22:58.000]  he just knows where things are going
[22:58.000 --> 23:00.000]  so that's that kind of libertarian angle
[23:00.000 --> 23:02.000]  on that
[23:02.000 --> 23:04.000]  and I'm sitting back thinking
[23:04.000 --> 23:06.000]  well my uncle was in a motorcycle accident
[23:06.000 --> 23:08.000]  and he had epilepsy
[23:08.000 --> 23:10.000]  so bad he was in a wheelchair
[23:10.000 --> 23:12.000]  and first he got a vegas nerve stimulator
[23:12.000 --> 23:14.000]  then he actually got a few years ago a chip
[23:14.000 --> 23:16.000]  in his brain
[23:16.000 --> 23:18.000]  and now he feels great and is running around having a great life
[23:18.000 --> 23:20.000]  and looks like he's 20 years younger
[23:20.000 --> 23:22.000]  a brain chip
[23:22.000 --> 23:24.000]  in and of itself is not evil
[23:24.000 --> 23:26.000]  just like a prosthetic leg isn't evil
[23:26.000 --> 23:28.000]  it's who programs it
[23:28.000 --> 23:30.000]  who controls it and what you've got to give up
[23:30.000 --> 23:32.000]  to have access to it
[23:32.000 --> 23:34.000]  and that's what the social credit score is
[23:34.000 --> 23:36.000]  if I got hit by a car next week
[23:36.000 --> 23:38.000]  and broke my neck
[23:38.000 --> 23:40.000]  and they said we can put a chip in your brain stem
[23:40.000 --> 23:42.000]  where you get to walk again
[23:42.000 --> 23:44.000]  I'd say put that sucker in
[23:44.000 --> 23:46.000]  unless
[23:46.000 --> 23:48.000]  there was strings attached that it would control me
[23:48.000 --> 23:50.000]  the technology like a gun
[23:50.000 --> 23:52.000]  is not bad
[23:52.000 --> 23:54.000]  a car is not bad but that psycho Daryl Brooks
[23:54.000 --> 23:56.000]  used in Kenosha
[23:56.000 --> 23:58.000]  or the white supremacist comeback used to kill those black folks
[23:58.000 --> 24:00.000]  in Buffalo a few months ago
[24:00.000 --> 24:02.000]  the gun's not bad
[24:02.000 --> 24:04.000]  the white supremacist, the black supremacist
[24:04.000 --> 24:06.000]  is who is bad
[24:06.000 --> 24:08.000]  and so I'm all about technology
[24:08.000 --> 24:10.000]  but open source free
[24:10.000 --> 24:12.000]  that's been tested and that people have a choice on
[24:12.000 --> 24:14.000]  unlike these nano tech vaccines
[24:14.000 --> 24:16.000]  that are put in people
[24:16.000 --> 24:18.000]  but that said
[24:18.000 --> 24:20.000]  Elon Musk pushing his neuro link is creepy as hell
[24:22.000 --> 24:24.000]  but it seems like he wants to be involved in everything
[24:24.000 --> 24:26.000]  flamethrowers, I mean the list goes on and on
[24:26.000 --> 24:28.000]  we'll see but
[24:28.000 --> 24:30.000]  let me tell you, Elon Musk has done nothing but impressed me
[24:30.000 --> 24:32.000]  the last two years
[24:32.000 --> 24:34.000]  and I was told get ready, see what Elon's going to do
[24:38.000 --> 24:40.000]  but see, that's the thing about sociopaths
[24:42.000 --> 24:44.000]  and psychopaths
[24:44.000 --> 24:46.000]  you'd think they do stuff that even helped them
[24:46.000 --> 24:48.000]  in the future even if it was pro-human
[24:48.000 --> 24:50.000]  but most globalists will go against humanity
[24:50.000 --> 24:52.000]  even if it hurts them
[24:52.000 --> 24:54.000]  maybe Elon Musk
[24:54.000 --> 24:56.000]  is a good sociopath, I mean I'm not saying
[24:56.000 --> 24:58.000]  that's such a thing
[24:58.000 --> 25:00.000]  he just thinks a pro-human future is the way to go
[25:00.000 --> 25:02.000]  people want freedom, why not give it to them
[25:02.000 --> 25:04.000]  but the globalists
[25:04.000 --> 25:06.000]  they're not giving you freedom
[25:08.000 --> 25:10.000]  they're giving you slavery
[25:10.000 --> 25:12.000]  ladies and gentlemen
[25:12.000 --> 25:14.000]  you know what's a pacemaker in your heart
[25:14.000 --> 25:16.000]  it's a microchip, it's a system
[25:16.000 --> 25:18.000]  electrochemical simulator
[25:18.000 --> 25:20.000]  it's robot control
[25:20.000 --> 25:22.000]  are you against that, no
[25:22.000 --> 25:24.000]  I ever started having defibrillation problems
[25:24.000 --> 25:26.000]  I started having arrhythmias
[25:26.000 --> 25:28.000]  I'm going to get a pacemaker
[25:28.000 --> 25:30.000]  I've got another family member
[25:32.000 --> 25:34.000]  who waited a long time to get a pacemaker
[25:34.000 --> 25:36.000]  it was in a lot of hell and a heart attack
[25:36.000 --> 25:38.000]  finally got it, man they're climbing mountains now
[25:38.000 --> 25:40.000]  that's a great piece of technology
[25:40.000 --> 25:42.000]  right there
[25:44.000 --> 25:46.000]  but again
[25:46.000 --> 25:48.000]  what comes with it
[25:48.000 --> 25:50.000]  that's the issue
[25:50.000 --> 25:52.000]  and we don't want technology programmed by a central system
[25:52.000 --> 25:54.000]  and if they can censor what you say on Facebook
[25:54.000 --> 25:56.000]  or Twitter
[25:56.000 --> 25:58.000]  they can censor what goes into your brain chip
[25:58.000 --> 26:00.000]  or in your heart chip or your hip chip
[26:00.000 --> 26:02.000]  or your back chip or any of it
[26:02.000 --> 26:04.000]  God gave us all this technology
[26:04.000 --> 26:06.000]  to use and to build our future
[26:06.000 --> 26:08.000]  but it serves us, not them
[26:08.000 --> 26:10.000]  that's a prime rule
[26:10.000 --> 26:12.000]  in my rules
[26:12.000 --> 26:14.000]  where I think the future should be run
[26:14.000 --> 26:16.000]  and I'm not going to force my rules down your throat
[26:16.000 --> 26:18.000]  I'm going to promote them and see if you agree with me
[26:18.000 --> 26:20.000]  we're going to go to these interviews now
[26:20.000 --> 26:22.000]  I want to hit a few more of these tweets
[26:22.000 --> 26:24.000]  when someone accuses you
[26:24.000 --> 26:26.000]  of wearing a tin full hat remind them
[26:26.000 --> 26:28.000]  it's better than wearing a blindfold
[26:28.000 --> 26:30.000]  I want to frame that and put it on the wall
[26:32.000 --> 26:34.000]  why is Fox 10 calling the election
[26:34.000 --> 26:36.000]  12 days before election day
[26:36.000 --> 26:38.000]  she said those two days ago
[26:38.000 --> 26:40.000]  Carrie Lake
[26:40.000 --> 26:42.000]  she's really
[26:42.000 --> 26:44.000]  10 points ahead, Carrie Lake is
[26:44.000 --> 26:46.000]  of Katie Hobbs and all the major polls
[26:46.000 --> 26:48.000]  but Fox always goes for the Democrat
[26:48.000 --> 26:52.000]  they're saying she's going to win
[26:52.000 --> 26:54.000]  look how angry
[26:54.000 --> 26:56.000]  the Twitter lawyer was
[26:56.000 --> 26:58.000]  when Elon came in
[26:58.000 --> 27:00.000]  couldn't even hide her staying and who she worked for
[27:00.000 --> 27:02.000]  what she was doing
[27:04.000 --> 27:06.000]  alright
[27:06.000 --> 27:08.000]  briefly
[27:08.000 --> 27:10.000]  because you're about to get three hours interviews
[27:12.000 --> 27:14.000]  I'm not funded by George Soros
[27:14.000 --> 27:16.000]  I'm not funded by the New World Order
[27:16.000 --> 27:18.000]  that would only change people
[27:18.000 --> 27:20.000]  but they've changed my life
[27:20.000 --> 27:22.000]  and so many other peoples
[27:22.000 --> 27:24.000]  I'd encourage viewers and listeners to realize
[27:24.000 --> 27:26.000]  that we can't do this for free
[27:26.000 --> 27:28.000]  we can operate with our support
[27:28.000 --> 27:30.000]  I want to thank you for your past support
[27:30.000 --> 27:32.000]  so many of the products are sold out
[27:32.000 --> 27:34.000]  to such craziness
[27:34.000 --> 27:36.000]  we have the biggest sale кор and right now
[27:38.400 --> 27:40.400]  60% with promo code 1776
[27:40.400 --> 27:42.220]  4 plus
[27:42.220 --> 27:44.000]  5x of mineral fusion
[27:44.000 --> 27:49.840]  formula, the list goes on and on. So I want to encourage everybody to realize that if you don't
[27:49.840 --> 27:54.640]  underwrite this type of information, you're destroying your own future. Plus, you're not just
[27:54.640 --> 28:00.240]  making a donation. You're getting a great product that's going to empower you and your family's lives.
[28:01.600 --> 28:07.920]  So go to infowarstore.com today and be part of the 1776 Superstale.
[28:07.920 --> 28:15.520]  Up to 50% off with double Patriot points with an additional 10% off on any order.
