[00:00:00.152 --> 00:00:00.623]  Let's go.
[00:26:21.819 --> 00:26:27.841]  So I go down, I talked about the detection of non-technical viruses.
[00:26:27.841 --> 00:26:32.122]  I told Albert, I said, listen, Albert, I said, you know, you and I are good friends.
[00:26:32.122 --> 00:26:36.043]  But I said, I'm going to go down there and you're going to get upset.
[00:26:36.043 --> 00:26:40.004]  I'm going to talk about a virus that's in your vaccine now.
[00:26:40.004 --> 00:26:41.225]  You're going to get rid of the virus.
[00:26:41.225 --> 00:26:41.745]  Don't worry about it.
[00:26:47.246 --> 00:26:50.267]  He was very upset with me.
[00:26:50.267 --> 00:26:51.448]  What did he say?
[00:26:51.448 --> 00:26:58.571]  Well, he said basically that this is just another obfuscation that is going to upset the vaccines.
[00:26:58.571 --> 00:27:00.792]  I said, well, you know, you're absolutely right.
[00:27:00.792 --> 00:27:02.652]  But I said, we have a new era here.
[00:27:02.652 --> 00:27:04.793]  We have a new era of the detection.
[00:27:04.793 --> 00:27:07.374]  And the important thing is to get rid of these viruses.
[00:27:07.374 --> 00:27:11.676]  Why would he call it an obfuscation if it was a virus that was contaminating vaccines?
[00:27:11.676 --> 00:27:16.498]  Well, there are 40 different viruses in these vaccines anyway that we were inactivating.
[00:27:17.666 --> 00:27:21.008]  And, uh... But you weren't activating the... That's correct.
[00:27:21.008 --> 00:27:21.689]  No, that's right.
[00:27:21.689 --> 00:27:29.714]  But yellow fever vaccine had leukemia virus in it, and, you know, this is in the days of very crude science.
[00:27:29.714 --> 00:27:33.957]  So anyway, I went down and talked to him, and I said, well, why are you concerned about it?
[00:27:33.957 --> 00:27:35.978]  I said, well, I'll tell you what.
[00:27:35.978 --> 00:27:40.662]  I said, I have a feeling in my bones that this virus is different.
[00:27:40.662 --> 00:27:44.164]  I don't know why to tell you this, but I've been around biology a long time.
[00:27:44.164 --> 00:27:46.626]  I just think this virus may have some long-term effects.
[00:27:48.266 --> 00:27:49.827]  And he said, what?
[00:27:49.827 --> 00:27:53.949]  I said, cancer.
[00:27:53.949 --> 00:27:55.089]  I love it.
[00:27:55.089 --> 00:27:55.609]  I love it.
[00:27:55.609 --> 00:27:57.670]  Go ahead.
[00:27:57.670 --> 00:27:59.231]  No.
[00:27:59.231 --> 00:28:05.253]  I said, Albert, I said, you probably think I'm nuts, but I just have that feeling.
[00:28:05.253 --> 00:28:08.755]  Well, in the meantime, we had taken this virus and put it into monkeys.
[00:28:13.533 --> 00:28:24.586]  We had this meeting and that was sort of the topic of the day and the jokes that were going around was, gee, we would win the Olympics because the Russians would only load it down with tumors.
[00:28:30.520 --> 00:28:33.322]  So can we trust the elites to really keep us safe?
[00:28:33.322 --> 00:28:36.784]  As you can see the Capitol's over to my left and right now they're trying to invent...
[00:28:55.697 --> 00:28:57.839]  Huh?
[00:28:57.839 --> 00:29:02.402]  If you're trying to quit drinking or doing too many drugs, listen to me.
[00:29:02.402 --> 00:29:04.484]  You don't know me and we'll never meet.
[00:29:04.484 --> 00:29:06.225]  I had a problem like you once.
[00:29:06.225 --> 00:29:12.790]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[00:29:12.790 --> 00:29:17.854]  I realized I needed help to fix my problem before it totally destroyed me.
[00:29:17.854 --> 00:29:22.558]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[00:29:22.998 --> 00:29:26.099]  You need to call the National Treatment Advisors.
[00:29:26.099 --> 00:29:33.122]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[00:29:33.122 --> 00:29:38.303]  And if you have PPO, private health insurance, the entire program may be covered.
[00:29:38.303 --> 00:29:41.605]  Fix your problem right now before it gets any worse.
[00:29:41.605 --> 00:29:42.545]  Get clean.
[00:29:42.545 --> 00:29:44.386]  Call now and learn more.
[00:29:44.386 --> 00:29:44.426]  800-506-6740.
[00:29:48.387 --> 00:29:48.868]  800-506-6740 That's 800-506-6740
[00:30:00.117 --> 00:30:05.319]  Allergies, dander, asthma, germs, toxins.
[00:30:05.319 --> 00:30:09.601]  There are many reasons why we need to think about what is really in the air around us.
[00:30:09.601 --> 00:30:14.063]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[00:30:14.063 --> 00:30:21.826]  The revolutionary Alexa Pure Breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[00:30:22.446 --> 00:30:30.110]  Powerful, quiet, and effective, the Breathe uses a four-step purification process to help you breathe easier and cleaner.
[00:30:30.110 --> 00:30:38.214]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa Pure Breathe air purification is the best and most affordable bar none.
[00:30:39.014 --> 00:30:47.096]  The breeze and the ion cluster patented technology used in the system eliminate up to 99.97% of airborne contaminants.
[00:30:47.096 --> 00:30:52.458]  Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[00:30:52.458 --> 00:30:54.738]  Don't keep breathing toxic or dangerous air.
[00:30:54.738 --> 00:30:56.779]  Get this special today at Infowarsstore.com.
[00:30:58.763 --> 00:31:11.575]  This is a call for modern-day Paul Reveres, who are all Americans, who are all human beings who bleed red blood, love God and love justice, and who have awakened to the New World Order threat.
[00:31:11.575 --> 00:31:22.545]  You are the modern Paul Reveres, and without you, no one knows about Band-Odd Video and our live coverage of the attempt to remove the President in the Senate trial and the Deep State trying to trigger
[00:31:27.125 --> 00:31:38.116]  On the ground we'll be covering all of it, but the only way we're able to put the truth out is you magnifying it by sharing the links from band.video and newswars.com.
[00:31:46.857 --> 00:31:47.097]  I'm good.
[00:31:59.116 --> 00:32:02.779]  It's time to take a new, healthier approach to one of your most basic needs.
[00:32:02.779 --> 00:32:09.844]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[00:32:09.844 --> 00:32:13.828]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[00:32:13.828 --> 00:32:20.813]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[00:32:20.813 --> 00:32:25.096]  This groundbreaking, gravity-fed water filtration system is like no other.
[00:32:25.096 --> 00:32:27.999]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[00:32:28.524 --> 00:32:33.327]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[00:32:33.327 --> 00:32:38.009]  Now when you buy your favorite products, you can add a donation right at the checkout.
[00:32:38.009 --> 00:32:43.512]  Simply open the donation option and either select a preset amount or enter a custom amount.
[00:32:43.512 --> 00:32:48.775]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[00:32:48.775 --> 00:32:50.236]  You ask, we deliver.
[00:32:50.236 --> 00:32:53.798]  This easy option gives you the means to donate directly to the cause.
[00:32:53.798 --> 00:32:55.699]  Remember, we're all part of the fight.
[00:32:55.699 --> 00:32:58.040]  InfoWars, brought to you by you.
[00:33:01.900 --> 00:33:09.842]  You're listening to the Alex Jones Show!
[00:33:09.842 --> 00:33:16.985]  This transmission is coming to you.
[00:33:16.985 --> 00:33:21.386]  Waging war on corruption.
[00:33:21.386 --> 00:33:27.048]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:33:35.422 --> 00:33:55.234]  Ladies and gentlemen, we have some really big developments here.
[00:33:55.234 --> 00:33:58.616]  I told you today I was going to cover the attack on the press and how it's intensifying.
[00:34:00.094 --> 00:34:19.403]  Well now we've got another prime example, not just Brazil moving to indict Glenn Greenwald for journalism, and I guess wanting to lock him up like Julian Assange, or Roger Stone facing 50-something years in prison for speech.
[00:34:19.403 --> 00:34:28.207]  No, ladies and gentlemen, Owen Schroyer, InfoWars reporter, has been arrested again.
[00:34:30.228 --> 00:34:39.980]  Arrested again.
[00:34:39.980 --> 00:34:48.310]  Now, I'm gonna go to rebroadcast for a while, and when we know what's going on, I'll be able to come back and tell you.
[00:34:48.310 --> 00:34:49.371]  We got Mike Adams coming on.
[00:34:50.154 --> 00:34:55.879]  But I've got to go do some stuff here because I already know the details, but I need to double check those and just prepare.
[00:34:55.879 --> 00:34:58.161]  And I just need to take care of a few things here.
[00:34:58.161 --> 00:35:02.905]  So we're live, ladies and gentlemen, and we're going to be back here.
[00:35:02.905 --> 00:35:06.267]  There's a very important piece that Greg Reese put together.
[00:35:07.188 --> 00:35:19.522]  That we're going to play right now that's critical and it breaks down the attempt to take our guns and why America is waking up now realizing the real intent of guns isn't just self-defense, it's defense against the tyranny.
[00:35:19.522 --> 00:35:20.804]  That's how the nation was founded.
[00:35:20.804 --> 00:35:21.745]  So here's that report.
[00:35:30.262 --> 00:35:36.588]  The Weimar government passed a government registration law in the name of public safety.
[00:35:36.588 --> 00:35:46.777]  After Adolf Hitler seized power, the registration list was used to disarm the Jews and political opponents of the Nazi Party.
[00:35:46.777 --> 00:35:55.165]  The Communist Party decreed that the people surrender all their weapons, and later, surrender their knives.
[00:35:55.165 --> 00:35:56.426]  20 million people were killed.
[00:35:59.855 --> 00:36:10.061]  Mao Zedong said that the government must command all the guns so that no guns can ever be used to command the party.
[00:36:10.061 --> 00:36:12.083]  65 million were killed.
[00:36:12.083 --> 00:36:19.067]  And if you try to take our firearms, 1776 will commence again!
[00:36:22.754 --> 00:36:29.425]  After America gained independence, the people were bestowed with the Second Amendment to defend their freedoms from tyranny.
[00:36:30.552 --> 00:36:42.096]  The founders would have likely found the Federal Reserve Bank alone to be despotic, let alone the deep-rooted corruption and tyranny we are steeped in today.
[00:36:42.096 --> 00:36:45.537]  Today, there is open talk of gun confiscation.
[00:36:45.537 --> 00:36:47.758]  Hell yes, we're gonna take your AR-15!
[00:36:47.758 --> 00:36:55.461]  When the governor of Virginia threatened to strip his people of their constitutional right, over 22,000 people showed up to protest.
[00:36:57.176 --> 00:37:00.197]  16,000 were armed to the teeth.
[00:37:00.197 --> 00:37:04.458]  The spirit of the Second Amendment has nothing to do with sport.
[00:37:04.458 --> 00:37:10.780]  It is an equalizing force for the individual soul which thrives only in a free society.
[00:37:10.780 --> 00:37:16.401]  And the only people who want to take it away are tyrants and fools.
[00:37:16.401 --> 00:37:21.743]  Virginia was a victory, but the swamp runs deep and the danger is real.
[00:37:23.004 --> 00:37:27.669]  A pivotal year like 2020 comes only once in a lifetime.
[00:37:27.669 --> 00:37:31.173]  And we all need to give it everything we have.
[00:37:31.173 --> 00:37:38.542]  The leading Democratic candidate has been staffing violent radicals calling for a communist revolution in America.
[00:37:38.542 --> 00:37:40.845]  Whether or not their candidate wins.
[00:37:40.845 --> 00:37:42.266]  So if Trump gets re-elected, what?
[00:37:43.547 --> 00:37:45.489]  The city's burned.
[00:37:45.489 --> 00:37:47.610]  The time to act is now.
[00:37:47.610 --> 00:37:50.432]  Help yourself and help your family.
[00:37:50.432 --> 00:37:54.415]  Support the InfoWar at InfoWarStore.com.
[00:37:54.415 --> 00:37:58.358]  And we will continue to fight for individual freedom and the spirit of 1776.
[00:37:58.358 --> 00:38:01.120]  1776 will commence again if you don't back down!
[00:38:01.120 --> 00:38:09.686]  You will not take away our firearms and you will not silence us!
