[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[00:25:56.015 --> 00:25:59.858]  Others within the coalition believe that we shouldn't be arguing with China.
[00:25:59.858 --> 00:26:05.243]  Rather, we should send officials to Beijing to try and repair the damaged relationship.
[00:26:05.243 --> 00:26:13.469]  Former Deputy PM Barnaby Joyce told 7Sunrise that Scott Morrison should not have demanded an inquiry into the origins of the coronavirus.
[00:26:13.629 --> 00:26:17.691]  You don't walk into the pub and pick a fight with the biggest person and think that you're not going to get punched back.
[00:26:17.691 --> 00:26:22.573]  One thing everyone agrees on, the current environment is extremely volatile.
[00:26:22.573 --> 00:26:24.774]  Jennifer Beshawati, 7 News.
[00:26:24.774 --> 00:26:26.174]  Did you hear that capitulation?
[00:26:26.174 --> 00:26:27.535]  China's basically taken over.
[00:26:29.477 --> 00:26:39.722]  Australia, they've taken control of all their earth minerals, they've bought off most of the city leaders, they implemented the lockdowns there, and so the Australian central government's trying to struggle away right now, that's what's happening.
[00:26:39.722 --> 00:26:46.686]  You heard the appeasement of some of the Democrat Labour leaders, saying, you don't mess with the big guy, you do what they say.
[00:26:46.686 --> 00:26:52.069]  These are the Neville Chamberlains of our age, and now they're putting in their agent, Joe Biden, into the White House.
[00:26:52.069 --> 00:26:53.910]  That will only make them more aggressive.
[00:26:53.910 --> 00:26:54.410]  God help us.
[00:26:56.510 --> 00:27:07.139]  It's not a secret why in leftist-controlled cities all over the world, not just the U.S., they encourage people to live in tent cities as homeless and to use drugs and alcohol and engage in petty crime.
[00:27:07.139 --> 00:27:14.906]  It's because the globalists admit under Agenda 21, Agenda 2030, of course the Great Reset, they want to lower expectations.
[00:27:14.906 --> 00:27:17.288]  They don't want you to think of having sanitary systems everywhere.
[00:27:17.288 --> 00:27:20.030]  They don't want you to think of a civilization that gets better.
[00:27:20.030 --> 00:27:22.732]  They want you to think of a civilization that gets progressively worse.
[00:27:23.513 --> 00:27:25.274]  The globalists fly around in private jets.
[00:27:25.274 --> 00:27:27.415]  They have huge private estates.
[00:27:27.415 --> 00:27:28.996]  They are separate from us.
[00:27:28.996 --> 00:27:30.857]  Their children go to private tutors.
[00:27:30.857 --> 00:27:32.178]  They admit this.
[00:27:32.178 --> 00:27:40.183]  Now they want us locked down, telecommunicating with each other, so that we are not actually out physically building a pro-human infrastructure.
[00:27:40.663 --> 00:27:46.170]  The infrastructure that's left under 5G is meant to control robot autonomous cars and trucks.
[00:27:46.170 --> 00:27:47.892]  This is all their admitted plan.
[00:27:47.892 --> 00:27:52.338]  The public's finally listening because the plan is no longer in beta, it's gone operational.
[00:27:52.338 --> 00:27:53.800]  It's a post-human future.
[00:27:53.800 --> 00:27:54.962]  You better find out about it right now.
[00:27:56.317 --> 00:28:00.019]  We are witnessing a perfect dichotomy of psychological warfare.
[00:28:00.019 --> 00:28:09.684]  The United Nations, the big corporations, the globalists, big tech and big pharma are all pushing that COVID is the most deadly thing in history, even though statistically it's a very weak flu or cold.
[00:28:09.684 --> 00:28:12.966]  But if you are deficient, then you can actually die from it.
[00:28:12.966 --> 00:28:15.568]  That's why you see somebody dying in some of the nursing homes.
[00:28:15.568 --> 00:28:25.173]  Meanwhile, all these top scientists and researchers and former Pfizer head medical officers have come out and said that the COVID-19 vaccine, especially the mRNA ones,
[00:28:25.433 --> 00:28:27.574]  ...are basically bioweapons and are super deadly.
[00:28:27.574 --> 00:28:31.797]  And now they're having to resuscitate people that die, basically, when they take it.
[00:28:31.797 --> 00:28:34.079]  Just like newborn babies, they get vaccines.
[00:28:34.079 --> 00:28:37.061]  They have to resuscitate them all the time, or a lot of times they just let them die.
[00:28:37.061 --> 00:28:37.781]  And that's all.
[00:28:37.781 --> 00:28:39.102]  On the record, it does that.
[00:28:39.102 --> 00:28:42.645]  Guillain-Barré's, narcolepsy, cancer, all these other diseases.
[00:28:42.645 --> 00:28:43.925]  But they tell you, safe and effective.
[00:28:43.925 --> 00:28:44.646]  No one's getting hurt.
[00:28:44.646 --> 00:28:45.847]  It's a conspiracy theory.
[00:28:45.847 --> 00:28:49.409]  And then all the fine print says can kill you absolutely deadly.
[00:28:49.409 --> 00:28:53.172]  So they run from something that isn't dangerous towards something that is incredibly dangerous.
[00:28:53.172 --> 00:28:54.953]  Because the media says it's safe, they do it.
[00:28:55.913 --> 00:29:04.697]  Our Activated Charcoal Toothpaste became a best-seller overnight because Activated Charcoal is already one of the top-selling, fastest-growing toothpaste out there.
[00:29:04.697 --> 00:29:11.400]  The problem is, a lot of the other over-the-counter ones have aspartame as their flavoring, very, very toxic, and also they have fluoride in them.
[00:29:11.880 --> 00:29:13.101]  This does not have the fluoride.
[00:29:13.101 --> 00:29:14.501]  It doesn't have the additives.
[00:29:14.501 --> 00:29:15.722]  This is a concentrate.
[00:29:15.722 --> 00:29:17.182]  It really is high quality.
[00:29:17.182 --> 00:29:22.344]  It's been sold out for months because of supply chain breakdowns with the whole COVID martial law garbage.
[00:29:22.344 --> 00:29:24.125]  But now it's back in stock.
[00:29:24.125 --> 00:29:28.567]  Info Wars Dr. Jones Naturals Activated Charcoal Toothpaste.
[00:29:28.567 --> 00:29:34.970]  Now back in stock at InfoWarsStore.com or call toll free 888-253-3139.
[00:29:34.970 --> 00:29:40.772]  It also makes a great gift for your family, for your grandkids, for your mother, your father, for everybody.
[00:29:41.052 --> 00:29:42.192]  You're listening to the Alex Jones Show!
[00:30:21.849 --> 00:30:26.874]  I cannot stress to you how incredibly important this time is we're all alive in.
[00:30:26.874 --> 00:30:34.201]  How important opening up a channel to God and asking God for guidance and discernment in the Holy Spirit.
[00:30:34.201 --> 00:30:36.563]  That is beyond critical, it is essential.
[00:30:39.946 --> 00:30:42.628]  I want to open the phones up in this segment and the next.
[00:30:42.628 --> 00:30:46.551]  The toll-free number to join us is 877-789-2539.
[00:30:46.551 --> 00:30:50.875]  First-time callers, long-time callers, callers that disagree, callers that agree, I don't care.
[00:30:50.875 --> 00:30:52.296]  I want to move you quick.
[00:30:52.296 --> 00:30:55.378]  What's your take on what Trump needs to do with 21 Days Out?
[00:30:55.378 --> 00:30:56.419]  He's not giving up.
[00:30:56.419 --> 00:30:57.840]  More evidence is coming out.
[00:30:57.840 --> 00:30:59.421]  What's going to happen on the 6th?
[00:30:59.421 --> 00:31:00.843]  What do you make of all the COVID news?
[00:31:00.843 --> 00:31:02.484]  People dying from the vaccine.
[00:31:02.484 --> 00:31:03.405]  People convulsing.
[00:31:04.085 --> 00:31:08.007]  Getting paralyzed, people going into comas, the media trying to cover it up.
[00:31:08.007 --> 00:31:10.109]  It is just an insane time.
[00:31:10.109 --> 00:31:14.451]  What do you make of China threatening to attack the U.S., threatening to attack Australia?
[00:31:14.451 --> 00:31:19.374]  Toll free number 877-789-2539.
[00:31:19.374 --> 00:31:23.656]  What would you call this time we're in?
[00:31:23.656 --> 00:31:24.497]  That's the big question.
[00:31:24.497 --> 00:31:24.917]  877-789-Alex.
[00:31:24.917 --> 00:31:29.440]  Let me tell you who's coming up.
[00:31:29.440 --> 00:31:32.962]  Joe Hoff, the expert from Gateway Pond on the latest on election fraud.
[00:31:34.383 --> 00:31:41.207]  Nurse Erin Olszewski, that big whistleblower where they were killing people on purpose up in New York at the so-called epicenter of epicenters.
[00:31:41.207 --> 00:31:45.589]  That ties into this congressman-elect that they just killed intubating, it looks like.
[00:31:45.589 --> 00:31:49.491]  They admitted he died of a heart attack during, quote, intubation.
[00:31:49.491 --> 00:31:54.634]  Andrew Tate, living in Eastern Europe, world champion, bare-knuckles jiu-jitsu fighter.
[00:31:54.634 --> 00:31:58.236]  He's going to be joining us, giving his take on what's happening in the world.
[00:31:58.236 --> 00:32:02.578]  And John Rappaport, no more fake news, great investigative journalist.
[00:32:02.578 --> 00:32:03.359]  But I'm going to go to
[00:32:04.534 --> 00:32:09.400]  Sarah and Chris and Josh and everybody here in just a moment.
[00:32:09.400 --> 00:32:14.887]  But I do want to remind you and I want to thank you for your support.
[00:32:14.887 --> 00:32:18.231]  You have taken InfoWars so far and you are InfoWars.
[00:32:18.231 --> 00:32:20.994]  That's not rhetoric, that's the truth.
[00:32:20.994 --> 00:32:23.036]  So thank you, all of you.
[00:32:23.803 --> 00:32:24.684]  Thank you for your support.
[00:32:24.684 --> 00:32:25.886]  Thank you for buying t-shirts.
[00:32:25.886 --> 00:32:35.076]  Thanks for buying books and films and shortwave radios and storable food and non-GMO heirloom seeds and all the great products at InfoWarsTore.com.
[00:32:35.076 --> 00:32:40.483]  Thank you for keeping us on the air in a symbiotic relationship.
[00:32:40.483 --> 00:32:43.586]  Back in stock sold out for eight months because the supply chain broke down.
[00:32:44.551 --> 00:32:48.172]  Pollen block to counter seasonal discomfort, allergies.
[00:32:48.172 --> 00:32:49.513]  It is back in stock.
[00:32:49.513 --> 00:32:51.593]  It's a natural formula, not a chemical.
[00:32:51.593 --> 00:32:54.434]  It comes from specially fed quail eggs in France.
[00:32:54.434 --> 00:32:55.655]  It's proprietary.
[00:32:55.655 --> 00:32:56.775]  There are studies on it.
[00:32:56.775 --> 00:32:57.415]  It's amazing.
[00:32:57.415 --> 00:32:58.416]  Infowarsstore.com.
[00:33:00.063 --> 00:33:02.284]  Prostagard is great for men, but also women.
[00:33:02.284 --> 00:33:05.466]  Yeah, studies show it's great for your prostate, good for all your glands.
[00:33:05.466 --> 00:33:10.509]  It's got the vitamin D3, the selenium, the zinc, all that great stuff that's for your immune system.
[00:33:10.509 --> 00:33:12.570]  It's back in stock, discounted.
[00:33:12.570 --> 00:33:14.651]  We also have X2, sold out for months.
[00:33:14.651 --> 00:33:18.253]  Our original deep-earth crystal, pure atomic iodine.
[00:33:18.253 --> 00:33:20.794]  Nobody else has got iodine like this.
[00:33:20.794 --> 00:33:28.218]  X3 is triiodine with two other types, because some people can't absorb, it's a very low percentage, a couple points, cannot absorb pure iodine.
[00:33:29.329 --> 00:33:31.791]  So it's got the Deep Earth Crystal and two other types that are also good.
[00:33:31.791 --> 00:33:34.073]  That's X3.
[00:33:34.073 --> 00:33:37.636]  But X2 is the original Deep Earth Crystal Iodine.
[00:33:37.636 --> 00:33:39.477]  It's been sold out of Central.
[00:33:39.477 --> 00:33:43.921]  The UN admits over 2 million people have cognitive deficiencies from lack of iodine.
[00:33:45.157 --> 00:33:47.539]  It's the good allergen, fluoride's the bad allergen.
[00:33:47.539 --> 00:33:50.761]  X2, back in stock, 50% off.
[00:33:50.761 --> 00:33:54.964]  Cold-pressed, super male vitality, also great for women, sold out for months.
[00:33:54.964 --> 00:33:57.406]  Back in stock, 50% off as well.
[00:33:57.406 --> 00:34:00.488]  And your purchases make everything possible, so I want to thank you also.
[00:34:03.905 --> 00:34:08.207]  Thank you for supporting our local AM and FM affiliates and local TV affiliates.
[00:34:08.207 --> 00:34:11.949]  Please tell them that you appreciate them picking us up.
[00:34:11.949 --> 00:34:13.590]  Please support their sponsors.
[00:34:13.590 --> 00:34:17.932]  Please become a sponsor, but whatever you do, spread the word about those local fine stations.
[00:34:17.932 --> 00:34:20.954]  That's just as critical as supporting us.
[00:34:20.954 --> 00:34:24.936]  Okay, let's go to Josh in Texas first.
[00:34:24.936 --> 00:34:28.258]  You're on the air on COVID-19.
[00:34:28.258 --> 00:34:29.859]  Alex, good afternoon, sir.
[00:34:29.859 --> 00:34:30.539]  Thank you for
[00:34:31.258 --> 00:34:46.929]  Everything that you guys, InfoWars, have done, because the only way to truly understand what's going on in this time, is to really look from a 50,000 foot view, which you have done for us.
[00:34:46.929 --> 00:34:48.090]  Well, give me your view on that.
