[00:00:30.203 --> 00:00:31.624]  It's Sunday Live.
[01:34:15.044 --> 01:34:28.554]  You are getting into, again, this big event you've got coming up, all the validation that's coming out, the polls going from 60% of Republicans to 80-plus percent, from 25% of Democrats, some polls as high as 40% actually.
[01:34:28.554 --> 01:34:31.196]  Nobody that I know is buying this.
[01:34:31.196 --> 01:34:32.037]  They've got a problem.
[01:34:32.037 --> 01:34:36.560]  Their surrogates are all over TV attacking Trump, saying how dare him say he never conceded.
[01:34:37.578 --> 01:34:44.984]  So, you're giving Trump strength, and I see him getting more bold next to you and others, and that's where we need to go with this, because these people are a fraud.
[01:34:44.984 --> 01:34:46.245]  They don't want the country to even exist.
[01:34:46.245 --> 01:34:48.867]  Michael Lindell, please continue.
[01:34:48.867 --> 01:34:59.536]  Well, yeah, last night at the rally in Ohio, we had, uh, when he introduced me, I mean, the crowd went crazy, and, like, when him and I talked, it's, uh, they, they were there.
[01:34:59.536 --> 01:35:02.859]  You wouldn't have them there if you'd have lost an election fair and square.
[01:35:02.859 --> 01:35:06.222]  They're, they're there because they're supporting, they want the,
[01:35:06.602 --> 01:35:11.544]  You know, it's not just me or you, you know, just a few people out fighting.
[01:35:11.544 --> 01:35:15.145]  The whole country now doesn't believe this.
[01:35:15.145 --> 01:35:16.646]  They know this was an attack.
[01:35:16.646 --> 01:35:18.347]  They know what's in office now.
[01:35:18.347 --> 01:35:23.509]  The damage they're doing to our country, I think he pointed that out real good at the rally.
[01:35:24.429 --> 01:35:30.056]  You know, great decisions got us to December of 2019 before the China virus.
[01:35:30.056 --> 01:35:34.482]  Now, every decision coming out of D.C., just take your little book out.
[01:35:34.482 --> 01:35:40.209]  I don't care if you're a Democrat or Republican, if you're just a person and you go, how does this help me?
[01:35:41.076 --> 01:35:42.136]  It doesn't.
[01:35:42.136 --> 01:35:45.118]  It doesn't help anybody, this decision.
[01:35:45.118 --> 01:35:53.221]  You can go right down to 40-some executive orders and go, let's see, how can we, you know, if you, I'll tell you, it helps the CCP.
[01:35:53.221 --> 01:35:55.282]  It helps another country.
[01:35:55.282 --> 01:36:01.784]  And this is what's actually helping our cause here, because everybody, I'm giving everybody an out.
[01:36:01.784 --> 01:36:03.685]  When we do this cyber symposium,
[01:36:04.245 --> 01:36:05.906]  Which will be seen.
[01:36:05.906 --> 01:36:07.006]  It needs to be seen.
[01:36:07.006 --> 01:36:11.989]  And the people that need to be there are all the politicians.
[01:36:11.989 --> 01:36:16.211]  And Mike, let me just back you up, then I'm going to shut up and give you the floor here, honored to have you.
[01:36:16.211 --> 01:36:19.072]  But, I mean, they're acting really scared on the news now.
[01:36:19.072 --> 01:36:21.973]  Like, don't stop, don't investigate, this is wrong.
[01:36:21.973 --> 01:36:23.054]  You're not supposed to do this.
[01:36:23.054 --> 01:36:24.174]  No, no, Arizona.
[01:36:24.174 --> 01:36:24.994]  Oh, no, Georgia.
[01:36:24.994 --> 01:36:26.795]  Oh, I mean, they are really acting scared.
[01:36:26.795 --> 01:36:28.356]  They've got all their talking heads out there.
[01:36:28.356 --> 01:36:30.477]  That shows me that you're on to something bigger.
[01:36:31.960 --> 01:36:32.860]  Oh, absolutely.
[01:36:32.860 --> 01:36:42.724]  You know, when they attacked me, everybody knows from January 9th to the 15th and then beyond that, I've been attacked every day, every single day.
[01:36:42.724 --> 01:36:48.627]  My box stores attacked, people I do business with, they went all the way back to my second grade teachers.
[01:36:48.627 --> 01:36:52.829]  I mean, they went over overseas to everywhere else I do business.
[01:36:52.829 --> 01:36:56.230]  They attacked them, so they dropped my pillow and attacked my pillow.
[01:36:56.950 --> 01:37:02.874]  They sued my pillow, sued myself, I had Facebook, Twitter, everything come at me.
[01:37:02.874 --> 01:37:07.397]  Now, but then all of a sudden everybody, it kind of changed now.
[01:37:07.397 --> 01:37:19.325]  I can say any, I used to use the left media to get my narrative out there, and they can attack me, but as long as they put in their mic still, but Mike Lindell believes he's got the evidence for the election.
[01:37:19.705 --> 01:37:20.766]  No, I don't believe it.
[01:37:20.766 --> 01:37:22.466]  Because you're such a lovable guy.
[01:37:22.466 --> 01:37:25.488]  You did such a great job on the late night comic shows.
[01:37:25.488 --> 01:37:27.109]  It blew up in their face.
[01:37:27.109 --> 01:37:28.229]  You beat them.
[01:37:28.229 --> 01:37:31.231]  Now you're kryptonite.
[01:37:31.231 --> 01:37:33.092]  Yeah, well now they won't talk.
[01:37:33.092 --> 01:37:33.892]  I talked to them.
[01:37:33.892 --> 01:37:36.313]  I did a half hour in D.C.
[01:37:36.313 --> 01:37:39.355]  this week outside of the federal courtroom.
[01:37:39.355 --> 01:37:42.356]  I said I was the only one out there that would go right up to the media.
[01:37:42.356 --> 01:37:43.777]  I'm wide open talking to them.
[01:37:43.777 --> 01:37:45.978]  Talking to them all, answering their questions.
[01:37:46.750 --> 01:37:47.771]  Look it up!
[01:37:47.771 --> 01:37:49.592]  None of them said one thing about me.
[01:37:49.592 --> 01:37:54.416]  They bashed Sidney Powell and Rudy, and then he says... But that shows how controlled they are, Mike.
[01:37:54.416 --> 01:37:55.777]  I've gone to press conferences too.
[01:37:55.777 --> 01:38:00.080]  I've been in front of a hundred cameras and none of them pick it up because it's all lockstep.
[01:38:00.080 --> 01:38:01.281]  You can be the event.
[01:38:01.281 --> 01:38:02.743]  You can be the hearing.
[01:38:02.743 --> 01:38:04.324]  They don't run as journalists.
[01:38:04.324 --> 01:38:06.746]  Talk to the man the hearing's about.
[01:38:06.746 --> 01:38:07.846]  That shows they're not journalists.
[01:38:07.846 --> 01:38:08.327]  They're frauds.
[01:38:09.548 --> 01:38:11.151]  No, they are.
[01:38:11.151 --> 01:38:21.791]  What we've learned here, they're either terrible journalists, or even if they do have some, I've said to them, the lady goes, this was a good one, ABC says to me,
[01:38:22.863 --> 01:38:30.790]  Mr. Lindell, if you're having this cyber symposium, why haven't you revealed your evidence that you have these packet captures?
[01:38:30.790 --> 01:38:32.991]  Why didn't you reveal them before now?
[01:38:32.991 --> 01:38:34.893]  I go, um, hello?
[01:38:34.893 --> 01:38:38.816]  I said, I've sent it to all of you outlets, pieces of it.
[01:38:38.816 --> 01:38:41.198]  Not one ever put the evidence up.
[01:38:41.198 --> 01:38:47.323]  And I said, I said, little lady, I said, I'll tell you what, even if you did, your boss would not let you do it.
[01:38:48.027 --> 01:38:51.069]  I mean, I mean, this is the way it is out there.
[01:38:51.069 --> 01:38:53.990]  And so I said, so now I got to bring it to the people.
[01:38:53.990 --> 01:38:57.992]  I got to bring it instead of trying to get the evidence out in pieces.
[01:38:57.992 --> 01:38:59.213]  Everybody knows I have it.
[01:38:59.213 --> 01:39:03.835]  We're going to have this symposium and everyone now everybody can get involved.
[01:39:03.835 --> 01:39:05.816]  We're going to have we're going to have numbers.
[01:39:08.117 --> 01:39:19.564]  Alex, we're giving them a second chance that they didn't do their jobs in November and December.
[01:39:19.564 --> 01:39:23.586]  We're going to give them all a second chance that they can see, here's the evidence.
[01:39:23.586 --> 01:39:29.930]  We're even going to give Bill Barr, we'll say, okay, you might not have known this back then because it came out January 9th.
[01:39:31.311 --> 01:39:35.274]  But he just came out yesterday and said some crazy statement.
[01:39:35.274 --> 01:39:39.897]  He could have said, I didn't have that evidence on January 9th.
[01:39:39.897 --> 01:39:43.120]  I made my statement that there wasn't enough before that.
[01:39:43.120 --> 01:39:46.202]  Or all these legislatures that said there was nothing.
[01:39:46.202 --> 01:39:49.925]  Chris Krebs that said it was the most secure election ever.
[01:39:49.925 --> 01:39:50.946]  Well, you know what?
[01:39:51.366 --> 01:40:01.923]  Tim and Alan, Adam Schiff said a couple months ago, said the biggest threat to our country is a cyber attack by China right down to the local races.
[01:40:01.923 --> 01:40:03.907]  So even they can say, you know what?
[01:40:04.745 --> 01:40:08.489]  We didn't know about this, and now we have it.
[01:40:08.489 --> 01:40:12.133]  I really want to state this, too, what a packet capture is.
[01:40:12.133 --> 01:40:24.846]  I talked to a gal yesterday that she was part of the Wisconsin investigation outside of Milwaukee right after the election, and they gave them the packet captures, the ballot images and the ballots,
[01:40:26.688 --> 01:40:29.649]  And they got them all and they said, look at all this.
[01:40:29.649 --> 01:40:31.510]  Well, then they said they shut it down.
[01:40:31.510 --> 01:40:33.151]  They said they sent her to Georgia.
[01:40:33.151 --> 01:40:34.572]  She had the same problem there.
[01:40:34.572 --> 01:40:37.093]  All this all this cover up.
[01:40:37.093 --> 01:40:38.333]  But here's what I said to her.
[01:40:38.333 --> 01:40:42.735]  I said, you had the ballot images and the the packet captures.
[01:40:42.735 --> 01:40:44.096]  And she said, yeah.
[01:40:44.096 --> 01:40:45.176]  And she goes.
[01:40:45.176 --> 01:40:47.857]  Then I told her about having all these packet captures.
[01:40:47.857 --> 01:40:50.378]  She said that was one of the arguments.
[01:40:50.378 --> 01:40:54.200]  If you only had packet captures for, let's say, half of Wisconsin,
[01:40:54.910 --> 01:40:58.533]  And he showed all these flips from Trump to Biden.
[01:40:58.533 --> 01:41:03.658]  Well, now if I'm a lawyer, I'm going to say, well, you don't have the other packet captures for the election.
[01:41:03.658 --> 01:41:06.560]  So how do we know they didn't go Biden to Trump?
[01:41:06.560 --> 01:41:08.222]  Guess what, everybody?
[01:41:08.222 --> 01:41:13.567]  We have every single packet capture for the whole election, for the whole United States.
[01:41:13.567 --> 01:41:16.129]  Let me ask you the $64 trillion question.
[01:41:16.129 --> 01:41:17.190]  All 50 states.
[01:41:17.190 --> 01:41:20.112]  Let me ask you the $64 trillion question.
[01:41:20.112 --> 01:41:21.674]  Are you able to say how you got this?
[01:41:24.015 --> 01:41:29.800]  Yes, I got introduced to a person because they couldn't get this out there.
[01:41:29.800 --> 01:41:30.981]  These guys tried.
[01:41:30.981 --> 01:41:41.990]  These were three heroes that captured these packet captures from the election, and you realize this is 37 terabytes of information.
[01:41:43.070 --> 01:41:45.491]  1.2 billion lines of information.
[01:41:45.491 --> 01:41:50.213]  Now, all three of them, actually, there's four different things, too, if you're capturing this.
[01:41:50.213 --> 01:41:53.094]  This is what our government should have been doing, Alex.
[01:41:53.094 --> 01:41:55.115]  Our government should have been capturing the whole election.
[01:41:55.115 --> 01:42:01.137]  Well, Mike, let me just stop you, because over a month ago, I met with one of the top talk shows in the country.
[01:42:01.137 --> 01:42:03.758]  I'm not going to say, Limbaugh's dead, so it's not Limbaugh.
[01:42:03.758 --> 01:42:06.379]  So people can probably imagine who is the top talk show host.
[01:42:06.379 --> 01:42:07.259]  They can debate that all day.
[01:42:07.259 --> 01:42:09.360]  But there's a few guys that are as big as it gets.
[01:42:09.360 --> 01:42:11.421]  You know, I guess I'm in that top five or whatever.
[01:42:12.325 --> 01:42:26.354]  Arguably the biggest talk show host in the country, met with a major cybersecurity expert, a household name when it comes to that, and the guy said, Lindell is right, Trump is right, we monitored it in live time, out of China, they stole the whole deal.
[01:42:26.354 --> 01:42:41.925]  So maybe I know one of the same people, but this person was asking me how to present this, and I said, I'm not an expert like this, and he can't get the guy to come on air because he's so scared, but this is a very prominent person, met with one of the top experts in the country, and they said, no, we monitored it that night in live time.
[01:42:42.265 --> 01:42:46.833]  We'll come right back in the final segment with Mike Lindell of MyFellow.com.
[01:42:46.833 --> 01:42:48.776]  Hey, we should all grow up to be like Mike Lindell.
[01:42:48.776 --> 01:42:49.237]  Courage.
[01:42:49.237 --> 01:42:50.259]  Perseverance.
[01:42:50.259 --> 01:42:52.623]  Not backing down against attacks.
[01:42:52.623 --> 01:42:54.025]  A true American hero.
[01:42:54.025 --> 01:42:54.666]  We'll be right back.
[01:42:54.666 --> 01:42:55.027]  Stay with us.
[01:42:57.907 --> 01:43:03.033]  The 4th of July Super Sale starts now, and at PullmoreStore.com.
[01:43:03.033 --> 01:43:08.519]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[01:43:08.519 --> 01:43:10.100]  Storewide free shipping.
[01:43:10.100 --> 01:43:14.125]  Double Patriot Points starts right now and runs through July 4th.
[01:43:14.645 --> 01:43:19.027]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[01:43:19.027 --> 01:43:22.328]  BioTrue Selenium, essential for your whole body, 50% off.
[01:43:22.328 --> 01:43:26.790]  Ultimate Krill Oil, 40% off with the free shipping and double Patriot Points.
[01:43:26.790 --> 01:43:31.732]  All water filtration systems are 10% off and the list goes on and on.
[01:43:31.732 --> 01:43:39.535]  And while this sale runs, we're going to be adding new specials every day that are one-day specials alone because we don't have enough supplies to keep them on sale.
[01:43:39.855 --> 01:43:52.429]  So the stuff I just listed is going to be on sale through July 4th, but every day visit InfoWarsTore.com because there's going to be new specials of select items with free shipping and double patriot points up to 60% off at InfoWarsTore.com.
[01:43:52.429 --> 01:43:56.955]  The 4th of July Super Sale starts now at InfoWarsTore.com.
[01:43:58.078 --> 01:43:59.980]  Again, I don't like to lecture people.
[01:43:59.980 --> 01:44:11.049]  I'm a very private person, but because of the globalists and their attack on humanity, I've been forced the last 27 years to be a public figure, and we've given the globalists one hell of a run for their money because of God.
[01:44:11.049 --> 01:44:15.012]  And I know some of our listeners get mad when I talk about God all day, but just give me a break.
[01:44:15.012 --> 01:44:16.393]  The Satanism's out in the open.
[01:44:16.393 --> 01:44:21.517]  I've always been a Christian, but now the fact that it's a fight between good and evil is so clear.
[01:44:21.517 --> 01:44:21.938]  And I get it.
[01:44:21.938 --> 01:44:23.699]  A lot of you have been turned off by big churches.
[01:44:23.699 --> 01:44:25.821]  A lot of you have been turned off by the corrupt.
[01:44:26.756 --> 01:44:27.777]  We're good to go.
[01:44:42.192 --> 01:44:44.073]  And so that's what InfoWars is really all about.
[01:44:44.073 --> 01:44:46.055]  So thank you all for your word of mouth.
[01:44:46.055 --> 01:44:47.676]  Thank you for spreading the word about InfoWars.
[01:44:47.676 --> 01:44:51.898]  And thank you for supporting us to keep us on air by visiting InfoWarsStore.com.
[01:44:51.898 --> 01:44:55.541]  Because without your daily and weekly and monthly purchases, we'll be taken off the air.
[01:44:55.541 --> 01:44:56.521]  So thank you for the support.
[01:44:56.521 --> 01:44:57.362]  InfoWarsStore.com.
[01:44:59.858 --> 01:45:14.566]  The entire New World Order system is about making you feel pathetic and making you feel weak, making you play the part of a victim so you don't take your birthright as being made the image of God and the incredible mission and destiny we have being given free will.
[01:45:15.226 --> 01:45:23.411]  Being given free will, being given consciousness, is literally the seed of an entire universe, an entire system.
[01:45:23.411 --> 01:45:40.061]  And the fact that you're able to commune with God, the fact that you're able to see the beauty of a sunset, or the beauty of the waves in the ocean, or the beauty of your wife or your husband, or the beauty of your child learning knowledge, the beauty of music, the fact that you can commune with that and resonate with that is energetic.
[01:45:40.061 --> 01:45:43.503]  And that itself is what God teaches us is worship.
[01:45:44.103 --> 01:45:45.523]  So don't worship the Globalist.
[01:45:45.523 --> 01:45:47.184]  Don't worship the NFL.
[01:45:47.184 --> 01:45:49.044]  Don't worship all the things of the system.
[01:45:49.044 --> 01:45:50.885]  But worship the things of God.
[01:45:50.885 --> 01:45:52.465]  Because we're made by God.
[01:45:52.465 --> 01:45:54.166]  And appreciate your consciousness.
[01:45:54.166 --> 01:45:55.646]  And appreciate free speech.
[01:45:55.646 --> 01:45:56.807]  While you still have it.
[01:45:56.807 --> 01:46:00.628]  While you still have it.
[01:46:00.628 --> 01:46:04.029]  What are champions made of?
[01:46:04.029 --> 01:46:05.189]  Here's a man who can show you.
[01:46:11.754 --> 01:46:13.275]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars Store Hotline!
[01:46:13.275 --> 01:46:15.197]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars Store Hotline!
[01:46:15.197 --> 01:46:16.538]  AAA-253-3139 is the InfoWars Store Hotline!
[01:46:16.538 --> 01:46:17.558]  AAA-253-3139 is the InfoWars Store!
[01:46:17.558 --> 01:46:18.539]  AAA-253-3139 is the InfoWars Store Hotline!
[01:46:18.539 --> 01:46:19.540]  AAA-253-3139 is the InfoWars Store!
[01:46:19.540 --> 01:46:20.340]  InfoWarsStore.com is simply
[01:46:40.094 --> 01:46:42.595]  You're listening to the Alex Jones Show.
[01:47:35.268 --> 01:47:41.192]  So don't take it lying down.
[01:47:41.192 --> 01:47:47.716]  And Mike Lindell is not taking it lying down.
[01:47:47.716 --> 01:47:50.918]  The left points at him and says, look at him under attack.
[01:47:50.918 --> 01:47:52.379]  He's a loser.
[01:47:52.379 --> 01:47:53.199]  No.
[01:47:53.199 --> 01:47:55.020]  Winners are under attack.
[01:47:55.020 --> 01:47:56.561]  Freedom's under attack.
[01:47:56.561 --> 01:47:58.482]  And our forebears stood up for freedom.
[01:47:58.482 --> 01:48:01.584]  We live on their shoulders from their work they did.
[01:48:01.584 --> 01:48:03.526]  And that gas tank's running low.
[01:48:03.526 --> 01:48:03.966]  So to see
[01:48:04.947 --> 01:48:10.310]  The sea of people lay down to evil to see Mike Lindell and President Trump fighting back.
[01:48:10.310 --> 01:48:11.751]  We're fighting back.
[01:48:11.751 --> 01:48:13.611]  It is very, very exciting.
[01:48:13.611 --> 01:48:15.773]  You know, Trump's more awake now than ever.
[01:48:15.773 --> 01:48:16.873]  We get him back in there.
[01:48:16.873 --> 01:48:18.514]  We get to lead the Republican Party.
[01:48:18.514 --> 01:48:19.495]  Regardless, we win.
[01:48:19.495 --> 01:48:24.297]  So Mike Lindell, separately, people need to support what you're doing.
[01:48:24.297 --> 01:48:25.598]  Your products are great.
[01:48:25.598 --> 01:48:26.158]  They're amazing.
[01:48:26.158 --> 01:48:28.099]  I know you told me this a few weeks ago when you were on.
[01:48:29.224 --> 01:48:37.768]  And we were so busy I didn't get to it, but if people go to MyPillow.com, you have amazing sheets, towels, not just pillows.
[01:48:37.768 --> 01:48:44.931]  You've got your amazing towel pack that's, what, $109 for $39.95 with promo code ALEX.
[01:48:44.931 --> 01:48:46.131]  You're barely bringing any money there.
[01:48:46.131 --> 01:48:48.713]  People should purchase it there to fund what you're doing.
[01:48:48.713 --> 01:48:56.316]  They should, hell, buy it at $109, but $39.95, that's a huge discount by you, and I'm told all other products
[01:48:57.182 --> 01:49:00.485]  Up to 66% off with promo code Alex.
[01:49:00.485 --> 01:49:04.289]  So promo code A-L-E-X at MyPillow.com.
[01:49:04.289 --> 01:49:09.494]  And I'm just super excited to tell my listeners to go support you and get great products.
[01:49:09.494 --> 01:49:17.382]  Because if they don't fund this war effort, if they don't back us up and pray for us and spread the word and support us financially, the globalists are going to win.
[01:49:17.382 --> 01:49:19.404]  So again, people got to put
[01:49:20.045 --> 01:49:21.166]  Fuel in your tank.
[01:49:21.166 --> 01:49:24.110]  You are taking the Globalist on toe-to-toe.
[01:49:24.110 --> 01:49:26.894]  And if we don't energize you, well, then we deserve to lose.
[01:49:26.894 --> 01:49:29.418]  So tell folks about these amazing towels.
[01:49:29.418 --> 01:49:33.083]  I know you want to do this today, but a few weeks ago you sent this to me.
[01:49:33.083 --> 01:49:35.306]  Tell us about the towels, the sheets, all the products.
[01:49:36.477 --> 01:49:38.798]  Well, the towels are the best towels in history.
[01:49:38.798 --> 01:49:39.898]  They actually dry you.
[01:49:39.898 --> 01:49:42.819]  They don't feel like the ones the stores like all lotion.
[01:49:42.819 --> 01:49:43.739]  They work.
[01:49:43.739 --> 01:49:48.501]  These are the towels you've seen on TV, the best towels ever, but made with our southern U.S.
[01:49:48.501 --> 01:49:49.881]  cotton, too.
[01:49:49.881 --> 01:49:54.162]  And they're normally one hundred ninety nine or one hundred nine ninety nine.
[01:49:54.162 --> 01:49:56.383]  I am doing this for this show coming on.
[01:49:56.383 --> 01:50:02.305]  So it's only this one's only going to be like a 24 hour special for thirty nine ninety nine with promo code Alex.
[01:50:02.905 --> 01:50:04.427]  And then all the other products.
[01:50:04.427 --> 01:50:06.248]  Our sheets are on sale right now.
[01:50:06.248 --> 01:50:09.050]  The, uh, uh, my Giza sheets.
[01:50:09.050 --> 01:50:10.952]  But you have 110 products.
[01:50:10.952 --> 01:50:16.156]  That's one thing we've been able to, you know, diversify with all the other products during this attack.
[01:50:16.156 --> 01:50:19.399]  And I want to thank each and every person out there.
[01:50:19.399 --> 01:50:23.102]  We've lost all our box stores except for maybe two.
[01:50:23.102 --> 01:50:31.589]  And all our, all the shopping channels, the QVCs, the HSNs, all them cowards out there that succumb to the, to the, um,
[01:50:32.289 --> 01:50:35.550]  And I can't explain how, I mean this is like it's a wonderful life.
[01:50:56.776 --> 01:50:59.178]  I mean, literally a Jimmy Stewart story.
[01:50:59.178 --> 01:51:00.379]  You are standing up.
[01:51:00.379 --> 01:51:02.821]  I'm in the same boat as you at a lower level.
[01:51:02.821 --> 01:51:07.204]  We're like, they've taken our banks away, our suppliers, the harassment.
[01:51:07.204 --> 01:51:10.807]  Going back to talk to my junior high teachers, same thing.
[01:51:10.807 --> 01:51:12.008]  And it's okay.
[01:51:12.008 --> 01:51:13.309]  I just don't want to lose.
[01:51:13.309 --> 01:51:14.950]  I don't mind being attacked.
[01:51:14.950 --> 01:51:15.931]  I just don't want to lose.
[01:51:16.909 --> 01:51:22.052]  It's literally listeners buying products at InfowarsTour.com or buying products at MyPillow.com.
[01:51:22.052 --> 01:51:24.233]  People understand we need that money.
[01:51:24.233 --> 01:51:25.894]  We are maxed out and it's a war.
[01:51:25.894 --> 01:51:27.375]  Plus, these are great products.
[01:51:27.375 --> 01:51:29.416]  So, what a huge deal you're offering.
[01:51:29.416 --> 01:51:30.717]  People should not wait.
[01:51:30.717 --> 01:51:31.678]  They should take advantage of it.
[01:51:31.678 --> 01:51:33.839]  Tell people more about some of these products.
[01:51:35.194 --> 01:51:41.496]  Yeah, you've got the Giza Dream Sheets, and you've got Zero Two for one low price with free shipping.
[01:51:41.496 --> 01:51:44.378]  We've got our pillow, the premium pillow.
[01:51:44.378 --> 01:51:45.878]  I put that on sale, too.
[01:51:45.878 --> 01:51:53.201]  I passed all the savings right on to you, so I think they're normally $69.99, the queen size, for $29.99.
[01:51:53.201 --> 01:51:59.203]  All of these are the lowest prices that do the thousandth and the pillow, the lowest price I've ever had in history.
[01:51:59.203 --> 01:52:02.345]  Oh my God, queen size sheets are like crappy ones are $200.
[01:52:04.204 --> 01:52:07.629]  Yeah, and we've got we've got also we've got bathrobes.
[01:52:07.629 --> 01:52:11.995]  We've got these slippers that that I this took over a year to invent these slippers.
[01:52:11.995 --> 01:52:17.302]  They're made with one of the piece of them is impact shell which made from US soybean.
[01:52:17.302 --> 01:52:19.445]  These are the most you walk around all day you feel like you're
[01:52:19.945 --> 01:52:25.248]  You're not bowing down, you're overcoming them.
[01:52:25.248 --> 01:52:28.249]  And you're reaching out to folks saying, I'll fight for your election.
[01:52:28.249 --> 01:52:30.771]  I won't back down, but I need your support.
[01:52:30.771 --> 01:52:33.632]  MyPillow.com, promo code Alex.
[01:52:33.632 --> 01:52:34.973]  Biggest sales ever.
[01:52:34.973 --> 01:52:36.733]  I know about your promo codes.
[01:52:36.733 --> 01:52:38.054]  These are your biggest promo code ever.
[01:52:38.054 --> 01:52:39.455]  So I'm very honored you're doing this, Mike.
[01:52:40.805 --> 01:52:41.385]  Well, thank you.
[01:52:41.385 --> 01:52:47.690]  And one more thing we did, I just put out my bed commercial, the infomercial that was just out three weeks ago.
[01:52:47.690 --> 01:52:52.434]  Brand new, the best bed you will ever buy, a combination of foil and springs.
[01:52:52.434 --> 01:52:54.515]  That took me two years to develop.
[01:52:54.515 --> 01:53:01.380]  When I develop things, I go problem, solution, solve the problem, and come out as like reverse engineer what a product should be.
[01:53:01.380 --> 01:53:04.803]  So, and that's kind of what we're doing here with this election, everybody.
[01:53:05.283 --> 01:53:09.364]  It's a big marketing thing right now to get this fall down.
[01:53:09.364 --> 01:53:12.405]  I've had a royal flush since January 9th.
[01:53:12.405 --> 01:53:14.126]  A royal flush of evidence.
[01:53:14.126 --> 01:53:17.867]  I have every packet capture for the whole election.
[01:53:17.867 --> 01:53:20.608]  And you asked me before, Alex, can you say where you got it?
[01:53:20.608 --> 01:53:24.970]  It doesn't matter where I got it, but yeah, when this gets to the Supreme Court, it'll all be revealed.
[01:53:24.970 --> 01:53:28.471]  But with a packet capture, it doesn't matter where you got it.
[01:53:28.471 --> 01:53:34.513]  I know they're legitimately scared, and I talked to one of the top talk shows in the country who met with people at MIT and they said it's real.
[01:53:35.713 --> 01:53:37.114]  Yeah, it is real.
[01:53:37.114 --> 01:53:51.599]  So you guys, the whole win here is just to get this, everybody to the Cyber Symposium, all the politicians and the fact checkers and all these people there, Democrats, Republicans alike, get them all there.
[01:53:51.599 --> 01:54:02.283]  And I want to tell you this too, we even have it further on, I want to tell, what we're going to do at this symposium, I didn't get to say this before, I'm going to tell it now, we're going to have another room, I'm going to be emceeing that room.
[01:54:02.803 --> 01:54:07.345]  In that room, we're going to do a continual mock election.
[01:54:07.345 --> 01:54:08.845]  By the way, we have every kind of machine.
[01:54:08.845 --> 01:54:11.767]  We have Dominion, Smartmatic, ES and S-Hart.
[01:54:11.767 --> 01:54:16.528]  We're going to line them up like cordwood, and all these senators can come through in a mock election.
[01:54:16.528 --> 01:54:18.009]  They all get to vote.
[01:54:18.009 --> 01:54:22.911]  And then we're going to have an attorney general go, okay, write down how many votes you would like to flip.
[01:54:23.411 --> 01:54:30.154]  Give it to the hacker, he hacks in and flips it, comes out the other end, you're going to go, what?
[01:54:30.154 --> 01:54:32.956]  But, here's the key, this is really important.
[01:54:32.956 --> 01:54:47.222]  Now, not even in that area, we're going to have the guys out capturing these packets, like they did during the election, or like you can capture in any internet information that's going back and forth.
[01:54:47.222 --> 01:54:48.423]  They're going to capture that.
[01:54:49.324 --> 01:55:11.065]  A packet capture and they're going to come back then we come into the room and they go okay yeah at 1103 you you flip 50 votes and it came from a machine with the serial number the ID of the computer and everything so everyone's going to understand cyber forensics by the time we get done with this 3D event and I will tell you this
[01:55:11.705 --> 01:55:15.826]  It's just like a picture that you would take in like 1975.
[01:55:15.826 --> 01:55:19.948]  Let's say you and I, Alex, were out in front of Mount Rushmore and we took a picture.
[01:55:19.948 --> 01:55:22.369]  Pictures back then you couldn't alter.
[01:55:22.369 --> 01:55:23.669]  You could not alter them.
[01:55:23.669 --> 01:55:35.693]  Well, with DNA blood, you can't alter that either, but maybe you could add to it or you could make it, you know, you could maybe add to it or paint it or whatever.
[01:55:36.073 --> 01:55:39.975]  But over here, with a packet capture, you can't change it.
[01:55:39.975 --> 01:55:41.096]  It is what it is.
[01:55:41.096 --> 01:55:42.357]  It's forever captured.
[01:55:42.357 --> 01:55:44.918]  As long as you've captured it, you can't change it.
[01:55:44.918 --> 01:55:46.199]  You can't alter it.
[01:55:46.199 --> 01:55:50.201]  I have talked to now probably 50 forensic experts.
[01:55:50.201 --> 01:55:54.564]  If I meet one that knows anything about it, I say, if you have a packet capture, what would you have?
[01:55:55.084 --> 01:55:56.687]  And they say you have everything.
[01:55:56.687 --> 01:56:00.352]  And I've asked, they said, what if you had every packet capture of the whole election?
[01:56:00.352 --> 01:56:02.976]  They'd say, it's 100%.
[01:56:02.976 --> 01:56:04.718]  It's non-subjective.
[01:56:04.718 --> 01:56:10.767]  So like I said, the system is scared and it's coming out that they destroyed the computers, destroyed the evidence.
[01:56:11.447 --> 01:56:13.649]  George is having to admit fraud.
[01:56:13.649 --> 01:56:24.017]  They're now trying to say, look at this, National Strategy for Countering Domestic Terrorism, put out a week ago by Biden, and actually says right here, questioning elections.
[01:56:24.017 --> 01:56:24.938]  Look at this for TV viewers.
[01:56:24.938 --> 01:56:26.799]  I want to close with this.
[01:56:26.799 --> 01:56:32.764]  Questioning narratives of fraud in the recent general election is an act of terrorism.
[01:56:32.764 --> 01:56:33.945]  Well, that's illegal!
[01:56:33.945 --> 01:56:35.606]  Whether we're right or wrong, we are right.
[01:56:35.606 --> 01:56:38.048]  This tells us they're scared, they're the bad guys.
