[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[00:27:29.867 --> 00:27:35.831]  You're going to lose everything if you don't stand up and act like a man.
[00:27:35.831 --> 00:27:38.013]  Don't people get that?
[00:27:38.013 --> 00:27:43.278]  And I know our listeners understand that, but the globalists miscalculated.
[00:27:43.278 --> 00:27:45.840]  They may have half the American people in a coma.
[00:27:46.809 --> 00:27:47.890]  Roughly, is what the numbers show.
[00:27:47.890 --> 00:27:52.454]  A little more than half don't know what planet they're on.
[00:27:52.454 --> 00:27:53.715]  Liberals, conservatives, it doesn't matter.
[00:27:53.715 --> 00:28:01.241]  They're just a pack of brain-dead entertainment heads, self-propelled stomachs, who basically aren't even alive, in my view.
[00:28:01.241 --> 00:28:07.346]  I'm not going to say they're animals, because at least animals are motivated by some consciousness and an agenda.
[00:28:07.346 --> 00:28:13.892]  They are spectators at their own funeral, at the death of their consciousness.
[00:28:15.319 --> 00:28:16.980]  They don't like reality.
[00:28:16.980 --> 00:28:22.563]  Anthony Guthardt made a great point yesterday in a Facebook message we did, that reality is viral.
[00:28:22.563 --> 00:28:26.725]  Not fake reality TV, not fake stuff they say is reality, but it isn't.
[00:28:26.725 --> 00:28:32.889]  But real reality, teleprompter-free reality, that is viral.
[00:28:32.889 --> 00:28:38.792]  And that's the crossroads that we've now reached.
[00:28:38.792 --> 00:28:44.856]  And we have just seen unprecedented demonization and lies against Infowars the last few months.
[00:28:46.297 --> 00:28:48.899]  And people will pat me on the back and say, man, I'm really sorry, bud.
[00:28:48.899 --> 00:28:52.042]  They're attacking you on local news, local radio, local paper.
[00:28:52.042 --> 00:28:53.804]  I turn on national TV, they're attacking you.
[00:28:53.804 --> 00:28:54.845]  Man, it must be rough.
[00:28:54.845 --> 00:29:00.029]  Must be rough that an occupied government, sworn to enslave the people, doesn't like me?
[00:29:00.029 --> 00:29:03.792]  I absolutely love it!
[00:29:03.792 --> 00:29:06.315]  I came to fight!
[00:29:06.315 --> 00:29:10.598]  The only way that tyrants and evil men flourish is that good men do nothing.
[00:29:10.598 --> 00:29:11.279]  Thomas Jefferson.
[00:29:14.175 --> 00:29:15.536]  The enemy hates me?
[00:29:15.536 --> 00:29:17.597]  The enemy lies about me?
[00:29:17.597 --> 00:29:19.498]  I love it!
[00:29:19.498 --> 00:29:23.361]  Because it means I'm effective.
[00:29:23.361 --> 00:29:31.546]  And see, if you can pick up on that paradox, other people would fall to their knees and roll around in catatonic states being demonized because they don't have a strong self-image.
[00:29:31.546 --> 00:29:32.747]  They don't believe in anything.
[00:29:34.526 --> 00:29:40.288]  Enemies that put fluoride in our water to brain damage our kids and write books bragging about it the White House science czar?
[00:29:40.288 --> 00:29:43.129]  And then I'm upset if they demonize me?
[00:29:43.129 --> 00:29:48.051]  If you're not being demonized by the enemy, folks, you're on the wrong side!
[00:29:48.051 --> 00:29:49.452]  We're on the march.
[00:29:49.452 --> 00:29:51.973]  The Empire's on the run.
[00:29:51.973 --> 00:29:54.654]  Alex Jones and the GCN Radio Network.
[00:29:58.797 --> 00:30:00.218]  Are you looking for affordable housing?
[00:30:00.218 --> 00:30:02.419]  Well, check out these headlines.
[00:30:02.419 --> 00:30:05.802]  60,000 New Yorkers sign up for tiny house development.
[00:30:05.802 --> 00:30:07.263]  265 square foot apartments.
[00:30:07.263 --> 00:30:09.964]  But would you pay $3,000 a month for this?
[00:30:09.964 --> 00:30:14.567]  Next, inside NYC's impossibly small 100 square foot apartment.
[00:30:14.567 --> 00:30:16.529]  It only goes for $2,800 a month.
[00:30:16.529 --> 00:30:19.090]  Or how about life in a 90 square foot box?
[00:30:19.090 --> 00:30:23.973]  Woman's apartment takes cramped New York living to the extreme, but she's living in the West Village for just $775 a month.
[00:30:25.114 --> 00:30:26.415]  And here's one out of New York.
[00:30:26.415 --> 00:30:30.717]  What living in a dumpster for a year taught this professor about the things we don't need.
[00:30:30.717 --> 00:30:32.618]  All these articles have one thing in common.
[00:30:32.618 --> 00:30:36.341]  You are being trained and conditioned to accept less.
[00:30:36.341 --> 00:30:40.623]  We are living in a society that's going through monumental technological changes.
[00:30:40.623 --> 00:30:43.985]  We have the ability to create systems where everyone can prosper.
[00:30:43.985 --> 00:30:45.226]  But what's going on?
[00:30:45.226 --> 00:30:51.449]  The social engineers and social controllers of the world want us to expect less while paying more.
[00:30:51.449 --> 00:30:52.710]  It's all about social control.
[00:30:53.050 --> 00:30:55.072]  And this is the main reason why they won it.
[00:30:55.072 --> 00:30:58.576]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:30:58.576 --> 00:31:02.100]  When cells become toxic, they die early and aging sets in.
[00:31:02.100 --> 00:31:07.927]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing
[00:31:08.007 --> 00:31:08.267]  We're good.
[00:31:28.579 --> 00:31:32.960]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:31:32.960 --> 00:31:37.102]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:31:37.102 --> 00:31:42.043]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:42.043 --> 00:31:46.705]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:31:46.705 --> 00:31:50.186]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:31:50.186 --> 00:31:53.647]  Now available in our limited first run at Infowarslife.com.
[00:31:53.647 --> 00:31:55.447]  That's Infowarslife.com or call 888-253-3139.
[00:31:58.428 --> 00:32:07.930]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winner's Sun, a revolutionary type of vitamin D3.
[00:32:07.930 --> 00:32:12.611]  Winner's Sun is a premium quality vitamin D3 nutritional supplement.
[00:32:12.611 --> 00:32:17.392]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[00:32:17.392 --> 00:32:20.453]  Every batch is analyzed for purity and D3 content.
[00:32:20.453 --> 00:32:22.873]  It's completely free of toxins and allergens.
[00:32:22.873 --> 00:32:26.234]  Simply put, if you want the best at an extremely low price, this is it.
[00:32:26.414 --> 00:32:30.317]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[00:32:30.317 --> 00:32:39.365]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[00:32:39.365 --> 00:32:44.389]  Read the facts at InfoWarsLife.com about Winter Sun vitamin D3.
[00:32:44.389 --> 00:32:49.954]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[00:32:50.294 --> 00:32:52.435]  Something the globalists are targeting.
[00:32:52.435 --> 00:32:55.857]  Visit Infowars.com today or call 888-253-3139.
[00:32:55.857 --> 00:32:57.158]  Fortune favors the bold.
[00:32:57.158 --> 00:33:01.720]  It's Alex Jones.
[00:33:01.720 --> 00:33:07.163]  When I was young, I was the nicest guy I knew.
[00:33:19.332 --> 00:33:29.419]  I thought I was the chosen one But time went by and I found out a thing or two
[00:33:35.274 --> 00:33:42.077]  InfoWars is investigating David Knight, myself, Joe Biggs, the Gulan schools that get billions of dollars of U.S.
[00:33:42.077 --> 00:33:43.638]  tax money.
[00:33:43.638 --> 00:33:47.559]  Their estimated wealth is between 25 and 50 plus billion dollars globally.
[00:33:47.559 --> 00:33:49.080]  They're based out of Turkey.
[00:33:49.080 --> 00:33:51.401]  Their entire board is in Turkey.
[00:33:51.401 --> 00:33:55.742]  They get 500 million a year plus from Texas taxpayers.
[00:33:55.742 --> 00:34:00.504]  In charter school money, and you think you're sending your kid to a regular school, it is a Islamic caliphate.
[00:34:00.504 --> 00:34:01.825]  They actually teach the caliphate.
[00:34:02.722 --> 00:34:09.745]  Then they have Rachel Maddow and everybody get up on MSNBC and say there is no Caliphate, there are no schools, there are no training facilities.
[00:34:09.745 --> 00:34:13.967]  Really, we just had one in Houston this weekend with our drone flying over it.
[00:34:13.967 --> 00:34:18.969]  Looks like a 5A high school.
[00:34:18.969 --> 00:34:23.591]  And Joe Biggs has got his report almost ready with all that.
[00:34:23.591 --> 00:34:26.212]  So, is it connected to that?
[00:34:27.549 --> 00:34:34.473]  Or is the successful hack of Infowars to put up a fake story that the president of Turkey, Ergun, fled to a U.S.
[00:34:34.473 --> 00:34:46.321]  airbase in a coup in Turkey because the Gulan schools are fighting with him, he's suing him here, the head of Gulan hasn't shown up to trial dates, court dates, there's an arrest warrant out.
[00:34:47.816 --> 00:34:49.798]  I mean, that's just the Arab world, folks.
[00:34:49.798 --> 00:35:01.346]  They just fight with each other constantly, and there's no civilization, because everyone is scrabbling for power constantly, instead of just trying to plant crops, or invent things, or build things.
[00:35:01.346 --> 00:35:02.867]  And the Middle East wasn't always like that.
[00:35:02.867 --> 00:35:06.390]  So much of our science came from there, and it didn't used to be so backward.
[00:35:09.397 --> 00:35:15.862]  But it's economy via conquest or economy via innovation?
[00:35:15.862 --> 00:35:25.731]  And all economies have always been a mix of the two, historically, but now we're shifting to an economy of conquest and we're being conquered by the globalists.
[00:35:25.731 --> 00:35:28.173]  We think we're part of the conquering American empire.
[00:35:29.602 --> 00:35:47.386]  Global government is financial institutions with diplomatic immunity above the law that control the UN army known as NATO that are trying to destroy every sovereign country in the world incrementally with a soft kill economic program so they don't know what hit them.
[00:35:47.386 --> 00:35:55.688]  Russia has successfully reverse engineered how they've been taken down, how the communists were put in in 1917, how their population was reduced.
[00:35:56.750 --> 00:35:58.951]  Alexander Solzhenitsyn helped expose it.
[00:35:58.951 --> 00:36:01.353]  I helped reverse engineer it.
[00:36:01.353 --> 00:36:02.494]  I'm not bragging, it's fact.
[00:36:02.494 --> 00:36:07.577]  The Russians have downloaded my info, looked at it, found it to be accurate.
[00:36:07.577 --> 00:36:10.479]  They've now moved on past that and are
[00:36:11.621 --> 00:36:13.623]  Not going along with the New World Order.
[00:36:13.623 --> 00:36:14.904]  I mean, I've always had a global show.
[00:36:14.904 --> 00:36:16.565]  It's about communicating to world leaders.
[00:36:16.565 --> 00:36:17.646]  It's about reaching out to everybody.
[00:36:17.646 --> 00:36:31.198]  It's about... I don't dumb this show down for the dumbed-down masses that think they're liberal because they want to ban Christmas and ban a white Christmas and ban paper bags and ban ethnic food in a college line because it's racist.
[00:36:31.198 --> 00:36:34.782]  Or they want to ban Lynch Hall because they think about lynching.
[00:36:34.782 --> 00:36:35.803]  We don't target
[00:36:36.809 --> 00:36:37.630]  The brain dead.
[00:36:37.630 --> 00:36:40.633]  As Christ said, let the dead bury the dead.
[00:36:40.633 --> 00:36:42.935]  Knock the dust off your feet.
[00:36:42.935 --> 00:36:45.838]  Pearls before swine.
[00:36:45.838 --> 00:36:46.318]  We're here.
[00:36:47.421 --> 00:37:10.868]  Like when I had, basically, he was the head of their parliament, the head of the Diet, the Vice President of Japan on, or the former head of German intelligence on, or the former head of technical at the NSA on, or all these other CIA whistleblowers and CIA aircraft bosses, and I mean, from the bottom to the top, we've had them all on.
[00:37:10.868 --> 00:37:15.309]  Terry Reid, you know, the whole dark alliance
[00:37:16.365 --> 00:37:17.365]  Gary Webb story.
[00:37:17.365 --> 00:37:20.387]  I was talking to Gary Webb two weeks before he got shot twice in the head.
[00:37:20.387 --> 00:37:28.050]  I mean, I interviewed the DC madam a month before she died, and she was trying to tell me stuff off air.
