[00:00:15.608 --> 00:00:17.210]  8-8-7-6-6-6-0-6-6 today.
[01:36:03.796 --> 01:36:10.681]  And Odinga rules it, and when he was in the Senate, Obama's own documents came out where he was telling Odinga how to stage riots!
[01:36:11.281 --> 01:36:14.063]  You think you might have mentioned this in your second Obama film?
[01:36:27.734 --> 01:36:30.857]  About how he said he was going to get out of these countries, but he lied.
[01:36:30.857 --> 01:36:33.199]  How he wasn't going to hire lobbyists, but that's all he hired.
[01:36:33.199 --> 01:36:38.563]  How he said he would make all the bailout money and stimulus money public, and now he makes it secret.
[01:36:38.563 --> 01:36:50.273]  About how he's funded by the globalists, how he funds eugenics, how he's going to have forced youth brigades, and now they've got him on TV in red and black uniforms marching, telling the high school kids they've got to go march in red and black uniforms.
[01:36:50.273 --> 01:36:51.914]  I mean, it's happening, folks!
[01:36:51.914 --> 01:36:55.597]  He's got over a dozen bills introduced to basically end the Second Amendment,
[01:36:55.797 --> 01:37:00.060]  And every time we bring it up, the media says it doesn't exist!
[01:37:00.060 --> 01:37:04.883]  Well, the mainline reporter did ask any questions like this.
[01:37:04.883 --> 01:37:07.584]  He would definitely be out of a job fairly soon.
[01:37:10.430 --> 01:37:12.432]  They're all controlled.
[01:37:12.432 --> 01:37:13.133]  Every one of them.
[01:37:13.133 --> 01:37:13.773]  Absolutely.
[01:37:13.773 --> 01:37:16.876]  And the Republican... You know, I'm not even so much worried about Barack Obama.
[01:37:16.876 --> 01:37:18.037]  He's bad news.
[01:37:18.037 --> 01:37:20.159]  They're trying to make him the messianic savior.
[01:37:20.159 --> 01:37:24.023]  I've got news clips where they call him God on CNBC and MSNBC.
[01:37:24.023 --> 01:37:26.044]  They go, you know, he's like president of the world.
[01:37:26.044 --> 01:37:26.925]  He's like God.
[01:37:26.925 --> 01:37:34.192]  I'm going to play that clip tomorrow because I want to save it so people can actually see the video when we simulcast the weekday show at PrisonPlanet.tv.
[01:37:34.192 --> 01:37:35.253]  They say he is God.
[01:37:35.939 --> 01:37:37.840]  And then I had this weird thing of Bill Clinton.
[01:37:37.840 --> 01:37:43.884]  Don't forget where they say Bill Clinton is the Prince of Peace, like Jesus, in San Antonio.
[01:37:43.884 --> 01:37:52.870]  And then I got him saying David Rockefeller is like Superman saving the black children when the guy openly, you know, this whole foundation is about murdering blacks.
[01:37:52.870 --> 01:37:55.891]  I mean, it's on record, the Rockefeller Foundation.
[01:37:55.891 --> 01:37:59.173]  Google history of Kaiser Wilhelm Institute.
[01:37:59.173 --> 01:38:03.296]  It was established by the Rockefellers.
[01:38:03.296 --> 01:38:04.837]  I mean, you just can't make this up.
[01:38:07.123 --> 01:38:10.385]  Everything Hitler did was from these people!
[01:38:10.385 --> 01:38:12.946]  John in Tampa, you're on the air.
[01:38:12.946 --> 01:38:21.391]  Hey, uh, I just want to wrap this up, how they're targeting the squeeze here locally on us real quick about stuff that's just, like, happening right in front of the headlines.
[01:38:21.391 --> 01:38:31.617]  Uh, you know, like, we belong to a co-op electric company, which, uh, is smaller, so they sent out our, like, carbon tax, gonna be $600 more a year for our power.
[01:38:32.443 --> 01:38:33.124]  Yeah, no, no, no.
[01:38:33.124 --> 01:38:35.426]  They're passing carbon taxes everywhere.
[01:38:35.426 --> 01:38:37.028]  It's going to destroy industry.
[01:38:37.028 --> 01:38:40.812]  They claim the economic stimulus on the news is the carbon tax.
[01:38:40.812 --> 01:38:49.060]  Which, hold on, where China and India and Mexico and hundreds of other countries have zero carbon cuts.
[01:38:49.060 --> 01:38:50.822]  Only we gotta pay it.
[01:38:50.822 --> 01:38:52.804]  Folks, this is to shut us... Sorry, go ahead.
[01:38:53.522 --> 01:39:01.367]  See, the thing is, though, Alex, that a lot of, like, big progressive power and all the power companies are there... The jackass liberals love it!
[01:39:01.367 --> 01:39:05.449]  I mean, I meet these neurotic neighbors, I go, why is your yard dead?
[01:39:05.449 --> 01:39:10.192]  People that are on wells, and they say, oh, I can't water, it'll hurt the earth.
[01:39:10.192 --> 01:39:11.253]  Listen, you idiot!
[01:39:11.253 --> 01:39:12.554]  There's a life cycle!
[01:39:12.554 --> 01:39:15.876]  Take the water out of the ground, it goes up into the clouds, it comes back down!
[01:39:15.876 --> 01:39:17.116]  You idiots!
[01:39:17.116 --> 01:39:19.738]  Sorry, you're being... Listen, listen, listen to this, okay?
[01:39:21.007 --> 01:39:24.389]  The police charged an accident victim.
[01:39:24.389 --> 01:39:29.151]  She was like, she wasn't even charged in the car accident.
[01:39:29.151 --> 01:39:33.793]  She got a bill two or three weeks later for $400 for accident reporting.
[01:39:33.793 --> 01:39:34.294]  No, I know.
[01:39:34.294 --> 01:39:37.955]  The police admit that they're riding everybody tickets, squeezing everybody.
[01:39:37.955 --> 01:39:41.517]  They're arresting ambulance drivers that turn their lights on now.
[01:39:41.517 --> 01:39:43.878]  I mean, everything's falling apart.
[01:39:43.878 --> 01:39:45.699]  I have a bill I haven't gotten to yet.
[01:39:46.337 --> 01:39:53.481]  That it's going to the Governor's desk that says, no more Fourth Amendment, no more Bill of Rights, the CPS can kidnap any kids they want.
[01:39:53.481 --> 01:39:55.522]  I mean, it's just totally criminal!
[01:39:55.522 --> 01:40:02.786]  And the CPS, you know, I was given five, six-year-old numbers, they were five times more likely, Justice Department to abuse kids.
[01:40:02.786 --> 01:40:13.532]  Now I got the new numbers this week, I got it here in the article, that the seven times more dangerous than any other group, and they study all groups, is governments with kids in custody.
[01:40:14.102 --> 01:40:17.145]  The CPS are the ones that need to be shut down.
[01:40:17.145 --> 01:40:27.034]  They say no matter how many kids they kill, no matter how many pedophiles join CPS because they can rape kids and get away with it there, no matter how bad it is, it's still to save kids.
[01:40:27.034 --> 01:40:33.300]  It's okay if they kill a hundred kids to save one kid, and all they do is advertise how parents are bad.
[01:40:33.300 --> 01:40:35.062]  I was reading on one of the local news sites
[01:40:36.121 --> 01:40:38.282]  That was criticizing all of this, sir.
[01:40:38.282 --> 01:40:43.286]  You know, showing the bill, and the CPS workers are going, families are evil, parents abuse their children.
[01:40:43.286 --> 01:40:45.067]  No, the statistics don't lie.
[01:40:45.067 --> 01:40:45.907]  You do!
[01:40:45.907 --> 01:40:49.670]  You degenerate scum that violate the Bill of Rights and Constitution.
[01:40:49.670 --> 01:40:50.950]  Go ahead.
[01:40:50.950 --> 01:40:57.595]  Well, listen, uh, you know, I mean, like, you talk about this stuff, but I'm seeing it here locally, and... I know!
[01:40:57.595 --> 01:40:59.136]  They're taking over!
[01:40:59.136 --> 01:41:02.878]  Believe it or not... Listen, I've had senators on... Alex, listen.
[01:41:03.433 --> 01:41:08.677]  There's 50 protesters out there now, just saying, what happened to my kids?
[01:41:08.677 --> 01:41:11.440]  I mean, on this corner, we're taking their kids.
[01:41:11.440 --> 01:41:12.601]  I know, they pick them up!
[01:41:12.601 --> 01:41:26.853]  Listen, I had a senator on from Georgia, and she named the names, it's in the newspaper, where they go to school, and they go, we need a blonde-haired kid, somebody wants a black-haired white girl that's got a beauty mark, and they literally just grab your kids!
[01:41:26.853 --> 01:41:29.575]  I mean, listen... Okay, okay, I was in Target,
[01:41:30.817 --> 01:41:35.801]  And, uh, like, I got targeted for pickup in Tarjay.
[01:41:35.801 --> 01:41:37.863]  I'm not making this up.
[01:41:37.863 --> 01:41:39.284]  What happened?
[01:41:39.284 --> 01:41:42.787]  Okay, you know, you seem like... Well, I go in there, like, I work construction.
[01:41:42.787 --> 01:41:43.428]  I'm a construction worker.
[01:41:43.428 --> 01:41:46.870]  I got a certain kind of stance, like ironworkers or whatever.
[01:41:46.870 --> 01:41:50.353]  You know, I walk in, and I think that's why I was targeted for the cameras.
[01:41:50.353 --> 01:41:56.999]  But before even this happened, this happened two months ago, I saw, like, 300 of those bubbles they got.
[01:41:58.465 --> 01:42:04.050]  Over at Super Target store, they're like 15 feet apart, the bubble, the camera bubbles.
[01:42:04.050 --> 01:42:04.411]  Oh, I know.
[01:42:04.411 --> 01:42:11.317]  They're just, they're training you over the top, where when you go to the beach now, there's surveillance cameras and things scanning your face.
[01:42:11.317 --> 01:42:12.739]  Folks, listen to me.
[01:42:12.739 --> 01:42:17.343]  Even if you think CPS are the greatest people on earth, why did we have due process before?
[01:42:17.343 --> 01:42:18.644]  Why are they taking children?
[01:42:18.644 --> 01:42:21.227]  They already take kids without warrants, without judge's orders.
[01:42:21.647 --> 01:42:31.118]  And then they got their own sickening family courts and it comes out in national news that these family courts, everyone they look into, the judges are being paid kickback on the number of kids they take.
[01:42:31.118 --> 01:42:32.840]  There's federal bounties!
[01:42:32.840 --> 01:42:35.283]  They grab over a million kids every year!
[01:42:35.283 --> 01:42:38.507]  And it makes me mad!
[01:42:38.507 --> 01:42:41.631]  The government is a bunch of child kidnapping trash!
[01:42:43.442 --> 01:42:45.744]  Don't you know about the eugenicist Nazis?
[01:42:45.744 --> 01:42:47.866]  Kidnapping everybody's kids, and the Soviets?
[01:42:47.866 --> 01:42:49.847]  And the communist Chinese?
[01:42:49.847 --> 01:42:52.209]  It's the same thing, it's what government does!
[01:42:52.209 --> 01:42:55.071]  Kids are valuable!
[01:42:55.071 --> 01:42:57.934]  There's people that want to adopt them!
[01:42:57.934 --> 01:43:01.276]  This is how they operate, this is how they work!
[01:43:01.276 --> 01:43:06.881]  And it just tears my guts out, man, it tears my guts out to know I'm right about this, to know it's real.
[01:43:06.881 --> 01:43:09.143]  I'm gonna tell you about this bill when we get back, I forgot to get to it.
[01:43:10.367 --> 01:43:11.629]  It's going to the governor's desk.
[01:43:11.629 --> 01:43:15.854]  By the way, this bill wasn't even passed after it was in committee.
[01:43:15.854 --> 01:43:19.117]  Kirk Watson tagged it onto a bill through corrupt House rules.
[01:43:19.117 --> 01:43:22.501]  I tell you, there's nobody worse in the Texas Senate than Kirk Watson.
[01:43:22.501 --> 01:43:24.424]  That unbelievable monster.
[01:43:25.879 --> 01:43:30.141]  Less than a century ago, half of the American public grew much of their own food.
[01:43:30.141 --> 01:43:34.522]  Today, it's been estimated that only 1% of Americans still grow their own food.
[01:43:34.522 --> 01:43:39.024]  During the Great Depression, over 18 million people suffered from starvation.
[01:43:39.024 --> 01:43:45.226]  And as America continues down its current path, for many, the reality of another depression is a very serious concern.
[01:43:45.766 --> 01:43:53.434]  With massive layoffs and unemployment at record levels, growing your own food will help you save money that you'd normally spend at the grocery store.
[01:43:53.434 --> 01:44:00.241]  Invest in your family's future by stocking up with your very own supply of seeds available from GetSeeds.net.
[01:44:00.241 --> 01:44:07.268]  Each order includes over 14,000 non-GMO, chemical-free seeds that will provide you with food for years.
[01:44:07.268 --> 01:44:07.588]  Call 877
[01:44:08.789 --> 01:44:14.871]  Call 877-394-6657 to get 100 varieties of our heirloom seeds for just $49.
[01:44:14.871 --> 01:44:25.196]  Once again, that's getseeds.net or call 877-394-6657 to establish your own food supply today.
[01:44:25.196 --> 01:44:30.438]  The word catastrophe is defined as a sudden and widespread disaster.
[01:44:30.438 --> 01:44:33.639]  The only way to be truly ready is to prepare yourself now.
[01:44:34.139 --> 01:44:40.381]  The7store.net is here to make sure you are fully prepared in the event of any catastrophe.
[01:44:40.381 --> 01:44:52.586]  The7store.net carries high quality storable MREs, storable and freeze-dried foods, survival gear, terror and pandemic kits, water storage, self-reliant items, and more.
[01:44:52.586 --> 01:44:54.926]  All with a low price guarantee.
[01:44:54.926 --> 01:45:00.288]  We are ready to answer your questions and offer advice on preparedness, food storage, and more.
[01:45:00.288 --> 01:45:01.329]  See why The7store.net is
[01:45:03.848 --> 01:45:05.710]  When you hear the words water purification, what comes
[01:45:29.650 --> 01:45:33.235]  The Berkey Water Purification Systems, this message is for you.
[01:45:33.235 --> 01:45:36.960]  Did you know that over 60% of municipal water contains fluoride?
[01:45:36.960 --> 01:45:44.650]  At less than 2 cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine, fluoride, and contaminants.
[01:45:44.650 --> 01:45:45.090]  We're good to go.
[01:46:14.656 --> 01:46:21.699]  Today, we cannot afford to ignore the current state of our country, the economy, job layoffs, mass foreclosures, and now we are all at risk of being exposed to this new flu pandemic.
[01:46:37.404 --> 01:46:42.246]  The Center for Disease Control has declared a public health emergency across the United States.
[01:46:42.246 --> 01:46:43.907]  What can you do to prepare yourself?
[01:46:43.907 --> 01:46:46.388]  The answer is ZeroFlu.com.
[01:46:46.388 --> 01:46:50.150]  ZeroFlu.com offers you the very best at air purifiers.
[01:46:50.150 --> 01:47:02.875]  These revolutionary air purifiers protect up to 3,000 square feet of your home and stop 99.9% of airborne allergens, influenza, bacteria, viruses, pollen, dust, pet dander, black mold, MRSA, and more.
[01:47:03.115 --> 01:47:05.536]  Not only from the air, but from all surfaces.
[01:47:05.536 --> 01:47:08.436]  With no filters to replace ever, you save money.
[01:47:08.436 --> 01:47:09.757]  Prepare yourself today.
[01:47:09.757 --> 01:47:11.977]  To learn more, visit ZeroFlu.com.
[01:47:11.977 --> 01:47:13.698]  That's ZeroFlu.com.
[01:47:13.698 --> 01:47:14.438]  Or call 888-766-6066.
[01:47:14.438 --> 01:47:14.938]  888-766-6066 today.
[01:47:14.938 --> 01:47:15.478]  ZeroFlu.com.
[01:47:15.478 --> 01:47:17.959]  Protecting you and your family, one day at a time.
[01:47:17.959 --> 01:47:18.879]  You're listening to GCN.
[01:47:30.847 --> 01:47:32.528]  You know something?
[01:47:32.528 --> 01:47:39.412]  I'm gonna say it again.
[01:47:39.412 --> 01:47:45.956]  People get upset and fired about their hockey team or about the Cowboys or about Michigan State or whatever.
[01:47:45.956 --> 01:47:48.017]  I get upset!
[01:47:48.746 --> 01:47:53.167]  I mean, I read the CPS orders where they file fake reports and are so lazy.
[01:47:53.167 --> 01:47:57.288]  They won't even file the report with the right kid's name in one case I covered.
[01:47:57.288 --> 01:47:58.409]  It was just a wrong name.
[01:47:58.409 --> 01:47:59.349]  They said the kid was three.
[01:47:59.349 --> 01:48:00.489]  It was a newborn baby.
[01:48:00.489 --> 01:48:01.489]  They went and snatched it.
[01:48:01.489 --> 01:48:03.110]  No judge, no jury.
[01:48:03.110 --> 01:48:05.930]  Well, now they've introduced a bill where it's not even that.
[01:48:05.930 --> 01:48:07.251]  They can have your medical records.
[01:48:07.251 --> 01:48:08.791]  They can snatch your kid.
[01:48:08.791 --> 01:48:09.471]  Anything.
[01:48:09.471 --> 01:48:11.572]  Now, this will get thrown out by the Texas Supreme Court.
[01:48:12.441 --> 01:48:15.189]  And they're doing this because they snagged those 400 kids.
[01:48:15.189 --> 01:48:16.974]  And I don't care if those were weirdos out there.
[01:48:16.974 --> 01:48:18.438]  They get their due process.
[01:48:18.438 --> 01:48:19.661]  And they had to release them.
[01:48:22.130 --> 01:48:24.292]  Remember when the Mormons split off group?
[01:48:24.292 --> 01:48:30.337]  So they're trying this, and Kirk Watson, I remember him grabbing all that land out west of Austin and making taxpayers pay for it.
[01:48:30.337 --> 01:48:32.159]  They wouldn't let the people that owned it build on it.
[01:48:32.159 --> 01:48:41.427]  Saying that because of salamanders, as soon as Kirk Watson and his little private bank out there on the edge of town, as soon as that happened, oh, we can build ranchettes on this now!
[01:48:41.427 --> 01:48:45.390]  Yeah, we can let select developers build stuff out there.
[01:48:45.390 --> 01:48:49.974]  When he was mayor of Austin, these people make, but they're for the earth, just like the liberals.
[01:48:50.401 --> 01:48:54.544]  You know, just like the, oh, Margaret Singer loves the black people.
[01:48:54.544 --> 01:49:01.910]  Ted Turner and David Rockefeller had a secret meeting to reduce the blacks' numbers because they love them so much.
[01:49:01.910 --> 01:49:04.872]  Oh, it's so liberal.
[01:49:04.872 --> 01:49:08.155]  You see, they can't come take your house or your kids or your land.
[01:49:08.155 --> 01:49:09.376]  They just come and say, I'm taking it.
[01:49:09.376 --> 01:49:10.356]  You'll fight back.
[01:49:10.356 --> 01:49:12.218]  But if they come and say, oh, you've been bad.
[01:49:12.218 --> 01:49:13.078]  It's for your own good.
[01:49:13.078 --> 01:49:14.239]  It's for the planet.
[01:49:14.239 --> 01:49:15.901]  You'll put up with it.
[01:49:15.901 --> 01:49:17.642]  I tell you, Kirk Watson makes me sick.
[01:49:19.155 --> 01:49:23.257]  I mean, he's the quintessential little oily fat cat.
[01:49:23.257 --> 01:49:28.540]  One night they were doing Beyond the Beltway up here, a nationally syndicated show out of the same studios here as they were traveling.
[01:49:28.540 --> 01:49:32.462]  Producer Dumont comes on after this show here on this station and others.
[01:49:32.462 --> 01:49:35.423]  And Watson came in and saw me and literally turned white when I was leaving.
[01:49:35.423 --> 01:49:38.485]  And I said, ah, Watson, I'm not going to be mean to you.
[01:49:38.485 --> 01:49:39.365]  Have a nice day, Watson.
[01:49:39.838 --> 01:49:41.018]  You're going to hell, don't worry.
[01:49:41.018 --> 01:49:42.999]  I didn't say that to him.
[01:49:42.999 --> 01:49:44.739]  But, you know, I'm a professional guy.
[01:49:44.739 --> 01:49:54.022]  I just can't get up here and think about them snatching people's kids without due process and to know, you know, literally, I scan the news four, five, five, six hours sometimes.
[01:49:54.022 --> 01:50:00.244]  Sometimes I get addicted and might scan for five, six hours at a time, you know, at night alone.
[01:50:00.244 --> 01:50:04.885]  But every day, four or five hours, you know, split up in the morning and at lunch and at night.
[01:50:04.885 --> 01:50:07.946]  And every day I see articles in Austin where I live.
[01:50:08.652 --> 01:50:11.114]  Where it'll say, oh, a mother arrested for child abuse.
[01:50:11.114 --> 01:50:12.636]  And I go, it's not going to be a mother.
[01:50:12.636 --> 01:50:14.898]  Five paragraphs in.
[01:50:14.898 --> 01:50:18.381]  In fact, I'll be sitting there at the breakfast table reading the paper and I'll say to my wife, watch this.
[01:50:18.381 --> 01:50:21.945]  It says a mother put her kid in a hot tub and boiled its skin off.
[01:50:21.945 --> 01:50:24.327]  It's going to be a foster parent.
[01:50:24.327 --> 01:50:29.132]  It'll say parent arrest because they don't want to say, they want to put the propaganda on the idea of parents.
[01:50:29.132 --> 01:50:30.633]  They play little semantical games.
[01:50:30.633 --> 01:50:33.156]  And then I'll open the next page and I'll say, oh, I'm right.
[01:50:33.746 --> 01:50:36.267]  How many times have you seen me do that at the office, Paul?
[01:50:36.267 --> 01:50:38.569]  I mean, I know how they operate.
[01:50:38.569 --> 01:50:40.470]  And it'll say, oh, the foster parent.
[01:50:40.470 --> 01:50:42.251]  Some lazy Ph.D.
[01:50:42.251 --> 01:50:43.211]  They're always a Ph.D.
[01:50:43.211 --> 01:50:45.012]  They couldn't get a regular job.
[01:50:45.012 --> 01:50:46.773]  They're lazy.
[01:50:46.773 --> 01:50:48.354]  They don't contribute to society.
[01:50:48.354 --> 01:50:52.457]  They just go out and they warehouse four or five kids at their house, and they make money off of them.
[01:50:52.457 --> 01:50:54.218]  And when they're bad, they put them in boiling water.
[01:50:54.218 --> 01:50:56.339]  They probably took the kid because the kid had a bruise on their leg.
[01:50:57.532 --> 01:50:59.013]  And now they're going to go in some boiling water.
[01:50:59.013 --> 01:51:00.494]  Now they're going to get their teeth pulled out.
[01:51:00.494 --> 01:51:04.195]  I mean, how many courts have ruled that the state can keep kids in cages?
[01:51:04.195 --> 01:51:12.099]  I always hear, a repairman saw the kids living in cages, but the state has ruled that the foster parent can keep the children in cages.
[01:51:12.099 --> 01:51:14.701]  They just can't do it more than 14 hours a day.
[01:51:14.701 --> 01:51:16.782]  You can go read those cases.
[01:51:16.782 --> 01:51:18.022]  You think I'm joking?
[01:51:18.022 --> 01:51:22.025]  I have the Buffalo News.
[01:51:22.025 --> 01:51:23.165]  And I have the London Guardian.
[01:51:23.165 --> 01:51:24.826]  Same day this came out, Thursday.
[01:51:26.314 --> 01:51:31.956]  And it says, oh the police can taser you to make you answer questions or to give DNA.
[01:51:31.956 --> 01:51:38.338]  So Art Acevedo now out at these warrantless checkpoints where they have these blank warrants signed by judges without true probable cause.
[01:51:38.338 --> 01:51:40.859]  Some stations do it without warrants like Indiana does.
[01:51:41.719 --> 01:51:42.680]  Oh, right.
[01:51:42.680 --> 01:51:43.660]  I guess I'll put away my notes.
[01:51:43.660 --> 01:51:44.680]  I was getting ready to do it myself.
[01:51:44.680 --> 01:51:45.101]  Yeah, yeah.
[01:51:45.101 --> 01:51:49.603]  The only thing that was stopping me was their opening interview doesn't have quite the timbering to it.
[01:51:49.603 --> 01:51:49.843]  What the...
[01:52:01.863 --> 01:52:05.884]  And they tell you torturing people with waterboarding or raping their kids in front of them.
[01:52:05.884 --> 01:52:07.124]  The Army's own report.
[01:52:07.124 --> 01:52:10.665]  The Army admits they rape kids in front of their parents and they say that isn't torture.
[01:52:10.665 --> 01:52:12.886]  That's like 95% of the job, right?
[01:52:12.886 --> 01:52:13.986]  Army report.
[01:52:13.986 --> 01:52:14.867]  Yeah, right.
[01:52:14.867 --> 01:52:16.607]  Abu Ghraib raping children.
[01:52:16.607 --> 01:52:21.248]  You'll have MSNBC and you'll have New Yorker magazine.
[01:52:21.248 --> 01:52:22.449]  In fact, they don't believe me.
[01:52:22.449 --> 01:52:24.089]  Guys, right now, I want to read the headlines.
[01:52:24.089 --> 01:52:24.909]  I didn't print them.
[01:52:24.909 --> 01:52:26.910]  Google Army report.
[01:52:28.755 --> 01:52:31.678]  Children raped.
[01:52:31.678 --> 01:52:37.103]  And give me the MSNBC New Yorker magazine.
[01:52:37.103 --> 01:52:40.586]  Because I know you're cowardly, some of you out there, and you want to deny what's going on.
[01:52:40.586 --> 01:52:42.868]  Or maybe you're saying I'm the extremist.
[01:52:42.868 --> 01:52:44.750]  How dare you not want to rape children, Alex?
[01:52:44.750 --> 01:52:50.535]  How dare you not want the government to be kidnapping children and taking them to government rape rooms with big fat pedophiles that have their way with them?
[01:52:51.203 --> 01:52:52.486]  Where do you think the pedophiles go?
[01:52:52.486 --> 01:52:55.852]  They go become cruelty officers and CPS people.
[01:52:55.852 --> 01:52:57.415]  You know about the Texas Youth Commission?
[01:52:57.415 --> 01:53:02.886]  The media focused on the human cockfighting with kids beating each other to death?
[01:53:02.886 --> 01:53:03.086]  No!
[01:53:03.951 --> 01:53:05.812]  They were pimping little kids out!
[01:53:05.812 --> 01:53:09.554]  That's what the Texas Rangers tried to stop, but no, they weren't allowed to!
[01:53:09.554 --> 01:53:13.856]  Because it was judges making the money off of pimping the kids!
[01:53:13.856 --> 01:53:14.857]  You're evil!
[01:53:14.857 --> 01:53:17.959]  And let me tell you, I get angry about real issues!
[01:53:17.959 --> 01:53:25.163]  I haven't been killed, I haven't been lobotomized, I haven't had my manhood taken, I haven't had my soul taken while I'm recognizing evil.
[01:53:25.163 --> 01:53:29.265]  You go yell and scream about your stupid, fake manhood sports.
[01:53:29.265 --> 01:53:33.167]  I'll yell and scream with what my manhood was meant for to fight tyranny!
[01:53:34.393 --> 01:53:36.215]  See how that's a false expression?
[01:53:36.215 --> 01:53:41.119]  They make you use up your manhood on fake baloney.
[01:53:41.119 --> 01:53:43.021]  And it'd be fine if we weren't going to hell in a handball.
[01:53:43.021 --> 01:53:44.643]  You get to spend your time enjoying sports.
[01:53:44.643 --> 01:53:52.249]  I'm not saying that, but when you get upset about it and cry and yell, then you're the first one to tell me I'm weird, because I think this is bad.
[01:53:52.249 --> 01:53:53.731]  Ruling allows.
[01:53:53.731 --> 01:53:57.754]  Taser used to get DNA, maybe Nations First.
[01:53:57.754 --> 01:53:58.595]  Actually, I googled it.
[01:53:58.595 --> 01:53:59.496]  It's not the Nations First.
[01:54:01.061 --> 01:54:11.341]  And it says it's legally permissible for police to zap a suspect with a taser to obtain DNA samples as long as it's not done maliciously or to an excessive extent or with resulting injury.
[01:54:12.836 --> 01:54:16.197]  So that ruins a lie, saying it doesn't injure you and doesn't hurt you.
[01:54:16.197 --> 01:54:17.918]  That's torture!
[01:54:17.918 --> 01:54:18.918]  That's torture!
[01:54:18.918 --> 01:54:20.339]  Oh, you won't pee in a cup?
[01:54:20.339 --> 01:54:24.861]  I'm gonna chain you down and electrocute you!
[01:54:24.861 --> 01:54:27.021]  And I'm the extremist because I'm saying that's wrong.
[01:54:27.021 --> 01:54:28.222]  I got another one here.
[01:54:28.222 --> 01:54:30.723]  Ship encounters encourages residents.
[01:54:31.383 --> 01:54:33.404]  To report out-of-state license plates.
[01:54:33.404 --> 01:54:34.305]  I've got stacks of these.
[01:54:34.305 --> 01:54:35.505]  I've got like 50 of these.
[01:54:35.505 --> 01:54:36.546]  I haven't even covered 30, 40, 50.
[01:54:36.546 --> 01:54:39.027]  I don't know, a huge stack of articles.
[01:54:39.027 --> 01:54:41.028]  And again, it's always petty things.
[01:54:41.028 --> 01:54:42.049]  Oh, report child abuse.
[01:54:42.049 --> 01:54:44.550]  Oh, report out-of-state plates if your neighbor hasn't changed them.
[01:54:44.550 --> 01:54:45.431]  They're a scofflaw.
[01:54:45.431 --> 01:54:47.572]  We're not able to scan and read those here locally.
[01:54:47.572 --> 01:54:48.712]  Go ahead and report your neighbor.
[01:54:48.712 --> 01:54:49.793]  Report your neighbor for pot.
[01:54:49.793 --> 01:54:50.933]  Report your neighbor for this.
[01:54:50.933 --> 01:54:52.294]  Report your neighbor for that.
[01:54:52.294 --> 01:54:54.876]  Every day I see articles where carpet cleaners are worn out.
[01:54:55.996 --> 01:54:59.797]  Realtors are in people's houses and seek gun cases and call the cops on them.
[01:54:59.797 --> 01:55:03.818]  Like guns are illegal because they teach these morons that on the nightly news.
[01:55:03.818 --> 01:55:07.378]  Guns aren't illegal you stupid cowardly chicken neck pieces of filth!
[01:55:07.378 --> 01:55:15.140]  Don't you understand you're gonna have everything taken from you by these offshore banks because you've turned into domesticated foolish scum!
[01:55:15.140 --> 01:55:16.220]  I'm sick of tyranny!
[01:55:16.220 --> 01:55:18.521]  I want to defeat the new world order!
[01:55:18.521 --> 01:55:23.102]  CHP encourages residents to report out-of-state license plates.
[01:55:23.102 --> 01:55:25.142]  California Highway Patrol is out to catch
[01:55:26.078 --> 01:55:27.800]  Cheaters, oh!
[01:55:27.800 --> 01:55:29.161]  How about yourselves?
[01:55:29.161 --> 01:55:33.265]  The CHP is asking people to report those who drive around with out-of-state license plates.
[01:55:33.265 --> 01:55:40.411]  The program is called Californians Help Eliminate All the Evasive Registration Scofflaws or Cheaters.
[01:55:40.411 --> 01:55:42.793]  And again, the cops could pull people over with out-of-state plates.
[01:55:42.793 --> 01:55:47.978]  It's about making, they always make the most basic thing illegal, or the perception of illegal.
[01:55:48.450 --> 01:55:54.533]  It's like when they tell cops, if you pull somebody over and they've got a road almanac, they're probably a terrorist.
[01:55:54.533 --> 01:55:57.454]  Or if they got a Ron Paul sticker, they're probably a terrorist.
[01:55:57.454 --> 01:56:01.356]  Because see, if they can sell you to start looking when you're in people's houses.
[01:56:01.356 --> 01:56:06.818]  By the way, you know most carpet cleaner companies and people make more money off tattling on you than they do off cleaning your carpets.
[01:56:06.818 --> 01:56:09.940]  You know, most carpet cleaning companies, big ones, just lose money.
[01:56:09.940 --> 01:56:12.181]  The money is in the tattling and scoping your house.
[01:56:12.785 --> 01:56:18.469]  Because, uh, the company, uh, ends up getting about 20% or any fines or fees or payoffs.
[01:56:18.469 --> 01:56:19.450]  That's on record.
[01:56:19.450 --> 01:56:21.972]  And then they give a little goody to their little spy.
[01:56:21.972 --> 01:56:27.076]  So while you're out of the room and the carpet cleaner's in there, cleaner and the plumber's in there, he's digging around through everything you got.
[01:56:27.076 --> 01:56:28.817]  This country's like the Soviet Union.
[01:56:28.817 --> 01:56:31.840]  And again, I'm the weirdo because I don't like it.
[01:56:31.840 --> 01:56:32.640]  See, you got a problem.
[01:56:32.640 --> 01:56:35.222]  We were all taught that was the Soviet Union, that was Nazi Germany.
[01:56:35.222 --> 01:56:37.084]  But see, now we're being taught it's good.
[01:56:37.084 --> 01:56:38.004]  No, it isn't good.
[01:56:38.004 --> 01:56:38.785]  It's degenerate.
[01:56:41.497 --> 01:56:41.997]  Unbelievable.
