[00:00:00.069 --> 00:00:01.410]  Coconut oils.
[01:48:05.173 --> 01:48:08.375]  You're listening to the Alex Jones Broadcasting Network.
[01:48:14.164 --> 01:48:19.791]  I'd like to share a revelation that I've had during my time here.
[01:48:19.791 --> 01:48:24.436]  It came to me when I tried to classify your species.
[01:48:24.436 --> 01:48:28.020]  I realized that you're not actually mammals.
[01:48:29.574 --> 01:48:37.396]  Every mammal on this planet instinctively develops a natural equilibrium with the surrounding environment.
[01:48:37.396 --> 01:48:39.857]  But you humans do not.
[01:48:39.857 --> 01:48:43.417]  You move to an area and you multiply.
[01:48:43.417 --> 01:48:48.619]  You multiply until every natural resource is consumed.
[01:48:48.619 --> 01:48:53.400]  The only way you can survive is to spread to another area.
[01:48:59.226 --> 01:49:04.009]  There is another organism on this planet that follows the same pattern.
[01:49:04.009 --> 01:49:07.230]  Do you know what it is?
[01:49:07.230 --> 01:49:10.212]  A virus.
[01:49:10.212 --> 01:49:12.473]  Human beings are a disease.
[01:49:12.473 --> 01:49:15.315]  A cancer of this planet.
[01:49:15.315 --> 01:49:16.736]  You are a plague.
[01:49:25.805 --> 01:49:29.913]  Resistance to tyrants is obedience to God.
[01:49:29.913 --> 01:49:31.637]  It's Alex Jones.
[01:49:33.368 --> 01:49:36.610]  Russell, I want to talk about some good news from my perspective.
[01:49:36.610 --> 01:49:43.153]  Nobody's saying Assad's a good guy, but the West did start the war, did fund the rebels starting two and a half years ago.
[01:49:43.153 --> 01:49:56.180]  And for the first time since 1782, when the British Parliament voted to end the war against the colonies, they voted down the Prime Minister in the UK, David Cameron, wanting to go to war.
[01:49:57.220 --> 01:50:03.422]  Obama, he has a 9% approval rating on this war in a Reuters, Washington Post poll.
[01:50:03.422 --> 01:50:06.483]  I mean, when Bush did all these lies, he had a 72.
[01:50:06.483 --> 01:50:07.823]  Now it's very unpopular.
[01:50:07.823 --> 01:50:22.427]  I see this as a sea change where libertarians, conservatives, liberals, everybody I know sees through this and knows that it's about the takeover of the Middle East that Wesley Clark exposed, the seven nations they wanted to target.
[01:50:23.607 --> 01:50:26.549]  I went through the Pentagon 10 days after 9-11.
[01:50:26.549 --> 01:50:33.434]  And an officer from the Joint Staff called me into his office and said, I want you to know, he said, sir, we're going to attack Iraq.
[01:50:33.434 --> 01:50:34.194]  And I said, why?
[01:50:34.194 --> 01:50:37.496]  He said, we don't know.
[01:50:37.496 --> 01:50:40.178]  And then I came back to the Pentagon about six weeks later.
[01:50:40.178 --> 01:50:41.059]  I saw the same officer.
[01:50:41.059 --> 01:50:43.821]  I said, why haven't we attacked Iraq?
[01:50:43.821 --> 01:50:45.002]  Are we still going to attack Iraq?
[01:50:45.002 --> 01:50:46.883]  He said, oh, sir, he says, it's worse than that.
[01:50:46.883 --> 01:50:50.085]  He said, I just got this memo from the Secretary of Defense's office that says we're going to attack
[01:50:50.911 --> 01:50:55.033]  And destroy the governments in seven countries in five years.
[01:50:55.033 --> 01:51:02.756]  We're going to start with Iraq and then we're going to move to Syria, Lebanon, Libya, Somalia, Sudan, and Iran.
[01:51:02.756 --> 01:51:12.521]  What is your view on Syria and are you optimistic and excited that the UK Parliament, for the first time in 200 years, did the right thing on war?
[01:51:14.068 --> 01:51:21.076]  I certainly agree with you that that vote is the result of widespread disillusionment with the political process.
[01:51:21.076 --> 01:51:29.006]  I think that obviously the Middle East is one of the most complex issues in contemporary world affairs and has been for millennia.
[01:51:29.606 --> 01:51:43.004]  What I believe is that our focus has to be the humanitarian aspect, the displaced refugees and the hundreds of thousands that are suffering as a result of military conflict in that area.
[01:51:43.004 --> 01:51:45.968]  What I also believe, Alex, is that
[01:51:47.060 --> 01:51:51.881]  These affairs are conducted behind a veil of disingenuity and duplicity.
[01:51:51.881 --> 01:51:55.461]  It's very difficult for any of us to understand what's truly happening.
[01:51:55.461 --> 01:52:00.762]  My experience tells me that whatever they are telling me, I intuitively don't trust.
[01:52:00.762 --> 01:52:06.303]  It's typically about the interests of business and government and how they align with one another.
[01:52:06.303 --> 01:52:10.484]  So that's what I'm going to assume until I hear otherwise.
[01:52:10.484 --> 01:52:14.325]  The claims were going into Iraq and Afghanistan were duplicitous.
[01:52:16.645 --> 01:52:25.592]  The starting point I have is going to be not to trust any advocacy of military action in Syria.
[01:52:25.592 --> 01:52:31.878]  Whilst it's not an issue I can pretend to fully understand, it seems like it's extremely complex that there are many factions fighting there.
[01:52:31.878 --> 01:52:34.400]  There's no clear good, even, bad situation.
[01:52:34.400 --> 01:52:35.801]  Absolutely.
[01:52:35.801 --> 01:52:39.343]  Ron Paul recently came out and said he basically thinks it's a false flag.
[01:52:39.343 --> 01:52:42.146]  There's evidence that the Al-Qaeda groups staged a chemical attack.
[01:52:42.846 --> 01:52:47.270]  We're not really positive who set off the gas.
[01:52:47.270 --> 01:52:51.053]  The group that's most likely to benefit from that is Al-Qaeda.
[01:52:51.053 --> 01:52:52.395]  I think it's a false flag.
[01:52:52.395 --> 01:52:54.817]  I think really, indeed.
[01:52:54.817 --> 01:52:57.719]  It is obviously an incredibly complex situation.
[01:52:57.719 --> 01:52:58.400]  In closing,
[01:52:58.700 --> 01:53:01.523]  Because this happens to me a lot every time I finish an interview.
[01:53:01.523 --> 01:53:06.089]  After it ends, there's something or a group of things I wish that I would have said.
[01:53:06.089 --> 01:53:08.432]  Russell Brand, we really appreciate your time.
[01:53:08.432 --> 01:53:15.581]  In closing, in a minute or two, any other key points that you'd like to put out there to the millions that will end up watching and listening to this?
[01:53:16.909 --> 01:53:20.550]  Well, Alex, I think probably you and me are coming at things from a different perspective.
[01:53:20.550 --> 01:53:27.433]  But me, I see my views are more informed by socialism, even Marxism.
[01:53:27.433 --> 01:53:31.234]  But I think, ultimately, what we believe in is freedom and truth.
[01:53:31.234 --> 01:53:44.879]  And I think that as long as people respect each other's differences, and also acknowledge that we, the people struggling against oppression, have more in common with each other than we do than the people that control us, then I think there's a chance for unity and change.
[01:53:45.680 --> 01:54:08.215]  Sure, I mean, I think that at a level you can see as a counter to the centralized corporatist communism, socialism, but then you realize that they selectively use the deployment of collectivism to only create a permanent peasant class to control us, so that we never have come to the libertarian view of the individual being empowered and having a giant middle class.
[01:54:08.215 --> 01:54:10.997]  I mean, what's your view of, say, libertarianism or Ron Paul?
[01:54:10.997 --> 01:54:13.699]  I mean, off-air, you said that you were aware of my work.
[01:54:13.699 --> 01:54:15.520]  What's your view for folks of what I do?
[01:54:16.801 --> 01:54:22.245]  I think that you're fantastic because you're challenging authority and you're challenging the status quo, so I agree with you.
[01:54:22.245 --> 01:54:29.910]  But for me, the number one priority for anyone who wants social change has to be the welfare of those most in need of it.
[01:54:29.910 --> 01:54:33.513]  The support of society's poorest and most vulnerable.
[01:54:34.333 --> 01:54:43.482]  And for me that's not socialism, if anything it's Christian, it's spiritual, that's why I believe it's the most important issue.
[01:54:43.482 --> 01:54:48.087]  I think if you're in a position of power and your priority is not helping the poor and the dispossessed,
[01:54:48.726 --> 01:54:50.666]  Then you shouldn't be in power.
[01:54:50.666 --> 01:54:59.208]  Now, of course, a healthy society across the board, you know, and hierarchies are always going to be to a degree necessary.
[01:54:59.208 --> 01:55:04.049]  But for me, on a deeper human level, I feel our obligation is to help those that are suffering.
[01:55:04.049 --> 01:55:04.269]  Sure.
[01:55:04.269 --> 01:55:06.290]  You've got a giant Twitter account.
[01:55:06.290 --> 01:55:06.890]  What is it?
[01:55:06.890 --> 01:55:09.711]  Rusty Rockets.
[01:55:09.711 --> 01:55:15.212]  Is there any other places on the web people should visit other than that and your TV site?
[01:55:16.149 --> 01:55:18.991]  Nah, that's all cool for me, mate.
[01:55:18.991 --> 01:55:22.814]  I already follow you and stuff, but let's keep this dialogue going and I hope I see you in Austin.
[01:55:47.890 --> 01:55:55.175]  Well, that whilst Hitler's actions were deplorable, it's not his extremism that is terrifying, it's his mundanity.
[01:55:55.175 --> 01:56:04.141]  He was just a normal man created by a number of geopolitical, economic, and religious circumstances at the time.
[01:56:04.141 --> 01:56:04.782]  Versailles!
[01:56:04.782 --> 01:56:11.887]  Yeah, of course Versailles and the anti-Semitism that was very prominent in that part of Europe at that time.
[01:56:13.288 --> 01:56:17.632]  But now, in those days it was clear what evil was.
[01:56:17.632 --> 01:56:19.213]  Ah, evil is Adolf Hitler.
[01:56:19.213 --> 01:56:23.417]  Now evil comes dressed in the white of Ronald McDonald.
[01:56:23.417 --> 01:56:26.259]  Now evil is hidden behind the Apple logo.
[01:56:26.259 --> 01:56:31.444]  Now evil is indecipherable in derivative bundles and in dispossessed millions.
[01:56:31.444 --> 01:56:35.007]  So again, it's about the narrative and the way we're told stories.
[01:56:35.427 --> 01:56:35.948]  Exactly.
[01:56:35.948 --> 01:56:41.554]  It knows how to hide and deciphering it, and knowing what evil is, is really the answer.
[01:56:41.554 --> 01:56:46.140]  Russell Brand, thank you so much, and I look forward to hopefully meeting you when you're in Austin in a few weeks.
[01:56:46.140 --> 01:56:47.321]  I'll be at your show regardless.
[01:56:47.321 --> 01:56:48.823]  Stay in touch, Alex.
[01:56:48.823 --> 01:56:49.824]  I can't wait to see you.
[01:56:49.824 --> 01:56:50.224]  Thank you, sir.
[01:56:50.224 --> 01:56:50.485]  Goodbye.
[01:56:52.503 --> 01:57:00.108]  Well, folks, there goes Russell Brand, and I have been told by David Icke that he was a listener, and we got a hold of him and discovered he was.
[01:57:00.108 --> 01:57:06.092]  We found out he was following us on Twitter at RealAlexJones and got him on, and I've been fascinated with his work for a few years.
[01:57:06.092 --> 01:57:13.316]  He's been around for a long time, but he certainly has gone from just kind of being the wild party animal guy to being a serious thinker.
[01:57:13.316 --> 01:57:14.837]  You can tell he's a smart guy.
[01:57:14.837 --> 01:57:18.440]  And look, folks, you know I don't like communism, but he's on a journey here.
[01:57:18.440 --> 01:57:20.181]  He said that was a long time ago.
[01:57:20.181 --> 01:57:21.522]  Now his views are changing.
[01:57:22.262 --> 01:57:29.144]  We have to reach out to everybody, especially if they're outside the box and want to try to make connections to others.
[01:57:29.144 --> 01:57:36.207]  And so this is how those of us that want true Thomas Jefferson-style liberty are going to win the fight against the tyrants.
[01:57:36.207 --> 01:57:38.228]  But I tell you, that interview couldn't have gone better.
[01:57:38.228 --> 01:57:39.148]  That was amazing.
[01:57:39.688 --> 01:57:44.889]  And so I know that listeners out there probably want to send me their comments.
[01:57:44.889 --> 01:57:47.690]  You can do that at RealAlexJones on Twitter.
[01:57:47.690 --> 01:57:52.191]  And then later on in the broadcast, I will come back and read over some of those.
[01:57:52.191 --> 01:57:59.952]  We'll also open the phones up later and get your take on that amazing, groundbreaking interview with Russell Brand.
[01:57:59.952 --> 01:58:06.754]  And I hope this one gets eight and a half million views or whatever, like his MSNBC, because this will really get people thinking and talking.
[01:58:06.754 --> 01:58:07.894]  If him just shaking up
[01:58:08.354 --> 01:58:14.077]  Those cut out paper people went so viral and spurred people's humanity.
[01:58:14.077 --> 01:58:15.858]  This will really get people talking.
[01:58:15.858 --> 01:58:19.560]  So please, folks, send this out when it's posted on YouTube to everyone you know.
[01:58:19.560 --> 01:58:20.300]  We'll be right back.
[01:58:20.300 --> 01:58:22.682]  I'm Alex Jones, and this is the Alex Jones Show.
[01:58:22.682 --> 01:58:25.283]  Check out our website, InfoWars.com.
[01:58:28.649 --> 01:58:35.753]  My friends, when next we meet, it'll be Monday, September 2nd, 2013, for the weekday transmission.
[01:58:35.753 --> 01:58:39.455]  Until then, I'll see you at InfoWars.com and PrisonPlanet.com.
[01:58:39.455 --> 01:58:45.679]  Great job to the crew, all of our affiliates, our sponsors, and of course, the good lord above, and my mama.
[01:58:45.679 --> 01:58:46.019]  Goodbye.
[01:58:50.649 --> 01:59:02.437]  Kelben Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:59:02.437 --> 01:59:13.885]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:59:13.885 --> 01:59:20.090]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:59:20.530 --> 01:59:24.072]  You're getting soap products twice as good as what you're using now.
[01:59:24.072 --> 01:59:28.754]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:59:28.754 --> 01:59:36.118]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:59:36.118 --> 01:59:40.760]  Alex and his staff have used these earth-friendly pure soaps for years.
[01:59:40.760 --> 01:59:45.603]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:59:51.112 --> 01:59:58.877]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[01:59:58.877 --> 02:00:03.119]  Fortunately, a simple, safe and effective alternative exists.
[02:00:03.119 --> 02:00:16.668]  Supernatural Silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast, and a limited number of parasites.
[02:00:17.228 --> 02:00:19.711]  It can even purify water!
[02:00:19.711 --> 02:00:24.837]  Supernatural Silver comes in both liquid and gel for internal or external use.
[02:00:24.837 --> 02:00:36.290]  With over 180 scientific studies by independent universities, hospitals, research institutions, and nursing homes, Supernatural Silver is a powerful weapon in the fight against disease.
[02:00:36.610 --> 02:00:44.878]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to SupernaturalSilver.com.
[02:00:44.878 --> 02:00:51.645]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[02:00:51.645 --> 02:00:53.187]  Coast to Coast.
[02:00:53.187 --> 02:00:55.249]  Direct from Austin.
[02:00:55.249 --> 02:00:58.452]  You're listening to the Alex Jones Broadcasting Network.
[02:01:07.051 --> 02:01:12.757]  We're starting to hear from members of Congress who took part in a classified briefing on Syria today.
[02:01:12.757 --> 02:01:16.901]  Texas Republican Michael Burgess says he is not convinced the U.S.
[02:01:16.901 --> 02:01:18.423]  should launch military action.
[02:01:18.423 --> 02:01:21.927]  Not something that should be undertaken lightly.
[02:01:21.927 --> 02:01:26.291]  Certainly the mood of the district that I represent is, do not do this.
[02:01:26.291 --> 02:01:32.437]  And I honestly didn't hear anything that told me I ought to have a different position.
