[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[34:58.000 --> 35:02.000]  Vitamin Mineral Fusion exclusively available at InfowarsStore.com.
[35:02.000 --> 35:07.000]  And it's your support there that keeps us on air right here building our own infrastructure,
[35:07.000 --> 35:15.000]  our own platforms so that you can still tune in and get the truth in a world full of lies and deceit.
[35:15.000 --> 35:26.000]  And I'm going through these lies and deceit today and I already knew this, but it just, you know,
[35:26.000 --> 35:30.000]  it's like watching somebody dunk a basketball 100 times or watching somebody hit 100 home runs
[35:30.000 --> 35:35.000]  or watching somebody hit a great drive or watching someone just always gives a great speech.
[35:35.000 --> 35:40.000]  Like you just know it, but you still, every time you see it, every time you witness it,
[35:40.000 --> 35:44.000]  it has a new profound experience if it's real.
[35:44.000 --> 35:50.000]  And so I'm looking at all of this, the censorship, the wide open borders, the culture war, the corporate government,
[35:50.000 --> 35:58.000]  the forced vaccinations, and it's all coming from the political left.
[35:58.000 --> 36:08.000]  And I'm talking to somebody this morning about this who were like-minded people, but the sad reality is
[36:08.000 --> 36:12.000]  it's just time for us to be real about the situation here.
[36:12.000 --> 36:17.000]  Democrats in government and liberals on TV are straight up liars.
[36:17.000 --> 36:19.000]  They are liars.
[36:19.000 --> 36:23.000]  And you should never take anything they say seriously.
[36:23.000 --> 36:27.000]  And you should in fact assume that the exact opposite of what they're saying is the truth.
[36:27.000 --> 36:29.000]  Now that seems radical. I get it.
[36:29.000 --> 36:33.000]  I don't like being called a liar. That's one of the most offensive things that you can say to me.
[36:33.000 --> 36:36.000]  You want to really piss me off? You call me a liar.
[36:36.000 --> 36:39.000]  You call me anything else you want? Probably just roll right off my back.
[36:39.000 --> 36:43.000]  You call me a liar? That's an insult. That one hurts deep because it's not true.
[36:43.000 --> 36:53.000]  And lying to someone is what causes deep pain, deep hurt, deep anguish, and deep turmoil.
[36:53.000 --> 37:01.000]  And so, yeah, liberals on TV and Democrats in government are liars. Period. That's it.
[37:01.000 --> 37:05.000]  Why do we sit here and take anything they say seriously?
[37:05.000 --> 37:13.000]  Why do we sit here and let them dictate or let them push the Overton window in whatever direction they want with their lies?
[37:13.000 --> 37:20.000]  Well, we have no choice because they get echoed by Hollywood and they censor everybody else that calls out their lies.
[37:20.000 --> 37:25.000]  So they get to dominate you. So they dominate you with their lies.
[37:25.000 --> 37:28.000]  They dominate you with their false narratives.
[37:28.000 --> 37:33.000]  And it's just one on top of the other. Just nonstop they lie.
[37:33.000 --> 37:43.000]  No repercussions. No guilt. No remorse. No dignity. No integrity.
[37:43.000 --> 37:47.000]  And they don't even care. They don't care that they lie about the masks.
[37:47.000 --> 37:54.000]  They don't care about they lie about the vaccines. They don't care about how they lie about the southern border.
[37:54.000 --> 37:56.000]  They do not care.
[37:56.000 --> 37:58.000]  Like here's an example.
[37:58.000 --> 38:02.000]  Headline at infowars.com, Biden's energy secretary.
[38:02.000 --> 38:07.000]  Dems will ram through $2.9 trillion infrastructure package without GOP if necessary.
[38:07.000 --> 38:14.000]  So first it was $2 trillion. Now it's $2.9 trillion. So they basically just squeeze an extra trillion out of that.
[38:14.000 --> 38:17.000]  Just squeeze an extra trillion. What's another trillion?
[38:17.000 --> 38:22.000]  We just signed $3 trillion. Why not another $3 trillion? Why not $9 trillion?
[38:22.000 --> 38:31.000]  Why not $100 trillion? Why not a bajillion? A bajillion infrastructure bill from Biden.
[38:31.000 --> 38:33.000]  Now you'll never see this infrastructure.
[38:33.000 --> 38:46.000]  This will all go right into the pockets of Nancy Pelosi and their shareholders and their people that lobby in D.C.
[38:46.000 --> 38:53.000]  But oh, $2 trillion. Oh, $2.9 trillion. $500 gazillion.
[38:53.000 --> 38:59.000]  And of course, here's the headline from the Gateway of Pundit.
[38:59.000 --> 39:05.000]  Dick Morris says Biden's infrastructure bill is a lie and a ploy to collectivize the entire U.S.
[39:05.000 --> 39:11.000]  Yeah, everything they do is a lie. Everything they say is a lie.
[39:11.000 --> 39:18.000]  It's time to just accept that, folks. That's the reality we live in.
[39:18.000 --> 39:22.000]  I'm not here to celebrate Republicans. I'm not here to tell you they're being honest.
[39:22.000 --> 39:30.000]  I'm just telling you, leftists on television and Democrats and governments lie, period, all day long.
[39:30.000 --> 39:37.000]  Every day of the week, every hour of the day, every second of the minute of the hour of the day,
[39:37.000 --> 39:43.000]  of the week, of the month, of the year, of the decade, of the century, of the millennia.
[39:43.000 --> 39:52.000]  Democrats and leftists lie, lie, lie, lie. Just like they lied about what happened or lie about the voting bill in Georgia.
[39:52.000 --> 39:57.000]  Just another lie. Just yet another lie.
[39:57.000 --> 40:03.000]  But then, because they know they lie and they know they put all this misinformation out in the public and that leads to the public's confusion.
[40:03.000 --> 40:09.000]  So then they come around on the back end and they say, well, you know what, there's a lot of misinformation out there, by the way, spread by us.
[40:09.000 --> 40:17.000]  So we're going to have fact-checkers. And so they have fact-checkers.
[40:17.000 --> 40:31.000]  And they announced, I'm sorry, they just announced, Dr. Anthony Fauci and Brian Stelter will be the featured speakers at the United Facts of America.
[40:31.000 --> 40:36.000]  You cannot make this stuff up, folks. Sometimes you just have to have a laugh at our pride as humans.
[40:36.000 --> 40:44.000]  CNN talking potato, Brian Stelter and Jim Acosta spend Easter Sunday discussing their post-Trump stress disorder.
[40:44.000 --> 40:49.000]  They've gone completely psycho, folks. They're lost in a world that doesn't exist.
[40:49.000 --> 40:56.000]  And humans want to be free and live in reality again, so there's a pushback against their false paradigm, and it's driving them insane.
[40:56.000 --> 41:06.000]  Vitamin mineral fusion is a remarkable product, and it's back in stock 40% off at infowarstore.com right now. It's always been one of our top 10 best sellers.
[41:06.000 --> 41:12.000]  You've had it for six years or more, but now it's our number one best-selling product of all time because people are doing their research,
[41:12.000 --> 41:18.000]  they're doing their shopping, and they're checking the fine print, and they're discovering that as high quality vitamins and minerals,
[41:18.000 --> 41:25.000]  all the essential vitamins and minerals, and then key amino acids known to help carry this nutrition into the cells.
[41:25.000 --> 41:32.000]  So for your immune system, for your whole body, for life itself, Vitamin Mineral Fusion back in stock at infowarstore.com.
[41:32.000 --> 41:37.000]  And despite the fact we can't keep it on the shelves, it's 40% off. The supply chains are breaking down.
[41:37.000 --> 41:42.000]  We try to put it in a bigger order. We couldn't even get it because getting high quality ingredients is very, very hard,
[41:42.000 --> 41:47.000]  and we're not going to cut corners. We're going to keep the quality at the highest levels. It also funds the InfoWars,
[41:47.000 --> 41:57.000]  so get your Vitamin Mineral Fusion now at infowarstore.com or triple-82533139.
[41:57.000 --> 42:05.000]  As negative as times are right now, and as depressing as things can be, you have to understand that this is all a test.
[42:05.000 --> 42:11.000]  This experience, this life on this planet is a reckoning.
[42:11.000 --> 42:18.000]  It's God giving us a chance to work things out with third dimension so we can decide where we want to spend eternity,
[42:18.000 --> 42:22.000]  and what level we want to go to. And it really does come down to that.
[42:22.000 --> 42:30.000]  So as sad as things are and as evil as things are, look at all the good in the world as well and realize that God is the author of our consciousness.
[42:30.000 --> 42:40.000]  God is the author of us having our own will. God is the author of us having free will, and that free will is a beautiful thing.
[42:40.000 --> 42:47.000]  When you look at mainstream media in Hollywood and this whole evil culture in Washington, D.C., and Fauci, and the mass cult,
[42:47.000 --> 42:52.000]  it's all about dominating your free will. It's all about telling you you're dirty, you're ugly, you're in the bad,
[42:52.000 --> 42:58.000]  because Satan hates you because you're made in the image of God, the creator of the universe.
[42:58.000 --> 43:10.000]  Randy Dewright. Thanks for holding her on the air. Go ahead.
[43:29.000 --> 43:34.000]  And I was already taking your other supplements, but I thought, you know, well, maybe that's what I need to do,
[43:34.000 --> 43:40.000]  because I just thought it was a hopeless situation, but when I started taking it, I mean, it doesn't happen immediately,
[43:40.000 --> 43:47.000]  but, you know, over a period of time, I started noticing, okay, you know, this is a ticket, this is working, this is wonderful,
[43:47.000 --> 43:58.000]  you know, I don't have to put on derma blend anymore, you know, so anyway, it worked wonderfully, and it really has totally cleared up my skin.
[43:58.000 --> 44:06.000]  Epic is one of only a handful of domain registers that promote free speech and freedom of association,
[44:06.000 --> 44:14.000]  and they know that Big Tech is buying up almost all the other major companies and engaging in massive censorship and organized crime racketeering.
[44:14.000 --> 44:17.000]  That's why they've been massively expanding their services.
[44:17.000 --> 44:23.000]  So whether you have domains or want to register a domain or want help building a website or want servers or any other major service,
