[00:00:00.209 --> 00:00:03.151]  What I do is I wait and I watch.
[00:28:22.555 --> 00:28:25.176]  What our thoughts, what our emotions are, etc.
[00:28:25.176 --> 00:28:29.739]  And there are cycles to this energy moving through the cosmos and our bodies.
[00:28:29.739 --> 00:28:38.123]  And this is why each and every new age, we are going to see a different pattern of energy manifest itself on the planet.
[00:28:38.123 --> 00:28:42.665]  And that is going to manifest as different species in the ecosystems.
[00:28:42.665 --> 00:28:46.927]  It's also going to manifest as different versions of human civilization.
[00:28:46.927 --> 00:28:48.367]  It's going to manifest as different
[00:28:50.160 --> 00:28:53.347]  Different thoughts and views of reality.
[00:28:53.347 --> 00:28:56.234]  It's going to manifest in different cultural behaviors, etc.
[00:28:57.353 --> 00:29:21.979]  So, what's really interesting to note, though, is that when you look at, like, the cymatic patterns and when they change, when they have a phase transition from, say, a low frequency to a high frequency, what ends up happening is that in between that phase transition, in between one frequency and another, as the frequency changes, there is a period of chaos where there is no discernible pattern whatsoever.
[00:29:21.979 --> 00:29:23.739]  And then, all of a sudden, boom!
[00:29:24.508 --> 00:29:28.010]  The pattern then re-emerges, a new pattern emerges.
[00:29:28.010 --> 00:29:42.757]  So this is why we are living through the time that we are living in, because we are kind of moving through this phase transition period where we are moving into a new frequency because we have just gone from the age of Pisces into the age of Aquarius.
[00:29:42.757 --> 00:29:53.122]  And I want to be clear here, Jake, I want to be clear just to say I am a Christian, Holy Spirit, God, but God made the universe and made all these energies, and then the mainline churches don't want people to know about these energies.
[00:29:53.582 --> 00:30:04.631]  And that goes into the Masons and other groups that have been suppressing this information while claiming that they are bringing forward the light, but really they're bringing forth, in my research, a false light.
[00:30:04.631 --> 00:30:10.215]  This is really proof of God's handiwork in the universe.
[00:30:10.215 --> 00:30:11.296]  The signature is everywhere.
[00:30:13.559 --> 00:30:24.070]  Yes, and if you look into like the Phi Ratio or the Golden Mean, the Phi Ratio, the Fibonacci Sequence and the Sacred Spiral and all that stuff, then this is God's signature.
[00:30:24.070 --> 00:30:30.096]  The Taurus, the Double Taurus Field, the Taurideal Field, what's called the Vector Equilibrium,
[00:30:30.871 --> 00:30:46.274]  All of these things are sacred geometric patterns that are fractal in nature, and because they are mathematically sound, because they are mathematically stable, and because they are harmonically stable, they are able to be built upon in size and scale infinitely large and infinitely small.
[00:30:46.274 --> 00:30:53.176]  Did you see that French physicist, I forget the name, they can pull it up, type in sacred geometry Saturn,
[00:30:53.836 --> 00:31:11.532]  And he predicted, over a hundred years ago, that if we were able to look at the poles of Saturn, that it would have a hexagon on it, that an interdimensional field, because it was a big enough gas giant, would manifest that, and when Voyager finally flew over it, there it was.
[00:31:13.630 --> 00:31:20.612]  Yes, and that's where we get into like the Saturnian Cube and that's why we see all these cubes and stuff and corporate logos and things of that nature.
[00:31:20.612 --> 00:31:29.015]  Now what's really interesting about that is that it's been discovered that, yeah see there it is, it's been discovered that
[00:31:30.482 --> 00:31:50.577]  When a human being looks at a pattern, what ends up happening is the multidimensional neurological structure within the brain, because our brain has several dimensions of neurological connections, the multidimensional neurological structure in the brain actually mirrors the symbol that people are looking at.
[00:31:51.184 --> 00:32:04.748]  So, if we're all looking at cubes, or we're all looking at the evil eye of Saturn, like in the CBS logo, or something like that, then those patterns are going to manifest in our psyche, and in one way or another affect our subconscious brain, and therefore our consciousness.
[00:32:04.748 --> 00:32:12.050]  I was about to ask you, why are the dark magicians suppressing this, and why are they obsessed with the cube of Saturn?
[00:32:12.050 --> 00:32:13.991]  Well, actually, I was just about to get into that.
[00:32:13.991 --> 00:32:18.292]  So, the reason why we are seeing
[00:32:19.571 --> 00:32:39.226]  The old systems falling apart and the corruption becoming so apparent is because, and the reason why ideology is playing a really big role, is because the pattern and the frequency of our thoughts and our emotions, electromagnetic frequencies here on the planet, is changing.
[00:32:39.226 --> 00:32:49.154]  But this is also why these corrupt individuals, these globalist less-than-one-percenters, are creating a society that is based on controlling our collective consciousness.
[00:32:49.594 --> 00:32:55.217]  Because they understand it's about controlling the electromagnetic field in the ley lines of the planet.
[00:32:55.217 --> 00:32:57.458]  And we'll get into that in just a little bit.
[00:32:57.458 --> 00:33:01.860]  But they're trying to control the collective consciousness of humanity.
[00:33:01.860 --> 00:33:04.641]  And they're doing so through psychological warfare techniques.
[00:33:04.641 --> 00:33:08.403]  They're trying to keep us in a low frequency state of thought and emotion.
[00:33:08.403 --> 00:33:11.964]  So that we don't expand our consciousness beyond the physical body.
[00:33:11.964 --> 00:33:15.226]  So that we are living in an illusion of separation.
[00:33:15.766 --> 00:33:24.108]  Now, in the Amazonian tradition, they believe that the root of all evil is rooted in the illusion of separation.
[00:33:24.108 --> 00:33:24.448]  That's right.
[00:33:24.448 --> 00:33:25.168]  Let me interrupt you.
[00:33:25.168 --> 00:33:26.708]  I said you'd have the floor, but this is so key.
[00:33:26.708 --> 00:33:39.811]  I had a top psychiatrist, medical doctor on two days ago, and she said, reading the Tavistock Institute that created the whole trans movement, is disembodiment is their religion separating us from our bodies and from the connection of the universe.
[00:33:39.811 --> 00:33:43.432]  So they're literally trying to capture us in a false reality they're creating.
[00:33:45.282 --> 00:33:46.723]  That is 100% correct.
[00:33:46.723 --> 00:33:49.163]  So it's once again, it's psychological warfare techniques.
[00:33:49.163 --> 00:33:57.347]  It's about enslaving and controlling our minds to maintain and reinforce this illusion of separation.
[00:33:57.347 --> 00:34:08.931]  And in turn, see, this is the frequencies of love and frequencies of fear here, based on like, if you map these frequencies on the DNA, then you end up activating less DNA with a fear based emotion.
[00:34:08.931 --> 00:34:14.513]  And every one of these dots that is on the DNA is an antenna that is activated to send and receive light and information.
[00:34:14.793 --> 00:34:19.396]  Send and receive electromagnetic activity or electromagnetic signals with non-local consciousness.
[00:34:19.396 --> 00:34:27.842]  So they're trying to keep us in this low-frequency state of fear so that they can control our thoughts, so they can control our emotions, so that they can control our behavior.
[00:34:27.842 --> 00:34:39.510]  And they're doing this to maintain and reinforce a system of global enslavement to a socioeconomic and geopolitical system that is entirely based on corruption and their control.
[00:34:40.200 --> 00:34:42.866]  Now, we are in the apocalypse right now.
[00:34:42.866 --> 00:34:44.550]  The apocalypse isn't a bad thing.
[00:34:44.550 --> 00:34:49.962]  It just means a revealing or a lifting of the veil during a time of mass deception.
[00:34:49.962 --> 00:34:50.122]  So,
[00:34:51.005 --> 00:34:55.529]  It's not that things in the world are getting worse because they've always been this bad.
[00:34:55.529 --> 00:35:03.956]  What's happening is that things in the world and the truth of global corruption is becoming more and more and more obvious to the average individual.
[00:35:03.956 --> 00:35:15.585]  And that's why we see the Great Awakening and that's why the system is so scared and why they try to terrorize the leaders and pin us down so that we get in a space of fear so that we stop resonating as leaders in a chain reaction.
[00:35:17.208 --> 00:35:17.989]  That is correct.
[00:35:17.989 --> 00:35:20.971]  So with this whole thing regarding Saturn, right?
[00:35:20.971 --> 00:35:33.679]  If we understand the patterns that they are trying to implant in people's brains and therefore affect the collective consciousness of humanity, because I heard you saying earlier something about all we need is like 10 million people to learn this and then everything changes, right?
[00:35:34.439 --> 00:35:38.643]  So they are trying to keep the lid on human consciousness.
[00:35:38.643 --> 00:35:46.651]  They are trying to scare people that are leaders that are trying to basically escape this matrix of subversion and control.
[00:35:46.651 --> 00:35:52.957]  They're trying to create fear in their hearts and in their minds so that these individuals will not act like a beacon of light
[00:35:53.537 --> 00:36:00.562]  For the rest of humanity so that they won't reveal the nature to this what I call death matrix because that's what it is.
[00:36:00.562 --> 00:36:11.050]  The system that we're talking about is maintained by things like warfare, things like famine, things like disease, things like pollution, things like chaos, pain, suffering, right?
[00:36:11.050 --> 00:36:11.330]  Death.
[00:36:11.830 --> 00:36:14.632]  That's what is maintaining this system that we're talking about.
[00:36:14.632 --> 00:36:16.813]  And what did Kerry say in the last three months?
[00:36:16.813 --> 00:36:19.675]  He said, we must cut the food to save the earth.
[00:36:19.675 --> 00:36:21.456]  He means their globalist control of earth.
[00:36:21.456 --> 00:36:23.077]  So they must have war, they must have famine.
[00:36:23.077 --> 00:36:25.879]  He's literally saying, we must cut down trees to save the earth.
[00:36:25.879 --> 00:36:27.280]  They're now bad.
[00:36:27.280 --> 00:36:29.721]  We must stop organic farming.
[00:36:29.721 --> 00:36:30.642]  It's bad.
[00:36:30.642 --> 00:36:32.963]  We must, we must cut the food.
[00:36:32.963 --> 00:36:36.326]  I mean, it's openly evil.
[00:36:36.326 --> 00:36:39.948]  Well, and it's, it's, they're trying to maintain their system of full spectrum dominance.
[00:36:40.450 --> 00:36:48.275]  You see, a lot of these elites believe that the greatest threat to the planet and to humanity is overpopulation.
[00:36:48.275 --> 00:36:55.500]  So because they believe that the greatest threat to the planet and humanity is overpopulation, they are trying to figure out strategic ways to depopulate the Earth.
