[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[31:07.000 --> 31:10.000]  here is the Cal Ben Soap Company.
[31:10.000 --> 31:14.000]  Alex and his staff have used these pure soap products for years.
[31:14.000 --> 31:18.000]  These all natural soaps are made from the highest quality vegetable
[31:18.000 --> 31:22.000]  and coconut oils that are earth friendly and safe.
[31:22.000 --> 31:28.000]  See them on the Web at five star soap dot com or call 800-340-7091
[31:28.000 --> 31:33.000]  for a free catalog. Buy the one to two month sample package and enjoy soaps that are
[31:33.000 --> 31:38.000]  twice as good as what you're using now or save big with a one to two year supply
[31:38.000 --> 31:43.000]  of soaps for all your cleaning needs. This is an amazing deal.
[31:43.000 --> 31:48.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[31:48.000 --> 31:54.000]  See them on the Web at five star soap dot com or call 800-340-7091
[31:54.000 --> 32:00.000]  for a free catalog.
[32:00.000 --> 32:05.000]  A little over a year ago, I began to do a lot of research into why, even if I had a pretty
[32:05.000 --> 32:10.000]  good sized meal, that I was still starving. And my research led me to a well-known fact that
[32:10.000 --> 32:15.000]  most of the soils that we grow our crops on here in the United States and across the industrialized world
[32:15.000 --> 32:20.000]  are almost completely depleted of almost all of the key minerals and trace
[32:20.000 --> 32:25.000]  elements that our bodies need to rebuild themselves, fight off cancer and be healthy.
[32:25.000 --> 32:30.000]  I then searched out the best vitamin and mineral company out there and
[32:30.000 --> 32:35.000]  discovered Young Jeavity. The Young Jeavity products are designed to give you the real nutrition
[32:35.000 --> 32:40.000]  you need. And once you've got that, you don't have to eat as much to be satisfied. I've lost
[32:40.000 --> 32:45.000]  37 pounds in two months. Simply getting the vitamins and minerals
[32:45.000 --> 32:50.000]  I need. Check it out for yourself. It's incredible. Go to info wars team dot com today
[32:50.000 --> 32:55.000]  and order your first canister of Beyond Tangy Tangerine Complete Multivitamin
[32:55.000 --> 33:00.000]  Mineral Complex Dietary Supplement. That's info wars team dot com.
[33:00.000 --> 33:05.000]  The Alex Jones Show.
[33:05.000 --> 33:10.000]  Some people say a man is made out of mud.
[33:10.000 --> 33:15.000]  A poor man's made out of muscle and blood. Muscle and blood
[33:15.000 --> 33:20.000]  and skin and bones. A mind that's weak and a back that's strong.
[33:20.000 --> 33:25.000]  You load 16 tons. What do you get? Another day older
[33:25.000 --> 33:30.000]  and deeper in depth. St. Peter don't you call me cause I can't go.
[33:30.000 --> 33:35.000]  I owe my soul to the company store.
[33:35.000 --> 33:40.000]  You're going to owe more than that coming up. Catherine Albrecht here filling in for Alex Jones.
[33:40.000 --> 33:45.000]  Happy to be here with you right in shotgun as we take a look at today's news.
[33:45.000 --> 33:50.000]  Also got some great guests lined up for you. Those of you who will be with us through the entire program
[33:50.000 --> 33:55.000]  about to open up the phone lines 1-800-259-9231
[33:55.000 --> 34:00.000]  Get your thoughts and your comments on today's stories before we get back to there. I just want to remind you that the info
[34:00.000 --> 34:05.000]  wars store is your one stop shop for everything. Info wars info
[34:05.000 --> 34:10.000]  wars shop dot com is the website. Also want to remind you to pick up your copy of the info wars
[34:10.000 --> 34:15.000]  magazine. If you turn to that inside front cover you'll see an ad for start page dot com. My favorite
[34:15.000 --> 34:20.000]  search engine. If you haven't pulled the Google needle out of your arm yet please do so. We are
[34:20.000 --> 34:25.000]  way too addicted to Google and to basically doing the daily mind
[34:25.000 --> 34:30.000]  melt. You know it's like uploading the contents of your brain every single day to the global brain.
[34:30.000 --> 34:35.000]  The big brother global brain that is run over there by Sergey and Larry. By the way
[34:35.000 --> 34:40.000]  when asked what they wanted Google to become their answer like the mind of God. Yeah
[34:40.000 --> 34:45.000]  no thank you. Start page dot com returns 100% Google results
[34:45.000 --> 34:50.000]  without any of the Google tracking and I know because I helped create it. When you use start page
[34:50.000 --> 34:55.000]  instead of Google we strip out all of the identifying information that you send. We strip out
[34:55.000 --> 35:00.000]  all the tracking cookies Google sends back. Give you 100% Google results in total
[35:00.000 --> 35:05.000]  privacy and then delete all records of your visit. Pretty cool stuff. Totally free. Start page
[35:05.000 --> 35:10.000]  dot com. Check it out. Alright let's see I want to tell you just a little bit about this bill
[35:10.000 --> 35:15.000]  that ties in with what Jim Lehrer was warning us. I'm going to call it warning us about back in 2006.
[35:15.000 --> 35:20.000]  He would call it promoting. And believe me these folks who are all part of the
[35:20.000 --> 35:25.000]  Council on Foreign Relations they get their marching orders and then they go out into positions of influence
[35:25.000 --> 35:30.000]  like Jim Lehrer did at the commencement speech in 2006 at Harvard
[35:30.000 --> 35:35.000]  and then you know it takes a couple of years. What's it been like seven years since then? Takes a couple of years and then it
[35:35.000 --> 35:40.000]  begins to make its way to the forefront. Right now it's in the forefront
[35:40.000 --> 35:45.000]  as a bill that has been introduced H.R. 748 Happy Valentine's
[35:45.000 --> 35:50.000]  Day. This was your Valentine's gift. This was introduced on February 14th
[35:50.000 --> 35:55.000]  2013. Opponents let's see we'll post some information on my blog
[35:55.000 --> 36:00.000]  at kmashow.com and also post some information about info wars of how you can oppose this.
[36:00.000 --> 36:05.000]  The bill would require let's see
[36:05.000 --> 36:10.000]  authorize the induction I'll read this of persons in the uniformed services during war time to meet end
[36:10.000 --> 36:15.000]  strength requirements etc. etc. But it also requires all persons in the U.S. between the ages of
[36:15.000 --> 36:20.000]  18 and 25 to perform national service. They would either serve the country as a
[36:20.000 --> 36:25.000]  member of uniformed services or civilian service. That civilian service could
[36:25.000 --> 36:30.000]  be served with federal state or local government programs including community
[36:30.000 --> 36:35.000]  based organizations. Who do you think is going to be determining which community based organizations are
[36:35.000 --> 36:40.000]  appropriate and which are not. Yeah that's that's the big question here. There's been a lot of
[36:40.000 --> 36:45.000]  speculation regarding this since President Obama who also is part of the same
[36:45.000 --> 36:50.000]  cabal in 2008 just a year and a half after Jim Lehrer made his
[36:50.000 --> 36:55.000]  little statement there to the students of Harvard. He called for a
[36:55.000 --> 37:00.000]  quote citizen army or a quote civilian national security force.
[37:00.000 --> 37:05.000]  What a frightening idea. All right just giving you a heads up this thing is making its way through committee. We'll give you
[37:05.000 --> 37:10.000]  information on how you can oppose it here shortly. All right so a couple of topics on the table right
[37:10.000 --> 37:15.000]  now. One of them is Justin Bieber with his 50 million Facebook followers
[37:15.000 --> 37:20.000]  promoting the use of a card. This is a prepaid payment card
[37:20.000 --> 37:25.000]  that would tell your parents if you're a kid tell your parents exactly how much you spent down to the penny
[37:25.000 --> 37:30.000]  and exactly where you spent it in real time via a text and would give the parents the
[37:30.000 --> 37:35.000]  ability to just wave a wand and turn off your ability to make payments altogether.
[37:35.000 --> 37:40.000]  Sound like conditioning? Yeah it kind of does to me too. All right speaking on that let's go to Chris
[37:40.000 --> 37:45.000]  calling in from Kentucky. Let's see I think we got Chris on the line. Chris go right
[37:45.000 --> 37:50.000]  ahead. Hello. Hello Catherine. Thank you so much for bringing this up.
