[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[35:26.000 --> 35:32.000]  Thanks to people like Dr. Francis Boyle. Thanks to people like Tucker Carlson. Thanks to people like Joe Rogan.
[35:32.000 --> 35:42.000]  We broke their back, ladies and gentlemen. Now they may pull something really big to distract us from this but on the course we're going down, they are in deep trouble.
[35:42.000 --> 35:51.000]  So here's a clip of Robert Malone, a little promo that's a minute long. We have all been subjected in the last three years to military-grade psychological operations.
[35:51.000 --> 35:59.000]  It was run by major militaries using technology developed for offshore conflicts deployed against the citizens of virtually the entire western world.
[35:59.000 --> 36:06.000]  But once you're aware of that and there's a war on for your mind, once you understand that, it's game over.
[36:06.000 --> 36:16.000]  That's why there's thousands of political ideologies and thousands of Christian denominations alone and hundreds of Muslims and hundreds of Buddhists and hundreds of Hindu.
[36:16.000 --> 36:28.000]  And there's all these different systems but when it comes to studying the New World Order and what they want and who they are and what they want to do,
[36:28.000 --> 36:38.000]  well now it's game over for them because their plan is so horrible for everybody. It's so diabolical. It's so sci-fi dystopic that it will never fly.
[36:38.000 --> 37:02.000]  It will never hunt. It will never work if you simply expose it and admit it's there and now it's all out in the open. Here's Dr. Malone.
[37:02.000 --> 37:11.000]  I sit down with mRNA vaccine pioneer Dr. Robert Malone, author of the new book Lies My Government Told Me and the Better Future Coming.
[37:11.000 --> 37:23.000]  Elon now is in the position where he has access to incredibly damaging information about the willingness of the U.S. government to collude with industry and compromise the First Amendment.
[37:23.000 --> 37:32.000]  We dive into information warfare, psychological operations and how we can make sense of the bewildering series of events we've witnessed in the last three years.
[37:32.000 --> 37:39.000]  Your mind and your thoughts, your very emotions are the battleground. It is not about territory. It's about what you believe.
[37:39.000 --> 37:42.000]  This is American Thought Leaders and I'm Jan Jekielek.
[37:42.000 --> 37:54.000]  So I am very blessed and honored and very thankful to the listeners and viewers for allowing me to do this on air and allowing me to risk my life and treasure and actually have a chance of beating these people together.
[37:54.000 --> 38:06.000]  But it's true. All of our terms, all of our nomenclature, all of our ideas of resistance, all of our alternative futures we're promoting that are pro-human and incredibly amazing and beautiful.
[38:06.000 --> 38:14.000]  It comes from here. It comes from my deep study of history, my analysis and my total immersion in how the world really works.
[38:14.000 --> 38:21.000]  And I do know how the world really works. It's why Henry Kissinger sent the head of his organization to try to hire me.
[38:21.000 --> 38:27.000]  They could not believe I did not take it. They said no one had ever turned them down.
[38:27.000 --> 38:31.000]  They were completely freaked out, completely disappointed.
[38:31.000 --> 38:37.000]  Most people get on their knees. I don't get on my knees to anybody but God.
[38:37.000 --> 38:48.000]  And so you bet on the right horse. You did this. The entire world resistance was created here at InfoWars.
[38:48.000 --> 39:05.000]  And that's not just Alex Jones saying that. I have prominent leaders, world leaders, top talk show hosts who have told me that in the councils of government and in major meetings that our message is now accepted as the truth.
[39:05.000 --> 39:15.000]  I talked to a very prominent talk show host. We met with him recently a few months ago and he talked about meeting with a bunch of top Republicans in a private meeting
[39:15.000 --> 39:25.000]  and that he was there speaking to them and the fact that when I was brought up there was a big ovation, a standing ovation.
[39:25.000 --> 39:33.000]  And that they realized that I've told the truth and they realized that we've been targeted because we do tell the truth.
[39:33.000 --> 39:41.000]  And the reason I bring you that report card is to you, my bosses, the listeners and viewers and activists that hold me up in the fight.
[39:41.000 --> 39:49.000]  You're like the gravitational field that keeps me on the battlefield that holds me up and I can't do this without you.
[39:49.000 --> 39:54.000]  I cannot do any of this without your prayer, without your word of mouth, without your financial support.
[39:54.000 --> 40:07.000]  And so I'm going to get into all the news now but we're having a big fundraiser today and through next week because the bad news is we got a $200 plus thousand, $230, 240 on average, underage the last six months.
[40:07.000 --> 40:12.000]  But the good news is that's not a huge amount of money in this day and age for the giant audience.
[40:12.000 --> 40:18.000]  If you'll just go buy products at mfourstore.com that already empower you and make your life better.
[40:18.000 --> 40:25.000]  If you'll just go to mfourstore.com and right at the top it says make a donation one time or recurring, cancel any time.
[40:25.000 --> 40:32.000]  We will easily be able to stay on the air, go through our legal appeals and not let them shut us down.
[40:32.000 --> 40:42.000]  That's why the Communist Chinese, that's where the attacks are coming from, starting yesterday afternoon have sent over 150 million attacks against mfourstore.com.
[40:42.000 --> 40:53.000]  That's why when you try to go to mfourstore.com you've got to do the little puzzle of, you know, click on the sailboats or click on the trains or click on the bicycles and you've got to do that to prove you're not a bot.
[40:53.000 --> 40:58.000]  The security's great, the site's secure, they're just flooding it with traffic trying to shut it down.
[40:58.000 --> 41:08.000]  Go there, don't let them stop you. A massive DDoS attack, a massive denial of service attack, massive, massive, massive.
[41:08.000 --> 41:16.000]  We've got some of the top companies in the world that run our security and they say these are amongst the biggest attacks they see state-sponsored.
[41:16.000 --> 41:20.000]  Why do the globalists want to shut down? Because they run the WEF.
[41:20.000 --> 41:28.000]  Why do the Chai comms want to shut down? Because they're allied with the WEF and they are losing the information war and they see us as the main enemy.
[41:28.000 --> 41:34.000]  So keep us in the fight, keep your resistance in the fight. We're fighting for you, you're fighting for us, we're fighting together.
[41:34.000 --> 41:56.000]  Go now to infowarstore.com and you'll see right there the bullhorn that says save info wars. Click on that. Make a $50, a $10, a $5 one-time donation or what's really important to do is to go to the site and make a recurring donation
[41:56.000 --> 42:06.000]  so that you're there and you make $10, a donation a month, any time you want to cancel, go in and click on your profile and it'll stop, but that way you don't forget and you know you're supporting.
[42:06.000 --> 42:21.000]  And you notice they're putting it on screen. The site, it said Bad Gateway. Despite the fact we have one of the biggest companies in the world that's got defenses up in front of us, they even were able, for a second, you just saw it on screen to take that down.
