[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[37:37.000 --> 37:46.000]  and then you've got spiritual immortality, which is simply your brain jacked in to the higher dimensions.
[37:46.000 --> 38:01.000]  And then this whole third dimension under globalist assault to hold you down and suck you into the lower dimension, a black hole.
[38:01.000 --> 38:09.000]  So that you don't compete with them grasping for the future, but they'll never attain the future.
[38:09.000 --> 38:17.000]  All they have to do is join humanity and then they would go into the future, which again is time travel.
[38:17.000 --> 38:27.000]  You think about your ancestors going back hundreds of thousands of years and before and how electrochemically you touch all those people
[38:27.000 --> 38:33.000]  just like a chain or a string all the way back to the beginning of time.
[38:33.000 --> 38:42.000]  That is a genetic time warp. That is cells saying, I'm not going to die, I'm going to live forever.
[38:42.000 --> 38:48.000]  With all the instincts, all the energy, all of it, and that's third dimension.
[38:48.000 --> 38:57.000]  You look how sophisticated the third dimension is and then tell me, 11 confirmed dimensions and they only get more sophisticated.
[38:57.000 --> 39:01.000]  Can you imagine? The eye has not seen ears on her, but God has his door for us.
[39:01.000 --> 39:07.000]  Think about those dimensions. Think about what's in there. I can't wait. I don't want to die. I love my children.
[39:07.000 --> 39:12.000]  I want to be here, but I more and more, I always knew this, but now I really want to pass the test.
[39:12.000 --> 39:17.000]  I know it's real. I know the test is my own free will and what I want to resonate with.
[39:17.000 --> 39:22.000]  And I want to be with Christ and all my good ancestors and I want to go forward with them.
[39:22.000 --> 39:38.000]  They're already genetically with me, but they're also waiting. Their essence, their spirit, what they transmitted on to the fourth, fifth, sixth dimension and on.
[39:38.000 --> 39:45.000]  It's unbelievable, ladies and gentlemen. There are 10 absolutely bonafide dimensions, theoretical 11th and 12th.
[39:45.000 --> 39:53.000]  And of course, you know, it goes on beyond that. It goes on and on, on and on and on.
[39:53.000 --> 39:58.000]  And then are you really so worried about Hillary Clinton? Why is she so ugly? Why is she so evil?
[39:58.000 --> 40:06.000]  Because she is a lower level creature. She's a cancer. She's walking around going, this is all mine.
[40:06.000 --> 40:13.000]  I just breaking stuff and smashing things like a big evil baby. Do you think she will transcend? Absolutely not.
[40:13.000 --> 40:19.000]  Listen, I got to get to all the news. All the temporal, incredible news. You knew it.
[40:19.000 --> 40:25.000]  They flip voting machines, thousands and thousands of votes. It's all confirmed. It's all being reported in Pennsylvania.
[40:25.000 --> 40:36.000]  Of course it did. Oh, Democrats still elections. That's what they do. Top historian, leading historian, Silicon Valley will decide future election winners and most conservatives do something.
[40:36.000 --> 40:45.000]  Trump has done some bad things rhetorically on guns and now this thing with Russia with no proof, all these sanctions and everything is a really serious move.
[40:45.000 --> 40:52.000]  This is worse than any time even in the Cold War. They're mainline analysts are saying and of course it's all based on them trying to bully Trump to submission.
[40:52.000 --> 40:57.000]  Sacramento B reports Mueller witnesses convicted pedophile with shadowy past. That's all coming up.
[40:57.000 --> 41:07.000]  We're going to tie them to Operation Hemler and some other stuff and we're going to get into the latest ISIS attack. Theresa May when she's saying about Russia.
[41:07.000 --> 41:11.000]  It's a very important broadcast and a bunch of guests. I haven't told you about yet. I'll tell you about it at the break.
[41:11.000 --> 41:19.000]  First off, it's all God's plan. If you feel moved by products from us and you feel moved to share the articles and videos or try to censor.
[41:19.000 --> 41:23.000]  If you feel like you want to stand up against Hillary and Soros and the globalists and then you're going to do it.
[41:23.000 --> 41:31.000]  It's on your heart to stand up and fight and take action and everything we do is 360.
[41:31.000 --> 41:40.000]  Everything I do is about everything working together in unison in symbiotic relationships.
[41:40.000 --> 41:44.000]  So I sell water filters of the highest quality and air filters of the highest quality at very good prices.
[41:44.000 --> 41:53.000]  We got the best deals. We sell high quality supplements with just the maximum amount of real product in them, but still trying to keep the prices affordable.
[41:53.000 --> 42:03.000]  Myco ZX to target the mold, the yeast, the candida in your gut. It is stronger now and it is now about a third less on the price.
[42:03.000 --> 42:14.000]  And we discounted 50%. It's $27 right now. It's back in stock. The fluoride-free toothpaste empowered and emboldened and fortified with clodal silver and iodine.
[42:14.000 --> 42:20.000]  Super blue is back in the adults and the children's and the mouthwash was sold out for a while. It's back. Amazing.
[42:20.000 --> 42:28.000]  Get your super blue today at m4warslife.com or m4warsstore.com or triple-A-253-3139.
[42:28.000 --> 42:38.000]  And we also have a Lexapure Breeze air purifier, $50 off. I can tell you that the air purifiers cost about $90.
[42:38.000 --> 42:44.000]  Leading competitors are still $400 to $500. They cost them about the same amount. They just mark them up.
[42:44.000 --> 42:52.000]  So when we do $50 off, they let us do, I think we make like $25 and they make like $30-something, but we want you to have them and see how great they are.
[42:52.000 --> 42:59.000]  They're a four-stage filter, ion filter, petla filter. So get that. That's a huge deal at m4warsstore.com.
[42:59.000 --> 43:10.000]  I'm so excited. The new product at m4warslife.com in a glass bottle, two-month servings filled to the brim, filled to the absolute top, the real red pill.
[43:10.000 --> 43:19.000]  This is a heart and brain pill, a new tropic that doesn't have any stimulants in it, but boy, does it stimulate because it's beyond that.
[43:19.000 --> 43:31.000]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200 for the formulae.
[43:31.000 --> 43:35.000]  And I came up with our own formulae, working with some scientists and developers.
[43:35.000 --> 43:49.000]  Non-GMO made right here in America, 120 capsules. And ladies and gentlemen, you add the preglinone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[43:49.000 --> 43:59.000]  It is amazing. Red pill now available at m4warsstore.com and your purchase fugs the operation.
[43:59.000 --> 44:05.000]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at m4warsstore.com.
[44:05.000 --> 44:10.000]  The first shipment of super blue sold out in one week, I thought it would be a six-month supply for listeners.
[44:10.000 --> 44:15.000]  And since then, people are beating down our doors, wanting to be able to resupply their super blue.
[44:15.000 --> 44:18.000]  Research across the board is clear. In fact, it's certified.
[44:18.000 --> 44:23.000]  When bacteria infect your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[44:23.000 --> 44:30.000]  That's why the last surgeon general's report on oral health warns that your oral health can have a serious impact on your entire body.
[44:30.000 --> 44:36.000]  Super blue fluoride free toothpaste is a groundbreaking new formula. It's loaded with good halogen iodine, so the bad halogen fluoride.
[44:36.000 --> 44:43.000]  Super blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[44:43.000 --> 44:54.000]  Just some of the ingredients in super blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[44:54.000 --> 44:59.000]  Learn more about m4warslife super blue toothpaste at m4warslife.com and support the m4wars while you support healthy gums and teeth.
