[00:00.000 --> 00:05.160]  Look at that.
[29:33.400 --> 29:38.280]  Deposit it into your bank account each month. Don't miss this one stake your claim today call
[29:38.280 --> 29:46.480]  800-600-3388 that's 800-600-3388 these valuable lease contracts won't last long call now
[29:47.320 --> 29:51.200]  800-600-3388 800-600-3388
[29:51.200 --> 29:56.080]  Equipment offer poses a financial risk owners consult with financial professionals before purchasing not an offer to buy or sell a security
[29:56.080 --> 29:58.080]  Which requires an offering document
[29:58.600 --> 30:00.600]  In the year 2020
[30:00.840 --> 30:05.400]  crazed leftist are literally crawling out of their political graves and
[30:05.400 --> 30:09.680]  Attacking Americans that dare not submit to their bullying
[30:10.800 --> 30:17.440]  2020 2020 is here and despite all the globalist efforts. Thanks to you the listeners and viewers
[30:17.760 --> 30:21.000]  Info wars is still on the air in 2020
[30:21.040 --> 30:28.120]  So remember it's a great way to get healthy and get in shape and focus your mind with the products of info wars life comm and
[30:28.200 --> 30:33.160]  Fund the info war. It's a total 360 when all you've got to do is take action
[30:33.160 --> 30:39.080]  The only way we fail is if you don't take action. These are amazing products info wars life
[30:39.360 --> 30:44.440]  comm is more essential than ever to get high quality products to boost your mental and physical
[30:44.920 --> 30:51.340]  Life style clarity and so much more and it funds the info war info wars life comm
[30:51.600 --> 30:58.840]  Info wars life comm into the year 2020 2020 and info wars life comm take action now a
[30:58.840 --> 31:04.000]  little less than four months ago, I made the announcement on air
[31:04.000 --> 31:10.080]  I said hey, I have a tendency to take the high quality supplements from for life for a while
[31:10.560 --> 31:15.880]  Get great results and then slowly I stop using them. I forget to religiously take them
[31:15.880 --> 31:22.720]  I'm going to religiously take the supplements for the next few months and I've lost almost 40 pounds now
[31:23.120 --> 31:26.280]  Everybody can see it on air. My energy is off the charts
[31:26.280 --> 31:31.840]  Everything is amazing and it's because I am taking the info wars life products the krill oil
[31:31.840 --> 31:38.880]  I'm taking the x2 and the x3. I'm taking the brain force plus when I work out when I have to work really late
[31:38.880 --> 31:47.120]  I'm taking half a pack of turbo force. It is clean energy. It is really making my whole life so much more enjoyable
[31:47.120 --> 31:50.040]  It's making the shows more focused. I've got more energy
[31:50.040 --> 31:54.840]  We have huge sales going right now for the new year at info wars life comm a big clearance sale
[31:54.840 --> 31:57.680]  Take advantage of it all at info wars life comm
[32:05.520 --> 32:08.600]  Well, here we are in the year 2020 and
[32:09.240 --> 32:14.960]  Old friends are not forgotten you the Patriots have kept info wars on the air. Thank you so much
[32:14.960 --> 32:18.760]  I don't want the globalists to win for my children's future for your children's future
[32:18.760 --> 32:24.280]  But also I just personally don't want them to be able to shut us down and thanks to you spread the word by the products
[32:24.280 --> 32:29.000]  We are able to stay on air. We have huge end of Christmas into the year sales
[32:29.000 --> 32:35.080]  The biggest ever clearance sales up to 75% off free shipping double Patriot points the new year is here
[32:35.080 --> 32:37.680]  It's a great way to get healthy and fund the info war
[32:37.680 --> 32:43.720]  So go to info wars life comm and stock up on all the great products like brain force plus and super mail
[32:44.240 --> 32:51.000]  Vitality and x2 and x3 all of it is amazing the real red pill plus the real red pill find out about these great products at info wars life
[32:51.000 --> 32:55.520]  comm and fund the info or but whatever you do remember 2020 is a critical year
[32:55.520 --> 32:57.920]  So everybody get the word out and fight for freedom
[33:01.680 --> 33:04.520]  You're listening to the Alex Jones show
[33:12.760 --> 33:14.760]  Ladies and gentlemen
[33:15.960 --> 33:19.120]  2020 is going to be a spectacular year. It's basically already here
[33:19.120 --> 33:21.120]  307 days out
[33:22.080 --> 33:24.080]  We're live
[33:24.080 --> 33:31.040]  Talking about these incredible trends and how do we become part of the solution not just cannon fodder to be overrun by other men and women's
[33:32.320 --> 33:35.760]  Ideas of how we should live our lives, but clearly in this new year
[33:36.400 --> 33:40.360]  We're gonna face the full wrath of the globalist with false flags wars
[33:40.360 --> 33:46.520]  They try to start attempts to sabotage the economy attempts to trigger race wars and their supporters
[33:46.520 --> 33:49.880]  Who have been completely brainwashed and put into a trance?
[33:50.480 --> 33:54.480]  Are going to become what can only be described as
[33:55.280 --> 34:02.200]  Rabbit who knew that Cronenberg's film would become a documentary in 2020
[34:02.200 --> 34:18.560]  Therapists in the u.s. Say they are seeing increasing numbers of patients with what they call Donald Trump anxiety disorder
[34:18.800 --> 34:22.720]  Trump anxiety disorder Trump derangement syndrome
[34:22.720 --> 34:31.160]  Trump derangement syndrome is clinically real. It doesn't merely affect individuals
[34:31.360 --> 34:38.120]  But entire political parties rendering them unrecognizable one minute. They're perfectly normal the next
[34:43.040 --> 34:46.240]  The veneer of civilization is evaporating quickly
[34:46.240 --> 34:54.400]  Families and culture are collapsing and godless leftist are behaving just like zombies of modern
[34:58.480 --> 35:00.480]  You can't trust your mother
[35:03.080 --> 35:05.080]  Your best friend
[35:05.080 --> 35:14.080]  The labor next door psychologist dr. Stuart Bassman says for his clients it started the morning after the election
[35:14.400 --> 35:22.000]  Doctors are seeing patients suffering from Trump anxiety disorder a number of people are manifesting what I would post
[35:22.000 --> 35:34.320]  Trumpmatic stress disorder an overpowering fear that president Trump represents the end of the world
[35:34.960 --> 35:37.880]  Pray it doesn't happen to you
[35:37.880 --> 36:05.720]  I would thank you for everything
[36:05.720 --> 36:08.480]  You've done for the info war, but I know you're like me
[36:08.480 --> 36:13.920]  You don't want my thanks you want victory over the globalist in these devil worship and child molesters
[36:13.920 --> 36:16.440]  And you want them off your back and off your children's back
[36:16.440 --> 36:20.320]  And you know what I'm the same way and that's why we're on the same damn team
[36:20.520 --> 36:25.200]  And it's why in force has been delivering time and time again when it's clutch time
[36:25.920 --> 36:27.400]  to
[36:27.400 --> 36:31.760]  Focus the people on taking action against the globalist because I'm committed to a future
[36:31.760 --> 36:39.240]  For humanity, and I know you are as well. So thank you in 2019 for standing with us because you are the info war
[36:39.240 --> 36:42.920]  And I want to thank you for committing to stand with us in 2020 however
[36:42.920 --> 36:46.960]  You can for bottom my heart from my family and from the great crew at info wars
[36:46.960 --> 36:52.480]  I want to thank you all because you are the info war and you know, that's not just words. That's a reality
[36:53.160 --> 36:56.120]  You have made history. We have made history together
[36:56.880 --> 36:58.880]  info wars calm
[36:58.880 --> 37:03.440]  Only has power because of you and I suggest you use it
[37:06.720 --> 37:11.560]  Now if you go up to info wars calm you can see rabid 2020 trailer
[37:12.440 --> 37:18.600]  Share this link across all platforms get the word out about trump derangement syndrome new dairy McBreen piece
[37:19.160 --> 37:22.300]  Who knew David Cronenberg's rabid would turn into a real-life documentary?
[37:22.300 --> 37:27.940]  It starts with TDS and ends with radical rabid
[37:28.860 --> 37:29.940]  liberal
[37:29.940 --> 37:31.780]  rabid radical
[37:31.780 --> 37:33.780]  liberalism RRL
[37:33.780 --> 37:35.780]  be sure and
[37:36.060 --> 37:40.580]  Check out that video at band on video and of course info wars calm and share it
[37:40.580 --> 37:43.820]  That's the whole point in the information war the globalist
[37:44.660 --> 37:48.180]  Spend all their time trying to silence you and they have you accept that
[37:48.180 --> 37:53.340]  Disempowerment instead of going wait a minute. They're trying to silence me. I'll just fight back in the third dimension
[37:54.020 --> 37:59.180]  I'll go to leftist rallies. I'll go to Trump rallies. I'll go to sporting events. I'll go to church
[37:59.180 --> 38:01.760]  I'll go everywhere and I'll have my voice heard
[38:02.820 --> 38:04.820]  For the second American Revolution
[38:05.340 --> 38:07.420]  Worldwide ladies and gentlemen
[38:08.700 --> 38:14.780]  There McBreen's amazing work again is it banned on video click the little link on the left-hand side and you'll see all our great contributors
[38:14.780 --> 38:18.460]  You'll see Jeremy Breen right there and share it. It just went up. Only way it gets out as you
[38:20.740 --> 38:25.780]  Okay, I said I'm taking a lot of calls today and I am now Jeff in Canada is
[38:26.780 --> 38:28.780]  a very polite
[38:29.060 --> 38:31.060]  very humble man and
[38:31.860 --> 38:33.300]  Then
[38:33.300 --> 38:35.660]  By the grace of God it's its providence
[38:36.780 --> 38:39.220]  We had had a very similar idea a
[38:39.220 --> 38:45.820]  Month ago, and then again a few weeks ago in meetings. We're having another one of these meetings today
[38:47.020 --> 38:52.860]  And it's like juggling things. I'm not complaining. It's just trying to get the money into fun things trying to hire people
[38:53.540 --> 38:55.540]  Trying to train them
[38:55.740 --> 38:59.820]  Trying to deploy people trying to get out around the country and
[39:01.060 --> 39:07.500]  Then looking at Trump not acting against the censorship and the racketeering and the election meddling that
[39:07.500 --> 39:09.500]  Professor
[39:11.220 --> 39:13.220]  Robert
[39:13.380 --> 39:18.020]  Epstein has exposed his 20-something little life just died the other day very mysteriously I should have but
[39:19.740 --> 39:24.100]  That they're already fixing the 2018 election and now this one with 307 days out and
[39:24.740 --> 39:28.740]  So Trump needs to do something. Well, how do we go to the Trump events and
[39:28.740 --> 39:37.420]  And not disrupt them or the media can spin what we say or take it out of context
[39:40.420 --> 39:42.300]  But
[39:42.300 --> 39:44.300]  Habit where it's so
[39:44.660 --> 39:50.860]  Powerful and so illustrative that there's no way it can be ignored and it's what the caller just said we're going back to him
[39:52.740 --> 39:54.740]  Today
[39:54.740 --> 40:02.460]  I'm going to soon as I get off the air have meetings about our reporters in the streets around the country a big map on the wall
[40:02.460 --> 40:05.220]  The dates listed who we've got what we can do
[40:06.260 --> 40:08.260]  the fact that I'm trying to
[40:08.660 --> 40:11.300]  Get other talk show hosts other people I know men
[40:13.820 --> 40:20.100]  To go with their own mic flag, but we'll pay for it and just report all these things and most of them and I call are scared
[40:20.100 --> 40:23.980]  I'm not going to name names, but they're scared to
[40:24.860 --> 40:26.860]  Actually go cover these events
[40:28.260 --> 40:36.580]  People think it's a virtue to hide they think it's a virtue to oh the safest thing to do is just report on it from a bunker
