[00:00:00.593 --> 00:00:01.198]  Oh, no!
[00:24:23.712 --> 00:24:27.274]  That the media kind of comes to you and is like, how do you know this?
[00:24:27.274 --> 00:24:27.674]  How do you?
[00:24:27.674 --> 00:24:29.635]  It's almost like you're reading a book.
[00:24:29.635 --> 00:24:30.675]  That's weird.
[00:24:30.675 --> 00:24:33.657]  I've had other media ask me questions like, how do you know all this stuff?
[00:24:33.657 --> 00:24:35.558]  And I'm like, well, I'm into the news.
[00:24:35.558 --> 00:24:36.558]  I'm into the information.
[00:24:36.558 --> 00:24:37.519]  So elaborate on that.
[00:24:37.519 --> 00:24:52.066]  And then, yeah, continue on the point you were getting into with Obama saying, well, you know, I knew courts would overthrow it when it turns out he was the one, his White House, demanding that the indefinite detention for citizens be in there.
[00:24:52.622 --> 00:24:53.263]  You're right.
[00:24:53.263 --> 00:24:53.824]  Well, absolutely.
[00:24:53.824 --> 00:25:00.012]  And let me just comment on that second part first, because you'll notice in the interview that we did with him, you know, you got five minutes, so there's not a whole lot of time.
[00:25:00.012 --> 00:25:03.616]  If you want to fight over one subject, you're not going to get much else in there.
[00:25:03.616 --> 00:25:10.585]  And so what we choose to do, because of the segment we do with Reality Check and the way it's built out, you know, it really is perfect for going in, you ask the question, he gives the answer.
[00:25:11.326 --> 00:25:14.489]  But we don't leave it at that, and that's what so much national media does now.
[00:25:14.489 --> 00:25:15.890]  It's a he said, she said.
[00:25:15.890 --> 00:25:18.152]  I asked the question, you give the answer, and we're done.
[00:25:18.152 --> 00:25:24.598]  What we do is say, okay, I'll ask the question, you give the answer, and then we're going to go back and fact check your answer, and if you're wrong, we're going to say you were wrong.
[00:25:24.598 --> 00:25:27.881]  And if you're not being honest, we're going to say you're not being honest.
[00:25:27.881 --> 00:25:35.247]  So what we saw in that case is he never directly addresses the second part of my question, which was, why are your own lawyers
[00:25:35.908 --> 00:25:48.697]  Fighting that injunction, which of course, as you just mentioned, that question is now dated because, as of yesterday, they're now fighting the overall striking down of the indefinite dissension clause, and they are appealing that ruling.
[00:25:48.697 --> 00:25:59.245]  So if the President is honest when he says, we always knew it would be struck down, we believed that it would go to the courts, we believed the courts would side with us, show me how that's siding with you if you're the one fighting it.
[00:25:59.245 --> 00:26:02.468]  Regardless, as you mentioned a minute ago, with media,
[00:26:03.268 --> 00:26:05.229]  People keep asking, well, how do you know all this stuff?
[00:26:05.229 --> 00:26:06.710]  And really, there are two things.
[00:26:06.710 --> 00:26:12.234]  Number one is, as you mentioned, you just have to do a little bit of research, and there's so much of this stuff out there.
[00:26:12.234 --> 00:26:13.735]  And again, it's because of the Internet.
[00:26:13.735 --> 00:26:15.816]  It's because of alternative media.
[00:26:15.816 --> 00:26:20.559]  And also, look, listen, I've got brilliant, brilliant people who follow me on Facebook, on Twitter.
[00:26:20.559 --> 00:26:26.523]  I mean, the people who I call themselves followers or fans, that's the term that Facebook uses, right?
[00:26:27.864 --> 00:26:29.225]  I'm fans of theirs.
[00:26:29.225 --> 00:26:46.102]  I'm a huge fan of theirs because they're so smart and they have so much information and they just constantly are feeding back into me a lot of information and and what's going on in the world and did you know this and did you know this and I feel like they've been helping me to gain an education because there's so much stuff out there and they're just not helping to draw it all in.
[00:26:48.123 --> 00:26:48.803]  Well said.
[00:26:48.803 --> 00:26:56.707]  Man, I tell you, it is so refreshing, Ben, to see somebody professionally get up there and
[00:26:59.699 --> 00:27:06.901]  I told Chris Hedges this last week, because I'm not liberal or conservative, I'm just about truth and justice and freedom because I love my wife and my children and I want a future.
[00:27:06.901 --> 00:27:13.904]  It's refreshing to have somebody like Chris Hedges out there fighting the NDAA with his lawsuit and winning.
[00:27:13.904 --> 00:27:22.847]  And it's refreshing to see somebody like you, well-spoken, focused, handsome, getting the word out and reaching millions from one little TV station.
[00:27:23.567 --> 00:27:29.210]  Because it gives me hope that there are going to be other people out there that can do a better job than I can.
[00:27:29.210 --> 00:27:31.271]  That's what I told Chris Hedges.
[00:27:31.271 --> 00:27:34.572]  I mean, we all have our own tools in the fight for liberty.
[00:27:34.572 --> 00:27:36.253]  It's just, it's great.
[00:27:36.253 --> 00:27:38.514]  Now I'm wondering who else is going to step up?
[00:27:38.514 --> 00:27:40.155]  Who else is going to take action?
[00:27:40.155 --> 00:27:44.797]  Because all that evil needs to flourish is that good men and women do nothing.
[00:27:44.797 --> 00:27:46.718]  And so I salute what you're doing.
[00:27:46.718 --> 00:27:47.759]  And the point you make about
[00:27:48.679 --> 00:27:52.563]  What your listeners and viewers are saying, following the points they give you.
[00:27:52.563 --> 00:27:54.244]  It's incredible data.
[00:27:54.244 --> 00:27:57.848]  It's like the comments under the stories you were alluding to.
[00:27:57.848 --> 00:27:59.830]  The amazing points they're making.
[00:27:59.830 --> 00:28:07.297]  And you see everywhere, whether it's a right-wing site or a left-wing site with those bias, the comments more and more aren't left-wing or right-wing.
[00:28:07.297 --> 00:28:09.079]  They're like, hey, we see through this.
[00:28:09.872 --> 00:28:10.492]  Right, right.
[00:28:10.492 --> 00:28:12.013]  Well, no, that's absolutely true.
[00:28:12.013 --> 00:28:15.294]  And what was exciting about, like, for instance, the Huffington Post is a good example.
[00:28:15.294 --> 00:28:25.299]  On the HuffPo article, if you read the comments, it was so interesting to hear people who are so used to this left-right paradigm that they couldn't even begin to fathom the idea.
[00:28:25.299 --> 00:28:32.602]  So their first complaint is, well, you're from a Fox station, so what you're asking the president about, you know, this kill list can't possibly be true.
[00:28:32.602 --> 00:28:39.285]  Secondly, it's the same people in many cases who wanted Bush tried as a war criminal, who want Cheney tried as a war criminal,
[00:28:39.625 --> 00:28:42.706]  Who give Obama a pass on his kill list.
[00:28:42.706 --> 00:28:46.866]  And so it was really interesting that dynamic was they were really struggling through it.
[00:28:46.866 --> 00:28:53.248]  And then of course, you know, I posted it on my social networking pages so that people can see it there, go there and comment.
[00:28:53.248 --> 00:28:59.949]  And what was exciting to me was some of our people, when I say our, I mean, you know, liberty minded people start writing on there.
[00:28:59.949 --> 00:29:01.709]  And actually we're winning some arguments.
[00:29:01.709 --> 00:29:04.810]  And I think even winning over some people's minds saying, look, you have to,
[00:29:05.370 --> 00:29:11.215]  Breakthrough and shatter through that paradigm that says it's left versus right, Republican versus Democrat, because it's not.
[00:29:11.215 --> 00:29:12.956]  It's liberty versus oppression.
[00:29:12.956 --> 00:29:15.898]  That's what the real issue is, and I think people are beginning to see that.
[00:29:15.898 --> 00:29:18.941]  Wow, we're gonna go to break in a long 18-minute segment coming up.
[00:29:18.941 --> 00:29:26.407]  I want to get into your favorite reports and what you're working on now, and then open the phones up for your fans all over the United States and worldwide.
[00:29:26.707 --> 00:29:28.307]  We're on the march, the empire's on the run.
[00:29:28.307 --> 00:29:29.248]  Alex Jones and the GCN Radio Network.
[00:30:00.089 --> 00:30:03.751]  For thousands of years, silver has been used as both a medicine and a preservative.
[00:30:03.751 --> 00:30:05.512]  But not all silver is equal.
[00:30:05.512 --> 00:30:12.257]  SilverSol is an amazing new technology that has been clinically shown to be several hundred times more effective than colloid or ionic silvers.
[00:30:12.257 --> 00:30:15.659]  It can destroy thousands of times more pathogens than older silver technology.
[00:30:16.019 --> 00:30:23.828]  Silversol resonates at the same frequency as germicidal light used in labs to kill bacteria and viruses, enabling it to kill without direct contact.
[00:30:23.828 --> 00:30:30.976]  Silversol is a broad-spectrum microbial that creates no resistance and does not harm beneficial bacteria, making it ideal for daily use.
[00:30:30.976 --> 00:30:36.142]  It can be used internally as well as topically, and is highly effective against viruses, bacterias, molds, and yeasts.
[00:30:36.602 --> 00:30:43.125]  With threats like West Nile virus, colds, flus, or any other emergency situation, arm yourself with Supernatural Silver.
[00:30:43.125 --> 00:30:49.068]  Silversol liquid and gel are perfect for on-the-go emergency preparedness and can provide protection at home, school, or work.
[00:30:49.068 --> 00:30:52.670]  Go to SupernaturalSilver.com and be prepared for any emergency.
[00:30:52.670 --> 00:30:55.551]  Remember the promo code Alex says for 20% off.
[00:30:55.551 --> 00:30:59.393]  That's www.SupernaturalSilver.com and like us on Facebook.
[00:30:59.972 --> 00:31:03.454]  Alex Jones here with a very important announcement for truth seekers.
[00:31:03.454 --> 00:31:09.398]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:31:09.398 --> 00:31:15.983]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:31:15.983 --> 00:31:21.666]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:31:21.666 --> 00:31:25.329]  This film exposes the fraud that Obama is like nothing I've seen.
[00:31:25.489 --> 00:31:29.313]  If you want to know who Obama's real daddy is, this is the film for you.
[00:31:29.313 --> 00:31:33.918]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:31:33.918 --> 00:31:36.421]  You'll also find it at Infowarshop.com.
[00:31:36.421 --> 00:31:40.265]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:31:40.265 --> 00:31:43.108]  We're also carrying Behind the Green Mask, UN Agenda 21.
[00:31:43.789 --> 00:31:44.690]  By Rosa Corey.
[00:31:44.690 --> 00:31:47.654]  This book is coffin nails to the globalist takeover.
[00:31:47.654 --> 00:31:48.936]  The Greater Good.
[00:31:48.936 --> 00:31:54.484]  The most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[00:31:54.484 --> 00:31:58.730]  These titles and a lot more are all available at InfoWarshop.com.
[00:31:59.771 --> 00:32:05.272]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:05.272 --> 00:32:07.693]  Start purifying your water with ProPure.
[00:32:07.693 --> 00:32:16.775]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:32:16.775 --> 00:32:20.236]  Its filters are silver impregnated to prevent bacterial growth.
[00:32:20.236 --> 00:32:21.916]  There's no priming required.
[00:32:21.916 --> 00:32:24.197]  It's NSF 42 certified.
[00:32:24.197 --> 00:32:25.657]  Optional fluoride filters can reduce
[00:32:25.717 --> 00:32:26.437]  We're good to go.
[00:32:54.850 --> 00:32:56.291]  You can also call to order 888-253-3139.
[00:32:56.291 --> 00:32:56.872]  The answer to 1984 is 1776.
[00:32:56.872 --> 00:32:58.533]  You're listening to the Alex Jones Show.
[00:33:11.232 --> 00:33:16.474]  Well, he is an award-winning researcher, reporter, TV anchor.
[00:33:16.474 --> 00:33:24.597]  He anchors the news there on Fox 19, Fox19.com in Cincinnati, Ohio, working at other stations in Texas.
[00:33:24.597 --> 00:33:27.778]  He's won the Edward R. Murrow Award and two Emmys.
[00:33:28.998 --> 00:33:31.720]  On his mantle, and he's a patriot.
[00:33:31.720 --> 00:33:32.420]  Very exciting.
