[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[36:18.000 --> 36:36.000]  So what if your wife was in a sorority or you were in whatever? You need to cut this cancer off now and set your daughter up with an entrepreneurial business or something and teach her how to own a lawn mower company or a pool company or a restaurant.
[36:36.000 --> 36:52.000]  Or to go write a book. 90% of the degrees are worthless. It's all a joke. You need to pull out of their system completely because there's no future if we don't. They're not going to coexist.
[36:52.000 --> 37:03.000]  They're not liberal. They're not tolerant. They're the opposite of Martin Luther King and they have scientifically been induced to go insane.
[37:03.000 --> 37:20.000]  Now, let's look at DrudgeReport.com today. We also have these stories up on NewsWars.com. USA Today, page one. Debating Trump mental health becomes cottage industry.
[37:20.000 --> 37:41.000]  Why dims can't capitalize on president's blunders? Trump taps Hulk as fitness guru. Now, when you read through all this, I have a whole bunch of these videos where they say Trump has early onset of dementia.
[37:41.000 --> 37:55.000]  Trump is mentally ill. Trump needs to be removed from office. We need to implement the 25th Amendment on and on and on and on and on. Now, why is that important?
[37:55.000 --> 38:13.000]  Because we broke back in May of this year in studio but also on the streets of Austin doing a live feed while Democrats drove by and said FU in close to darkness on the side of downtown.
[38:13.000 --> 38:22.000]  This is very cinematic. Some reason those videos get three times as many views. We like to shoot stuff on the street at night.
[38:22.000 --> 38:37.000]  Roger Stone says, I've just gotten intel and I don't know how much of this I can tell you of where he got the source but he talks to people at major newspapers that are in editorial meetings and they're in the meetings going,
[38:37.000 --> 38:49.000]  We don't think the Russian narrative is ever going to work. It's going to play out. Our focus groups show nobody buys into it, six, seven percent. But maybe we can get something criminal as part of the investigation finding something somebody did wrong.
[38:49.000 --> 38:56.000]  That's why they've expanded the dragnet to all his customers, his renters, his businesses, his pure harassment.
[38:56.000 --> 39:12.000]  And there's the Austin American statesman that memorialized the fact that Roger Stone broke it. Roger Stone and Alex Jones warn of Alzheimer's claim to remove Trump. Jonathan Till Love and the date is May 16, 2017.
[39:12.000 --> 39:26.000]  So, again, why do they call us fake news? We told you, pardon was coming for our pile first. You now hear it's going to happen.
[39:26.000 --> 39:43.000]  And Time Magazine pulls their hair out says, oh my God, Alex Jones and Matt Drudge and Jerome Corsi and Roger Stone got the information to Trump. Yes, it was gotten personally to Trump face to face. It was gotten Trump over a telephone call.
[39:43.000 --> 40:00.000]  It was gotten reinforced when he then saw it two days later on Drudge. And I'm going to leave it at that. Yes, yes, the president is actually paying attention and learned that our pile without a jury trial was given at least six months in prison, maybe longer.
[40:00.000 --> 40:14.000]  But again, why do they call us fake news? Because I told you 20 years ago that scientific Atlantic cable boxes had microphones listening to you, putting it into keyword aggregate software to then data mine the information, create an algorithm of your personality and sell the data.
[40:14.000 --> 40:20.000]  And the Time Warner cable was involved. I was told that by one of their top engineers.
[40:20.000 --> 40:33.000]  20 years later, I think I can say a little bit more about the source was an engineer in Time Warner. The guy drove a $300,000 black Bentley.
[40:33.000 --> 40:41.000]  I looked up who he was. It's true. He gave me the intel. Show me the schematics, everything.
[40:41.000 --> 41:03.000]  But I'm digressing. Then I had other whistleblowers kind of me, former NSA, some of them public who'd been in the NSA and exposed how it all worked. And I told you in 2005 and 2004 that Google was watching and listening to you over new smartphones, laptops, and your little web cameras.
[41:03.000 --> 41:14.000]  And then exactly word for word with Paul Watson wrote and what I said was later announced yesterday. Now, how do we get it exactly right?
[41:14.000 --> 41:23.000]  Because there was a specific press release to stockholders that listeners sent us wasn't public, but it wasn't secret.
[41:23.000 --> 41:39.000]  It was to stockholders of Google that they're pioneering listening to everyone in their houses over microphones and watching them to then, if your dog's barking was a innocuous example, to make it sound okay to stockholders.
[41:39.000 --> 41:44.000]  Oh, you're going to make money. You know, first get the money class into it. We're watching and listening, but it's okay. You're going to make money.
[41:44.000 --> 41:54.000]  Dog barks will put dog food ads up on the computer. It's like Count Dracula comes over and says, mind if I come in your house whenever I want?
[41:54.000 --> 42:02.000]  Like if I see a window open, might have I crawl upon your roof and close it just to be friendly? By the way, your neck looks quite delicious this evening.
[42:02.000 --> 42:07.000]  You know, if I ever see your house on fire, mind if I have permission to come in? Oh, have you ever seen my house on fire coming in?
[42:07.000 --> 42:15.000]  They're like, oh, thank you for that. We just want to know if you've got a dog listening to you. It's a little puppy dog.
[42:15.000 --> 42:21.000]  It's the same way they see their psychopaths. Same way a creeper in a van. I have a puppy. I have a puppy.
[42:21.000 --> 42:26.000]  Same way. Oh, we just want to know if they have a dog. We're listening to them. We're going to have dog food ads. It's all very innocuous.
[42:26.000 --> 42:36.000]  And of course, they will give you dog food ads. That is part of it. Part of the entire billions of things they're going to know about you to track your whole life with AI computers watching you.
[42:36.000 --> 42:43.000]  Maybe guardian angels don't exist in the real world spiritually. Maybe they don't.
[42:43.000 --> 42:58.000]  I know they do. The point is, these little babies, I left my, my, it's not my phone. It's a smart phone, little tracker, little digital, little digital goblin that watches and listens and tracks everything I do.
[42:58.000 --> 43:05.000]  It's a little guardian devil. Yes, smart phones are and smart meters and all this tech in your house, they admits watching, listening to you.
[43:05.000 --> 43:11.000]  And oh, hooked into the smart meter, the city put on. It just so happens to scan all those frequencies and grab those and sell them.
[43:11.000 --> 43:17.000]  And there's a whole boom rush on that too.
[43:17.000 --> 43:23.000]  So Roger Stone talks to 30, 40, 50 reporters a day.
[43:23.000 --> 43:31.000]  It's almost OCD. I mean, every time I'm at dinner with him or he's here at the office, he works with him for hours now. He's signed on.
[43:31.000 --> 43:36.000]  Got a contract with him. He just is on the phone with, with every reporter you can imagine.
[43:36.000 --> 43:44.000]  And he said, yeah, no, I have now talked to two different people that were in major editorial board meetings.
[43:44.000 --> 43:53.000]  And they said, first we're going to play out the Russian narrative. Then we're going to say he's racist, which you now notice months later they're doing.
[43:53.000 --> 43:59.000]  And then we're going to say he's got Alzheimer's and dementia and is mentally ill.
[43:59.000 --> 44:07.000]  And they said, we believe that's what we can get the Republican establishment to go with and then have some bill they're going to pass to embarrass him.
[44:07.000 --> 44:17.000]  And I'm like, really? Yeah. And he's like, yeah. And he goes, and I recommend you start talking to the New York Times and the Washington Post and the CNN people and all their newspapers and folks.
[44:17.000 --> 44:22.000]  He goes, and I recommend, you know, go to dinner with me and Jonathan Till Love. I mean, you know, he's not that bad.
[44:22.000 --> 44:27.000]  No, he's just basically there at my family trial trying to hang me up at my toenails.
