[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[35:58.000 --> 36:02.000]  Darren McBreen yeah amazing work amazing broadcaster
[36:02.000 --> 36:06.000]  that was made two years ago
[36:06.000 --> 36:10.000]  almost two years ago and you notice David Knight was talking about
[36:10.000 --> 36:14.000]  they'll turn on their police they'll turn on their military
[36:14.000 --> 36:18.000]  they'll turn on the quiz links that help the system do this
[36:18.000 --> 36:22.000]  that's what always happens and notice now George Soros is funding that
[36:22.000 --> 36:26.000]  we're not endorsing the excesses of the police and how they've been mutated in many
[36:26.000 --> 36:30.000]  areas and how they're being federalized we told you the plan was attack the police
[36:30.000 --> 36:34.000]  blame them for the imploding economy blame them for the globalism
[36:34.000 --> 36:38.000]  blame them for every problem and not the globalist who
[36:38.000 --> 36:42.000]  are training them and executing this takeover and who are sucking
[36:42.000 --> 36:46.000]  the country and the planet dry of resources and
[36:46.000 --> 36:50.000]  money and freedom
[36:50.000 --> 36:54.000]  who are dominating the globe and when they start going into that phase of revolution
[36:54.000 --> 36:58.000]  like they did in Ukraine to overthrow Ukraine
[36:58.000 --> 37:02.000]  a year and a half ago now when they start funding an Arab Spring not to bring
[37:02.000 --> 37:06.000]  freedom to the Middle East but to enslave
[37:06.000 --> 37:10.000]  you know
[37:10.000 --> 37:14.000]  you know that you're in trouble
[37:14.000 --> 37:18.000]  and now there are major moves
[37:18.000 --> 37:22.000]  to basically start World War 3 in Ukraine
[37:22.000 --> 37:26.000]  and George Soros has come out and said he's worried about World War 3
[37:26.000 --> 37:30.000]  that's like an arsonist calling the fire department after he sets fire to a building
[37:30.000 --> 37:34.000]  headline conspiracy theorist are causing
[37:34.000 --> 37:38.000]  militants to abandon ISIS Steve Watson
[37:38.000 --> 37:42.000]  writes about the announcements made by NATO and others
[37:42.000 --> 37:46.000]  the ISIS Ramadi victory and the
[37:46.000 --> 37:50.000]  breakup of Iraq we're going to break that down shock video militant communist
[37:50.000 --> 37:54.000]  attack pro-life protesters we're going to hit that in a moment
[37:54.000 --> 37:58.000]  but do you know that it came out the London Independent
[37:58.000 --> 38:02.000]  that Assad the leader of Syria
[38:02.000 --> 38:06.000]  directed his ministry to
[38:06.000 --> 38:10.000]  republish info wars dot com articles and you know why because they're true
[38:10.000 --> 38:14.000]  we expose the nerve gas was launched by Saudi Arabian operatives
[38:14.000 --> 38:18.000]  that came out of here later at the UN we expose the fact that it was
[38:18.000 --> 38:22.000]  a proxy war against Russia with our guests like Colonel Shaffer and others
[38:22.000 --> 38:26.000]  the day it all started five years ago we predicted
[38:26.000 --> 38:30.000]  they would then break up the country and create a new Islamic state
[38:30.000 --> 38:34.000]  connected to Saudi Arabia and a caliphate because that's their stated
[38:34.000 --> 38:38.000]  plan and the West is directing it and we said that they're
[38:38.000 --> 38:42.000]  recruiting useful idiots out of the radicalized Muslim
[38:42.000 --> 38:46.000]  communities that are being allowed to operate and recruit
[38:46.000 --> 38:50.000]  and that most of their ground fighters are useful idiot morons
[38:50.000 --> 38:54.000]  to their controllers who were commanded by
[38:54.000 --> 38:58.000]  my six by CIA by Turkish intelligence
[38:58.000 --> 39:02.000]  by some units of Israeli intelligence and some factions of Pakistani intelligence
[39:02.000 --> 39:06.000]  to destabilize the region and quarterbacked
[39:06.000 --> 39:10.000]  Saudi Arabia Qatar and others and it's that decompartmentalization
[39:10.000 --> 39:14.000]  is the real power of this broadcast because you read the article they're now
[39:14.000 --> 39:18.000]  admitting that the conspiracy theorists
[39:18.000 --> 39:22.000]  out there saying that ISIS is globalist run to break up the Middle East
[39:22.000 --> 39:26.000]  and cause a Muslim civil war to destabilize the area and bring it
[39:26.000 --> 39:30.000]  back to the stone age and that it's anti-Muslim to do that
[39:30.000 --> 39:34.000]  it's anti the people that live in that area and that it's a
[39:34.000 --> 39:38.000]  culture war bomb and now ISIS's biggest problem
[39:38.000 --> 39:42.000]  is getting their funding cut off because we're trying to keep
[39:42.000 --> 39:46.000]  Congress from funding this free Syrian army that is ISIS in Al Qaeda
[39:46.000 --> 39:50.000]  and we are exposing to
[39:50.000 --> 39:54.000]  their grunts that they're really working for the New World Order
[39:54.000 --> 39:58.000]  that's why ISIS for two years back when they even called Al Qaeda were threatening
[39:58.000 --> 40:02.000]  us and saying they were going to attack us now the official ISIS puts us in their
[40:02.000 --> 40:06.000]  videos and says we're coming for you and all the rest of it because they're angry
[40:06.000 --> 40:10.000]  I'm here to take on the communist
[40:10.000 --> 40:14.000]  to take on ISIS to take on the New World Order I'm here
[40:14.000 --> 40:18.000]  and listen I'm here to show you what the people can do
[40:18.000 --> 40:22.000]  we're fighting a bunch of vipers and trash and they can't trump the
[40:22.000 --> 40:26.000]  ISIS page and that's the truth we've got the truth
[40:26.000 --> 40:30.000]  that's why at the highest levels of NATO
[40:30.000 --> 40:34.000]  the highest levels of the Japanese government the highest level of major governments
[40:34.000 --> 40:38.000]  around the world the Russian government you name it
[40:38.000 --> 40:42.000]  you know what they listen to they listen to this radio show
[40:42.000 --> 40:46.000]  because other people don't have the will to just tell it like it is
[40:46.000 --> 40:50.000]  folks in government listen to this show because they're somewhat
[40:50.000 --> 40:54.000]  decompartmentalized and they go yeah this guy knows what he's talking about his guests
[40:54.000 --> 40:58.000]  know what they talk about no one else will talk about the real paradigm but more and
[40:58.000 --> 41:02.000]  more people are and once the new paradigm of reality is there
[41:02.000 --> 41:06.000]  and people see from a globalist perspective how they're manipulating things
[41:06.000 --> 41:10.000]  see we're in the seat of the globalist but we don't want to carry out
[41:10.000 --> 41:14.000]  their operations we've gotten in their position from their point of view
[41:14.000 --> 41:18.000]  to understand their operations we get other people to get in the enemy's position
[41:18.000 --> 41:22.000]  that's how a good general wins a war he gets in the mind of
[41:22.000 --> 41:26.000]  the other generals he's fighting he learns everything he can about
[41:26.000 --> 41:30.000]  how they operate how do you catch a serial killer if you're a good detective
[41:30.000 --> 41:34.000]  you get in their mind you study them you
[41:34.000 --> 41:38.000]  immerse yourself in the clues and what that's connected to
