[00:00:08.504 --> 00:00:12.973]  Leading a frontal assault on the lies of the New World Order.
[01:45:28.877 --> 01:45:36.082]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[01:45:36.662 --> 01:45:39.444]  Extra information to keep you well informed throughout the year.
[01:45:39.444 --> 01:45:46.970]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[01:45:46.970 --> 01:45:51.233]  When you subscribe to the Trends Journal, you'll also receive Trends Alerts.
[01:45:51.233 --> 01:45:53.395]  Visit TrendsResearch.com today.
[01:45:53.395 --> 01:45:55.717]  That's TrendsResearch.com.
[01:45:55.717 --> 01:45:57.578]  Subscribe to the Trends Journal.
[01:45:57.578 --> 01:45:59.319]  This information is too important to wait.
[01:46:00.236 --> 01:46:04.779]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:46:04.779 --> 01:46:05.699]  Number 1.
[01:46:05.699 --> 01:46:09.121]  New climate legislation could easily double or triple your electric bill.
[01:46:09.121 --> 01:46:09.981]  Number 2.
[01:46:09.981 --> 01:46:14.864]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:46:14.864 --> 01:46:15.605]  It's true.
[01:46:15.605 --> 01:46:20.487]  Total government control of electricity in the name of smart grid technology is coming.
[01:46:20.487 --> 01:46:21.308]  Number 3.
[01:46:21.308 --> 01:46:24.890]  In some areas of the country, the power grid is dangerously overloaded.
[01:46:24.890 --> 01:46:28.592]  And now, new socialist legislation is only compounding the problem.
[01:46:28.792 --> 01:46:29.593]  Number 4.
[01:46:29.593 --> 01:46:32.356]  Dangerous weather is always a threat to local grids.
[01:46:32.356 --> 01:46:36.040]  Every year, thousands of families lose their power from weather-related outages.
[01:46:36.040 --> 01:46:36.820]  Number 5.
[01:46:36.820 --> 01:46:40.965]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:46:40.965 --> 01:46:45.750]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:46:46.030 --> 01:46:50.192]  You can get more information at www.mysolarbackup.com.
[01:46:50.192 --> 01:46:51.973]  That's mysolarbackup.com.
[01:46:51.973 --> 01:46:54.214]  Remember, the government doesn't own the sun.
[01:46:54.214 --> 01:46:56.855]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:46:56.855 --> 01:47:03.238]  Coast to coast.
[01:47:03.238 --> 01:47:05.279]  Direct from Austin.
[01:47:05.279 --> 01:47:08.500]  You're listening to the Alex Jones Broadcasting Network.
[01:47:26.150 --> 01:47:27.911]  We're good to go.
[01:47:45.984 --> 01:47:51.888]  And they had all these different teams, including more teams down the road if Kennedy would have escaped.
[01:47:51.888 --> 01:47:57.531]  Now they have just multiple hit teams ready to deal with it.
[01:47:57.531 --> 01:48:03.034]  They even had the military in the air above Dallas in case the public found out and things had to be suppressed.
[01:48:03.034 --> 01:48:09.778]  They had the corrupt mafia-controlled Dallas Police Department all hooked up, heavily involved with intelligence.
[01:48:09.778 --> 01:48:12.200]  And it's just absolutely incredible.
[01:48:12.620 --> 01:48:26.560]  That you were there, you tried to stop it, you were on the job, and then decades later, they declassify and release the fact that this guy was talking about killing him, and where, and how, and when, before and after.
[01:48:26.560 --> 01:48:27.941]  I mean, this is incredible.
[01:48:28.692 --> 01:48:32.894]  Alex, let me mention one thing to you that's very important.
[01:48:32.894 --> 01:48:37.496]  After we went into the archives in 99, or no, it was later than that.
[01:48:37.496 --> 01:48:39.817]  It was in 2003 or something like that.
[01:48:39.817 --> 01:48:42.959]  We went into the archives and pulled the documents from that.
[01:48:42.959 --> 01:48:52.523]  I found a document in there that said in there that they contacted, that the Atlanta office had contacted their agent in Thomasville.
[01:48:52.523 --> 01:48:57.786]  And he told them that Noatir was in Quitman, Georgia at the time the assassination took place.
[01:48:58.712 --> 01:49:03.214]  And that was an outright lie, and it's a totally fraudulent document.
[01:49:03.214 --> 01:49:08.437]  The document was done, and the words were said, but it was not true.
[01:49:08.437 --> 01:49:14.359]  And my partner was the only one that was there, and I left him saying I was going to find Miltier.
[01:49:14.359 --> 01:49:17.501]  I was going to locate him if I could, and which we did.
[01:49:17.501 --> 01:49:20.142]  I checked him in the morning, and then noon at night.
[01:49:20.142 --> 01:49:24.384]  And here he, at some time or somebody, saying that he did it.
[01:49:25.124 --> 01:49:30.810]  Uh, said that, um, uh, that Miltier was in Quitman, Georgia at the time of the assassination.
[01:49:30.810 --> 01:49:40.440]  There, in that book, High Treason, is a photograph of Miltier standing there looking at the presidential limousine, uh, moments before the president was killed.
[01:49:40.560 --> 01:49:41.060]  That's right.
[01:49:41.060 --> 01:49:44.661]  I interrupted you, Agent Adams, before you got to that.
[01:49:44.661 --> 01:49:54.024]  So recap, you get this book, you open it up, and there he is, clear as day, looking at the president in the motorcade.
[01:49:54.024 --> 01:49:55.245]  Talk about that.
[01:49:55.245 --> 01:49:55.525]  Sure.
[01:49:55.525 --> 01:50:06.808]  I mean, you can imagine when you investigate a person and you do a full background on him, and I walked up to him, like I said, and I took all this hate literature from him, which he was freely giving out and that.
[01:50:06.808 --> 01:50:08.369]  I spent a lot of time with this guy.
[01:50:09.350 --> 01:50:17.197]  Uh, and then when I, when I finally took him into custody and took him back for interview and everything on the 27th, uh, there was a lot of time together.
[01:50:17.197 --> 01:50:19.320]  And, uh, and I know him 100%.
[01:50:19.320 --> 01:50:26.006]  And when I saw that photograph, it hit me like a, like you said, like a stack of bricks hit me.
[01:50:26.006 --> 01:50:28.809]  And, and, and it just, it blew my mind.
[01:50:28.809 --> 01:50:29.530]  I couldn't believe it.
[01:50:30.074 --> 01:50:52.937]  But here he is, because I couldn't locate him, and then I found out afterwards that on the same morning, on November the 22nd at 10 o'clock in the morning, before he was photographed there on Houston Street, he made a telephone call to Somerset in Miami and told him, I'm in jackrabbit country, your friend is coming here, and you're not going to see him again.
[01:50:54.170 --> 01:50:59.593]  And then when I said, or you mentioned later on, that Miltier was jubilant over it, he was.
[01:50:59.593 --> 01:51:10.860]  When he met with Somerset the following day after the assassination at the Jacksonville, Florida, railroad station, he told him, he said, I told you I wasn't kidding.
[01:51:10.860 --> 01:51:15.063]  You thought I was kidding in that, but it was taken care of.
[01:51:15.063 --> 01:51:16.744]  Just like I said it would be.
[01:51:16.744 --> 01:51:19.726]  So here is this guy very heavily involved.
[01:51:20.266 --> 01:51:26.270]  And they take everything away from him and bury him into the archives and concentrate everything on Oswald.
[01:51:26.270 --> 01:51:28.132]  And Oswald never even fired a shot.
[01:51:28.132 --> 01:51:40.740]  The meeting that took place in Indianapolis and that, Miltier was really the spokesman and Somerset was the informant and then one of the other two persons was a sniper in the Second World War.
[01:51:40.740 --> 01:51:45.804]  And he said that he was willing to go up into the tree and give his life and that to take Kennedy out.
[01:51:46.667 --> 01:51:47.248]  Amazing.
[01:51:47.248 --> 01:51:49.633]  So who was Joseph Adams Miltier?
[01:51:49.633 --> 01:51:52.117]  Because the news reported he was a really violent guy.
[01:51:52.117 --> 01:51:57.607]  Well, it said in a report in that book in the High Trees, it said he was one of the most violent men in the country.
[01:51:58.791 --> 01:52:00.393]  Here's another thing about it.
[01:52:00.393 --> 01:52:07.117]  My partner, who had investigated me here before, said nothing to me about him ever being armed.
[01:52:07.117 --> 01:52:24.729]  And one of the most stringent rules that we have in the FBI is, if you develop any information where there's a possibility of an agent getting harmed or hurt or killed, it's mandatory that you immediately put a caution out on the man and underline it in every single communication.
[01:52:25.209 --> 01:52:28.711]  That you put out, and I knew nothing about him being armed.
[01:52:28.711 --> 01:52:43.739]  After I left, then he wrote a report in January of 64, and in that report, under the synopsis he put in there that, that, uh, military should be considered armed and dangerous because he has a 38, uh, weapon with him.
[01:52:44.858 --> 01:52:46.460]  And I knew nothing about that.
[01:52:46.460 --> 01:52:55.850]  So here's my partner did everything he could against every proper bureau rule to protect me and the chief and everybody else.
[01:52:55.850 --> 01:53:00.835]  And they got rid of every bit of that information and gave none of it to me.
[01:53:00.835 --> 01:53:02.057]  Whatever happened to Miltier?
[01:53:02.935 --> 01:53:12.200]  Ilter had an explosion of a gas stove in his house and the early reports were that he got killed because of that.
[01:53:12.200 --> 01:53:20.005]  But then I read some reports after that which said that he was burnt just slightly from the explosion of the gas.
[01:53:21.418 --> 01:53:26.222]  Uh, the stove and that, uh, that he was fine after that.
[01:53:26.222 --> 01:53:27.804]  He had been released by the hospital.
[01:53:27.804 --> 01:53:32.668]  They said there was nothing wrong with him, uh, other than having a minor burns and that to be treated.
[01:53:32.668 --> 01:53:40.656]  So you got the good ground floor FBI people and police and others trying to stop this, but up high they block the investigation.
[01:53:40.656 --> 01:53:41.356]  They cover it up.
[01:53:41.356 --> 01:53:42.437]  And that was my next question.
[01:53:43.619 --> 01:53:52.179]  I had read that you had said that once you got into the archives, decades after when they finally released the stuff, that your own FBI reports had been doctored.
[01:53:52.915 --> 01:53:54.437]  What happened?
[01:53:54.437 --> 01:53:55.938]  My report doesn't exist.
[01:53:55.938 --> 01:54:09.311]  I mean, they eliminated the total report that I wrote up, and my partner, Royal McGraw, and a supervisor by the name of Charles Harding up in Atlanta, Georgia, they wrote two reports.
[01:54:09.311 --> 01:54:14.476]  One written by McGraw and one written by Charles Harding.
[01:54:15.177 --> 01:54:31.267]  And they took the material of all the people that I contacted and interviewed trying to locate Miltier and doing a full background on him educational wise and where he worked and all the stuff that we had acquired and all of that was in their reports.
[01:54:31.267 --> 01:54:39.291]  The only thing that was in that report that had anything to do with Don Adams was that one sheet of paper of my interview of Miltier.
[01:54:39.291 --> 01:54:41.733]  Well sir, isn't the evidence of the cover-up
[01:54:42.822 --> 01:54:43.843]  I mean, just more proof.
[01:54:43.843 --> 01:54:49.326]  I mean, look at how many people that witnessed the shooters on the grassy knoll, the green pickup truck.
[01:54:49.326 --> 01:54:53.669]  How many of them were murdered, killed, disappeared?
[01:54:53.669 --> 01:54:55.390]  Over 300.
[01:54:55.390 --> 01:55:06.416]  I mean, there's been a novel written about and discussing solely the people that were involved in the Kennedy assassination, and they say that that number is over 300 people now.
[01:55:06.416 --> 01:55:12.300]  And I just want to mention one thing that I don't want to forget to tell you, is that when I saw the Zubruder film,
[01:55:13.030 --> 01:55:14.211]  And I made that comment.
[01:55:14.211 --> 01:55:20.314]  Hell, he wasn't shot from the back, he was shot from the front when he put his hands up to his throat and that.
[01:55:20.314 --> 01:55:33.702]  Dr. Charles Crenshaw, who worked in Trauma Room 1 at Dallas Parkland Hospital and that, when he, as soon as he looked at the President, he said, hell, he's been shot in the throat, he's got a bullet hole here.
[01:55:34.594 --> 01:55:39.957]  And then later on they had to do a trach cut on him to open up his throat to put a tracheotomy in him.
[01:55:39.957 --> 01:55:42.938]  But he saw the bullet hole right away.
[01:55:42.938 --> 01:55:45.159]  There was no exit wound in the back.
[01:55:45.159 --> 01:55:49.121]  And they found where the bullet had gone through the windshield of the limousine.
[01:55:49.121 --> 01:55:56.344]  And apparently that slowed down the projectile so it didn't go all the way through him and it went into his throat and stayed in his body.
[01:55:56.344 --> 01:56:03.368]  Yeah, that was in the original medical report and then they had his brain at the National Archives and then it got disappeared.
[01:56:03.368 --> 01:56:04.308]  It disappeared, right.
[01:56:04.548 --> 01:56:14.714]  In closing, sir, and I want to have you back up in the next month for a full hour with your great breadth of knowledge, we appreciate your patriotism, your love of the truth, and your courage knowing how many people they've murdered.
[01:56:14.714 --> 01:56:16.455]  Do you ever get threatened?
[01:56:16.455 --> 01:56:19.016]  Are you concerned that you're now really going public?
[01:56:19.016 --> 01:56:20.577]  No, I'm going to tell you something, Alex.
[01:56:20.577 --> 01:56:21.938]  I've always said this.
[01:56:21.938 --> 01:56:25.840]  The good Lord picked me for this assignment, whatever it was.
[01:56:25.840 --> 01:56:26.700]  I mean, whatever it is.
[01:56:26.700 --> 01:56:31.563]  And if he decides he's going to call me, I'm going to go the way he wants.
[01:56:31.563 --> 01:56:33.304]  And I don't worry about that stuff.
[01:56:36.437 --> 01:56:38.478]  Yes, I did.
[01:56:38.478 --> 01:56:41.700]  Yeah, I saw a lot there and it was a heavy year.
[01:56:41.700 --> 01:56:46.664]  I went all the way to the Yellow River, up to China.
[01:56:46.664 --> 01:56:53.489]  And it was an experience I never forgot, but it's something that taught me a great deal about life and how important life is.
[01:56:54.448 --> 01:56:58.653]  You know who else was on the Yalu River, but fighting the Japanese during World War II?
[01:56:58.653 --> 01:57:01.296]  E. Howard Hunt, as a sniper!
[01:57:01.296 --> 01:57:04.299]  Wow, wow.
[01:57:04.299 --> 01:57:07.703]  Let me tell you something Alex, so that you're aware of how I work at that.
[01:57:07.703 --> 01:57:15.692]  When I get to concentrating on my work at that, I don't dwell off into a lot of other people's work, because you could just go in forever.
[01:57:17.493 --> 01:57:29.701]  I agree with you because your area of the investigation is conclusive.
[01:57:29.701 --> 01:57:31.342]  I mean, it's amazing.
[01:57:31.342 --> 01:57:34.565]  The website is AdamsJFK.com.
[01:57:34.565 --> 01:57:35.946]  Let me say bye to you during the break.
[01:57:35.946 --> 01:57:38.888]  I look forward to setting you up for a full hour in the next month.
[01:57:39.448 --> 01:57:41.369]  We'll try to set that up with you right now, sir.
[01:57:41.369 --> 01:57:42.810]  Everybody check out his website.
[01:57:42.810 --> 01:57:50.774]  He's got some very informative DVDs with his testimony that's an important part of a historical record.
[01:57:50.774 --> 01:57:54.996]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:57:54.996 --> 01:58:01.400]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:58:01.400 --> 01:58:05.742]  My family, staff, friends, and radio listeners are constantly telling me how much
[01:58:05.742 --> 01:58:06.142]  I think so.
[01:58:26.568 --> 01:58:33.331]  As founder and owner for over 63 years, people keep asking me, how's business?
[01:58:33.331 --> 01:58:37.233]  I'm happy to say our business is going down the drain.
[01:58:37.233 --> 01:58:43.316]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[01:58:43.316 --> 01:58:43.736]  Thank you.
[01:58:50.765 --> 01:58:54.846]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:58:54.846 --> 01:59:00.847]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:59:00.847 --> 01:59:05.008]  Go to HomeGain.com and see what I'm talking about.
[01:59:05.008 --> 01:59:11.330]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:59:11.730 --> 01:59:15.051]  This is a great way to be able to monitor the value of your home.
[01:59:15.051 --> 01:59:17.151]  And again, it's absolutely free.
[01:59:17.151 --> 01:59:19.192]  There are tons of tools to help you.
[01:59:19.192 --> 01:59:22.973]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:59:22.973 --> 01:59:29.774]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:59:29.774 --> 01:59:33.335]  For 10 years, these folks have been helping home sellers and buyers.
[01:59:33.335 --> 01:59:35.696]  Visit their link at InfoWars.com.
[01:59:35.696 --> 01:59:36.396]  Look for Max
[01:59:36.676 --> 01:59:41.080]  The Orange Home Gain Gorilla to help you with any real estate needs you might have.
[01:59:41.080 --> 01:59:42.341]  You'll love this site.
[01:59:42.341 --> 01:59:44.123]  It's HomeGain.com.
[01:59:44.123 --> 01:59:47.086]  H-O-M-E-G-A-I-N.com.
[01:59:47.086 --> 01:59:51.750]  Check them out today.
[01:59:51.750 --> 01:59:53.271]  Coast to Coast.
[01:59:53.271 --> 01:59:55.313]  Direct from Austin.
[01:59:55.313 --> 01:59:58.536]  You're listening to the Alex Jones Broadcasting Network.
