[00:00.000 --> 00:05.000]  1884 is 1776.
[29:14.000 --> 29:17.000]  and are 40 to 50% off, like DNA Force Plus.
[29:18.000 --> 29:20.000]  That is 40% off right now.
[29:21.000 --> 29:23.000]  And that sale is going to have to end on Monday.
[29:24.000 --> 29:27.000]  It helps your telomeres. It helps your very cells, engines, the mitochondria.
[29:28.000 --> 29:30.000]  It's got the PQQ, the CoQ10. It really is incredible.
[29:30.000 --> 29:34.000]  It's 40% off. Some of the best-selling products are 50% off as well.
[29:35.000 --> 29:38.000]  And we got a very limited supply, very limited run in,
[29:39.000 --> 29:43.000]  because I told the manufacturer whatever ingredients you can get whenever you have enough to make some,
[29:44.000 --> 29:45.000]  even if it's a smaller run, do it.
[29:46.000 --> 29:48.000]  If you've got a very small run into the product that's been sold out,
[29:49.000 --> 29:52.000]  and that is RainForce Ultra, it's 25% off at infowarstore.com.
[29:53.000 --> 29:55.000]  It's going to end up selling out on Monday as well at current sales rates.
[29:56.000 --> 29:58.000]  So get great products to support the M4 at infowarstore.com.
[29:58.000 --> 30:03.000]  The globalists are bombarding us with propaganda and with spiritual warfare
[30:04.000 --> 30:06.000]  and with poisons and chemicals added to the food.
[30:07.000 --> 30:08.000]  It's all come out.
[30:09.000 --> 30:12.000]  And they're doing that not because we're weak, but because we're made the image of God, the creator,
[30:13.000 --> 30:14.000]  and we are powerful.
[30:15.000 --> 30:17.000]  And the social engineers fear that so much.
[30:18.000 --> 30:23.000]  So that's why I repeat that famous internet saying that nobody knows who first came up with the boy.
[30:24.000 --> 30:25.000]  Is it true?
[30:25.000 --> 30:31.000]  The propaganda would not be necessary if the situation was hopeless.
[30:32.000 --> 30:36.000]  They need all their propaganda and all their lies and all their evil and all their cultural death
[30:37.000 --> 30:40.000]  because they know we are strong.
[30:41.000 --> 30:44.000]  And they know in the end they signed on to God of this world who is a loser.
[30:45.000 --> 30:48.000]  And that's why it's so important that everybody keep info wars in the air now more than ever.
[30:49.000 --> 30:50.000]  Because even if you don't believe in God,
[30:50.000 --> 30:54.000]  what the globalists are manifesting and setting up is safe handling.
[30:55.000 --> 30:58.000]  And we are opposing the one world government and the mark of the beast they just announced.
[30:59.000 --> 31:04.000]  It was almost 15 years ago that I released my seminal film in-game blueprint for global enslavement.
[31:05.000 --> 31:10.000]  And in that documentary I predicted the globalists would establish world government of releasing a virus,
[31:11.000 --> 31:13.000]  demanding that there be worldwide lockdowns,
[31:14.000 --> 31:16.000]  and then triggering a collapse of our industrial society.
[31:17.000 --> 31:18.000]  And now they've done it.
[31:18.000 --> 31:20.000]  How did I know they would do it?
[31:21.000 --> 31:26.000]  Because they wrote books and white papers and many of their own reports and internal meetings were leaked.
[31:27.000 --> 31:31.000]  You see, then I was tracking the Bilderberg group, who's head at the time, was Klaus Schwab.
[31:32.000 --> 31:36.000]  And our sources in cyber confirming to us that they were indeed planning to launch this great reset.
[31:37.000 --> 31:38.000]  Well, we're now living in it.
[31:39.000 --> 31:41.000]  The purposeful collapse of the third world and the first world,
[31:42.000 --> 31:44.000]  not attached to the tyrannical corporate world government,
[31:45.000 --> 31:46.000]  the total censorship, no due process,
[31:46.000 --> 31:48.000]  the structure of the family,
[31:49.000 --> 31:55.000]  and then incrementally more and more deadly injections of poison mass-creating as vaccines to poisonous in the populace.
[31:56.000 --> 31:58.000]  This is what Info Wars is fighting. We're fighting for the future.
[31:59.000 --> 32:01.000]  It's time to protect your privacy.
[32:02.000 --> 32:05.000]  It's time to come to grips with the fact that even though you don't have anything to hide,
[32:06.000 --> 32:11.000]  criminals, hackers, corporations, big tech government are stealing all of your data
[32:11.000 --> 32:15.000]  and creating a map and a database of where you go and what you do.
[32:16.000 --> 32:19.000]  So in the future, under their globalist takeover, they can shut you down.
[32:20.000 --> 32:25.000]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos,
[32:26.000 --> 32:28.000]  protecting everything that's on your phone is paramount.
[32:29.000 --> 32:31.000]  That's why everybody should visit InfoWarsStore.com.
[32:31.000 --> 32:40.000]  We're carrying a huge new line of very compliant, made in America products that have 100% reviews and are simply incredible.
[32:41.000 --> 32:47.000]  It's a 360 win. Protect your privacy and shop at InfoWars to support the overall Info War against the globalists.
[32:47.000 --> 33:05.000]  A true 360 win. Get your Faraday cages at InfoWarsStore.com. Check out the new line. It's amazing.
[33:18.000 --> 33:28.000]  Defending the Republic from enemies, foreign and domestic. It's Alex Jones.
[33:33.000 --> 33:39.000]  Coming up today, Mike Lindell will give us an update on his ongoing election fraud investigation at 1230 Central.
[33:39.000 --> 33:48.000]  Leah Mathis, who's an amazing talk show host and really exposing the whole COVID fraud like none other, very eloquent will be popping in.
[33:49.000 --> 33:58.000]  Darren J. Beatty, who's been on Tucker a lot with Revolver News, spearheading investigations into the federal provocateur action on January 6th.
[33:59.000 --> 34:07.000]  He'll be joining us. And then of course, Roger Stone's got huge news dealing with election fraud and Trump and the future of the Republican Party.
[34:07.000 --> 34:12.000]  He's loaded for bear. I'll be hosting the fourth hour today with Roger Stone.
[34:14.000 --> 34:20.000]  Alright, let me just calm down again because the show tends to speed by and we have a lot of new listeners tuned in.
[34:22.000 --> 34:27.000]  And I want them to understand something. You're not going to be able to navigate what's about to happen.
[34:28.000 --> 34:33.000]  This isn't something where the globalists just do something and you kind of try to get around it and then, you know, it goes away.
[34:33.000 --> 34:41.000]  This is a complete post-industrial world and I don't think people know what a post-industrial world means.
[34:42.000 --> 34:51.000]  So when I start the next hour, I'm going to play Bill Gates on TV yet again saying no one should be allowed to have meat in the United States, period.
[34:52.000 --> 34:56.000]  He makes it a class thing saying we should give it all to the Africans.
[34:57.000 --> 34:59.000]  Yeah, he's not going to give the Africans anything but death.
[34:59.000 --> 35:09.000]  And so that's what they do is put a black face on the New World Order as their camouflage.
[35:10.000 --> 35:13.000]  So it's very, very, very, very simple.
[35:14.000 --> 35:22.000]  That's the cover of my film, The Obama Deception, that was seen more than 40 million times online thanks to you spreading it, still on YouTube free.
[35:22.000 --> 35:29.000]  But in The Obama Deception, the cover of the film is a white guy, a corporate executive with a black face of Obama.
[35:30.000 --> 35:38.000]  He's holding up and that's the whole premise of the film is the globalists hate everybody or attacking everybody, but they're using racial politics to control us.
[35:38.000 --> 35:51.000]  So I thought I'd explain what really zero carbon means because Bill Gates is against organic farming because it uses cow manure on it and just anything from an animal or a plant is bad.
[35:52.000 --> 35:54.000]  I'm going to show you articles where environmental groups call for cutting down trees.
[35:55.000 --> 35:56.000]  That's the headline.
[35:57.000 --> 36:00.000]  Environmental groups call for cutting down trees and burying them to stop carbon.
[36:02.000 --> 36:03.000]  Trees are bad, see?
[36:03.000 --> 36:08.000]  Well, if you want a new atmosphere on the earth, yeah, that's exactly what you would want.
[36:09.000 --> 36:12.000]  So Bill Gates wants us all to eat 100% synthetic beef.
[36:13.000 --> 36:14.000]  He has a point, says Yahoo News.
[36:15.000 --> 36:23.000]  That's coming up for the future of farming according to Bill Gates and let's cut down the trees.
[36:24.000 --> 36:27.000]  Now, let's shift into the big news here.
[36:28.000 --> 36:29.000]  This is all global.
[36:29.000 --> 36:37.000]  And so in Australia and in France and in the UK, there are articles everywhere about the schools injecting children.
[36:38.000 --> 36:50.000]  Even though the government hasn't authorized under 16s, even their own regulatory agencies couldn't be made to do it by big pharma show the politicians are just doing it to people even in elementary school.
[36:51.000 --> 36:52.000]  And that's coming out in the news.
[36:53.000 --> 36:54.000]  It's the same thing in China.
[36:55.000 --> 36:56.000]  It's not the law, but now they're just doing it.
[36:56.000 --> 36:58.000]  Big article from zero hedge up on info wars.com.
[36:59.000 --> 37:03.000]  China begins forcing jabs on children as young as three.
[37:07.000 --> 37:11.000]  And again, has nothing to do with protecting people.
[37:12.000 --> 37:17.000]  It's about normalizing standardized martial law worldwide under medical training.
[37:17.000 --> 37:26.000]  They're building central isolation sites with local authorities required by the end of October to create facilities of not less than 20 rooms per 10,000 people.
[37:27.000 --> 37:28.000]  The second the scale of each isolation site.
[37:29.000 --> 37:36.000]  I see more than 100 rooms that goes into setting up the emergency centers all over their country to then forcibly hold people and inject them.
[37:37.000 --> 37:38.000]  This is right out of Bloomberg.
[37:39.000 --> 37:40.000]  This is all of it right here.
[37:40.000 --> 37:45.000]  So you need to understand this is a global UN run plan.
[37:46.000 --> 37:47.000]  Here it is in the United States.
[37:48.000 --> 37:49.000]  FDA panel backs Pfizer shots for kids.
[37:50.000 --> 37:55.000]  We've never going to learn about how safe this vaccine is unless we start giving it.
[37:56.000 --> 37:59.000]  Never going to learn how safe it is unless we start giving it.
