[00:00.000 --> 00:10.580]  xbox test
[30:55.120 --> 31:01.680]  get a free bottle of Carnivore 90. Super male vitality is already in the top three
[31:01.680 --> 31:07.800]  of our best sellers for the six years we've had it. It is an award-winning formula produced
[31:07.800 --> 31:12.600]  in Utah by one of the top herbal companies in the nation that we've been private labeling.
[31:12.600 --> 31:18.560]  It is cold pressed. It takes at least three times the herbs that are wild crafted and
[31:18.560 --> 31:23.040]  organic to be able to produce this. It's not boiled. It's not heated. It's never been
[31:23.040 --> 31:30.240]  dried. It's taken from fresh herbs. That's why it's so strong. That's why it's so effective
[31:30.240 --> 31:37.040]  for libido, stamina and energy. And I'm so excited about super male vitality and Carnivore
[31:37.040 --> 31:43.920]  30 that I'm offering you with every order of super male vitality at 25% off a free bottle
[31:43.920 --> 31:48.800]  of Carnivore digestive enzyme. We're going to sell out of this very quickly, but it's
[31:48.800 --> 31:55.680]  an offer so that you experience how amazing both these products are. Secure yours at MFullWarsStore.com
[31:55.680 --> 32:04.480]  today. We're MFullWarsLife.com. Band.video is the answer to censorship. Band.video is
[32:04.480 --> 32:09.880]  the answer for libertarians, conservatives, nationalists, pro-gun, pro-life, pro-human
[32:09.880 --> 32:16.720]  individuals to have their own platform where videos banned by YouTube, Facebook and Twitter
[32:16.720 --> 32:23.320]  are still available. We've launched it, ladies and gentlemen. It's now live. Band.video.
[32:23.320 --> 32:28.320]  Band.video isn't just going to be a home for Alex Jones or David Knight or Owen Schreuer
[32:28.320 --> 32:33.800]  or Paul Watson band videos. We are building it to be a place where banned memes are able
[32:33.800 --> 32:38.720]  to be posted. And we're a growing list of freedom-loving contributors are able to have
[32:38.720 --> 32:44.040]  a home free from being shut down, free from being censored, free from being silenced by
[32:44.040 --> 32:50.480]  big tech, the chai comms, the Hollywood scum and the globlest. Freedom of speech has a home.
[32:50.480 --> 33:01.480]  It's called band.video. America and the world is fighting back against tyranny at band.video.
[33:01.480 --> 33:22.480]  We're listening to the Alex Jones show.
[33:22.480 --> 33:51.480]  We're listening to the Alex Jones show.
[33:51.480 --> 33:56.440]  Call the police on you. They're all doing it. It's been the plan since the beginning.
[33:56.440 --> 33:59.920]  I'm going to show you all the documents next hour and some next segment. We're going back
[33:59.920 --> 34:07.560]  to Paul Watson in a moment. But here's a piece where we spliced George Lucas' THX1138
[34:07.560 --> 34:33.560]  dystopia film in with the reality of Alexa here it is.
[34:33.560 --> 34:38.560]  What's wrong? I think nothing really. I just feel that I need something stronger. If you
[34:38.560 --> 34:43.560]  have a problem, don't hesitate to ask for assistance. Yes, thank you. I'll be alright.
[34:43.560 --> 34:51.360]  Call 348-5. We are sorry, but we must deny your request. Birthborns are not allowed more
[34:51.360 --> 34:58.560]  than five units of interval. Remember, substitution of interval for etracine may cause a serious
[34:58.560 --> 35:07.560]  chemical imbalance. Thank you. Work hard. What's wrong? Increase production. What's wrong?
[35:07.560 --> 35:19.560]  Prevent accidents. What's wrong? And be happy. What's wrong? If you feel you are not properly
[35:19.560 --> 35:29.560]  vaccinated, call 348-844 immediately. Failure to do so may result in prosecution or criminal
[35:29.560 --> 35:41.560]  drug evasion. What's wrong? If you are receiving this transmission, be welcome to assist.
[35:41.560 --> 35:46.680]  So, I'm going to tell this story next hour and I'm going to get my dad in here sometime
[35:46.680 --> 35:50.680]  because he was like top of his class and it wasn't even a big secret when he went to
[35:50.680 --> 35:56.280]  UT plan two. That's when you were in high school, like a junior, and they were there
[35:56.280 --> 35:59.560]  in the botany department, the science department, and they go, here's the secret nuclear reactor
[35:59.560 --> 36:03.520]  nobody knows about and we're running worldwide eugenics and you're going to be the chosen
[36:03.520 --> 36:08.240]  kids. It was only like six in his group and he ended up going to UT and the rest of it,
[36:08.240 --> 36:12.560]  but they had CD-ROM back then. They were talking about social media in the future and everyone
[36:12.560 --> 36:17.400]  would be wired in and controlled and my dad wrote a paper that got basically put into
[36:17.400 --> 36:21.640]  the government and looked at it and adopted it in some ways and sometime I might get him,
[36:21.640 --> 36:26.560]  he's got a copy of the paper to let me republish it because it's never been published or seen,
[36:26.560 --> 36:31.720]  but it was information energy and how you could basically have fiat currency in the future
[36:31.720 --> 36:36.880]  just off what they were calling social media and how people would basically pay for that
[36:36.880 --> 36:44.480]  and be paid in the new fiat system. Kind of the casino gulag system that decades later
[36:44.480 --> 36:49.440]  Max Kaiser talked about. So they were all brainstorming about this even with the younger
[36:49.440 --> 36:54.360]  people wanting to get their ideas for building the thing they built. So this is the whole
[36:54.360 --> 36:59.760]  world project. This is the future. This is the system. And notice there's been no discussion,
[36:59.760 --> 37:02.320]  no debate about it because you're not supposed to know about that. You're supposed to watch
[37:02.320 --> 37:06.120]  football and watch movies and do whatever you do and that's fine while they're building
[37:06.120 --> 37:11.200]  the system that is anti-human and will surveil everything you do and turn over to big tech
[37:11.200 --> 37:15.440]  and this psychiatric elite who they admit is going to run this, everything you do and
[37:15.440 --> 37:21.960]  all your records for your own good. Paul, please continue. Your story, again, is top-linked
[37:21.960 --> 37:27.040]  at drubsreport.com, the big giant top link and our live feed is there. If listeners and
[37:27.040 --> 37:31.680]  viewers watching this, share this on your email, your Facebook, your Twitter, your YouTube,
[37:31.680 --> 37:36.280]  your word of mouth that will cause a chain reaction. Usually when we get linked on drugs
[37:36.280 --> 37:40.680]  like this, we get a couple hundred thousand to a million people tuning in when he has
[37:40.680 --> 37:45.640]  a small link. But when he linked a year ago, whenever they lied and said that I said no
[37:45.640 --> 37:49.280]  one died at Parkland, banned me on YouTube, I re-uploaded the video showing, I said the
[37:49.280 --> 37:55.920]  police stood down, the video got, it was two videos, 14 million views. So if we could get
[37:55.920 --> 38:01.320]  14 million extra people watching this, if you decide to share the link from drubsreport.com
[38:01.320 --> 38:05.680]  folks, that will really reach a lot of new people, which horrifies big tech, which they
[38:05.680 --> 38:11.600]  work around the clock to make sure as this system goes from beta to live, as it goes
[38:11.600 --> 38:19.840]  from test to the true AI total surveillance rollout of a system of psychiatric controllers.
[38:19.840 --> 38:26.240]  You watched THX 1138. Why did a graduate student make a student version and then his first
[38:26.240 --> 38:31.040]  film was about this? Well, George Lucas has talked about it. They were teaching him that
[38:31.040 --> 38:37.120]  in his advanced film school that this is the future. Psychiatrists through computer terminals
[38:37.120 --> 38:41.960]  will run everyone's lives and watch everyone and drug everyone. And we're almost there,
[38:41.960 --> 38:46.640]  aren't we? We're almost there, aren't we? So see, my dad was learning that at UT when
[38:46.640 --> 38:54.720]  he was 16. George Lucas was learning it as well when he was 18, 19. So that's why you
[38:54.720 --> 39:01.960]  keep seeing this in art, because it's the plan. It's the plan. And now the plan's all
[39:01.960 --> 39:08.040]  admitted Paul Joseph Watson. Well, the reason this was ignored for years, Alex, is because
[39:08.040 --> 39:12.400]  people did not care about being spied on because they thought, oh, what's the worst that could
[39:12.400 --> 39:16.280]  happen? You know, I get some ads in my email or I get some ads flash up on the television
[39:16.280 --> 39:21.360]  for products that I might be interested in. No, this is about punishment. Okay. They already
[39:21.360 --> 39:26.760]  have a system called patron scan, where if you walk into a bar, they scan your ID. It's
[39:26.760 --> 39:30.720]  linked to a database. And then if you've got anything on that database that somebody
[39:30.720 --> 39:36.000]  has deemed, you know, harmful or suspicious, you don't get into the bar. Life insurance
[39:36.000 --> 39:41.680]  companies are basing premiums now on social media posts. People are being banned by Uber,
[39:41.680 --> 39:47.680]  Airbnb, PayPal, which is taken over a bunch of credit card companies, by the way, as Facebook
[39:47.680 --> 39:52.760]  is taken over the crypto currencies for their political opinions. This isn't about corporations
[39:52.760 --> 39:59.040]  just gathering data to sell it on. Yes, partly that, but this is about reward and punishment.
[39:59.040 --> 40:06.320]  We reported back in 2012, Samsung smart televisions spying on people, recording their conversations
