[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[41:40.700 --> 41:43.700]  No other national was trained by the ISI.
[41:43.700 --> 41:48.700]  I can vouch on that, not a single person, not even a Pakistani was trained by them.
[41:48.700 --> 41:58.700]  Osama bin Laden was, you know, I had never met him but these people used to come and talk blithely about him.
[41:58.700 --> 42:09.700]  I met Osama bin Laden after my retirement from the army in 1993 December in Khakum and then again in year 1994 November
[42:09.700 --> 42:18.700]  when I was there invited by Osama bin Taurabi to an international conference and during that conference
[42:18.700 --> 42:26.700]  Osama invited us to a banquet and it was all in an open place and where there were many other people present
[42:26.700 --> 42:34.700]  he struck to me as a very normal human being not a blood thirsty animal that is being presented by the CIA now.
[42:34.700 --> 42:39.700]  At that time there was no conversation between him and me, it took place.
[42:39.700 --> 42:52.700]  I don't know whether he is living or dead but so far Amanal Zowary has been giving, representing him in various interviews of Osama that have been put out.
[42:52.700 --> 43:06.700]  So one doesn't really know but the last interview which was a voice interview in that to the CIA and the other US intelligence agencies authenticated that it was Osama's voice.
[43:06.700 --> 43:12.700]  So one doesn't really know whether he is living or dead but even if he is not living he is now a symbol.
[43:12.700 --> 43:20.700]  Al Qaeda is a franchise, whoever created that and for whatever reason they created I think it wasn't there until 1996
[43:20.700 --> 43:29.700]  when he was lodged in Khartoum later on he was invited by Burhanuddin Rabani who is now part of the Northern Alliance in Kabul
[43:29.700 --> 43:35.700]  and he came over and he set up his headquarters in a place called Torabora near Jalalabad
[43:35.700 --> 43:43.700]  but that's where one started hearing of Al Qaeda and the activities of Osama bin Laden.
[43:43.700 --> 43:52.700]  And also of the fact that his commander was responsible for bringing the Black Hawk down the first operation in Mogadishu
[43:52.700 --> 44:03.700]  where an American aircraft was brought down by a stinger which had probably been supplied in Afghanistan to Afghan Mujahideen.
[44:03.700 --> 44:13.700]  General, I need to, in the time we have left here because we've only got a few minutes left with you here, maybe five minutes and we're going to break it.
[44:13.700 --> 44:21.700]  Specifically though, we know his CIA control name was Tim Osman. We know he was the bag man for a lot of the Saudi money and the Israeli money going in.
[44:21.700 --> 44:28.700]  I know that was compartmentalized and separate from Pakistani intelligence from what I've read from different perspectives and US intelligence.
[44:28.700 --> 44:38.700]  So I believe you there. My whole point here is that clearly Al Qaeda, Al Ciaida didn't carry out the attacks of 9-11 as you yourself have said.
[44:38.700 --> 44:46.700]  And bin Laden in his first interview said that he didn't do it. Then they produced these computer morphed videos and fake audios that have been checked
[44:46.700 --> 44:57.700]  and the Intel Center headed up by Rumsfeld's former lieutenant, the private group was caught putting the same video layer in with the original video.
[44:57.700 --> 45:03.700]  So it's been proven that they're creating these fake videos.
[45:03.700 --> 45:11.700]  Yes, there is no doubt about it that this video which was put out in November by George Bush and said this was Osama bin Laden.
[45:11.700 --> 45:18.700]  He was a high cheek bone like the Mangala had features. He wasn't as tall as Osama bin Laden was.
[45:18.700 --> 45:29.700]  And one could make clearly make out that this was doctor had been created on purpose just to justify the attack on Afghanistan.
[45:29.700 --> 45:38.700]  I think there are many things which are going wrong or being done on the best of the government by the CIA, which are not correct.
[45:38.700 --> 45:43.700]  The CIA used to be good when they were working with us, but I don't know what happened thereafter.
[45:43.700 --> 45:52.700]  I think it is their overarching ambition or it is their fear that America would lose its clout, whatever the reason.
[45:52.700 --> 45:59.700]  Or it is perhaps the Israeli fear that they are surrounded by a sea of hostile enemies.
[45:59.700 --> 46:08.700]  Who could, if the Americans don't know at this point in time, they don't deliver a fatal blow to all their enemies.
[46:08.700 --> 46:18.700]  Israel, people who have a short shelf life, otherwise also because it is an artificial state that they would probably not exist.
[46:18.700 --> 46:25.700]  All right, ladies and gentlemen, we are live. It is Monday, the 15th day of December, 2008.
[46:25.700 --> 46:29.700]  We'll be here for the next three hours and 14 minutes.
[46:29.700 --> 46:34.700]  And we have a lot of very informative guests coming up and joining us today.
[46:34.700 --> 46:39.700]  I apologize for the fact that I'm about 45 minutes late getting on air.
[46:39.700 --> 46:50.700]  My guys have done a great job building the radio slash TV studio, but because Minnesota is a thousand miles away and we're hooked into satellites and our own internet backup,
[46:50.700 --> 46:55.700]  the backup system itself, because we have three different backup systems.
[46:55.700 --> 47:00.700]  This didn't happen in all the tests the last two weeks. It happened right before I went live today.
[47:00.700 --> 47:08.700]  And this always happens even with big mainline networks and folks they do months of testing beforehand because they know the devil is in the details.
[47:08.700 --> 47:15.700]  So no big deal. I didn't think I'd be back in this studio that we were going to dismantle this afternoon.
[47:15.700 --> 47:18.700]  I thought Friday would be my last show here. I'm kind of missing it.
[47:18.700 --> 47:22.700]  When you've been in a studio for three and a half years, you come to love it.
[47:22.700 --> 47:26.700]  It becomes like your little nest. You're very, very comfortable in it.
[47:26.700 --> 47:34.700]  And so I was, you know, getting ready to do my show out of the new studio, but was happy to do it because it's really nice.
[47:34.700 --> 47:37.700]  And we had some problems with that.
[47:37.700 --> 47:43.700]  We did the maiden TV transmission for an hour and 50 minutes last Friday.
[47:43.700 --> 47:45.700]  That was very successful.
[47:45.700 --> 47:54.700]  And I should be back in the studio tomorrow and doing the prison planet dot TV fourth hour from there tomorrow.
[47:54.700 --> 47:58.700]  And again, this is all part of the growing process.
[47:58.700 --> 48:02.700]  It's also the way the poor man does it.
[48:02.700 --> 48:08.700]  I couldn't afford to do what we're doing if I used, you know, big mainline companies and contractors and people like that.
