[00:00:00.689 --> 00:00:02.990]  Ohhhhhhhhhh
[01:48:33.022 --> 01:48:38.203]  And they, as globalists, they don't like that the biggest threat is jihad.
[01:48:38.203 --> 01:48:43.124]  If jihad is the threat, then the solution is patriotic nationalism.
[01:48:43.124 --> 01:48:43.964]  Keep them out.
[01:48:44.525 --> 01:48:58.192]  So their goal as globalists is to break the back of what they call white nationalists, and that would be like George Washington, white nationalist, to break our back by discrediting us, by using discrediting false flag operations.
[01:48:58.192 --> 01:49:02.635]  So I think that Richmond is already up on their board, up on their screen.
[01:49:03.475 --> 01:49:04.516]  People will be promoted.
[01:49:04.516 --> 01:49:09.078]  You know, if they get the right consequences out of Richmond, people's careers will be made.
[01:49:09.078 --> 01:49:09.358]  That's right.
[01:49:09.358 --> 01:49:10.979]  They're like Hitler, and this is the Battle of the Bulge.
[01:49:10.979 --> 01:49:14.521]  They believe they can turn it all around here, and all their propaganda is around this.
[01:49:14.521 --> 01:49:20.683]  We already know they staged the last Virginia deal by colliding the two groups together, having the police do it, and so they're planning something big.
[01:49:20.683 --> 01:49:21.884]  I totally agree.
[01:49:21.884 --> 01:49:26.586]  Come back tomorrow, Steve Pachinick's on, but come back and talk about how we stop it more.
[01:49:26.586 --> 01:49:28.247]  You're coming to town soon.
[01:49:28.247 --> 01:49:29.868]  Matt Bracken, thank you and God bless you.
[01:49:31.015 --> 01:49:32.096]  Thank you.
[01:49:32.096 --> 01:49:35.359]  Alright folks, I'm out of time and I really wanted to get to...
[01:49:37.216 --> 01:49:42.618]  The attack on free speech, and who's really behind it, and why Trump hasn't taken action.
[01:49:42.618 --> 01:49:45.459]  Because the Republicans are paid off by these people.
[01:49:45.459 --> 01:49:49.381]  And Tucker Carlson did an incredible job Friday night laying this out.
[01:49:49.381 --> 01:49:54.243]  The full interview, as he also had some guests on, the full show is on Infowars.com.
[01:49:54.243 --> 01:49:55.784]  Tucker Carlson exposes D.C.
[01:49:55.784 --> 01:49:58.145]  conservatives for doing big text bidding.
[01:49:58.145 --> 01:49:59.605]  But it's bigger than that.
[01:49:59.605 --> 01:50:01.606]  Big mainstream corporate media.
[01:50:04.682 --> 01:50:08.545]  They don't want the competition, so that's also why they're shutting everybody down.
[01:50:08.545 --> 01:50:18.031]  And they don't care if people can't communicate politically, and that's the most effective thing, because they want to force all the TV buys, again, to be only on mainstream TV, not on the internet.
[01:50:19.209 --> 01:50:21.950]  That's why they're happy Big Tech has banned Trump from advertising.
[01:50:21.950 --> 01:50:25.691]  So this is really the Achilles heel of Trump and the American people.
[01:50:25.691 --> 01:50:28.171]  And Barr's talking about taking action against Big Tech.
[01:50:28.171 --> 01:50:29.251]  There's only 316 days left.
[01:50:29.251 --> 01:50:32.012]  They need to act in the next month or so.
[01:50:32.012 --> 01:50:33.272]  It needs to happen now.
[01:50:33.272 --> 01:50:39.954]  Trump not acting has just allowed Big Tech and the rest of them to engage in levels of censorship and control not even seen in Communist China.
[01:50:39.954 --> 01:50:41.914]  I mean, this is just unbelievable.
[01:50:41.914 --> 01:50:44.355]  Not letting him send out images of Melania Trump on Facebook.
[01:50:45.235 --> 01:50:48.538]  You know, not letting people show women shooting guns, saying that's terrorism.
[01:50:48.538 --> 01:50:52.021]  That's AI watching and controlling in live time what we do.
[01:50:52.021 --> 01:50:56.004]  It's not just not letting you upload a certain song and it instantly knows what the song is.
[01:50:56.004 --> 01:50:57.445]  It knows what your voice sounds like.
[01:50:57.445 --> 01:50:58.806]  It knows what your face looks like.
[01:50:58.806 --> 01:51:03.410]  It can ban Taiwanese emojis and Hong Kong flags.
[01:51:03.410 --> 01:51:06.632]  That's what's happening in live time, blocking it all.
[01:51:06.632 --> 01:51:07.172]  It's incredible.
[01:51:07.172 --> 01:51:09.354]  So I want to play part of this Tucker Carlson report.
[01:51:09.354 --> 01:51:10.055]  Please don't forget.
[01:51:11.254 --> 01:51:18.298]  If you get your order in tonight, or by tomorrow at about 2 o'clock, we'll get it shipped out anywhere in CONUS.
[01:51:18.298 --> 01:51:22.800]  Continental United States, we have total delivery in our two different delivery systems.
[01:51:22.800 --> 01:51:26.502]  By then, not to Alaska, not to Hawaii.
[01:51:26.502 --> 01:51:35.247]  But you can also put in the comments section on checkout a note as a gift, and then that way when they open the package, you can send it to friends and family and others.
[01:51:36.287 --> 01:51:46.576]  Do your last-minute shopping, they open it up and it's from InfoWars, there's some stickers, there's whatever you bought them, the book, the film, the water filtration, the air filtration, fluoride-free toothpaste.
[01:51:46.576 --> 01:51:57.205]  That's a great thing for your grandkids, works so much better than the fluoride that's gonna brain damage them, so send them Super Blue or Super Silver toothpaste, Vazo Beats is back in stock, TurboForce, BrainForce, it's all there.
[01:51:57.205 --> 01:52:02.450]  We've got a lot of great gear, a lot of great knives, a lot of great t-shirts, books.
[01:52:03.070 --> 01:52:06.072]  InfoWarsTore.com or 888-253-3139.
[01:52:06.072 --> 01:52:10.055]  Storewide free shipping, double Patriot points on your next order.
[01:52:10.055 --> 01:52:14.157]  Sign up for auto shipping, an additional 10% off the current order.
[01:52:14.157 --> 01:52:15.278]  Some of these are lost leaders.
[01:52:15.278 --> 01:52:20.402]  We need to sell everything out at the end of the year to not pay inventory tax and things to be able to fund ourselves in the next year.
[01:52:20.402 --> 01:52:23.123]  So thank you all for your Christmas shopping at InfoWarsTore.com.
[01:52:23.123 --> 01:52:28.127]  I cannot stress to you enough how big a deal that is and how funding this operation is game-changing.
[01:52:28.127 --> 01:52:30.148]  They cannot stand the fact we're on the air.
[01:52:30.148 --> 01:52:31.989]  I'm risking my life doing this, so is Matt Bracken.
[01:52:31.989 --> 01:52:32.490]  This is not
[01:52:33.350 --> 01:52:34.051]  Children's work.
[01:52:34.051 --> 01:52:37.053]  This is not Sunshine Patriot.
[01:52:37.053 --> 01:52:38.874]  This is winter soldier stuff.
[01:52:38.874 --> 01:52:43.957]  This is military stuff we're doing for the Republic as grassroots independent people.
[01:52:43.957 --> 01:52:44.857]  Okay?
[01:52:44.857 --> 01:52:49.500]  And more and more, the Justice Department and the military is coming over to America's side.
[01:52:49.500 --> 01:52:51.481]  We're digging the globalists out right now.
[01:52:51.481 --> 01:52:53.402]  It's been the grassroots doing it.
[01:52:53.402 --> 01:52:57.345]  But they're more and more behind the eight ball every day and they need to stage big events.
[01:52:57.345 --> 01:52:59.026]  Now, I don't have time to play the full report.
[01:52:59.798 --> 01:53:08.011]  It's super powerful, but here's some of what Tucker Carlson lays out to understand what we're up against with the Koch brothers and others.
[01:53:08.011 --> 01:53:10.054]  The left are always claiming a funded me.
[01:53:10.054 --> 01:53:11.556]  Never any money.
[01:53:11.556 --> 01:53:13.660]  But of course, really running the left as well.
[01:53:13.660 --> 01:53:14.481]  They are the deep state.
[01:53:14.481 --> 01:53:14.781]  Here it is.
[01:53:17.574 --> 01:53:27.638]  We've told you a lot on this show over the past few years about how Google, Facebook, and Twitter work in secret to impose a left-wing political agenda on this country.
[01:53:27.638 --> 01:53:33.521]  In 2016, for example, Google employees worked behind the scenes to boost Hillary Clinton's voter turnout.
[01:53:33.521 --> 01:53:36.822]  They seemed despondent when they couldn't stop Donald Trump from winning.
[01:53:37.322 --> 01:53:42.068]  Google, as you well know, regularly suppresses conservative videos on YouTube.
[01:53:42.068 --> 01:53:49.797]  At one point, the company even contemplated rigging its search results to undermine Trump's immigration policy.
[01:53:49.797 --> 01:53:56.364]  Twitter, meanwhile, and you know this well, often bans users entirely for the crime of disagreeing with the left.
[01:53:57.245 --> 01:54:03.728]  At this point, it is very clear that big tech hates conservatives and works assiduously to harm them.
[01:54:03.728 --> 01:54:07.070]  Republican voters are starting to figure this out.
[01:54:07.070 --> 01:54:13.973]  A Harris poll from last year found that 83% of Republicans understand that tech is biased against conservatives.
[01:54:13.973 --> 01:54:24.918]  Another poll this summer found that 42% of all voters, not just conservatives, believe the Trump administration should take action to push back against the tech monopoly's political bias.
[01:54:25.816 --> 01:54:28.198]  And yet, so far, that's not happening.
[01:54:28.198 --> 01:54:32.321]  No one in Washington is doing anything to rein these companies in.
[01:54:32.321 --> 01:54:34.022]  But it doesn't have to be that way.
[01:54:34.022 --> 01:54:36.884]  There are a lot of things you could do if you wanted to.
[01:54:36.884 --> 01:54:46.251]  For example, tech companies have thrived under a special immunity they received from Congress that protects them from lawsuits over what people say on their platform.
[01:54:46.251 --> 01:54:50.154]  It's an exemption that Fox News, for example, does not have.
[01:54:50.974 --> 01:54:52.675]  So why does Google have it?
[01:54:52.675 --> 01:54:54.615]  Senator Josh Hawley would like to know the answer.
[01:54:54.615 --> 01:55:05.298]  Hawley has proposed stripping that immunity from tech companies and treating them like everyone else, unless they can maintain neutral platforms for all views, which of course was the original deal they struck.
[01:55:05.298 --> 01:55:08.419]  That's a great idea, but it hasn't happened.
[01:55:08.419 --> 01:55:16.721]  Another idea is breaking up major tech companies so that a handful of monopolies don't have effective veto power over the First Amendment, which is where we are today.
[01:55:16.721 --> 01:55:19.562]  It's another great idea, but again, it hasn't happened.
[01:55:20.483 --> 01:55:23.227]  Why all the inaction on these questions?
[01:55:23.227 --> 01:55:32.963]  Well, a big part of the problem is that conservative non-profits here in Washington, the ones that are supposed to be looking out for you, aren't actually looking out for you.
[01:55:32.963 --> 01:55:34.485]  They're looking out for big tech.
[01:55:35.566 --> 01:55:41.991]  A new report from the Campaign for Accountability, obtained by this show, highlights how conservative organizations in D.C.
[01:55:41.991 --> 01:55:48.777]  have colluded with big tech to shield left-wing monopolies from any oversight at all.
[01:55:48.777 --> 01:55:51.959]  It's an amazing story, and it's happening now.
[01:55:51.959 --> 01:56:03.829]  This October, for example, Americans for Prosperity, that's a purportedly conservative group controlled by the billionaire Koch families, launched an ad supporting Facebook and Google.
[01:56:04.529 --> 01:56:07.673]  Again, not attacking, supporting Facebook and Google.
[01:56:07.673 --> 01:56:15.161]  The ads they ran targeted state attorneys general, Republican and Democrat, who were leading antitrust investigations into those two companies.
[01:56:16.167 --> 01:56:30.758]  In March, Americans for Prosperity ran digital ads urging members of the Senate Judiciary Committee to, quote, oppose any effort to use antitrust laws to break up America's innovative tech companies, end quote.
[01:56:30.758 --> 01:56:39.905]  In all, the Koch network quietly spent at least $10 million defending Silicon Valley companies that work to silence conservatives.
[01:56:40.706 --> 01:56:49.273]  The richest companies in the world being defended by a conservative non-profit as they attack conservatives.
[01:56:49.273 --> 01:56:59.601]  He then goes into how Big Tech is paying them off and paying off a lot of the little talk show hosts and people as well, like Ben Shapiro.
[01:56:59.601 --> 01:57:07.427]  So when you hear them saying all that, you wonder why Michael Savage is taking off the radio and Ben Shapiro is put in, into his very slot by the very same group.
[01:57:07.427 --> 01:57:10.009]  It's because it's a takeover.
[01:57:10.882 --> 01:57:16.589]  And they're doing it in front of everybody in big tech to help Communist China build their surveillance system and control system.
[01:57:16.589 --> 01:57:18.151]  So that's who they are.
[01:57:18.151 --> 01:57:22.256]  They put us all in camps just like the Chinese and put their people if they can get away with it.
[01:57:22.256 --> 01:57:26.040]  They're monsters that hide behind liberalism and all this garbage.
[01:57:27.173 --> 01:57:29.154]  Infowars.com, Newswars.com.
[01:57:29.154 --> 01:57:31.955]  Only way these reports get out is you sharing them.
[01:57:31.955 --> 01:57:34.776]  Band.videos, where you find the live feeds, please share them.
[01:57:34.776 --> 01:57:37.877]  We have the huge Epstein breaking news tomorrow on the weekday show.
[01:57:37.877 --> 01:57:39.957]  Please tune in and please share the links.
[01:57:39.957 --> 01:57:41.498]  That's how we're going to beat these monsters.
[01:57:41.498 --> 01:57:42.338]  We can do it.
[01:57:42.338 --> 01:57:43.599]  Thank you and God bless you all.
[01:57:43.599 --> 01:57:44.199]  Have a great Christmas.
