[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[00:22:33.201 --> 00:22:34.803]  Savory and delicious.
[00:22:34.803 --> 00:22:37.646]  I buy some, I use some, I store some.
[00:22:37.646 --> 00:22:38.307]  Awesome.
[00:22:38.307 --> 00:22:41.391]  No refrigeration needed with a 10 year shelf life.
[00:22:41.391 --> 00:22:42.972]  NASA PAC Technology.
[00:22:42.972 --> 00:22:43.333]  Bacon.
[00:22:43.573 --> 00:22:49.154]  Fully cooked, fully hydrated, ready to eat right from the pack bacon, or warm and served.
[00:22:49.154 --> 00:22:51.215]  Life-saving, ready-to-eat bacon.
[00:22:51.215 --> 00:22:53.155]  10-year shelf life bacon.
[00:22:53.155 --> 00:22:55.936]  Ships free at FullyCookedBacon.com.
[00:22:55.936 --> 00:22:57.916]  FullyCookedBacon.com.
[00:22:57.916 --> 00:23:02.377]  It's been said, any society is only three missed meals away from chaos.
[00:23:02.377 --> 00:23:03.978]  Those times may be near.
[00:23:03.978 --> 00:23:04.518]  Think about it.
[00:23:04.878 --> 00:23:09.481]  Our country faces multiple terrorist threats and aggressions from Russia and North Korea.
[00:23:09.481 --> 00:23:14.483]  Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[00:23:14.483 --> 00:23:20.287]  And our crumbling infrastructure leaves our power grid vulnerable to long-term outages from a single cyber attack.
[00:23:20.287 --> 00:23:26.990]  When the chaos from any one of these threats arises, the government knows it can't provide during a widespread national emergency.
[00:23:26.990 --> 00:23:29.552]  That's why you need your own plan for self-reliance.
[00:23:29.992 --> 00:23:32.793]  That's where My Patriot Supply comes in.
[00:23:32.793 --> 00:23:35.293]  Get a 4-week survival food supply for only $99.
[00:23:35.293 --> 00:23:38.854]  That includes breakfast, lunches, and dinners.
[00:23:38.854 --> 00:23:42.555]  Order online at PrepareWithGCN.com.
[00:23:42.555 --> 00:23:48.237]  99 bucks for 4 weeks of survival food that tastes like homemade cooking and lasts up to 25 years.
[00:23:48.237 --> 00:23:49.917]  From My Patriot Supply.
[00:23:49.917 --> 00:23:53.418]  Get your kits today at PrepareWithGCN.com.
[00:23:53.418 --> 00:23:54.818]  Free shipping is included.
[00:23:54.818 --> 00:23:56.179]  PrepareWithGCN.com.
[00:24:05.996 --> 00:24:14.182]  I'm Alex Jones, your host.
[00:24:14.182 --> 00:24:26.530]  I'm going to get into the big deep state news, more on Johnny Depp, what's happening in the economy, the Democrats going into full panic mode in the next segment.
[00:24:26.530 --> 00:24:30.833]  But right now, look at the type of articles they're just handing me in real time.
[00:24:30.833 --> 00:24:32.094]  This is out of Medusa magazine.
[00:24:33.086 --> 00:24:35.468]  Which is a feminist magazine.
[00:24:35.468 --> 00:24:37.750]  That's not a joke.
[00:24:37.750 --> 00:24:42.053]  Beyond pro-choice, the solution to white supremacy is white abortion.
[00:24:42.053 --> 00:24:46.097]  And it says, if you get pregnant with a white man, abort it and adopt a black baby.
[00:24:46.097 --> 00:24:47.818]  Whites are inherently evil.
[00:24:47.818 --> 00:24:49.499]  People think, oh, this is just some French thing.
[00:24:49.499 --> 00:24:54.644]  This is taught at every major college in America.
[00:24:54.644 --> 00:24:57.526]  This is the operating system.
[00:24:57.526 --> 00:25:00.709]  By white professors, mainly.
[00:25:01.690 --> 00:25:07.211]  And then you get a professor like Weinstein at Evergreen, who's a biology professor, and says, look, I'm a big liberal.
[00:25:07.211 --> 00:25:12.033]  But you can't ban whites, you know, from the school for a day.
[00:25:12.033 --> 00:25:14.553]  If you want to walk off campus, that's one thing.
[00:25:14.553 --> 00:25:15.633]  That's racism.
[00:25:15.633 --> 00:25:17.574]  And now they want him basically dead.
[00:25:17.574 --> 00:25:18.714]  The college is shut down.
[00:25:18.714 --> 00:25:22.335]  And Joe Rogan says, why is the left attacking itself?
[00:25:22.335 --> 00:25:24.416]  Because it's a weapons system.
[00:25:24.416 --> 00:25:25.736]  We have all the white papers.
[00:25:25.736 --> 00:25:27.676]  We have all the documents.
[00:25:27.676 --> 00:25:29.637]  We've gone over them ad nauseam here.
[00:25:30.680 --> 00:25:34.002]  This is a planned program.
[00:25:34.002 --> 00:25:35.343]  It's working.
[00:25:35.343 --> 00:25:36.204]  It's standardized.
[00:25:36.204 --> 00:25:37.564]  It's not just at Evergreen.
[00:25:37.564 --> 00:25:38.085]  It's everywhere.
[00:25:38.085 --> 00:25:38.705]  And then this.
[00:25:38.705 --> 00:25:39.726]  News roundup.
[00:25:39.726 --> 00:25:47.791]  Obama says Senate health care bill has meanness at its core, even though it's got too much spending and too much largesse and will bankrupt us.
[00:25:47.791 --> 00:25:49.052]  It's not as bad as Obamacare.
[00:25:52.451 --> 00:25:59.434]  We are being driven towards collapse by design because the globalists are tax-exempt offshore and want to consolidate.
[00:25:59.434 --> 00:26:00.414]  That's their system!
[00:26:00.414 --> 00:26:03.936]  It gets worse.
[00:26:03.936 --> 00:26:13.539]  The Lion of London Bridge, the hero that fought off the three men that had already stabbed to death a bunch of people, he decided to fight one man.
[00:26:13.539 --> 00:26:17.661]  They stabbed him, what was it, 14 times in the neck all over.
[00:26:19.175 --> 00:26:20.475]  He said, F you.
[00:26:20.475 --> 00:26:21.096]  This is London.
[00:26:21.096 --> 00:26:24.077]  I guess there's one man left.
[00:26:24.077 --> 00:26:28.498]  He is homeless while migrants secure luxury housing.
[00:26:28.498 --> 00:26:33.980]  That's right, the Muslims, the new thing is to burn down their government-issued high-rises.
[00:26:33.980 --> 00:26:35.341]  Like four or five of them are burned down.
[00:26:35.341 --> 00:26:36.801]  And then the left was waiting.
[00:26:36.801 --> 00:26:39.382]  Then they go and they are reckoning.
[00:26:39.382 --> 00:26:40.622]  They are basically stealing.
[00:26:40.622 --> 00:26:41.663]  They are grabbing.
[00:26:41.663 --> 00:26:42.063]  They are
[00:26:43.342 --> 00:26:48.005]  Taking control of, confiscating, people's private homes.
[00:26:48.005 --> 00:26:50.747]  Saying, oh, you have two houses, so you don't need this flat.
[00:26:50.747 --> 00:26:55.490]  We're going to put migrants in it, just like they've done in Germany, just like they've done in Italy.
[00:26:55.490 --> 00:27:02.634]  We have the videos of a little inn owner, 80-something years old, with 20 rooms on the sea in Italy.
[00:27:02.634 --> 00:27:06.237]  And they go, here's the African migrants that just landed.
[00:27:06.237 --> 00:27:07.978]  He kicks the guy's guest out.
[00:27:07.978 --> 00:27:08.858]  He's crying.
[00:27:08.858 --> 00:27:10.279]  They go, you're not going to be compensated.
[00:27:10.279 --> 00:27:11.060]  They live here now.
[00:27:13.565 --> 00:27:18.029]  It's about seeing how much they can rub your nose in it.
[00:27:18.029 --> 00:27:21.131]  Polish MP schools BBC host on refugees.
[00:27:21.131 --> 00:27:23.092]  How many terror attacks have you had in London?
[00:27:23.092 --> 00:27:24.313]  Hundreds and hundreds.
[00:27:24.313 --> 00:27:25.954]  They've had none in Poland.
[00:27:25.954 --> 00:27:33.600]  That's all coming up and I'm going to play this powerful piece that deals with how they're trying to start a civil war and how we're already entered one.
[00:27:33.600 --> 00:27:34.501]  Mark your calendars.
[00:27:35.560 --> 00:27:39.061]  With Congressman Scalise getting shot a week and a half ago.
[00:27:39.061 --> 00:27:40.321]  What date was that, please, folks?
[00:27:40.321 --> 00:27:41.121]  Look that up for me.
[00:27:41.121 --> 00:27:43.562]  Because I was really thinking about this this morning and last night.
[00:27:43.562 --> 00:28:00.246]  That's when the Civil War went from a cold Civil War, a culture war, a bullying war, a leftist temper tantrum, stabbing, shooting, killing, burning a few people, to targeting Congress, and then the media, Wolf Blitzer and others, and Democrat
[00:28:01.274 --> 00:28:06.116]  All I'm going to say is what Colonel Jackson said, don't fire until you see the whites of their eyes.
[00:28:30.916 --> 00:28:34.480]  Quite frankly, we can just hold and keep letting them kill us.
[00:28:34.480 --> 00:28:36.281]  I'm sorry for those who get killed.
[00:28:36.281 --> 00:28:38.283]  And don't respond offensively.
[00:28:38.283 --> 00:28:39.925]  We're winning the info war with us right now.
[00:28:39.925 --> 00:28:43.208]  In fact, if I was a globalist, I would have already staged some false flags.
[00:28:43.208 --> 00:28:47.573]  They just know law enforcement and others are pretty much on our side and are watching every move.
[00:28:47.573 --> 00:28:49.535]  So it's hard for the globalists to run false flags now.
[00:28:51.966 --> 00:28:56.128]  So as Kelis was shot June 14th, I'd say that's the shot heard around the world.
[00:28:56.128 --> 00:29:07.092]  I mean, you could argue we were already in a civil war before that, and they're calling for violence and killing the president, his family, and every major publication, and for overthrowing the government, and arresting me, and we're all Russian agents.
[00:29:07.092 --> 00:29:12.234]  Anybody that stands up for America... Russian agents.
[00:29:12.234 --> 00:29:12.895]  Yeah, right.
[00:29:12.895 --> 00:29:15.356]  They're the globalist agents and they know it.
[00:29:15.356 --> 00:29:15.776]  But June 14th,
[00:29:18.496 --> 00:29:22.419]  Nebraska Democratic official ousted for allegedly wishing Steve Kalish to die.
[00:29:22.419 --> 00:29:23.459]  USA Today.
[00:29:23.459 --> 00:29:24.520]  They are fawning.
[00:29:24.520 --> 00:29:25.781]  They are frothing.
[00:29:25.781 --> 00:29:27.262]  They are foaming.
[00:29:27.262 --> 00:29:32.685]  Trump two days ago said, Congressman Kalish, our prayers go to him and the police officers and others that were shot.
[00:29:32.685 --> 00:29:33.486]  Boo!
[00:29:33.486 --> 00:29:34.647]  No!
[00:29:34.647 --> 00:29:36.208]  We'll be dying!
[00:29:36.208 --> 00:29:39.310]  I'll tell you, it's sick.
[00:29:40.290 --> 00:29:46.715]  We're gonna be right back with this incredibly powerful piece that Darren McBreen has put together.
[00:29:46.715 --> 00:29:47.816]  I'm Alex Jones.
[00:29:47.816 --> 00:29:48.677]  Please stay with us.
[00:29:48.677 --> 00:29:50.078]  We're on the march.
[00:29:50.078 --> 00:29:52.600]  The Empire's on the run.
[00:29:52.600 --> 00:29:55.283]  Alex Jones and the GCN Radio Network.
[00:29:59.560 --> 00:30:05.442]  Donald Trump just held a rally in Iowa, and one of the people in attendance, our anonymous sources say, was Bill Clinton.
[00:30:05.442 --> 00:30:06.783]  Well, how do we know it was Bill Clinton?
[00:30:06.783 --> 00:30:17.047]  Because while Trump was sending his thoughts and prayers to Representative Steve Scalise and the other three Americans who were shot at the ball field by a deranged Bernie supporter, Democratic operatives began blowing their Bill Clinton rape whistles.
[00:30:17.047 --> 00:30:22.570]  I'd like to also take this moment to send our thoughts and prayers to our courageous friend.
[00:30:23.730 --> 00:30:27.632]  Somebody that I've gotten to know very well, Steve Scalise.
[00:30:27.632 --> 00:30:27.853]  Right?
[00:30:27.853 --> 00:30:33.896]  Because that's the only reason you would try to interrupt the president as he was sending out his thoughts and prayers to somebody who had recently been shot, right?
[00:30:33.896 --> 00:30:34.897]  Come on, work with me here.
[00:30:34.897 --> 00:30:37.078]  The Democrats can't even protest right.
[00:30:37.078 --> 00:30:38.299]  These people fail at everything.
[00:30:38.299 --> 00:30:42.621]  They lose elections, they lose public support, and now they look like thoughtless cowards.
[00:30:42.621 --> 00:30:43.602]  It's just as Trump said.
[00:30:43.602 --> 00:30:46.804]  Never fails.
[00:30:46.804 --> 00:30:47.204]  Never fails.
[00:30:47.833 --> 00:30:49.674]  You can check out the video on InfoWars.com.
[00:30:49.674 --> 00:30:53.595]  Protesters blow whistles as Trump sends thoughts and prayers to Representative Steve Scalise.
[00:30:53.595 --> 00:30:55.196]  And that part about Bill Clinton being in the audience?
[00:30:55.196 --> 00:30:56.457]  That was fake news.
[00:30:56.457 --> 00:30:59.298]  Rob Dewey reporting for InfoWars.com and InfoWars Nightly News.
[00:30:59.298 --> 00:31:01.179]  It's not just our water we need to filter.
[00:31:01.179 --> 00:31:03.200]  It's not just our food that needs to be cleaned.
[00:31:03.200 --> 00:31:04.600]  It's the air we're breathing.
[00:31:04.600 --> 00:31:06.101]  Especially for our children.
[00:31:06.101 --> 00:31:07.982]  The artificial particulates.
[00:31:07.982 --> 00:31:08.662]  The chemicals.
[00:31:08.882 --> 00:31:12.164]  The elite is absolutely weighing down our immune systems.
[00:31:12.164 --> 00:31:21.350]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze.
[00:31:21.350 --> 00:31:28.896]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[00:31:28.896 --> 00:31:36.921]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:31:36.921 --> 00:31:37.882]  The general public doesn't.
