[00:00.000 --> 00:04.000]  You can feel it
[1:57:27.040 --> 1:57:32.000]  can have some brain force anyways and then maybe you will like alex because your brain's working
[1:57:32.000 --> 1:57:37.280]  properly so there you go um make sure that you check out info restorer dot com make sure that
[1:57:37.280 --> 1:57:41.840]  you're keeping everyone in business bringing you the truth and i am doing sunday night live
[1:57:42.480 --> 1:57:44.880]  coming up just after this break and you can call in then
[1:57:49.680 --> 1:57:56.000]  this could be info wars last christmas because it could be america's last christmas evil is
[1:57:56.000 --> 1:58:00.480]  taking over the planet they're destroying our borders our sovereignty our supply chains our
[1:58:00.480 --> 1:58:06.400]  language our currencies they're coming after us and if we don't support american businesses and if
[1:58:06.400 --> 1:58:11.920]  we don't support independent media in the final days of 2021 we have no future in the midterms
[1:58:11.920 --> 1:58:19.360]  in 2022 2022 is the year where america decides its fate i want to thank you all for your support
[1:58:19.360 --> 1:58:23.680]  i want to encourage you to your christmas shopping then forward store dot com because i can barely
[1:58:23.680 --> 1:58:28.560]  keep our operation going and i appreciate you keeping us in the position to fight back i am
[1:58:28.560 --> 1:58:32.480]  so thankful for you and i'm asking you now to realize the huge investment you made over the
[1:58:32.480 --> 1:58:37.600]  years in us and i'll redouble your efforts to make sure that your investment and freedom continues
[1:58:37.600 --> 1:58:45.120]  on infowarstored.com has incredible products store wide free shipping up until december 20th
[1:58:45.120 --> 1:58:53.520]  so please take action now and keep us on the air thank you your voice counts when you share
[1:58:53.520 --> 1:58:58.960]  information be it over the internet or in person it changes the world the globalists know their
[1:58:58.960 --> 1:59:04.240]  agenda is unpopular they know you're angry and now to get around big tech it's more important
[1:59:04.240 --> 1:59:09.680]  than ever that we use every tool we've got well ladies and gentlemen if you sign up for our free
[1:59:09.680 --> 1:59:14.640]  news and show alerts you can then take those alerts those articles and those live feeds
[1:59:14.640 --> 1:59:18.880]  both the regular shows and special reports and share them with everyone you know take action now
[1:59:18.880 --> 1:59:29.680]  by texting the word news any ws to 833-470-0438 that's 833-470-0438 for info wars emergency news
[1:59:29.680 --> 1:59:38.400]  alerts or text the word show to 833-470-0438 and receive live show notifications take action now
[1:59:38.400 --> 1:59:49.120]  rate the chain reaction until others to share those texts get news alerts at 833-470-0438
[1:59:49.120 --> 2:00:06.800]  if you are receiving this transmission you are the resistance
