[00:00.000 --> 00:02.000]  You've got it
[01:28:44.800 --> 01:28:48.960]  uh... into iran i want to get into the economy
[01:28:48.960 --> 01:28:51.720]  and more with dr jerome coursing
[01:28:51.720 --> 01:28:54.880]  straight ahead will be right back i'm alex jones thanks for spending time with
[01:28:54.880 --> 01:29:00.880]  us this sunday on these important issues
[01:29:00.880 --> 01:29:03.000]  when you're out on the road
[01:29:03.000 --> 01:29:07.800]  the last place you want to be is on the road
[01:29:07.800 --> 01:29:12.800]  but if the unfortunate happens you'll be glad you were wearing diamond gussets
[01:29:12.800 --> 01:29:16.960]  there's a place down in tinnitus
[01:29:16.960 --> 01:29:21.680]  where they make blue diamond gusset jeans
[01:29:21.680 --> 01:29:25.760]  they so pride in every stitch
[01:29:25.760 --> 01:29:30.080]  guarantee you love the way they fit
[01:29:30.080 --> 01:29:32.840]  they put a diamond gusset in the crotch
[01:29:32.840 --> 01:29:34.760]  where you need it most
[01:29:34.760 --> 01:29:38.600]  blue diamond gussets got it
[01:29:38.600 --> 01:29:39.840]  others don't
[01:29:39.840 --> 01:29:42.000]  we turned jeans inside out
[01:29:42.000 --> 01:29:43.760]  diamond gusset jeans
[01:29:43.760 --> 01:29:46.600]  made in the usa with unparalleled quality
[01:29:46.600 --> 01:29:50.880]  our defender motorcycle jeans combine gusset comfort with kevlar protection
[01:29:50.880 --> 01:29:53.200]  so you can ride all day with confidence
[01:29:53.200 --> 01:29:56.000]  order yours at gusset dot com
[01:29:56.000 --> 01:29:58.280]  diamond gusset jeans got it
[01:29:58.280 --> 01:30:01.480]  others don't
[01:30:01.480 --> 01:30:05.440]  hi folks this is alex jones i'm looking for people that have the wisdom to spot
[01:30:05.440 --> 01:30:10.600]  savings opportunity and recognize risk saving means to make money the calben
[01:30:10.600 --> 01:30:13.520]  pure soap company can save you thousands of dollars
[01:30:13.520 --> 01:30:15.800]  and give you good old-fashioned real soaps
[01:30:15.800 --> 01:30:19.480]  that are triple concentrated and twice as good as what you're using now
[01:30:19.480 --> 01:30:22.320]  soaps made from vegetable and coconut oils
[01:30:22.320 --> 01:30:24.520]  that contain no useless dyes
[01:30:24.520 --> 01:30:27.120]  perfumes deodorants or antibacterials
[01:30:27.120 --> 01:30:30.360]  your risk is the hundreds of hazardous toxic detergents
[01:30:30.360 --> 01:30:31.680]  that give you rashes
[01:30:31.680 --> 01:30:32.840]  itching sores
[01:30:32.840 --> 01:30:35.120]  and a tear rating clothing called lint
[01:30:35.120 --> 01:30:38.240]  if you want something better if you want something you've never had before
[01:30:38.240 --> 01:30:40.360]  you have to do something you've never done before
[01:30:40.360 --> 01:30:45.280]  getting a free catalog is easy by calling 800-340-7091
[01:30:45.280 --> 01:30:48.480]  or see calben on the web at fivestarsoap.com
[01:30:48.480 --> 01:30:53.480]  take charge of your health now by calling 800-340-7091
[01:30:53.480 --> 01:31:00.480]  or see calben on the web at fivestarsoap.com
[01:31:23.480 --> 01:31:25.200]  right off cancer and be healthy
[01:31:25.200 --> 01:31:29.600]  i've been searched out the best vitamin and mineral company out there
[01:31:29.600 --> 01:31:31.400]  and discovered young jevity
[01:31:31.400 --> 01:31:35.520]  the young jevity products are designed to give you the real nutrition you need
[01:31:35.520 --> 01:31:39.480]  and once you've got that you don't have to eat as much to be satisfied
[01:31:39.480 --> 01:31:42.920]  i've lost 37 pounds in two months
[01:31:42.920 --> 01:31:45.840]  simply getting the vitamins and minerals i need
[01:31:45.840 --> 01:31:48.040]  check it out for yourself it's incredible
[01:31:48.040 --> 01:31:51.960]  go to info wars team.com today and order your first canister
[01:31:51.960 --> 01:31:56.560]  of beyond tangy tangerine complete multi-vitamin mineral complex dietary
[01:31:56.560 --> 01:31:57.240]  supplement
[01:31:57.240 --> 01:32:00.480]  that's info wars team.com
[01:32:00.480 --> 01:32:05.480]  folks i ran in the mid-east nuclear mess is already ballooning our gas prices
[01:32:05.480 --> 01:32:09.080]  whether you're struggling with food costs which are being blown up by gas
[01:32:09.080 --> 01:32:10.160]  costs now
[01:32:10.160 --> 01:32:13.080]  or know that when the mid-east showdown explodes
[01:32:13.080 --> 01:32:17.920]  whatever food supply you have is all you'll get because of huge panic demand
[01:32:17.920 --> 01:32:22.320]  e-foods direct family packs are the answer now the most affordable best food
[01:32:22.320 --> 01:32:27.320]  is saving you up to 50 percent compared to other poor quality food companies
[01:32:27.320 --> 01:32:31.160]  the new alex jones quick fix family pack save you so much money
[01:32:31.160 --> 01:32:35.440]  the savings from eating this food will actually help you pay your other bills
[01:32:35.440 --> 01:32:39.400]  no matter what affect the mid-east crisis of the crashing economy have
[01:32:39.400 --> 01:32:42.880]  you'll have food is delicious tonight is 25 years from now
[01:32:42.880 --> 01:32:47.920]  order now for 50 percent savings and free shipping on these affordable family packs
[01:32:47.920 --> 01:32:57.000]  call 800 409 5633 or e-foods direct dot com slash alex call 800 409 5633 or
[01:32:57.000 --> 01:33:01.560]  e-foods direct dot com slash alex
[01:33:01.560 --> 01:33:05.140]  coast to coast direct from austin
[01:33:05.140 --> 01:33:12.140]  you're listening to the alex jones broadcasting network
[01:33:23.560 --> 01:33:27.120]  now we're going to ask god for help and take action ourselves now the subject of
[01:33:27.120 --> 01:33:29.040]  iran
[01:33:29.040 --> 01:33:30.440]  i don't like
[01:33:30.440 --> 01:33:33.960]  things the moolah's do i'm not saying iran's some great country but it's people
[01:33:33.960 --> 01:33:36.960]  are good folks just like americans just like russians
[01:33:36.960 --> 01:33:40.360]  it's like mexicans chinese brazilians
[01:33:40.360 --> 01:33:44.520]  uh... australians were all just humans we all have children we all want to live
[01:33:44.520 --> 01:33:46.600]  and have a better future
[01:33:46.600 --> 01:33:49.520]  and i don't like the fact that british intelligence and kermit roosevelt
[01:33:49.520 --> 01:33:51.140]  helped overthrow iran
[01:33:51.140 --> 01:33:55.400]  when mom and mozadek was pro-west but he wanted sovereignty
[01:33:55.400 --> 01:33:57.920]  and i don't like the fact that they
[01:33:57.920 --> 01:34:01.480]  did the whole iran contra thing with the moolah's all of it
[01:34:01.480 --> 01:34:04.440]  but it's it's not like you're either with iran
[01:34:04.440 --> 01:34:07.960]  or you're with america you've got these globalist interest that when we attack
[01:34:07.960 --> 01:34:09.360]  iran
[01:34:09.360 --> 01:34:12.360]  are going to use that attack to take our liberties here at home they've
[01:34:12.360 --> 01:34:13.920]  admitted
[01:34:13.920 --> 01:34:16.520]  and then i ran has said they're going to strike back
[01:34:16.520 --> 01:34:19.800]  so they want to stage any false flags they're gonna have some real events
[01:34:19.800 --> 01:34:22.800]  and then it's going to be used as a power grab and i'm sick of it i want my
[01:34:22.800 --> 01:34:24.560]  bill of rights a constitution
[01:34:24.560 --> 01:34:27.920]  obama's got the india he's launching wars he's putting al-qaeda in charge of
[01:34:27.920 --> 01:34:28.720]  libya
[01:34:28.720 --> 01:34:32.280]  using them against syria i don't like a side the point is they're putting stuff
[01:34:32.280 --> 01:34:34.240]  worse in in egypt
[01:34:34.240 --> 01:34:36.080]  now i understand
[01:34:36.080 --> 01:34:40.080]  that it iran was to be the big power i got the fact that israel feels threatened
[01:34:40.080 --> 01:34:42.240]  by that i know israel gets attacked by
[01:34:42.240 --> 01:34:44.240]  by has below the tyranian run
[01:34:44.240 --> 01:34:47.960]  i know it iran's had its low intensity war against israel so israel's got their
[01:34:47.960 --> 01:34:49.080]  war inside there
[01:34:49.080 --> 01:34:51.320]  you know it's going on both ways
[01:34:51.320 --> 01:34:54.760]  but but you know doctor court see i know i know you're supportive of israel i'm
[01:34:54.760 --> 01:34:56.280]  not an enemy of israel
[01:34:56.280 --> 01:34:59.440]  i'm like ron paul i just want to stay out of this and be left alone
[01:34:59.440 --> 01:35:02.520]  what you know i think i think our positions are getting
[01:35:02.520 --> 01:35:05.080]  uh... closer together i mean i i'm
[01:35:05.080 --> 01:35:06.220]  maintaining
[01:35:06.220 --> 01:35:08.480]  the brock obama is intentionally
[01:35:08.480 --> 01:35:12.040]  taking every step necessary to cause a war to happen
[01:35:12.040 --> 01:35:15.480]  in the in the middle east exactly while acting like he's against it okay break
[01:35:15.480 --> 01:35:18.200]  down what's happening to give us a large picture for people that don't
[01:35:18.200 --> 01:35:19.800]  understand all the factors together
[01:35:19.800 --> 01:35:23.280]  but large that is that we start with this arab spring which
[01:35:23.280 --> 01:35:26.920]  you know the white house it's uh... you know proclaim was this great burst of
[01:35:26.920 --> 01:35:28.880]  democracy in the middle east
[01:35:28.880 --> 01:35:29.880]  it wasn't
[01:35:29.880 --> 01:35:33.680]  it's the muslim brotherhood systematically taking over
[01:35:33.680 --> 01:35:37.920]  and clamping down with islamic regimes that will develop over the next year or
[01:35:37.920 --> 01:35:38.520]  two
[01:35:38.520 --> 01:35:40.880]  you see it happening in egypt right now
[01:35:40.880 --> 01:35:41.640]  egypt
[01:35:41.640 --> 01:35:44.480]  you're going to get with the barricade
[01:35:44.480 --> 01:35:47.200]  egypt is now moving closer to iran
[01:35:47.200 --> 01:35:48.560]  they're they're going to
[01:35:48.560 --> 01:35:51.080]  throughout kill christians
[01:35:51.080 --> 01:35:55.200]  as united states and if you haven't seen the pyramids already forget about it
[01:35:55.200 --> 01:35:57.080]  don't dare go to egypt you
[01:35:57.080 --> 01:35:58.560]  threatened your life
[01:35:58.560 --> 01:36:01.320]  go back to june two thousand nine
[01:36:01.320 --> 01:36:02.520]  we have the
[01:36:02.520 --> 01:36:05.400]  green movement in the streets of tehran
[01:36:05.400 --> 01:36:08.080]  uh... we've had wasabi who lost of
[01:36:08.080 --> 01:36:09.760]  a fraudulent election
[01:36:09.760 --> 01:36:11.080]  avidine john
[01:36:11.080 --> 01:36:14.720]  and president obama instead of picking up the phone and saying i support the
[01:36:14.720 --> 01:36:15.920]  green movement
[01:36:15.920 --> 01:36:19.360]  sat in the white house and sat in his hands intentionally
[01:36:19.360 --> 01:36:22.680]  knowing that the iranian regime would crush the green movement
[01:36:22.680 --> 01:36:24.640]  that was the greatest chance to do it
[01:36:24.640 --> 01:36:26.880]  actually i'll both agree the greatest chance
[01:36:26.880 --> 01:36:30.080]  for freedom in iran is that the people of iran
[01:36:30.080 --> 01:36:32.760]  get rid of this regime and put in their own
[01:36:32.760 --> 01:36:34.160]  democratic regime
[01:36:34.160 --> 01:36:37.280]  which the iranian people the persians around the world
[01:36:37.280 --> 01:36:39.480]  would support with great enthusiasm
[01:36:39.480 --> 01:36:42.160]  obama blocked it intentionally
[01:36:42.160 --> 01:36:44.280]  because he did not want
[01:36:44.280 --> 01:36:48.480]  any force for positive change of freedom or peace moving into the middle east
[01:36:48.480 --> 01:36:50.080]  he preferred the mullahs
[01:36:50.080 --> 01:36:52.960]  he supported the mullahs by his silence
[01:36:52.960 --> 01:36:55.840]  now he's got the you know the building up
[01:36:55.840 --> 01:36:58.360]  he's going to go after a song
[01:36:58.360 --> 01:37:00.960]  ever so is that great is going after an enemy of iran
[01:37:00.960 --> 01:37:02.960]  wait a minute who are these rebels
[01:37:02.960 --> 01:37:06.520]  these rebels are the muslim brotherhood
[01:37:06.520 --> 01:37:08.920]  all that obama is doing is trading
[01:37:08.920 --> 01:37:10.560]  you know friend of
[01:37:10.560 --> 01:37:11.680]  uh... iran
[01:37:11.680 --> 01:37:13.000]  uh... with
[01:37:13.000 --> 01:37:14.720]  the muslim brotherhood
[01:37:14.720 --> 01:37:16.720]  is to run syria
[01:37:16.720 --> 01:37:18.360]  it'll still be radical
[01:37:18.360 --> 01:37:20.600]  it'll still support hezbollah
[01:37:20.600 --> 01:37:21.680]  in lebanon
[01:37:21.680 --> 01:37:25.280]  but they're gonna kill the christians and jews that have lived peacefully in syria
[01:37:25.280 --> 01:37:26.200]  they've said they are
[01:37:26.200 --> 01:37:28.360]  and this isn't even on the news
[01:37:28.360 --> 01:37:32.560]  this isn't even on the news and i mean my my my whole point is
[01:37:32.560 --> 01:37:37.120]  is that they're trying to sow total discord anarchy and craziness
[01:37:37.120 --> 01:37:39.800]  in the middle east and what's that going to do the gas prices i mean that
[01:37:39.800 --> 01:37:42.960]  okay so that we're gonna have a war and the war is already started i think in a
[01:37:42.960 --> 01:37:44.200]  covert war
[01:37:44.200 --> 01:37:45.440]  now we have a war
[01:37:45.440 --> 01:37:48.880]  the war is going to at least involve an attempt to shut down the straits of our
[01:37:48.880 --> 01:37:49.760]  moves
[01:37:49.760 --> 01:37:53.080]  which about forty percent of the world's oil supply goes through every day
[01:37:53.080 --> 01:37:54.320]  going on
[01:37:54.320 --> 01:37:57.440]  i mean you could double war shooting war starts
[01:37:57.440 --> 01:38:00.000]  wherever oil is at that time four dollars
[01:38:00.000 --> 01:38:02.800]  eight dollars i mean that that's conceivable to me
[01:38:02.800 --> 01:38:03.840]  and remember alex
[01:38:03.840 --> 01:38:04.840]  when i wrote
[01:38:04.840 --> 01:38:09.240]  black gold stranglehold i predicted the oil would be a hundred dollars a barrel
[01:38:09.240 --> 01:38:11.440]  that was in two thousand five six
[01:38:11.440 --> 01:38:14.560]  and everybody said i was crazy in a year and a half later you're right
[01:38:14.560 --> 01:38:15.880]  and today
[01:38:15.880 --> 01:38:18.280]  all of a hundred dollars barrels considered normal
[01:38:18.280 --> 01:38:21.800]  there's absolutely no reason for this except that
[01:38:21.800 --> 01:38:23.120]  the new world order
[01:38:23.120 --> 01:38:24.720]  the geopolitical system
[01:38:24.720 --> 01:38:27.480]  wants to take every last dollar
[01:38:27.480 --> 01:38:31.280]  out of the u.s european so they can but but but but but i didn't buy it up well
[01:38:31.280 --> 01:38:33.600]  i mean as you said look at warren buffett
[01:38:33.600 --> 01:38:37.360]  who stands to make billions a year office trains taking the oil
[01:38:37.360 --> 01:38:42.200]  to the west coast of canada to china so he has obama kill a already
[01:38:42.200 --> 01:38:44.280]  almost complete pipeline
[01:38:44.280 --> 01:38:49.520]  i mean it's a little economic sabotage foreign enemies could not do stuff like
[01:38:49.520 --> 01:38:50.960]  this but we were
[01:38:50.960 --> 01:38:53.960]  intentionally the new world order is in the white house if anybody thinks that
[01:38:53.960 --> 01:38:55.240]  president obama
[01:38:55.240 --> 01:38:58.320]  even there stands the constitution the crazy
[01:38:58.320 --> 01:39:00.360]  has no regard for the constitution
[01:39:00.360 --> 01:39:01.320]  president obama
[01:39:01.320 --> 01:39:03.040]  maybe aspiring to be
[01:39:03.040 --> 01:39:06.040]  you know president of the united nations secretary general clinton has said
[01:39:06.040 --> 01:39:07.700]  that we'll look at how he launched the war
[01:39:07.700 --> 01:39:10.720]  and congress will give you authorization he said i have the u n that
[01:39:10.720 --> 01:39:14.640]  was reason i have the u n authority i don't need you congress and they've
[01:39:14.640 --> 01:39:16.200]  been systematically both
[01:39:16.200 --> 01:39:20.560]  you know it's been going on even george w boys signing treaties avian flu
[01:39:20.560 --> 01:39:23.240]  we're under the control of the u n
[01:39:23.240 --> 01:39:25.800]  this whole united nations control
[01:39:25.800 --> 01:39:28.680]  the global control that's what happened in europe
[01:39:28.680 --> 01:39:30.120]  said in europe when the
[01:39:30.120 --> 01:39:31.680]  crisis was going on
[01:39:31.680 --> 01:39:33.120]  new world order would use it
[01:39:33.120 --> 01:39:36.020]  to take away the sovereignty of nations now
[01:39:36.020 --> 01:39:38.880]  grease cannot even decide its own budget
[01:39:38.880 --> 01:39:42.000]  the same thing is going to go on when a war occurs with iran
[01:39:42.000 --> 01:39:44.000]  the minute that war starts
[01:39:44.000 --> 01:39:48.000]  you're gonna have oil spike tremendously and obama is going to show up on the
[01:39:48.000 --> 01:39:48.800]  tv
[01:39:48.800 --> 01:39:50.960]  and pretend he's the great savior
[01:39:50.960 --> 01:39:53.040]  when the react you know the truth is
[01:39:53.040 --> 01:39:57.360]  obama caused this war to happen and he'll release a little bit of the
[01:39:57.360 --> 01:40:00.040]  strategic oil supply act like he's a savior
[01:40:00.040 --> 01:40:01.700]  and what a joke that is
[01:40:01.700 --> 01:40:03.000]  you know the fact is
[01:40:03.000 --> 01:40:05.680]  obama's lying left and right say although
[01:40:05.680 --> 01:40:10.080]  we're getting more independence on foreign oil look at him on the india
[01:40:10.080 --> 01:40:13.680]  he said i'm against it he demanded it then he said he wouldn't sign it then
[01:40:13.680 --> 01:40:15.600]  he's signed it
[01:40:15.600 --> 01:40:17.520]  and you know the whole deal here is
[01:40:17.520 --> 01:40:19.280]  we're using less oil
[01:40:19.280 --> 01:40:22.720]  that's the only reason we have a higher percentage of oil that's been from u.s
[01:40:22.720 --> 01:40:23.680]  production
[01:40:23.680 --> 01:40:24.800]  in the meantime
[01:40:24.800 --> 01:40:26.720]  we're shutting down coal plants
[01:40:26.720 --> 01:40:28.480]  we won't do the pipeline
[01:40:28.480 --> 01:40:31.600]  we don't have any drilling going off either shore
[01:40:31.600 --> 01:40:33.040]  this administration is
[01:40:33.040 --> 01:40:34.480]  desperately intent
[01:40:34.480 --> 01:40:39.520]  on increasing the price of oil why do the big insiders the crony capitalists
[01:40:39.520 --> 01:40:42.560]  that work with socialist extremists of every band
[01:40:42.560 --> 01:40:45.280]  why do they want to destroy europe the united states
[01:40:45.280 --> 01:40:47.760]  well first of all they know they're going to be on the inside
[01:40:47.760 --> 01:40:50.960]  so while the money is being stolen
[01:40:50.960 --> 01:40:53.440]  uh... they're going to get their cut
[01:40:53.440 --> 01:40:58.240]  look at all these cylinders i'm estimated it must have been at least
[01:40:58.240 --> 01:41:01.200]  forty billion dollars stolen out of the
[01:41:01.200 --> 01:41:04.560]  uh... seven eight hundred seventy eight billion dollar stimulus fund that's a
[01:41:04.560 --> 01:41:06.000]  conservative estimate
[01:41:06.000 --> 01:41:07.680]  given to the supporters
[01:41:07.680 --> 01:41:10.880]  of obama look at the eight billion a year akron was getting you don't think
[01:41:10.880 --> 01:41:14.320]  brightbart made enemies cutting off that it's all there's all their city
[01:41:14.320 --> 01:41:15.200]  machines
[01:41:15.200 --> 01:41:17.120]  precisely by the way brightbart
[01:41:17.120 --> 01:41:18.800]  we're preparing to offer some
[01:41:18.800 --> 01:41:22.640]  resources to the family to get some really top corners look at this
[01:41:22.640 --> 01:41:24.640]  you know i'm all good is getting
[01:41:24.640 --> 01:41:26.000]  the entire
[01:41:26.000 --> 01:41:28.560]  month of his life that we're on the entire month
[01:41:28.560 --> 01:41:31.840]  somebody can put me the drugs the intelligence agencies and others have
[01:41:31.840 --> 01:41:32.800]  developed
[01:41:32.800 --> 01:41:36.000]  brightbart could have been injected with something toxic
[01:41:36.000 --> 01:41:39.520]  a month ago that would cause a heart attack as if it were today and it's
[01:41:39.520 --> 01:41:44.080]  materialized out now yeah i don't want to look at just the last 24 hours
[01:41:44.080 --> 01:41:47.200]  you know i'm i'm well i'm i want to investigate more but that's what the
[01:41:47.200 --> 01:41:51.280]  coroner says he's doing a six to eight week he says he's going to go deep
[01:41:51.280 --> 01:41:54.400]  he thinks there could be something there well i think there is something i
[01:41:54.400 --> 01:41:55.920]  think that's what we got to find out
[01:41:55.920 --> 01:41:58.320]  you know i'm an investigator reporter it's like
[01:41:58.320 --> 01:42:03.120]  i'm trained that your mother says she loves you you better find another source
[01:42:04.880 --> 01:42:08.880]  i want to know isn't it suspicious to you that they announced within two hours it
[01:42:08.880 --> 01:42:12.400]  was totally natural just out of the blue and that the media ran with that
[01:42:12.400 --> 01:42:16.640]  absolutely you know that we're supposed to believe a 43 year old healthy 43 year
[01:42:16.640 --> 01:42:21.760]  old drops over and he's had heart problems and all these other it's working too
[01:42:21.760 --> 01:42:26.560]  hard well look a lot of people at 43 years old have heart problems and work
[01:42:26.560 --> 01:42:30.800]  very hard but don't keel over a catastrophic heart attack today they're
[01:42:30.800 --> 01:42:33.200]  going to release footage that'll quote destroy the president
[01:42:33.200 --> 01:42:38.400]  precisely you know and again one of the meetings is we better watch our
[01:42:38.400 --> 01:42:40.320]  security that was the discussion and share of our
[01:42:40.320 --> 01:42:44.400]  piles office immediately after bright part's death was announced
[01:42:44.400 --> 01:42:47.600]  all right i've got a report i'm going to get to on the state police and a new
[01:42:47.600 --> 01:42:51.360]  boondoggle they've got with gunboats but but stay there i want to do a few more
[01:42:51.360 --> 01:42:54.400]  minutes with you to recap and and any other points you want to make on where
[01:42:54.400 --> 01:42:57.520]  the economy is going and how to turn it around and what tricks you think obama
[01:42:57.520 --> 01:43:00.560]  is going to play not a durum course he's our guest
[01:43:00.560 --> 01:43:03.760]  this is alex jones with five good reasons you should consider buying a
[01:43:03.760 --> 01:43:07.760]  solar power generator number one new climate legislation could easily
[01:43:07.760 --> 01:43:11.520]  double or triple your electric bill number two our new energies are
[01:43:11.520 --> 01:43:15.120]  wants to control how much power your electric company allows you to have
[01:43:15.120 --> 01:43:19.360]  it's true total government control of electricity in the name of smart grid
[01:43:19.360 --> 01:43:23.760]  technology is coming number three in some areas of the country the power grid
[01:43:23.760 --> 01:43:27.440]  is dangerously overloaded and now new socialist legislation
[01:43:27.440 --> 01:43:31.280]  is only compounding the problem number four dangerous weather is always a
[01:43:31.280 --> 01:43:34.480]  threat to local grids every year thousands of families lose
[01:43:34.480 --> 01:43:38.400]  their power from weather related onages number five a solar power generator
[01:43:38.400 --> 01:43:41.280]  provides powerful backup insurance and peace of mind
[01:43:41.280 --> 01:43:44.400]  folks i really believe in the solar power generators offered by solutions from
[01:43:44.400 --> 01:43:47.040]  science one of my oldest sponsors you can get more
[01:43:47.040 --> 01:43:50.480]  information at www dot my solar backup dot com
[01:43:50.480 --> 01:43:54.560]  that's my solar backup dot com remember the government doesn't own the sun
[01:43:54.560 --> 01:43:58.960]  so go to my solar backup dot com or call one eight seven seven three two seven
[01:43:58.960 --> 01:44:02.240]  zero three six five
[01:44:02.240 --> 01:44:05.520]  hi folks this is alex jones and i want to tell you about the silver lungs
[01:44:05.520 --> 01:44:08.800]  generator now you can produce pure and endless colloidal
[01:44:08.800 --> 01:44:12.400]  silver and deliver the solution directly into the bloodstream
[01:44:12.400 --> 01:44:16.400]  by breathing the solution through the lungs the respiratory system is the
[01:44:16.400 --> 01:44:19.680]  first line of defense for airborne pathogens and viruses
[01:44:19.680 --> 01:44:23.120]  the silver lungs generator infuses the respiratory system
[01:44:23.120 --> 01:44:27.520]  with your self-produced nano silver solutions and also delivers
[01:44:27.520 --> 01:44:31.120]  the silver nano particles instantly into the bloodstream
[01:44:31.120 --> 01:44:35.200]  with continued legislation threatening the sale of nano silver products
[01:44:35.200 --> 01:44:38.720]  you can now produce pure and endless colloidal silver
[01:44:38.720 --> 01:44:43.200]  with the silver lungs generator very easy to follow step by step instructions
[01:44:43.200 --> 01:44:46.080]  are provided making production fast and simple
[01:44:46.080 --> 01:44:50.080]  go to www dot silver lungs dot com today
[01:44:50.080 --> 01:44:53.600]  and learn more about the breakthrough technology of the silver lungs generator
[01:44:53.600 --> 01:44:58.560]  that's www dot silver lungs dot com
[01:45:00.640 --> 01:45:04.400]  i had tried everything i'd cut back the amount of food i was eating i was
[01:45:04.400 --> 01:45:07.280]  lifting weights and jogging but nothing was working
[01:45:07.280 --> 01:45:11.200]  my body was literally starving for minerals and trace elements as well as
[01:45:11.200 --> 01:45:14.800]  key vitamins and as soon as i had that i immediately
[01:45:14.800 --> 01:45:18.960]  could eat half of what i was eating previously and be satisfied
[01:45:18.960 --> 01:45:22.560]  now there are hundreds of great products at info wars team dot com but i want to
[01:45:22.560 --> 01:45:28.720]  point out the three that have helped me lose 37 pounds in just
[01:45:28.720 --> 01:45:32.720]  two months products like beyond tangy tangerine
[01:45:32.720 --> 01:45:36.720]  pollen burst and rebound when i started taking the tangy tangerine and other
[01:45:36.720 --> 01:45:40.480]  products every day i lost more than 37 pounds in just two
[01:45:40.480 --> 01:45:44.480]  months now that's results i want to challenge my listeners
[01:45:44.480 --> 01:45:49.280]  to go to info wars team dot com and to order just three of their products
[01:45:49.280 --> 01:45:52.480]  and you will see the changes in the way you look feel
[01:45:52.480 --> 01:45:56.480]  and in your appetite almost immediately start your journey to health and
[01:45:56.480 --> 01:46:00.240]  wellness today info wars team dot com
[01:46:00.240 --> 01:46:03.760]  hi this is alex jones did you know that the global elite are now storing
[01:46:03.760 --> 01:46:07.120]  non-hybrid seeds and secret storage vaults near the arctic circle
[01:46:07.120 --> 01:46:10.880]  did you know that in a real meltdown non-hybrid seeds can become more valuable
[01:46:10.880 --> 01:46:13.680]  than silver or gold it's true seeds that all perform even
[01:46:13.680 --> 01:46:16.960]  golden silver before in this country and it's possible that could even happen
[01:46:16.960 --> 01:46:19.840]  again so our friends at solutions from science
[01:46:19.840 --> 01:46:22.960]  have put together the perfect mix of non-hybrid seeds
[01:46:22.960 --> 01:46:26.400]  they call it a survival seed bank and it can produce
[01:46:26.400 --> 01:46:30.000]  an endless supply of nutrient-dense food for you and your family
[01:46:30.000 --> 01:46:33.440]  and here's the best part these seeds have not been genetically modified in
[01:46:33.440 --> 01:46:37.840]  any way and you actually get enough seeds to plant a full acre crisis garden
[01:46:37.840 --> 01:46:41.040]  so visit them today at survival seed bank dot com
[01:46:41.040 --> 01:46:45.120]  that's survival seed bank dot com or give them a call at eight seven seven
[01:46:45.120 --> 01:46:49.200]  three two seven zero three six five that's eight seven seven
[01:46:49.200 --> 01:46:52.960]  three two seven zero three six five remember
[01:46:52.960 --> 01:46:56.880]  in a real crisis non-hybrid seeds are the ultimate barter item
[01:46:56.880 --> 01:47:01.680]  this is alex jones for survival seed bank dot com
[01:47:01.680 --> 01:47:07.280]  coast to coast direct from austin you're listening to the alex jones
[01:47:07.280 --> 01:47:13.200]  broadcasting network network
[01:47:13.200 --> 01:47:16.720]  crashing through the lies and disinformation
[01:47:16.720 --> 01:47:22.560]  it's alex jones on the gcn radio network
[01:47:22.560 --> 01:47:25.920]  all right final segment i will be taking a lot of calls tomorrow on the weekday
[01:47:25.920 --> 01:47:29.040]  show but today we had a lot of news and information to cover we got to most of
[01:47:29.040 --> 01:47:33.600]  it the world is getting so crazy we only got a
[01:47:33.600 --> 01:47:38.000]  few minutes left with dr corcy bottom line how do you see all this unfolding
[01:47:38.000 --> 01:47:42.480]  what are some of the possible probable uh in your analysis
[01:47:42.480 --> 01:47:47.920]  futures that we see here uh with the economy with all of it i mean will the
[01:47:47.920 --> 01:47:51.920]  globalist will the crony capitalist who are waging war against all free
[01:47:51.920 --> 01:47:56.480]  societies and funding all sorts of radical groups will they be successful
[01:47:56.480 --> 01:48:01.120]  in converting the western world into a high-tech police state and in doing all
[01:48:01.120 --> 01:48:04.000]  this it's going to be a very desperate last
[01:48:04.000 --> 01:48:07.200]  battle here they're going to run very fast to the finish line
[01:48:07.200 --> 01:48:11.200]  i'd watch for economies going to continue to deteriorate
[01:48:11.200 --> 01:48:14.880]  more and more people are going to have lose their jobs struggle with monthly
[01:48:14.880 --> 01:48:18.640]  payments but yet the unemployment figures are going to be
[01:48:18.640 --> 01:48:23.520]  continually manipulated you're going to see either close to
[01:48:23.520 --> 01:48:27.200]  8.5 percent whatever they can maintain by
[01:48:27.200 --> 01:48:30.720]  increasing the number of people that the bureau labor statistics
[01:48:30.720 --> 01:48:34.880]  says are out of the labor pool a lot of manipulation of data
[01:48:34.880 --> 01:48:38.880]  a lot of lies about how the so-called recovery
[01:48:38.880 --> 01:48:42.720]  there isn't any recovery what there is is a deepening
[01:48:42.720 --> 01:48:47.520]  depression in the housing market there's growing dependence on the government
[01:48:47.520 --> 01:48:50.240]  and by the way anybody who thinks that obama is going to
[01:48:50.240 --> 01:48:53.760]  maintain their government dependence after he wins
[01:48:53.760 --> 01:48:58.240]  reelection is a fool that's when the food stamp programs get
[01:48:58.240 --> 01:49:01.120]  that's when obama starts intervening to reduce
[01:49:01.120 --> 01:49:04.560]  unemployment benefits this is a trap a trap
[01:49:04.560 --> 01:49:07.760]  interdependency in the government member with health care they said they
[01:49:07.760 --> 01:49:10.800]  wouldn't do it and now they admit death panels now they admit
