[00:00.000 --> 00:01.000]  Kinsley
[30:53.960 --> 30:57.960]  pure soaps exclusively for healthcare professionals and hospitals.
[30:57.960 --> 31:02.880]  Now for the first time, Calvin Pure Soap is available, fact redirect to you and your family.
[31:02.880 --> 31:07.000]  That's great news because Calvin Pure Soap is made from all-natural ingredients.
[31:07.000 --> 31:09.320]  It's earth-friendly and completely environmentally safe.
[31:09.320 --> 31:17.560]  So if you want yesterday's values today for good old-fashioned pure soap, call 1-800-340-7091.
[31:17.560 --> 31:21.240]  Save up to 85% off supermarket and retail store prices.
[31:21.240 --> 31:31.760]  Call today for a Calvin Soap catalog at 1-800-340-7091, that's 1-800-340-7091, or on the web, CalvinPureSoap.com.
[31:31.760 --> 31:36.640]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[31:36.640 --> 31:40.840]  I found this company online and they had this really unique variety of salt wellness products.
[31:40.840 --> 31:44.760]  I read some of the articles and ended up ordering this beautiful salt lamp.
[31:44.760 --> 31:49.040]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[31:49.040 --> 31:50.040]  I was so amazed.
[31:50.040 --> 31:53.440]  I put it in the baby's room and it made a perfect night light.
[31:53.440 --> 31:55.640]  Both my husband and I could tell the difference.
[31:55.640 --> 32:00.320]  Soleil Wellness.com is a unique company that offers salt wellness products from around
[32:00.320 --> 32:01.320]  the world.
[32:01.320 --> 32:06.160]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also
[32:06.160 --> 32:07.160]  made with Himalayan Salt.
[32:07.160 --> 32:11.720]  I figured it would clean really well and natural cleaning products worked wonderfully and there
[32:11.720 --> 32:12.720]  was no scent.
[32:12.720 --> 32:16.960]  This company has so many products my whole family can enjoy and feel better with.
[32:16.960 --> 32:18.760]  Plus, the service was great.
[32:18.760 --> 32:24.040]  If you're interested in natural homeopathic time-tested remedies, visit Soleil Wellness.com.
[32:24.040 --> 32:36.760]  That's S-O-L-A-Y Wellness.com or call 312-224-2710 312-224-2710.
[32:36.760 --> 32:41.240]  Have you ever wondered about what the mark of the beast is in Chapter 13 of Revelation?
[32:41.240 --> 32:43.680]  What does 666 really mean?
[32:43.680 --> 32:46.400]  Or about the Harlech Church of Revelation 17?
[32:46.400 --> 32:48.440]  Or about the Beast of Daniel in Revelation?
[32:48.440 --> 32:52.280]  A speculation abounds about these ancient prophecies and what they might mean today.
[32:52.280 --> 32:57.720]  Now, one of the foremost scholars on geopolitics and popular talk show guest, Dr. Michael Kaufman
[32:57.720 --> 33:00.960]  has just released a DVD called World Events and Prophecy.
[33:00.960 --> 33:05.640]  Dr. Michael Kaufman is recognized for his penetrating analyses of global events and
[33:05.640 --> 33:10.760]  has used his information to almost single-handedly stop the United Nations Convention on Biological
[33:10.760 --> 33:15.720]  Diversity from being ratified by the U.S. Senate one hour before the Senate was to vote
[33:15.720 --> 33:16.720]  to ratify it.
[33:16.720 --> 33:20.680]  Order World Events and Prophecy now and see why those who have seen it say it is one
[33:20.680 --> 33:22.920]  of the best DVDs on the subject.
[33:22.920 --> 33:30.160]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[33:30.160 --> 33:34.160]  That's 877-271-7639.
[33:34.160 --> 33:51.760]  Don't be caught off guard.
[33:51.760 --> 34:15.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[34:15.760 --> 34:43.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[34:43.760 --> 35:12.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[35:12.760 --> 35:32.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[35:32.760 --> 35:41.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[35:41.760 --> 36:03.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[36:03.760 --> 36:10.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[36:10.760 --> 36:32.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[36:32.760 --> 37:01.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[37:01.760 --> 37:30.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[37:30.760 --> 37:57.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[37:57.760 --> 38:22.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[38:22.760 --> 38:51.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[38:51.760 --> 39:18.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[39:18.760 --> 39:47.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[39:47.760 --> 40:14.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[40:14.760 --> 40:43.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[40:43.760 --> 41:10.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[41:10.760 --> 41:37.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[41:37.760 --> 42:06.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[42:07.760 --> 42:34.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[42:34.760 --> 43:02.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[43:02.760 --> 43:31.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[43:32.760 --> 43:59.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[43:59.760 --> 44:28.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[44:29.760 --> 44:58.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[44:59.760 --> 45:28.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[45:29.760 --> 45:58.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[45:59.760 --> 46:28.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[46:29.760 --> 46:52.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[46:52.760 --> 47:19.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[47:19.760 --> 47:48.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[47:48.760 --> 48:17.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[48:18.760 --> 48:47.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[48:48.760 --> 49:14.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[49:14.760 --> 49:43.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[49:44.760 --> 50:11.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[50:14.760 --> 50:43.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[50:43.760 --> 51:08.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[51:08.760 --> 51:35.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[51:35.760 --> 52:04.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[52:04.760 --> 52:31.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[52:31.760 --> 53:00.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[53:01.760 --> 53:29.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[53:29.760 --> 53:54.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[53:54.760 --> 54:22.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[54:22.760 --> 54:49.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[54:49.760 --> 55:18.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[55:19.760 --> 55:48.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[55:49.760 --> 56:16.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[56:16.760 --> 56:45.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[56:46.760 --> 57:15.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[57:16.760 --> 57:44.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[57:44.760 --> 58:13.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[58:13.760 --> 58:42.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[58:43.760 --> 59:12.760]  Order now at discerningtoday.org or call toll-free 877-271-7639.
[59:13.760 --> 59:25.760]  Order now at discerningtoday.org or call toll-free 877-37645.
[59:25.760 --> 59:54.760]  Order now at discerningtoday.org or call toll-free 877-37745.
[59:54.760 --> 01:00:22.760]  Order now at discerningtoday.org or call toll-free 877-37745.
[01:00:25.760 --> 01:00:32.760]  Waging war on corruption, Alex Jones on the GCN Radio Network.
[01:00:32.760 --> 01:00:56.760]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[01:00:56.760 --> 01:01:17.760]  The Associated Press, the Austin American Statesmen, the LA Times, the Counterpunch, as well as infowars.com, have all reported on the Taylor Don Hutto Concentration Camp in Taylor, Texas, where they are holding people, they're not allowed to see their lawyers and not allowed to do process.
[01:01:17.760 --> 01:01:29.760]  They're other than Mexicans, supposed to people on immigration violations. They're holding children, whole families. They're not giving them due process. But these camps were built and admittedly built for illegal aliens and U.S. citizens.
[01:01:29.760 --> 01:01:42.760]  They're FEMA run on private installations. Texas admittedly has two of these. Greg Palast, American of the BBC, was doing a story for ABC Nightly News of a facility in Louisiana by the Exxon Mobile Refinery.
[01:01:42.760 --> 01:01:53.760]  They claim that just videotaping from the outside of the facility was a violation of the Patriot Act under infrastructure protection. But there was an outcry nationally. They had to drop charges against Greg Palast.
[01:01:53.760 --> 01:02:02.760]  We've had these goons now come up sternly and tell them to turn their cameras off. They are off property. They are not on the property. They are across the street, north of Austin, in Taylor, Texas.
[01:02:02.760 --> 01:02:16.760]  Kevin Smith, relayed to listeners exactly what you're witnessing right now and exactly what they said to you. I heard some of it during the break 10 minutes ago, the break at 51 after. You were on the phone, I was listening while you were talking to them.
[01:02:16.760 --> 01:02:21.760]  Too bad that we weren't on air when that happened. But recap what you witnessed.
[01:02:21.760 --> 01:02:35.760]  Well, I think what you heard was actually the ice agent that came up in a white panel van and he said, you know, turn that off, get that out of my face and Aaron basically just dropped the camera down but he didn't turn it off so he kept rolling.
[01:02:35.760 --> 01:02:38.760]  They come getting your face in America.
[01:02:38.760 --> 01:02:41.760]  We're on the street too. We weren't on the property.
[01:02:41.760 --> 01:02:52.760]  That's right. And that's what I mean. It's just like in road to tyranny when I have regular army walk up in Belton, Texas and say turn our cameras off and I told them to take a hike.
