[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[00:25:00.988 --> 00:25:04.491]  A month before she died, she lost, she went down like 80 pounds.
[00:25:04.491 --> 00:25:07.253]  She looked like the Crypt Keeper, a beautiful woman.
[00:25:07.253 --> 00:25:08.694]  My mother said, look, I can't believe it.
[00:25:08.694 --> 00:25:11.016]  She came back from the dead, basically.
[00:25:11.016 --> 00:25:15.019]  And then she wanted to talk to us, wanted to talk about things, and then she died.
[00:25:15.019 --> 00:25:17.802]  About a month later, she gained some weight back, but then died.
[00:25:17.802 --> 00:25:19.003]  And you know, I really think
[00:25:20.592 --> 00:25:23.837]  The communists and the globalists, all of them, might just win, actually.
[00:25:23.837 --> 00:25:25.760]  They're going to bankrupt the country and have race wars.
[00:25:25.760 --> 00:25:26.601]  The left won't even care.
[00:25:26.601 --> 00:25:27.663]  They don't even know.
[00:25:27.663 --> 00:25:35.014]  Because they were trained like ducks, like baby goslings, baby goose, ducklings, baby, baby ducks.
[00:25:36.107 --> 00:25:37.668]  They imprinted on hating America.
[00:25:37.668 --> 00:25:50.293]  They were brought up that their ideology, because they were intellectual elites, even though they have nothing and are nothing, was hating God, hating America, hating John Wayne, hating at least those ideals of George Washington, because they're such beta followers.
[00:25:50.293 --> 00:25:53.334]  And they sold them on a system, you can be a traitor.
[00:25:53.334 --> 00:25:54.714]  You can be a scumbag.
[00:25:54.714 --> 00:25:55.775]  You can be a piece of filth.
[00:25:57.142 --> 00:26:11.494]  And if you just go along with the system, you can then take all those alpha males and all those guys with the big barrel chest and the good-looking wives, and then the guys that built all this, and you can rule over them.
[00:26:11.494 --> 00:26:20.881]  And then you're run by the Communist Chinese and the big CFR Rockefeller Foundation that he wrote in the New York Times when Mao died.
[00:26:20.881 --> 00:26:21.802]  The editorial's online.
[00:26:21.802 --> 00:26:24.685]  It's type in David Rockefeller's praise for Mao Zedong when he died in the late 70s.
[00:26:26.374 --> 00:26:28.876]  And he says China is the model for the future.
[00:26:28.876 --> 00:26:31.338]  China is what we're gonna do to America.
[00:26:31.338 --> 00:26:32.679]  But America will serve China.
[00:26:32.679 --> 00:26:35.000]  And I just admire Chairman Mao.
[00:26:35.000 --> 00:26:40.164]  Even though Chairman Mao was hated by the Chinese communists when they removed him and put his wife in prison.
[00:26:40.164 --> 00:26:50.231]  And he died on house arrest because they learned he was a CIA OSS agent and was actually planning their long term sabotage as well.
[00:26:50.231 --> 00:26:53.634]  And a triple cross secret nuclear attack with Russia.
[00:26:56.758 --> 00:26:57.959]  And it's true what Trump said.
[00:26:57.959 --> 00:27:01.801]  The Chinese communists have outmaneuvered our elites.
[00:27:01.801 --> 00:27:04.283]  Because our elites just think in 10-year cycles, not 50 or 100.
[00:27:04.283 --> 00:27:08.566]  And so they hated America because they were trained to hate America.
[00:27:08.566 --> 00:27:11.968]  Because the robber barons 120 years ago couldn't beat the American spirit.
[00:27:11.968 --> 00:27:13.829]  So they said, we'll finance public school.
[00:27:13.829 --> 00:27:15.150]  We'll make people hate America.
[00:27:15.150 --> 00:27:18.753]  And so they were just tailor-made with this education system.
[00:27:20.182 --> 00:27:25.204]  To be overtaken by foreign enemies that will slit their throats in a minute.
[00:27:25.204 --> 00:27:26.205]  The minute the U.S.
[00:27:26.205 --> 00:27:36.950]  goes down, in that whole process, China's gonna get all these globalists to run over there, and then within a decade, they'll take everything they've got as well.
[00:27:36.950 --> 00:27:46.315]  Just the cold-blooded, psychotic, almost robot, reptilian-like evil of communism melded with the
[00:27:47.918 --> 00:28:09.815]  Worst attributes of the lesser angels of Chinese culture has created the ultimate abomination.
[00:28:09.815 --> 00:28:12.217]  God help us is all I can say.
[00:28:12.217 --> 00:28:12.797]  God help us.
[00:28:12.797 --> 00:28:14.618]  We are under total attack.
[00:28:14.618 --> 00:28:16.180]  This is our country under total attack.
[00:28:18.818 --> 00:28:28.220]  And 150 years ago, royalty was being thrown out in Europe, so they financed the communists, the commissurfs, who were being freed off the land back into another communal system.
[00:28:28.220 --> 00:28:33.721]  And the poor peasants bought it up, like putting cyanide in baby's milk.
[00:28:33.721 --> 00:28:37.002]  The baby doesn't know.
[00:28:37.002 --> 00:28:40.462]  So, this is where we stand.
[00:28:40.462 --> 00:28:43.843]  I want to go to a few more of these clips, but... Alright, we're going to break here.
[00:28:44.787 --> 00:28:48.189]  We're gonna have Alex Jones on the other side, breaking it all down.
[00:28:48.189 --> 00:28:51.091]  Again, though, we need your support at InfoWarsTore.com.
[00:28:51.091 --> 00:28:53.393]  Huge discounts happening right now.
[00:28:53.393 --> 00:28:56.635]  During this break, go to InfoWarsTore.com, get yourself some BrainForce+.
[00:28:59.451 --> 00:29:02.532]  This is Jessica Armand, founder of MyMagicMud.
[00:29:02.532 --> 00:29:07.493]  Our team helped organize a successful effort to remove fluoride from our city's water supply.
[00:29:07.493 --> 00:29:09.213]  This is our passion.
[00:29:09.213 --> 00:29:13.394]  MyMagicMud Oral Care purifies and brightens your smile naturally.
[00:29:13.394 --> 00:29:19.375]  GCN listeners, please support MyFamilyBusiness by purchasing our products from your local health food store.
[00:29:19.375 --> 00:29:22.016]  We're also available at CVS Pharmacy.
[00:29:22.016 --> 00:29:27.437]  Or visit us at MyMagicMud.com and take 10% off now with coupon code GCN10.
[00:29:29.045 --> 00:29:32.907]  Most of you know that heart disease is the number one silent killer in the U.S.
[00:29:32.907 --> 00:29:37.910]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[00:29:37.910 --> 00:29:42.732]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[00:29:42.732 --> 00:29:44.073]  Don't just take my word for it.
[00:29:44.073 --> 00:29:47.835]  Check out all of the success stories at HBExtract.com.
[00:29:47.835 --> 00:29:48.835]  Or to order, call 866-295-5305.
[00:29:48.835 --> 00:29:49.195]  That's 866-295-5305.
[00:29:49.195 --> 00:29:49.756]  HBExtract.com.
[00:29:49.756 --> 00:29:52.057]  Don't risk it when you can take charge of it.
[00:30:00.213 --> 00:30:07.906]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[00:30:07.906 --> 00:30:08.387]  It's you!
[00:30:09.494 --> 00:30:11.975]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[00:30:11.975 --> 00:30:13.356]  You are the InfoWarrant.
[00:30:13.356 --> 00:30:16.278]  And now because of their intensifying censorship, it's more important than ever
[00:30:30.626 --> 00:30:32.086]  We are the renaissance and we are winning!
[00:31:00.311 --> 00:31:02.673]  InfoWars Life is launching its newest product.
[00:31:02.673 --> 00:31:04.814]  We're really, really proud of it.
[00:31:04.814 --> 00:31:08.757]  It's a best source prebiotic fiber.
[00:31:08.757 --> 00:31:20.266]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[00:31:20.266 --> 00:31:29.373]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[00:31:29.853 --> 00:31:35.621]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[00:31:35.621 --> 00:31:41.068]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[00:31:41.068 --> 00:31:43.351]  And I'm doing this to introduce these products to you.
[00:31:43.351 --> 00:31:44.473]  Buy these!
[00:31:44.473 --> 00:31:45.354]  Sold out in a month!
[00:31:46.352 --> 00:31:49.637]  Uh, strongest concentrated turmeric formula we could come up with.
[00:31:49.637 --> 00:31:51.660]  It sold out for another month and a half.
[00:31:51.660 --> 00:31:54.984]  We sold it at 50% off till it sold out.
[00:31:54.984 --> 00:31:57.488]  And I think it's gonna be the same way with this fiber.
[00:31:57.488 --> 00:31:59.751]  Get yours today at fullwarslife.com.
[00:32:00.370 --> 00:32:02.691]  Fueling your body is hard work.
[00:32:02.691 --> 00:32:08.473]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:32:08.473 --> 00:32:16.895]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:32:16.895 --> 00:32:19.116]  There's no better way to power your body.
[00:32:19.656 --> 00:32:26.540]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:32:26.540 --> 00:32:37.687]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:32:37.687 --> 00:32:44.611]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:32:45.131 --> 00:32:51.294]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:32:51.294 --> 00:32:55.115]  Don't miss out on the chance to fuel your body and support recovery.
[00:32:55.115 --> 00:33:03.779]  Try the InfoWars Life Daily Digestive Pack today!
[00:33:03.779 --> 00:33:06.440]  You're listening to the Alex Jones Show.
[00:33:15.751 --> 00:33:22.636]  From the front lines of the information war, it's Alex Jones.
[00:33:22.636 --> 00:33:26.038]  Right now, they're totally ending free speech on the internet.
[00:33:26.038 --> 00:33:29.100]  Right now, they're calling for violence against conservative libertarians.
[00:33:29.100 --> 00:33:34.223]  Right now, they're saying remove the president, military coup, killing.
[00:33:34.223 --> 00:33:42.209]  And we need to be talking about what the president needs to do, because Mr. President, I understand you want to be confident, you want to fix the economy, you want to show folks that, but
[00:33:44.008 --> 00:33:57.159]  In a country where even our poor people are better off than a lot of folks in third world countries, people have the identity of hating you and hating America more than they want to be independent and wealthy.
[00:33:57.159 --> 00:34:03.965]  You've got to square with them and just come out about the Office of Personnel Management hack, the sellout to the Communist Chinese.
[00:34:03.965 --> 00:34:06.768]  You've got to go ahead and tell the Chinese because they're not backing down.
[00:34:07.466 --> 00:34:23.187]  You got to go ahead and tell them with the traitors like Phil Mudd and Brennan and all the scum of the earth that was put in there and Obama that's quarterbacking all this, that you're not going to get away with a daylight coup and saying all of us that support freedom are Russian agents because we want to bring America back and do all this.
[00:34:25.049 --> 00:34:29.993]  Russia is in the globalist crosshairs because it too is a sovereign country out of their control.
[00:34:29.993 --> 00:34:32.355]  Doesn't mean they don't have their own problems or have corruption.
[00:34:32.355 --> 00:34:42.744]  But they're not anti-Christian, they're not anti-Western now, and the globalists know that Russia got away from them after 87 years of being brutalized.
[00:34:42.744 --> 00:34:45.186]  And they're aware of what's unfolding.
[00:34:45.186 --> 00:34:51.812]  So let me get into some of these important clips now, and then I have some other key points I've not made yet.
[00:34:54.755 --> 00:35:00.539]  Let's go ahead and just play this little clip, because at the same time, he's saying, oh, the intelligence agencies are really great people.
[00:35:00.539 --> 00:35:01.340]  The lights go out.
[00:35:01.340 --> 00:35:03.822]  You can see they're clearly dimmed on purpose.
[00:35:03.822 --> 00:35:04.823]  Was it a stunt?
[00:35:04.823 --> 00:35:07.204]  An SOS by the president?
[00:35:07.204 --> 00:35:13.409]  Tucker Carlson points out that his statement was like that of a kidnapped man, of a man held hostage.
