[00:00.000 --> 00:10.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[31:55.000 --> 31:56.000]  Infoorstore.com.
[31:56.000 --> 32:00.000]  And that's why we're still on air, thanks to you.
[32:00.000 --> 32:09.000]  I've made a lot of predictions that have come true, but I'm here to tell you, most of those really weren't predictions that came out of a crystal ball.
[32:09.000 --> 32:11.000]  I could see where the globalists were going.
[32:11.000 --> 32:15.000]  I could see what their in-game agenda was, what their goal was.
[32:15.000 --> 32:34.000]  And I knew that when they were setting us up to be de-platformed, that they were really setting the precedent to take everybody off air, to silence everyone, to ban words and names and information on fake whistleblowers so that their false narratives couldn't be opposed.
[32:34.000 --> 32:40.000]  But the globalists really feared was independent media and platforms in the future.
[32:40.000 --> 32:51.000]  It was the model of InfoWars as much as the information that had to be silenced, because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[32:51.000 --> 33:09.000]  That's why keeping InfoWars on the air is now more imperative and more vital than ever.
[33:09.000 --> 33:22.000]  More media giants are banding together to take down controversial InfoWars content from their site.
[33:22.000 --> 33:25.000]  How did you decide to ban Alex Jones?
[33:25.000 --> 33:31.000]  What users want from us and what we've always provided them is a curated platform.
[33:31.000 --> 33:46.000]  We think that what the user wants is someone that does review these apps, someone that does review the podcast, someone that on Apple News where a human is selecting the top stores.
[33:46.000 --> 33:48.000]  And that's what we do.
[33:48.000 --> 33:53.000]  We don't take a political stand. We're not leaning one way or the other.
[33:53.000 --> 34:02.000]  We don't tell that from the stuff on the app store and in podcasts, etc. You'll see everything from very conservative to very liberal.
[34:02.000 --> 34:04.000]  And that's the way I think it should be.
[34:04.000 --> 34:08.000]  But at what point were you like, okay, that's it. Alex Jones has to go.
[34:08.000 --> 34:21.000]  You know, we get into a singular kind of event, but I think there's enough there that reasonable people could agree that if you're going to curate, that that should be all.
[34:21.000 --> 34:30.000]  Looking live there at the White House lawn, Alex Jones, the controversial host, Trump's supporter, out there with a bullhorn.
[34:30.000 --> 34:32.000]  And that's what you heard earlier.
[34:32.000 --> 34:39.000]  President Trump started a great job rebooting this country, but he hasn't stood up against Big Tech and the censorship.
[34:39.000 --> 34:52.000]  Big Tech has been caught in undercover videos of their own documents and whistleblowers suppressing the speech of Christians and conservatives and veterans. And the left is planning on using this to steal the next election.
[34:52.000 --> 34:57.000]  President Trump must take action against Big Tech like a tearing right now.
[34:57.000 --> 35:12.000]  President Trump must enforce the First Amendment in section 230 of the Telecommunications Act and stop Big Tech from making censors. The American people demand that their First Amendment be a defender.
[35:12.000 --> 35:15.000]  Wow, look at that. That was three months ago.
[35:15.000 --> 35:33.000]  And as you can see, I've lost for a TV viewer more than 30 pounds because I'm taking DNA Force Plus, I'm taking X2 and X3, and ladies and gentlemen, I'm taping gut fusion fiber and glutamine.
[35:33.000 --> 35:35.000]  So incredibly good for the body.
[35:35.000 --> 35:46.000]  Counter is what the globalists are doing, and I'm working out the same amount, but I am religiously taking the supplements, taking the fish oil, especially at night when I go to bed.
[35:46.000 --> 35:51.000]  These are really high quality products that will make your life better and they fund this operation.
[35:51.000 --> 35:59.000]  Now, Trump is coming to town today. He'll be here in about two hours and 40 minutes.
[35:59.000 --> 36:11.000]  I will be ducking out coming up in the third hour. Tom Pappers is going to take over to break huge news that goes right to the heart of the system and what makes them operate and how to bring them down.
[36:11.000 --> 36:16.000]  And then Mike Adams is host of the fourth hour and I'll be popping in on there as well.
[36:16.000 --> 36:23.000]  Trump is coming to North Austin to the Apple subcontractor. In fact, we can put that address maybe a little bit later on screen.
[36:23.000 --> 36:32.000]  Trump off Palmer Lane off 183 near Mopac and already we're going to have Will Johnson and others out there with the crew.
[36:32.000 --> 36:40.000]  I think they're there by now. You've got a bunch of anti-fund, a bunch of globalists there protesting Trump.
[36:40.000 --> 36:44.000]  Well, I'm going to be there with a message for them, but also a message for Trump.
[36:44.000 --> 37:02.000]  I'm protesting Trump, but I'm going to be protesting Apple moving most of its jobs to China, Apple helping censor the American people and the Chinese people and helping block Vietnamese and of course the Taiwanese and of course Hong Kong flags, all three of those flags.
[37:02.000 --> 37:12.000]  They don't just like to have being able to be sent because it's seen as solidarity with Vietnam that China is at war with and it's seen as solidarity with Hong Kong and Taiwan.
[37:12.000 --> 37:17.000]  So you can't send those symbols that's been in the news and now the Chai comms have invaded Hong Kong.
[37:17.000 --> 37:23.000]  They burned up the epic times there. We're going to get to all of that start of the next hour.
[37:23.000 --> 37:29.000]  So that's where this fight is. And Jared Kushner, who I'm not an enemy of.
[37:29.000 --> 37:38.000]  I don't buy into the hype that he's this bad guy just because he bought a building for twice its price at 666 Park Avenue in New York.
[37:38.000 --> 37:47.000]  Or just because his dad went to prison for really bizarre behavior and I want to think the best of Jared Kushner and Ivanka Trump.
[37:47.000 --> 38:01.000]  I'm just told that they're big leftist and I know they hang out constantly with Tim Cook and that they're coming today with daddy and Tim Cook and you know, Apple's really a corrupt evil company.
[38:01.000 --> 38:09.000]  And they said a year and a half ago in Reuters, we've merged with the Chinese government and their intelligence agencies have the Apple code keys to all of your Apple devices.
[38:09.000 --> 38:21.000]  So if you think Huawei's bad and that's Chinese communist run, well, so is Apple. It's a globalist partnership against America and they see this very woke to be against the country and against the U.S.
[38:21.000 --> 38:26.000]  And they think we're done because they've already bought off the establishment and they think Trump's just a speed hump to what they're doing.
[38:26.000 --> 38:34.000]  So I've always made the joke that, you know, if Trump's cleaning out the goblins in the swamp in Mordor, he's going to have to have some goblin guides.
[38:34.000 --> 38:39.000]  He's going to have to be around some goblins. I just don't want to see him kissing goblins. I don't want to see him succubus with goblins.
[38:39.000 --> 38:42.000]  I don't want to see him in bed with a goblin.
[38:42.000 --> 38:50.000]  And unless he repudiates him some for the censorship and what he's doing tells him to stop it and make some move in that direction.
[38:50.000 --> 38:56.000]  Then Trump is to a great extent, even though he's trying to promote Apple having a few factories move back here.
[38:56.000 --> 39:03.000]  This is one of the few. I get that's a positive thing, but they've got hundreds in China and maybe one or two that are still open.
[39:03.000 --> 39:09.000]  I know they had three, but I heard one of them close. I think it's like two factories that actually manufacture things.
[39:09.000 --> 39:12.000]  And I'm glad that this factory's there and has 15,000 employees.
[39:12.000 --> 39:20.000]  It's at 5,000 now about to ramp up, we're told by Tim Cook. So that's a good thing, but he's in bed with a goblin.
[39:20.000 --> 39:28.000]  And if anybody is goblin-like or golem-like, it would be Tim Cook with those big old saucer eyes, whatever he's on.
[39:28.000 --> 39:32.000]  Maybe he's got a brain chip. No one's sure. So that's coming up.
[39:32.000 --> 39:37.000]  But seriously, the globalists are really down my neck. They want to shut this operation down.
[39:37.000 --> 39:41.000]  They've shut most people down. They've done all sorts of dirty tricks, all the fake lawsuits.
[39:41.000 --> 39:48.000]  We can continue info wars and other permutations and do a lot of things that will keep this message on the air and even stronger.
[39:48.000 --> 39:56.000]  But I can tell you, everybody needs fish oil. Everybody needs protein bars. Everybody needs high quality energy boost, 10-hour clean energies.
[39:56.000 --> 40:04.000]  What turbo force is. Great new tropic brain force. Everybody needs to be on DNA Force Plus with the best BQQ and CoQ 10 and all the great things it does.
[40:04.000 --> 40:09.000]  Everybody needs to be on a good clean atomic iodine. We've got several great types.
[40:09.000 --> 40:13.000]  Everybody needs really good tooth whitening toothpaste. Nobody else has got it with this nano silver.
[40:13.000 --> 40:16.000]  We have the other one with the iodine super blue. Those are both proprietary and amazing.
