[00:00.000 --> 00:01.600]  We've got it, Dada.
[34:19.000 --> 34:26.000]  But here it is, Missouri residents upset by order to move lake homes.
[34:26.000 --> 34:35.000]  And it just goes on to say the Federal Energy Regulatory Commission citing restrictions on private developments around dams.
[34:35.000 --> 34:49.000]  Oh, around dams says thousands of residents, decks, patios and boat houses appear to encroach on land belong to the hydroelectric project in violation of federal regulations.
[34:49.000 --> 34:58.000]  So now they're saying that basically when your houses get up too close on your own property, still they've got some type of easement.
[34:58.000 --> 35:01.000]  The announcement has triggered panic in the areas like front communities.
[35:01.000 --> 35:04.000]  Don't worry, there'll be some money you can pay them to leave you alone for now.
[35:04.000 --> 35:10.000]  And led to a growing battle among regulators, a utility company, land attorneys, and the state's congressional delegation.
[35:10.000 --> 35:15.000]  Officials say they are searching for a way to settle the issue without mass evictions.
[35:15.000 --> 35:28.000]  Oh, so some of these people live there more than 50 years on their property, but they're saying there's a regulation on these dams saying that you can't be close to the water.
[35:28.000 --> 35:32.000]  But it's all part of a FEMA regulatory system.
[35:32.000 --> 35:40.000]  Now, let's continue here getting into this report dealing with Rom Emanuel, the guy who was literally just put in.
[35:40.000 --> 35:42.000]  We're told, okay, this mobster daily's leaving.
[35:42.000 --> 35:44.000]  Here's the new mobster.
[35:44.000 --> 35:46.000]  And he says this is the way it is.
[35:46.000 --> 35:48.000]  So it is.
[35:48.000 --> 35:53.000]  City fines and fees double triple for minor and major offenses.
[35:53.000 --> 35:56.000]  This is out of the Chicago Sun Times.
[35:56.000 --> 36:09.000]  And it continues Mayor Rom Emanuel has said his plan to raise taxes, fines and fees by 220 million in 2012 includes higher fines for a laundry list of offenses.
[36:09.000 --> 36:13.000]  But he has yet to air the laundry list.
[36:13.000 --> 36:22.000]  Now the mayor's 2012 revenue ordinance makes the details public and it's a doozy.
[36:22.000 --> 36:32.000]  If your car is impounded for carrying drugs, drunk driving, soliciting a prostitute or carrying a firearm registered to someone other than the driver, the penalty will double to 2,000.
[36:32.000 --> 36:38.000]  But if the violations occur within 500 feet of a park or school, the fine will triple to 3,000.
[36:38.000 --> 36:46.000]  If your car is seized for drag racing on Chicago streets, there's a new $1,000 fine in addition to the towing and storage fee.
[36:46.000 --> 36:51.000]  For playing a radio too loud, the new fine will be anywhere from 500 to 750.
[36:51.000 --> 37:01.000]  If the vehicle is snatched for driving with a suspended or revoked license or displaying alter temporary registration permits, the fine would double to 1,000.
[37:01.000 --> 37:07.000]  Vehicles towed after being used in unlawful attempt to flee or loot police officers would also double.
[37:07.000 --> 37:10.000]  That should say that you didn't stop quick enough to 2,000.
[37:10.000 --> 37:13.000]  Now it gets into the grass here in a minute.
[37:13.000 --> 37:26.000]  Tampering with parking meters or paying display boxes, something motorists have done on occasion to vent their anger and deal with the privatized Chicago parking meters would carry a fine of ranging to 500, 750.
[37:26.000 --> 37:29.000]  The mayor isn't just throwing the book at criminals.
[37:29.000 --> 37:32.000]  Oh, you're a criminal now for speeding, I guess.
[37:32.000 --> 37:34.000]  He's also raising nuisance fees.
[37:34.000 --> 37:41.000]  They include allowing weeds to grow to a height that exceeds 10 inches, 600 to 100 to 1,200 a day.
[37:41.000 --> 37:45.000]  Again, 600 to 1,200 a day, up from 500 to 1,000.
[37:45.000 --> 37:57.000]  Illegal dumping or allowing trash to accumulate in a way that provides a food supply for rats, 300 to 600, up from 200 and 50 to 500.
[37:57.000 --> 38:02.000]  Accumulating materials are junk and it just goes on for page after page after page.
[38:02.000 --> 38:06.000]  You know, I remember a article I saw like a decade ago.
[38:06.000 --> 38:13.000]  Every time I mention it, people don't believe me, but listeners actually sent me the newspaper out of Illinois.
[38:13.000 --> 38:17.000]  I showed it on air many times on my local TV show but read it here on the radio.
[38:17.000 --> 38:24.000]  That was back before we were streaming, you know, radio slash TV, streaming video.
[38:24.000 --> 38:33.000]  But the article mentioned a bunch of towns in Illinois where they have ordinances about occupancy for homes.
[38:33.000 --> 38:42.000]  And it's said that inspectors come in your house without even knocking and that the way they implement things, it's all arbitrary.
[38:42.000 --> 38:47.000]  If you have more toothbrushes, then you have people.
[38:47.000 --> 38:52.000]  It's not like they come in without a warrant, which is total police state, and that's bad enough.
[38:52.000 --> 39:01.000]  They come in and once they're in your house, once they're inside your home,
[39:01.000 --> 39:07.000]  they go into your bathroom and if you have too many toothbrushes, they find you on the spot.
[39:07.000 --> 39:11.000]  And then the towns are so mafia, the police all enforce this.
[39:11.000 --> 39:16.000]  And you describe one elderly couple waking up and at the foot of their bed at like 6 a.m.
[39:16.000 --> 39:19.000]  because they like to quote catch you when the people are there.
[39:19.000 --> 39:28.000]  There was the code enforcer in front of their bed saying, you've got three toothbrushes.
[39:28.000 --> 39:31.000]  I think I've got like five toothbrushes, folks.
[39:31.000 --> 39:34.000]  I think different types of heads do different things.
[39:34.000 --> 39:36.000]  My dad's a dentist, by the way.
[39:36.000 --> 39:37.000]  He believes the same thing.
[39:37.000 --> 39:39.000]  So sometimes my gums are sensitive.
[39:39.000 --> 39:40.000]  I use soft.
[39:40.000 --> 39:42.000]  I usually use hard, sometimes medium.
[39:42.000 --> 39:44.000]  I brush with two toothbrushes this morning.
[39:44.000 --> 39:48.000]  But that isn't the issue here.
[39:48.000 --> 39:49.000]  That isn't the issue.
[39:49.000 --> 39:54.000]  This is my house under English common law and the Bill of Rights and Constitution.
[39:54.000 --> 40:03.000]  The regulator is now coming into your house.
[40:03.000 --> 40:04.000]  I mean, this is so incredible.
[40:04.000 --> 40:12.000]  I even have trouble believing that I'm talking about this, that the regulator comes into your house
[40:12.000 --> 40:16.000]  and stands in front of your bed and the article described like it was cute.
[40:16.000 --> 40:22.000]  Oh, sometimes, you know, especially older folks that still think this is America was kind of the attitude
[40:22.000 --> 40:25.000]  and don't know our new Soviet ways.
[40:25.000 --> 40:30.000]  Mrs. Brown or whatever her name was was cooking breakfast at 7 a.m.
[40:30.000 --> 40:41.000]  and was upset when the code enforcer walked right in her screen door, passed her into her bedroom to check the toothbrushes.
[40:41.000 --> 40:47.000]  You know, this is kind of like articles I've seen out of Tennessee where it was a local newspaper a few years ago.
[40:47.000 --> 40:51.000]  You've seen all over the country now where the visiting girls basketball team.
[40:51.000 --> 40:52.000]  8th grade.
[40:52.000 --> 40:59.000]  This was 12 years old on average, went into the showers after the game and came out screaming and freaking out and panicking
[40:59.000 --> 41:02.000]  and said there's cameras in the shower.
[41:02.000 --> 41:07.000]  And the school principal and coaches said, I settled down, honey, we do that for your safety.
[41:07.000 --> 41:09.000]  There could be crime in the showers.
[41:09.000 --> 41:12.000]  So it's like you go, there's dead bodies in that basement.
[41:12.000 --> 41:14.000]  They go, you don't understand.
[41:14.000 --> 41:16.000]  We're the authority figure.
[41:16.000 --> 41:19.000]  We it's what we do and everybody kind of settled down.
[41:19.000 --> 41:25.000]  Oh, the government has the cameras in the showers, which is even worse than even a random person doing it.
[41:25.000 --> 41:27.000]  Because this is the government.
[41:27.000 --> 41:31.000]  It shows the government's gone pure bad, but some parents still wouldn't be settled down.
[41:31.000 --> 41:33.000]  I was the Knoxville News Sentinel.
[41:33.000 --> 41:35.000]  I remember reporting on it was some town outside there.
[41:35.000 --> 41:38.000]  They still to the name of that paper.
[41:38.000 --> 41:39.000]  I don't remember.
[41:39.000 --> 41:48.000]  I remember all these cases and they they talked in the article like, well, the folks from the away team.
[41:48.000 --> 41:53.000]  We're just a little extremist and a little easy to get flustered.
[41:53.000 --> 41:56.000]  They just didn't understand the cameras are in the showers for their safety.
[41:56.000 --> 41:58.000]  You know, it's, you know what?
[41:58.000 --> 42:02.000]  We put sodium fluoride in your water that gives you seven fold increase in bone cancer.
[42:02.000 --> 42:06.000]  Now, yeah, there's some radioactive isotopes in there, but don't get upset.
[42:06.000 --> 42:10.000]  Yeah, the code inspectors come in your house.
[42:10.000 --> 42:15.000]  And of course, if the door happens to be locked, they then bang on it or sometimes force their way in.
[42:15.000 --> 42:27.000]  And see, when I happened to cover that at the time, it was like a two week jag of other articles being sent to me and people calling in with their horror stories around the country.
[42:27.000 --> 42:29.000]  In fact, we got loaded phone lines right now.
[42:29.000 --> 42:37.000]  But after I talked to D George, Tim, Janice and Otter, if you're in Illinois and live in the, I think it was like 10 towns at the time.
[42:37.000 --> 42:41.000]  This was about about nine years ago.
[42:41.000 --> 42:43.000]  It was about 2002 or so.
[42:43.000 --> 42:50.000]  If you live in those towns and think that this is something that we should be talked about, plus we have listeners who probably won't believe it.
[42:50.000 --> 42:55.000]  Please call in and tell me the name of your town so I can remember so that I can go pull articles on it.
[42:55.000 --> 42:58.000]  Because if you can't remember the name of the town, hey guys, try to search it yourselves.
[42:58.000 --> 43:03.000]  Code enforcers entering houses without warrants.
[43:03.000 --> 43:05.000]  That should pull it up somewhere.
[43:05.000 --> 43:07.000]  But there it was like a real happy article.
[43:07.000 --> 43:11.000]  Somebody mailed me the big newspaper and it showed the code enforcer real proud of it.
[43:11.000 --> 43:14.000]  And again, it was reported like it was no big deal.
