[00:00.000 --> 00:02.000]  You've got it
[24:09.360 --> 24:11.360]  who tried to take your life for liberty
[24:11.360 --> 24:13.360]  and government was so afraid of the population
[24:13.360 --> 24:15.360]  for hundreds of years in this country
[24:15.360 --> 24:17.360]  that despite the fact that we weren't perfect
[24:17.360 --> 24:19.360]  we were the freest nation ever
[24:19.360 --> 24:21.360]  known and produced the most wealth
[24:23.360 --> 24:25.360]  Mexico has tripled the natural resources
[24:25.360 --> 24:27.360]  on average according to CIA fact
[24:27.360 --> 24:29.360]  book and other perspectives than the
[24:29.360 --> 24:31.360]  United States but
[24:31.360 --> 24:33.360]  can't produce one-tenth the wealth why because
[24:33.360 --> 24:35.360]  there's no freedom there's a tiny elite
[24:35.360 --> 24:37.360]  same thing with all these other countries
[24:37.360 --> 24:39.360]  but now you notice as the liberties
[24:39.360 --> 24:41.360]  are gotten rid of the prosperity
[24:41.360 --> 24:43.360]  is going out the window let me ask you
[24:43.360 --> 24:45.360]  how do you like the fruits of the new world order
[24:45.360 --> 24:47.360]  of NAFTA of GATT of globalism
[24:47.360 --> 24:49.360]  of the TSA of the everything
[24:49.360 --> 24:51.360]  changed after 9-11
[24:51.360 --> 24:53.360]  and all the bull of buying into that official
[24:53.360 --> 24:55.360]  story I mean even if you believe 9-11
[24:55.360 --> 24:57.360]  was as they said it was they certainly use it
[24:57.360 --> 24:59.360]  to take the general public's rights
[24:59.360 --> 25:01.360]  to launch illegal wars
[25:01.360 --> 25:03.360]  to lie about WMD's to bankrupt
[25:03.360 --> 25:05.360]  the country the United States
[25:05.360 --> 25:07.360]  is run by corporate interest
[25:07.360 --> 25:09.360]  that are anti-free market use government
[25:09.360 --> 25:11.360]  to shut down their competition and who are
[25:11.360 --> 25:13.360]  anti-family and anti-independence
[25:13.360 --> 25:15.360]  on every front and openly
[25:15.360 --> 25:17.360]  fund the environmental land grabbers
[25:17.360 --> 25:19.360]  the carbon taxers all of it
[25:19.360 --> 25:21.360]  go look at who funds it Goldman Sachs
[25:21.360 --> 25:23.360]  JP Morgan Bank of America
[25:23.360 --> 25:25.360]  Wells Fargo they're all the ones that
[25:25.360 --> 25:27.360]  fund middle-class tax increases
[25:27.360 --> 25:29.360]  to funnel your money and banker bell
[25:29.360 --> 25:31.360]  outs to them
[25:31.360 --> 25:33.360]  they are the enemy
[25:33.360 --> 25:35.360]  there is no America anymore
[25:35.360 --> 25:37.360]  we're a corporate fiefdom
[25:37.360 --> 25:39.360]  we're a corporate holding
[25:39.360 --> 25:41.360]  we were conquered through fraud
[25:41.360 --> 25:43.360]  but they can only hold it
[25:43.360 --> 25:45.360]  as long as you're not aware of it
[25:45.360 --> 25:47.360]  for a time but they're doing all of this
[25:47.360 --> 25:49.360]  now saying yeah we're going to censor the internet
[25:49.360 --> 25:51.360]  no due process shut down whatever we want
[25:51.360 --> 25:53.360]  AP Reuters news week time
[25:53.360 --> 25:55.360]  magazine wikipedia
[25:55.360 --> 25:57.360]  all of them admitting it right now wikipedia is going to go dark
[25:57.360 --> 25:59.360]  they're saying for a few days just to show you
[25:59.360 --> 26:01.360]  what it's going to be like
[26:01.360 --> 26:03.360]  the feds already grabbing thousands of websites
[26:03.360 --> 26:05.360]  a week some of them totally legal
[26:05.360 --> 26:07.360]  that are posting alternative music
[26:07.360 --> 26:09.360]  with authorization that's kicking the
[26:09.360 --> 26:11.360]  mainline recording industries but
[26:11.360 --> 26:13.360]  so they don't have a monopoly on what becomes popular
[26:13.360 --> 26:15.360]  so they had the feds just go shut down
[26:15.360 --> 26:17.360]  a multi-million dollar website
[26:17.360 --> 26:19.360]  and the feds had to admit last week
[26:19.360 --> 26:21.360]  the site wasn't even illegal
[26:21.360 --> 26:23.360]  but your site's still gone
[26:23.360 --> 26:25.360]  this is all enshrined in part of a UN
[26:25.360 --> 26:27.360]  treaty that nexus is in
[26:27.360 --> 26:29.360]  with this US law
[26:29.360 --> 26:31.360]  our law is all under
[26:31.360 --> 26:33.360]  UN now
[26:33.360 --> 26:35.360]  as Obama has said
[26:35.360 --> 26:37.360]  as four of the supreme court justices
[26:37.360 --> 26:39.360]  have said
[26:39.360 --> 26:41.360]  it can happen here it is
[26:41.360 --> 26:43.360]  happening here
[26:43.360 --> 26:45.360]  so for three weeks we have a debate
[26:45.360 --> 26:47.360]  about does the NDAA national
[26:47.360 --> 26:49.360]  defense authorization act get rid of posse
[26:49.360 --> 26:51.360]  comatatus put trips on the streets
[26:51.360 --> 26:53.360]  allow them to attack anybody anywhere in the world
[26:53.360 --> 26:55.360]  including US citizens in the United States
[26:55.360 --> 26:57.360]  kill you torture you disappear you
[26:57.360 --> 26:59.360]  and at first people
[26:59.360 --> 27:01.360]  couldn't believe it
[27:01.360 --> 27:03.360]  so they said it can't be true
[27:03.360 --> 27:05.360]  I saw articles Ron Paul's wrong
[27:05.360 --> 27:07.360]  Alex Jones is wrong all over the country
[27:07.360 --> 27:09.360]  it can't be true
[27:09.360 --> 27:11.360]  because one subsection said
[27:11.360 --> 27:13.360]  citizens are exempt until another section
[27:13.360 --> 27:15.360]  and said unless the government says so
[27:17.360 --> 27:19.360]  until Carl Levin and all these other
[27:19.360 --> 27:21.360]  senators and there's video after video on
[27:21.360 --> 27:23.360]  infowars.com breaking this down
[27:23.360 --> 27:25.360]  came out and said no it does affect US citizens
[27:25.360 --> 27:27.360]  here's the article that we reposted
[27:27.360 --> 27:29.360]  on the front page that has a boil down
[27:29.360 --> 27:31.360]  of all this presidential frontrunner
[27:31.360 --> 27:33.360]  warns martial law being established
[27:33.360 --> 27:35.360]  in America
[27:35.360 --> 27:37.360]  it's got all the videos the Ron Paul
[27:37.360 --> 27:39.360]  interview here where he said the NDAA
[27:39.360 --> 27:41.360]  establishes
[27:41.360 --> 27:43.360]  martial law of course
[27:43.360 --> 27:45.360]  it does it's beyond martial law
[27:45.360 --> 27:47.360]  even under classical
[27:47.360 --> 27:49.360]  martial law the military
[27:49.360 --> 27:51.360]  can't kill you torture you
[27:51.360 --> 27:53.360]  or disappear you forever this
[27:53.360 --> 27:55.360]  is now codified
[27:55.360 --> 27:57.360]  in an abomination
[27:57.360 --> 27:59.360]  that actually has the rest of the world
[27:59.360 --> 28:01.360]  marveling
[28:01.360 --> 28:03.360]  they are marveling in Australia
[28:03.360 --> 28:05.360]  in France Al Jazeera
[28:05.360 --> 28:07.360]  drudge out the headline
[28:07.360 --> 28:09.360]  even Al Jazeera asked how did it come to this
[28:09.360 --> 28:11.360]  because let me add
[28:11.360 --> 28:13.360]  something
[28:13.360 --> 28:15.360]  they always talk about al qaeda
[28:15.360 --> 28:17.360]  when you get the actual training manuals
[28:17.360 --> 28:19.360]  that law enforcement have sent us
[28:19.360 --> 28:21.360]  that have made national news over and over again
[28:21.360 --> 28:23.360]  what's the number one threat
[28:23.360 --> 28:25.360]  if your new listeners type in
[28:25.360 --> 28:27.360]  internal homeland security
[28:27.360 --> 28:29.360]  documents veterans number one threat
[28:29.360 --> 28:31.360]  veterans gun owners
[28:31.360 --> 28:33.360]  ranchers farmers self-sufficient
[28:33.360 --> 28:35.360]  Amish
[28:35.360 --> 28:37.360]  mininites anybody
[28:37.360 --> 28:39.360]  who when they bring in the controlled depression
[28:39.360 --> 28:41.360]  to bring us to our knees
[28:41.360 --> 28:43.360]  who can be self-sufficient
[28:43.360 --> 28:45.360]  anybody
[28:45.360 --> 28:47.360]  you are the people on the list
[28:47.360 --> 28:49.360]  the people with guns
[28:49.360 --> 28:51.360]  north com i'm getting shells right now
[28:51.360 --> 28:53.360]  and the military and all these manuals
[28:53.360 --> 28:55.360]  training to take us on militarily
[28:55.360 --> 28:57.360]  because we're the real americans
[28:57.360 --> 28:59.360]  we're not the terrorist
[29:01.360 --> 29:03.360]  hi folks this is alex jones
[29:03.360 --> 29:05.360]  i'm looking for people that have the wisdom to spot savings
[29:05.360 --> 29:07.360]  opportunity
[29:07.360 --> 29:09.360]  and recognize risk
[29:09.360 --> 29:11.360]  saving means to make money
[29:11.360 --> 29:13.360]  the cowben pure soap company can save you thousands of dollars
[29:13.360 --> 29:15.360]  and give you good old fashioned real soaps
[29:15.360 --> 29:17.360]  that are triple concentrated
[29:17.360 --> 29:19.360]  twice as good as what you're using now
[29:19.360 --> 29:21.360]  soaps made from vegetable and coconut oils
[29:21.360 --> 29:23.360]  that contain no useless dyes
[29:23.360 --> 29:25.360]  perfumes deodorants
[29:25.360 --> 29:27.360]  or antibacterials
[29:27.360 --> 29:29.360]  your risk is the hundreds of hazardous toxic detergents
[29:29.360 --> 29:31.360]  that give you rashes
[29:31.360 --> 29:33.360]  itching sores
[29:33.360 --> 29:35.360]  and deteriorating clothing called lint
[29:35.360 --> 29:37.360]  if you want something better
[29:37.360 --> 29:39.360]  if you want something you've never had before
[29:39.360 --> 29:41.360]  you have to do something you've never done before
[29:41.360 --> 29:43.360]  getting a free catalog is easy
[29:43.360 --> 29:45.360]  by calling 800-340-7091
[29:45.360 --> 29:47.360]  or see calbin on the web
[29:47.360 --> 29:49.360]  at fivestarsoap.com
[29:49.360 --> 29:51.360]  take charge of your health now
[29:51.360 --> 29:53.360]  by calling 800-340-7091
[29:53.360 --> 29:55.360]  or see calbin on the web
[29:55.360 --> 29:57.360]  at fivestarsoap.com
[30:01.360 --> 30:03.360]  hundreds of nations have fallen
[30:03.360 --> 30:05.360]  to tyranny in the last century alone
[30:05.360 --> 30:07.360]  this is our last chance to not
[30:07.360 --> 30:09.360]  relive history
[30:09.360 --> 30:11.360]  as we're finishing off this agenda
[30:11.360 --> 30:13.360]  we'll be pulling the rug from underneath the americans at home
[30:13.360 --> 30:15.360]  and I've turned an endless influence
[30:15.360 --> 30:17.360]  on our president and congress
[30:17.360 --> 30:19.360]  and they really are calling the shots
[30:19.360 --> 30:21.360]  I think it's incumbent upon all of us
[30:21.360 --> 30:23.360]  as american citizens
[30:23.360 --> 30:25.360]  to pay attention
[30:25.360 --> 30:27.360]  full of the republic identifies the enemies
[30:27.360 --> 30:29.360]  of our nation
[30:29.360 --> 30:31.360]  the criminal offshore cartel
[30:31.360 --> 30:33.360]  hell bent on destroying sovereignty
[30:33.360 --> 30:35.360]  and on its ashes constructing world government
[30:35.360 --> 30:37.360]  Tim Geithner, Bernanke and arsonists
[30:37.360 --> 30:39.360]  they're asking for more matches
[30:39.360 --> 30:41.360]  and the congress is saying who do we make the checkout to
[30:41.360 --> 30:43.360]  today seems like nobody does care
[30:43.360 --> 30:45.360]  and right now in washington dc
[30:45.360 --> 30:47.360]  we have seen a fall of the republic
[30:47.360 --> 30:49.360]  get your copy of fall of the republic
[30:49.360 --> 30:51.360]  on dvd
[30:51.360 --> 30:53.360]  at infowars.com
[30:53.360 --> 30:55.360]  we're watching online right now
[30:55.360 --> 31:21.360]  in super high quality at prisonplanet.tv
[31:21.360 --> 31:25.360]  their holiday gift and family pack started $99
[31:25.360 --> 31:27.360]  or a 16 day supply
[31:27.360 --> 31:29.360]  while their 5 week supply of quick and easy to fix meals
[31:29.360 --> 31:31.360]  includes a personal backpack
[31:31.360 --> 31:33.360]  in case of a grab and go emergency
[31:33.360 --> 31:35.360]  order their combo gift pack
[31:35.360 --> 31:37.360]  and you'll save hundreds
[31:37.360 --> 31:39.360]  plus get free shipping on your entire order
[31:39.360 --> 31:41.360]  call eFoods today
[31:41.360 --> 31:43.360]  at 800-409-5633
[31:43.360 --> 31:45.360]  or visit them online
[31:45.360 --> 31:47.360]  at eFoodsDirect.com
[31:47.360 --> 31:49.360]  forward slash alex to find the special
[31:49.360 --> 31:51.360]  that's 800-409-5633
[31:51.360 --> 31:53.360]  or eFoodsDirect.com
[31:53.360 --> 31:55.360]  forward slash alex
[31:55.360 --> 31:57.360]  you can bet your life
[31:57.360 --> 31:59.360]  on eFoods Direct
[31:59.360 --> 32:01.360]  a very wealthy US citizen
[32:01.360 --> 32:03.360]  is predicting that in 2011
[32:03.360 --> 32:05.360]  we will witness the most important day
[32:05.360 --> 32:07.360]  in America in more than 50 years
[32:07.360 --> 32:09.360]  he says it will change everything about our lives
[32:09.360 --> 32:11.360]  the way you shop, travel, invest
[32:11.360 --> 32:13.360]  educate your children
[32:13.360 --> 32:15.360]  and even how you take care of your health
[32:15.360 --> 32:17.360]  and your own family
[32:17.360 --> 32:19.360]  and his predictions over the years
[32:19.360 --> 32:21.360]  the crazy part is he's usually right
[32:21.360 --> 32:23.360]  you see he predicted the collapse of GM
[32:23.360 --> 32:25.360]  Panny Mae, Freddie Mac
[32:25.360 --> 32:27.360]  and America's biggest mall owner
[32:27.360 --> 32:29.360]  General Growth Properties
[32:29.360 --> 32:31.360]  in fact Barron's called his work a dire prophecy
[32:31.360 --> 32:33.360]  recently he created a video
[32:33.360 --> 32:35.360]  which you can watch online for free
[32:35.360 --> 32:37.360]  detailing his biggest and most important prediction yet
[32:37.360 --> 32:39.360]  and it's a real eye-opener
[32:39.360 --> 32:41.360]  I can't stress this enough
[32:41.360 --> 32:43.360]  you should at least watch this free video online today
[32:43.360 --> 32:45.360]  he explains everything you need to know
[32:45.360 --> 32:47.360]  you can take to protect yourself
