[00:00:11.113 --> 00:00:13.374]  He never gives up.
[01:31:55.273 --> 01:32:04.019]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:32:04.019 --> 01:32:04.560]  That's right.
[01:32:04.560 --> 01:32:09.823]  Now's the time to build your own food storage with Harvest Right's freeze dryers.
[01:32:09.823 --> 01:32:16.228]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[01:32:16.468 --> 01:32:24.072]  And let me tell you something, it is perfect for freeze-drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:32:24.072 --> 01:32:24.312]  Woo!
[01:32:24.312 --> 01:32:25.353]  That's what I'm talking about.
[01:32:25.353 --> 01:32:32.036]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store.
[01:32:32.196 --> 01:32:34.077]  There is no comparison.
[01:32:34.077 --> 01:32:43.684]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:32:43.684 --> 01:32:47.126]  Now that's what I call the miracle of food preservation.
[01:32:47.126 --> 01:32:51.229]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:32:51.229 --> 01:32:52.310]  So what are you waiting for?
[01:32:52.310 --> 01:32:58.574]  Check it out right now at infowarsstore.com.
[01:32:58.574 --> 01:33:01.256]  You're listening to the Alex Jones Show.
[01:33:09.833 --> 01:33:15.898]  Imagine my surprise.
[01:33:15.898 --> 01:33:20.001]  Resistance to tyrants is obedience to God.
[01:33:20.001 --> 01:33:21.362]  It's Alex Jones.
[01:33:21.362 --> 01:33:24.144]  All right, your calls are coming up here in about a minute or two.
[01:33:24.144 --> 01:33:37.554]  Imagine my surprise when I learned the guy they SWAT team raided, reportedly for the bombing in London, that burned up a woman and some kids and 20 people in critical condition, was an Islamist who'd come as a refugee.
[01:33:39.758 --> 01:33:40.959]  Forget the Islamists.
[01:33:40.959 --> 01:33:42.759]  Why are the leftists doing this?
[01:33:42.759 --> 01:33:44.280]  They're not just appeasing it.
[01:33:44.280 --> 01:33:45.901]  They don't want to just virtue signal.
[01:33:45.901 --> 01:33:48.622]  They like muscling Christians.
[01:33:48.622 --> 01:33:51.263]  What did Christians ever do to liberals?
[01:33:51.263 --> 01:33:54.105]  It's some weird existential domination.
[01:33:55.680 --> 01:34:03.762]  So Laura, talking about your awakening, seeing this imam get up at a memorial and say, Allah Akbar, because it's all about pissing on people.
[01:34:03.762 --> 01:34:05.423]  It's all about the act of dominance.
[01:34:05.423 --> 01:34:06.963]  And it's always these weird losers.
[01:34:06.963 --> 01:34:10.284]  The left, the Islamists, all of them, they're all on welfare.
[01:34:10.284 --> 01:34:12.845]  None of them get up till noon.
[01:34:12.845 --> 01:34:18.386]  I mean, it's literally a bunch of lazy scum who hate the West and want to destroy it.
[01:34:18.386 --> 01:34:20.187]  I mean, that's my perspective.
[01:34:20.187 --> 01:34:23.648]  What do you think's really going on here at the bottom, bottom of the barrel?
[01:34:25.191 --> 01:34:31.596]  Look, I think that people just don't want to admit that, you know, we are at war with Islam, right?
[01:34:31.596 --> 01:34:46.808]  I mean, look, after 9-11 happened, President Bush said that we weren't at war with Islam, but over time, that has been proven to be false because, look, it's not Judaism that's attacking us, it's not Judaism that's chopping people's heads off and making videos about it, it's not Christianity, it's Islam!
[01:34:47.148 --> 01:34:47.528]  Right?
[01:34:47.528 --> 01:34:56.654]  And when people call it radical Islam, they need to understand that calling it radical or moderate Islam doesn't do any good for anybody because it's just Islam.
[01:34:56.654 --> 01:35:03.198]  In the Quran, it encourages Muslims to chop off the heads and the fingers of infidels.
[01:35:03.198 --> 01:35:06.500]  And an infidel is anybody who doesn't practice Islam.
[01:35:06.500 --> 01:35:11.082]  So, you know, I don't like using the word radical Islam because... No, you're right.
[01:35:11.082 --> 01:35:12.503]  It's orthodox Islam.
[01:35:12.503 --> 01:35:14.925]  People doing this are doing what Mohammed said.
[01:35:15.677 --> 01:35:16.738]  Right.
[01:35:16.738 --> 01:35:18.580]  It's what the Qur'an preaches.
[01:35:18.580 --> 01:35:20.421]  There's not a different Qur'an, right?
[01:35:20.421 --> 01:35:22.303]  There's no interpretation.
[01:35:22.303 --> 01:35:25.706]  It's not how you decide to interpret Islam in the Qur'an.
[01:35:25.706 --> 01:35:34.013]  It is word for word, you know, barbaric doctrine that encourages the killing of everybody who doesn't want to submit to Allah.
[01:35:34.053 --> 01:35:40.178]  You're being close-minded about throwing gays off buildings and cutting women's genitals off, which is the standard Islam.
[01:35:40.178 --> 01:35:43.161]  But seriously, how has the left then positioned themselves?
[01:35:43.161 --> 01:35:46.764]  Because every time there's a new terror attack, we get attacked, you get attacked.
[01:35:46.764 --> 01:35:48.546]  I mean, they just... J.K.
[01:35:48.546 --> 01:35:49.427]  Rowling defends it.
[01:35:51.457 --> 01:36:02.864]  Yeah, look, they're in bed with Islam, and we see that in the way that not only in which they defend these Islamists who commit horrible acts of terrorism, but they're also adopting their tactics.
[01:36:02.864 --> 01:36:04.985]  Look at Antifa, for example.
[01:36:04.985 --> 01:36:09.548]  Antifa is literally like white to ISIS.
[01:36:09.548 --> 01:36:13.350]  They dress up in black, they cover their faces, they carry flags just like ISIS.
[01:36:13.350 --> 01:36:16.392]  They run around and attack people with signs that say, peace.
[01:36:16.392 --> 01:36:19.034]  They hit you saying, peace, peace, like Mars attacks.
[01:36:19.034 --> 01:36:20.114]  Don't run, we're your friends.
[01:36:21.255 --> 01:36:22.295]  I'm gonna kill you!
[01:36:22.295 --> 01:36:24.416]  Mrs. Peas!
[01:36:24.416 --> 01:36:27.017]  And if you disagree with them, they'll even, they'll try to kill you.
[01:36:27.017 --> 01:36:27.758]  I mean, we've seen it.
[01:36:27.758 --> 01:36:30.159]  They stabbed some girl in the neck the other day.
[01:36:30.159 --> 01:36:33.600]  They, um, they slashed my back open.
[01:36:33.600 --> 01:36:36.041]  This isn't stabbing.
[01:36:36.041 --> 01:36:36.981]  Love you!
[01:36:36.981 --> 01:36:37.181]  Ah!
[01:36:37.181 --> 01:36:37.722]  Libra!
[01:36:37.722 --> 01:36:38.042]  Libra!
[01:36:38.042 --> 01:36:38.682]  I'm sorry, go ahead.
[01:36:39.784 --> 01:36:48.150]  No, I mean, like, they're doing exactly what ISIS does, yet, you know, we see that they're still, um, you know, they surround- I mean, look at Hillary Clinton, for example, right?
[01:36:48.150 --> 01:36:51.492]  She thought that she was going to- Antifa is not violent, Loomers!
[01:36:51.492 --> 01:36:52.853]  We're loving!
[01:36:52.853 --> 01:36:53.633]  What's wrong with you?
[01:36:53.633 --> 01:36:55.815]  I'm not stabbing you!
[01:36:55.815 --> 01:37:00.217]  Her right-hand woman, Huma Abedin, is literally Muslim Brotherhood.
[01:37:00.217 --> 01:37:08.383]  I mean, her family has ties to the Muslim Brotherhood, a terrorist organization, and this woman was- And her mother writes books about sexual mutilation.
[01:37:09.431 --> 01:37:17.198]  I mean, from what I've read, her father is associated with a terrorist publication that published Al-Qaeda writings.
[01:37:17.198 --> 01:37:20.841]  So, look, I mean, these are people who are sympathetic to Islam.
[01:37:20.841 --> 01:37:24.964]  They used our open society to come in and take over.
[01:37:24.964 --> 01:37:25.725]  Exactly.
[01:37:25.725 --> 01:37:27.567]  I mean, it's not even a Trojan horse anymore.
[01:37:27.567 --> 01:37:29.368]  They're not even trying to hide.
[01:37:29.368 --> 01:37:32.151]  They're just here and they're being welcomed with open arms.
[01:37:33.263 --> 01:37:34.585]  And they're hiding the numbers.
[01:37:34.585 --> 01:37:37.648]  I thought it was 5 million Islamists were brought into Europe in the last 5 years.
[01:37:37.648 --> 01:37:39.390]  It's 10 million the UN says.
[01:37:39.390 --> 01:37:42.773]  And now everywhere I go, it's like burqas all over Austin.
[01:37:42.773 --> 01:37:45.696]  It's like I'm in Baghdad or something.
[01:37:45.696 --> 01:37:48.879]  I don't care that they're brown skinned, it's that they're anti-Islam.
[01:37:49.460 --> 01:37:50.681]  Good day to you both.
[01:37:50.681 --> 01:37:51.661]  I like Laura's work with Twitter.
[01:37:51.661 --> 01:37:52.142]  It's just amazing.
[01:37:52.142 --> 01:37:52.742]  She does a great job.
[01:38:12.972 --> 01:38:14.113]  Yeah, it's fantastic.
[01:38:14.113 --> 01:38:23.738]  Anyway, I had a really bad feeling the last couple weeks, and then when you came on the air Monday, saying about how Trump was slurring his words, that's pretty, that's pretty frightening.
[01:38:23.738 --> 01:38:24.818]  I don't make stuff up!
[01:38:24.818 --> 01:38:27.440]  I've got that from three sources.
[01:38:27.440 --> 01:38:32.443]  There's a quickening happening right now, and I see only three ways to bring down the deep state at this point.
[01:38:32.443 --> 01:38:38.466]  And Cernovich has said it, and it might be happening, and that is to extradite and give safe passage to Assange.
[01:38:39.622 --> 01:38:42.504]  Number two, extraditekim.com.
[01:38:42.504 --> 01:38:51.930]  He had a tweet, May 20th of this year, says that he knew Seth Rich was involved in the information given to WikiLeaks from the DNC.
[01:38:51.930 --> 01:38:54.512]  He's begging Trump to give him a deal and bring him, he'll talk about it.
[01:38:54.512 --> 01:39:02.177]  He, and I know he was talking to him, from sources, and I agree with Rohrabacher, Congressman, we need to have a pardon for Assange.
[01:39:02.177 --> 01:39:03.998]  Trump needs to decriminalize marijuana.
[01:39:04.458 --> 01:39:05.499]  Major political move.
[01:39:05.499 --> 01:39:07.981]  Doesn't mean you legalize it, you decriminalize it.
[01:39:07.981 --> 01:39:09.982]  That way you know it's not poison or something.
[01:39:09.982 --> 01:39:11.744]  I absolutely agree with you.
[01:39:11.744 --> 01:39:15.847]  Well with those two people's testimony, that will get rid of the special counsel.
[01:39:15.847 --> 01:39:16.387]  Boom.
[01:39:16.387 --> 01:39:17.148]  Mueller goes away.
[01:39:17.148 --> 01:39:18.148]  No, I totally agree.
[01:39:18.148 --> 01:39:18.809]  Excellent point.
[01:39:18.809 --> 01:39:19.609]  Thank you, Mike.
[01:39:19.609 --> 01:39:20.630]  Loomer, you want to comment on that?
[01:39:20.630 --> 01:39:21.211]  Third one, though.
[01:39:21.211 --> 01:39:24.853]  Third one.
[01:39:24.853 --> 01:39:25.754]  Me?
[01:39:25.754 --> 01:39:29.177]  Third one is Snowden.
[01:39:29.177 --> 01:39:29.937]  Extradite Snowden.
[01:39:31.348 --> 01:39:35.174]  He has intricate knowledge of the whole system and can help.
[01:39:35.174 --> 01:39:38.639]  Well, the president knows now he's the president, but thank you, thank you.
[01:39:38.639 --> 01:39:40.602]  Mike, we gotta move quick, we don't wanna get into everybody.
[01:39:40.602 --> 01:39:40.822]  J.K.
[01:39:40.822 --> 01:39:42.505]  in Washington, D.C., you're on the air, go ahead.
[01:39:47.594 --> 01:39:49.875]  Hello, J.K., how you doing?
[01:39:49.875 --> 01:39:50.175]  Hello?
[01:39:50.175 --> 01:39:51.416]  Yeah, absolutely.
[01:39:51.416 --> 01:40:00.759]  I got the charge within five, six, seven, eight weeks, and he says, you've got the Army, and it's time to train the Infant Warriors, and I know how to train them.
[01:40:00.759 --> 01:40:06.361]  You said you can't centralize things with information, but they're already centralized and decentralized the right way.
[01:40:06.361 --> 01:40:10.723]  You said it's not just spectators, well, that's information literacy and action literacy.
[01:40:10.723 --> 01:40:13.144]  You said there's more info and disinfo now.
[01:40:13.832 --> 01:40:18.517]  The person who started information literacy in 1974 already dealt with that, all the disinfo.
[01:40:18.517 --> 01:40:27.265]  It's a big subject, you said, and yes it is, but I've been studying it for over 17 years at the quantum level with a quantum information physicist.
[01:40:27.265 --> 01:40:29.006]  You said you can't teach it, but I can.
[01:40:29.006 --> 01:40:30.127]  I've been teaching it.
[01:40:30.127 --> 01:40:32.350]  InfoWars is a weapons system that is underused.
[01:40:33.447 --> 01:40:35.548]  Everybody calls me and tells me that and I agree with you.
[01:40:35.548 --> 01:40:36.749]  Give us your name, your number.
[01:40:36.749 --> 01:40:37.769]  I know how to do it.
[01:40:37.769 --> 01:40:38.569]  I already did that.
[01:40:38.569 --> 01:40:40.330]  We can't do it now before we go to break.
[01:40:40.330 --> 01:40:40.991]  I'll call you.
[01:40:40.991 --> 01:40:44.872]  We'll put it together in a video and tell me how you're going to do it, JK.
[01:40:44.872 --> 01:40:46.293]  We'll put JK there.
[01:40:46.293 --> 01:40:48.194]  Let's go ahead now.
[01:40:48.194 --> 01:40:50.055]  Take another call.
[01:40:50.055 --> 01:40:52.516]  Let's go ahead and talk to Aaron in California.
[01:40:52.516 --> 01:40:53.957]  Aaron in California.
[01:40:53.957 --> 01:40:55.117]  You're on the air with Laura Loomer.
[01:40:55.117 --> 01:40:57.398]  Go ahead.
[01:40:57.398 --> 01:40:57.999]  Hi, buddy.
[01:40:57.999 --> 01:40:58.759]  How you doing?
[01:40:58.759 --> 01:40:59.379]  I'm doing alright.
[01:40:59.379 --> 01:40:59.640]  Go ahead.
[01:41:01.482 --> 01:41:08.086]  Yeah, I was wondering, how come no one gets to ask you the tough questions, like the Alex Jones critic?
[01:41:08.086 --> 01:41:15.010]  How come you won't sit there and be asked the tough questions by somebody in the alternative media like this young lady?
[01:41:15.010 --> 01:41:18.152]  I mean, I'm here, I just took your phone call, Aaron, you're on the air, ask the tough questions.
[01:41:18.152 --> 01:41:23.955]  No, no, not on your system, not on your system with the power to censor, because you will, but it'll open for them.
[01:41:24.929 --> 01:41:26.289]  Well, that's a false statement.
[01:41:26.289 --> 01:41:27.670]  I mean, we didn't screen your call.
[01:41:27.670 --> 01:41:28.990]  You're on air.
[01:41:28.990 --> 01:41:30.030]  We're live right now.
[01:41:30.030 --> 01:41:31.471]  Okay, I'd like to ask you a question.
[01:41:31.471 --> 01:41:31.831]  Alright.
[01:41:31.831 --> 01:41:33.571]  Let me ask you a question, please.
[01:41:33.571 --> 01:41:36.592]  Is the ethnicity of your new wife Jewish?
[01:41:36.592 --> 01:41:40.753]  No.
[01:41:40.753 --> 01:41:44.274]  And when will you show the baby pictures?
[01:41:44.274 --> 01:41:45.755]  Well, I mean, I'll say this.
[01:41:45.755 --> 01:41:49.696]  Because you make it a bad thing to be Jewish, my new wife is Jewish and so am I.
[01:41:50.492 --> 01:41:53.493]  We're both Jewish, and we live in Israel half the year.
[01:41:53.493 --> 01:41:55.473]  There you go.
[01:41:55.473 --> 01:41:57.914]  I've seen your new house, by the way.
[01:41:57.914 --> 01:41:58.794]  Pardon me?
[01:41:58.794 --> 01:42:00.534]  I've seen your new house on the inside.
[01:42:00.534 --> 01:42:03.835]  It has big vaulted ceilings, doesn't it?
[01:42:03.835 --> 01:42:05.416]  Cerny, isn't it?
[01:42:05.416 --> 01:42:11.377]  Well, sounds like we've got a troll here who just sits there and, like, obsesses on racial stuff all day long.
[01:42:11.377 --> 01:42:15.218]  I broke the story that you went to Hawaii for your honeymoon.
[01:42:15.868 --> 01:42:18.490]  And I broke Alex Jones been divorced back in 2015.
[01:42:18.490 --> 01:42:22.333]  Okay well let's just make this clear though.
[01:42:22.333 --> 01:42:24.054]  You yourself work for Bill Hicks, right?
[01:42:26.308 --> 01:42:30.530]  And you admit to coming to my website, but you know who I am or what I do.
[01:42:30.530 --> 01:42:31.031]  I do not.
[01:42:31.031 --> 01:42:31.991]  I don't know who you are.
[01:42:31.991 --> 01:42:32.871]  I have no idea.
[01:42:32.871 --> 01:42:35.072]  But I mean, I find it very entertaining, sir.
[01:42:35.072 --> 01:42:41.315]  We're just trying to get the taxes cut and get people off the family's backs and try to build a future in a country.
[01:42:41.315 --> 01:42:42.656]  And yes, you caught me.
[01:42:42.656 --> 01:42:43.917]  I am Jewish.
[01:42:43.917 --> 01:42:44.877]  My entire family.
[01:42:44.877 --> 01:42:45.557]  We're all Jewish.
[01:42:45.557 --> 01:42:47.118]  We're from Israel.
[01:42:47.118 --> 01:42:50.240]  And I'm also from Africa.
[01:42:50.240 --> 01:42:51.640]  I'm black.
[01:42:51.640 --> 01:42:52.381]  I'll be right back.
[01:42:54.164 --> 01:43:01.149]  James Madison, the father of the Bill of Rights, wrote, Where an excess of power prevails, property of no sort is duly respected.
[01:43:01.149 --> 01:43:06.653]  No man is safe in his opinions, in his person, in his faculties, or in his possessions.
[01:43:06.653 --> 01:43:09.995]  Is there any question that we have an excess of power in Washington?
[01:43:09.995 --> 01:43:12.357]  The only question is, how do we contain it?
[01:43:12.357 --> 01:43:17.681]  And how do we remove that power from Washington, to our local communities, to the individual?
[01:43:17.681 --> 01:43:19.282]  That is the ultimate concern.
[01:43:19.522 --> 01:43:25.687]  The concentration of power, the excess of power, was always the chief concern of the founders of this country.
[01:43:25.687 --> 01:43:28.189]  It was why the Anti-Federalists opposed the Constitution.
[01:43:28.189 --> 01:43:36.796]  They believed they put safeguards in the Constitution to abuse that concentration of power, but as James Madison also pointed out, knowledge will forever govern ignorance.
[01:43:37.216 --> 01:43:42.601]  People who mean to be their own governors must arm themselves with the power that knowledge gives.
[01:43:42.601 --> 01:43:47.986]  Arm yourself with the information of what your rulers are doing, of what the real constraints upon them are.
[01:43:47.986 --> 01:43:51.709]  Only then will you have the courage to nullify their actions.
[01:43:51.709 --> 01:43:53.531]  RenfroWars.com, I'm David Knight.
[01:43:54.952 --> 01:43:59.657]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:43:59.657 --> 01:44:10.087]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:44:10.968 --> 01:44:15.770]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:44:15.770 --> 01:44:24.174]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:44:24.174 --> 01:44:31.897]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:44:31.897 --> 01:44:33.838]  Wake up refreshed and take on the day.
[01:44:34.338 --> 01:44:42.264]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:44:42.264 --> 01:44:45.947]  Get the sleep you deserve and experience the power of knockout.
[01:44:45.947 --> 01:44:50.310]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:44:50.310 --> 01:44:51.891]  That's InfoWarsLife.com
[01:44:55.307 --> 01:44:57.208]  It's not just our water we need to filter.
[01:44:57.208 --> 01:44:59.229]  It's not just our food that needs to be cleaned.
[01:44:59.229 --> 01:45:02.130]  It's the air we're breathing, especially for our children.
[01:45:02.130 --> 01:45:08.193]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:45:08.193 --> 01:45:17.397]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[01:45:17.397 --> 01:45:22.480]  Whether it's your home or office, yo, it's yourself, your co-workers, your family, your children.
[01:45:22.480 --> 01:45:24.541]  Do the best job you can to purify your air.
[01:45:24.921 --> 01:45:32.942]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:45:32.942 --> 01:45:35.123]  The general public doesn't.
[01:45:35.123 --> 01:45:39.063]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[01:45:39.063 --> 01:45:42.644]  One of these systems can keep 800 square feet incredibly clean.
[01:45:42.644 --> 01:45:49.345]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:45:49.345 --> 01:45:53.506]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:45:55.899 --> 01:46:02.424]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[01:46:02.424 --> 01:46:14.974]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, a bad member of the halogen family, into the water.
[01:46:15.414 --> 01:46:19.056]  They took the good halogen out and put the deadly halogen in.
[01:46:19.056 --> 01:46:26.039]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[01:46:26.039 --> 01:46:38.785]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[01:46:38.905 --> 01:46:40.746]  You can pull these studies up for yourself.
[01:46:40.746 --> 01:46:47.151]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[01:46:47.151 --> 01:46:51.334]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[01:46:51.334 --> 01:46:52.895]  You're listening to the Alex Jones Show.
[01:47:16.278 --> 01:47:22.223]  Live from the Infowars.com studios, it's Alex Jones.
[01:47:22.223 --> 01:47:30.690]  Alright, I want to jam as many crawls as I can in right now with Laura Loomer.
[01:47:30.690 --> 01:47:32.731]  Then we're back tomorrow, 11am central.
[01:47:32.731 --> 01:47:39.937]  Tomorrow on the broadcast, I'm going to get into high-ranking CIA agent Bloss Whistle on Deep State Shadow Government.
[01:47:39.937 --> 01:47:43.400]  But, Laura, if you pull back here,
[01:47:44.565 --> 01:47:45.866]  They're trying to censor the internet.
[01:47:45.866 --> 01:47:51.308]  They're trying to shut down conservatives, nationalists, libertarians, traditionalists, common sense people.
[01:47:51.308 --> 01:47:53.088]  There's an operation going on here.
[01:47:53.088 --> 01:47:56.790]  And what you're doing, I just admire.
[01:47:56.790 --> 01:48:03.553]  Everybody, when Hillary goes out on these tours, should be there getting a book, asking her a question, videotaping, and it's a free country.
[01:48:03.553 --> 01:48:05.434]  All her minions do it.
[01:48:05.434 --> 01:48:07.314]  So the Secret Service tried to keep you from getting out.
[01:48:07.314 --> 01:48:09.515]  I loved how you still got in.
[01:48:09.515 --> 01:48:11.196]  So, you know, just comments on that.
[01:48:12.449 --> 01:48:16.170]  Yeah, no, I mean, obviously Hillary Clinton has put me on a list.
[01:48:16.170 --> 01:48:20.972]  When I showed up, I heard police officers on the radio saying, uh, that's her, she's walking toward the front.
[01:48:20.972 --> 01:48:26.194]  And then you can see in the video, they confronted me and kind of, you know, approached me and asked me what my name is.
[01:48:26.194 --> 01:48:27.554]  I didn't even say Laura Loomer.
[01:48:27.554 --> 01:48:28.674]  I said, Laura.
[01:48:28.674 --> 01:48:30.135]  And they said, you're not allowed in here.
[01:48:30.135 --> 01:48:31.575]  He goes, oh, you're not allowed.
[01:48:31.575 --> 01:48:32.596]  Oh, you heard Laura.
[01:48:32.596 --> 01:48:34.476]  Oh, just.
[01:48:34.476 --> 01:48:37.177]  Yeah, no, no Laura's allowed at Costco anymore.
[01:48:37.177 --> 01:48:38.038]  Okay.
[01:48:38.038 --> 01:48:41.979]  So look, um, either way, you know,
[01:48:42.441 --> 01:48:43.602]  What are they going to do?
[01:48:43.602 --> 01:48:46.685]  Ban me from Costco because I'm a member?
[01:48:46.685 --> 01:48:49.527]  That would just result in a major lawsuit.
[01:48:49.527 --> 01:48:52.810]  You can't prevent somebody from coming inside to your store.
[01:48:52.810 --> 01:48:53.530]  And I agree.
[01:48:53.530 --> 01:48:59.715]  And when they start trying to censor cyberspace, don't they get it's going to force everybody, like you've done, into the third dimension?
[01:48:59.715 --> 01:49:02.638]  Don't they get that that's going to really cause them a bigger problem?
[01:49:03.755 --> 01:49:04.576]  Yeah, no, exactly.
[01:49:04.576 --> 01:49:06.398]  And that's what, that's exactly what happened.
[01:49:06.398 --> 01:49:12.385]  People are outraged now, and you see all over Twitter, people are saying how they're going to cancel their Costco memberships and not renew their memberships.
[01:49:12.385 --> 01:49:15.669]  And, you know, that's why I really want people to confront Hillary Clinton.
[01:49:15.669 --> 01:49:18.292]  I'm going to be posting the schedule of her tour.
[01:49:18.292 --> 01:49:20.255]  I'll give it to your staff so they can post it on your website.
[01:49:20.255 --> 01:49:21.136]  Is that at Laura Loomer?
[01:49:22.626 --> 01:49:24.227]  Yes, at Laura Loomer.
[01:49:24.227 --> 01:49:30.571]  And I will post everything, and my DMs are open on Twitter, so if you have questions, I will personally reply.
[01:49:30.571 --> 01:49:31.571]  Yeah, you're very responsive.
[01:49:31.571 --> 01:49:32.732]  I was seeing you during the break.
[01:49:32.732 --> 01:49:34.153]  Well, I want to coordinate this with you.
[01:49:34.153 --> 01:49:36.594]  Maybe you can come to Austin and help us when she's there.
[01:49:36.594 --> 01:49:38.495]  You know, just get in and show what they're trying to do.
[01:49:38.495 --> 01:49:39.196]  That's amazing, Laura.
[01:49:39.196 --> 01:49:40.937]  Let's take a few more calls.
[01:49:40.937 --> 01:49:41.617]  Sorry, go ahead.
[01:49:42.512 --> 01:49:47.614]  I would love to help anybody who wants to be a citizen journalist because the mainstream media is refusing to do this.
[01:49:47.614 --> 01:49:49.094]  So we have to do it.
[01:49:49.094 --> 01:49:56.057]  We have to do what the mainstream media has refused to do because the alternative media is the new media.
[01:49:56.057 --> 01:49:58.078]  We got Chris saying Trump's being fantastic.
[01:49:58.078 --> 01:50:00.939]  Matthew says questions for Alex on Trump and health care.
[01:50:00.939 --> 01:50:02.499]  Nathan wants to do North Korea comments.
[01:50:02.499 --> 01:50:04.880]  These are all great callers.
[01:50:04.880 --> 01:50:09.742]  But let's go to Matthew says he has questions for Alex on Trump and health care.
[01:50:09.742 --> 01:50:10.382]  You're on the air.
[01:50:10.382 --> 01:50:11.143]  Go ahead, Matthew.
[01:50:11.143 --> 01:50:11.663]  Thanks for holding.
[01:50:12.443 --> 01:50:13.504]  Hey, how's it going?
[01:50:13.504 --> 01:50:16.287]  Great to talk to you.
[01:50:16.287 --> 01:50:25.838]  My question was actually, I was wondering if Trump could do some sort of executive order to bring a free market system healthcare to compete with Obamacare and with Republican care.
[01:50:26.567 --> 01:50:34.070]  The problem is, and it's a good thing, just like on the DREAM Act or anything, or just like Napting Gap, he can't get rid of it because it's a law.
[01:50:34.070 --> 01:50:36.691]  That's why he said on the DREAMers, hey try to pass a law.
[01:50:36.691 --> 01:50:47.455]  He's just like Ron Paul said, he'll do what he can executively if it's TPP or whatever, or if it's banning folks from radical Islamic countries with no vetting, but he won't do stuff that's not constitutional.
[01:50:47.455 --> 01:50:53.898]  I'm quite frankly very impressed at how he did what Ron Paul said, you know, don't use this as a dictatorship.
[01:50:54.622 --> 01:50:56.124]  Yes, definitely.
[01:50:56.124 --> 01:51:03.551]  I'm actually saying to keep Obamacare in, keep all that in, but just have an option for a free healthcare that people can join if they want.
[01:51:03.551 --> 01:51:08.477]  Well that's smart, you know, CNN's spinning it, you know, Trump's letting Obamacare fail and he's really evil.
[01:51:08.477 --> 01:51:16.065]  He didn't pass it, so yes, we're already repealing Obamacare, whether they pass it or not, or whether they repeal it or not, as Trump said they would.
[01:51:16.065 --> 01:51:16.985]  Great points, Matthew.
[01:51:16.985 --> 01:51:17.226]  Laura?
[01:51:19.048 --> 01:51:19.528]  Yeah, no, right.
[01:51:19.528 --> 01:51:24.231]  I mean, look, the media is going to do everything to make it look like Obamacare is Trump's problem.
[01:51:24.231 --> 01:51:28.954]  But Newsflash, you know, Trump wasn't the individual who- Newsflash, it's called Obamacare!
[01:51:28.954 --> 01:51:31.576]  Obamacare, it's called Obamacare for a reason!
[01:51:31.576 --> 01:51:34.478]  Yeah, good luck with that one.
[01:51:34.478 --> 01:51:36.139]  No, I love the fact that it's disintegrating.
[01:51:36.139 --> 01:51:38.901]  And it was meant to screw everybody, but everybody go along with it.
[01:51:38.901 --> 01:51:41.662]  Trump's gonna let the Democrat- He tried to repeal it, he's so classy.
[01:51:41.662 --> 01:51:43.664]  He tried to repeal it.
[01:51:43.664 --> 01:51:45.645]  Just like he said eight months ago, they wouldn't do it.
[01:51:45.645 --> 01:51:46.926]  He's like, okay, it's yours.
[01:51:48.322 --> 01:51:49.923]  That's probably what the Democrats did, though.
