[00:00:06.084 --> 00:00:08.286]  Societies don't change.
[00:26:51.415 --> 00:26:53.757]  That's what their main target is.
[00:26:53.757 --> 00:26:58.140]  This is in Road to Tyranny that I made eight and a half years ago.
[00:26:58.140 --> 00:26:59.140]  We show you the documents.
[00:26:59.140 --> 00:27:01.582]  I interview a Marine Corps officer.
[00:27:01.582 --> 00:27:05.044]  This is totally illegal.
[00:27:05.044 --> 00:27:09.507]  And why did the Marine Corps officer call me in 2000?
[00:27:10.964 --> 00:27:12.385]  It was a local TV report at the time.
[00:27:12.385 --> 00:27:16.049]  I put it in the film in 2002.
[00:27:16.049 --> 00:27:25.217]  Because he was driving a I-35 from San Antonio and came up to an army checkpoint searching people's vehicles just south of Austin.
[00:27:25.217 --> 00:27:26.339]  And he got so upset.
[00:27:26.339 --> 00:27:32.604]  He'd been listening to my show and he knew that he'd been part of secret programs that were completely illegal.
[00:27:32.604 --> 00:27:36.148]  And then here he was with the National Guard wanting to search his vehicle.
[00:27:37.577 --> 00:27:42.219]  And so the average person is just hearing, oh, the Marines are training for Afghanistan.
[00:27:42.219 --> 00:27:56.425]  You know, when I went to Urban Warrior with thousands of Marines and troops from at least six foreign nations, Czech Republic, Poland, Israel, England, Germany, the Netherlands, Australia, France, I don't know, how many is that?
[00:27:56.425 --> 00:27:59.646]  Yeah, it's more than six.
[00:27:59.646 --> 00:28:02.727]  And I witnessed them with the role players going, I'm an American, no, not the camp.
[00:28:02.727 --> 00:28:04.688]  And them saying, where did you get this helmet?
[00:28:04.688 --> 00:28:05.668]  Where'd you get this gun?
[00:28:05.668 --> 00:28:07.009]  Well, I got it in San Francisco.
[00:28:09.363 --> 00:28:12.384]  Then I went home to my hotel room that night and turned on CNN.
[00:28:12.384 --> 00:28:13.264]  They'd been there.
[00:28:13.264 --> 00:28:20.386]  And they said, troops are training for Serbia and Macedonia.
[00:28:20.386 --> 00:28:21.386]  Total lie.
[00:28:21.386 --> 00:28:25.247]  I interviewed Colonel Love of the Marines, one of the commanders.
[00:28:25.247 --> 00:28:27.967]  He admitted it was for international and domestic.
[00:28:27.967 --> 00:28:29.628]  That's all in Police State 2000.
[00:28:31.820 --> 00:28:38.584]  They have a huge covert secret program on record to take your guns, and they're training with foreign troops.
[00:28:38.584 --> 00:28:38.964]  And then what?
[00:28:38.964 --> 00:28:42.386]  A month ago, I sent Rob Dew and Jason Douglas.
[00:28:42.386 --> 00:28:48.330]  They filed a 25-minute report at PrisonPlanet.TV.
[00:28:48.330 --> 00:28:52.172]  They filed a 25-minute special report.
[00:28:54.943 --> 00:28:59.406]  That story should be mega viral right now.
[00:28:59.406 --> 00:29:12.796]  They went up to Illinois and witnessed Polish troops and other Eastern Bloc troops with the Army, National Guard and regular Army, all over the surrounding area of Chicago.
[00:29:12.796 --> 00:29:15.638]  And then the day they left and had to catch their flight, they're at the drill.
[00:29:15.638 --> 00:29:18.360]  And they said, oh, there's an unscheduled drill you guys can come to.
[00:29:18.360 --> 00:29:20.121]  We're going to be at the local sports stadium.
[00:29:21.926 --> 00:29:23.767]  Doing a civil unrest drill.
[00:29:23.767 --> 00:29:26.428]  But the guys already had their tickets and had to get on the plane and leave.
[00:29:26.428 --> 00:29:28.689]  The point is, there was even more scheduled.
[00:29:28.689 --> 00:29:31.130]  With foreign trips.
[00:29:31.130 --> 00:29:32.171]  And the guys didn't call me.
[00:29:32.171 --> 00:29:36.913]  I'd have told them just ditch the thousand dollars in tickets or so and stay there.
[00:29:36.913 --> 00:29:39.954]  But of course, they've been away from their families five days, but they got most of it.
[00:29:39.954 --> 00:29:42.255]  It's just, it's always worse than you can imagine.
[00:29:42.255 --> 00:29:48.018]  Foreign trips and regular Army and Marines are training to take your guns and put you in concentration camps.
[00:29:48.018 --> 00:29:49.478]  Do you understand this is real?
[00:29:51.980 --> 00:29:55.883]  We're on the march, the empire's on the run.
[00:29:55.883 --> 00:30:01.408]  Alex Jones and the GCN Radio Network.
[00:30:01.408 --> 00:30:03.069]  Hello friends, this is Alex Jones.
[00:30:03.069 --> 00:30:06.432]  You've heard me talk about Calden 5 Star Soaps for years.
[00:30:06.432 --> 00:30:11.656]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:30:11.656 --> 00:30:15.099]  You can buy factory direct, shipped via UPS right to your door.
[00:30:15.099 --> 00:30:17.441]  Check them out on the web at 5starsoap.com.
[00:30:18.061 --> 00:30:21.585]  Or call 800-340-7091.
[00:30:21.585 --> 00:30:22.726]  Take my word for it.
[00:30:22.726 --> 00:30:25.388]  Once you've used pure soap, you won't buy anything else.
[00:30:25.388 --> 00:30:31.895]  Since 1947, Calvin's Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:30:31.895 --> 00:30:33.396]  Buy American and stay clean.
[00:30:33.396 --> 00:30:36.699]  As well as support InfoWars, visit 5StarsSoap.com today.
[00:30:36.699 --> 00:30:37.140]  Or call 1-800-340-7091.
[00:30:37.140 --> 00:30:38.441]  Well, Marty, what do you have to say?
[00:30:41.710 --> 00:30:49.637]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback!
[00:30:49.637 --> 00:30:53.561]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:30:53.561 --> 00:30:53.961]  Thank you!
[00:31:01.107 --> 00:31:06.071]  The question is, where should the American people draw their line in the sand?
[00:31:06.071 --> 00:31:07.072]  What have we got?
[00:31:07.072 --> 00:31:09.514]  A republic or a monarchy?
[00:31:09.514 --> 00:31:10.515]  A republic.
[00:31:10.515 --> 00:31:13.177]  It's based on a constitution which protects minority rights.
[00:31:13.177 --> 00:31:15.439]  Not democracy, not mob rule.
[00:31:15.439 --> 00:31:17.461]  Two wolves and a sheep voting on what's for dinner.
[00:31:17.461 --> 00:31:19.142]  So they think they own our land?
[00:31:19.142 --> 00:31:20.464]  They think they own our water?
[00:31:20.464 --> 00:31:21.064]  Children?
[00:31:21.064 --> 00:31:22.185]  Our education?
[00:31:22.185 --> 00:31:23.026]  Our money?
[00:31:23.026 --> 00:31:26.669]  We have to define who we are and what we will tolerate.
[00:31:27.029 --> 00:31:32.015]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:31:32.015 --> 00:31:33.036]  We have the facts.
[00:31:33.036 --> 00:31:34.177]  We have the Constitution.
[00:31:34.177 --> 00:31:35.098]  We have the Bill of Rights.
[00:31:35.098 --> 00:31:35.979]  We have common law.
[00:31:35.979 --> 00:31:38.502]  Knowledge is power, ladies and gentlemen.
[00:31:38.502 --> 00:31:42.286]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:31:42.386 --> 00:31:47.330]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:31:47.330 --> 00:31:48.831]  A new tool in the Info War.
[00:31:48.831 --> 00:31:49.931]  Don't tread on me.
[00:31:49.931 --> 00:31:56.336]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:32:00.839 --> 00:32:05.380]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:32:05.380 --> 00:32:06.300]  Number 1.
[00:32:06.300 --> 00:32:09.721]  New climate legislation could easily double or triple your electric bill.
[00:32:09.721 --> 00:32:10.581]  Number 2.
[00:32:10.581 --> 00:32:15.483]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:32:15.483 --> 00:32:16.223]  It's true.
[00:32:16.223 --> 00:32:21.084]  Total government control of electricity in the name of smart grid technology is coming.
[00:32:21.084 --> 00:32:21.924]  Number 3.
[00:32:21.924 --> 00:32:25.505]  In some areas of the country, the power grid is dangerously overloaded.
[00:32:25.505 --> 00:32:29.206]  And now, new socialist legislation is only compounding the problem.
[00:32:29.406 --> 00:32:30.207]  Number 4.
[00:32:30.207 --> 00:32:32.970]  Dangerous weather is always a threat to local grids.
[00:32:32.970 --> 00:32:36.654]  Every year, thousands of families lose their power from weather-related outages.
[00:32:36.654 --> 00:32:37.434]  Number 5.
[00:32:37.434 --> 00:32:41.599]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:32:41.599 --> 00:32:46.364]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:32:46.644 --> 00:32:50.809]  You can get more information at www.mysolarbackup.com.
[00:32:50.809 --> 00:32:52.591]  That's mysolarbackup.com.
[00:32:52.591 --> 00:32:54.854]  Remember, the government doesn't own the sun.
[00:32:54.854 --> 00:32:57.197]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:33:19.636 --> 00:33:21.777]  Thank you for joining us, my friends.
[00:33:21.777 --> 00:33:29.322]  We are live here on the radio and we're simulcasting the balance of the broadcast at PrisonPlanet.tv.
[00:33:29.322 --> 00:33:36.706]  Coming up at one o'clock Central Standard Time today, Peter Schiff will be joining us.
[00:33:36.706 --> 00:33:46.392]  He is, of course, an author, businessman, financial commentator, economic advisor to Ron Paul's 2008 presidential campaign and 2010 candidate for the United States Senate.
[00:33:47.608 --> 00:33:57.361]  He will be joining us coming up in the last hour today, and we're also going to be opening the phones up when he joins us.
[00:33:57.361 --> 00:34:02.267]  I specifically want to open the phones up for listeners to talk about the economy,
[00:34:03.803 --> 00:34:21.437]  To give me your take on the fact that they are now admitting that Marines are helping run checkpoints all over California, but the mainstream media is spinning it, saying it's for training overseas, when we have their actual press releases that it is for domestic operations.
[00:34:21.437 --> 00:34:23.538]  It is completely illegal.
[00:34:23.538 --> 00:34:29.543]  Also, there's a Senate bill to make airport body scanners mandatory federal law, so that you couldn't refuse these.
[00:34:32.398 --> 00:34:40.621]  They now admit, depending on the scanner type, 20 to 50 times the cancer risk they had previously said, and they are recording your naked body.
[00:34:40.621 --> 00:34:50.145]  Also, it made big national news on the Drudge Report, and quite a few newspapers picked up and reported over the weekend on my little five and a half minute video about LeBron James.
[00:34:50.965 --> 00:34:54.169]  And the fact that people are obsessed with issues of little or no significance.
[00:34:54.169 --> 00:35:03.439]  I have an article I want to read that Paul Watson wrote about that today dealing with the brainwashing that's going on and how the mainstream media tries to set the agenda.
[00:35:04.599 --> 00:35:04.739]  Yeah.
[00:35:21.387 --> 00:35:28.113]  You can jump through all these hoops and pay a fee and basically take psychological testing as part of the five hours.
[00:35:28.113 --> 00:35:38.522]  And then if they decide you can have the privilege, then you can have a gun locked up in your house but can't even have it on your porch or take it outside your home.
[00:35:38.522 --> 00:35:43.486]  And now nationally, this is what the Supreme Court is saying our Second Amendment means.
[00:35:43.486 --> 00:35:45.468]  A highly restricted privilege.
[00:35:46.633 --> 00:35:54.718]  That's the same way they basically went from guns being completely legal in New York in the last 60 years to being completely illegal in New York City.
[00:35:54.718 --> 00:36:01.762]  There's still a route to get a concealed permit or a gun license in New York, but very few are able to get it.
[00:36:01.762 --> 00:36:05.904]  So we'll also be discussing that key issue.
[00:36:05.904 --> 00:36:10.407]  And we're also seeing a big push for the carbon tax once again.
[00:36:10.407 --> 00:36:13.349]  In fact, there's a Stan Cox article in the Washington Post today
[00:36:14.369 --> 00:36:24.622]  In the heat wave, the case against air conditioning, and they go on to say that the 100 plus degree weather must be global warming, when the East Coast routinely goes above 100 degrees.
[00:36:26.525 --> 00:36:31.930]  And then they continued to say that we need to ban air conditioners.
[00:36:31.930 --> 00:36:37.414]  And I see articles in the New York Times last week calling for a one-child policy here in the United States.
