[00:00:03.860 --> 00:00:05.200]  We're live!
[01:45:04.347 --> 01:45:07.450]  Attacking myself and the crew and our other hosts?
[01:45:07.450 --> 01:45:09.512]  Because they know we're pro-human.
[01:45:09.512 --> 01:45:11.213]  They know we're telling the truth.
[01:45:11.213 --> 01:45:12.774]  They know we've got their number.
[01:45:12.774 --> 01:45:16.818]  They know everything we do is about empowering humanity.
[01:45:17.478 --> 01:45:25.362]  And God gave us through Mother Nature incredible compounds that will supercharge our body's stamina, libido, energy, and immune systems.
[01:45:25.362 --> 01:45:35.747]  And we came out many years ago with Real Red Pill Plus that has all the documented compounds like preglanone and so much more to supercharge your body.
[01:45:36.755 --> 01:45:38.816]  There's a war against our masculinity.
[01:46:02.756 --> 01:46:13.040]  There's a war in the environment, the food, the water, the air, the electromagnetics, the injections, to really cut us off from what God designed us to be.
[01:46:13.040 --> 01:46:16.801]  But, through Mother Nature, the Creator gave us compounds.
[01:46:17.602 --> 01:46:18.043]  We're good to go.
[01:46:34.085 --> 01:46:45.695]  This is private labeled three of the top best sellers in the country right now, but it's exclusively available under the brand name and private label of InfoWars Platinum at InfoWarsStore.com.
[01:46:45.695 --> 01:46:52.801]  It's HGH Boost Max, it's Pain MD, and it's 1776 Testosterone Boost.
[01:46:52.801 --> 01:46:57.926]  Yield it to yourself and your way of life and your well-being to try these out and fund the InfoWar.
[01:47:01.044 --> 01:47:05.680]  Leading a frontal assault on the lies of the New World Order.
[01:47:05.680 --> 01:47:06.985]  It's Alex Jones!
[01:47:29.326 --> 01:47:31.887]  Obviously tomorrow on the weekday show, 11 a.m.
[01:47:31.887 --> 01:47:34.388]  Central, right after Harrison Smith of American Journal, 8 a.m.
[01:47:34.388 --> 01:47:36.109]  Central, InfoWars.com.
[01:47:36.109 --> 01:47:43.011]  I'll open the phones up for what you think of what happened last week with Congress and all the rest of it.
[01:47:43.011 --> 01:47:47.173]  And I'm not trying to put perfume or lipstick on a pig here.
[01:47:47.173 --> 01:47:48.753]  I know the situation.
[01:47:48.753 --> 01:47:53.155]  We better get rid of McCarthy and put somebody in like Matt Gaetz.
[01:47:54.477 --> 01:47:55.858]  But that's not what happened.
[01:47:55.858 --> 01:48:04.165]  But it's, again, that sliver the Republicans have, just like Senator Mnuchin is able to get what he wants and hold them up.
[01:48:04.165 --> 01:48:07.007]  And he's a globalist, but nothing compared to some of the worst globalists.
[01:48:07.007 --> 01:48:09.569]  He has all that power because he's that swing senator.
[01:48:09.569 --> 01:48:14.312]  We basically have Mnuchin on steroids now.
[01:48:14.312 --> 01:48:22.439]  So if those 25 congresspeople hold the line on all these different bills and legislation, this is a big deal for the next two years.
[01:48:23.570 --> 01:48:26.596]  And they did fight hard, and they did get a lot of concessions, so...
[01:48:27.341 --> 01:48:28.682]  There's two ways to look at this.
[01:48:28.682 --> 01:48:31.463]  We'll be taking phone calls tomorrow, obviously on the weekday show.
[01:48:31.463 --> 01:48:33.485]  Got some huge guests in studio and outside studio.
[01:48:33.485 --> 01:48:34.745]  I'm just going to leave it at that.
[01:48:34.745 --> 01:48:35.526]  Be sure and tune in.
[01:48:35.526 --> 01:48:43.550]  But since we mentioned it, here's Kevin McCarthy giving his thanks to Trump that got him the speakership so narrowly.
[01:48:43.550 --> 01:48:45.171]  It's a good spanking for him.
[01:48:45.171 --> 01:48:46.772]  He's a horrible rhino.
[01:48:46.772 --> 01:48:47.493]  Don't trust him.
[01:48:47.493 --> 01:48:48.854]  Don't like him.
[01:48:48.854 --> 01:48:51.115]  But here he is saying who got him in there.
[01:48:51.115 --> 01:48:52.556]  So you want to blame somebody, folks?
[01:48:52.556 --> 01:48:53.656]  Blame Trump.
[01:48:53.656 --> 01:48:54.937]  And we'll see if Trump's right.
[01:48:54.937 --> 01:48:55.938]  But these are just the facts.
[01:48:55.938 --> 01:48:56.278]  Here it is.
[01:48:58.615 --> 01:48:58.915]  I don't know.
[01:49:13.408 --> 01:49:15.208]  He was with me from the beginning.
[01:49:15.208 --> 01:49:17.069]  Somebody wrote the doubt of whether he was there.
[01:49:17.069 --> 01:49:18.849]  And he was all in.
[01:49:18.849 --> 01:49:21.270]  He would call me and he would call others.
[01:49:21.270 --> 01:49:27.631]  And he really was, I was just talking to him tonight, helping get those final votes.
[01:49:27.631 --> 01:49:33.092]  What he's really saying, really, for the party and the country, that we have to come together.
[01:49:33.092 --> 01:49:34.732]  We have to focus on the economy.
[01:49:34.732 --> 01:49:36.733]  We've got to focus, make our borders secure.
[01:49:38.103 --> 01:49:42.185]  We got to do so much work to do and he was a great influence to make that all happen.
[01:49:42.185 --> 01:49:45.786]  So thank you, President Trump.
[01:49:45.786 --> 01:49:47.947]  So.
[01:49:47.947 --> 01:49:50.748]  And people say, well, screw Trump.
[01:49:50.748 --> 01:49:51.508]  Yeah.
[01:49:51.508 --> 01:49:53.469]  And then you've got Joe Biden.
[01:49:53.469 --> 01:49:58.111]  The whole New World Order hated Trump because he went against much of their agenda.
[01:49:58.111 --> 01:50:00.812]  85, 90 percent of it.
[01:50:00.812 --> 01:50:04.774]  So we can try to sit there and figure this out, but they're now putting out
[01:50:06.018 --> 01:50:06.598]  We're good to go.
[01:50:27.295 --> 01:50:29.276]  We're going to see what's got the other key points in it we need.
[01:50:29.276 --> 01:50:32.117]  I'm sure Harrison Smith, next hour, is going to be covering that.
[01:50:32.117 --> 01:50:44.224]  In fact, Harrison's here asking to get the draft that Solomon and others have put out, John Solomon, and actually go over that agenda because that's a big, big deal to see how far he goes.
[01:50:45.307 --> 01:50:46.268]  But here it is.
[01:50:46.268 --> 01:50:46.828]  Town Hall.
[01:50:46.828 --> 01:50:50.731]  Trump reportedly had a large influence in securing the gavel for McCarthy.
[01:50:50.731 --> 01:50:52.132]  I know the inside baseball in this.
[01:50:52.132 --> 01:50:53.433]  I'm going to leave it at that.
[01:50:53.433 --> 01:50:54.514]  But Trump was warned.
[01:50:54.514 --> 01:50:55.955]  Trump was told it was wrong.
[01:50:55.955 --> 01:50:57.576]  Trump was told to not support McCarthy.
[01:50:57.576 --> 01:50:58.236]  And he said, no, no.
[01:50:58.236 --> 01:51:02.399]  McCarthy promises me he's on board with our Make America Great agenda.
[01:51:02.399 --> 01:51:03.140]  He promises.
[01:51:03.140 --> 01:51:05.862]  So you see Trump supporting Jared Kushner.
[01:51:05.862 --> 01:51:08.063]  Trump could be completely wrong about this.
[01:51:08.063 --> 01:51:08.864]  And here's the thing.
[01:51:08.864 --> 01:51:12.166]  We're about to find out real quick.
[01:51:12.166 --> 01:51:13.147]  Congress is in session.
[01:51:15.936 --> 01:51:23.740]  Progressive Squad Member Claims McCarthy Speakership Is A Deal With Far-Right Insurrectionists.
[01:51:23.740 --> 01:51:25.820]  See, they're really, really, really, really upset.
[01:51:25.820 --> 01:51:31.243]  Rhino Crenshaw Apologizes For Calling GOP Colleagues Terrorists.
[01:51:31.243 --> 01:51:35.685]  Sex Trafficking Fight Helps Fuel Gates' Hatred Of McCarthy.
[01:51:35.685 --> 01:51:37.786]  Yeah, McCarthy didn't support him during all of that.
[01:51:37.786 --> 01:51:39.447]  That was totally made up.
[01:51:39.447 --> 01:51:42.368]  Absolutely a Mossad operation, it's now turned out.
[01:51:44.266 --> 01:51:47.467]  Ken McCarthy agreed to cut aid to Ukraine to secure speakership.
[01:51:47.467 --> 01:51:50.107]  M4Wars.com.
[01:51:50.107 --> 01:51:54.228]  And it goes on, it goes on from there.
[01:51:54.228 --> 01:51:58.749]  Now, let me talk about this next huge subject.
[01:51:58.749 --> 01:52:08.590]  Bolsonaro won in every state, but the biggest city in Brazil, the communist control.
[01:52:08.590 --> 01:52:10.831]  Polls showed he was 50-50 there, but he lost by almost 70%.
[01:52:12.725 --> 01:52:19.730]  Just like they do in Maricopa County and other key areas, like Atlanta and Georgia, where they steal their elections.
[01:52:19.730 --> 01:52:23.832]  And you have the State Department and the Deep State down there admittedly manipulating things.
[01:52:23.832 --> 01:52:33.539]  You have Big Tech censoring Bolsonaro, which is another form of election meddling, and voter suppression, which we now know they did the last two elections here.
[01:52:33.539 --> 01:52:36.641]  So Bolsonaro won, we know that.
[01:52:36.641 --> 01:52:39.022]  They get Lula, the communist, out of prison.
[01:52:39.022 --> 01:52:39.703]  They bring him back.
[01:52:41.929 --> 01:52:48.054]  Military says they're not going to stand by and, you know, see what's happened to their Constitution.
[01:52:48.054 --> 01:52:52.939]  But now, you have millions of people show up in the capital city.
[01:52:52.939 --> 01:53:04.909]  They're calling it the Brazilian January 6th Insurrection Brazil Protester Storm Congress Breach Presidential Palace Photos Thousands Rampage Make America Great Copy.
[01:53:04.909 --> 01:53:08.252]  So as soon as Bolsonaro's out,
[01:53:09.690 --> 01:53:36.745]  And as soon as the military and police are under the control of the communists, then a big crowd of millions shows up to protest, as they did dozens of times in Bolsonaro, and magically a few thousand people in yellow and green t-shirts march up to the Capitol and to the President's Palace, and there's literally in these videos, like 15 cops lined up, 20-30 feet apart, and they don't even block them, they shoot a few tear gas in the air,
[01:53:37.839 --> 01:53:46.844]  At the crowds so they go ahead and storm the buildings and now you've got a legitimate reason they're going to claim to have mass trials and arrest and to go after everybody.
[01:53:46.844 --> 01:53:58.091]  And a few thousand people went into the Capitol, went into the President's mansion, went into their White House and overturned chairs and knocked holes in the walls.
[01:53:58.091 --> 01:54:02.854]  So out of millions of people outside peacefully pointing out they didn't buy what was happening,
[01:54:04.437 --> 01:54:13.265]  You've now had a group of people, probably most of them communists, working for Lula, go in, and we've seen January 6th repeated 2.0.
[01:54:13.265 --> 01:54:16.308]  And hey, Ray Epps didn't want to lie under oath.
[01:54:16.308 --> 01:54:19.431]  They released it two weeks ago.
[01:54:19.431 --> 01:54:23.735]  He said, I orchestrated breaking into the Capitol.
[01:54:23.735 --> 01:54:26.017]  I orchestrated going up there.
[01:54:26.017 --> 01:54:27.138]  I orchestrated it.
[01:54:31.488 --> 01:54:45.891]  Other folks are saying Brazilians are acting in a movement of civil disobedience to protect our country against the abuse of power, systematic corruption, dictatorship implemented by Lula and Silva and the 37 corrupt ministers and proper communist gang.
[01:54:45.891 --> 01:54:46.811]  And that's true!
[01:54:46.811 --> 01:54:54.753]  And when people would overthrow communist regimes or authoritarian regimes, our media would say they were heroes and it was beautiful they were storming these different facilities.
[01:54:54.753 --> 01:54:57.613]  Or the French Revolution, the storming of the Bastille.
[01:54:57.613 --> 01:55:01.134]  But the danger is, what do you get out of one of these revolutions?
[01:55:02.358 --> 01:55:06.779]  And who's manipulating that revolution?
[01:55:06.779 --> 01:55:23.585]  In fact, we could cut between those images you were just showing five seconds ago of thousands streaming in to the Capitol Complex in their big city of Brasilia.
[01:55:23.585 --> 01:55:24.405]  And where are the police?
[01:55:25.390 --> 01:55:26.511]  Where are the military?
[01:55:26.511 --> 01:55:32.674]  They were there by the tens of thousands to block people going in in the last two months during the contested election.
[01:55:32.674 --> 01:55:51.446]  But now, magically, because Lula's in, he's illegitimate, the country's awake to him, they know what's going on, the State Department's running this, and how much money do you want to bet that 90% of the people that breach the police
[01:55:54.196 --> 01:55:55.038]  And broke into a building.
[01:55:55.038 --> 01:55:59.404]  Because you don't take the government over in an assembly where the government meets.
[01:55:59.404 --> 01:56:00.967]  The military is in underground bases.
[01:56:00.967 --> 01:56:03.090]  The military is controlling satellites.
[01:56:03.090 --> 01:56:07.397]  The government is in underground facilities.
[01:56:07.397 --> 01:56:08.398]  It's the infrastructure.
[01:56:08.398 --> 01:56:09.139]  It's the media.
[01:56:10.697 --> 01:56:27.229]  I'm not saying do this, I'm saying hypothetically, if those were real insurrectionists taking over, they'd get in groups of a thousand, they'd get armed, they'd all go take over the national media and the key TV and radio stations, and they'd be in control of that country because Lula's unpopular and Bolsonaro's popular.
[01:56:27.229 --> 01:56:29.351]  And the military knew how to do that.
[01:56:29.351 --> 01:56:31.372]  They could have seized the media.
[01:56:31.372 --> 01:56:33.514]  They could have seized the control of the infrastructure.
[01:56:33.514 --> 01:56:35.955]  They could have blocked the main roads, but they didn't.
[01:56:35.955 --> 01:56:39.017]  Instead, they stood down and provocateurs
[01:56:39.918 --> 01:56:51.630]  Once the Communist government is well into power for seven days, let them completely take over the Capitol and the President's facility.
[01:56:51.630 --> 01:56:54.674]  So they can then demonize the opposition as lawless.
[01:56:55.796 --> 01:57:04.082]  You're about to see a rerun of the whole January 6th program, because the same people that ran January 6th are the ones that run the U.N.
[01:57:04.082 --> 01:57:06.624]  and just ran the operation we saw.
[01:57:06.624 --> 01:57:08.405]  I have so many listeners.
[01:57:08.405 --> 01:57:10.467]  It's a minority, but I see you on the streets.
[01:57:10.467 --> 01:57:11.427]  I read your emails.
[01:57:11.427 --> 01:57:13.529]  I see you call into the shows.
[01:57:13.529 --> 01:57:14.770]  You say, you're a coward.
[01:57:14.770 --> 01:57:16.591]  You should have taken the Capitol.
[01:57:16.591 --> 01:57:17.792]  You should have gone.
[01:57:17.792 --> 01:57:20.274]  The Capitol's a damn building where they need to vote.
[01:57:20.274 --> 01:57:21.495]  It's not the government.
[01:57:21.495 --> 01:57:24.537]  There's underground bases all around D.C., CIDAR in Maryland.
[01:57:25.097 --> 01:57:27.658]  Good news and some bad news on multiple fronts.
[01:57:51.932 --> 01:57:58.116]  The good news is Vitamin Mineral Fusion and DNA Force Plus are still 50% off.
[01:57:58.116 --> 01:58:00.838]  The bad news is they're very close to selling out.
[01:58:00.838 --> 01:58:07.882]  And by Monday of next week, and I'm cutting this ad on January 5th, 2023, we're going to have to go back to full price.
[01:58:07.882 --> 01:58:10.284]  Then about a week after that, they'll be sold out.
[01:58:10.284 --> 01:58:11.065]  So that's good news.
[01:58:11.065 --> 01:58:12.225]  You can still get the products.
[01:58:12.225 --> 01:58:14.607]  It's bad news because they're about to be sold out.
[01:58:15.382 --> 01:58:17.684]  Because they're also some of our best-selling products.
[01:58:17.684 --> 01:58:20.486]  When we don't have them, we can't fund the operation.
[01:58:20.486 --> 01:58:23.489]  So it is a real conundrum, but that's just where we're at.
[01:58:23.489 --> 01:58:26.291]  I want to thank all the listeners for your ongoing support.
[01:58:26.291 --> 01:58:36.020]  But if you want Vitamineral Fusion, it's so incredible for your immune system, your whole body, and DNA Force Plus that helps your telomeres last longer and cleans out your mitochondria and so much more, you can get them both exclusively
[01:58:36.560 --> 01:58:42.106]  I'm Dr. Peter McCullough, and it's an absolute pleasure to introduce to you The Wellness Company.
[01:58:56.317 --> 01:59:06.706]  An alternative healthcare system for this COVID and post-COVID world where trust has been lost in doctors and healthcare systems.
[01:59:06.706 --> 01:59:19.457]  This new online virtual platform is nationwide providing uncensored content, virtual appointments, laboratory testing, diagnostics, prescriptions,
[01:59:20.117 --> 01:59:20.897]  We're good to go.
[01:59:52.293 --> 01:59:56.157]  If you are receiving this transmission, you are the resistance.
