[00:00:26.212 --> 00:00:27.513]  It's Sunday, August 25th.
[01:29:30.411 --> 01:29:37.174]  And it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[01:29:37.174 --> 01:29:42.977]  Any type of krill oil you get that doesn't give you fish burps, which I don't like, but gives you all the great benefits, isn't real.
[01:29:42.977 --> 01:29:45.238]  It's been boiled, it's been ruined, it's been homogenized.
[01:29:45.238 --> 01:29:46.178]  This has not been.
[01:29:46.178 --> 01:29:50.500]  This, ladies and gentlemen, is the highest quality krill oil you're gonna find anywhere.
[01:29:50.760 --> 01:29:52.361]  Real krill oil, folks, is red.
[01:29:52.361 --> 01:29:53.062]  It's not yellow.
[01:29:53.062 --> 01:29:53.963]  It's not milky.
[01:29:53.963 --> 01:29:57.646]  This is nothing but krill oil.
[01:29:57.646 --> 01:30:00.888]  Serving with InfoWars is a great honor.
[01:30:00.888 --> 01:30:02.450]  But I still need my morning coffee.
[01:30:03.826 --> 01:30:13.233]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:30:13.233 --> 01:30:24.881]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:30:24.881 --> 01:30:29.064]  A robust coffee with great flavor and mild acidity.
[01:30:29.984 --> 01:30:34.006]  There has never been a more important time to support InfoWars.
[01:30:34.006 --> 01:30:40.910]  So if you love coffee, and if you want to fight for freedom, then you can help.
[01:30:40.910 --> 01:30:43.832]  Order now at the InfoWars store.
[01:30:43.832 --> 01:30:53.978]  Sign up for auto-ship and get your own high-quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com
[01:30:56.977 --> 01:31:10.170]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living that would end up saving the nation.
[01:31:10.170 --> 01:31:13.093]  And today, the communist Chinese have banned all U.S.
[01:31:13.093 --> 01:31:14.855]  farming goods a week ago.
[01:31:14.855 --> 01:31:18.498]  And we've seen massive increases in polls, support for the president.
[01:31:19.119 --> 01:31:23.680]  And what he's doing in this trade war wants China to put pressure on our farmers.
[01:31:23.680 --> 01:31:24.720]  That's beautiful.
[01:31:24.720 --> 01:31:26.621]  Americans aren't going to be bullied.
[01:31:26.621 --> 01:31:28.221]  And we aren't going to back down.
[01:31:28.221 --> 01:31:35.823]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[01:31:35.823 --> 01:31:38.144]  And all you've done is awaken the human spirit.
[01:31:38.144 --> 01:31:42.305]  And the human spirit lives at InfoWars.com and NewsWars.com.
[01:31:42.305 --> 01:31:43.245]  And I'm asking listeners,
[01:31:44.045 --> 01:31:48.152]  Whatever you do, spread those links because we are the light in the dark of the night.
[01:31:48.152 --> 01:31:49.254]  We are the resistance.
[01:31:49.254 --> 01:31:49.895]  We are 1776 Worldwide.
[01:31:57.418 --> 01:32:03.964]  Looking for a way to support Alex Jones and the InfoWars crew while staying up to date on all our products?
[01:32:03.964 --> 01:32:06.446]  Then our newsletter is for you!
[01:32:06.446 --> 01:32:09.629]  Now more than ever, InfoWars need your help.
[01:32:09.629 --> 01:32:16.975]  Head over to InfoWarsStore.com, scroll down the page, and sign up to receive up-to-date, exclusive daily deals.
[01:32:16.975 --> 01:32:24.842]  The InfoWars Store newsletter is your number one way to support the InfoWars team while keeping up with the latest savings and specials.
[01:32:25.342 --> 01:32:38.098]  Join your fellow info warriors in getting access to brand new formulas, daily deals and exclusive sales with T-shirts, survival gear, movies, books, supplements and more.
[01:32:38.098 --> 01:32:41.242]  It's easier than ever to support the resistance.
[01:32:41.242 --> 01:32:43.665]  Now you can stay up to date with just one click.
[01:32:44.145 --> 01:32:46.686]  Sign up for the InfoWars Store newsletter today.
[01:32:46.686 --> 01:32:52.407]  Head to InfoWarsStore.com and start receiving subscriber-only sales and offers now.
[01:32:52.407 --> 01:32:59.729]  And stay current with everything the InfoWars Store has to offer.
[01:32:59.729 --> 01:33:02.429]  You're listening to the Alex Jones Show.
[01:33:12.589 --> 01:33:16.950]  You are listening to an InfoWars.com Frontline Report.
[01:33:16.950 --> 01:33:21.571]  If you are receiving this transmission, you are the resistance.
[01:33:21.571 --> 01:33:26.393]  And now, your host, Owen Troyer.
[01:33:26.393 --> 01:33:28.333]  Just looking at some of the headlines here.
[01:33:28.333 --> 01:33:32.574]  It's like Trump said.
[01:33:32.574 --> 01:33:38.116]  The biggest question he gets asked when he meets with world leaders, why does the mainstream media hate America so much?
[01:33:38.116 --> 01:33:41.517]  I don't know, they seem to like China.
[01:33:42.992 --> 01:33:47.803]  This story is from the Hill headlined Trump Roasts Media for Criticizing Pullout of U.S.
[01:33:47.803 --> 01:33:48.925]  Companies from China.
[01:33:50.017 --> 01:33:51.197]  Yeah.
[01:33:51.197 --> 01:33:54.959]  Stay in China where, you know, you can pay people a nickel a day.
[01:33:54.959 --> 01:33:59.500]  Stay in China where you can pay somebody a bag of rice so that they can feed their family.
[01:33:59.500 --> 01:34:05.282]  Stay in China where you can work at a factory where they have suicide nets and abortuaries on site.
[01:34:05.282 --> 01:34:12.425]  Stay in China where they get away with tax-free institutions, working with the government, they sell trade secrets, they sell technology secrets.
[01:34:12.425 --> 01:34:13.325]  Stay in China!
[01:34:13.325 --> 01:34:16.066]  Screw America!
[01:34:16.066 --> 01:34:16.646]  Hmm.
[01:34:16.646 --> 01:34:17.707]  That's good for that bottom line.
[01:34:19.099 --> 01:34:20.059]  Isn't that funny?
[01:34:20.059 --> 01:34:22.260]  But you see, the mainstream news in America wants that.
[01:34:22.260 --> 01:34:22.500]  Why?
[01:34:22.500 --> 01:34:26.621]  Because again, most of their advertisers probably moved to China.
[01:34:26.621 --> 01:34:29.221]  So that's how that works.
[01:34:29.221 --> 01:34:31.642]  We were just looking at this.
[01:34:31.642 --> 01:34:36.083]  Third local dengue fever case confirmed in Miami-Dade.
[01:34:36.083 --> 01:34:37.823]  It's the third locally transmitted one.
[01:34:37.823 --> 01:34:39.664]  They've had at least four others.
[01:34:39.664 --> 01:34:42.584]  Mosquito transmitted disease.
[01:34:42.584 --> 01:34:43.624]  No vaccines for it yet.
[01:34:43.624 --> 01:34:45.805]  They'll probably come out with one tomorrow and sell it for top dollar.
[01:34:47.708 --> 01:34:52.972]  Hey, we've got all-natural bug spray at InfoWarsStore.com, so publish that story, Forbes!
[01:34:52.972 --> 01:35:00.478]  InfoWars hosts reports on a mosquito-transmitted disease and then tries to sell you bug spray.
[01:35:00.478 --> 01:35:02.580]  Uh, yeah, what's the point of bug spray?
[01:35:02.580 --> 01:35:08.945]  It's like, yeah, we're trying to sell organic bug spray that doesn't have the DEET in it that causes cancer.
[01:35:10.575 --> 01:35:11.776]  This is kind of what we were talking about.
[01:35:11.776 --> 01:35:19.543]  I had a buddy who worked at a... I won't say the name of the company, but it's one of the biggest bug spray manufacturers.
[01:35:19.543 --> 01:35:21.245]  I mean, you can pretty much guess.
[01:35:21.245 --> 01:35:28.492]  When they go in with some of these chemicals to put it all together and get it ready for the final stage, they're literally in hazmat suits.
[01:35:28.492 --> 01:35:30.233]  Like the people you're saying up, who's going to 5G.
[01:35:30.233 --> 01:35:30.894]  It's the same thing.
[01:35:30.894 --> 01:35:31.895]  But then, oh!
[01:35:31.895 --> 01:35:34.697]  Go spray it on your skin.
[01:35:34.697 --> 01:35:35.298]  Nothing to see here.
[01:35:37.310 --> 01:35:46.275]  So, I can't help but notice you've got an article there about AOC and the Electoral College being affirmative action.
[01:35:46.275 --> 01:35:49.357]  I've seen the headlines of this, but I haven't managed to have a look at it yet.
[01:35:49.357 --> 01:35:50.218]  Here, take a look.
[01:35:50.218 --> 01:35:51.518]  Yeah, please, if you don't mind.
[01:35:51.518 --> 01:35:54.100]  That's the dumbest woman in the history of government right there.
[01:35:55.100 --> 01:35:58.685]  She's not that dumb, she's more really, really, really partisan.
[01:35:58.685 --> 01:36:00.768]  Okay, now, hold on.
[01:36:00.768 --> 01:36:01.910]  It's hard to tell the difference.
[01:36:01.910 --> 01:36:03.993]  I'm gonna change your mind right here.
[01:36:03.993 --> 01:36:11.003]  Guys, can we pull up the brand new AOC video where she's playing with a penguin at the zoo, please?
[01:36:11.003 --> 01:36:11.163]  What?
[01:36:12.617 --> 01:36:14.098]  No, no, you tell me.
[01:36:14.098 --> 01:36:21.383]  Let's get a look at this Congresswoman and her immaturity, excuse me, her maturity level and her IQ clearly skyrocketing.
[01:36:21.383 --> 01:36:27.407]  Guys, if we could just, it's okay, it's on her Twitter, on the official Cortez Twitter.
[01:36:27.407 --> 01:36:29.469]  The crew is going to have it for us in no time.
[01:36:29.469 --> 01:36:31.150]  You won't believe this video.
[01:36:31.150 --> 01:36:32.491]  And I'm telling you, she's done things...
[01:36:32.731 --> 01:36:55.150]  You've seen the things where she's like sitting on her on her like hands and knees like drinking wine like eating grapes like with a like building furniture or like yeah she does all this weird stuff you wonder hey you know they drug tested Trump I'd like them all to get drug tested not not even like let's just know like what medicine are you on like I don't even care if you take medicine or hell you can be doing meth I just think the people need to know but
[01:36:56.328 --> 01:37:00.790]  Wait till you see this video, because... So here's the story, though, with the Electoral College.
[01:37:00.790 --> 01:37:04.071]  They're basically saying, oh, it's built for... Okay, alright, they have the video now.
[01:37:04.071 --> 01:37:04.692]  Let's look at the video.
[01:37:04.692 --> 01:37:07.393]  This is a real video from Cortez's Twitter.
[01:37:07.393 --> 01:37:08.634]  She's celebrating this.
[01:37:08.634 --> 01:37:11.975]  Look at this.
[01:37:11.975 --> 01:37:12.875]  Can we go full screen, guys?
[01:37:12.875 --> 01:37:13.856]  Let's go full screen.
[01:37:13.856 --> 01:37:15.977]  It's bizarrely childlike, isn't it?
[01:37:15.977 --> 01:37:19.899]  She's literally running up... I did this when I was five.
[01:37:19.899 --> 01:37:20.459]  Yeah, yeah, yeah.
[01:37:21.533 --> 01:37:23.074]  Let's go ahead and just replay that one more time.
[01:37:23.074 --> 01:37:28.559]  I just want to highlight the high IQ of this congresswoman.
[01:37:28.559 --> 01:37:29.860]  It is really cringe.
[01:37:29.860 --> 01:37:31.282]  Did her babysitter take this video?
[01:37:31.282 --> 01:37:35.806]  Look at this!
[01:37:35.806 --> 01:37:36.967]  I mean, okay, I get it.
[01:37:36.967 --> 01:37:39.149]  Like, you're having fun at the zoo.
[01:37:39.149 --> 01:37:42.352]  You're a congresswoman, not a 12-year-old girl!
[01:37:44.269 --> 01:37:48.212]  Oh, but I guess the IQ level would say the latter, wouldn't it?
[01:37:48.212 --> 01:37:48.913]  Look at that.
[01:37:48.913 --> 01:37:50.034]  Unbelievable.
[01:37:50.034 --> 01:38:03.566]  This article, what she's posted here is actually amazing, because A, there's no way that she's against the idea of affirmative action, and so she can't possibly criticize the Electoral College along those lines.
[01:38:03.566 --> 01:38:08.190]  And then she says, it's not about fairness at all, it's about empowering some voters over others.
[01:38:08.810 --> 01:38:10.291]  Every vote should be equal in America.
[01:38:10.291 --> 01:38:11.932]  Well, this is the thing, isn't it?
[01:38:11.932 --> 01:38:27.724]  Because if you're broken up into a series of states, and then some states encourage mass immigration, and then you abolish the idea of the votes being separated by states, then you're deliberately weighting the electoral system in your favor.
[01:38:27.724 --> 01:38:31.486]  So it is part of a very cunning strategy, and I think the Democrats do know what they're doing.
[01:38:31.486 --> 01:38:33.788]  Because these are very open borders people.
[01:38:34.088 --> 01:38:42.816]  So you think that her claim here about the Electoral College making the voter count, the vote count even more, you think she realizes how dumb that is?
[01:38:42.816 --> 01:38:44.177]  She just says it anyway?
[01:38:44.177 --> 01:38:45.779]  I think it's more Machiavellian.
[01:38:45.779 --> 01:38:52.084]  I think this is all part of the strategy, because I mean normally you should be entirely... Now, this is a girl who just got caught playing with a penguin.
[01:38:52.084 --> 01:38:54.646]  Yeah, but I... I mean the penguin was cute, but...
[01:38:55.407 --> 01:39:03.372]  But you have to understand, I think that she has this kind of... I think that it's a lot more of a front and an act than you're giving her credit for.
[01:39:03.372 --> 01:39:10.757]  I think, you know, because you'll notice in a lot of the interviews, she'll go like big eyes and go, well, I'm just a little girly, sort of that sort of attitude.
[01:39:10.757 --> 01:39:11.457]  Like she's been trained.
[01:39:11.457 --> 01:39:12.598]  Yeah, yeah, exactly.
[01:39:12.598 --> 01:39:18.642]  And then she'll come out swinging when it's against a particular opponent in the most sort of harsh terms.
[01:39:18.642 --> 01:39:22.825]  And it's like, you can see that it's like a night and day shift, like Jekyll and Hyde almost.
[01:39:23.425 --> 01:39:29.909]  I think it's very much a, and I think that a video like that is, oh, you know, aren't I just a lovely, kind, tolerant, progressive?
[01:39:29.909 --> 01:39:33.152]  It's like, no, I think, I think she's actually quite dangerous, really.
[01:39:33.152 --> 01:39:40.737]  So you think that it's all very, very Machiavellian and planned out, like the whole fake picture?
[01:39:40.737 --> 01:39:41.877]  Did you see the fake picture of her?
[01:39:41.877 --> 01:39:42.478]  Oh, yeah.
[01:39:42.478 --> 01:39:43.198]  Yeah, I did.
[01:39:43.198 --> 01:39:45.040]  And that was very planned out as well.
[01:39:45.040 --> 01:39:50.043]  So yeah, I think she's got a campaign around her who are stage managing what she does.
[01:39:50.043 --> 01:39:52.545]  And I think that she's, she knows what she's doing.
[01:39:53.485 --> 01:39:55.826]  Well, let's get into some other big news here, though.
[01:39:55.826 --> 01:39:58.788]  We've got a bunch of reports, and we should be building this up more.
[01:39:58.788 --> 01:40:01.689]  You know, it's not cheap to send a crew to Hong Kong.
[01:40:01.689 --> 01:40:08.052]  But, you know, and in fact, the perfect thing, too, is all these reports at InfoWars.com from our crew in Hong Kong.
[01:40:09.381 --> 01:40:10.761]  A couple headlines.
[01:40:10.761 --> 01:40:11.341]  Must watch.
[01:40:11.341 --> 01:40:16.003]  Amazing footage of Hong Kong protesters defying communist Chinese controlled police.
[01:40:16.003 --> 01:40:20.984]  Our crew out there, Greg Rees and Savannah Hernandez, were literally in the middle of all of it.
[01:40:20.984 --> 01:40:22.004]  Another one.
[01:40:22.004 --> 01:40:23.084]  This was great though.
[01:40:23.084 --> 01:40:28.065]  Mainstream media hacks live at InfoWars, exposing truth of Hong Kong protests.
[01:40:28.065 --> 01:40:31.246]  Now, we've got Greg Rees and Savannah Hernandez still out there.
[01:40:31.246 --> 01:40:32.246]  They're filing reports.
[01:40:32.246 --> 01:40:33.767]  They're going to InfoWars.com.
[01:40:33.767 --> 01:40:35.347]  Paul Joseph Watson is out there as well.
[01:40:36.127 --> 01:40:38.048]  But, see, I've been dealing with this for a while.
[01:40:38.048 --> 01:40:42.131]  Savannah Hernandez is kind of a new reporter, and she's going out reporting on Hong Kong.
[01:40:42.131 --> 01:40:44.212]  Her videos are being totally censored on Twitter.
[01:40:44.212 --> 01:40:44.833]  She can't even believe it.
[01:40:44.833 --> 01:40:46.754]  I'm like, yeah, welcome to the Infowar.
[01:40:46.754 --> 01:40:54.820]  And then, she gets heckled by these people out there, probably cameramen for some mainstream news source, saying, oh, Infowars, you know, Infowars, oh, what are they doing out here?
[01:40:55.580 --> 01:40:56.581]  And it's the same thing every time.
[01:40:56.581 --> 01:41:00.163]  It's like, well, why is your voice so important but not ours?
[01:41:00.163 --> 01:41:02.645]  Why is InfoWars so bad but not you?
[01:41:02.645 --> 01:41:04.206]  We're the ones that are tomorrow's news today.
[01:41:04.206 --> 01:41:05.426]  They can't deny it.
[01:41:05.426 --> 01:41:06.747]  I think that's why they hate us.
[01:41:06.747 --> 01:41:09.489]  I think that they wish, and most of it's their own cowardice.
[01:41:09.489 --> 01:41:11.310]  Anybody could report on the stuff we report on.
[01:41:11.310 --> 01:41:12.391]  They just don't do it.
[01:41:12.991 --> 01:41:15.312]  It's something they call gatekeeping.
[01:41:15.312 --> 01:41:23.755]  Journalists are actually very much aware that they are the choke point between what comes in and what is received by the public.
[01:41:23.755 --> 01:41:34.260]  Again, Carlos Maza from xvox.com, a propagandist, made a video explaining this, how the information comes in and they editorialize what they publish.
[01:41:34.260 --> 01:41:37.701]  And even if they were to publish an article that is entirely accurate,
[01:41:38.882 --> 01:41:47.251]  The things that they put in and the things that they leave out is all an editorial decision.
[01:41:47.251 --> 01:41:53.698]  And so this is how I think that they are aware that they are controlling the flow of information.
[01:41:53.698 --> 01:41:58.884]  And you're right, they don't like alternative media going and doing it instead and they have no control over that.
[01:41:58.884 --> 01:41:59.425]  They don't like it.
[01:41:59.585 --> 01:42:08.432]  And there's so many different angles to measure here, because you've got the one angle of the censorship that's, they just don't want this information getting out there, with certain stories.
[01:42:08.432 --> 01:42:16.799]  There's another angle where they don't want certain individuals or certain entities, like say InfoWars, becoming popular.
[01:42:16.799 --> 01:42:19.842]  Because the truth is, and this is how they game the whole system,
[01:42:20.836 --> 01:42:25.260]  The truth is that even you are probably more popular than the average CNN host.
[01:42:25.260 --> 01:42:31.426]  You could do a video on YouTube and probably get more views than any other CNN host could ever do, and they get totally pushed.
[01:42:31.426 --> 01:42:32.928]  That's what they hate.
[01:42:32.928 --> 01:42:40.915]  They can't stand the fact that an individual citizen can harness the power of the internet and social media and be more popular than quote-unquote news.
[01:42:41.796 --> 01:42:46.102]  I mean, there are concerns for having such an open field.
[01:42:46.102 --> 01:42:51.328]  Like, for example, a lot of the things that Alex Jones has said have been shown to be right on a long enough timeline.
[01:42:51.328 --> 01:42:53.111]  Like, they could have all reported on Epstein Island.
[01:42:53.111 --> 01:42:53.892]  They didn't do it.
[01:42:53.892 --> 01:42:55.173]  They were in with these people.
[01:42:58.146 --> 01:43:02.767]  It's never been easy to figure out the essentials of a new supplement routine.
[01:43:02.767 --> 01:43:10.488]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[01:43:10.488 --> 01:43:18.130]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[01:43:18.130 --> 01:43:24.651]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[01:43:25.911 --> 01:43:39.341]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[01:43:39.341 --> 01:43:43.824]  Featuring eight different formulas for a total take on your health and wellness.
[01:43:43.824 --> 01:43:48.908]  You can find what you like and get even more powerful versions in the store.
[01:43:48.908 --> 01:43:54.973]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[01:43:56.220 --> 01:43:56.340]  Yes.
[01:43:56.340 --> 01:43:56.580]  Oh, thanks.
[01:44:26.260 --> 01:44:28.862]  Well, sir, let me break this down for you.
[01:44:28.862 --> 01:44:30.343]  I want high-quality stuff in there.
[01:44:30.343 --> 01:44:31.403]  I want a good price.
[01:44:31.403 --> 01:44:35.506]  But I've kind of habituated everybody to where everybody buys when it's 50% off.
[01:44:35.506 --> 01:44:37.767]  I'm making $2 on my toothpaste at 50% off.
[01:44:37.767 --> 01:44:41.350]  And so it's the same thing with, like, the fish oil or the turmeric or the bone broth.
[01:44:41.350 --> 01:44:42.310]  Thank you so much for the plugs.
[01:44:42.310 --> 01:44:46.513]  But listen, when people get the Patriot points, a lot of times it makes things a loss later.
[01:44:46.513 --> 01:44:54.198]  Because if you're already getting 10% off because you're on auto ship, and then we're doing 50% off, and then you do something like that, where you have Patriot points, we lose money.
[01:44:54.198 --> 01:44:54.598]  But that's OK.
[01:44:54.598 --> 01:44:55.459]  Thanks for the support.
[01:44:57.617 --> 01:45:05.025]  What you have witnessed is the biggest development in free speech in the Western world's history.
[01:45:05.025 --> 01:45:09.310]  This is a digital, AI-enforced gag order.
[01:45:09.310 --> 01:45:13.014]  Not to say the name Alex Jones or InfoWars.com.
[01:45:18.666 --> 01:45:20.386]  This is Nazi Germany level.
[01:45:20.386 --> 01:45:21.607]  This is racketeering.
[01:45:21.607 --> 01:45:22.727]  This is cartels.
[01:45:22.727 --> 01:45:25.128]  Mr. President, we need your help.
[01:45:25.128 --> 01:45:27.008]  We need it now.
[01:45:27.008 --> 01:45:28.708]  You can take on Big Ted.
[01:45:28.708 --> 01:45:37.631]  They saw Infowars as a dominant, independent, anti-war, pro-human, pro-sovereign, pro-family, populist organization.
[01:45:37.631 --> 01:45:45.693]  So they thought, first they come for Alex Jones, then when people say, okay, take him off the air, everyone else like dominoes would fall.
[01:45:45.693 --> 01:45:46.553]  The way to fight back
[01:45:47.193 --> 01:45:48.233]  It's just heavy, heavy, heavy.
[01:45:48.233 --> 01:45:49.694]  Make no mistake, it's... We're not in Kansas anymore.
[01:45:49.694 --> 01:45:50.934]  We're not in Kansas anymore.
[01:45:50.934 --> 01:45:52.854]  If you have a corrupt media, you don't have a democracy.
[01:46:15.697 --> 01:46:18.798]  I don't think we've seen division like this in America since Vietnam.
[01:46:18.798 --> 01:46:20.799]  It's a form of fascism.
[01:46:20.799 --> 01:46:24.580]  The High Court will examine free speech rights and social media.
[01:46:24.580 --> 01:46:35.904]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[01:46:35.904 --> 01:46:39.325]  First they come for Alex Jones, everyone else like Davos would fall.
[01:46:47.495 --> 01:46:51.461]  We're not in Kansas anymore.
[01:46:51.461 --> 01:46:52.823]  You can't watch this!
[01:46:52.823 --> 01:47:01.777]  The movie available now at InfowarsStore.com You're listening to the Alex Jones Show!
[01:47:15.801 --> 01:47:22.868]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:47:22.868 --> 01:47:26.512]  And now, your host, Owen Troyer.
[01:47:26.512 --> 01:47:33.819]  Final segment of this Sunday show, and then it's right back at it for InfoWars tomorrow as every weekday.
[01:47:34.620 --> 01:47:40.623]  David Knight starts the InfoWars live broadcast every weekday at 8 a.m.
[01:47:40.623 --> 01:47:42.484]  Central right on through 11 a.m.
[01:47:42.484 --> 01:47:45.005]  Central Alex Jones Show from 11 a.m.
[01:47:45.005 --> 01:47:45.665]  to 3 p.m.
[01:47:45.665 --> 01:47:47.966]  and then I host the War Room from 3 p.m.
[01:47:47.966 --> 01:47:49.367]  to 6 p.m.
[01:47:49.367 --> 01:47:52.829]  weeknights all at InfoWars.com slash show.
[01:47:52.829 --> 01:47:54.970]  It's been an amazing ride here at InfoWars.
[01:47:56.736 --> 01:48:09.010]  Just in the over three years that I've been here now, we've seen incredible growth, and this is in the face of the censorship, the face of the demonization, the face of the lawfare, the face of everything.
[01:48:09.010 --> 01:48:13.635]  Thanks to this audience, we are still here and trying to expand.
[01:48:13.635 --> 01:48:14.295]  Now what does that mean?
[01:48:14.295 --> 01:48:18.019]  That means we're hiring more people, we're doing more live broadcasts, and we have a crew
[01:48:19.142 --> 01:48:22.223]  In Hong Kong right now.
[01:48:22.223 --> 01:48:27.866]  And you can just see some of the incredible footage that the crew has been compiling at InfoWars.com.
[01:48:27.866 --> 01:48:33.728]  You can see all of the reports, the exclusive footage of the standoff with the police and the protesters.
[01:48:33.728 --> 01:48:36.309]  Just look at that behind the scenes HD footage.
[01:48:36.309 --> 01:48:39.231]  It's all at InfoWars.com.
[01:48:40.311 --> 01:48:46.515]  And again, if there was any other... It's really a miracle of journalism, beyond that.
[01:48:46.515 --> 01:48:53.539]  But just for this instance, in this regard, it's a miracle of journalism that InfoWars is able to do any of this.
[01:48:53.539 --> 01:49:00.804]  The attacks against us, the censorship against us, and we're sending crews to Hong Kong, it's all thanks to this audience.
[01:49:00.804 --> 01:49:01.844]  I cannot thank you enough.
[01:49:01.844 --> 01:49:03.546]  I cannot salute you enough.
[01:49:03.546 --> 01:49:06.407]  You make InfoWars go by shopping at InfoWarsStore.com.
[01:49:06.407 --> 01:49:08.609]  But don't just support InfoWars, support yourself!
[01:49:09.537 --> 01:49:11.038]  By stopping at InfoWareStore.com.
[01:49:11.038 --> 01:49:16.180]  Support yourself by trying the all new Super Silver Skin Cream.
[01:49:16.180 --> 01:49:22.924]  Support yourself, support your skin, support the biggest organ, your skin, by getting the new Super Silver Skin Cream at InfoWareStore.com.
[01:49:22.924 --> 01:49:27.426]  I look forward, this is brand new, I haven't tested this yet, so I look forward to testing this.
[01:49:27.426 --> 01:49:32.108]  But I've tried all the other supplements and they are great, ladies and gentlemen.
[01:49:32.108 --> 01:49:33.089]  Now we've got multiple
[01:49:33.789 --> 01:49:40.313]  Options, the grapefruit, the lavender scent, or unscented, the Super Silver Skin Cream.
[01:49:40.313 --> 01:49:41.414]  And it's already 25% off.
[01:49:41.414 --> 01:49:48.478]  This is really good price here for such a, I'm sure, advanced product, the Super Silver Skin Cream.
[01:49:48.478 --> 01:49:52.381]  Probably nothing else like it, much like the Super Silver Wound Dressing Gel.
[01:49:52.381 --> 01:49:59.745]  So, support yourself at InfoWareStore.com and support free speech by shopping at InfoWareStore.com.
[01:49:59.745 --> 01:50:00.426]  Okay, okay.
[01:50:02.205 --> 01:50:03.586]  I don't know what you want to get into here.
[01:50:03.586 --> 01:50:04.888]  We got a couple crazy stories.
[01:50:04.888 --> 01:50:08.731]  I mean the Epstein stuff, they just offed that guy right in front of everybody.
[01:50:08.731 --> 01:50:12.695]  You've got Royals going there, Hollywood types going there.
[01:50:12.695 --> 01:50:15.158]  We can definitely talk about Epstein.
[01:50:15.158 --> 01:50:17.740]  I've already done one documentary style video on it.
[01:50:17.740 --> 01:50:20.263]  I'm going to make another one as well, because there's been so much going on.
[01:50:20.263 --> 01:50:23.946]  But Prince Andrew is really
[01:50:25.007 --> 01:50:35.451]  I mean, the idea that he can say he had no idea, not even a suspicion, that Jeffrey Epstein was up to something untoward is ridiculous.
[01:50:35.451 --> 01:50:42.753]  Especially as he's photoed holding Virginia Guffrey's waist with Ghislaine Maxwell right there.
[01:50:42.753 --> 01:50:47.255]  And he continued to be friends with him after he was convicted for being a paedophile.
[01:50:47.255 --> 01:50:49.516]  So the idea that he can say, oh I had no idea,
[01:50:50.356 --> 01:50:51.116]  It's absurd.
[01:51:07.623 --> 01:51:12.426]  ...saying there's something really dodgy with Epstein for quite some time.
[01:51:12.426 --> 01:51:17.389]  Because in 2002, I think it was, he said Epstein likes them younger and things like that.
[01:51:17.389 --> 01:51:21.652]  And that's a weird thing to say if you're part of some sex trafficking cult or something.
[01:51:21.652 --> 01:51:23.593]  You don't say that sort of thing.
[01:51:23.593 --> 01:51:24.854]  You keep it on the down low.
[01:51:24.854 --> 01:51:29.237]  But in 2015 CPAC, Donald Trump was asked about Bill Clinton.
[01:51:29.837 --> 01:51:37.859]  And he said something to the effect of, well, he's a nice guy but I think he's going to have a lot of problems coming up with The Island and Jeffrey Epstein.
[01:51:37.859 --> 01:51:39.659]  In 2015 he said this.
[01:51:39.659 --> 01:51:40.139]  Wow.
[01:51:40.139 --> 01:51:41.799]  And yeah, you can find the clip going around Twitter.
[01:51:41.799 --> 01:51:48.321]  That's kind of like the clip, I don't remember what it is, but he said Pizzagate in some interview before Pizzagate was ever even a thing.
[01:51:48.321 --> 01:51:49.481]  I don't know about that one.
[01:51:49.481 --> 01:51:50.861]  That's a crazy one.
[01:51:50.861 --> 01:51:55.562]  I've seen the clip, I'm going to put it into this next sort of documentary style video I'm going to do because it's just one of those things where it's like,
[01:51:56.454 --> 01:52:01.575]  If Donald Trump was involved with this, then he probably wouldn't be mentioning it in public.
[01:52:01.575 --> 01:52:02.936]  You know, he'd be keeping it on the down low.
[01:52:02.936 --> 01:52:05.956]  And he wouldn't have kicked Epstein off of his resort.
[01:52:05.956 --> 01:52:09.537]  Yeah, he banned him from his resort for harassing some girls there.
[01:52:09.537 --> 01:52:13.218]  They were trying to recruit some of the people that were working there, some of the younger girls.
[01:52:13.218 --> 01:52:15.739]  Yeah, that's how they got Guffrey, who's filed the charges.
