[00:00.000 --> 00:08.680]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:54:09.200 --> 01:54:17.200]  So, yes, the CFR did finance Hitler to a great extent, but that was back in the 30s with Prescott Bush and others.
[01:54:17.200 --> 01:54:23.200]  I think to say that CFR members today are all connected to the Holocaust. I don't think that's fair.
[01:54:23.200 --> 01:54:29.200]  I mean, was she alive in the 30s at the CFR? Or is she a CFR member now?
[01:54:29.200 --> 01:54:35.200]  She's a CFR member who worked with corporations at Finance Hitler.
[01:54:35.200 --> 01:54:40.200]  What, Brown Brother Harriman and stuff?
[01:54:40.200 --> 01:54:49.200]  Yeah, and Coca-Cola. And this is the mayor here in New York who was fighting against Coca-Cola, or is he really?
[01:54:49.200 --> 01:54:54.200]  Mike Bloomberg picked her, and the judge obviously confirmed her.
[01:54:54.200 --> 01:54:57.200]  Well, I mean, and I appreciate your call, Andrew. We got to move quick.
[01:54:57.200 --> 01:55:05.200]  The same Mike Bloomberg that while the unions are on strike, babies are being born in doorways and dying over nine hours of the same Mike Bloomberg,
[01:55:05.200 --> 01:55:13.200]  who nationwide is pushing to ban the Second Amendment, who's getting ready to run for president, who makes Al Gore look like a conservative.
[01:55:13.200 --> 01:55:19.200]  The same Michael Bloomberg who's a globalist. You mean that guy? What a nightmare.
[01:55:19.200 --> 01:55:23.200]  Tim in Tennessee. Tim, you're on the air.
[01:55:23.200 --> 01:55:28.200]  Well, good afternoon. Anyway, Rand Paul, that's all I want to say.
[01:55:28.200 --> 01:55:37.200]  Rand Paul got elected this year despite the media's full court-pressed smear machine that shows the establishment of dinosaur media is out of bullets.
[01:55:37.200 --> 01:55:48.200]  That's right. And having people like Slick Willie go in and promote his crap, trying to down Rand Paul, and he failed. That was a victory for us.
[01:55:48.200 --> 01:56:00.200]  Absolutely. Because 10 years ago or even five years ago, the full media claiming that Rand Paul was a vampire, that he hurt women, you know, that he was a Chinese jet pilot from Mars.
[01:56:00.200 --> 01:56:08.200]  All of that ridiculous stuff blew up in their face. And now when the media attacks you, it's a badge of courage. They've lost credibility.
[01:56:08.200 --> 01:56:12.200]  They've lost the initiative. You're awesome. I'm going to end.
[01:56:12.200 --> 01:56:18.200]  I want to go to Harry and Canada and Garfield in Texas and people in South Dakota and you name it.
[01:56:18.200 --> 01:56:22.200]  But let's go to Garfield real fast in Texas. Garfield, you're on the air.
[01:56:22.200 --> 01:56:25.200]  Yeah. Good afternoon, Alex, or evening.
[01:56:25.200 --> 01:56:26.200]  Welcome, Garfield.
[01:56:26.200 --> 01:56:32.200]  Yeah. I just want to say that the Info Wars in the Money Bomb was one of the best things in 2010.
[01:56:32.200 --> 01:56:42.200]  And it's going to be one of the best things in 2011 in a Diamond Info War evangelist. And I've turned a lot of people on to Info Wars.
[01:56:42.200 --> 01:56:51.200]  And you're well known in South America, I'll have you know, even though you don't have a Spanish, what do you call it?
[01:56:51.200 --> 01:56:52.200]  Translator.
[01:56:52.200 --> 01:56:53.200]  Yeah.
[01:56:53.200 --> 01:57:03.200]  We need one. If we had the money or somebody volunteers, we'd do it. But I know a lot of people take our films and translate them into Spanish, Chinese, Russian, German.
[01:57:03.200 --> 01:57:13.200]  You name it. Japanese. And I know a lot of folks are translating the show and people in Latin America, they've already experienced the big central banks raping them.
[01:57:13.200 --> 01:57:15.200]  So they really get it. It's very exciting.
[01:57:15.200 --> 01:57:24.200]  Yeah, that would be off the record. They're welcoming that alternative media news source Info Wars with the open arms down there.
[01:57:24.200 --> 01:57:30.200]  As a matter of fact, that helped out with that pandemic thing. I think the Minister of Health was listening to your show.
[01:57:30.200 --> 01:57:37.200]  Well, I know transcripts of this show have been in hundreds of Latin American newspapers. It's very exciting. God bless you. I'm out of time.
[01:57:37.200 --> 01:57:45.200]  I'll try to get to everybody tomorrow. 11 a.m. Central Info Wars.com is the website. Great job, crew. It's great to be here with you live in 2011.
[01:57:45.200 --> 01:57:50.200]  Let's bring down the new world order in 2011 or get a good start on it.
[01:57:50.200 --> 01:57:55.200]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:57:55.200 --> 01:57:59.200]  Number one, new climate legislation could easily double or triple your electric bill.
[01:57:59.200 --> 01:58:05.200]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:58:05.200 --> 01:58:10.200]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[01:58:10.200 --> 01:58:15.200]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[01:58:15.200 --> 01:58:19.200]  And now new socialist legislation is only compounding the problem.
[01:58:19.200 --> 01:58:22.200]  Number four, dangerous weather is always a threat to local grids.
[01:58:22.200 --> 01:58:26.200]  Every year, thousands of families lose their power from weather related onages.
[01:58:26.200 --> 01:58:31.200]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[01:58:31.200 --> 01:58:36.200]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:58:36.200 --> 01:58:40.200]  You can get more information at www.mysolarbackup.com.
[01:58:40.200 --> 01:58:42.200]  That's mysolarbackup.com.
[01:58:42.200 --> 01:58:44.200]  Remember, the government doesn't own the sun.
[01:58:44.200 --> 01:58:50.200]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:58:50.200 --> 01:58:52.200]  Hello, friends. This is Alex Jones.
[01:58:52.200 --> 01:58:55.200]  You've heard me talk about Calden five star subs for years.
[01:58:55.200 --> 01:59:00.200]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:59:00.200 --> 01:59:04.200]  You can buy factory direct shipped via UPS right to your door.
[01:59:04.200 --> 01:59:10.200]  Check them out on the web at fivestarsoap.com or call 800-340-7091.
[01:59:10.200 --> 01:59:12.200]  Take my word for it.
[01:59:12.200 --> 01:59:14.200]  Once you've used pure soap, you won't buy anything else.
[01:59:14.200 --> 01:59:21.200]  Since 1947, Calden Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:59:21.200 --> 01:59:24.200]  Buy American and stay clean as well as support info wars.
[01:59:24.200 --> 01:59:29.200]  Visit fivestarsoap.com today or call 1-800-340-7091.
[01:59:29.200 --> 01:59:31.200]  Well, Marty, what do you have to say?
[01:59:31.200 --> 01:59:39.200]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
[01:59:39.200 --> 01:59:49.200]  Call us at 1-800-340-7091 for a free catalog or visit our website fivestarsoap.com.
[01:59:49.200 --> 01:59:59.200]  Thank you.
