[00:00:23.784 --> 00:00:25.925]  43 days left.
[00:25:54.107 --> 00:25:56.468]  I told you he's got executive orders coming on banking.
[00:25:57.168 --> 00:26:00.491]  I have that directly from people who talk to the President.
[00:26:00.491 --> 00:26:12.761]  I told you that they believe 4.8% growth rate in the economy a month before it happened because I know the individual that had dinner with Kudlow in New York!
[00:26:12.761 --> 00:26:14.743]  He's the Chief Advisor!
[00:26:14.743 --> 00:26:20.608]  You think I just make this stuff up?
[00:26:20.608 --> 00:26:25.572]  And I'm telling you right now, we just turned the
[00:26:27.110 --> 00:26:29.931]  We just went to the top of the mountain.
[00:26:29.931 --> 00:26:34.873]  Now, we're not over the hump yet, but we are about to go over the hump.
[00:26:34.873 --> 00:26:35.834]  You can feel it.
[00:26:35.834 --> 00:26:49.680]  The enemy is absolutely in panic mode, but I'm telling you, they're desperate criminals that have had power for decades, and I would be surprised if they don't wheel a giant truck bomb into the White House while the President's there and just kill everybody in it if they can.
[00:26:49.680 --> 00:26:55.683]  In fact, if I was the President, because we have the deep state in its own form of martial law, I would be
[00:26:56.946 --> 00:27:11.236]  Locking down streets five blocks around the White House and I would have armored personnel carriers out there with big guns ready to stop armored trucks filled with explosives.
[00:27:11.236 --> 00:27:15.680]  And I would put more missile batteries, I'd just put missile batteries out in the open.
[00:27:15.680 --> 00:27:16.820]  They already got them in D.C.
[00:27:16.820 --> 00:27:25.146]  They need missile batteries out in the open now with loyal troops, loyal operators, not the normal chain of command because
[00:27:26.181 --> 00:27:29.536]  Believe me, they'll try to fly an airplane into the White House as well.
[00:27:29.536 --> 00:27:31.102]  Or they'll try to shoot down Air Force One.
[00:27:31.707 --> 00:27:43.930]  I know Trump's out front like George Washington at all these rallies and everything and God bless him, but I'm telling you, the next 43 days they are going to try to kill Donald, John, Trump, just as sure as the sun came up.
[00:27:43.930 --> 00:27:50.812]  They aren't shutting me down and engaging in mass censorship and doing this to millions of other conservatives because they're playing games.
[00:27:50.812 --> 00:27:56.034]  They are making their move and they want us shut down when they kill him.
[00:27:58.547 --> 00:28:02.769]  That's why he's got to move on the Justice Department now.
[00:28:02.769 --> 00:28:04.010]  And Mike Adams is right.
[00:28:04.010 --> 00:28:05.750]  They've already brought us into martial law.
[00:28:05.750 --> 00:28:07.571]  They've already brought us into civil emergencies.
[00:28:07.571 --> 00:28:11.213]  They've already tried the 25th Amendment four times we know of and failed.
[00:28:11.213 --> 00:28:19.697]  That's four failed co-attempts by these crazy people who've been squatting on this country and selling us out to the shycoms for decades.
[00:28:24.266 --> 00:28:26.127]  And so what does the president do?
[00:28:26.127 --> 00:28:29.228]  When you're met with a home intruder, what do you do?
[00:28:29.228 --> 00:28:33.150]  When you're met with criminals gang raping your country, what do you do?
[00:28:33.150 --> 00:28:36.231]  There are no half measures with wild criminals.
[00:28:36.231 --> 00:28:41.073]  And the minute he begins to use his power, they begin resigning like the little cowards they are!
[00:28:41.073 --> 00:28:42.754]  Take all their security clearances!
[00:28:42.754 --> 00:28:45.095]  Fire them!
[00:28:45.095 --> 00:28:46.716]  Pull their asses into court!
[00:28:48.021 --> 00:28:55.796]  You need to make these little bastards have the fear of God before they make a move that plunges us into total civil war!
[00:28:55.796 --> 00:28:56.618]  We'll be right back!
[00:28:59.557 --> 00:29:01.719]  You've heard the phrase, you are what you eat?
[00:29:01.719 --> 00:29:02.499]  Not true.
[00:29:02.499 --> 00:29:04.361]  Actually you are what you can absorb.
[00:29:04.361 --> 00:29:08.364]  So if the vitamins and supplements you now take are not being absorbed, what good are they?
[00:29:08.364 --> 00:29:09.485]  Introducing Protovite.
[00:29:09.485 --> 00:29:15.830]  Proprietary liquid system that allows premium quality nutrients to positively affect the blood in an astonishing 5 minutes.
[00:29:15.830 --> 00:29:19.813]  Watch our amazing 2 minute live blood cell video at TrueHealthFacts.com.
[00:29:19.813 --> 00:29:21.694]  That's TrueHealthFacts.com.
[00:29:21.694 --> 00:29:22.215]  Then call 502-410-3411.
[00:29:22.215 --> 00:29:24.577]  Protovite is nutrition you can feel.
[00:29:24.577 --> 00:29:25.958]  Protovite is nutrition that gets in.
[00:29:29.440 --> 00:29:34.884]  When you use public Wi-Fi, hackers and identity thieves can see anything you do online.
[00:29:34.884 --> 00:29:38.486]  Embarrassing photos, your web history, even your passwords.
[00:29:38.486 --> 00:29:44.370]  That's why I use Private Internet Access to encrypt my internet connection for less than 10 cents a day.
[00:29:44.370 --> 00:29:52.976]  Sign up now at PrivateInternetAccess.com and in just a few minutes, you'll be browsing anonymously and only sharing what you want to share.
[00:29:52.976 --> 00:29:55.257]  PrivateInternetAccess.com.
[00:29:55.257 --> 00:29:57.319]  It's time to protect your online privacy.
[00:30:00.245 --> 00:30:04.347]  We all know that the outside toxins in the water is a serious health issue.
[00:30:04.347 --> 00:30:11.430]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[00:30:11.430 --> 00:30:16.253]  That's why we're bringing you something to provide clean water for your whole house with one system.
[00:30:16.253 --> 00:30:23.136]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[00:30:23.576 --> 00:30:29.585]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[00:30:29.585 --> 00:30:38.719]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[00:30:39.159 --> 00:30:46.624]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[00:30:46.624 --> 00:30:59.392]  Head to infowarrestore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today.
[00:31:00.202 --> 00:31:06.707]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[00:31:06.707 --> 00:31:13.553]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[00:31:13.553 --> 00:31:29.065]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[00:31:30.208 --> 00:31:34.051]  Hey, how would you like to take InfoWars with you wherever you go?
[00:31:34.051 --> 00:31:39.294]  Well, now you can do just that with the new official InfoWars app.
[00:31:39.294 --> 00:31:40.595]  And here's the best part.
[00:31:40.595 --> 00:31:42.436]  It is absolutely free.
[00:31:42.436 --> 00:31:47.640]  At the Apple Store and Google Play, you can join the InfoWars today.
[00:31:47.640 --> 00:31:51.602]  Check it out right now at InfoWars.com forward slash app app.
[00:31:51.602 --> 00:31:55.725]  It's the InfoWars official app taken on the globalist at point blank range.
[00:31:55.725 --> 00:31:59.848]  And with your help spreading it and with your help downloading it, we are unstoppable.
[00:32:00.489 --> 00:32:04.419]  Words cannot describe how big the stakes are for the future of humanity right now.
[00:32:05.774 --> 00:32:14.457]  InfoWars is being openly targeted by the Democratic Party, leftist CIA operatives, the corrupt Justice Department, and the entire Soros crime syndicate.
[00:32:14.457 --> 00:32:16.418]  People say, why would you start a fight with them?
[00:32:16.418 --> 00:32:19.879]  Because they were already dominating and running America into the ground.
[00:32:19.879 --> 00:32:22.500]  And I knew we had no future if we didn't do this.
[00:32:22.500 --> 00:32:24.801]  So we've already had incredible success.
[00:32:24.801 --> 00:32:31.744]  But if you will simply realize how epic this is, and understand how real this fight is, and why we've been made the main target,
[00:32:32.304 --> 00:32:42.090]  And if you financially support us, and if you spread the word about our articles and videos at InfoWars.com, we won't just continue to stand up against these brutal scumbags.
[00:32:42.090 --> 00:32:43.270]  We'll win.
[00:32:43.270 --> 00:32:46.172]  We have huge sales at InfoWarsStore.com right now.
[00:32:46.172 --> 00:32:53.316]  And we're still able to operate the shopping cart and get stuff shipped out to you, despite the fact that we're trying to block our commerce and your right to the market.
[00:32:53.316 --> 00:32:57.018]  But if you don't stand up and support us financially, Soros and Globus may win.
[00:32:57.018 --> 00:32:58.579]  This is InfoWars Darkest Hour.
[00:32:58.579 --> 00:32:59.440]  We need your support.
[00:32:59.440 --> 00:33:00.000]  I'm counting on you.
[00:33:03.318 --> 00:33:13.371]  You're listening to the Alex Jones Show.
[00:33:13.371 --> 00:33:19.579]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:37.967 --> 00:33:41.910]  Ladies and gentlemen, let me tell you who we have coming up here on this historic broadcast.
[00:33:41.910 --> 00:33:44.372]  Every day in the next 43 is incredibly historic.
[00:33:44.372 --> 00:33:46.294]  We're in an amazing time right now.
[00:33:46.294 --> 00:33:50.718]  James O'Keefe, with all the big coups they've just scored against the globalists.
[00:33:51.883 --> 00:34:08.453]  Showing all these different government employees doxing people, using their federal databases, harassing patriots at their homes, using the stolen information for stalking, talking about how they're sabotaging, bringing the economy back, trying to stop the Trump agenda of Make America Great Again.
[00:34:09.727 --> 00:34:17.337]  He is going to be joining us, Roger Stone, on the word that Rosenstein covertly resigned, and now thinks he's going to be fired.
[00:34:17.337 --> 00:34:20.642]  We're going to make heads or tails out of that.
[00:34:20.642 --> 00:34:27.190]  Matt Bracken's joining us, Mike Adams in studio, dealing with the fact that, yes, Obama thinks he's in his third term.
[00:34:28.100 --> 00:34:31.362]  And they're operating with the deep state like he's still in office.
[00:34:31.362 --> 00:34:35.666]  That's why he shadows the president around because Trump hasn't rescinded.
[00:34:35.666 --> 00:34:37.207]  He rescinded TPP.
[00:34:37.207 --> 00:34:41.810]  He rescinded a bunch of other stuff, but he hasn't rescinded the emergency Obama put in place.
[00:34:41.810 --> 00:34:42.791]  We're going to read you the U.S.
[00:34:42.791 --> 00:34:45.973]  Code, the executive orders, and what the president needs to do next.
[00:34:47.945 --> 00:34:51.827]  Isn't it funny what you hear on this broadcast ends up being what the president does?
[00:34:51.827 --> 00:34:52.447]  Why is that?
[00:34:52.447 --> 00:35:02.612]  Because I go to the scholarly research, I go to the facts, and I put into the ether, I inject into the bloodstream, the antidote to the globalist poison.
[00:35:04.349 --> 00:35:13.059]  And I put out the leading policy to counter stuff like this that has been already written into policy that they're not telling Trump.
[00:35:13.059 --> 00:35:21.809]  And he's super smart, but he hasn't been studying globalism and COG and the New World Order like I have and Joel Skousen have for decades.
[00:35:21.809 --> 00:35:22.630]  And Skousen's right.
[00:35:22.630 --> 00:35:24.052]  That's Trump's blind spot.
[00:35:24.052 --> 00:35:25.013]  He has great instincts.
[00:35:27.062 --> 00:35:29.163]  But he doesn't get the full issue.
[00:35:29.163 --> 00:35:31.044]  Also, Paul wrote this article.
[00:35:31.044 --> 00:35:32.905]  This is for the president.
[00:35:32.905 --> 00:35:35.247]  This is for Tucker Carlson.
