[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[24:44.000 --> 24:48.000]  And now everybody's going and finding it and going and finding
[24:48.000 --> 24:51.000]  what they weren't supposed to have.
[24:51.000 --> 24:54.000]  Because there were several other groups they're streaming
[24:54.000 --> 24:58.000]  that didn't completely coordinate, so copies are out there.
[24:58.000 --> 25:00.000]  And people are recording it while it's streamed now,
[25:00.000 --> 25:02.000]  but noticing they've gotten desperate.
[25:02.000 --> 25:08.000]  So now she's cutting it off up to three or four times every 10 minutes.
[25:08.000 --> 25:13.000]  And I guess she gets a signal because they're actually signaling each other.
[25:13.000 --> 25:15.000]  I mean, hell, their head lawyer gets up and says,
[25:15.000 --> 25:18.000]  now don't cut the feed for the next 10 minutes, okay?
[25:18.000 --> 25:19.000]  And then he goes up and says,
[25:19.000 --> 25:23.000]  Jones perjured himself, you know, the Justice Department, everything else.
[25:23.000 --> 25:26.000]  We got his whole phone, which they don't, all this stuff.
[25:26.000 --> 25:30.000]  And then it's like, okay, your honor, and she's like cuts the feed.
[25:30.000 --> 25:35.000]  This is total coordination.
[25:35.000 --> 25:40.000]  This is a judge totally weaponized and the model of what they want to do.
[25:40.000 --> 25:48.000]  But here is the example of how Bernard Pettygill would be portrayed in Hollywood.
[25:48.000 --> 25:51.000]  But a lot of these economists are exactly like this.
[25:51.000 --> 25:53.000]  They don't know their head from a hole in the ground here at us.
[25:53.000 --> 25:55.000]  I'd settle down, people.
[25:55.000 --> 26:03.000]  We've got a lot to cover and time is short.
[26:03.000 --> 26:08.000]  There are two kinds of people in business today, the quick and the dead.
[26:08.000 --> 26:12.000]  So rather than waste your time this semester with a lot of useless theories,
[26:12.000 --> 26:18.000]  we're going to jump right in with both feet and create a fictional company from the ground up.
[26:18.000 --> 26:21.000]  We'll construct our physical plant.
[26:21.000 --> 26:25.000]  We'll set up an efficient administrative and executive structure.
[26:25.000 --> 26:28.000]  Then we'll manufacture our product and market it.
[26:28.000 --> 26:31.000]  I think you'll find it very interesting and a lot of fun.
[26:31.000 --> 26:36.000]  So let's start by looking at construction costs of our new factory.
[26:36.000 --> 26:39.000]  What's the product?
[26:39.000 --> 26:42.000]  That is immaterial for the purposes of our discussion here.
[26:42.000 --> 26:46.000]  But if it makes you happy, let's say we're making tape recorders.
[26:46.000 --> 26:48.000]  Tape recorders? Are you kidding?
[26:48.000 --> 26:51.000]  The Japs will kill us on a labor course.
[26:51.000 --> 26:53.000]  Okay, fine.
[26:53.000 --> 26:57.000]  Then let's just say they're widgets.
[26:57.000 --> 26:59.000]  What's a widget?
[26:59.000 --> 27:02.000]  It's a fictional product. It doesn't matter.
[27:02.000 --> 27:06.000]  It doesn't matter. Tell that to the bank.
[27:06.000 --> 27:08.000]  Take it easy. It's the first thing.
[27:08.000 --> 27:13.000]  On the board, you will see a cost analysis for construction of a 30,000 square foot facility,
[27:13.000 --> 27:16.000]  which will encompass both factory and office space,
[27:16.000 --> 27:22.000]  and is fully serviced by all utilities, a railroad spur line, and a four bay shipping dock.
[27:22.000 --> 27:24.000]  Hold on. Hold on. Why Bill?
[27:24.000 --> 27:28.000]  You better off leasing it and bucking a quarter buck and a half a square foot.
[27:28.000 --> 27:32.000]  Don't pay that and put it into CDs, or something else you can roll over every couple of months.
[27:32.000 --> 27:34.000]  Thank you, Mr. Mellon.
[27:34.000 --> 27:39.000]  But we'll be concentrating on finance a little later in the term.
[27:39.000 --> 27:44.000]  For the time being, let's just concentrate on the construction figures, shall we?
[27:44.000 --> 27:49.000]  You will see the final bottom line requires the factoring in of not just the material and construction costs,
[27:49.000 --> 27:54.000]  but also the architect's fees and the costs of land servicing.
[27:54.000 --> 27:57.000]  Oh, you left out a bunch of stuff.
[27:57.000 --> 28:01.000]  Oh, really? Like what, for instance?
[28:01.000 --> 28:07.000]  Well, first of all, you're going to have to grease the local politicians for the sudden zoning problems that always come up.
[28:07.000 --> 28:09.000]  Then there's the kickbacks to the carpenters.
[28:09.000 --> 28:13.000]  And if you plan on using any cement in this building, I'm sure the team should like to have a little chat with you,
[28:13.000 --> 28:15.000]  and that'll cost you.
[28:15.000 --> 28:17.000]  Oh, and don't forget something for the building inspectors.
[28:17.000 --> 28:20.000]  Then there's a long-term cost, such as waste disposal.
[28:20.000 --> 28:25.000]  I don't know if you're familiar with who runs that business, but I assure you it's not the Boy Scouts.
[28:25.000 --> 28:27.000]  That'll be quite enough, Mr. Mellon.
[28:27.000 --> 28:32.000]  Maybe bribes and kickbacks and mafia payoffs are how you do business.
[28:32.000 --> 28:35.000]  But they are not part of the legitimate business world.
[28:35.000 --> 28:38.000]  And they're certainly not part of anything I am teaching in this class.
[28:38.000 --> 28:39.000]  Do I make myself clear?
[28:39.000 --> 28:42.000]  Sorry, just trying to help, that's all.
[28:42.000 --> 28:51.000]  Now, notwithstanding Mr. Mellon's input, the next question for us is where to build our factory.
[28:51.000 --> 28:53.000]  How about fantasy land?
[28:53.000 --> 28:56.000]  How about fantasy land?
[28:59.000 --> 29:01.000]  People say Alex Jones is crazy.
[29:01.000 --> 29:02.000]  He's a conspiracy theory guy.
[29:02.000 --> 29:03.000]  He's a nutcase.
[29:03.000 --> 29:05.000]  He's got these rants and all that.
[29:05.000 --> 29:13.000]  What they miss is that this guy's ahead of the curve on so many different topics of signal, not noise.
[29:13.000 --> 29:19.000]  If you look at the signal, and you compare that to PBS and NPR and BBC,
[29:19.000 --> 29:25.000]  and we'll do what Alex Jones put out there versus what your collective body has put out there.
[29:25.000 --> 29:29.000]  And if you're a sentient human being and just watching it, you say, well, Alex Jones is ahead of this.
[29:29.000 --> 29:31.000]  Not only that, he kind of explained it.
[29:31.000 --> 29:34.000]  You are one of the great thinkers of this.
[29:34.000 --> 29:35.000]  That is very rare.
[29:35.000 --> 29:39.000]  You've got to go back almost to the revolutionary generation and see that.
[29:39.000 --> 29:43.000]  In this new book, I've got to tell you, when Tony Lyons first approached me, I read this thing.
[29:43.000 --> 29:44.000]  I go, this is it.
[29:44.000 --> 29:46.000]  This is no beetry.
[29:46.000 --> 29:47.000]  You're not going to be flipping pages.
[29:47.000 --> 29:49.000]  You're going to be having a pin out.
[29:49.000 --> 29:50.000]  You're going to be underlying stuff.
[29:50.000 --> 29:53.000]  The Great Reset by Alex Jones.
[29:53.000 --> 29:59.000]  Order your copy now at Amazon or infowarstore.com.
[29:59.000 --> 30:01.000]  Info Wars has been vindicated.
[30:01.000 --> 30:02.000]  We've been proven right.
[30:02.000 --> 30:05.000]  World government, the New World Order is out of the open.
[30:05.000 --> 30:11.000]  And now more than ever, the forces of Satan are trying to shut down this broadcast.
[30:11.000 --> 30:15.000]  The forces of anti-human, godless New World Order are out of control.
[30:15.000 --> 30:19.000]  So now realize, we have pushed them out in the light.
[30:19.000 --> 30:20.000]  We have pushed them out in the open.
[30:20.000 --> 30:21.000]  And they are so upset.
[30:21.000 --> 30:22.000]  And they are so scared.
[30:22.000 --> 30:27.000]  So while you still can, because any day can be our last broadcast, spread the word about the show.
[30:27.000 --> 30:28.000]  Share the article.
[30:28.000 --> 30:29.000]  Share the videos.
[30:29.000 --> 30:34.000]  And please, fund us while getting great products at the same time at infowarstore.com.
[30:34.000 --> 30:39.000]  Books, films, t-shirts, great supplements, vitamin, and real fusion.
[30:39.000 --> 30:46.000]  Body's ultimate turmeric formula, Ultra 12, a diet for so much more right now at infowarstore.com.
[30:46.000 --> 30:50.000]  But whatever you do, pray for justice and pray for freedom and pray for the children
[30:50.000 --> 30:53.000]  and pray for free speech and justice to win.
[30:53.000 --> 30:55.000]  Thank you so much for joining us.
[30:55.000 --> 30:56.000]  I'll spread the word, my friends.
[30:56.000 --> 30:59.000]  We're involved in an epic historic battle.
[30:59.000 --> 31:04.000]  Sold out for more than six months, our number one best seller is now back in stock.
[31:04.000 --> 31:10.000]  Vitamin, mineral, fusion, all the minerals, all the vitamins, all the key amino acids to turbo charge
[31:10.000 --> 31:14.000]  your immune system and make your body as healthy as it could possibly be.
[31:14.000 --> 31:17.000]  Ladies and gentlemen, this is our best selling product because people love it.
[31:17.000 --> 31:18.000]  We first launched it four years ago.
[31:18.000 --> 31:20.000]  I was like, okay, it's another item.
[31:20.000 --> 31:21.000]  It's high quality, vitamins, minerals.
[31:21.000 --> 31:22.000]  Okay, great.
[31:22.000 --> 31:25.000]  People love it because it tastes great and they see the results.
[31:25.000 --> 31:27.000]  And it funds the info war.
[31:27.000 --> 31:33.000]  So sold out for more than six months, vitamin, mineral, fusion is now back in stock for a limited time.
[31:33.000 --> 31:37.000]  And infowarstore.com for 40% off because I want you to experience it.
[31:37.000 --> 31:38.000]  I want you to get it.
[31:38.000 --> 31:41.000]  I want to move it out the door and hopefully get more in the future.
[31:41.000 --> 31:44.000]  But who knows, supply chain breakdowns, it may not happen.
[31:44.000 --> 31:50.000]  So get your vitamin, mineral, fusion infowarstore.com today and keep info wars on the air.
[31:50.000 --> 31:56.000]  Vitamin, mineral, fusion back in stock 40% off at infowarstore.com.
[31:56.000 --> 31:58.000]  Vitamin, mineral, fusion.
[31:58.000 --> 32:07.000]  We are now living in the void, sliding towards collapse in the strange space between what we've known and what's to come.
[32:07.000 --> 32:12.000]  And right now, the most important thing to remember is don't panic.
[32:12.000 --> 32:20.000]  Stay calm because now is the time that we must get our bearings and steer the ship onto a safe sound course.
[32:20.000 --> 32:27.000]  There is nothing stopping we the people from making our own rules and building our own society.
[32:27.000 --> 32:30.000]  All we got to do is survive the crash.
[32:30.000 --> 32:33.000]  And right now, we still have time to prepare.
[32:33.000 --> 32:37.000]  The world fiat currency system is racing towards zero.
[32:37.000 --> 32:46.000]  It's time to convert it into hard assets now, including food, water and survival gear to keep us strong and at the ready.
[32:46.000 --> 32:58.000]  To preparetoday.com for the essentials, storable foods, water filtration, first aid, power and more at preparetoday.com.
[33:27.000 --> 33:33.000]  Well, my favorite pastor, Rodney Howard Brown, is going to be our guest for the rest of the hour.
[33:33.000 --> 33:38.000]  He was one of the main leaders, the first major pastor and then thousands others followed.
[33:38.000 --> 33:46.000]  God is here but around the world refusing to be shut down during the first days of the lockdowns two and a half years ago.
[33:46.000 --> 33:53.000]  He was arrested by the Soros backed and controlled prosecutor and thrown in jail.
[33:53.000 --> 34:00.000]  But he still got right back out and kept his huge international church with tens of thousands of members just alone in the Tampa area.
[34:00.000 --> 34:06.000]  The largest church going, serving thousands of poor with food a day and so much more.
[34:06.000 --> 34:10.000]  And now the worm has turned big time.
[34:10.000 --> 34:16.000]  We'll be talking to him in a moment, but first, here's a little bit of DeSantis's announcement and a little bit of his visit to Tucker Carlson last night.
[34:16.000 --> 34:22.000]  The Constitution of Florida has vested the veto power in the governor, not in individual state attorneys.
[34:22.000 --> 34:31.000]  And so when you flagrantly violate your oath of office, when you make yourself above the law, you have violated your duty.
