[00:00.000 --> 00:01.000]  I'm great.
[01:53:48.400 --> 01:53:54.040]  HerbalHealer.com and shop online or request a free catalog. You're bound to find the
[01:53:54.040 --> 01:53:59.320]  alternative you're looking for. Did you know that Herbal Healer carries the latest, safest
[01:53:59.320 --> 01:54:03.940]  and effective weight loss product? You can also count on Herbal Healer for the largest
[01:54:03.940 --> 01:54:09.400]  election of safe and natural supplements just for children. And don't forget your pets.
[01:54:09.400 --> 01:54:14.240]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows,
[01:54:14.240 --> 01:54:19.000]  and birds. Take a peek at their online calendar and you're sure to find everything you need
[01:54:19.000 --> 01:54:24.600]  and maybe something you didn't realize you need. Visit HerbalHealer.com and don't forget
[01:54:24.600 --> 01:54:30.400]  to sign up for the free Herbal Healer newsletter, HerbalHealer.com, working with the power
[01:54:30.400 --> 01:54:31.400]  of nature.
[01:54:31.400 --> 01:54:58.560]  Welcome back. Good old Troy, unless Virginia hadn't been on in a few weeks, he's called
[01:54:58.560 --> 01:55:05.720]  in. And we'll go to Don Wolf, Joe, and many others. Let me finish up with O'Reilly, though.
[01:55:05.720 --> 01:55:09.160]  And this young lady did an excellent job of against him. And then that's how you do it.
[01:55:09.160 --> 01:55:14.040]  Just talk over him, stay on your point. Just ignore him. He was getting real upset. His
[01:55:14.040 --> 01:55:19.720]  face was turning red. But it doesn't matter. He still wins because his audience is mindless
[01:55:19.720 --> 01:55:24.960]  idiots who want to convince themselves that everything's all right, that America's perfect,
[01:55:24.960 --> 01:55:30.360]  but nothing's wrong, that everything's kosher. And as long as he just calls people crazy,
[01:55:30.360 --> 01:55:34.760]  then everything must be true, he says. So back to the tape.
[01:55:34.760 --> 01:55:38.280]  That's your opinion, okay? And you're entirely under the Constitution to your opinion.
[01:55:38.280 --> 01:55:39.280]  But those are facts.
[01:55:39.280 --> 01:55:40.280]  No, they're not facts. You are alone.
[01:55:40.280 --> 01:55:41.280]  The torture is being...
[01:55:41.280 --> 01:55:46.600]  You're a lunatic. And if you weren't a lunatic, 90% of America would agree with you. You're
[01:55:46.600 --> 01:55:47.600]  a lunatic.
[01:55:47.600 --> 01:55:48.600]  Stop.
[01:55:48.600 --> 01:55:49.600]  You got maybe 8%.
[01:55:49.600 --> 01:55:54.880]  Stop. He says maybe 8% agree with you. Folks, there have been... It's got to be 56%.
[01:55:54.880 --> 01:55:58.640]  There's something scientific polls the last few months. They've been all over television.
[01:55:58.640 --> 01:56:06.520]  78%. I say that. It's between 75% and 82% depending on what poll you look at. So I just say 78,
[01:56:06.520 --> 01:56:13.400]  you know, average it. Go pull it up yourself. Are against the war. 70% of the troops. I
[01:56:13.400 --> 01:56:18.300]  mean, everybody knows that it's a wildly unpopular war, even with a bunch of Republican senators
[01:56:18.300 --> 01:56:26.680]  and congressmen from Hagel to Paul. And no, you're a lun. It's crazy. Only 8% are against
[01:56:26.680 --> 01:56:27.680]  it.
[01:56:27.680 --> 01:56:33.240]  Talk about lying. I mean, just listen to what comes out of his mouth. But people at home,
[01:56:33.240 --> 01:56:37.120]  man, watching Fox News and they're rocking chairs, they're laughing. Everybody loves
[01:56:37.120 --> 01:56:41.480]  it. Everybody likes it. It's good. Here, go back to it.
[01:56:41.480 --> 01:56:44.600]  You're a lunatic. You've got maybe 8% that agree with you.
[01:56:44.600 --> 01:56:49.560]  No, the majority of the country is against this president. The majority of the country,
[01:56:49.560 --> 01:56:54.160]  Miss Taylor, with all the respect, think that you're a lun. Okay? And wouldn't you say yes?
[01:56:54.160 --> 01:56:55.160]  And if they would...
[01:56:55.160 --> 01:57:03.160]  See, it's high school popularity mentality. It's junior high low grade moron behavior.
[01:57:03.160 --> 01:57:11.280]  Everybody thinks you're a cook. Ha, ha, she thinks the world's round. Ha, ha, she's stupid.
[01:57:11.280 --> 01:57:17.920]  I mean, it's just, it's base. But base propaganda is effective with the dumb down public. Back
[01:57:17.920 --> 01:57:20.040]  to the, back to the pervert.
[01:57:20.040 --> 01:57:24.520]  Be out with the signs when you demonstrate, instead of you and your paltry little group,
[01:57:24.520 --> 01:57:26.000]  which number about 50 or 60.
[01:57:26.000 --> 01:57:29.960]  That's a lie as well. That is a lie as well. No, we don't want attention. We want an end
[01:57:29.960 --> 01:57:32.720]  to the crimes being committed in our names or we're complicit with them.
[01:57:32.720 --> 01:57:33.720]  No, let's stop right there.
[01:57:33.720 --> 01:57:34.960]  What's wrong with you, man?
[01:57:34.960 --> 01:57:39.560]  World can't wait. Those other groups have had over 5 million people in the streets of
[01:57:39.560 --> 01:57:44.080]  America. I mean, yeah, it's a couple thousand here in Austin, a couple hundred thousand
[01:57:44.080 --> 01:57:48.040]  in New York, a couple hundred thousand in DC, a couple hundred thousand in LA, a couple
[01:57:48.040 --> 01:57:50.920]  hundred thousand in Chicago, a couple hundred thousand in London.
[01:57:50.920 --> 01:57:55.000]  But I've been at demonstrations where it had to be a million in New York. I mean, I'd
[01:57:55.000 --> 01:58:01.960]  be up in the Empire State Building looking down at the RNC and there'd be people protesting
[01:58:01.960 --> 01:58:07.000]  across 20 roads, you know, 20 different blocks, just everywhere people. And the news would
[01:58:07.000 --> 01:58:15.840]  say 200,000. Hell, one street was 200,000. But it doesn't matter. He says 50 people.
[01:58:15.840 --> 01:58:21.560]  That's how many in America are against the war. 50. Back to the liar.
[01:58:21.560 --> 01:58:24.360]  Primes being committed in our names or we're complicit with them.
[01:58:24.360 --> 01:58:28.800]  Okay, then what's wrong with the American people in voting in for two terms, President
[01:58:28.800 --> 01:58:33.480]  Bush, and now voting in Democrats whom you say won't do anything differently? What's
[01:58:33.480 --> 01:58:35.960]  wrong with the majority of the American people?
[01:58:35.960 --> 01:58:36.960]  Are we all stupid?
[01:58:36.960 --> 01:58:40.240]  Everybody knows no, the majority of the American people.
[01:58:40.240 --> 01:58:44.040]  Over and over again, he says what's wrong with the American people are the majority
[01:58:44.040 --> 01:58:48.600]  stupid of the majority or for the war. Now, everyone knows the majority or against the
[01:58:48.600 --> 01:58:54.880]  war. So he lies and says the majority or for the war. Then he says, oh, and you say they're
[01:58:54.880 --> 01:59:03.840]  stupid. See, based psychology, this is what they do. But it works on a lot of people.
[01:59:03.840 --> 01:59:12.720]  All right, we'll come back. Finish up your Riley clip. Go to Troy from Florida and others.
[01:59:12.720 --> 01:59:24.680]  This broadcast is available on mp3cdformat at gcnlive.com or call toll 3877-37645.
[01:59:24.680 --> 01:59:29.240]  The war on terrorism. Will it be fought overseas or will it affect us here at home? If you
[01:59:29.240 --> 01:59:33.680]  are like most folks, you want to be prepared, but can't afford an underground shelter. So
[01:59:33.680 --> 01:59:37.640]  what do you do? Did you know that you can use your home as a shelter against fallout
[01:59:37.640 --> 01:59:42.800]  and biological or chemical attacks? With a little know how, it's not that difficult.
[01:59:42.800 --> 01:59:48.120]  Sheltering in place, surviving acts of terrorism from biological, chemical and radioactive fallout,
[01:59:48.120 --> 01:59:52.920]  developed by Wayne LaBaron, a health physicist who has served as a specialist in environmental
[01:59:52.920 --> 01:59:58.280]  health, communicable diseases, and has worked you easy to follow instructions and walks you
[01:59:58.280 --> 02:00:03.400]  step by step through the process of preparing your home as a shelter. Get this critical video
[02:00:03.400 --> 02:00:12.040]  every American needs for only $29 plus shipping. Order by calling new millennium today at 888-803-4438.
[02:00:12.040 --> 02:00:34.960]  That's 888-803-4438 or order on the web at BerkeyWater.com.
[02:00:34.960 --> 02:00:41.800]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does
[02:00:41.800 --> 02:00:50.880]  he. He's Alex Jones on the GCN radio network. And now, live from Austin, Texas, Alex Jones.
[02:00:50.880 --> 02:00:58.200]  All right. Your phone calls are coming up on this live fifth day of January, 2007,
[02:00:58.200 --> 02:01:05.200]  early into the third hour. You know, some immigrants are arrested six times, but the
[02:01:05.200 --> 02:01:11.760]  average was actually eight times before anything's done to them. There's also been a neocon attack
[02:01:11.760 --> 02:01:18.840]  on Somalia, a nuclear weapon almost exploded in Texas. That's United Press International
[02:01:18.840 --> 02:01:24.000]  in the Austin American statesman. We'll tell you about that. The Democrats aren't really
[02:01:24.000 --> 02:01:28.920]  challenging the war. We'll break that down. I was finishing up with O'Reilly, but I mean,
[02:01:28.920 --> 02:01:34.040]  listen to the clip of a plane where he's attacking the World Can't Wait group. And he's saying,
[02:01:34.040 --> 02:01:39.600]  you have 50 members, you're nobody. This group alone has got millions in the streets. Then
[02:01:39.600 --> 02:01:44.160]  he says, the majority of Americans are for the war. You, what are the majority of Americans
[02:01:44.160 --> 02:01:48.880]  dumb? So number one, the majority of Americans aren't for the war. That's admitted. That's
[02:01:48.880 --> 02:01:56.080]  a lie. What he said. And on top of that, the majority, you know, he's claiming she's saying
[02:01:56.080 --> 02:02:00.800]  you're stupid when she didn't say that. So it just, it just, there's more of it. Every
[02:02:00.800 --> 02:02:05.760]  trick in the book, it's mindless, but it works on a mindless public. Go ahead.
[02:02:05.760 --> 02:02:10.880]  What's wrong with the majority of the American people? Are we all stupid? No, the majority
[02:02:10.880 --> 02:02:15.080]  of the American people oppose George Bush. I don't think they're stupid. Everybody knows
[02:02:15.080 --> 02:02:20.400]  everybody knows that people went to the Supreme Court, right there. The Supreme Court appointed
[02:02:20.400 --> 02:02:25.520]  George Bush in 2000. Okay. And I was neutral at that time. I'm certainly not for Al Gore.
[02:02:25.520 --> 02:02:32.200]  The point is, that's not true. And there was clear election fraud that was stolen in 2004.
[02:02:32.200 --> 02:02:37.880]  No doubting that. Continue with O'Reilly. People went to the polls in November, largely
[02:02:37.880 --> 02:02:42.120]  motivated by their opposition to this illegal war and opposition to George Bush. And if
[02:02:42.120 --> 02:02:45.920]  Congress will not respond to that, then we have an obligation to the people of the world
[02:02:45.920 --> 02:02:49.040]  and to the people of this country. Are we going to be the generation that's remembered
[02:02:49.040 --> 02:02:52.720]  as the people who sat back and allowed torture to be legalized? What exactly is your obligation
[02:02:52.720 --> 02:02:57.800]  to shout down people like Rahm Emanuel? He's a liberal Democrat. Rahm Emanuel walked out
[02:02:57.800 --> 02:03:02.320]  of there. That was his choice to do. He has a platform all the time. That's beside the
[02:03:02.320 --> 02:03:10.160]  point. So you think you have an obligation to shout him down? Absolutely. We need to
[02:03:10.160 --> 02:03:15.400]  go everywhere these criminals are and expose them on the open borders, the Federal Reserve,
[02:03:15.400 --> 02:03:21.080]  the illegal war, anything and everything that's bad for this country and that's unconstitutional.
[02:03:21.080 --> 02:03:25.240]  Absolutely. Declaration of Independence. When the government becomes destructive of those
[02:03:25.240 --> 02:03:31.880]  aims, it is our right and duty to overthrow it. Not just go protest it, you twit. Absolutely.
[02:03:31.880 --> 02:03:36.880]  We need guerrilla information war to get around your psyops. You Pentagon employee, back to
[02:03:36.880 --> 02:03:41.760]  it. Crimes of this administration to a halt. Okay, but that's not going to happen because
[02:03:41.760 --> 02:03:47.000]  most Americans don't know. It's not going to happen ever because they don't agree with
[02:03:47.000 --> 02:03:51.920]  you. They don't think you're correct. And if they did, then you would have millions
[02:03:51.920 --> 02:03:56.840]  of people. A war of aggression. By Nuremberg's standard. By Nuremberg's standard. There's
[02:03:56.840 --> 02:04:00.720]  no legitimate cause of self defense. That's a war of aggression. That's a war crime of
[02:04:00.720 --> 02:04:06.240]  the highest order. Let me just recap. Let me just recap. You believe that your group,
[02:04:06.240 --> 02:04:11.720]  as small as it is, has a right to shout down Congress. You're saying that torture should
[02:04:11.720 --> 02:04:16.560]  be allowed to go on just because George Bush and the Congress don't want to challenge it.
[02:04:16.560 --> 02:04:20.640]  I'm saying that's unconscionable, Bill. That's unconscionable. The country with a way that
[02:04:20.640 --> 02:04:26.880]  you portray it, you would be in Guantanamo, baby. 14,000 people. The country with a way
[02:04:26.880 --> 02:04:31.240]  you are portraying it, you'd be hanging up on a hook. For himself, the right to detain
[02:04:31.240 --> 02:04:35.800]  anybody without charges, without a lawyer, without even knowing what charges are against
[02:04:35.800 --> 02:04:39.960]  them. This is a cornerstone of the rule of law. According to you, all of our Congress
[02:04:39.960 --> 02:04:47.040]  people, all of our Congress people are corrupt. They're all corrupt. Most of them are. Notice
[02:04:47.040 --> 02:04:51.240]  he said she'd be hanging up on a meat hook. That's how they do things in the third world
[02:04:51.240 --> 02:04:55.880]  when our government funds all the big death squads. They are arresting people all over
[02:04:55.880 --> 02:04:59.600]  this country for their political views and what they say and do. They do have the Pentagon
[02:04:59.600 --> 02:05:09.400]  spying on peace groups. Just the incredible lie that they've got 15 members and the majority
[02:05:09.400 --> 02:05:21.200]  of Americans are pro-war and pro-bush. I mean, it's just, it's base. It's base. We'll talk
[02:05:21.200 --> 02:05:28.560]  to one of their damaged goods individuals on the other side. We'll talk to one of their
[02:05:28.560 --> 02:05:37.600]  minions. It's here after a year in production and traveling to distant lands. My new film
[02:05:37.600 --> 02:05:42.520]  Terror Storm is complete. Shocking, declassified government documents prove that Western governments
[02:05:42.520 --> 02:05:47.720]  are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:05:47.720 --> 02:05:52.800]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in
[02:05:52.800 --> 02:05:57.000]  London were carried out by British intelligence. Terror Storm chronicles the lies that took
[02:05:57.000 --> 02:06:03.120]  us to war in Iran, a White House program to disseminate fake news, NSA spy, secret police
[02:06:03.120 --> 02:06:08.200]  torture, the latest 9-11 information, and much, much more. Terror Storm is the definitive
[02:06:08.200 --> 02:06:12.160]  guide to the history of government-sponsored terrorism. It's an anthology of government
[02:06:12.160 --> 02:06:17.680]  crimes. Terror Storm is a film that everyone who wants to be truly informed must see. Get
[02:06:17.680 --> 02:06:26.440]  your copy today at infowars.com or prisonplanet.com or by calling toll 3-1-888-2533139 or watch
[02:06:26.440 --> 02:06:33.440]  it right now online at prisonplanet.tv. Hello folks, Alex Jones here introducing Prudent
[02:06:33.440 --> 02:06:39.520]  Places USA, an interactive CD book that is your premier resource for hard to find information.
[02:06:39.520 --> 02:06:45.080]  Find out about everything from job migration to evacuation information, such as major bridges
[02:06:45.080 --> 02:06:51.800]  in disrepair, and FEMA evacuation time studies for coastal cities. Zero in on man-made disaster
[02:06:51.800 --> 02:06:56.680]  zones, environmental areas of concern, and natural disaster zones. Find out everything
[02:06:56.680 --> 02:07:02.160]  from where to get water in an emergency to geographic income levels. Housing prices complete
[02:07:02.160 --> 02:07:06.960]  with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S. Full
[02:07:06.960 --> 02:07:12.600]  Color Photographs, 550 high resolution full color maps, and detailed information and analysis
[02:07:12.600 --> 02:07:18.240]  that you need. Order Prudent Places USA now for only $29 plus shipping by calling New
[02:07:18.240 --> 02:07:26.080]  Millennium at 888-803-4438 and tell them Alex Jones sent you. That's triple 8-803-4438
[02:07:26.080 --> 02:07:32.600]  or order online at murkywater.com. People who use Cardivite know about the pollutants
[02:07:32.600 --> 02:07:38.160]  in our body and want them out. For over five years, Cardivite has proven itself time tested.
[02:07:38.160 --> 02:07:42.560]  Here's Dr. Matson, a naturopathic doctor's thoughts on Cardivite. In our mind, there
[02:07:42.560 --> 02:07:46.640]  isn't such a great big mystery to disease anymore. This basic tenet of yeast in the
[02:07:46.640 --> 02:07:50.760]  gut and metals in the liver covers at least 7-80% of the disease that we see. When we
[02:07:50.760 --> 02:07:54.280]  do our program, you know, in herpal form, it's like Cardivite, and you see someone who
[02:07:54.280 --> 02:07:59.240]  could barely walk up a hill. Now, going for regular jobs a few months later, we know we're
[02:07:59.240 --> 02:08:03.320]  doing something right. It's a well thought out formula. I mean, the idea of it working
[02:08:03.320 --> 02:08:08.120]  on yeast and metals both at the same time and liver function is dead on. You'll find
[02:08:08.120 --> 02:08:12.240]  I think that it'll work more than just on heart problems and circulation problems. It'll
[02:08:12.240 --> 02:08:13.720]  work on other problems as well.
[02:08:13.720 --> 02:08:24.160]  For more information, call 1-877-928-8822 or visit our website at www.heartdrop.com. That
[02:08:24.160 --> 02:08:30.440]  toll free number again, 1-877-928-8822.
[02:08:30.440 --> 02:08:36.360]  The Genesis Communications Radio Network proudly presents the Alex Jones Show because there's
[02:08:36.360 --> 02:08:47.800]  a war on for your mind.
[02:08:47.800 --> 02:08:54.720]  Main Town that makes it illegal to smoke in cars. U.S. sub collides with the Japanese
[02:08:54.720 --> 02:09:00.560]  ship. A lot's coming up. The person who got a Troy, Don, Wolf, Joe, Don, and many others.
[02:09:00.560 --> 02:09:05.680]  Speaking of the devil, let's go ahead and go to Troy from wherever he's calling in
[02:09:05.680 --> 02:09:09.400]  from. Troy, it's always nice to talk to you. Go ahead.
[02:09:09.400 --> 02:09:14.160]  West Virginia. When are you going to quit running your mouth to start actually doing
[02:09:14.160 --> 02:09:17.800]  something for real? You and your listeners. All you do is talk, talk, talk. We all going
[02:09:17.800 --> 02:09:21.200]  to start taking some action. What do you mean? You think you're going to defeat the likes
[02:09:21.200 --> 02:09:24.480]  of me? You're never going to defeat me.
[02:09:24.480 --> 02:09:26.320]  And what is the likes of you? Please describe.
[02:09:26.320 --> 02:09:27.320]  Neocons.
[02:09:27.320 --> 02:09:28.320]  You're a neocon.
[02:09:28.320 --> 02:09:29.320]  As far as I'm concerned, yeah.
[02:09:29.320 --> 02:09:30.320]  What do you stand for? Tell us, Troy.
[02:09:30.320 --> 02:09:41.400]  I stand against everything you stand for, basically. How the opposite of you.
[02:09:41.400 --> 02:09:43.480]  So you stand against the Bill of Rights in America?
[02:09:43.480 --> 02:09:48.720]  I don't stand one second in my life worrying about the Bill of Rights. I'm free to do what
[02:09:48.720 --> 02:09:50.600]  I want to do. I've said it before.
[02:09:50.600 --> 02:09:55.880]  Yeah. Yeah, you're free to do what I want to do. Nothing's changed until you're a low-level
[02:09:55.880 --> 02:09:56.880]  peon.
[02:09:56.880 --> 02:10:01.320]  No, I'm not. Your listeners are the low-level peons. They're the ones that average $10,000
[02:10:01.320 --> 02:10:05.280]  a year income. When are you people going to start doing something?
[02:10:05.280 --> 02:10:08.840]  So you think it's good that... So the government doesn't take people's farms and ranches
[02:10:08.840 --> 02:10:13.080]  in scams. And if they do, they deserve it. That's what you're saying.
[02:10:13.080 --> 02:10:16.360]  I'm not saying anything of the sort. I'm just saying when are you people going to do something
[02:10:16.360 --> 02:10:18.840]  instead of running your own mouths?
[02:10:18.840 --> 02:10:20.160]  Well, we do a whole hell of a lot.
[02:10:20.160 --> 02:10:24.800]  Yeah, you make little goofy movies and you have your little symposiums with 80 people.
[02:10:24.800 --> 02:10:25.800]  What did he do?
[02:10:25.800 --> 02:10:30.640]  Well, if you want to really get technical, I had a symposium with 1,200 people and we
[02:10:30.640 --> 02:10:33.280]  had to turn away another 2,000 or so.
[02:10:33.280 --> 02:10:38.080]  Yeah, Jim Fetcher on the stage. I bought Terrorstorm, actually. I saw a little symposium
[02:10:38.080 --> 02:10:43.000]  at the end of it. Jim Fetcher, he's a real good one to have when your staff there, buddy.
[02:10:43.000 --> 02:10:44.000]  He's interesting, isn't he?
[02:10:44.000 --> 02:10:45.000]  Yeah.
[02:10:45.000 --> 02:10:46.000]  Yeah.
[02:10:46.000 --> 02:10:47.000]  Well, you got...
[02:10:47.000 --> 02:10:50.520]  How would you have Morgan Reynolds in your movie? You got it. It doesn't think planes...
[02:10:50.520 --> 02:10:56.360]  Hey, let me ask you a question. You're tuning into the show on a daily basis and calling
[02:10:56.360 --> 02:10:58.360]  into most of the other shows.
[02:10:58.360 --> 02:11:00.040]  I've kind of laid off a bit.
[02:11:00.040 --> 02:11:02.040]  How do you do that when you're at work?
[02:11:02.040 --> 02:11:06.040]  I've got a set of the desk.
[02:11:06.040 --> 02:11:09.440]  You set a desk listening to my show and every other show?
[02:11:09.440 --> 02:11:12.480]  Yeah, I'll listen to you and Jack Wood.
[02:11:12.480 --> 02:11:14.600]  I heard you calling to a bunch of other shows.
[02:11:14.600 --> 02:11:17.040]  I wouldn't have been during the day.
[02:11:17.040 --> 02:11:22.480]  You called into my Sunday show two weeks ago and I said, is there a North American Union?
[02:11:22.480 --> 02:11:27.360]  Is Lou Dobbs a Cook? And you said there's no North American Union and Lou Dobbs is a Cook.
[02:11:27.360 --> 02:11:28.360]  This is Lou Dobbs.
[02:11:28.360 --> 02:11:29.360]  I just played Lou Dobbs.
[02:11:29.360 --> 02:11:30.360]  Hold on.
[02:11:30.360 --> 02:11:31.360]  Yeah, you did. Yes, you did.
[02:11:31.360 --> 02:11:34.960]  Well, hold on just a second, Troy. Is there a North American Union?
[02:11:34.960 --> 02:11:35.960]  No.
[02:11:35.960 --> 02:11:39.160]  Put him on hold. Here's Lou Dobbs last night.
[02:11:39.160 --> 02:11:45.360]  Tonight, a proposal for an expanded so-called free trade zone from Alaska to the tip of
[02:11:45.360 --> 02:11:49.800]  South America. It's a plan from the business elites, the political elites that will cost
[02:11:49.800 --> 02:11:55.640]  more American jobs, cost American sovereignty, but it would fulfill the president's father's
[02:11:55.640 --> 02:11:56.640]  vision.
[02:11:56.640 --> 02:12:00.360]  Bill Tucker reports.
[02:12:00.360 --> 02:12:04.400]  It's not a new idea. President Bush talks about it back in 1991.
[02:12:04.400 --> 02:12:12.760]  It is a big idea, a new world order, where diverse nations are drawn together in common
[02:12:12.760 --> 02:12:13.760]  cause.
[02:12:13.760 --> 02:12:17.960]  Now, a former United States trade investor, Robert Zolik, is talking about it again with
[02:12:17.960 --> 02:12:23.560]  renewed vigor. This time, a new world order with business at the helm of trade and economic
[02:12:23.560 --> 02:12:24.560]  policy.
[02:12:24.560 --> 02:12:25.560]  Okay.
[02:12:25.560 --> 02:12:30.760]  Now, we're having our laws harmonized. Our federal agencies merged. Our social security
[02:12:30.760 --> 02:12:38.360]  merged. Our government is working with the Mexican government to give satellite navigation
[02:12:38.360 --> 02:12:45.200]  systems to 200,000 illegals to cross. I talked to you two weeks ago, Troy, or whatever your
[02:12:45.200 --> 02:12:50.560]  name is, and you said that there wasn't a North American union. Are you still saying
[02:12:50.560 --> 02:12:51.560]  that?
[02:12:51.560 --> 02:12:55.760]  There's far longer to the right. And the thing is, if I'd never listened to you, I wouldn't
[02:12:55.760 --> 02:13:00.360]  even know what the North American union even meant. I could probably ask the next 50 people,
[02:13:00.360 --> 02:13:04.040]  if I go to the street and flag down the next 50 cars and ask them, you know what the North
[02:13:04.040 --> 02:13:06.360]  American union is, they'd have no idea what I mean.
[02:13:06.360 --> 02:13:11.400]  Well, I bet if you flagged 100 people, 100 of them wouldn't know what a comprehensive
[02:13:11.400 --> 02:13:13.560]  annual financial report is.
[02:13:13.560 --> 02:13:14.560]  Probably not.
[02:13:14.560 --> 02:13:20.920]  I mean, I would doubt that maybe one out of 15 know what the theory of basic and the study
[02:13:20.920 --> 02:13:26.640]  of quantum mechanics is. Just because you don't know doesn't mean it's not important.
[02:13:26.640 --> 02:13:32.000]  Like, I bet you think I'm lying when I get up here on air and I say that every county
[02:13:32.000 --> 02:13:40.920]  city and water and every government institution runs giant surpluses in a second set of books.
[02:13:40.920 --> 02:13:47.960]  I don't disagree with everything you say. You could be good at what you do, but you just
[02:13:47.960 --> 02:13:50.000]  went off the deep end sometime in your life.
[02:13:50.000 --> 02:13:51.440]  Oh, yeah, I went off the deep end.
[02:13:51.440 --> 02:13:54.680]  Well, yeah, I mean, I just, the whole 9-11 thing, anything you say up for that, I can't
[02:13:54.680 --> 02:13:55.680]  really believe too much.
[02:13:55.680 --> 02:14:01.440]  Well, let me ask you this, Troy. Do you think I'm making it up the Dyncorp and Halliburton
[02:14:01.440 --> 02:14:03.320]  run child kidnapping ranks?
[02:14:03.320 --> 02:14:05.400]  I don't believe that.
[02:14:05.400 --> 02:14:06.400]  No.
[02:14:06.400 --> 02:14:09.960]  Okay, how long do you think they would let me do that on air without suing me if it wasn't
[02:14:09.960 --> 02:14:10.960]  true?
[02:14:10.960 --> 02:14:16.040]  I mean, I'm on actual, you know, commercial AM and FM stations, a growing list of them.
[02:14:16.040 --> 02:14:22.120]  Okay, they let me get on national talk shows, okay, on 200, 300, 500 stations. They let me
[02:14:22.120 --> 02:14:29.680]  get on national TV, okay, because it's well known that I talk about real things, okay,
[02:14:29.680 --> 02:14:35.000]  and I back up what I'm talking about. And just because you haven't heard about it in
[02:14:35.000 --> 02:14:40.520]  your Hillbilly circles doesn't mean it doesn't exist, Troy.
[02:14:40.520 --> 02:14:42.520]  Okay.
[02:14:42.520 --> 02:14:46.720]  And I shouldn't knock Hillbillies. They're actually more wise than most people you run
[02:14:46.720 --> 02:14:51.200]  into, but you're certainly not a Hillbilly. You're kind of caught between a Hillbilly
[02:14:51.200 --> 02:14:56.120]  and a West Virginia city slacker, aren't you?
[02:14:56.120 --> 02:14:57.120]  Nope.
[02:14:57.120 --> 02:15:00.680]  I grew up in Charleston. I grew up in the city. I'm far from a Hillbilly.
[02:15:00.680 --> 02:15:03.440]  I'm trying to, well, you're a Hillbilly stock, aren't you?
[02:15:03.440 --> 02:15:04.440]  I'm what?
[02:15:04.440 --> 02:15:10.200]  I'm sorry. Listen, man, I'm just, I'm just nothing wrong with Hill people. I'm just
[02:15:10.200 --> 02:15:13.600]  teasing the old cliche. I need to play banjo, deliverance music.
[02:15:13.600 --> 02:15:21.920]  Hey, man, listen to me. I'm from Texas. I'm a Hillbilly.
[02:15:21.920 --> 02:15:22.920]  I was fine.
[02:15:22.920 --> 02:15:28.400]  That's fine with you. I mean, what is it specifically that I'm lying about here, Troy?
[02:15:28.400 --> 02:15:32.920]  I mean, did you just hear O'Reilly saying the world can't wait has 50 members?
[02:15:32.920 --> 02:15:37.400]  I thought he was talking about he had 50 members at that particular...
[02:15:37.400 --> 02:15:42.440]  No, he said your group's got 50 members. You're nothing. He knew exactly what he
[02:15:42.440 --> 02:15:47.320]  meant. He said the majority of Americans are for the war. Now, certainly, unless you're
[02:15:47.320 --> 02:15:52.040]  hiding under a rock somewhere, you know, Troy, the majority of Americans are against the
[02:15:52.040 --> 02:15:53.040]  war.
[02:15:53.040 --> 02:15:54.840]  Well, I agree with that.
[02:15:54.840 --> 02:15:59.960]  Okay. Well, then why was O'Reilly repeatedly saying they weren't?
[02:15:59.960 --> 02:16:06.040]  I didn't, I didn't catch that. I think you took the whole conversation out of context.
[02:16:06.040 --> 02:16:08.800]  Oh, 8% is talking about the far left loons.
[02:16:08.800 --> 02:16:11.120]  Oh, yeah, the far left loons.
[02:16:11.120 --> 02:16:12.120]  There's 8%.
[02:16:12.120 --> 02:16:16.600]  Well, thank God for them. I appreciate your call, Troy. Thank God that they're not like
[02:16:16.600 --> 02:16:20.720]  the mainline scumbag Democrats who were just, well, we need to go ahead and continue the
[02:16:20.720 --> 02:16:27.200]  war now. At least we're running it. Well, I like Hillary. I mean, give me a break.
[02:16:27.200 --> 02:16:33.400]  Why don't you just get past far left loon, far right loon, and just become an American.
[02:16:33.400 --> 02:16:37.360]  And you did say two weeks ago there's no North American union. You said it again today. And
[02:16:37.360 --> 02:16:42.920]  you're living in a dream world.
[02:16:42.920 --> 02:16:45.400]  Don in Texas, you're on the air. Go ahead.
[02:16:45.400 --> 02:16:47.400]  How are you doing?
[02:16:47.400 --> 02:16:49.440]  Good, sir. What's on your mind?
[02:16:49.440 --> 02:16:54.640]  Well, one of the things I was thinking about is that they're constantly being referred
[02:16:54.640 --> 02:17:03.560]  to, you know, the powerful people as the elite. They're not an elite. That designation or
[02:17:03.560 --> 02:17:07.880]  semantics makes a lot of people feel like, well, they were superior.
[02:17:07.880 --> 02:17:13.440]  Well, no. I mean, if you say measured the size of detritus in a latrine as the bigger
[02:17:13.440 --> 02:17:16.120]  pieces being elite, there would be elite pieces in there.
[02:17:16.120 --> 02:17:21.920]  Well, the Palestinians, for instance, are in, you might say, a barbed wire concentration
[02:17:21.920 --> 02:17:22.920]  camp.
