[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[34:14.000 --> 34:19.000]  First is that why isn't anybody on the left speaking out against the censorship?
[34:19.000 --> 34:25.000]  They are seeing the purge happening. They know that infowars is being economically sabotaged.
[34:25.000 --> 34:30.000]  They see infowars under attack. They see natural news. That's my site, under attack.
[34:30.000 --> 34:32.000]  They see the Gateway Pundit under attack.
[34:32.000 --> 34:38.000]  They see Breitbart people being banned off of Twitter, for example, or Shadowban on Facebook.
[34:38.000 --> 34:41.000]  They see it happening and they love it.
[34:41.000 --> 34:49.000]  This is what's crucial to understand is that the left is not opposed to censorship as long as they push the buttons and control who's censored.
[34:49.000 --> 34:55.000]  In other words, the left hates the First Amendment. The left, of course, also hates the Second Amendment.
[34:55.000 --> 35:02.000]  The left hates the Fourth Amendment. They weaponize the deep state to spy on Trump advisors and Trump officials.
[35:02.000 --> 35:06.000]  If you get down to it, the left hates everything that America was built on.
[35:06.000 --> 35:09.000]  They hate the Constitution. They hate the American flag.
[35:09.000 --> 35:12.000]  They hate Christianity. They hate the family.
[35:12.000 --> 35:15.000]  You ever notice that? They hate the word family.
[35:15.000 --> 35:20.000]  They hate, it seems, white people sometimes for some reason, which is totally bizarre.
[35:20.000 --> 35:27.000]  And they definitely hate Alex Jones and they hate this operation, which is why this operation needs your support.
[35:27.000 --> 35:38.000]  Because we are so close to having absolute victory over the fake news, the fabricated media of the left, their false lies, the deep state being exposed, everything.
[35:38.000 --> 35:41.000]  Infowars is really the tip of the spear.
[35:41.000 --> 35:47.000]  So I do want to mention, by the way, there are ongoing specials from Operation Paul Revere.
[35:47.000 --> 35:53.000]  Just go to InfowarsStore.com. You will find products that provide a revenue stream for this operation.
[35:53.000 --> 36:01.000]  You're not just getting nutritional supplements. You're funding this Infowar that stands up for your liberty and your free speech.
[36:01.000 --> 36:10.000]  Now, what happens when leftists run society? If they take control, if they succeed in banning the First Amendment and the Second Amendment,
[36:10.000 --> 36:18.000]  and wiping out all conservative voices across YouTube and Facebook, if the left is in charge, they run everything into the ground.
[36:18.000 --> 36:22.000]  They destroy societies. If you go down the spectrum of leftism, you get North Korea.
[36:22.000 --> 36:31.000]  You get thrown in the gulag or executed with an 88mm cannon by Kim Jong-un if you speak out against him.
[36:31.000 --> 36:40.000]  Look at the cities that the left runs. San Francisco has so much human feces now all across the city that's practically a turd world country at this point.
[36:40.000 --> 36:48.000]  It's so bad. They've got needles, heroin needles just strewn about all over the city streets, and this is supposed to be a mecca of leftism.
[36:48.000 --> 36:59.000]  This is Silicon Valley where all these ideas come from, and they've got human feces everywhere that you have to have a map on your phone to know where you shouldn't step on the city streets
[36:59.000 --> 37:05.000]  because it's run by tyrants. It's run by people who despise logic and reason.
[37:05.000 --> 37:10.000]  Look at Los Angeles. 58,000 homeless people now in Los Angeles County.
[37:10.000 --> 37:15.000]  The homeless problem is so bad that it's practically another shadow city there.
[37:15.000 --> 37:21.000]  This is the destitution, the desperation that leftism breeds.
[37:21.000 --> 37:28.000]  Every major city that's run by leftists is either the murder capital of America, or it has a homeless problem that is out of control,
[37:28.000 --> 37:35.000]  or it has a tyranny problem where all business owners are moving out of the city, or it has an unemployment problem, or it has a human feces problem.
[37:35.000 --> 37:44.000]  They want this for the whole nation. And think about this. These school shootings, they all happen, or 98% of them happen in gun-free zones, right?
[37:44.000 --> 37:48.000]  That's where the violence happens because the leftists said, let's have gun-free zones.
[37:48.000 --> 37:53.000]  And so the shooters say, well, let's go there because no one's going to shoot back.
[37:53.000 --> 37:57.000]  Think about the fact that the left wants to turn the entire country into a gun-free zone.
[37:57.000 --> 38:07.000]  And by that, they mean that the guns are in the hands of just the government officials, the police, that the left says are murdering people.
[38:07.000 --> 38:11.000]  So how do you get that? These contradictions are so out of control.
[38:11.000 --> 38:18.000]  In order to be a leftist, you have to believe two contradictory ideas at the same time, and somehow believe they're both real.
[38:18.000 --> 38:23.000]  Like the idea that police are bad, they say, and murdering people, and they want to kill the police.
[38:23.000 --> 38:27.000]  That's what they're chanting at some of these Black Lives Matter rallies.
[38:27.000 --> 38:34.000]  And then they want to say, well, no, let's give all the guns just to the police and to the federal agents and take the guns away from the citizens.
[38:34.000 --> 38:37.000]  It makes no sense. It's a contradiction.
[38:37.000 --> 38:42.000]  It's like they say Trump is Hitler, and then let's give Trump all the guns.
[38:42.000 --> 38:44.000]  What? Your logic makes no sense.
[38:44.000 --> 38:48.000]  It's like they say you got to have diversity and equality.
[38:48.000 --> 38:52.000]  Well, let's see. Diversity means everybody's different.
[38:52.000 --> 38:54.000]  Equality means everybody's the same.
[38:54.000 --> 38:59.000]  You can't have diversity and equality at the same time.
[38:59.000 --> 39:06.000]  And by the way, when the left says diversity, what they mean is a group of obedient people all parroting the exact same words,
[39:06.000 --> 39:10.000]  the exact same phrases, but having different skin color in the same room.
[39:10.000 --> 39:13.000]  That's it. To them, that's diversity. It's skin deep.
[39:13.000 --> 39:19.000]  You know, someone from a different country, someone, a refugee, and here's an undocumented immigrant, they'll say.
[39:19.000 --> 39:21.000]  And here's an African-American. Here's a white person.
[39:21.000 --> 39:28.000]  But they must all conform to the exact same obedient demands because the left has become a cult.
[39:28.000 --> 39:30.000]  It's radical cultism.
[39:30.000 --> 39:32.000]  You know what real diversity looks like?
[39:32.000 --> 39:34.000]  It looks like infowars.
[39:34.000 --> 39:37.000]  Real diversity actually is diversity of thought.
[39:37.000 --> 39:40.000]  It's a diversity of opinions. It's the independent media.
[39:40.000 --> 39:48.000]  And it's diversity that's under assault by YouTube because they cannot handle diversity of views, a diversity in the conversation.
[39:48.000 --> 39:52.000]  They cannot handle diverse analysis by independent thinkers.
[39:52.000 --> 39:55.000]  They demand absolute conformity.
[39:55.000 --> 40:02.000]  They demand that you conform to their system and do exactly what you're told, or you will be punished.
[40:02.000 --> 40:06.000]  You will be economically sabotaged. You will be targeted and named by CNN to be destroyed.
[40:06.000 --> 40:09.000]  You will be named by the Washington Post to be destroyed.
[40:09.000 --> 40:13.000]  You will be named by the New York Times, whatever it takes.
[40:13.000 --> 40:18.000]  They will come after you. They will lie about you just like they're lying about Alex and lying about infowars.
[40:18.000 --> 40:25.000]  You know, I haven't been here for almost four years until a couple of weeks ago when I was a guest.
[40:25.000 --> 40:30.000]  I gotta tell you, this is a super professional operation that people here are dedicated.
[40:30.000 --> 40:34.000]  This is the new infrastructure of truth media for America.
[40:34.000 --> 40:43.000]  I'm telling you, when CNN craters, when the fake news media finally loses its last viewer, which seems to be approaching every day,
[40:43.000 --> 40:47.000]  this operation right here is the new truth media for America.
[40:47.000 --> 40:53.000]  I see it. The studios, the technology, the know-how, the wisdom, the personnel here, the dedication to the truth,
[40:53.000 --> 40:58.000]  the dedication to actual diversity of views right here in the infowars studios.
[40:58.000 --> 41:02.000]  The fact that Alex invites me on, he has no idea what I'm going to cover.
[41:02.000 --> 41:06.000]  He doesn't tell me what to cover. He doesn't say you have to cover this and this and this.
[41:06.000 --> 41:14.000]  Alex knows that Liberty-minded people are going to have slightly different views, but they all have the same passion to protect this country.
[41:14.000 --> 41:18.000]  And I want to hear from you, by the way. I'm going to open up the phones in the second hour, okay?
[41:18.000 --> 41:22.000]  And we're going to take some calls. We're going to talk to Jim Hoft from the Gateway Pundit.
[41:22.000 --> 41:27.000]  We are probably going to talk to Gary Franchi if we can get him on the phone about censorship as well.
[41:27.000 --> 41:30.000]  There are more examples of censorship that are happening.
