[00:03.000 --> 00:10.800]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[27:59.200 --> 28:06.600]  Some of these are guess what a major Russian steel company came in and said, you know, we don't we don't like that by American provision in there
[28:06.600 --> 28:08.120]  Now they got some facilities in the US
[28:08.120 --> 28:13.720]  There's also a company called California Steel Industries. It's owned by Japanese and Brazilian companies
[28:13.720 --> 28:20.400]  Japanese steel company owns them. They hired the firm that John Boehner is with to take out the by American clause
[28:21.200 --> 28:26.560]  Now this is a couple of different issues. One of them is do we really want the federal government building our infrastructure?
[28:26.560 --> 28:28.560]  I think that's a bad idea in the first place
[28:28.840 --> 28:33.080]  But the other part of this shows how there is a revolving door
[28:34.040 --> 28:42.160]  Between those who are power brokers going out and becoming lobbyists and we have seen this from all these former speakers both Democrat and Republican
[28:42.160 --> 28:46.800]  That's why it is so important to have some to increase this
[28:48.000 --> 28:51.800]  So that you extend it from a one-year ban to a five-year ban
[28:52.520 --> 28:58.240]  See Paul Ryan says that's very dangerous because it would affect people like John Boehner who put him in power
[28:58.680 --> 29:02.960]  Because John Boehner was already involved. His firm was already shutting down things
[29:03.800 --> 29:05.000]  immediately
[29:05.000 --> 29:10.320]  afterwards and we also have as the press and we talked about the press coming after
[29:10.320 --> 29:18.160]  Donald Trump and saying no look at these popularity polls. They're the lowest we've had for a president-elect the way they spend
[29:18.760 --> 29:24.160]  The information that comes out of course one of the other things that Paul Ryan did and he was picked by the elitist
[29:24.920 --> 29:29.520]  To be the running mate for Mitt Romney. I'm sure he's looking at a presidential run in the future
[29:29.520 --> 29:34.320]  And he is grooming himself for that and we have the Washington Post saying in a remarkable exchange
[29:34.920 --> 29:36.200]  Paul Ryan
[29:36.200 --> 29:38.200]  exposes the cruelty of Trumpism
[29:38.200 --> 29:45.720]  Because he comes after the idea that we should have borders that we should have immigration laws stay with us Alex Jones will be right back
[29:48.640 --> 29:55.560]  We're on the March the Empire's on the run Alex Jones and the GCN radio network
[29:59.840 --> 30:05.920]  Nobody loves Barack Obama more than Barack Obama in his speech during the Chicago Cubs World Series visit to the White House
[30:05.920 --> 30:10.800]  He referred to himself a humble 40 times in his farewell address one of his many farewells
[30:10.800 --> 30:15.880]  He referred to himself 75 times when campaigning for Hillary Clinton in Philadelphia last year
[30:15.880 --> 30:22.680]  He referred to himself 137 times after the police shooting in Dallas Obama delivered an address in which he referred to himself
[30:22.920 --> 30:28.760]  45 times not once referencing himself as one to blame after a mass shooting in Oregon in a 12 minute speech
[30:28.760 --> 30:34.180]  He referenced himself 28 times at the Democratic National Convention Obama referred to himself a whopping
[30:34.180 --> 30:39.580]  119 times some attendees were confused and thought he was running again when speaking in India last year
[30:39.580 --> 30:41.740]  He referred to himself 118 times
[30:41.740 --> 30:47.140]  It's an international love fest in a speech on jobs in Ohio in 2010 Barack referenced himself
[30:47.940 --> 30:53.380]  132 times, but I want you to I want you to understand this is not about me
[30:53.380 --> 30:59.020]  And every morning he eats a bowl of barrios to start his day. This is Owen shroyer for info wars calm
[30:59.340 --> 31:03.420]  It's not just our water. We need to filter. It's not just our food that he's be clean
[31:03.420 --> 31:09.380]  It's the air. We're breathing especially for our children the artificial particulates of the chemicals is
[31:10.060 --> 31:16.620]  Absolutely weighing down our immune systems the same team based right here in America that brought you the Alexa pure
[31:17.140 --> 31:23.060]  groundbreaking water filtration systems have now developed Alexa pure breeze whether it's your home or office
[31:23.060 --> 31:27.620]  He owe it to yourself your co-workers your family your children to the best job
[31:27.620 --> 31:34.940]  You can to purify your air the elite are masters at poisoning our environment while themselves doing things that mitigate or avoid
[31:34.980 --> 31:38.340]  Most the toxic effects for themselves the general public doesn't
[31:39.100 --> 31:43.100]  The Alexa pure breeze would be a steal at three hundred four hundred five hundred dollars
[31:43.100 --> 31:47.820]  One of these systems can keep eight hundred square feet incredibly clean. This is a system
[31:47.820 --> 31:53.340]  I'm personally putting in throughout my house replacing older more expensive filters that didn't do as good a job
[31:53.340 --> 31:57.860]  Find out why this system is so revolutionary today and for worse store.com
[31:59.380 --> 32:04.180]  We have the new product and for worse life calm bio true selenium
[32:04.180 --> 32:10.980]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic
[32:11.540 --> 32:16.820]  Bioavailable selenium from mustard seed extract when you take selenium in the body
[32:16.820 --> 32:22.660]  It actually benefits the detoxification systems in your body. It helps balance the thyroid gland
[32:22.660 --> 32:30.580]  It helps detoxify selenium is another one of those absolute must-haves the highest concentration of selenium is in the thyroid gland
[32:30.580 --> 32:33.020]  But it's actually used all over the body as a matter of fact
[32:33.020 --> 32:36.300]  There's 25 genes in the body that are directly
[32:36.980 --> 32:40.020]  dependent upon selenium so it really is a
[32:40.260 --> 32:47.260]  All-around nutrient that everybody really needs. I'm taking it now every day. This is so key bio true
[32:47.260 --> 32:52.940]  Selenium is the product the best selenium that we could bring you. We believe it's the best out there at a very very low price
[32:53.180 --> 32:58.780]  Excusably available in infowars life calm or by calling toll free triple eight two five three three one three nine
[32:58.780 --> 33:16.460]  Defending the Republic from enemies born and domestic it's Alex Jones
[33:16.460 --> 33:33.820]  If we find out they don't somebody on behalf of Donald Trump was on the phone or an email relations with somebody in Russia or the
[33:33.820 --> 33:38.780]  American the ambassador to America from Russia and there was some sort of as you call it collusion
[33:38.860 --> 33:45.580]  Then what does that make Trump subject to impeachment? What do you mean by not legitimate? Just generally what you mean by the term?
[33:45.580 --> 33:49.580]  Well, here's what I thought there was a connection. There was collusion your term
[33:49.820 --> 33:53.460]  Well, here's what I'm trying to get to if we discover that
[33:54.420 --> 34:02.940]  Donald Trump are his advocates played a role in helping to devise strategy if they're the ones who came up with crooked Hillary
[34:02.940 --> 34:09.820]  If they're the ones who came up with she's ill something's wrong with her energy and the way that he
[34:10.460 --> 34:14.620]  Basically, you know described her in the campaign. I think that is
[34:14.620 --> 34:20.380]  Is something that would put the question squarely on the table whether or not he should be impeached
[34:21.180 --> 34:24.940]  So you think it's that you could have an impeachable offense before you take office in other words?
[34:25.420 --> 34:27.900]  Well, I think that at the point that
[34:29.500 --> 34:36.460]  Investigations discover and can confirm and document any of that that they had a role
[34:37.020 --> 34:39.020]  In helping to strategize
[34:39.020 --> 34:46.060]  They had a role in attempting to determine the outcome that in many ways they use the information
[34:46.460 --> 34:53.900]  That they got from the DNC when they hacked into our emails, etc. If that was used against Hillary Clinton in some ways
[34:54.140 --> 34:59.500]  Yes, I think that's impeachable. You're saying you're looking for an economic message that speaks to the needs
[35:00.140 --> 35:04.940]  Of the middle class and of working people of all colors and I applaud you for attempting to find that message
[35:04.940 --> 35:09.980]  So for eight years President Obama has been telling us he wants to lower drug prices
[35:10.380 --> 35:14.060]  Because they're too high right and that was part of the purpose of obama care, but it didn't work as you know
[35:14.060 --> 35:19.340]  They're still too high right right a very fast way to do that would be to reimport drugs from canada
