[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[37:50.000 --> 37:53.000]  They try to keep it quiet because it's such treason. It's unbelievable.
[37:53.000 --> 37:56.000]  We know China owns the majority of our debt after the private fellow reserve.
[37:56.000 --> 38:02.000]  We know they now own Hollywood. You've helped block some of them buying up American Bandstand, a few final things they didn't own.
[38:02.000 --> 38:11.000]  We know that they're teaching Maoism in the colleges and all 50 major state-funded colleges have major Chai-Com infiltration.
[38:11.000 --> 38:17.000]  Some of them are run by the Chai-Coms, even the Washington Post had to admit.
[38:17.000 --> 38:22.000]  We know that the People's Army of China has been caught running Dian Feinstein's operation.
[38:22.000 --> 38:25.000]  We know their penetration is hundreds of times that of the Russians.
[38:25.000 --> 38:33.000]  We know they're involved in election meddling, and we're so arrogant they went to Davos a year and a half ago and said they would stop your agenda along with Yunker.
[38:33.000 --> 38:36.000]  Mr. President, America knows you're real.
[38:36.000 --> 38:42.000]  They know the Democrats are the anti-American globalist ally of the Chai-Coms, radical Islam, the unelected EU, and others.
[38:42.000 --> 38:47.000]  If you come out before the midterms and make the censorship the big issue and them trying to steal the election,
[38:47.000 --> 38:55.000]  and if you make the fact we need an internet bill of rights and antitrust busting on these companies, if they don't back off right now,
[38:55.000 --> 39:03.000]  and if you don't come out and point out that the Communist Chinese have penetrated and infiltrated and are way, way worse than the Russians because it's true,
[39:03.000 --> 39:09.000]  and the Democrats are scared of that coming out, and you've got the Feinstein info coming out, and more is about to come out,
[39:09.000 --> 39:16.000]  just as I've told everybody, than they will be able to steal the midterms and start the impeachment.
[39:16.000 --> 39:18.000]  It's the right thing to do, Mr. President.
[39:18.000 --> 39:22.000]  It's the truth, and it's crazy to believe it.
[39:22.000 --> 39:23.000]  It's crazy to understand it.
[39:23.000 --> 39:32.000]  I know you've been told this from our technology to the South China Sea to everything to them having 98% of rare earth minerals.
[39:32.000 --> 39:34.000]  They didn't do that by themselves.
[39:34.000 --> 39:35.000]  They were given that.
[39:35.000 --> 39:38.000]  David Rockefeller said he was going to move over to China.
[39:38.000 --> 39:43.000]  They said they were going to do all this, and now you've stepped in, the country's coming back from the dead.
[39:43.000 --> 39:49.000]  They're desperate to stop it, and they're trying to stop you and every American from having their speech by defaming me,
[39:49.000 --> 39:53.000]  lying about what I've done, Soros financing fake lawsuits to give it legitimacy,
[39:53.000 --> 39:59.000]  and now de-platforming me ahead of it because the lawsuits are all getting thrown out because their lies,
[39:59.000 --> 40:03.000]  90% of what's in these things are total frauds,
[40:03.000 --> 40:09.000]  and they know we're getting stronger, and they know we're moving forward, and they now have made the wrong move.
[40:09.000 --> 40:11.000]  I believe they've jumped the shark.
[40:11.000 --> 40:15.000]  I believe they've won the battle, but they're going to lose the war if you, with your vision,
[40:15.000 --> 40:20.000]  continue to take action and make free speech, and this internet antitrust garbage,
[40:20.000 --> 40:22.000]  the number one issue, and move against them now.
[40:22.000 --> 40:25.000]  If you don't, they are going to steal the midterms.
[40:25.000 --> 40:30.000]  They're already doing it with economic contributions of the Democrats, blocking everybody else's speech,
[40:30.000 --> 40:34.000]  that supports America and making it great again, and your agenda.
[40:34.000 --> 40:40.000]  So I knew they were planning to ban everybody, so I decided to just go right after Apple and Google moving to China,
[40:40.000 --> 40:45.000]  knowing they banned me completely because I was calling for criminal prosecution of them.
[40:45.000 --> 40:47.000]  They took the bait.
[40:47.000 --> 40:53.000]  Alex Jones and Donald Trump, you need to blow the whistle on Chinese Communist infiltration of Silicon Valley Democratic Party.
[40:53.000 --> 40:58.000]  Then I went to their meetings in Congress, confronted them face to face, and it happened.
[40:58.000 --> 41:07.000]  The Pentagon, the CIA now understands, and very soon Google and YouTube, its subsidiary and Alphabet,
[41:07.000 --> 41:10.000]  and Twitter and Facebook reportedly will be back in our hands.
[41:10.000 --> 41:13.000]  If they're not back in our hands, the globalists are going to win.
[41:13.000 --> 41:17.000]  We built it. We constructed it. It's been hijacked by Obama and the Chai comms.
[41:17.000 --> 41:18.000]  It's time to take it back.
[41:18.000 --> 41:24.000]  Now, we're going to go to both our guests, one via Skype, one no introduction, Stuart Rhodes here in studio.
[41:24.000 --> 41:28.000]  Matt Marshall is the state leader of the Washington 3% community.
[41:28.000 --> 41:35.000]  He's an awesome guy, and we're going to be talking to the combat veteran and patriot who's had to deal with the John Brown Gun Club,
[41:35.000 --> 41:42.000]  a leftist terrorist organization, I guess the SS arm of Antifa, and he knew.
[41:42.000 --> 41:48.000]  He'd run into the moron Patsy that firebombed and tried to kill the police,
[41:48.000 --> 41:51.000]  tried to, I guess, burn people up inside the ICE facility in Tacoma, Washington.
[41:51.000 --> 41:53.000]  That's all coming up on the other side.
[41:53.000 --> 41:56.000]  Briefly, we won't be here without your support.
[41:56.000 --> 42:00.000]  Hey, Ilhan Omar, nothing against Somalia, but you don't have space shuttles over there.
[42:00.000 --> 42:07.000]  We've got the Space Force red, white, and blue designer shirt, 1776.
[42:07.000 --> 42:09.000]  The shirt costs us like 14 bucks to produce.
[42:09.000 --> 42:14.000]  The really high quality made in America, the printing, the red, white, and blue American flag.
[42:14.000 --> 42:19.000]  Similar shirts are sold for 40, 50 bucks at the mall, but they don't have infowars.com on them.
[42:19.000 --> 42:22.000]  This is for 1776 to get the word out.
[42:22.000 --> 42:29.000]  Our 1776 Worldwide Special has to end tomorrow because supplies are very low, a bunch of the best supplements.
[42:29.000 --> 42:39.000]  75 is 25% off store-wide at infowarsstore.com, 1776 on oral apparel, and a bunch of the other best-selling supplements are 1776 as well.
[42:39.000 --> 42:43.000]  Get your Ultra 12, the best B12 out there for 1776 as well.
[42:43.000 --> 42:46.000]  Whatever you do, be part of the Second American Revolution.
[42:46.000 --> 42:51.000]  Funding us is just as important in a war as producing bullets and food for the troops.
[42:51.000 --> 42:53.000]  Without you, we don't roll.
[42:53.000 --> 42:55.000]  When you support us, we will cross the enemy together.
[42:55.000 --> 42:59.000]  Stay with us.
[42:59.000 --> 43:05.000]  I talk about this on the air, and I know it stinks into people, but I've decided that we're going to kind of reboot all our supplements.
[43:05.000 --> 43:10.000]  In that if you go back five, six years ago, before all the censorship and attacks and fake lawsuits and the rest of it,
[43:10.000 --> 43:14.000]  I would talk about how great the products are and how they were the best and why they were,
[43:14.000 --> 43:16.000]  and I'd have doctors on an expert to explain why they were so good.
