[00:00:00.750 --> 00:00:04.333]  WCAX-TV.
[00:24:16.488 --> 00:24:21.131]  I mean, if they're cutting his phones and cut his power and he saw drones, it doesn't look good.
[00:24:21.131 --> 00:24:21.771]  We'll be right back.
[00:24:27.623 --> 00:24:33.450]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:24:33.450 --> 00:24:41.098]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:24:41.778 --> 00:24:49.221]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:24:49.221 --> 00:25:00.966]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:25:00.966 --> 00:25:04.928]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:25:04.928 --> 00:25:07.189]  It's an anthology of government crimes.
[00:25:07.189 --> 00:25:11.051]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:25:11.632 --> 00:25:18.964]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:25:24.719 --> 00:25:33.246]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[00:25:33.246 --> 00:25:43.315]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[00:25:43.795 --> 00:25:49.840]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[00:25:49.840 --> 00:26:00.748]  Find out everything from where to get water in an emergency, the geographic income levels, housing prices, complete with over three gigabytes of detailed information on the 3,000 plus counties in the U.S.
[00:26:00.748 --> 00:26:07.494]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[00:26:07.494 --> 00:26:12.738]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium at
[00:26:13.700 --> 00:26:17.146]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[00:26:17.146 --> 00:26:18.970]  That's 888-803-4438 or order online at Berkeywater.com.
[00:26:24.375 --> 00:26:26.316]  Hello friends, Alex Jones here.
[00:26:26.316 --> 00:26:30.338]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:26:30.338 --> 00:26:39.424]  An intruder has taken your personal possessions, credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[00:26:39.424 --> 00:26:44.547]  What's worse is you realize he got it through your front door because you left it unlocked.
[00:26:44.547 --> 00:26:45.367]  Every time you walk
[00:26:45.367 --> 00:26:48.149]  Walk away from your computer, leaving your internet connection on.
[00:26:48.149 --> 00:26:53.892]  You are virtually inviting hackers, criminals, and Big Brother to access your personal information.
[00:26:53.892 --> 00:27:00.155]  Put a stop to this right now with the Net7 Network Security Switch from Net7 Technologies.
[00:27:00.155 --> 00:27:03.177]  Turn your internet on and off with one simple switch.
[00:27:03.317 --> 00:27:03.877]  This is the end
[00:27:32.446 --> 00:28:02.142]  Beautiful friend This is the end My only friend, the end Of our elaborate plans, the end Of everything that stands, the end I'll never say to your surprise
[00:28:11.674 --> 00:28:12.455]  Welcome back.
[00:28:12.455 --> 00:28:14.719]  We've got breaking news here.
[00:28:14.719 --> 00:28:17.463]  Police assembled by Brown's home.
[00:28:17.463 --> 00:28:19.407]  Another article here.
[00:28:20.419 --> 00:28:22.341]  This is out of the Union Leader newspaper.
[00:28:22.341 --> 00:28:27.025]  Let's get the Union Leader reporter Pat Groffsmith and Kristen Sins on.
[00:28:27.025 --> 00:28:29.327]  It's definitely on, ladies and gentlemen.
[00:28:29.327 --> 00:28:31.930]  It's definitely something going on there.
[00:28:31.930 --> 00:28:34.132]  And I'm sorry we were cautious at the start of the show.
[00:28:34.132 --> 00:28:35.793]  We have to do that here.
[00:28:35.793 --> 00:28:37.695]  I'm actually extremely cautious with what we cover.
[00:28:38.776 --> 00:28:41.638]  And, of course, we always get blamed for doing the opposite.
[00:28:41.638 --> 00:28:44.861]  Dozens of heavily armed state police and federal agents have assembled.
[00:28:44.861 --> 00:28:45.982]  It is confirmed.
[00:28:45.982 --> 00:28:48.064]  Confirmed, confirmed, confirmed.
[00:28:48.064 --> 00:28:50.266]  It's up on PrisonPlanet.com right now.
[00:28:50.266 --> 00:28:54.830]  Dozens of heavily armed, and stay with us, Fred Smart, I want to bring you back up.
[00:28:54.830 --> 00:28:56.071]  Let me get this article out.
[00:28:56.071 --> 00:29:03.938]  Dozens of heavily armed state police and federal agents have assembled near the rural Grafton County home of tax protester Ed and Elaine Brown.
[00:29:05.080 --> 00:29:27.818]  About 50 state troopers, some armed with high-powered rifles, the state working with the globalist private IRS, along with a vehicle from an explosives unit, oh that's so they can imply they've got bombs, gathered this morning in Plainfield, a town where Edward and Elaine Brown have been holed up in their home since being convicted of tax evasion and sentencing to leaky federal prison sentences.
[00:29:27.818 --> 00:29:30.901]  The Browns have been aware of the increased police activity all morning,
[00:29:31.321 --> 00:29:41.524]  In an audio file posted on a blog this morning, he said a silent aircraft at about 5,000 feet... Notice they don't ever give credit to... That's just normal!
[00:29:41.524 --> 00:29:43.164]  You're supposed to link to your source!
[00:29:43.164 --> 00:29:45.085]  No, they just take it!
[00:29:45.085 --> 00:29:48.686]  That is total journalistic scammery!
[00:29:48.686 --> 00:29:51.667]  And again, it isn't about who gets the credit, it's that we need that info!
[00:29:51.667 --> 00:29:53.367]  We want to go to the original source!
[00:29:53.367 --> 00:29:54.728]  That's why you're supposed to do it!
[00:29:54.728 --> 00:29:56.168]  That's what we do in our articles!
[00:29:58.029 --> 00:29:59.409]  You're supposed to source them by name.
[00:29:59.409 --> 00:30:02.150]  You're unbelievable, you scum.
[00:30:02.150 --> 00:30:05.551]  I don't know if the editor wouldn't let them do it, or I don't know if it's the writers that are scum.
[00:30:05.551 --> 00:30:08.172]  The Browns have been aware of increased police activity all morning.
[00:30:08.172 --> 00:30:19.695]  In an audio file posted on a blog this morning, he said a silent aircraft at about 50,000 feet in the air flew over his home overnight.
[00:30:19.695 --> 00:30:21.655]  And he said at about 7.45 a.m.
[00:30:21.655 --> 00:30:25.016]  this morning, a visiting friend
[00:30:25.737 --> 00:30:27.877]  Took a dog out for a walk, but never returned.
[00:30:27.877 --> 00:30:29.458]  They may just be listening to the show.
[00:30:29.458 --> 00:30:32.378]  The dog, he said, came running up the driveway about an hour later.
[00:30:32.378 --> 00:30:42.020]  He also said a neighbor called 845 to let him know that two and one-half dozen state troopers were coming down Route 12A, heading in his direction.
[00:30:42.020 --> 00:30:43.901]  Hmm, interesting that fellow slipped off.
[00:30:43.901 --> 00:30:46.281]  Did they grab him, or did he know when to go?
[00:30:46.281 --> 00:30:46.701]  Who knows?
[00:30:46.701 --> 00:30:47.821]  We'll find out later.
[00:30:47.821 --> 00:30:50.542]  But Browns were convicted in January in U.S.
[00:30:50.542 --> 00:30:53.803]  District Court in Concord for not paying more than $500,000 in taxes.
[00:30:56.224 --> 00:30:59.066]  Do you remember how there was the B.A.T.F.?
[00:30:59.066 --> 00:30:59.567]  I've met him.
[00:30:59.567 --> 00:30:59.847]  I know him.
[00:30:59.847 --> 00:31:00.267]  I forget his name.
[00:31:00.267 --> 00:31:01.488]  Hispanic officer.
[00:31:01.488 --> 00:31:03.290]  He was crying, saying, why'd you kill everybody?
[00:31:03.290 --> 00:31:04.791]  Why'd you open fire?
[00:31:04.791 --> 00:31:08.654]  He came out mad, throwing fits, you know, when they went ahead and just opened fire and attacked.
[00:31:08.654 --> 00:31:09.635]  He was saying, why, why?
[00:31:09.635 --> 00:31:12.097]  He could have picked Koresh up in town.
[00:31:12.097 --> 00:31:13.758]  Remember that?
[00:31:13.758 --> 00:31:14.659]  Now, maybe they grabbed this guy.
[00:31:14.659 --> 00:31:17.341]  He's probably a great guy, but we have to ask ourselves, why did he slip off?
[00:31:17.341 --> 00:31:18.542]  We, you know, have to ask that.
[00:31:18.542 --> 00:31:19.382]  It's a classic M.O.
[00:31:19.382 --> 00:31:19.462]  to...
[00:31:22.549 --> 00:31:24.191]  The Browns were convicted in January in U.S.
[00:31:24.191 --> 00:31:26.193]  District Court and conquered a not-paying $500,000.
[00:31:26.193 --> 00:31:32.079]  The union leader correspondent was kept away from the Browns' compound by state police, who would not say why.
[00:31:32.079 --> 00:31:33.600]  That is confirmed.
[00:31:33.600 --> 00:31:34.061]  That's it.
[00:31:34.061 --> 00:31:35.502]  It's what we were asking for.
[00:31:35.502 --> 00:31:37.844]  Reporters went out there and were kept away.
[00:31:37.844 --> 00:31:38.545]  Boom!
[00:31:38.545 --> 00:31:39.286]  It's on!
[00:31:39.286 --> 00:31:39.966]  Period!
[00:31:39.966 --> 00:31:42.349]  God knows what these criminals have done.
[00:31:42.349 --> 00:31:45.412]  God knows what they've done to these people.
[00:31:47.290 --> 00:31:49.372]  It's on with that line.
[00:31:49.372 --> 00:31:51.133]  You can bank it, ladies and gentlemen.
[00:31:51.133 --> 00:31:55.456]  The state police kept Pat Grossmith and Kristen Sins away.
[00:31:55.456 --> 00:31:57.978]  This is outrageous.
[00:31:57.978 --> 00:31:59.219]  That's it.
[00:31:59.219 --> 00:32:04.123]  They are definitely surrounded at the bare minimum.
[00:32:04.123 --> 00:32:09.027]  This broadcast is available on MP3 CD format at GCNLive.com or call toll free 877-300-7645.
[00:32:16.192 --> 00:32:27.684]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[00:32:27.684 --> 00:32:31.168]  The revolutionary Berkey Light removes pathogenic bacteria.
[00:32:31.428 --> 00:32:35.929]  Cysts, parasites and harmful or unwanted chemicals to below detectable levels.
[00:32:35.929 --> 00:32:46.851]  It also removes foul tastes and odors like that rotten egg smell of sulfide and it reduces nitrates and unhealthy minerals like lead and mercury while leaving in the healthful and nutritional minerals your body needs.
[00:32:46.851 --> 00:32:52.572]  The Berkey Light is so powerful it can purify raw untreated water from remote lake streams and stagnant ponds.
[00:32:52.572 --> 00:32:58.913]  The Berkey Light is transparent and glows in the dark with its rechargeable LED lighting system so it can be used as a night light or
[00:32:59.554 --> 00:33:01.796]  Get the Berkey Light Purifier for only $279.
[00:33:01.796 --> 00:33:06.180]  Call New Millennium 888-803-4438.
[00:33:06.180 --> 00:33:08.082]  That's 888-803-4438.
[00:33:08.082 --> 00:33:12.347]  Or order on the web at berkeywater.com.
[00:33:12.347 --> 00:33:16.991]  Not yet available in Iowa.
[00:33:16.991 --> 00:33:19.394]  Waging war on corruption.
[00:33:19.394 --> 00:33:22.177]  Alex Jones on the GCM Radio Network.
[00:33:28.706 --> 00:33:33.550]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:33:33.550 --> 00:33:35.131]  You want answers?
[00:33:35.131 --> 00:33:36.693]  Well, so does he.
[00:33:36.693 --> 00:33:40.876]  He's Alex Jones on the GCN Radio Network.
[00:33:40.876 --> 00:33:50.944]  And now, live from Austin, Texas, Alex Jones.
[00:33:50.944 --> 00:33:56.449]  The best way to find Ed and Elaine Brown's blog is just type in Quest for a Fair Trial.
[00:33:57.734 --> 00:34:00.477]  That's why the media won't link to it.
[00:34:00.477 --> 00:34:03.600]  And you can find out all the basics there.
[00:34:03.600 --> 00:34:05.962]  Quest for a Fair Trial.
[00:34:05.962 --> 00:34:06.683]  Ed and Elaine Brown.
[00:34:06.683 --> 00:34:07.224]  It'll come up.
[00:34:07.224 --> 00:34:08.305]  We'll get all the links up.
[00:34:08.305 --> 00:34:09.206]  They're already going up.
[00:34:09.206 --> 00:34:11.688]  All the latest at PrisonPlanet.com.
[00:34:11.688 --> 00:34:20.437]  For those that don't know, Pat Grossmuth and Kristen Sins have reported for the union leader at a playing field in New Hampshire,
[00:34:21.215 --> 00:34:24.796]  That the State Police turned them back.
[00:34:24.796 --> 00:34:28.637]  Union Leader Correspondent was kept away from the Browns' compound, their house.
[00:34:28.637 --> 00:34:29.637]  It's always called a compound.
[00:34:29.637 --> 00:34:31.278]  See, they don't want to say home.
[00:34:31.278 --> 00:34:34.038]  This is all psychological warfare.
[00:34:34.038 --> 00:34:34.598]  Okay?
[00:34:34.598 --> 00:34:35.419]  They don't want to say home.
[00:34:35.419 --> 00:34:38.720]  They've got to dehumanize that because you'll associate with your home.
[00:34:38.720 --> 00:34:40.500]  See the enemy's crafting.
[00:34:43.360 --> 00:34:47.285]  A union leader correspondent was kept away from the Browns compound.
