[00:00:00.109 --> 00:00:01.590]  A really good idea.
[00:27:53.944 --> 00:28:03.913]  And the women would have these big, five-foot, three-foot long fingernails, all disgusting and curled.
[00:28:03.913 --> 00:28:05.154]  You see, that's how they do it.
[00:28:05.154 --> 00:28:06.795]  And that's what they do with women today.
[00:28:06.795 --> 00:28:11.820]  Oh, you've got to be totally skinny and look like a 15-year-old track runner.
[00:28:13.008 --> 00:28:17.732]  And, uh, oh, you've got to have lips that look like they're a big baboon's.
[00:28:17.732 --> 00:28:21.215]  And, oh, you've got to, you know, have all this.
[00:28:21.215 --> 00:28:29.841]  So you feel inadequate, so they can sell you a bunch of garbage!
[00:28:29.841 --> 00:28:38.708]  To the point of, you want a new car, and you can't even buy it, because it's got so much gidgetry and gadgetry and fandangled garbage on it.
[00:28:40.405 --> 00:28:44.346]  Military strike is the only way to stop Iran, says top Israeli strategist.
[00:28:44.346 --> 00:28:46.687]  They're beating the drum big time to start attacking Iran.
[00:28:46.687 --> 00:28:47.708]  I can't believe this.
[00:28:47.708 --> 00:28:50.329]  This is a subject I should be talking about.
[00:28:50.329 --> 00:28:52.710]  And we're going to talk about it today.
[00:28:52.710 --> 00:28:57.231]  Israel divulges plan to nuke Iran.
[00:28:57.231 --> 00:28:58.952]  Surge in troops isn't enough, U.S.
[00:28:58.952 --> 00:29:01.893]  Commander says.
[00:29:01.893 --> 00:29:04.814]  Warrior of the Democrats sets stage for Iran attack.
[00:29:07.037 --> 00:29:08.758]  This is out of an Israeli newspaper.
[00:29:08.758 --> 00:29:11.098]  Israel's vital first strike.
[00:29:11.098 --> 00:29:15.020]  This is from the horse's mouth.
[00:29:15.020 --> 00:29:16.480]  Another story out of the LA Times.
[00:29:16.480 --> 00:29:22.022]  First wiretapping, now letter opening.
[00:29:22.022 --> 00:29:24.763]  Fair jury could crack Diana Kovarub.
[00:29:25.914 --> 00:29:32.040]  Queen backs away from royal jury as whitewash charges preempt inquest hearing.
[00:29:32.040 --> 00:29:34.122]  You have your inquest, okay?
[00:29:34.122 --> 00:29:34.903]  Your inquest.
[00:29:34.903 --> 00:29:36.064]  It doesn't matter anymore.
[00:29:36.064 --> 00:29:37.506]  We know you murdered her.
[00:29:37.506 --> 00:29:40.469]  The British people, it was 79% a few years ago.
[00:29:40.469 --> 00:29:43.572]  Now it's almost 90% in major polls last week.
[00:29:44.444 --> 00:29:47.267]  It's like George Bush Sr.
[00:29:47.267 --> 00:29:57.935]  at Ford's funeral saying, doesn't matter what you conspiracy theorists say, we know a lone nut acted alone and we know Gerald Ford says so, so it must be true.
[00:29:57.935 --> 00:30:00.977]  People used to be gullible and buy your baloney.
[00:30:00.977 --> 00:30:04.060]  They don't buy it anymore.
[00:30:04.060 --> 00:30:08.023]  But it's gotten so bad, people buy nothing.
[00:30:08.023 --> 00:30:11.566]  I haven't really talked about that paradigm or that enigma.
[00:30:12.768 --> 00:30:14.990]  That's not the proper term.
[00:30:14.990 --> 00:30:20.736]  And my allergy-hazed brain... I'll come up with the right word and we'll be back after this quick break.
[00:30:20.736 --> 00:30:22.237]  I'm Alejandro Jones.
[00:30:22.237 --> 00:30:25.820]  It's the Genesis Communications Radio Network.
[00:30:25.820 --> 00:30:27.222]  We're on the march.
[00:30:27.222 --> 00:30:29.744]  The empire's on the run.
[00:30:29.744 --> 00:30:32.407]  Alex Jones and the GCN Radio Network.
[00:30:36.368 --> 00:30:38.970]  Hello friends, Alex Jones here with an important question.
[00:30:38.970 --> 00:30:41.151]  What was the last time you used Pure Soap?
[00:30:41.151 --> 00:30:48.456]  I mean real hard to find all natural Pure Soap that contains no dyes, perfumes, deodorants, detergents or other dangerous toxins.
[00:30:48.456 --> 00:30:57.382]  The Calvin Pure Soap Company for the past 57 years has been making triple concentrated Pure Soaps exclusively for healthcare professionals and hospitals.
[00:30:57.382 --> 00:31:02.005]  Now for the first time Calvin Pure Soap is available factory direct to you and your family
[00:31:02.205 --> 00:31:06.446]  That's great news because Calvin Pure Soap is made from all natural ingredients.
[00:31:06.446 --> 00:31:09.047]  It's earth-friendly and completely environmentally safe.
[00:31:09.047 --> 00:31:13.408]  So if you want yesterday's values today for good old-fashioned pure soap, call 1-800-340-7091.
[00:31:13.408 --> 00:31:14.909]  Save up to 85% off supermarket and retail store prices.
[00:31:20.510 --> 00:31:22.991]  Call today for a Calvin Soap Catalog at 1-800-340-7091.
[00:31:22.991 --> 00:31:23.972]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[00:31:23.972 --> 00:31:26.533]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[00:31:36.050 --> 00:31:37.951]  The statistics are heart-wrenching.
[00:31:37.951 --> 00:31:46.915]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[00:31:46.915 --> 00:31:52.638]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[00:31:53.038 --> 00:32:00.805]  Now there is a unique way to pay tribute to the courageous men and women who spend their lives protecting our freedom, and to those who have lost their lives doing so.
[00:32:00.805 --> 00:32:06.450]  Davis Products is offering high-quality, solid-cast aluminum memorial markers for your American flag.
[00:32:06.450 --> 00:32:10.693]  Each memorial marker is specifically designed to represent one of 15 wars.
[00:32:10.693 --> 00:32:16.899]  All markers include a three-eighths inch pointed and threaded aluminum rod, painted and highlighted for an appearance that is unforgettable.
[00:32:17.179 --> 00:32:20.220]  What better way to pay homage to our enlisted loved ones?
[00:32:20.220 --> 00:32:24.561]  Davis Products Memorial Markers are only $9 apiece and can be ordered by calling 814-827-4946.
[00:32:24.561 --> 00:32:25.022]  That's 814-827-4946.
[00:32:25.022 --> 00:32:27.522]  Or visit Davis-Products.com.
[00:32:27.522 --> 00:32:28.283]  That's Davis-Products.com.
[00:32:36.397 --> 00:32:40.601]  I found this company online and they had this really unique variety of salt wellness products.
[00:32:40.601 --> 00:32:44.424]  I read some of the articles and ended up ordering this beautiful salt lamp.
[00:32:44.424 --> 00:32:48.787]  According to the company, they said that the salt crystal lamps gently purify indoor air.
[00:32:48.787 --> 00:32:49.968]  I was so amazed.
[00:32:49.968 --> 00:32:52.991]  I put it in the baby's room and it made a perfect nightlight.
[00:32:52.991 --> 00:32:55.273]  Both my husband and I could tell the difference.
[00:32:55.273 --> 00:33:00.457]  SoliWellness.com is a unique company that offers salt wellness products from around the world.
[00:33:00.917 --> 00:33:07.098]  So, I went back to the site and ordered their Soleil Simple Natural Cleaning Products, also made with Himalayan salt.
[00:33:07.098 --> 00:33:09.079]  I figured it would clean really well.
[00:33:09.079 --> 00:33:12.460]  The natural cleaning products worked wonderfully and there was no scent.
[00:33:12.460 --> 00:33:16.601]  This company has so many products my whole family can enjoy and feel better with.
[00:33:16.601 --> 00:33:18.421]  Plus, the service was great.
[00:33:18.421 --> 00:33:22.522]  If you're interested in natural homeopathic time-tested remedies, visit Soleil.com.
[00:33:22.762 --> 00:33:26.945]  I was sitting in traffic listening to the radio
[00:33:51.597 --> 00:33:53.578]  George Strait was sank.
[00:33:53.578 --> 00:33:57.980]  Seashores of old Mexico.
[00:33:57.980 --> 00:34:00.982]  It sounded so good.
[00:34:00.982 --> 00:34:02.502]  I got an idea.
[00:34:02.502 --> 00:34:06.524]  I'm gonna go there since they're all over here.
[00:34:06.524 --> 00:34:11.127]  Longstar State should be renamed Texico.
[00:34:11.127 --> 00:34:16.129]  So long, Texas.
[00:34:16.129 --> 00:34:17.990]  Hello, Mexico.
[00:34:21.187 --> 00:34:28.309]  I'm gonna swim the Rio Grande at El Paso.
[00:34:28.309 --> 00:34:30.509]  I'm leaving tonight.
[00:34:30.509 --> 00:34:32.609]  I ain't gonna pack.
[00:34:32.609 --> 00:34:36.750]  I'm only taking the clothes on my back.
[00:34:36.750 --> 00:34:38.711]  So long, Texas.
[00:34:38.711 --> 00:34:40.591]  Hello, Mexico.
[00:34:50.914 --> 00:34:55.896]  I'll drive a rattle-trap car with no liability.
[00:34:55.896 --> 00:35:06.221]  I'll demand equal rights though I'm there illegally.
[00:35:06.221 --> 00:35:10.522]  I'll protest in the streets till they finally grant them.
[00:35:10.522 --> 00:35:13.984]  Sing English words to their national anthem.
[00:35:13.984 --> 00:35:15.624]  Hey, Vincente!
[00:35:15.624 --> 00:35:18.686]  What's right for your people should be right for me.
[00:35:21.756 --> 00:35:28.600]  There's no controlling that tide that keeps flowing across the line.
[00:35:28.600 --> 00:35:36.725]  This old Texas cowboy feels like my home state's no longer mine.
[00:35:36.725 --> 00:35:38.666]  So long, Texas.
[00:35:38.666 --> 00:35:43.689]  Hello, Mexico.
[00:35:43.689 --> 00:35:48.051]  I'm gonna swim the Rio Grande at El Paso.
[00:35:51.415 --> 00:35:53.657]  I'm leaving tonight.
[00:35:53.657 --> 00:35:55.119]  I ain't gonna pack.
[00:35:55.119 --> 00:35:59.222]  I'm only taking the clothes on my back.
[00:35:59.222 --> 00:36:00.584]  So long, Texas.
[00:36:00.584 --> 00:36:07.250]  Hello, Mexico!
[00:36:07.250 --> 00:36:08.471]  Yep.
[00:36:08.471 --> 00:36:10.533]  Turnabout's fair play.
[00:36:10.533 --> 00:36:13.255]  Heck, I already love the food.
[00:36:13.255 --> 00:36:15.417]  And tequila.
[00:36:16.861 --> 00:36:21.943]  I'm gonna fly that Longstar flag at Old Flora every day.
[00:36:21.943 --> 00:36:25.665]  I'm gonna celebrate every Fourth of July.
[00:36:25.665 --> 00:36:29.627]  I'm gonna make them print them forms in English just for me.
[00:36:29.627 --> 00:36:33.529]  I'm gonna marry me a pretty secret reader.
[00:36:33.529 --> 00:36:38.451]  We're gonna have free medical care and free education for all our kids.
[00:36:38.451 --> 00:36:38.631]  Heck,
[00:36:39.475 --> 00:36:40.975]  That is really something else.
[00:36:40.975 --> 00:36:44.876]  The word I was looking for is a paradox.
[00:36:44.876 --> 00:36:45.796]  In the last segment.
[00:37:10.109 --> 00:37:22.018]  We've gotten the public to the point where they do not trust the mainstream media, and they do not trust the government, either political party, but they don't have the details.
[00:37:22.018 --> 00:37:26.121]  People know they've been lied to a thousand times a thousand.
[00:37:26.121 --> 00:37:37.509]  And they know that there's a world government, and they know that there's a police state, and they know that things aren't going in the right direction, but they don't understand, on average, the nuts and bolts of it.
[00:37:37.509 --> 00:37:38.190]  And they don't know
[00:37:39.386 --> 00:37:40.086]  What to trust?
[00:37:40.086 --> 00:37:42.127]  They just know they can't trust anything.
[00:37:42.127 --> 00:37:45.528]  And that's where research comes in, and that's where... I mean, it does.
[00:37:45.528 --> 00:37:51.710]  It takes years of research of the New World Order system to really be able to figure out what their operational plan is.
[00:37:51.710 --> 00:37:58.952]  But once you see it, then it just... you exponentially start learning, and more and more integrates together.
[00:37:58.952 --> 00:38:04.174]  The problem is trying to articulate something this big.
[00:38:04.174 --> 00:38:05.434]  Something this huge.
[00:38:06.511 --> 00:38:17.315]  I mean, they got professors at major universities, say, up in Missouri, who spend their whole lives, you know, just studying the aquifer for that area.
[00:38:17.315 --> 00:38:32.340]  And they write five books, and they'll tell you those five books just on that aquifer up there don't even scratch the surface of the mysteries of it, and how it operates, and where it feeds, and how important it is.
[00:38:32.340 --> 00:38:34.641]  Well, that's just one little aquifer in one little state.
[00:38:35.430 --> 00:38:53.618]  I mean, imagine trying to explain the way the toll roads work, and how they tie into the World Bank, and how the whole system comes down, and how the CPS is tied into it, the drugging of the population, and the feminism, and just all of it!
[00:38:53.618 --> 00:38:56.379]  I mean, literally, it's like somebody saying,
[00:38:58.863 --> 00:39:03.066]  You know, explain to me what a blue whale looks like.
[00:39:03.066 --> 00:39:24.183]  And well, it's grayish black colored and it's big and fat and it's got... You gotta see it to... Or be like, well describe what that blue whale looks like swimming in the northern Pacific Ocean in the mountain range, you know, 50 miles away and what the sunset looks like and the colors of that sunset.
[00:39:24.873 --> 00:39:32.096]  And what the ripples on the waves look like, and the sea foam slapping up against the ship.
[00:39:32.096 --> 00:39:39.960]  Even if I'd ever been there and seen that and done that, I couldn't describe it and I haven't.
[00:39:39.960 --> 00:39:47.444]  So, when people tell me, oh man, you're saying it's worse than it is.
[00:39:47.444 --> 00:39:52.306]  Oh man, you are, you're exaggerating.
