[00:00:00.069 --> 00:00:00.429]  Five.
[01:27:24.079 --> 01:27:26.341]  Let's go ahead and take another call here.
[01:27:27.101 --> 01:27:30.564]  Let's talk to TJ in New York.
[01:27:30.684 --> 01:27:31.685]  You're on the air.
[01:27:31.745 --> 01:27:32.085]  Welcome.
[01:27:32.846 --> 01:27:33.707]  How you doing today, Alex?
[01:27:33.747 --> 01:27:33.947]  Good.
[01:27:34.597 --> 01:27:35.239]  I give you a call.
[01:27:35.259 --> 01:27:36.462]  I don't know if you got the chance to hear.
[01:27:36.502 --> 01:27:42.879]  I heard on a news report yesterday that a chemical called Procarly that's used in rocket fuel
[01:27:43.484 --> 01:27:45.546]  ...has been showing up in the country's water supply.
[01:27:45.887 --> 01:27:57.138]  Sir, MBTE, that the environmentalists demanded be put in all the gasoline 15 years ago, is in 49 states at high levels, is a deadly carcinogen and we're all drinking it.
[01:27:57.538 --> 01:27:59.901]  But yes, I did see the nutritious rocket fuel story.
[01:28:00.261 --> 01:28:06.848]  But if you criticize that or protest, we'll just send some cops over from Don Carleone to say you have a bomb.
[01:28:07.885 --> 01:28:13.833]  They did a test where they said they took 3,000 people that represented the population of the United States, all 3,000 tested positively.
[01:28:17.648 --> 01:28:19.149]  Well, but again, that doesn't matter.
[01:28:19.189 --> 01:28:25.250]  We need a global tax for non-man-made global warming that isn't even real to the IMF and World Bank.
[01:28:25.330 --> 01:28:26.091]  That will save us.
[01:28:26.331 --> 01:28:35.333]  See, that's so they can have all the phony environmentalists have something to do while all these real problems, toxics, chemicals, nobody should be drinking out of plastic, but we all do it.
[01:28:35.353 --> 01:28:42.875]  The dioxins makes the women feminine, makes the women over-feminine, directly linked to the breast cancer, directly linked to men being effeminate.
[01:28:44.019 --> 01:28:48.861]  The men aren't developing as fast, and the women are going into puberty when they're nine.
[01:28:50.321 --> 01:28:50.801]  That's true.
[01:28:51.442 --> 01:28:52.582]  It's just like the frogs.
[01:28:52.642 --> 01:28:55.203]  The frogs aren't either, because they're in the same water.
[01:28:55.863 --> 01:28:59.144]  They've got large portions of the country's frog population.
[01:28:59.164 --> 01:29:04.146]  I mean, in some ponds, half of them are, oh, what's the term where you're both sexes?
[01:29:05.111 --> 01:29:05.611]  Asexual.
[01:29:05.932 --> 01:29:06.812]  Yeah, hermaphrodites.
[01:29:06.872 --> 01:29:16.239]  I mean, it's... Oh, but it's... But let's not worry about that or the fact that BT Monsanto corn has a pesticide in it that's authorized for humans to eat that's killing all the honeybees.
[01:29:16.660 --> 01:29:18.461]  Let's just have a global tax.
[01:29:18.781 --> 01:29:19.622]  That'll do something.
[01:29:19.662 --> 01:29:20.182]  Anything else?
[01:29:20.202 --> 01:29:21.463]  That's it, Alex.
[01:29:21.523 --> 01:29:21.984]  Thanks a lot.
[01:29:22.464 --> 01:29:23.905]  Good to hear from you, my friend.
[01:29:23.925 --> 01:29:24.686]  Thank you for holding.
[01:29:24.706 --> 01:29:30.350]  TJ, Paul, Pauline, everybody else, your calls are straight ahead in the final segment.
[01:29:30.370 --> 01:29:32.632]  We'll take four or five more calls, blitz through the news,
[01:29:33.602 --> 01:29:35.925]  On the war, on the economy, and a lot more.
[01:29:36.346 --> 01:29:38.188]  Don't forget my film Terror Storm.
[01:29:38.549 --> 01:29:40.251]  It's available for free at Google Video.
[01:29:40.531 --> 01:29:41.413]  Terror Storm.
[01:29:41.473 --> 01:29:44.877]  Google it and spread the link today and expose the real terrorists.
[01:29:45.097 --> 01:29:46.339]  We're going to defend the Republic.
[01:29:46.519 --> 01:29:47.761]  We're going to save America.
[01:29:52.794 --> 01:29:55.716]  Have you ever thought about what's in your shampoo, soap, or detergent?
[01:29:55.876 --> 01:30:01.140]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[01:30:01.420 --> 01:30:06.724]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[01:30:07.124 --> 01:30:08.205]  Hi, this is Alex Jones.
[01:30:08.605 --> 01:30:17.410]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[01:30:17.910 --> 01:30:19.511]  Now compare a Calben Pure Soap.
[01:30:19.771 --> 01:30:28.596]  All natural, earth friendly, no harsh chemicals, no animal testing, they're safe, and you save 85% of the money you're spending on cleaning products now.
[01:30:28.996 --> 01:30:29.857]  Start saving over $1,000!
[01:30:29.977 --> 01:30:30.177]  Call 1-800-340-7091.
[01:30:53.677 --> 01:30:55.377]  Hi, Steve Shank, Fearless Task Force.
[01:30:55.677 --> 01:30:58.518]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:30:58.998 --> 01:31:01.218]  It's smart that you're getting going at your food supplies.
[01:31:01.838 --> 01:31:10.120]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:31:10.600 --> 01:31:11.160]  An example?
[01:31:11.700 --> 01:31:14.541]  In 24 hours, clementine oranges doubled in price.
[01:31:15.421 --> 01:31:18.181]  If you intend to start or finish your supply, call immediately.
[01:31:18.541 --> 01:31:21.822]  When you call, tell them how many adults and how many years of food you need.
[01:31:22.600 --> 01:31:27.783]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:31:28.424 --> 01:31:29.905]  Money is not the problem.
[01:31:30.125 --> 01:31:31.126]  Availability is.
[01:31:31.626 --> 01:31:33.507]  Be careful when food supplies get short.
[01:31:33.747 --> 01:31:37.430]  With no future, many retailers ship real trash to supply you.
[01:31:38.030 --> 01:31:40.131]  For safe food you can trust, call 800-409-5633.
[01:31:40.171 --> 01:31:41.192]  On the web, efoodsdirect.com.
[01:31:41.212 --> 01:31:41.252]  800-409-5633.
[01:31:54.657 --> 01:32:05.931]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[01:32:06.132 --> 01:32:09.616]  The revolutionary Berkey Light removes pathogenic bacteria.
[01:32:09.896 --> 01:32:10.336]  We're good to go!
[01:32:35.854 --> 01:32:37.936]  So it can be used as a night light or camp light.
[01:32:38.016 --> 01:32:39.977]  Get the Berkey Light Purifier for only $279.
[01:32:40.017 --> 01:32:40.618]  Call New Millennium 888-803-4438.
[01:32:40.738 --> 01:32:40.978]  That's 888-803-4438.
[01:32:41.058 --> 01:32:42.619]  Or order on the web at berkeywater.com.
[01:32:42.679 --> 01:32:43.640]  Not yet available in Iowa.
[01:32:53.044 --> 01:32:54.785]  Government is best, which governs least.
[01:32:54.925 --> 01:32:56.165]  Wake up and smell the fascism.
[01:32:56.405 --> 01:32:59.226]  Being in government means never having to say you're sorry.
[01:32:59.606 --> 01:33:02.347]  What part of unconstitutional do you not understand, George?
[01:33:02.907 --> 01:33:09.609]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[01:33:10.189 --> 01:33:18.315]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers, from humorous to serious, at LibertyStickers.com.
[01:33:18.795 --> 01:33:22.457]  LibertyStickers.com can even customize your own bumper stickers.
[01:33:22.657 --> 01:33:24.799]  It's time to stand up for what you believe.
[01:33:25.159 --> 01:33:26.200]  Invest in your freedom.
[01:33:26.460 --> 01:33:31.103]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[01:33:31.543 --> 01:33:33.085]  Go to LibertyStickers.com or call 877-873-9626.
[01:33:33.105 --> 01:33:33.285]  That's 877-873-9626.
[01:33:33.305 --> 01:33:34.846]  And express your freedom of speech today.
[01:33:34.886 --> 01:33:35.086]  Call 877-873-9626.
[01:33:35.106 --> 01:33:35.406]  That's 877-873-9626.
[01:33:54.463 --> 01:33:58.265]  Thank you for listening to GCN.
[01:33:58.345 --> 01:34:01.786]  Visit GCNlive.com today.
[01:34:05.488 --> 01:34:08.509]  Corruption never had a worse enemy.
[01:34:09.329 --> 01:34:11.710]  You're locked into the Alex Jones Show.
[01:34:18.953 --> 01:34:22.374]  Alright, it's the final segment of this 29th of April 2007 edition.
[01:34:26.036 --> 01:34:33.340]  Anyone who could defend the police trying to violate someone's First Amendment by framing them for a bomb.
[01:34:36.022 --> 01:34:46.808]  And by the way, up on our message boards and up on the DIG message board where thousands of comments were posted on this the last two days, about 20% are, yeah, I wish the cops would just shoot you people.
[01:34:47.408 --> 01:34:48.989]  We need to ban your speech.
[01:34:50.599 --> 01:34:53.520]  Again, you're telling us to leave America and that we should be arrested?
[01:34:53.781 --> 01:34:55.281]  No, you need to get out of this country.
[01:34:55.701 --> 01:34:57.342]  You don't know what America is, you trash.
[01:34:58.422 --> 01:35:00.463]  Anyone who believes in that is absolute filth.
[01:35:00.783 --> 01:35:02.104]  Let's take a bunch of phone calls here.
[01:35:02.584 --> 01:35:04.044]  Who's been holding the longest?
[01:35:04.084 --> 01:35:11.187]  Let's talk to... Phone systems on the fritz giving me the same name multiple times, but that's okay.
[01:35:11.207 --> 01:35:12.448]  Let's talk to Pauline.
[01:35:13.148 --> 01:35:15.469]  Pauline, you are on the air.
[01:35:15.589 --> 01:35:15.929]  Welcome.
[01:35:16.823 --> 01:35:21.324]  Yes, I was just wanting to know why the Veteran Administration is not doing the best for their soldiers.
[01:35:22.304 --> 01:35:23.664]  I've been hearing a lot of bad things.
[01:35:24.044 --> 01:35:25.625]  Well, they never take care of the soldiers.
[01:35:25.705 --> 01:35:42.768]  I mean, as much as I liked General MacArthur, back when he was a colonel, him and a fellow who was also in kind of the same tank command, that'd be Eisenhower, rode over a bunch of people with horses and killed a bunch of bonus strikers, never got their pension.
[01:35:43.228 --> 01:35:45.029]  They only tell the troops they care about them.
[01:35:45.069 --> 01:35:46.669]  That's only for public consumption.
[01:35:47.386 --> 01:35:51.147]  They've never made our troops, though, serve five terms, which they're now doing.
[01:35:51.207 --> 01:35:51.828]  Five tours.
[01:35:52.928 --> 01:35:58.510]  I mean, that's like driving a car until the tire is like a millimeter thick, way past the steel belts.
[01:35:59.030 --> 01:35:59.590]  It'll blow.
[01:36:00.491 --> 01:36:04.092]  Most people, even one tour of serious combat, are going to have problems for life, but no.
[01:36:04.532 --> 01:36:05.192]  Not our troops.
[01:36:05.252 --> 01:36:06.253]  Four or five tours.
[01:36:06.673 --> 01:36:09.774]  They also make them pay for their food now when their arms and legs are blown off.
[01:36:09.794 --> 01:36:12.715]  They make them pay to be flown back from Rammstein in Germany.
[01:36:14.102 --> 01:36:18.265]  Uh, in fact, I've even helped collect money for troops to get flown back when they're... because they discharge you.
[01:36:18.285 --> 01:36:19.446]  They just kick you out of the hospital.
[01:36:19.667 --> 01:36:20.788]  Ah, your legs are blown off.
[01:36:20.828 --> 01:36:21.708]  Get on out of here.
[01:36:22.349 --> 01:36:23.270]  That's how it works.
[01:36:23.370 --> 01:36:26.533]  And all these people with all these stickers all over their cars just feel good.
[01:36:26.833 --> 01:36:30.717]  Sticking those stickers on your car just means you're for sticking them in a meat grinder, forgetting about them.
[01:36:31.157 --> 01:36:31.437]  Okay?
[01:36:31.497 --> 01:36:34.440]  And stick another plastic flag made in China by slaves on your car.
[01:36:34.941 --> 01:36:35.521]  Go to sleep.
[01:36:35.581 --> 01:36:36.322]  Everything's fine.
[01:36:37.276 --> 01:36:44.197]  Let the troops be given experimental deadly vaccines, let them breathe depleted uranium when the Army manual says it'll kill them, and then don't take care of them once they get back.
[01:36:44.217 --> 01:36:46.278]  Don't give them... just like the firemen and police.
[01:36:46.958 --> 01:36:53.379]  You know, Giuliani's down there in a spacesuit along with the EPA, but tell the firemen and police, oh, it's fine for you.
[01:36:54.219 --> 01:36:55.679]  It's fine, it's nutritious.
[01:36:57.000 --> 01:36:59.640]  Let's go ahead and talk to Dory in New Jersey.
[01:36:59.700 --> 01:37:00.600]  Dory, you're on the air.
[01:37:00.640 --> 01:37:01.040]  Go ahead.
[01:37:02.901 --> 01:37:03.621]  Hello, Dory.
[01:37:04.021 --> 01:37:04.321]  Hello.
[01:37:04.541 --> 01:37:05.241]  Yes, go ahead.
[01:37:05.919 --> 01:37:07.079]  Oh, no, this is Billy.
[01:37:07.680 --> 01:37:09.120]  Okay, my calls are scrambled here.
[01:37:09.160 --> 01:37:10.560]  Go ahead, just go ahead and talk.
[01:37:11.481 --> 01:37:16.222]  No, no, I'm calling from Bergen County, New Jersey, you know, where the police chief wants as well to be implanted with RFID.
[01:37:16.262 --> 01:37:30.286]  That's right, I interviewed the Bergen County police chief, there they have a police chief for the county, and he said that everyone should be forced to take a chip, I have the recording on my website, and that he is for arresting anyone that doesn't take it, and yes, uh-huh, sure, go ahead.
[01:37:31.425 --> 01:37:35.910]  Oh, anyway, I called back on March 18th about the global war on propaganda that was being told in my high school.
[01:37:36.071 --> 01:37:36.391]  Yes.
[01:37:36.992 --> 01:37:42.258]  Anyway, I wanted to talk about how pathetic it is that our school wants us to start wearing ID shirts for so-called security.
[01:37:42.682 --> 01:37:49.345]  Meanwhile, there are like tons of fights each week at our school, and just two weeks ago, a student deliberately lit a teacher's chair on fire.
[01:37:49.565 --> 01:37:57.088]  I mean... Well, what they do is give up all your rights to fight Al-Qaeda, but ignore all the illegal aliens, and they don't have to have IDs to get bank accounts, and the cops are told to leave them alone.
[01:37:57.109 --> 01:37:58.089]  I mean, it's all a joke.
[01:37:58.529 --> 01:38:02.551]  Or, take a... wear an ID chip, and the police chief wants you to have a chip,
[01:38:02.851 --> 01:38:04.932]  That's how we stand up against global warming.
[01:38:05.153 --> 01:38:07.714]  Yeah, I mean, it's just all an excuse for tyranny.
[01:38:07.914 --> 01:38:09.395]  They've already sucked out the economy.
[01:38:09.415 --> 01:38:10.616]  They've already destroyed the dollar.
[01:38:10.836 --> 01:38:13.118]  Foreign corporations already own the United States.
[01:38:13.398 --> 01:38:18.702]  Now they've got to set up the police state, because when they finally announce it to people, the public's going to be mad.
[01:38:18.982 --> 01:38:20.583]  That's what's happened, America!
[01:38:20.843 --> 01:38:21.383]  Okay?
[01:38:21.604 --> 01:38:22.624]  It's really bad!
[01:38:22.644 --> 01:38:24.245]  Anyway, hello?
[01:38:24.445 --> 01:38:24.946]  Yeah, go ahead.
[01:38:25.566 --> 01:38:29.769]  Yeah, anyway, I just want to inform all students to go against the ID cards and just
[01:38:30.168 --> 01:38:30.669]  We're good to go.
[01:38:38.248 --> 01:38:43.433]  And now, because of Bush's No Child Left Behind, I mean, it's kind of like sucking old schools that aren't thoroughly or fairly owned.
[01:38:43.714 --> 01:38:46.597]  Exactly, and how did No Child Left Behind get passed?
[01:38:46.817 --> 01:39:01.472]  Over a billion dollars in a one-year period was spent secretly for fake newscasts, fake infomercials, that is where they didn't even tell you they were infomercials, and hundreds and hundreds of reporters we know of were paid off to go report it, like Armstrong Williams.
[01:39:02.341 --> 01:39:13.473]  Too bad, I've been on the guy's show many times, but he was on the payroll $244,000 to go out and push the federalization of schooling.
[01:39:13.533 --> 01:39:19.860]  By the way, this new hate law that will start banning free speech that they're going to set to vote on Thursday, the Democrats are, that Bush says they'll sign.
[01:39:20.968 --> 01:39:23.570]  That really federalizes local police completely.
[01:39:23.990 --> 01:39:26.772]  Man, I mean, folks, it is so bad what's happening.
[01:39:26.832 --> 01:39:28.233]  David in Austin.
[01:39:28.273 --> 01:39:29.994]  I guess he's a KLBJ 590 listener.
[01:39:30.274 --> 01:39:31.295]  David, you're on the air.
[01:39:31.315 --> 01:39:31.675]  Go ahead.
[01:39:32.055 --> 01:39:33.016]  How you doing, Alex?
[01:39:33.096 --> 01:39:33.376]  Good.
[01:39:33.836 --> 01:39:41.381]  Hey, well, I just listened to a comment about the military making soldiers pay to fly back from Ramstein.
[01:39:41.421 --> 01:39:43.842]  Yep, it's been in the Associated Press and Reuters.
[01:39:44.803 --> 01:39:46.384]  Well, you know, they're
[01:39:46.840 --> 01:39:47.941]  Probably pretty much wrong.
[01:39:48.001 --> 01:39:51.724]  I'm Casualty Assistance, and I know that's pretty much a bold-faced lie.
[01:39:51.844 --> 01:39:54.706]  And there's nothing going on at Walter Reed either, and DU's good for you?
[01:39:54.747 --> 01:39:55.247]  No, no, no.
[01:39:55.387 --> 01:39:58.510]  I understand that Walter Reed does need some repair.
[01:39:58.630 --> 01:39:59.310]  I do understand.
[01:39:59.330 --> 01:40:00.191]  Let me ask you a question.
[01:40:00.852 --> 01:40:04.014]  Do they have to... Are soldiers, some of them, starting their fifth term?
[01:40:05.515 --> 01:40:05.956]  Uh, no.
[01:40:06.576 --> 01:40:07.877]  Okay, so I'm a liar there, too.
[01:40:08.077 --> 01:40:09.399]  No, no, you're not a liar.
[01:40:09.479 --> 01:40:11.000]  You might be misinformed.
[01:40:11.160 --> 01:40:13.302]  Oh, so they're not having... Hold on, let me stop you.
[01:40:13.382 --> 01:40:14.062]  Let me stop you.
[01:40:14.142 --> 01:40:15.063]  I'm going to put him on hold.
[01:40:17.052 --> 01:40:22.676]  No, we've been there four years and a month and so fourth tours have ended, fifth tours are beginning.
[01:40:23.177 --> 01:40:25.158]  That was in the Wall Street Journal a week ago.
[01:40:26.079 --> 01:40:26.539]  Okay?
[01:40:27.860 --> 01:40:33.645]  In fact, there were people there already doing a tour in Kuwait or in surrounding areas on standby a year before that.
[01:40:33.885 --> 01:40:42.091]  There are people that signed on for three and five year and ten year commitments that ended in 2003 that have been automatic re-up, stop-loss.
[01:40:42.171 --> 01:40:44.553]  It's a draft of those that have already served.
[01:40:45.074 --> 01:40:46.515]  So you say two or three tours.
[01:40:46.895 --> 01:40:49.256]  No, they're people starting their fifth tour.
[01:40:49.816 --> 01:40:54.119]  And I have interviewed the families of people who've been discharged and had to be flown back.
[01:40:54.159 --> 01:40:55.459]  Now, that was a couple years ago.
[01:40:55.699 --> 01:40:56.740]  They may have stopped that.
[01:40:57.220 --> 01:40:58.421]  And DU is deadly.
[01:40:58.481 --> 01:41:00.902]  I've interviewed Doug Rocky, who wrote the book for the Pentagon on it.
[01:41:01.062 --> 01:41:02.563]  Now, I'm going to go back to David.
[01:41:02.763 --> 01:41:03.423]  David, go ahead.
[01:41:04.184 --> 01:41:04.784]  Hi, Alex.
[01:41:04.924 --> 01:41:05.564]  How are you doing?
[01:41:05.644 --> 01:41:05.884]  Good.
[01:41:05.944 --> 01:41:09.966]  Now, go ahead and you show me where I'm wrong that people aren't starting their fifth tours.
[01:41:10.727 --> 01:41:12.948]  Well, I know there's no fifth tours.
[01:41:14.381 --> 01:41:15.342]  Being in the system.
[01:41:16.504 --> 01:41:18.026]  Okay, are there third tours?
[01:41:18.867 --> 01:41:22.872]  Now Alex, are you... Let's just say you're right, which you're not.
[01:41:23.432 --> 01:41:28.499]  Are there third tours and did we only make them have one tour in Vietnam or World War II or Korea?
[01:41:28.799 --> 01:41:30.842]  Okay, I want you to answer the question.
[01:41:31.342 --> 01:41:31.763]  Go ahead.
[01:41:33.186 --> 01:41:34.288]  No, there's no 5th Tours.
[01:41:34.568 --> 01:41:35.970]  What answer do you want?
[01:41:37.072 --> 01:41:37.873]  What's your question today, Alex?
[01:41:37.893 --> 01:41:39.455]  Did they only make you serve one tour in WWII or Vietnam?
[01:41:39.495 --> 01:41:40.296]  No, I was in Vietnam also.
[01:41:49.776 --> 01:41:55.217]  Oh, they made you serve four... You say they're not starting their fifth tour, which, by the way, anybody can Google and pull up.
[01:41:55.777 --> 01:41:57.537]  So how many tours have they been forced to do?
[01:41:57.818 --> 01:41:58.738]  Is there stop-loss?
[01:41:59.178 --> 01:42:00.398]  Yes, there is a stop-loss.
[01:42:00.478 --> 01:42:02.098]  Is that a draft of those that have already served?
[01:42:02.118 --> 01:42:03.079]  I'm a part of that stop-loss.
[01:42:03.979 --> 01:42:04.319]  Pardon me?
[01:42:04.839 --> 01:42:06.339]  I'm a part of that stop-loss.
[01:42:06.439 --> 01:42:12.520]  Okay, so people who won out, people who signed up for the Guard and have spent two, three years in front-line duty.
[01:42:13.320 --> 01:42:15.921]  Now, in the Guard, there's people that have been there for two tours.
[01:42:17.208 --> 01:42:19.890]  I'll tell you, the National Guard, there's people that have been there for two tours.
[01:42:19.970 --> 01:42:20.170]  Uh-huh.
[01:42:20.230 --> 01:42:22.112]  And there's no one starting their fifth tour?
[01:42:22.512 --> 01:42:23.533]  Oh, no, no, no, no, no.
[01:42:23.613 --> 01:42:24.433]  How many tours, then?
[01:42:25.154 --> 01:42:25.314]  Huh?
[01:42:25.734 --> 01:42:26.615]  Well, I'll tell you what.
[01:42:26.695 --> 01:42:28.336]  Now, may I explain?
[01:42:28.396 --> 01:42:29.177]  Are you going to cut me off?
[01:42:29.197 --> 01:42:30.257]  Well, the show's about to end.
[01:42:30.277 --> 01:42:30.778]  Let me guess.
[01:42:31.078 --> 01:42:32.719]  Are you for the war, or do you think it's a great thing?
[01:42:33.520 --> 01:42:34.941]  I don't think any war is a great thing.
[01:42:35.121 --> 01:42:35.281]  Yeah.
[01:42:35.401 --> 01:42:36.842]  We've got to fight Al-Qaeda over there.
[01:42:37.022 --> 01:42:46.589]  Remember, we had to go over there because Saddam had WMDs, and then the White House memo comes out, this is admitted by the White House, where they admit there's no weapons and they're lying on purpose.
[01:42:47.410 --> 01:42:48.850]  Lying on purpose!
[01:42:50.011 --> 01:42:52.791]  Starting a war, and then now we can't leave because Al-Qaeda!
[01:42:53.031 --> 01:42:54.411]  It's a front line for Al-Qaeda!
[01:42:54.832 --> 01:42:55.592]  Pure bull!
[01:42:57.672 --> 01:42:58.572]  Al-Qaeda!
[01:42:58.872 --> 01:43:00.893]  Anyone who fights over there is called Al-Qaeda!
[01:43:02.393 --> 01:43:06.654]  And I guess those kids in New York, with the cops telling them they got bombs are Al-Qaeda too.
[01:43:07.234 --> 01:43:09.875]  I mean, my God, sir, this isn't our military.
[01:43:10.055 --> 01:43:11.455]  By the way, I remember when
[01:43:12.771 --> 01:43:20.522]  I remember when I would talk about Halliburton getting no-bid contracts, and you were programmed with the Neocon Talk Show to go, well, France don't deserve them.
[01:43:20.962 --> 01:43:21.523]  No, no, no, no.
[01:43:21.683 --> 01:43:25.769]  American companies weren't allowed to put bids in that Halliburton was given tens of billions a year.
[01:43:26.450 --> 01:43:27.672]  Well, now they've moved to Dubai.
[01:43:28.607 --> 01:43:29.488]  That's of the Arabs.
[01:43:29.888 --> 01:43:32.070]  And still I've heard you, well that's alright!
[01:43:33.290 --> 01:43:34.611]  We still deserve it!
[01:43:35.112 --> 01:43:40.916]  The head of the Naval War College, Thomas Barnett, says our military works for the New World Order.
[01:43:41.016 --> 01:43:41.696]  On C-SPAN.
[01:43:41.857 --> 01:43:44.218]  He says they don't work for the American people.
[01:43:44.418 --> 01:43:45.519]  Do you understand that?
[01:43:45.699 --> 01:43:47.401]  Can you get that through your head?
[01:43:48.741 --> 01:43:50.603]  Next he was going to tell me DU's nutritious.
[01:43:51.343 --> 01:43:52.104]  I'm out of time.
[01:43:52.204 --> 01:43:54.866]  We had Phil, James, I had all this news I wanted to cover.
[01:43:55.871 --> 01:43:56.892]  I'll just try to jam him in.
[01:43:56.992 --> 01:43:59.974]  Phil, you're on the air from Daytona.
[01:43:59.994 --> 01:44:00.375]  Go ahead.
[01:44:00.475 --> 01:44:05.379]  Yeah, a significant amount of chemtrails spraying in the Florida cities.
[01:44:05.519 --> 01:44:07.080]  I'd like to have some time with you.
[01:44:07.140 --> 01:44:08.881]  I left a voicemail with Kevin.
[01:44:09.922 --> 01:44:12.544]  Yeah, Kevin doesn't work at my office anymore, sir.
[01:44:12.624 --> 01:44:13.004]  Thank you.
[01:44:13.305 --> 01:44:15.286]  We're out of time here, ladies and gentlemen.
[01:44:16.807 --> 01:44:17.668]  Oh my goodness.
[01:44:18.429 --> 01:44:21.991]  Good job to Trey in there today on the show.
[01:44:25.550 --> 01:44:27.050]  Ha ha, that's just so incredible.
[01:44:27.651 --> 01:44:29.791]  Fine, go ahead and believe George Bush is your God.
[01:44:30.171 --> 01:44:32.452]  And his amnesty plan isn't an amnesty plan.
[01:44:33.012 --> 01:44:36.193]  And the biggest federal budget ever, doubling what Bill Clinton did is no big deal.
[01:44:37.013 --> 01:44:39.494]  I mean, it's just, can you admit both parties are run by the New World Order?
[01:44:39.974 --> 01:44:40.634]  God bless you all.
[01:44:43.035 --> 01:44:47.276]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:44:47.376 --> 01:44:50.237]  Now you can do even more to hear Genesis shows in your area.
[01:44:50.257 --> 01:44:54.558]  Simply call your local radio stations and tell them about your favorite GCN program.
[01:44:54.818 --> 01:44:55.358]  It's easy.
[01:44:55.518 --> 01:45:02.060]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:45:02.140 --> 01:45:02.820]  Make a difference.
[01:45:02.900 --> 01:45:11.502]  Call your local station and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:45:11.602 --> 01:45:12.242]  Call today.
[01:45:12.262 --> 01:45:16.283]  Are your Federal Reserve notes looking for a safe haven?
[01:45:16.744 --> 01:45:18.644]  Mine found it in precious metals.
[01:45:19.344 --> 01:45:22.505]  Not paper promises, but actual gold in my possession.
[01:45:23.189 --> 01:45:29.652]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:45:30.432 --> 01:45:32.633]  Find your answer at Midas Resources.
[01:45:33.013 --> 01:45:33.253]  That's 1-800-686-2237.
[01:45:33.273 --> 01:45:33.734]  The answer is at 1-800-686-2237.
