[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[00:24:22.820 --> 00:24:25.342]  Start questioning why they're putting cameras up in your neighborhoods.
[00:24:25.843 --> 00:24:27.504]  Start questioning why there's so many police.
[00:24:28.445 --> 00:24:32.928]  Start questioning why there's so many illegal aliens running around waving foreign flags.
[00:24:34.069 --> 00:24:36.411]  Start questioning why your dollar's not worth as much.
[00:24:36.471 --> 00:24:38.912]  Start questioning everything that's happening.
[00:24:40.133 --> 00:24:41.354]  And then question again.
[00:24:42.335 --> 00:24:44.837]  Because believe me, you're gonna find something out you don't like.
[00:24:45.979 --> 00:24:55.364]  All I've been doing now for 15 years, plus since I woke up, I guess longer than that, and 12 plus years on air, is questioning and then finding answers.
[00:24:57.605 --> 00:25:04.409]  Speaking of manipulation of media, AT&T censors anti-Bush lyrics during live webcasts.
[00:25:06.050 --> 00:25:08.611]  This is out of the Chicago Tribune today.
[00:25:10.032 --> 00:25:20.734]  A live internet broadcast of Pearl Jam's performance at Chicago's Lollapalooza Music Festival Sunday went off without a hitch until singer Eddie Vedder criticized President Bush.
[00:25:20.814 --> 00:25:22.935]  And folks, they had people buy the switch.
[00:25:23.895 --> 00:25:24.995]  Even for the web.
[00:25:26.876 --> 00:25:31.197]  Lyrics critical, the President did not make it past editors of the show's webcast.
[00:25:31.257 --> 00:25:33.617]  The band complained Wednesday on its website.
[00:25:34.137 --> 00:25:36.438]  And AT&T admits they censored it.
[00:25:38.562 --> 00:25:40.223]  What did Eddie Vedder say?
[00:25:40.283 --> 00:25:59.997]  The performance sponsored by AT&T Incorporated and carried on AT&T's Blue Room site omitted the lyrics George Bush leave this world alone and George Bush find yourself another home as part of a version of the song Daughter according to Pearl Jam website.
[00:26:00.794 --> 00:26:04.257]  Fans had complained to the band about the possible censorship.
[00:26:04.657 --> 00:26:17.706]  The site said, when asked about the missing performance, AT&T informed Lollapalooza that portions of the show were in fact missing from the webcast and that their content manager had made a mistake in cutting them.
[00:26:18.046 --> 00:26:25.792]  Kind of like cops will walk up to you when you're on the sidewalk in New York and just grab your head and slam you right in the wall and go, give me that camera and just go
[00:26:26.972 --> 00:26:27.812]  And smash it!
[00:26:28.312 --> 00:26:32.113]  And literally, just literally, America just starts bleeding to death when they do it.
[00:26:32.373 --> 00:26:34.533]  And they just, ha ha ha ha ha ha ha!
[00:26:34.674 --> 00:26:35.214]  Yes!
[00:26:35.394 --> 00:26:37.534]  Oh, it's so good!
[00:26:37.974 --> 00:26:39.574]  Oh, you're flying an upside down flag!
[00:26:39.594 --> 00:26:40.875]  I'm gonna beat you up and arrest you!
[00:26:41.055 --> 00:26:42.495]  Ha ha ha!
[00:26:43.215 --> 00:26:44.315]  Oh, it's so good!
[00:26:44.335 --> 00:26:46.076]  I mean, that is their attitude.
[00:26:48.636 --> 00:26:54.137]  And then when they, when it comes out in the news they've done things like this, and when I was there in 2004, folks, I mean, cops would come up to
[00:26:55.015 --> 00:26:56.476]  American spectator reporters.
[00:26:56.516 --> 00:26:58.998]  And I make that point because I mean pro-Bush people.
[00:26:59.718 --> 00:27:00.759]  AP reporters.
[00:27:01.439 --> 00:27:04.321]  I interviewed and then saw a video that was shot by another person.
[00:27:04.361 --> 00:27:05.362]  His stuff was confiscated.
[00:27:06.683 --> 00:27:09.384]  A national talk show host for Pacifica.
[00:27:09.404 --> 00:27:11.125]  I mean, all in like eight big cities.
[00:27:12.146 --> 00:27:15.328]  And he was just there recording what was going on.
[00:27:15.748 --> 00:27:23.934]  And they just walked right over, grabbed him, slammed him to the ground, and took all his audio recording equipment, his camera, and all the little bubble chips, all the little
[00:27:25.493 --> 00:27:31.935]  Memory sticks, and just took him to jail, never gave him back.
[00:27:31.975 --> 00:27:32.775]  That's what they did.
[00:27:32.795 --> 00:27:36.556]  And you've got to experience the tyranny, folks.
[00:27:36.576 --> 00:27:38.016]  That is so anti-America.
[00:27:39.096 --> 00:27:39.896]  That's what they do.
[00:27:39.977 --> 00:27:40.977]  It's how they operate.
[00:27:42.137 --> 00:27:45.378]  And just to let you know, tyranny is getting closer and closer.
[00:27:45.398 --> 00:27:48.959]  And Bush can punch one button.
[00:27:48.979 --> 00:27:50.719]  When Hillary gets in, she can punch one button.
[00:27:50.739 --> 00:27:54.300]  If the Ron Paul revolution doesn't succeed, either way we win, because the info gets out.
[00:27:56.207 --> 00:28:03.753]  They come in, they've got every radio and TV station, that is every broadcast system, cable, everything wired in under total FEMA control since 1997.
[00:28:04.774 --> 00:28:09.958]  All the telecommunications and internet, they have blocking hubs and they can censor and shut down whenever they want, whenever they want.
[00:28:11.440 --> 00:28:16.504]  And we just need to be conscious about how far they've gone, the things they've done.
[00:28:18.286 --> 00:28:24.110]  And how they're launching regulation on the internet, and taxation on the web, and it's all passing the states right now.
[00:28:24.470 --> 00:28:25.111]  It's very close.
[00:28:25.251 --> 00:28:27.973]  Well, it failed by two votes in the House last year.
[00:28:29.193 --> 00:28:31.435]  Senator Stevens is now about to be indicted.
[00:28:31.475 --> 00:28:36.478]  He's in a bunch of trouble for scams in Alaska, but he's still moving forward with censorship of the web this year.
[00:28:36.498 --> 00:28:37.499]  Looks like they may get it.
[00:28:39.500 --> 00:28:43.563]  I mean, we are in a tooth-and-nail fight, and if you just wake up and join the fight, we'd win!
[00:28:44.443 --> 00:28:52.647]  But I mean, look, there's a minority of us who are on the field fighting against overwhelming odds, and we're having victories.
[00:28:54.228 --> 00:28:55.528]  Because we're fighting for our lives.
[00:28:55.548 --> 00:28:56.489]  We're fighting for survival.
[00:28:56.509 --> 00:28:57.349]  We're fighting for liberty.
[00:28:58.429 --> 00:28:59.670]  So we're fighting like hellcats.
[00:29:00.590 --> 00:29:06.913]  You, as I said, some of you out there can still spend 5, 6, 7, 8 hours acting cool a day.
[00:29:07.954 --> 00:29:10.155]  But you need to spend a few other hours a day
[00:29:10.951 --> 00:29:12.732]  Fighting the New World Order.
[00:29:13.512 --> 00:29:15.212]  It is so important right now.
[00:29:15.852 --> 00:29:18.713]  I mean, we're on the edge of total financial collapse and depression.
[00:29:19.213 --> 00:29:20.273]  And that's just not me saying.
[00:29:20.313 --> 00:29:23.754]  That's top banks, top mortgage lenders, governments.
[00:29:24.274 --> 00:29:25.835]  We're on the verge of martial law.
[00:29:25.875 --> 00:29:27.755]  The President has declared himself dictator.
[00:29:28.856 --> 00:29:29.816]  That's mainstream.
[00:29:30.376 --> 00:29:33.877]  We're on the verge of nuclear war with Iran, nuking them preemptively.
[00:29:34.557 --> 00:29:37.698]  We're on the verge of so many serious things.
[00:29:38.553 --> 00:29:40.094]  This is the time to be frosty.
[00:29:40.595 --> 00:29:41.876]  This is the time to be awake.
[00:29:42.416 --> 00:29:43.737]  This is the time to be focused.
[00:29:44.557 --> 00:29:47.179]  We'll be right back with some of my favorite Johnny Cash.
[00:29:47.700 --> 00:29:51.643]  Then we'll take some of your calls at 1-800-259-9231.
[00:29:53.604 --> 00:29:54.545]  We're on the march.
[00:29:54.985 --> 00:29:56.606]  The Empire's on the run.
[00:29:57.527 --> 00:30:00.209]  Alex Jones and the GCN Radio Network.
[00:30:02.170 --> 00:30:04.874]  Are you concerned about the high cost of prescription drugs?
[00:30:05.274 --> 00:30:11.783]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[00:30:11.804 --> 00:30:13.726]  That's over 46% savings!
[00:30:14.127 --> 00:30:16.410]  The average savings for generic drugs was over 71%.
[00:30:18.192 --> 00:30:26.694]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[00:30:26.914 --> 00:30:30.274]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[00:30:30.474 --> 00:30:35.255]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[00:30:35.295 --> 00:30:39.416]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[00:30:39.696 --> 00:30:44.157]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[00:30:44.517 --> 00:30:50.623]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[00:30:50.743 --> 00:30:54.928]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[00:30:54.948 --> 00:30:55.168]  That's 888-216-2461.
[00:30:55.188 --> 00:30:55.848]  Do it today!
[00:31:02.961 --> 00:31:08.284]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[00:31:08.584 --> 00:31:13.867]  Globalists are concerned with what's good for big business and the American empire, instead of what's fair for the American people.
[00:31:14.287 --> 00:31:17.308]  The only antidote to the poison of globalism is nationalism.
[00:31:17.708 --> 00:31:19.629]  Start reading the Nationalist Times each month.
[00:31:19.890 --> 00:31:24.632]  The Nationalist Times promotes a common-sense, intelligent, and passionate alternative to the reigning party line.
[00:31:25.012 --> 00:31:33.103]  Published monthly since 1985, The Nationalist Times is a 20-page newspaper featuring outstanding writers and columnists who don't believe in taboos or sacred cows.
[00:31:33.463 --> 00:31:36.387]  Be one of the many thousands of loyal readers of The Nationalist Times.
[00:31:36.687 --> 00:31:38.289]  Subscribe now to The Nationalist Times.
[00:31:38.510 --> 00:31:38.990]  Just $19 for one year.
[00:31:39.030 --> 00:31:40.132]  That's 50% off the regular price.
[00:31:42.154 --> 00:31:48.176]  Send for your $19 subscription to The Nationalist Times, PO Box 426, Allison Park, Pennsylvania, 15101.
[00:31:48.416 --> 00:31:54.078]  That's The Nationalist Times, PO Box 426, Allison Park, Pennsylvania, 15101.
[00:31:54.418 --> 00:31:57.559]  Or subscribe online at our website, www.anu.org.
[00:32:02.512 --> 00:32:04.554]  Do you know the truth about cancer treatments?
[00:32:05.195 --> 00:32:14.123]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:32:14.564 --> 00:32:21.771]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:32:22.472 --> 00:32:27.976]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:32:28.457 --> 00:32:39.305]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:32:40.046 --> 00:32:42.168]  Laser technology at its best.
[00:32:42.628 --> 00:32:44.069]  For more information, call 702-953-0267 or
[00:32:50.162 --> 00:32:51.583]  A lot of the world
[00:33:12.265 --> 00:33:14.686]  Has the attitude of never getting any love.
[00:33:14.746 --> 00:33:17.247]  So I need you to hear this song.
[00:33:19.208 --> 00:33:23.109]  Or do you feel the same?
[00:33:24.529 --> 00:33:26.970]  Will it make it easier on you now?
[00:33:28.131 --> 00:33:31.112]  You've got someone to blame.
[00:33:32.812 --> 00:33:40.035]  You said one love, one life, when it's one me.
[00:33:41.818 --> 00:34:07.194]  In the night One love, we get to share it It leaves you, baby, if you don't care for it Did I disappoint you?
[00:34:09.688 --> 00:34:14.933]  Or leave a bad taste in your mouth?
[00:34:15.173 --> 00:34:33.768]  You act like you never had love And you want me to go without Well, it's too late tonight To drag the past out into the light
[00:34:35.502 --> 00:34:38.643]  We're one, but we're not the same.
[00:34:39.003 --> 00:34:43.003]  We get to carry each other.
[00:34:43.103 --> 00:34:52.625]  Carry each other.
[00:34:52.785 --> 00:34:53.385]  One.
[00:34:53.565 --> 00:34:58.206]  Have you come here for forgiveness?
[00:35:01.127 --> 00:35:03.247]  Have you come to raise the dead?
[00:35:06.278 --> 00:35:13.541]  Have you come here to play Jesus to the lepers in your head?
[00:35:14.602 --> 00:35:19.844]  Did I ask too much, more than a lot?
[00:35:21.184 --> 00:35:24.986]  You gave me nothing now, it's all I got.
[00:35:26.607 --> 00:35:29.388]  We're one, but we're not the same.
[00:35:29.448 --> 00:35:34.550]  But we hurt each other, and we're doing it again.
[00:35:35.609 --> 00:35:39.892]  You say love is a temple, love the higher law.
[00:35:39.912 --> 00:35:44.394]  Love is a temple, love the higher law.
[00:35:44.434 --> 00:35:48.096]  You ask me to enter, but then you make me crawl.
