[00:00:00.149 --> 00:00:00.429]  EANS.
[00:27:13.582 --> 00:27:20.927]  Roger Ailes, the big developer of Fox News itself, the head of Fox News, now along with Viet Dinh, the author of the Patriot Act, and others.
[00:27:20.947 --> 00:27:22.748]  It's basically a government operation.
[00:27:24.169 --> 00:27:31.993]  The kingmaker of Rush Limbaugh is behind her and been strategizing with her, also in monthly meetings.
[00:27:32.974 --> 00:27:41.259]  And over the weekend, the Times of London, a News Corp company, a Fox company, a Murdoch-owned company,
[00:27:42.319 --> 00:27:49.921]  As well as the New York Daily News and other papers he owned, endorsed this witch and talked about how wonderful she is.
[00:27:50.001 --> 00:28:01.203]  So, to the mainstream dumbbell Republicans out there listening, when I say a stupid Republican or a stupid Liberal, I mean people who are still mainline, who still believe the Dog and Pony Show.
[00:28:01.863 --> 00:28:03.123]  That's who I'm talking about there.
[00:28:04.424 --> 00:28:06.424]  I mean, do you like being taken?
[00:28:07.068 --> 00:28:08.329]  Do you like being conned?
[00:28:08.349 --> 00:28:10.090]  Do you like being taken for a ride?
[00:28:10.110 --> 00:28:11.571]  Do you like being played?
[00:28:11.591 --> 00:28:13.973]  Do you like game being run on you?
[00:28:14.934 --> 00:28:17.656]  Because, me personally, I don't like being conned.
[00:28:17.696 --> 00:28:18.776]  I don't like being stupid.
[00:28:19.077 --> 00:28:20.417]  I don't like being ill-informed.
[00:28:20.698 --> 00:28:21.979]  I don't like being misinformed.
[00:28:22.039 --> 00:28:22.999]  I don't like being ignorant.
[00:28:23.059 --> 00:28:24.240]  I like knowing what's going on.
[00:28:24.660 --> 00:28:25.841]  I think that's important in life.
[00:28:26.142 --> 00:28:27.382]  We're only here one time.
[00:28:27.783 --> 00:28:29.384]  You might as well know how the world really works.
[00:28:30.131 --> 00:28:45.270]  And so, understand, with Limbaugh and Neil Bortz and Sean Hannity and the Clintons, and just all of these people, Biden and Newt Gingrich and Hillary and all of them,
[00:28:47.270 --> 00:28:49.931]  Lieberman, they're all part of the same crew.
[00:28:50.071 --> 00:28:57.572]  They're the elite, posing as if there's a fissure in the power structure, acting like you have a choice, giving you a false choice.
[00:28:58.193 --> 00:28:59.713]  And I know most of us understand this.
[00:28:59.753 --> 00:29:00.253]  Most of us don't.
[00:29:00.273 --> 00:29:03.334]  As many of you know it better than I. We have to educate the general public.
[00:29:03.614 --> 00:29:05.994]  The general public now distrusts government.
[00:29:06.414 --> 00:29:06.695]  It was 84%.
[00:29:06.735 --> 00:29:07.135]  New poll out.
[00:29:09.796 --> 00:29:11.317]  87% detest the government.
[00:29:11.437 --> 00:29:14.540]  In fact, there's three new polls that all came out 87.
[00:29:15.841 --> 00:29:18.363]  87% want an impeachment of Bush, MSNBC.
[00:29:19.204 --> 00:29:23.207]  There's two other polls, 87% disagree with Congress.
[00:29:23.588 --> 00:29:28.111]  So for the first time in history in the U.S., finally the general public hates both parties.
[00:29:28.352 --> 00:29:30.493]  So I keep griping, saying the public doesn't get it.
[00:29:30.714 --> 00:29:31.835]  The public actually does get it!
[00:29:32.595 --> 00:29:35.838]  But what they don't fully understand yet is that still they think they're alone.
[00:29:36.952 --> 00:29:43.473]  That's the only, that's the last domino to fall here, okay, before this house of cards comes down.
[00:29:44.673 --> 00:29:59.836]  We're the majority, we're mainstream, and the mainstream media still has the fancy teleprompters and the fancy suits and the good-looking faces who literally are scored and queued for their believability.
[00:30:00.316 --> 00:30:03.717]  They sit up there making us feel like we're still a minority.
[00:30:04.378 --> 00:30:07.239]  That's the only illusion they've got left.
[00:30:09.619 --> 00:30:18.041]  That's all they've got left, and that is crumbling, so we must, we must dissolve that fraud, and then we can start taking this country back.
[00:30:18.061 --> 00:30:22.682]  All right, I'll get more into Hillary more in the latest developments in Iraq, and your calls on the other side.
[00:30:25.803 --> 00:30:28.803]  We're on the march, the empire's on the run.
[00:30:29.723 --> 00:30:32.404]  Alex Jones and the GCN Radio Network.
[00:30:37.173 --> 00:30:39.754]  Hey folks, Alex Jones here with an important question.
[00:30:39.894 --> 00:30:42.075]  When was the last time you used pure soap?
[00:30:42.335 --> 00:30:52.440]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[00:30:52.760 --> 00:30:55.121]  Let me tell you something about the Cal Bend Pure Soap Company.
[00:30:55.261 --> 00:30:59.323]  There's a 100% unconditional guarantee on all their wonderful products.
[00:30:59.543 --> 00:31:05.246]  They're all natural, they're triple concentrated, they're factory direct, factory owned, and operated since 1947.
[00:31:05.446 --> 00:31:10.168]  Earth friendly, pure soaps for bathing, laundry, and kitchen.
[00:31:10.369 --> 00:31:13.690]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[00:31:14.010 --> 00:31:18.933]  Now for the first time, Calvin Pure Soap is available, factory direct, to you and your family.
[00:31:19.173 --> 00:31:22.817]  Save up to 85% off supermarket and retail store prices.
[00:31:23.038 --> 00:31:25.560]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[00:31:25.580 --> 00:31:27.262]  That's 1-800-340-7091 or on the web at calvincuresoap.com.
[00:31:36.198 --> 00:31:37.899]  Shelly, you look ex... Oh, wait!
[00:31:38.039 --> 00:31:39.120]  Why did you turn that down?
[00:31:39.140 --> 00:31:41.741]  I get so tired of that girl's squeaky voice.
[00:31:42.222 --> 00:31:46.724]  I'm sure the bed fan works, but that squeaky voice... Well, what's the bed fan?
[00:31:46.884 --> 00:31:49.326]  It's a fan that helps hot sleepers stay cool at night.
[00:31:49.586 --> 00:31:50.787]  I could use something like that.
[00:31:50.887 --> 00:31:53.208]  This menopause thing is really getting to me at night.
[00:31:53.348 --> 00:31:56.250]  And you know how I am about doing that hormone therapy thing.
[00:31:56.310 --> 00:31:58.111]  Besides, you're a hot sleeper yourself.
[00:31:58.211 --> 00:32:00.472]  You're always throwing the covers off in the middle of the night.
[00:32:00.853 --> 00:32:01.493]  I guess you're right.
[00:32:01.853 --> 00:32:02.554]  Why don't we try it?
[00:32:02.714 --> 00:32:04.675]  Just think how nice it'll be to sleep through the night.
[00:32:05.095 --> 00:32:09.478]  Yeah, and just think how nice it'll be this summer and all the money we can save on air conditioning.
[00:32:09.498 --> 00:32:11.179]  I know where we can get some more information.
[00:32:11.579 --> 00:32:15.922]  Sleep Disorder Centers across the country recommend that you must stay cool to get a good night's sleep.
[00:32:16.162 --> 00:32:19.444]  The BedFan will keep you cool and give you the restful sleep you deserve.
[00:32:19.684 --> 00:32:22.826]  With our 30-day 100% guarantee, you risk nothing.
[00:32:23.206 --> 00:32:24.086]  Are you a hot sleeper?
[00:32:24.306 --> 00:32:25.567]  Is your partner a hot sleeper?
[00:32:25.767 --> 00:32:27.068]  The BedFan is the answer.
[00:32:27.308 --> 00:32:30.670]  Visit us today at www.bedfan.com.
[00:32:30.950 --> 00:32:33.612]  That's www.bedfan.com.
[00:32:33.812 --> 00:32:36.157]  That's at fan.com.
[00:32:36.718 --> 00:32:39.082]  Attention, attention everyone!
[00:32:39.102 --> 00:32:41.667]  A brand new invention just released.
[00:32:41.727 --> 00:32:43.430]  It's called Wrist Ease.
[00:32:43.490 --> 00:32:46.436]  The new patented, portable, ergonomic wrist support.
[00:32:47.094 --> 00:32:53.916]  Wristease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse or adding machine.
[00:32:54.456 --> 00:33:07.300]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wristease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[00:33:07.760 --> 00:33:11.761]  Wristease is perfect for children doing homework or playing video games.
[00:33:12.221 --> 00:33:15.722]  Wristease provides the proper comfort and support for all ages
[00:33:16.042 --> 00:33:22.285]  And, Wristease provides comfort for victims of carpal tunnel syndrome and other repetitive injuries.
[00:33:22.665 --> 00:33:25.706]  You can order Wristease now at Wristease.com.
[00:33:26.066 --> 00:33:27.287]  That's Wristease.
[00:33:27.727 --> 00:33:32.689]  W-R-I-S-T-E-A-S-E Wristease.com.
[00:33:32.829 --> 00:33:35.010]  Once again, Wristease.com.
[00:33:51.084 --> 00:34:09.976]  Alright, we'll get more into Barack Obama, Hillary Clinton, Newt Gingrich, Bill Richardson, this whole crew, the big national distraction, the media giving a constant coverage, all to give you the illusion that these people are actually going to be the president, that if they were the president they would actually run something, that the buck stops with them.
[00:34:12.077 --> 00:34:16.600]  Continuing that fraud, we'll be discussing that and what's happening over in Iraq, some big new developments there.
[00:34:17.412 --> 00:34:21.436]  Then we'll talk to Nathaniel and many others that are patiently holding right now.
[00:34:21.476 --> 00:34:24.218]  But first off, this started up last week.
[00:34:24.718 --> 00:34:26.020]  I just learned about it today.
[00:34:26.100 --> 00:34:27.781]  It's Ed Brown in New Hampshire.
[00:34:29.022 --> 00:34:32.625]  And more and more people just had this attitude.
[00:34:33.766 --> 00:34:35.588]  And I'm not even claiming that I have this courage.
[00:34:36.576 --> 00:34:43.598]  I mean, I've counted the costs and decided it's better just to fight in the Info War and move forward, but more people doing things like this would certainly bring them to a standstill.
[00:34:43.978 --> 00:34:46.199]  This is what Alexander Sholtson Itza said.
[00:34:46.219 --> 00:34:56.502]  He said, what would happen in Russia when Stalin was coming for people every night, grabbing different people, different families, taking them away to be executed or sent to slave camps, if people would have fought back?
[00:34:56.582 --> 00:35:01.544]  Pretty soon, the secret agents wouldn't come out anymore to engage in their criminal behavior.
[00:35:02.421 --> 00:35:04.762]  Well, Ed Brown's done the same thing.
[00:35:04.822 --> 00:35:06.083]  He's drawn his line in the sand.
[00:35:06.483 --> 00:35:13.366]  There are over 150 million gun owners, and of 1% stand up, that's 1,500,000 guerrilla force.
[00:35:13.946 --> 00:35:17.067]  Absolutely invincible, even with all the high-tech toys and baubles.
[00:35:17.548 --> 00:35:20.069]  Most of the troops I talk to know the Federal Reserve's private.
[00:35:20.309 --> 00:35:21.469]  The IRS is a scam.
[00:35:21.689 --> 00:35:22.990]  They know it's all New World Order.
[00:35:23.610 --> 00:35:39.861]  We ship videos every day into the different camps, Halliburton Camps, Bechtel Camps, Blackwater Camps, Military Camps, Army Camps, Mercenary Camps, Marine Camps, in Iraq.
[00:35:39.901 --> 00:35:40.421]  Did you know that?
[00:35:41.462 --> 00:35:43.764]  Hell, the UN orders my videos.
[00:35:44.024 --> 00:35:49.768]  My point is that this is a straw man we're fighting.
[00:35:50.328 --> 00:35:51.789]  It's got more bark than bite.
[00:35:52.834 --> 00:36:01.222]  And, if more people do what Ed Brown's doing, and they go in and kill Ed Brown, and his wife, it'll be a new Waco, and more people will get mad and wake up.
[00:36:01.242 --> 00:36:02.703]  You know how many people woke up after Waco?
[00:36:03.704 --> 00:36:09.930]  I was aware of the New World Order, but vaguely, and I really woke up with Waco, and then really with Oklahoma City, and then went public.
[00:36:11.491 --> 00:36:12.292]  Now, 12 years ago.
[00:36:14.378 --> 00:36:15.138]  Think about this.
[00:36:15.258 --> 00:36:19.920]  How many people will wake up if there are 5, 6, 7, 8, 9, 10 Ed Browns?
[00:36:19.980 --> 00:36:25.803]  That's why they've got to shut down the web, because then you wouldn't nationally, internationally know about stories like this.
[00:36:26.003 --> 00:36:27.003]  Let's play this piece.
[00:36:27.043 --> 00:36:27.524]  Here it is.
[00:36:28.124 --> 00:36:33.466]  A New Hampshire man holed up in this house in anticipation of a tax stand-up.
[00:36:33.486 --> 00:36:37.668]  He and his wife have refused to pay any income tax for more than a decade.
[00:36:37.688 --> 00:36:42.271]  And now they claim that supporters from across the country are on their way to New Hampshire.
[00:36:42.291 --> 00:36:45.154]  The standoff is happening in the town of Plainfield, New Hampshire.
[00:36:45.174 --> 00:36:47.636]  That's where we find Fox 25's Sharmin Sikheti tonight.
[00:36:47.976 --> 00:36:48.836]  Sharmin, what's the latest?
[00:36:50.198 --> 00:37:01.026]  Well, just a few hours ago, Ed and Elaine Brown were convicted of owing three quarters of a million dollars in back federal taxes for not paying their taxes for about ten years.
