[00:00:00.529 --> 00:00:06.872]  Listening to GCN.
[00:24:30.300 --> 00:24:33.403]  Why don't we actually look at what they're saying?
[00:24:34.930 --> 00:24:42.216]  Do the American people know that our government, by design, shot down two of their airliners, trying to get them to get into a fight with the U.S.
[00:24:42.836 --> 00:24:44.417]  right at the end of the Iran-Iraq War?
[00:24:44.858 --> 00:24:48.780]  Or that our government funded them 30-plus billion dollars, the Iraqis, to attack them?
[00:24:49.181 --> 00:24:58.708]  Do they know that in 1988, our military launched a giant sneak attack, sinking two of their battleships, that's what they were, attack frigates,
[00:24:59.740 --> 00:25:03.667]  And sinking several other large craft and blowing up a bunch of their oil refineries.
[00:25:04.047 --> 00:25:12.781]  Massive sneak attack because they put some landmines, excuse me, some ocean mines right there in their own territorial waters.
[00:25:15.979 --> 00:25:25.342]  I mean, can you imagine if America had been occupied by Iran in 1953 and had our leaders' heads cut off, and then set up giant death camps everywhere?
[00:25:25.562 --> 00:25:27.543]  Do you know we did that to them?
[00:25:28.183 --> 00:25:29.784]  No, you don't, America, do you?
[00:25:29.964 --> 00:25:36.386]  Because you sit there and you suck your thumbs, and you drink your beer, and you watch your O'Reilly, and you think everything's alright.
[00:25:36.406 --> 00:25:37.666]  Well, let me give you a newsflash.
[00:25:38.306 --> 00:25:40.067]  The truth is the truth is the truth.
[00:25:40.767 --> 00:25:47.792]  And the people that did that to Iran, their children run this country now, and they're doing all those same things to you.
[00:25:48.192 --> 00:25:58.259]  But they do it real quiet, and neighbors don't know neighbors, and, oh, you don't see Bill no more, he went to prison for no reason, or, oh yeah, they took the neighbor's kids, but let's not talk to them, let's not get involved.
[00:25:58.720 --> 00:26:01.081]  Millions of children, over a million grabbed each year.
[00:26:01.301 --> 00:26:06.605]  There's evil going on all over the place, but you drive to work and watch TV, and it tells you everything's fine.
[00:26:06.825 --> 00:26:07.866]  It isn't okay!
[00:26:08.166 --> 00:26:08.566]  Alright?
[00:26:08.646 --> 00:26:09.527]  It isn't alright!
[00:26:11.304 --> 00:26:12.305]  And government's evil.
[00:26:12.846 --> 00:26:13.747]  People are evil.
[00:26:13.827 --> 00:26:15.348]  There's evil in high places.
[00:26:15.688 --> 00:26:23.516]  I'm not saying the Mullahs are good or Akhmedinejad's good, but compared to the New World Order folks, they are Tinker Toy.
[00:26:24.917 --> 00:26:30.082]  I mean, the New World Order's built the Death Star, folks, and they're pointing at Tinker Toy builders and saying they're a big threat.
[00:26:30.658 --> 00:26:41.906]  Now, it's been confirmed now, mainstream news, but it's back of the paper, that the British claimed that Iraq's territorial waters went several miles further than they did, there in that narrow river.
[00:26:42.727 --> 00:26:44.888]  And that's very important, you know, navigable waters.
[00:26:45.549 --> 00:26:51.153]  You know, the Iranian ships, when they try to leave and go do commerce, they're all grabbed, a lot of them are arrested, their stuff's stolen.
[00:26:51.173 --> 00:26:55.696]  Can you imagine how sick they are of that, if every day all of our ships were being searched?
[00:26:56.465 --> 00:27:01.489]  And so, the British, by the way, they had him out on that big cruiser, the British cruiser.
[00:27:02.530 --> 00:27:03.350]  It's been confirmed.
[00:27:03.891 --> 00:27:06.432]  And a bunch of newspapers interviewed this woman.
[00:27:06.492 --> 00:27:09.995]  BBC videotaped her and got particular shots of her.
[00:27:10.836 --> 00:27:12.377]  Folks, this is so staged.
[00:27:12.397 --> 00:27:16.760]  And then they send her, I'm not saying they're involved, those on the boat.
[00:27:17.523 --> 00:27:19.304]  But it's... and then they send them on a mission.
[00:27:19.324 --> 00:27:22.925]  Well, you just go right up against their line, and the British have rewritten the lines.
[00:27:23.325 --> 00:27:27.327]  They had them out there for days, just... just... you gotta read these quotes out of the paper.
[00:27:29.048 --> 00:27:44.154]  For days, they had them just cruising around in Iranian waters, driving up with their machine guns, jumping on boats, pointing guns at people, searching them, and then the way our news frames it, the Iranian forces kidnapped them at gunpoint.
[00:27:45.854 --> 00:27:50.658]  Well, you try going out there in the river by New York.
[00:27:50.818 --> 00:27:51.779]  Just go cruising around.
[00:27:52.059 --> 00:28:01.626]  Coast Guard will drive right up and point heavy machine guns right at your chest and jump on your motorboat when you're out there with your family and stomp around.
[00:28:02.147 --> 00:28:04.569]  This is how it is to live in third world sass.
[00:28:06.010 --> 00:28:07.511]  But the borders are all wide open.
[00:28:12.173 --> 00:28:23.557]  Man, you talk about a third world country, I saw a bunch of clearly illegal alien Chinese people with babies in their arms walking in the rain down the side of 290 driving into the office this morning in tornado weather.
[00:28:24.817 --> 00:28:35.840]  Green skies, tornadoes all over the state, tornadoes outside Austin, and here are just a group of about 15 illegal alien Chinese, guaranteed folks, look like peasants right off the farm.
[00:28:36.441 --> 00:28:40.462]  Hell, we don't have to worry about the 30 million peasants from southern Mexico.
[00:28:41.371 --> 00:28:51.958]  Because now the South Koreans land every day, tens of thousands a year, for their anchor jackpot babies to get full health care the minute they land on a tourist visa to have their kids here.
[00:28:54.260 --> 00:28:55.921]  I'm not against Koreans.
[00:28:56.442 --> 00:28:57.522]  I'm not against Chinese.
[00:28:57.562 --> 00:29:01.725]  The point is, this country has had its throat slit, okay?
[00:29:01.865 --> 00:29:06.289]  The final gouts of blood are spraying out of our aortas.
[00:29:06.849 --> 00:29:08.150]  Spraying out of our jugulars.
[00:29:09.398 --> 00:29:14.140]  And you're dancing around, sitting there in your easy chair, going, I hate Rosie O'Donnell!
[00:29:14.480 --> 00:29:16.841]  I like... Sean's on!
[00:29:17.081 --> 00:29:18.782]  Hey kids, come on in!
[00:29:19.502 --> 00:29:22.364]  You're a great American, Sean!
[00:29:23.124 --> 00:29:25.045]  Every militia member should be arrested, he said.
[00:29:25.345 --> 00:29:27.266]  Every child should have a microchip, he said.
[00:29:27.286 --> 00:29:31.028]  I was watching Fox last night, and they're going, we love Guantanamo!
[00:29:31.048 --> 00:29:31.948]  We love torture!
[00:29:32.876 --> 00:29:39.980]  They had some little graphic of Rosie like a frog opening her mouth with steam coming out of her ears the whole time on the screen.
[00:29:40.240 --> 00:29:43.141]  It's like cartoon propaganda for a bunch of children.
[00:29:44.462 --> 00:29:47.764]  Alright, I'll play the clips when we get back, get into the Iran news and a lot more.
[00:29:48.484 --> 00:29:51.746]  Stay with us.
[00:29:52.966 --> 00:29:53.867]  We're on the march.
[00:29:54.327 --> 00:29:55.948]  The empire's on the run.
[00:29:56.848 --> 00:29:59.530]  Alex Jones and the GCN Radio Network.
[00:30:02.756 --> 00:30:07.599]  In fact, you can legally eliminate credit card debt, which has been fraudulently created by the banks.
[00:30:07.959 --> 00:30:13.162]  Since its creation in 1913, the Federal Reserve has not been held responsible for its own debt.
[00:30:13.442 --> 00:30:16.644]  So why should you, the hard-working American, be harassed for yours?
[00:30:16.884 --> 00:30:24.029]  There's a double standard when it comes to being responsible for debt, and unlike the Federal Reserve, the people of this country can't print more money when needed.
[00:30:24.369 --> 00:30:31.533]  Day of Jubilee has created a successful program designed for people that want to stop harassing calls and threatening letters from bill collectors.
[00:30:31.793 --> 00:30:33.895]  This is not a debt consolidation company.
[00:30:34.295 --> 00:30:40.639]  Join the thousands of Americans who now breathe a sigh of relief because they have legally eliminated their credit card debt.
[00:30:40.859 --> 00:30:44.662]  Instead of living each day in fear, it's time to turn your life around.
[00:30:45.002 --> 00:30:47.564]  Call Day of Jubilee open 9 a.m.
[00:30:47.624 --> 00:30:48.444]  to 5 p.m.
[00:30:48.484 --> 00:30:49.985]  Central Standard Time at 920-293-8024.
[00:30:50.025 --> 00:30:51.486]  That's 920-293-8024 and ask for Robert.
[00:30:51.526 --> 00:30:54.508]  Don't wait any longer to get your life back in order.
[00:31:02.053 --> 00:31:05.837]  Are rising gas prices flattening your wallet?
[00:31:05.857 --> 00:31:08.299]  Try Royal Purple high-performance motor oil.
[00:31:08.319 --> 00:31:08.459]  What?
[00:31:08.699 --> 00:31:09.139]  How's that?
[00:31:09.200 --> 00:31:15.745]  Yes, independent tests by respected universities show Royal Purple reduces fuel consumption by as much as 5%.
[00:31:16.646 --> 00:31:22.191]  That means Royal Purple can deliver better gas mileage for a fatter wallet.
[00:31:22.971 --> 00:31:25.173]  Go to royalpurple.com for details.
[00:31:25.534 --> 00:31:29.357]  That's Royal Purple, the high-performance motor oil that outperforms.
[00:31:32.109 --> 00:31:33.150]  Oil is oil.
[00:31:33.710 --> 00:31:34.771]  Don't kid yourself!
[00:31:34.911 --> 00:31:38.073]  Technology makes better oils possible, like Royal Purple.
[00:31:38.233 --> 00:31:41.395]  Royal Purple reduces friction and increases film strength.
[00:31:41.716 --> 00:31:47.740]  Go to RoyalPurple.com and you'll find independent test results from North Carolina and Oklahoma State.
[00:31:47.900 --> 00:31:49.501]  Not hype, just facts.
[00:31:49.781 --> 00:31:50.561]  What's in it for you?
[00:31:50.662 --> 00:31:55.385]  Superior protection, fewer oil changes, more horsepower, torque, and better gas mileage.
[00:31:55.505 --> 00:32:01.108]  Find Royal Purple at Napa, O'Reilly's, your local high-performance center, and RoyalPurple.com.
[00:32:01.389 --> 00:32:01.709]  Today!
[00:32:04.250 --> 00:32:08.371]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[00:32:08.612 --> 00:32:10.372]  Well, the glass has a natural resonance.
[00:32:10.632 --> 00:32:16.915]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[00:32:17.215 --> 00:32:23.337]  Using this similar principle, Royal Raymond Rife discovered that diseased organisms can be destroyed using different resonant frequencies.
[00:32:23.577 --> 00:32:25.418]  The BioSolutions Frequency Instrument
[00:32:25.498 --> 00:32:25.638]  Yes.
[00:32:40.435 --> 00:32:43.997]  Simple step-by-step instructions using pictures are easy to follow.
[00:32:44.197 --> 00:32:46.718]  Customer satisfaction is guaranteed or your money back.
[00:32:46.858 --> 00:32:47.938]  Don't just treat symptoms.
[00:32:48.198 --> 00:32:49.219]  Eliminate the cause.
[00:32:49.399 --> 00:32:52.060]  For more information call BioSolutions toll free 1-866-885-6625.
[00:32:52.080 --> 00:32:52.280]  That's 1-866-885-6625.
[00:32:52.300 --> 00:32:52.360]  1-866-885-6625.
[00:33:08.242 --> 00:33:17.424]  You can't run on for a long time.
[00:33:18.024 --> 00:33:20.345]  Run on for a long time.
[00:33:20.905 --> 00:33:23.185]  Run on for a long time.
[00:33:23.805 --> 00:33:26.206]  Sooner or later gotta cut you down.
[00:33:26.226 --> 00:33:29.167]  Sooner or later gotta cut you down.
[00:33:31.438 --> 00:33:33.759]  Go tell that long-tongued liar.
[00:33:33.779 --> 00:33:36.580]  Go and tell that midnight rider.
[00:33:37.200 --> 00:33:40.301]  Tell the rambler, the gambler, the backbiter.
[00:33:40.621 --> 00:33:43.182]  Tell them that God's gonna cut them down.
[00:33:43.542 --> 00:33:46.043]  Tell them that God's gonna cut them down.
[00:33:51.267 --> 00:34:16.656]  Well my goodness gracious let me tell you the news My head's been wet with the midnight dew I've been down on bended knee Talking to the man from Galilee He spoke to me with a voice so sweet I thought I heard the shuffle of angels sing He called my name and my heart stood still When he said, John go do my will Go tell that long-tongued liar
[00:34:17.536 --> 00:34:19.718]  Go and tell that midnight rider.
[00:34:20.298 --> 00:34:23.400]  Tell the rambler, the gambler, the back biter.
[00:34:23.720 --> 00:34:26.122]  Tell them that God's gonna cut them down.
[00:34:26.142 --> 00:34:31.566]  Tell them that God's gonna cut them down.
[00:34:31.606 --> 00:34:34.107]  You can run on for a long time.
[00:34:34.668 --> 00:34:37.029]  Run on for a long time.
[00:34:37.610 --> 00:34:39.791]  Run on for a long time.
[00:34:40.512 --> 00:34:42.993]  Sooner or later, God'll cut you down.
[00:34:43.213 --> 00:34:45.915]  Sooner or later, God'll cut you down.
[00:34:48.096 --> 00:34:53.818]  Well, you may throw your rock, hide your hand, working in the dark against your fellow man.
[00:34:54.078 --> 00:34:59.599]  But as sure as God made black and white, what's done in the dark will be brought to the light.
[00:34:59.919 --> 00:35:02.560]  You can run on for a long time.
[00:35:03.180 --> 00:35:05.520]  Run on for a long time.
