[00:00:00.149 --> 00:00:01.009]  Dead on.
[01:29:59.969 --> 01:30:00.369]  Stay with us.
[01:30:03.170 --> 01:30:03.372]  Yeah.
[01:30:07.080 --> 01:30:10.062]  Attention, this is an urgent GCN News Bulletin.
[01:30:10.062 --> 01:30:12.363]  Do you desperately need to get out of debt fast?
[01:30:12.363 --> 01:30:15.325]  Would you like to make some of your debts disappear completely?
[01:30:15.325 --> 01:30:19.808]  If so, and you're a GCN listener, there's a very real chance that you'll now be able to do it.
[01:30:19.808 --> 01:30:20.409]  Here's why.
[01:30:20.409 --> 01:30:27.333]  A new manual has just been published that reveals how you can get out of debt in 90 minutes without any loans or bankruptcy whatsoever.
[01:30:27.333 --> 01:30:33.757]  The insider secrets revealed allow you to get out of debt so fast and so completely that it makes some people feel like they're cheating, but they're not.
[01:30:33.937 --> 01:30:37.901]  The secrets taught in the manual are 100% legal and 100% ethical.
[01:30:37.901 --> 01:30:42.606]  It's just that bankers, debt collectors, and credit card companies don't want you to know about these loopholes.
[01:30:42.606 --> 01:30:49.774]  Learn how to finally teach those financial vultures some humility by beating them at their own game, and above all, learn how to bail out for a soft landing.
[01:30:50.214 --> 01:30:51.054]  Get control.
[01:30:51.054 --> 01:30:51.854]  Get relief.
[01:30:51.854 --> 01:30:52.895]  Get some sleep.
[01:30:52.895 --> 01:30:53.955]  Go to www.outand90.com.
[01:30:53.955 --> 01:30:54.975]  That's www.outand90.com.
[01:30:54.975 --> 01:30:55.675]  Or call 877-327-0365.
[01:30:55.675 --> 01:30:55.955]  That's 877-327-0365.
[01:30:55.955 --> 01:30:56.216]  Hello?
[01:30:56.216 --> 01:30:56.636]  Hey, it's me.
[01:30:56.636 --> 01:30:57.816]  I got something, man, I want you to look at.
[01:30:57.816 --> 01:30:57.916]  What?
[01:30:57.916 --> 01:30:58.416]  What is it now?
[01:30:58.416 --> 01:30:59.336]  It's called OneYearToRetire.net.
[01:31:18.777 --> 01:31:21.700]  When you get home, I want you to go to OneYearToRetire.net.
[01:31:21.700 --> 01:31:23.402]  Come on, you gotta be kidding.
[01:31:23.402 --> 01:31:24.723]  One year to retire?
[01:31:24.723 --> 01:31:27.806]  When are you gonna get it through your head that there is no quick fix?
[01:31:27.806 --> 01:31:29.048]  No free lunch?
[01:31:29.048 --> 01:31:29.688]  I know.
[01:31:29.688 --> 01:31:30.569]  I agree with you.
[01:31:30.569 --> 01:31:32.091]  This isn't like that.
[01:31:32.091 --> 01:31:35.734]  It's an ingenious system that's designed to help you retire in one year.
[01:31:35.734 --> 01:31:41.180]  I was skeptical too, but the system is free, and when I looked at it, I was sure it would work.
[01:31:41.829 --> 01:31:42.730]  What have you got to lose?
[01:31:42.730 --> 01:31:43.670]  It's free.
[01:31:43.670 --> 01:31:49.255]  Well... All you have to do is go to OneYearToRetire.net and get a free system.
[01:31:49.255 --> 01:31:50.455]  It only takes a minute.
[01:31:50.455 --> 01:31:53.278]  You've got nothing to lose and everything to gain.
[01:31:53.278 --> 01:31:55.699]  Go to OneYearToRetire.net.
[01:31:55.699 --> 01:31:58.441]  That's OneYearToRetire.net.
[01:31:58.441 --> 01:31:58.982]  Or call 888-200-0265.
[01:31:58.982 --> 01:31:59.222]  That's 888-200-0265.
[01:32:06.895 --> 01:32:12.946]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[01:32:12.946 --> 01:32:16.152]  Globalists are concerned with what's good for big business and the American economy.
[01:32:18.336 --> 01:32:18.656]  We're good to go.
[01:32:43.687 --> 01:32:44.568]  We're good to go.
[01:33:07.739 --> 01:33:10.460]  Hey folks, Alex Jones here with an important question.
[01:33:10.460 --> 01:33:12.902]  When was the last time you used pure soap?
[01:33:12.902 --> 01:33:23.307]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[01:33:23.307 --> 01:33:25.648]  Let me tell you something about the Cal Bend Pure Soap Company.
[01:33:25.808 --> 01:33:30.112]  There's a 100% unconditional guarantee on all their wonderful products.
[01:33:30.112 --> 01:33:36.677]  They're all natural, they're triple concentrated, they're factory direct, factory owned, and operated since 1947.
[01:33:36.677 --> 01:33:40.920]  Earth friendly, pure soaps for bathing, laundry, and kitchen.
[01:33:40.920 --> 01:33:44.243]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[01:33:44.563 --> 01:33:49.749]  Now, for the first time, Calbin Pure Soap is available factory direct to you and your family.
[01:33:49.749 --> 01:33:53.614]  Save up to 85% off supermarket and retail store prices.
[01:33:53.614 --> 01:33:56.157]  Call today for a Calbin Soap catalog at 1-800-340-7091.
[01:33:56.157 --> 01:33:58.139]  That's 1-800-340-7091 or on the web at CalbinPureSoap.com.
[01:34:10.304 --> 01:34:12.765]  Are you tired of searching for great talk radio?
[01:34:12.765 --> 01:34:14.025]  Well, search no more.
[01:34:14.025 --> 01:34:18.646]  We are the GCN Radio Network.
[01:34:18.646 --> 01:34:21.627]  Corruption never had a worse enemy.
[01:34:21.627 --> 01:34:24.688]  You're locked into the Alex Jones Show.
[01:34:29.071 --> 01:34:30.673]  Welcome back, my friends.
[01:34:30.673 --> 01:34:34.598]  Continuing with your phone calls at 877-590-5525, 877-590-KLBJ, or locally, 836-059 if you're listening in Central Texas.
[01:34:34.598 --> 01:34:35.819]  Continuing with your calls.
[01:34:35.819 --> 01:34:37.201]  Going back to James in Indiana.
[01:34:50.237 --> 01:34:51.679]  James thinks they had a different motive.
[01:34:51.679 --> 01:34:54.041]  No, I hadn't elaborated, sir.
[01:34:54.041 --> 01:34:58.045]  Obviously, the militia movement was exploding, but the mainline patriot movement was exploding.
[01:34:58.045 --> 01:35:01.509]  Bill Clinton, you know, the news, FBI agents had quit.
[01:35:01.509 --> 01:35:04.151]  He worked at the White House and got public about their first day at work.
[01:35:04.151 --> 01:35:08.496]  Everybody was wearing red linen pins and there were crack pipes on the Christmas tree.
[01:35:09.551 --> 01:35:10.391]  Yeah, that's exactly right.
[01:35:10.391 --> 01:35:11.212]  And McVeigh wanted to get caught.
[01:35:11.212 --> 01:35:16.253]  And it was what McVeigh represented was the motive for the bombing, the main one, in my opinion.
[01:35:40.015 --> 01:35:48.838]  If you're going to, look, you're not going to take off the license plate of your car right before you commit a horrible, you know, giant terrorist act.
[01:35:48.838 --> 01:35:52.480]  And that's in Nichols' recent file that you have on your website.
[01:35:53.844 --> 01:36:02.866]  Yeah, that he didn't know why at the rental space that McVeigh had when he went there later to try to get rid of evidence when he learned what had happened, that the license plate and a hand grenade was there.
[01:36:02.866 --> 01:36:16.408]  Right, he took off the license plate of his car, that's why he got pulled over, because he was speeding away from the bombing and a car with a license plate on it, while he was fully armed and wearing a t-shirt, saying, basically, I'm a Patriot militia guy, and he had, for some reason, I don't know why he would do this.
[01:36:16.408 --> 01:36:18.548]  A gun on the dashboard.
[01:36:18.548 --> 01:36:22.949]  Yes, he had a gun loaded, and he had two pages of the Trinidadaries photocopied.
[01:36:23.567 --> 01:36:25.867]  That was talking about a bombing against the government.
[01:36:25.867 --> 01:36:32.129]  Bernard Irish was, you know, the... They could throw that on him, but that was... Written by Dr. William Pierce.
[01:36:32.129 --> 01:36:32.709]  Absolutely.
[01:36:32.709 --> 01:36:37.130]  Very educated caller on all the... And this is all the little pieces of the puzzle.
[01:36:37.130 --> 01:36:40.170]  And then you've got Iraqis mixed into it.
[01:36:40.170 --> 01:36:46.972]  I mean, this is just classic black-op with all this confusion, all these different fallback plans, all these different fallback patsies.
[01:36:46.972 --> 01:36:47.872]  Amazing stuff.
[01:36:49.258 --> 01:36:56.847]  And that's why folks have got to go to PrisonPlanet.com and check out for yourselves the research, the information.
[01:36:56.847 --> 01:36:59.911]  Go read the affidavit for yourself.
[01:36:59.911 --> 01:37:06.779]  In fact, before I go back to more of your calls and shift gears into North American Union Summit news that just happened Friday and Saturday,
[01:37:08.388 --> 01:37:10.750]  Let me just go through some notes I've written concerning this.
[01:37:10.750 --> 01:37:12.231]  Where is the media?
[01:37:12.231 --> 01:37:16.394]  This should be a national story, regardless of whether people think it's credible or not.
[01:37:16.394 --> 01:37:37.428]  I believe it is, that you've got the guy who would never, you know, basically confess to all this, not going, yes, I was set up, I was a patsy, here are the documents, here are the names, we tried to put this on during the trial, we weren't allowed to, here it all is, and it's in a couple newspapers and one or two TV stations locally in Oklahoma have picked it up.
[01:37:39.694 --> 01:37:42.857]  But the good news is, in the past, the mainline media could bury things.
[01:37:42.857 --> 01:37:44.618]  You cannot bury this stuff now.
[01:37:44.618 --> 01:37:50.884]  So go to PrisonPlanet.com, get the affidavit, get the documents, get the news articles, and email it to the Four Winds.
[01:37:50.884 --> 01:37:51.705]  And again, my film,
[01:37:53.131 --> 01:38:01.874]  9-11 The Road to Tyranny is three hours long and the first 20-30 minutes is admitted examples of our government staging terror, not our government but the criminals that run it.
[01:38:01.874 --> 01:38:03.274]  They say they're our government.
[01:38:03.274 --> 01:38:06.815]  Then we spend 45 minutes on Oklahoma City.
[01:38:06.815 --> 01:38:10.316]  We spend like five on the first World Trade Center attack.
[01:38:10.316 --> 01:38:15.518]  We show the New York Times where the FBI cooked the bomb, drove the driver, let it go forward.
[01:38:15.518 --> 01:38:15.838]  It's just...
[01:38:17.418 --> 01:38:20.320]  It's so important that you find out why they do this.
[01:38:20.320 --> 01:38:21.741]  Problem, reaction, solution.
[01:38:21.741 --> 01:38:28.086]  They create the problem, they create the crisis, and then they offer the solution when you're scared.
[01:38:28.086 --> 01:38:30.108]  It's that simple.
[01:38:30.108 --> 01:38:32.950]  But here are some of the other notes that I have.
[01:38:32.950 --> 01:38:33.731]  And there's just so many.
[01:38:35.313 --> 01:38:40.034]  The FBI and Congressman Dana Rohrabacher earlier this year went and interviewed Nichols.
[01:38:40.034 --> 01:38:49.577]  Nichols wanted to talk to the Congressman alone, the FBI, and since they'd be there, Rohrabacher said, listen, I'm only here to talk about when you travel to the Philippines and the Arab connection.
[01:38:49.577 --> 01:38:56.279]  For those that don't know, that's Project Bojinka, the blow-up airplanes we're trying to connect them to, which is tied to Ramsey Yusuf, another clear operative.
[01:38:57.533 --> 01:39:01.256]  And wouldn't discuss the other evidence with him.
[01:39:01.256 --> 01:39:08.101]  He's been blocked from talking to the media since 2004 when he first tried to contact Attorney General, then Attorney General John Ashcroft.
[01:39:08.101 --> 01:39:12.564]  And there was a prison order put in that he couldn't talk to the media after that.
[01:39:12.564 --> 01:39:17.167]  A lawyer was able to get in there and get this deposition.
[01:39:17.167 --> 01:39:18.428]  That's what we put out.
[01:39:18.428 --> 01:39:26.634]  Though the exhibits, A through G, have been sealed, and I have the federal order here in front of me on that.
[01:39:27.862 --> 01:39:33.226]  And we have the attempted setup in the document where they were trying to connect it to gun shows and the Second Amendment.
[01:39:33.226 --> 01:39:37.029]  McVeigh was going around under FBI direction, this reports, to do that.
[01:39:37.029 --> 01:39:45.296]  We know that informants who were outside of the conspiracy kept saying they're planning to bomb the Alfred P. Murrah building and they kept being told, shut up, you're off the case.
[01:39:45.296 --> 01:39:47.418]  You'll be indicted if you tell anybody what you know.
[01:39:47.418 --> 01:39:48.339]  They'd go public.
[01:39:48.339 --> 01:39:50.180]  People were going public before the bombing.
[01:39:50.180 --> 01:39:52.402]  And then they would be indicted and beat the case.
[01:39:53.636 --> 01:39:55.437]  There's just so many points here.
[01:39:55.437 --> 01:39:57.657]  We're writing a big article about this right now.
[01:39:57.657 --> 01:40:04.860]  Another really important area that's in the affidavit, and that is in paragraph 35.
[01:40:04.860 --> 01:40:08.461]  Let me go to paragraph 35 here.
[01:40:08.461 --> 01:40:19.365]  I try to take a little vacation down at Port Aransas with my wife and children for two days, and I just sat there in front of the computer researching and reading lawsuits the entire time.
[01:40:19.365 --> 01:40:22.806]  But it goes into how McVeigh built a bomb,
[01:40:23.749 --> 01:40:40.943]  A lot smaller than what they claimed, at least half the size, that it wouldn't work, that the ammonium nitrate had been stolen more than a year before and had gotten wet, and that McVeigh tried to do a test bomb in a jar, and that it didn't explode, only the primer, only the detonator exploded, and he was real mad.
[01:40:41.804 --> 01:40:49.366]  It goes into how Attorney Steven Jones, in the case, entered the documents with the real drawings of this.
[01:40:49.366 --> 01:40:57.268]  Now it doesn't fit in with the book written with some clear establishment types claiming that he did build this incredibly powerful bomb.
[01:40:57.268 --> 01:40:58.188]  Why was that important?
[01:40:58.188 --> 01:41:09.991]  Because even if the truck was solid plastic explosives, military grade, of the highest power, it wouldn't be able to knock out columns further back and cut them off perfectly while not knocking down columns that were right up against the truck.
[01:41:09.991 --> 01:41:11.231]  You know, just very close to the truck.
[01:41:12.925 --> 01:41:14.826]  And it goes through all of that.
[01:41:14.826 --> 01:41:16.087]  It's just so many facets.
[01:41:16.087 --> 01:41:21.091]  This fits with everything we know and the research that we've done here.
[01:41:21.091 --> 01:41:23.392]  Let's go ahead and take another call.
[01:41:23.392 --> 01:41:26.495]  Let's go to Paula in Florida.
[01:41:26.495 --> 01:41:27.455]  Paula, you're on the air.
[01:41:27.455 --> 01:41:28.016]  Welcome.
[01:41:28.016 --> 01:41:29.357]  Yeah, hi Alex.
[01:41:29.357 --> 01:41:35.101]  I saw the thing about the North American Union and the other one from Switzerland.
[01:41:35.101 --> 01:41:40.045]  And it looks like they were trying to say all this is being done for economic reasons.
[01:41:40.382 --> 01:41:42.504]  Oh, it's going to help you to have a North American Union.
[01:41:42.504 --> 01:41:44.165]  It's going to be wonderful, yes.
[01:41:44.165 --> 01:41:44.705]  Yeah, sure.
[01:41:44.705 --> 01:41:48.148]  Just like NAFTA helped us, the big giant sucking sound that Ross Perot talked about.
[01:41:48.148 --> 01:41:52.592]  Yeah, is Ron Paul, is he still going to put that resolution through?
[01:41:52.592 --> 01:41:58.336]  He has introduced legislation to pull us out of NAFTA and GATT and the SPP, Security and Prosperity Partnership.
[01:41:58.336 --> 01:42:02.059]  He's introduced legislation to abolish the Federal Reserve, and he is running for President.
[01:42:02.059 --> 01:42:04.101]  I appreciate your call, Paula.
[01:42:04.101 --> 01:42:08.224]  Now shifting gears, when we get back in the final segment, we'll take a few calls on the North American Union.
[01:42:08.744 --> 01:42:23.938]  For those that don't know, in March of 2005, President Bush with Canadian Prime Minister Paul Martin and Mexican President Vicente Fox secretly, the details of the agreement are still secret, signed a security and prosperity partnership.
[01:42:23.938 --> 01:42:28.662]  Then, last year, the SPP met in September in Western Canada.
[01:42:29.504 --> 01:42:34.266]  And Judicial Watch sued and got the documents from the Department of Labor.
[01:42:34.266 --> 01:42:36.307]  They couldn't get the documents from the Justice Department.
[01:42:36.307 --> 01:42:37.608]  They refused to release them.
[01:42:37.608 --> 01:42:48.073]  We have the minutes of the main meeting where the first thing the heads of our government, Canadian and Mexican governments, say is we've got to keep this secret that it's a North American Union from the American people.
[01:42:48.073 --> 01:42:50.614]  This is at judicialwatch.org.
[01:42:50.614 --> 01:42:57.798]  We've written articles on it, WorldNetDaily has, Human Events has, a few other major publications have, but Lou Dobbs has talked about it, but that's it!
[01:42:58.616 --> 01:43:13.527]  Imagine a secret agreement, almost two years ago Bush signs, they meet in secret, last September again, and the whole meeting is about keeping it secret from the public, and how to set up a North American Union carbon tax, and how to do it stealthily.
[01:43:13.527 --> 01:43:20.332]  Well, now Canada.com, Canadian Free Press, one of their biggest publications reports, North American political leaders meet in Ottawa.
[01:43:21.138 --> 01:43:29.744]  And you read it, and it says they're meeting to deflect criticism and tell everybody it's okay, and they just want to harmonize our laws, police and military, to keep us all safe.
[01:43:29.744 --> 01:43:32.646]  We'll break it down when we get back.
[01:43:32.646 --> 01:43:34.807]  But you got the general public.
[01:43:34.807 --> 01:43:38.009]  They call their congressmen or women, and they say it doesn't exist.
[01:43:38.009 --> 01:43:39.670]  Congress has no authority over this.
[01:43:39.670 --> 01:43:41.672]  They've been kept completely in the dark.
[01:43:41.672 --> 01:43:43.313]  Most bills aren't even read.
[01:43:43.313 --> 01:43:44.694]  Did you know that?
[01:43:44.694 --> 01:43:46.435]  Well, there was never even a bill brought forward.
[01:43:46.435 --> 01:43:48.056]  They're just doing all of this.
[01:43:49.423 --> 01:43:53.255]  All right, we'll be right back on the other side with the final segment.
[01:43:53.255 --> 01:43:54.739]  I'm Alex Jones, your host.
[01:43:54.739 --> 01:43:55.160]  Stay with us.
[01:44:06.921 --> 01:44:10.022]  Are you concerned about the high cost of prescription drugs?
[01:44:10.022 --> 01:44:16.525]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[01:44:16.525 --> 01:44:18.866]  That's over 46% savings!
[01:44:18.866 --> 01:44:21.147]  The average savings for generic drugs was over 71%.
[01:44:23.008 --> 01:44:31.736]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[01:44:31.736 --> 01:44:35.218]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[01:44:35.218 --> 01:44:40.042]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[01:44:40.042 --> 01:44:44.446]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:44:44.446 --> 01:44:48.910]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[01:44:49.250 --> 01:44:55.478]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:44:55.478 --> 01:44:59.724]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:44:59.724 --> 01:44:59.944]  That's 888-216-2461.
[01:44:59.944 --> 01:45:00.585]  Do it today!
[01:45:06.472 --> 01:45:10.317]  Are you looking for a one-stop shop to find all your favorite books and videos?
[01:45:10.317 --> 01:45:11.478]  Look no further!
[01:45:11.478 --> 01:45:14.482]  Northern Voice Bookstore has everything you need.
[01:45:14.482 --> 01:45:23.153]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[01:45:23.153 --> 01:45:24.394]  You can order everything you need online.
[01:45:24.434 --> 01:45:24.774]  I think so.
[01:45:40.828 --> 01:45:41.128]  I don't know.
[01:46:06.974 --> 01:46:09.858]  Are you in sales or do you own your own business?
[01:46:09.858 --> 01:46:11.781]  If so, I want you to think of a number.
[01:46:11.781 --> 01:46:13.945]  Think of the amount of money you'd like to make this year.
[01:46:13.945 --> 01:46:15.046]  Do you have it?
[01:46:15.046 --> 01:46:16.568]  Okay, so what's stopping you?
[01:46:16.568 --> 01:46:17.710]  It's not your drive.
[01:46:17.710 --> 01:46:19.032]  It's not your skills.
[01:46:19.032 --> 01:46:21.997]  Chances are it's your ability to find new leads.
[01:46:21.997 --> 01:46:22.758]  It's not easy.
[01:46:23.038 --> 01:46:23.118]  Yes.
[01:46:44.284 --> 01:46:44.644]  I think so.
[01:47:06.824 --> 01:47:15.569]  According to a recent report by the National Institute of Health, high blood pressure is a major risk factor for heart disease and the chief risk factor for stroke and heart failure.
[01:47:15.569 --> 01:47:17.591]  It affects about 50 million Americans.
[01:47:17.591 --> 01:47:19.112]  That's 1 in 4 adults.
[01:47:19.112 --> 01:47:25.475]  Because many people have high blood pressure for years without knowing it, the American Heart Association calls it the silent killer.
[01:47:25.475 --> 01:47:29.438]  At ResearchedHerbs.com, we recognize your concern for your well-being.
[01:47:29.438 --> 01:47:36.382]  As your online partner in health, we are committed to empowering you with the resources you need to make informed health decisions about high blood pressure.
[01:47:36.602 --> 01:47:46.589]  Visit us online at ResearchedHerbs.com to learn more about HeartCare, the widely researched natural herbal supplement for regulating blood pressure and maintaining optimum heart health.
[01:47:46.589 --> 01:47:53.053]  Did you know that the safety and effectiveness of HeartCare is backed by over a hundred clinical trials and experimental studies?
[01:47:53.053 --> 01:47:53.613]  Act now!
[01:47:53.613 --> 01:48:00.158]  Visit us online at ResearchedHerbs.com or call us at 1-800-845-3841 to start protecting yourself from the silent killer.
[01:48:00.158 --> 01:48:00.478]  That's 1-800-845-3841.
[01:48:08.203 --> 01:48:11.764]  Thank you for listening to GCN.
[01:48:11.764 --> 01:48:19.627]  Visit GCNlive.com today.
[01:48:19.627 --> 01:48:24.829]  Crushing through the lies and disinformation.
[01:48:24.829 --> 01:48:25.949]  It's Alex Jones.
[01:48:31.514 --> 01:48:33.516]  We're here every Sunday, 4 to 6 p.m.
[01:48:33.516 --> 01:48:33.936]  Central.
[01:48:33.936 --> 01:48:35.257]  It's 5 to 7 p.m.
[01:48:35.257 --> 01:48:35.578]  Eastern.
[01:48:35.578 --> 01:48:42.824]  I want to thank all of our affiliate sponsors, listeners, the great folks running the show, Paul and Trey.
[01:48:42.824 --> 01:48:46.487]  All right, I want to go to your calls, John in the Netherlands, Paul in Bastrop and others.
[01:48:46.487 --> 01:48:48.949]  We're going to go to your calls here in just a few minutes.
[01:48:48.949 --> 01:48:56.896]  But the Security and Prosperity Partnership, SPP, the agreement between Mexico and Canada is secret, but then we got the four-year documents.
[01:48:58.206 --> 01:49:03.349]  From last year's meeting in January, thanks to Judicial Watch, the whole thing's about secrecy.
[01:49:03.349 --> 01:49:05.111]  They say it's the North American Union.
[01:49:05.111 --> 01:49:12.055]  The chairman of the thing is Robert Pasture from the Council on Foreign Relations, who's written towards North American integration, towards the North American Union.
[01:49:12.055 --> 01:49:14.517]  They have meetings on C-SPAN and admitted to that in the past.
[01:49:14.517 --> 01:49:15.958]  That's how we know about it.
[01:49:15.958 --> 01:49:19.820]  Just like the European Union started as a so-called trade deal.
[01:49:19.820 --> 01:49:24.103]  Now, this is from the Canadian press.
[01:49:24.944 --> 01:49:27.868]  It says, North American political leaders meet in Ottawa.
[01:49:27.868 --> 01:49:39.823]  The North American ministers deflected criticism that they had consulted only big business for their talks on trade and security rules, suggesting Friday that there are different venues for public interest and labor groups to raise their concerns and suggestions.
[01:49:39.823 --> 01:49:41.446]  That's because of last year's meeting in secret.
[01:49:41.966 --> 01:49:50.633]  And it's three leaders from each country, the Secretary of State, the military leader, and their homeland security leader, or the same designate office, meet and make the decisions.
[01:49:50.633 --> 01:49:52.975]  And they say, oh, this way the bureaucracy doesn't hold it up.
[01:49:52.975 --> 01:49:54.136]  You mean the Congress?
[01:49:54.136 --> 01:49:56.638]  You mean the parliaments?
[01:49:56.638 --> 01:49:58.059]  Just incredible.
[01:49:58.059 --> 01:50:00.061]  Now listen to this, and read between the lines.
[01:50:00.061 --> 01:50:06.546]  The SPP was struck by leaders of the three countries in 2005, secretly I would add, to enhance the continent's competitiveness.
[01:50:06.546 --> 01:50:07.707]  Oh, it'll be so good for us!
[01:50:08.385 --> 01:50:15.772]  But for at least the first year, received little attention with their dry talk on regulations and cutting down on paperwork.
[01:50:15.772 --> 01:50:24.780]  Recently, nationalist groups and politicians in Canada and the United States have raised alarm bells over the lack of formal consultation with either civil society or legislatures.
[01:50:24.780 --> 01:50:27.642]  This is a 10-page report from the Canadian Free Press.
[01:50:27.642 --> 01:50:28.363]  It's a good report.
[01:50:29.003 --> 01:50:45.639]  Some of the issues that the ministers discussed during their meetings included finalizing a North American plan for dealing with the flu pandemic, that means a martial law grid, and another on a common regulatory environment in all three countries, that means laws, harmonizing laws, integration, continental integration is what it's called.
[01:50:46.306 --> 01:50:48.907]  That could include common food safety rules.
[01:50:48.907 --> 01:50:50.027]  That's already happening.
[01:50:50.027 --> 01:50:51.428]  That's part of the Animal ID.
[01:50:51.428 --> 01:50:56.689]  Canadians, as is Canada regularly, currently has more stringent rules for fortified products.
[01:50:56.689 --> 01:51:01.771]  That's the Codex Alimentarius banning most over-the-counter vitamins and total regulation.
[01:51:01.771 --> 01:51:03.091]  Right there!
[01:51:03.091 --> 01:51:12.114]  Insiders say the value of the SPP is that it puts the weight of ministers and national leaders behind projects that might normally languish for years among bureaucrats.
[01:51:12.114 --> 01:51:13.574]  You mean the legislatures and parliaments.
[01:51:14.798 --> 01:51:16.459]  Those aren't bureaucracies, you are.
[01:51:16.459 --> 01:51:20.282]  The issue of public consultation was at least identified during their meetings.
[01:51:20.282 --> 01:51:27.206]  In the final statement released by the ministers, they said they discussed the importance of transparency and communication with stakeholders and the public.
[01:51:27.206 --> 01:51:29.488]  Stakeholders means the corporations that are global.
[01:51:29.488 --> 01:51:30.829]  When you hear that, run for the hills.
[01:51:31.620 --> 01:51:37.001]  NDP leader Jack Layton raised the issue during Friday's question period in the comments.
[01:51:37.001 --> 01:51:45.023]  The fact is, these discussions are worrisome to all Canadians, they have been incredibly secret from the get-go, and there has been little public input, Layton said.
[01:51:45.023 --> 01:51:49.324]  The government has not sought out the opinion of Parliament or the public on it.
[01:51:49.324 --> 01:51:51.364]  Of course the Conservatives think they know best.
[01:51:51.364 --> 01:51:54.345]  I'm talking about the fake government, it's not Conservative.
[01:51:55.095 --> 01:51:57.336]  And it just goes on and on, folks.
[01:51:57.336 --> 01:52:02.477]  So now they're having to go public with it, but spinning it, claiming it's for the economy.
[01:52:02.477 --> 01:52:12.539]  No, it was the three leaders of each country over the infrastructure meeting last year with over 200 CEOs to lobby, basically, and discuss the payoffs.
[01:52:12.539 --> 01:52:17.320]  This is racketeering, this is criminal, and Lou Dobbs has said it, not just Alex Jones.
[01:52:17.320 --> 01:52:19.701]  Let's talk to John in the Netherlands.
[01:52:19.701 --> 01:52:20.501]  You're on the air.
[01:52:20.501 --> 01:52:21.381]  Welcome.
[01:52:21.381 --> 01:52:23.462]  Yeah, great show, Alex.
[01:52:23.462 --> 01:52:23.782]  Thank you.
[01:52:23.782 --> 01:52:24.422]  I'm a big fan of you.
[01:52:26.255 --> 01:52:27.495]  Yes, I'm from the Netherlands.
[01:52:27.495 --> 01:52:32.157]  My name is John Coulis.
[01:52:32.157 --> 01:52:32.997]  I know, I know.
[01:52:32.997 --> 01:52:35.999]  I just want to expose her too in the Netherlands.
[01:52:35.999 --> 01:52:38.240]  I do my job well.
[01:52:38.240 --> 01:52:45.323]  We have on the Wikipedia, we have a page concerning the Oklahoma City bombing and if you look at the
[01:52:45.811 --> 01:52:47.691]  Section on Conspiracy Theories.
[01:52:47.691 --> 01:52:49.932]  I want to hear your response to this.
[01:52:49.932 --> 01:52:51.432]  I looked at that just two nights ago.
[01:52:51.432 --> 01:52:54.953]  It says a few people think they're stupid conspiracies.
[01:52:54.953 --> 01:52:56.413]  Just a few people.
[01:52:56.413 --> 01:52:57.373]  Oh yes.
[01:52:57.373 --> 01:52:58.833]  Just a few people in other things.
[01:52:58.833 --> 01:53:02.874]  What I'm also interested in is that congressman in 2006, Dana Rohrabacher.
[01:53:02.874 --> 01:53:04.194]  I don't know if I pronounced it well.
[01:53:04.194 --> 01:53:11.755]  She mentioned on CNN that there's nothing wrong with adding to a conspiracy theory when there might be a conspiracy fact.
[01:53:11.755 --> 01:53:13.676]  No, he's the guy that... It's a male.
[01:53:13.676 --> 01:53:15.156]  He went and... He's in the affidavit.
[01:53:15.808 --> 01:53:17.551]  He went and interviewed Nichols.
[01:53:17.551 --> 01:53:20.776]  The government shielded us because they're scared to death.
[01:53:20.776 --> 01:53:22.759]  Wow.
[01:53:22.759 --> 01:53:23.700]  I found it interesting.
[01:53:23.700 --> 01:53:30.410]  You know, this Oklahoma bombing sitting was being broadcast on local television, Amsterdam, on exposure TV.
[01:53:31.577 --> 01:53:33.058]  In 1995.
[01:53:33.058 --> 01:53:37.901]  So we were very fast in exposing all the information that was available then.
[01:53:37.901 --> 01:53:41.483]  So it was on your television then, how there were bombs inside and all that?
[01:53:41.483 --> 01:53:42.143]  Yes, yes.
[01:53:42.143 --> 01:53:46.246]  Including that there were bomb experts explaining there must be two bombs.
[01:53:46.246 --> 01:53:50.428]  The former head of Air Force Weapons Development and countless others.
[01:53:50.428 --> 01:53:58.813]  Look, this all came out in the Grand Jury and the FBI came to the Grand Jury Foreman's House and put their hands on their guns and said, shut up or it's over for you.
[01:53:59.531 --> 01:54:05.337]  Including that they can actually registrate if there's a tiny earthquake.
