[00:00:09.483 --> 00:00:15.665]  It is July 30th, 2017 on this Sunday, live global transmission.
[01:41:59.215 --> 01:42:09.598]  I agree with that, but I'm saying there are very specific weapons for the good side, that if the soldiers became aware of them, it'd be more effective.
[01:42:09.598 --> 01:42:12.499]  Imagine having a new weapon and no one gets training on it.
[01:42:12.499 --> 01:42:17.920]  There are very... because you said Infant Wars is a weapon system, and it is, and so is the evil side.
[01:42:17.920 --> 01:42:22.562]  They're a weapon system, and they're using it effectively, and what you just said is true.
[01:42:22.562 --> 01:42:25.602]  All those things are working, but you could be more conscious of it.
[01:42:25.602 --> 01:42:27.203]  There are very specific weapons
[01:42:27.723 --> 01:42:29.004]  Well, I'll tell you what.
[01:42:29.004 --> 01:42:31.547]  Send your name and info to showtipsandinfowars.com.
[01:42:31.547 --> 01:42:34.089]  Recommend yourself or other guests I can get on.
[01:42:44.079 --> 01:42:44.680]  About that.
[01:42:44.680 --> 01:42:47.685]  Because I think just in general, seeking knowledge is the key.
[01:42:47.685 --> 01:42:49.388]  Not getting into infighting.
[01:42:49.388 --> 01:42:51.831]  And exposing the whole globalist paradigm and its systems.
[01:42:51.831 --> 01:42:56.018]  Once you know that, then you see how their globalist operations are being carried out.
[01:42:56.018 --> 01:42:57.681]  Then you research it and find out you're dead on.
[01:43:00.271 --> 01:43:05.912]  Today, I'm excited to announce that a new limited shipment of DNA Force has finally arrived at the M4's warehouse in Austin, Texas.
[01:43:05.912 --> 01:43:14.574]  We have thousands of listeners on the waiting list who've signed up for AutoShip to receive out-of-stock products like DNA Force, and we are now once again expected to sell out very, very soon.
[01:43:14.574 --> 01:43:22.456]  And when it comes to a formula that is such a game-changer like DNA Force, we never know when we will be able to secure an additional supply of the key ingredients.
[01:43:22.456 --> 01:43:28.597]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systematic enzymes,
[01:43:28.957 --> 01:43:31.999]  NAR, lipoic acid, BioPQQ, and many others.
[01:43:31.999 --> 01:43:36.702]  BioPQQ alone is backed by an unprecedented 175 clinical studies.
[01:43:36.702 --> 01:43:40.484]  And just one batch of this stuff cost us more than $30,000.
[01:43:40.484 --> 01:43:43.206]  Visit InfoWarsLife.com and read the reviews for yourself.
[01:43:43.206 --> 01:43:51.351]  Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third-party certified review agency, Power Review.
[01:43:51.351 --> 01:43:56.894]  Take advantage of this new limited shipment and get DNA Force today at InfoWarsLife.com before it sells out again.
[01:43:56.894 --> 01:43:58.055]  That's InfoWarsLife.com.
[01:44:00.089 --> 01:44:08.831]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:44:08.831 --> 01:44:09.371]  That's right.
[01:44:09.371 --> 01:44:14.633]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[01:44:14.633 --> 01:44:21.314]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[01:44:21.314 --> 01:44:28.556]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:44:28.916 --> 01:44:29.136]  Woo!
[01:44:29.136 --> 01:44:30.157]  That's what I'm talking about.
[01:44:30.157 --> 01:44:38.902]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:44:38.902 --> 01:44:48.508]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:44:48.508 --> 01:44:51.950]  Now that's what I call the miracle of food preservation.
[01:44:51.950 --> 01:44:56.052]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:44:56.052 --> 01:44:56.913]  So what are you waiting for?
[01:44:57.113 --> 01:44:59.395]  Check it out right now at InfoWarsStore.com.
[01:45:19.093 --> 01:45:19.874]  We're good to go.
[01:45:40.876 --> 01:45:42.578]  10% off when you choose auto-ship.
[01:45:42.578 --> 01:45:49.083]  It's kind of embarrassing to get family and crew members on that, you know, have irritable bowel, Crohn's-type stuff that didn't exist years ago, now it's epidemic.
[01:45:49.083 --> 01:45:54.448]  But I'm getting ready to have a bunch of folks go ahead and come on here and tell you what I did for them, because regardless, you can't lose your fun in the operation.
[01:45:54.448 --> 01:45:57.530]  Infowarslife.com, Infowarsstore.com, or AAA2533139.
[01:46:01.735 --> 01:46:06.976]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[01:46:06.976 --> 01:46:14.157]  Perfect for face and body, this natural unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[01:46:14.157 --> 01:46:20.038]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[01:46:20.038 --> 01:46:27.840]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[01:46:28.360 --> 01:46:31.882]  The larger the particle, the safer it is for your body.
[01:46:31.882 --> 01:46:36.004]  The organic oils help hydrate the skin, leaving it nice and smooth.
[01:46:36.004 --> 01:46:40.446]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[01:46:40.446 --> 01:46:46.669]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[01:46:46.669 --> 01:46:51.552]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[01:46:51.792 --> 01:46:55.094]  Stop exposing yourself and your family to toxic ingredients.
[01:46:55.094 --> 01:47:03.881]  Visit InfoWarsStore.com and learn more about the new SPF 30 sunscreen lotion.
[01:47:03.881 --> 01:47:06.483]  You're listening to the Alex Jones Show!
[01:47:16.612 --> 01:47:21.947]  He aligns himself with the truth, and it's time for you to choose a side.
[01:47:21.947 --> 01:47:24.234]  You're listening to Alex Jones.
[01:47:29.463 --> 01:47:39.431]  The point is there's a giant technocracy building a new world where the general public doesn't exist, with a maximum population of 150 million.
[01:47:39.431 --> 01:47:41.832]  That's official UN numbers.
[01:47:41.832 --> 01:47:51.140]  That's officially an eco-science written by the outgoing science czar John P. Holdren back on the year I was born, 1974, and adopted into UN global policy under UNESCO.
[01:47:51.960 --> 01:47:52.921]  These aren't my opinions.
[01:47:52.921 --> 01:47:55.282]  That's how I told you they were going to push microchipping.
[01:47:55.282 --> 01:47:59.325]  It's how I told you that your smart appliances would be watching you 20 years ago.
[01:47:59.325 --> 01:48:01.186]  Because it's in all the literature.
[01:48:01.186 --> 01:48:03.167]  It's in the plans.
[01:48:03.167 --> 01:48:06.049]  And the technology is 30, 40 years in advance.
[01:48:06.049 --> 01:48:08.270]  My dad was going to UT in high school in 1966.
[01:48:11.002 --> 01:48:13.203]  And it's called Plan 2.
[01:48:13.203 --> 01:48:14.184]  He was there in the summers.
[01:48:14.184 --> 01:48:16.665]  And they had CD-ROM and computers.
[01:48:16.665 --> 01:48:19.086]  And they said, oh, we're going to show you the nuclear reactor.
[01:48:19.086 --> 01:48:20.967]  We show all the engineering students.
[01:48:20.967 --> 01:48:22.167]  No one else gets to see it.
[01:48:22.167 --> 01:48:22.768]  Tell anybody.
[01:48:22.768 --> 01:48:27.030]  That's how you're automatically inducted into the secret societies, ladies and gentlemen.
[01:48:27.030 --> 01:48:28.431]  And you don't even know it's happened.
[01:48:28.431 --> 01:48:29.151]  You're just in it.
[01:48:30.302 --> 01:48:32.986]  And then I'm here trying to tell people stuff that's public!
[01:48:32.986 --> 01:48:36.351]  Now I've got four or five callers I promise I'm going to get to.
[01:48:36.351 --> 01:48:37.873]  Jim, Frank, Alex, and Sean.
[01:48:37.873 --> 01:48:38.453]  Bam, bam, bam.
[01:48:38.453 --> 01:48:42.139]  But briefly, you ask how you can support what you can do?
[01:48:42.139 --> 01:48:42.840]  Spread the article.
[01:48:42.840 --> 01:48:44.021]  Spread the videos.
[01:48:44.021 --> 01:48:45.463]  Know they're trying to censor and block.
[01:48:45.463 --> 01:48:46.144]  You keep doing it.
[01:48:46.144 --> 01:48:46.965]  That's why we're beating them.
[01:48:48.354 --> 01:48:49.455]  We're just one focal point.
[01:48:49.455 --> 01:48:51.317]  We also sell products to support ourselves.
[01:48:51.317 --> 01:49:04.669]  Seventy plus percent of our funding is from you buying products at infowarestore.com, beingprisonplanted.tv members so other people can enjoy stuff for free, but you get it in HD and all the films in HD in a source they can't censor as easily.
[01:49:05.543 --> 01:49:06.084]  We're good to go.
[01:49:21.244 --> 01:49:25.867]  Caveman Bone Broth Ultimate Formula in Strawberry and Chocolate, 25% off.
[01:49:25.867 --> 01:49:41.995]  The Super Silver Special Colloidal Silver, Colloidal Silver Toothpaste, Fluoride Free and an Electric Toothbrush that's proprietary, super high quality, that has silver impregnated in the brushes to keep it absolute, so you're not just reinfecting yourself every time you brush your teeth.
[01:49:41.995 --> 01:49:43.816]  Yeah, hot water doesn't do it, folks.
[01:49:43.816 --> 01:49:44.837]  The silver does.
[01:49:44.837 --> 01:49:45.277]  That's 50% off.
[01:49:45.277 --> 01:49:48.599]  I mean, the electric toothbrush is a lost leader at that price.
[01:49:49.167 --> 01:49:51.169]  Okay, InfoWarsStore.com.
[01:49:51.169 --> 01:49:53.931]  DNA Force will sell out in the next four days.
[01:49:53.931 --> 01:49:56.233]  It's still 20% off, despite that.
[01:49:56.233 --> 01:49:58.836]  InfoWarsStore.com or 888-253-3139.
[01:49:58.836 --> 01:50:06.803]  We've got Mullen Law Bay shirts, CNN's fake news shirts, InfoWars' real news shirts.
[01:50:06.803 --> 01:50:08.584]  It's about meeting like-minded people.
[01:50:08.584 --> 01:50:09.605]  It's about spreading the word.
[01:50:09.605 --> 01:50:11.007]  It's about not being bullied.
[01:50:11.007 --> 01:50:13.369]  It's about taking action and valuing yourself.
[01:50:13.869 --> 01:50:16.131]  Okay, let's take four final calls.
[01:50:16.131 --> 01:50:17.673]  Jim in Texas.
[01:50:17.673 --> 01:50:19.634]  He wants to talk about the midterm elections.
[01:50:19.634 --> 01:50:22.557]  These are the most important election ever.
[01:50:22.557 --> 01:50:23.438]  2016 was key.
[01:50:23.438 --> 01:50:25.780]  Now everyone is sudden death.
[01:50:25.780 --> 01:50:27.221]  Okay, to keep this thing peaceful.
[01:50:27.221 --> 01:50:30.184]  They want to make it violent because we're winning.
[01:50:30.184 --> 01:50:31.985]  2016 was key, but 2018 is king.
[01:50:31.985 --> 01:50:34.968]  Go ahead.
[01:50:34.968 --> 01:50:39.132]  Yeah, this is funny how the Lord had this happen following up on the previous call because
[01:50:39.853 --> 01:50:50.900]  I also want to talk about the gift God has given you at InfoWars as an underutilized tool and two suggestions on how you might utilize it better.
[01:50:50.900 --> 01:50:55.603]  One on the candidate front and one on the vote fraud front.
[01:50:55.603 --> 01:50:57.644]  On the candidate front, you've already
[01:50:58.100 --> 01:50:58.780]  We're good to go.
[01:51:20.313 --> 01:51:34.765]  Maybe asking for viewers around the country to identify candidates that are going on the primary ballot in their community, and maybe you could do a regular segment on Tuesday, Thursday, or Monday, Wednesday, Friday, and then maybe closer as the time rolls around, even do it every day of the week.
[01:51:34.765 --> 01:51:35.165]  Your thoughts?
[01:51:35.385 --> 01:51:45.595]  Absolutely and you know we're trying to focus in and give candidates that have a shot in major elections a platform but InfoWars and our audience can't carry it all alone.
[01:51:45.595 --> 01:51:55.485]  Everybody needs to identify those people themselves locally or run themselves to use whether you run for dog catcher or city commission or city council or state house or congress
[01:51:55.965 --> 01:52:06.650]  You want to get involved in those debates on TV to bring up real issues and to have chain reactions to point out that the polls are fake, to point out there's a global awakening, and to use that bully pulpit.
[01:52:06.650 --> 01:52:07.330]  Thank you so much.
[01:52:07.330 --> 01:52:08.110]  Great points.
[01:52:08.110 --> 01:52:15.214]  Just getting back to Congressman Steve King of Iowa saying criminally investigate Clinton, Obama, all of them.
[01:52:15.214 --> 01:52:16.894]  That is so big to have more of that.
[01:52:16.894 --> 01:52:17.575]  Say no.
[01:52:17.575 --> 01:52:19.195]  You're the ones that committed the crimes.
[01:52:19.195 --> 01:52:20.396]  Here it all is proven.
[01:52:21.796 --> 01:52:22.897]  You wanted somebody to go to jail?
[01:52:22.897 --> 01:52:23.857]  You're about to go to jail.
[01:52:23.857 --> 01:52:29.680]  That's a big part of the solution, is recognizing key information like that and getting it out to everybody.
[01:52:29.680 --> 01:52:31.260]  Okay, let's go ahead.
[01:52:31.260 --> 01:52:32.421]  That was Jim.
[01:52:32.421 --> 01:52:36.663]  Let's go to Frank in North Carolina.
[01:52:36.663 --> 01:52:37.103]  You're on the air.
[01:52:38.979 --> 01:52:40.941]  Hey Alex, thanks for taking my call.
[01:52:40.941 --> 01:52:45.924]  One quick correction, I never said that Infowars never covered the attack on the USS Liberty.
[01:52:45.924 --> 01:52:47.726]  You misrepresented what I said.
[01:52:47.726 --> 01:52:49.987]  Oh God, listen, I don't screen your call, man.
[01:52:49.987 --> 01:52:55.552]  I'm saying when I made a film about the USS Liberty, all the people that attacked me say it was to cover up that Israel attacked it.
[01:52:55.552 --> 01:52:57.733]  When the film says Israel attacked it, knew it.
[01:52:57.733 --> 01:52:58.874]  It's mental illness.
[01:52:58.874 --> 01:53:01.056]  Now go ahead if you've got a point.
[01:53:01.056 --> 01:53:03.418]  Yeah, well I'm calling in to talk about H.R.
[01:53:03.418 --> 01:53:04.779]  1697 and Senate Bill 720.
[01:53:06.786 --> 01:53:16.337]  I don't know if you guys are covering that over there, but I think it's probably one of the biggest unconstitutional bills since the Patriot Act.
[01:53:16.337 --> 01:53:19.020]  You're talking about the asset forfeiture stuff?
[01:53:19.020 --> 01:53:19.100]  Yes.
[01:53:23.681 --> 01:53:27.862]  I mean, would we allow this if Ireland was trying to push this?
[01:53:27.862 --> 01:53:29.343]  No, no, I totally agree.
[01:53:29.343 --> 01:53:33.064]  Trump, Trump, Trump, Trump has gone back on the Vaccine Commission.
[01:53:33.064 --> 01:53:34.364]  He's at least not doing anything right now.
[01:53:34.364 --> 01:53:36.505]  He pointed to bad people.
[01:53:36.505 --> 01:53:39.326]  This asset forfeiture thing is
[01:53:40.586 --> 01:53:41.826]  Really gets rid of due process.
[01:53:41.826 --> 01:53:43.067]  It's very, very dangerous.
[01:53:43.067 --> 01:53:43.967]  It's already been abused.
[01:53:43.967 --> 01:53:44.907]  It's already out of control.
[01:53:44.907 --> 01:53:46.767]  I don't care they claim, oh, it's for drug dealers.
[01:53:46.767 --> 01:53:47.328]  Give me a break.
[01:53:47.328 --> 01:53:48.848]  We all know who controls the drugs.
[01:53:48.848 --> 01:53:51.849]  The argument for Brzezinski is that's how you control the criminals.
[01:53:51.849 --> 01:53:55.870]  No, that's how they create a whole separate government.
[01:53:55.870 --> 01:54:00.131]  And absolutely, I don't like that legislation and I don't like the fact that Trump's supporting it.
[01:54:00.131 --> 01:54:05.892]  Plus, where's the move to repeal the IRS or reform it or punish them for the persecution?
[01:54:05.892 --> 01:54:09.593]  A bunch of the IRS people that were in there
[01:54:10.663 --> 01:54:15.788]  Whenever Obama was in persecuting Christians and conservatives are still there.
[01:54:15.788 --> 01:54:18.730]  Now I understand there's a mutiny against Trump and they're blocking him.
[01:54:18.730 --> 01:54:19.791]  So I don't even blame him.
[01:54:19.791 --> 01:54:21.853]  It's up to us to make a big noise about it.
[01:54:21.853 --> 01:54:24.316]  Great points, Jim or Frank.
[01:54:24.316 --> 01:54:25.697]  I appreciate your call.
[01:54:25.697 --> 01:54:31.062]  Alex, Alex in San Diego, formerly a state of California, FEMA Region 9.
[01:54:31.062 --> 01:54:31.802]  Alex, you're on the air.
[01:54:31.802 --> 01:54:32.103]  Go ahead.
[01:54:35.464 --> 01:54:37.025]  Okay, Alex is gone.
[01:54:37.025 --> 01:54:39.107]  Sean in New York.
[01:54:39.107 --> 01:54:40.028]  You're on the air, Sean.
[01:54:40.028 --> 01:54:42.370]  Thanks for holding.
[01:54:42.370 --> 01:54:42.911]  Hi there, Alex.
[01:54:43.870 --> 01:54:50.355]  First off, I want to give you kudos and say I wear all your shirts walking around here in Midtown Manhattan.
[01:54:50.355 --> 01:54:56.320]  I cannot tell you how fun it is and really upsetting people around here.
[01:54:56.320 --> 01:54:58.862]  Well, you're our last caller, so you've got about three, four minutes.
[01:54:58.862 --> 01:55:02.185]  Just briefly, you're calling on a different subject.
[01:55:02.185 --> 01:55:03.706]  Tell me what it's like.
[01:55:03.706 --> 01:55:04.887]  What percentage is positive?
[01:55:04.887 --> 01:55:06.028]  What percentage is negative?
[01:55:06.028 --> 01:55:08.750]  Because it really is an adventure to wear an InfoWars shirt.
[01:55:08.750 --> 01:55:09.591]  It's a lot safer.
[01:55:09.591 --> 01:55:12.433]  A Trump shirt, you might get hit in the head with a ball-peen hammer, but go ahead.
[01:55:13.410 --> 01:55:28.024]  Yeah, well, I wear the Trump pants 2021, and let me tell you, ironically, I get high fives from a lot of younger people and a lot of minorities, Latin and African American.
[01:55:28.024 --> 01:55:33.950]  The people who get the most angry are ugly old women with dogs and cats.
[01:55:34.862 --> 01:55:40.944]  Um, those are usually the ones, those make those weird sounds, like, and like, they just, they just attack you.
[01:55:40.944 --> 01:55:50.967]  Shit spews, yes, shit spews, exactly, like bleeding out of the eyes, the old woman looks completely insane, I'm sorry, that's true, that, it's old, weird, crazy women are the vanguard of the globalists.
[01:55:50.967 --> 01:55:57.889]  And I agree, it's minorities that are some of Trump's biggest supporters, at my own rallies, but the media covers it up.
[01:55:57.889 --> 01:55:59.890]  Absolutely, absolutely.
[01:55:59.890 --> 01:56:03.091]  The point, the point I wanted to make, I hope I get to it quickly, is just,
[01:56:03.647 --> 01:56:09.111]  I understand that the Democrats are like, eh, Hillary, eh, whatever the hell you tell us.
[01:56:09.111 --> 01:56:14.035]  But I don't understand how within the Republican Party, where did Susan Collins come from?
[01:56:14.035 --> 01:56:15.677]  Where did Murkowski come from?
[01:56:15.677 --> 01:56:17.258]  Where did McCain come from?
[01:56:17.258 --> 01:56:18.899]  Who the hell are these people?
[01:56:18.899 --> 01:56:20.280]  Who the hell is voting for them?
[01:56:20.280 --> 01:56:25.485]  These are globalist operatives run and put in because they're Democrats.
[01:56:25.485 --> 01:56:28.687]  And I'm telling you, the Republican traitors are the leaders of the Democrats.
[01:56:28.687 --> 01:56:30.609]  They admit McCain is the head of the Democratic Party.
[01:56:31.109 --> 01:56:38.373]  They admit McCain is the head of the Democratic Party and that he's their quote chairman and he directs them with criminal elements of the deep state.
[01:56:38.373 --> 01:56:54.923]  So the brains are the Republican leadership that actually run the mentally ill Democrats and the mentally ill Democrats who literally don't know what planet they're on, like Pelosi, they now believe they're overthrowing the Republicans because they were given a green light because the Libertarians began to take over the Republicans.
[01:56:54.923 --> 01:56:58.705]  So we forced this civil war in the government and now we're winning.
[01:57:00.169 --> 01:57:02.370]  We just got to get ready to see, but I just can't take a look.
[01:57:02.370 --> 01:57:03.491]  I just look at his face.
[01:57:03.491 --> 01:57:09.334]  I'm just like, oh, I just, I just, I almost have one of those reactions that I, that I love that, that, that you have.
[01:57:09.334 --> 01:57:10.334]  Well, God bless you, brother.
[01:57:10.334 --> 01:57:13.576]  Um, what else did you call on about today here as we close out the transmission?
[01:57:14.768 --> 01:57:16.469]  Oh, you know, that's just it, man.
[01:57:16.469 --> 01:57:17.330]  That's about it.
[01:57:17.330 --> 01:57:21.152]  You know, I actually work for the Globalist Empire here in New York.
[01:57:21.152 --> 01:57:25.895]  I work at a big four firm doing international mergers and acquisitions.
[01:57:25.895 --> 01:57:29.758]  Look, I want to tell people, you are a number on a spreadsheet.
[01:57:29.758 --> 01:57:33.940]  I have done spreadsheets where we put all this stuff in, we press enter.
[01:57:33.940 --> 01:57:39.004]  If cell B14 turns green, we fire your asses and we move overseas.
[01:57:39.004 --> 01:57:40.865]  If it turns red, you don't.
[01:57:40.865 --> 01:57:42.146]  You are a number.
[01:57:42.146 --> 01:57:43.547]  You are right on, my friend.
[01:57:44.167 --> 01:57:46.719]  And Hillary talks about it in her WikiLeaks.
[01:57:46.719 --> 01:57:47.423]  See you tomorrow, folks.
[01:57:47.423 --> 01:57:47.985]  God bless you all.
