[00:00:10.265 --> 00:00:10.766]  News.
[00:20:33.394 --> 00:20:36.116]  Uh, Kathy Griffin, you know, the severed head, all this crap.
[00:20:36.136 --> 00:20:39.058]  And of course, we know those cowards aren't going to be the ones that are carrying out the violence.
[00:20:39.318 --> 00:20:41.299]  They want some unhinged lunatic to go out and do it.
[00:20:41.599 --> 00:20:48.104]  We're kicking their globalist butt intellectually, politically, socio-economically, culturally, spiritually.
[00:20:48.464 --> 00:20:51.406]  The violence is the refuge of these failures.
[00:20:52.206 --> 00:20:54.728]  So, ladies and gentlemen, let's get under this tree.
[00:20:55.508 --> 00:21:00.752]  Ladies and gentlemen, all I can say to you is, it is now
[00:21:01.989 --> 00:21:09.975]  More critical than ever that we realize how serious this is and that I've been absolutely right and absolutely on target.
[00:21:10.316 --> 00:21:11.617]  But not because I'm that smart.
[00:21:12.217 --> 00:21:15.900]  I've watched all the frontline specials from the 80s about martial law plans.
[00:21:16.301 --> 00:21:17.161]  I've read the documents.
[00:21:17.221 --> 00:21:17.882]  I've read the books.
[00:21:18.742 --> 00:21:19.463]  I've read the reports.
[00:21:21.625 --> 00:21:23.026]  Yeah, let's duck in this gazebo over here.
[00:21:27.469 --> 00:21:27.609]  Yep.
[00:21:28.410 --> 00:21:37.157]  Alright, Alex Jones is on vacation right now, obviously working hard and interrupted by a little bit of weather there as he was breaking down all of Trump's victories.
[00:21:37.177 --> 00:21:37.797]  Is he back, guys?
[00:21:37.817 --> 00:21:38.938]  Go ahead and go to him if he's back.
[00:21:39.358 --> 00:21:39.819]  Okay, here we go.
[00:21:39.979 --> 00:21:53.169]  He's killed their carbon taxes, he's killed their TPP, he's killed their open borders, their whole Islam invasion plan that I used to hear the right-wingers warn about that I thought was exaggerated, is in full swing.
[00:21:53.689 --> 00:21:55.591]  Come on over here, Rex, come on the side right here.
[00:21:58.041 --> 00:21:59.881]  Tropical rainstorm coming in.
[00:21:59.921 --> 00:22:12.725]  So, by the way, I'm here in Hawaii with my family, one of my favorite places to go, on the furthest out island towards Asia, where you got Kim Jong-un threatening to fire nukes at Hawaii and threatening to fire them at Alaska.
[00:22:13.105 --> 00:22:17.906]  I don't think that's a major danger right now, but it just shows that all this stuff is heating up.
[00:22:17.986 --> 00:22:25.448]  They're talking about doing a missile test this week in Alaska and here, in Kauai, where the missile base, the anti-missile ballistic system is.
[00:22:26.684 --> 00:22:28.345]  So we'll be reporting on that as well.
[00:22:28.365 --> 00:22:33.107]  But I want to get back to David Knight and Owen Troyer and the rest of the crew live.
[00:22:33.387 --> 00:22:36.068]  I'm going to be co-hosting with the guys on Wednesday and Thursday.
[00:22:36.509 --> 00:22:38.470]  Paul Watson's co-hosting on Friday.
[00:22:39.230 --> 00:22:55.698]  So all this is coming up, but I cannot stress to you enough how critical it is that the Tree of Liberty not just be watered with the blood of patriots and tyrants, but be watered with the blood of your sweat and your tears and your political action
[00:22:56.513 --> 00:23:00.235]  Speaking out against these globalists that want to bully you into submission.
[00:23:00.895 --> 00:23:01.756]  But here's the danger.
[00:23:02.676 --> 00:23:05.498]  The danger is, the globalists are all in.
[00:23:05.518 --> 00:23:06.898]  They're cornered, they have nothing to lose.
[00:23:07.999 --> 00:23:09.240]  They know humanity's waking up.
[00:23:09.860 --> 00:23:15.763]  So they openly are saying they don't have the legislative, they don't have the executive, they don't have the judicial.
[00:23:16.784 --> 00:23:19.245]  And so they say in Newsweek, arrest the conservatives.
[00:23:21.084 --> 00:23:22.265]  Because we, quote, want violence.
[00:23:22.365 --> 00:23:30.410]  No, you want violence because you're losing, and you always thought you had your foot on our neck, but we were animals that you owned as pseudo-intellectual beta cunts.
[00:23:30.790 --> 00:23:32.091]  Beta females, beta males.
[00:23:32.312 --> 00:23:38.035]  They form these liberal, fake societies of control, of social engineering, of dumbing down language.
[00:23:39.429 --> 00:23:41.230]  And humanity is awake to that.
[00:23:41.650 --> 00:23:43.931]  But we have to realize how dangerous they are.
[00:23:43.951 --> 00:23:49.213]  And that we've lived under freedom so long that we've become lackadaisical or beyond that.
[00:23:49.493 --> 00:23:50.854]  Aren't even aware of what's happening.
[00:23:50.874 --> 00:23:55.236]  We have to be hardcore and extreme because they're being hardcore and extreme.
[00:23:55.456 --> 00:23:58.357]  It sounds hardcore and extreme to say they're planning to overthrow Trump.
[00:23:58.377 --> 00:24:00.418]  It sounds hardcore and extreme to say they've got COG ready.
[00:24:00.638 --> 00:24:02.879]  But we've got to go ahead and say it because it's the truth.
[00:24:03.019 --> 00:24:07.181]  And now, my biggest victory, your biggest victory, is we have Sean Hannity.
[00:24:08.254 --> 00:24:09.174]  We have Lou Dobbs.
[00:24:09.435 --> 00:24:14.317]  We have all the other people that are still hardcore real conservatives.
[00:24:14.337 --> 00:24:16.318]  They're not perfect, but they're loyal to the country.
[00:24:16.398 --> 00:24:20.720]  From Limbaugh to you name it's saying there's a COG plan to overthrow the president.
[00:24:20.740 --> 00:24:22.261]  There's a coup against the election.
[00:24:22.281 --> 00:24:24.062]  There's a coup against the American people.
[00:24:24.942 --> 00:24:27.103]  And so we have to force this out in the open.
[00:24:27.303 --> 00:24:34.427]  I know you know they're planning martial law and civil emergencies and Black Lives Matter riots and killing cops everywhere.
[00:24:34.467 --> 00:24:36.688]  And then it's seizing control of the government and then
[00:24:37.448 --> 00:24:38.469]  They're basically killing Trump.
[00:24:39.230 --> 00:24:40.671]  They're not going to let him ever testify, folks.
[00:24:40.691 --> 00:24:42.492]  They're going to let him defend himself up against them.
[00:24:42.512 --> 00:24:42.993]  They're cowards.
[00:24:43.173 --> 00:24:44.934]  They won't let Roger Stone testify in public.
[00:24:44.954 --> 00:24:46.335]  They won't let me testify in public.
[00:24:46.355 --> 00:24:48.377]  They won't let Caputo testify in public.
[00:24:48.917 --> 00:24:53.300]  They want to just demonize us and never let us have our day in court because they're the outsiders.
[00:24:53.681 --> 00:24:54.421]  They're the globalists.
[00:24:54.441 --> 00:24:58.064]  They're the ones using illegal spying to then make up all these lies about Trump.
[00:24:58.344 --> 00:25:01.267]  Once the spying comes out, what they say is in the spying isn't there.
[00:25:01.587 --> 00:25:03.288]  Then they turn around and say, we never spied on you.
[00:25:03.348 --> 00:25:05.110]  Remember all that from a few months ago?
[00:25:05.150 --> 00:25:06.030]  No one spied on them.
[00:25:06.050 --> 00:25:06.771]  There's no intercepts.
[00:25:08.200 --> 00:25:10.282]  A pack of scum that think you don't have a memory.
[00:25:10.643 --> 00:25:12.505]  Who think you'll lazily give up and go to sleep.
[00:25:12.725 --> 00:25:13.586]  They can run your world.
[00:25:13.766 --> 00:25:14.747]  They want to make you poor.
[00:25:14.927 --> 00:25:15.988]  They want to control your life.
[00:25:16.048 --> 00:25:17.350]  They are your enemy.
[00:25:17.590 --> 00:25:18.351]  That isn't rhetoric.
[00:25:18.491 --> 00:25:19.832]  They are your sworn enemy.
[00:25:20.012 --> 00:25:21.374]  Their whole culture is hating you.
[00:25:21.894 --> 00:25:23.196]  What does the preacher in closing say?
[00:25:25.020 --> 00:25:36.742]  He says, I've been told by high-level folks they hate Trump because he's a Christian and because he's going to get the left's control over Christianity gone, saying you have a First Amendment to be politically involved, which is in the First Amendment.
[00:25:36.782 --> 00:25:38.423]  Congress can't get involved in your religion.
[00:25:38.443 --> 00:25:41.623]  You can be political if you want, you just can't have state-run religion.
[00:25:41.663 --> 00:25:42.944]  Trump is getting rid of all that.
[00:25:43.424 --> 00:25:50.205]  They're panicked, just like they fund radical Muslims and Orthodox Muslims to kill Christians, just like the UN funds animist groups to kill Christians in Africa.
[00:25:50.905 --> 00:25:53.766]  Hollywood has a hard-on for Christians, just like they do in Russia.
[00:25:54.626 --> 00:25:55.487]  That's what this is about.
[00:25:55.507 --> 00:25:57.290]  It's about overriding Western culture.
[00:25:57.570 --> 00:25:58.711]  It's about destroying it.
[00:25:58.912 --> 00:26:04.398]  It's about conquering systems they don't control and creating systems of servile idiocy.
[00:26:05.259 --> 00:26:08.043]  That's why they use fake Christianity about laying down to tyranny instead of
[00:26:09.326 --> 00:26:13.067]  Actually fighting real Christianity, and then they sell this whole false paradigm to people.
[00:26:13.487 --> 00:26:15.148]  This is a war against Christianity.
[00:26:15.188 --> 00:26:16.488]  It's a war against free speech.
[00:26:17.028 --> 00:26:19.769]  Just like they're attacking everybody else's speech, they're attacking Christian speech.
[00:26:20.089 --> 00:26:32.273]  And we have to all come together, regardless of what group we're in, or what color we are, or where we're from, and say, we want to ally with George Soros and the megabanks and radical Islam, or we want to ally with free market and open free society and what makes the West so great.
[00:26:33.246 --> 00:26:34.367]  The West is a mindset.
[00:26:35.047 --> 00:26:36.688]  It threatens the globalist hegemony.
[00:26:36.708 --> 00:26:38.949]  So he just joined us.
[00:26:39.009 --> 00:26:43.471]  Top preacher met with the top congressman, Republican, and said they're planning to violently overthrow Trump.
[00:26:43.731 --> 00:26:51.694]  Then you have all the admissions in the news, the COG being prepared, leftist publications, top publications saying we need to do this.
[00:26:52.254 --> 00:26:57.857]  They've got former deputy heads of the Defense Department in Congress and at Capitol Hill.
[00:26:59.276 --> 00:27:02.758]  In the Pentagon promoting an overthrow of Trump, it's all illegal.
[00:27:03.478 --> 00:27:04.519]  But it's still over the top.
[00:27:05.199 --> 00:27:07.860]  We don't have a political immune system to deal with something this tyrannical.
[00:27:08.361 --> 00:27:11.742]  We expect this of Venezuela or Cuba, but not here.
[00:27:11.942 --> 00:27:12.683]  It's happening.
[00:27:12.723 --> 00:27:14.444]  These people are scum.
[00:27:14.464 --> 00:27:16.144]  They openly attack the family.
[00:27:16.305 --> 00:27:17.925]  They openly attack the right to self-defense.
[00:27:18.125 --> 00:27:18.786]  They openly attack
[00:27:19.566 --> 00:27:27.430]  Male and female role models because they want a dominated, servile, weak population and Trump wants prosperity and we're all bound to Trump now.
[00:27:28.010 --> 00:27:28.871]  Understand that, folks.
[00:27:28.891 --> 00:27:31.372]  I don't care less about Trump in the final equation as a person.
[00:27:31.532 --> 00:27:32.933]  So I don't care about myself in the final equation.
[00:27:33.133 --> 00:27:34.393]  It's the continuum of all this.
[00:27:34.833 --> 00:27:43.297]  They hate him because he is a real figurehead destroying their political correctness and breaking their back and helping everybody have will again to rally back against these damn bullies.
[00:27:43.618 --> 00:27:46.059]  And they want to kill him and they're not going to let him testify.
[00:27:46.559 --> 00:27:54.843]  So when I said, if the president moves militarily against this outside globalist threat to arrest Boros and his top people, I'll back it because it's espionage.
[00:27:55.023 --> 00:27:55.943]  They're enemy combatants.
[00:27:56.123 --> 00:27:56.944]  They aren't citizens.
[00:27:57.064 --> 00:27:58.444]  They want to overthrow the country.
[00:27:59.065 --> 00:28:01.106]  Obama says don't celebrate the 4th of July.
[00:28:02.306 --> 00:28:04.848]  Trudeau says, you know, Trump should say America first.
[00:28:05.028 --> 00:28:08.631]  If we don't have a country and don't look out for our own interests, what do we have?
[00:28:08.911 --> 00:28:09.952]  He's saying be a slave.
[00:28:10.012 --> 00:28:10.833]  Don't have any interest.
[00:28:11.073 --> 00:28:12.294]  Let people run your lives.
[00:28:12.494 --> 00:28:13.134]  Be a slave.
[00:28:13.334 --> 00:28:13.895]  Roll over.
[00:28:14.195 --> 00:28:15.236]  Let us kill your president.
[00:28:15.576 --> 00:28:15.816]  No.
[00:28:16.577 --> 00:28:18.999]  You people want violence because you're failures.
[00:28:19.439 --> 00:28:21.901]  And you want violence because you never actually implemented it in your life.
[00:28:22.061 --> 00:28:23.702]  You don't know what it means once it all starts.
[00:28:24.403 --> 00:28:25.143]  Have I called for violence?
[00:28:25.223 --> 00:28:25.623]  Absolutely not.
[00:28:25.643 --> 00:28:27.085]  But if there does start a shooting war,
[00:28:28.365 --> 00:28:30.767]  Believe me, this isn't Venezuela or North Korea.
[00:28:30.927 --> 00:28:32.949]  We already got some poor, broken people here enslaving.
