[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[00:22:26.234 --> 00:22:29.256]  That's Alex Jones meeting his girlfriend's parents for the first time.
[00:22:30.196 --> 00:22:44.883]  Now, in his more outspoken moments, Jones has argued that the government has the ability to control tornadoes, that the Boston Marathon bombing was a false flag attack, and that tap water is a gay bomb, and that they are putting chemicals in the water that turn the friggin' frogs gay.
[00:22:45.203 --> 00:22:49.004]  One of those people is a guy named Alex Jones, who I happen to find very entertaining.
[00:22:49.024 --> 00:22:52.684]  He's one of those guys who believes Bigfoot was responsible for 9-11.
[00:22:52.804 --> 00:22:54.165]  He believes everything.
[00:22:54.185 --> 00:22:56.765]  Sir, where are you getting this information?
[00:22:57.325 --> 00:22:59.066]  From a very reputable source.
[00:22:59.346 --> 00:22:59.626]  What?
[00:22:59.686 --> 00:23:00.466]  The FBI?
[00:23:00.486 --> 00:23:01.126]  The CIA?
[00:23:01.306 --> 00:23:02.266]  Info Wars.
[00:23:02.366 --> 00:23:04.387]  It's a radio show hosted by Alex Jones.
[00:23:05.227 --> 00:23:06.167]  You know he's legit.
[00:23:06.207 --> 00:23:09.048]  Mr. Trump, your presidency, I love your presidency.
[00:23:09.268 --> 00:23:10.928]  I call it disgrace the nation.
[00:23:13.226 --> 00:23:15.467]  You're not the POTUS, you're the BLOTUS.
[00:23:15.747 --> 00:23:17.047]  You're the glutton with a button.
[00:23:17.187 --> 00:23:19.128]  You're a regular gorge Washington.
[00:23:19.708 --> 00:23:23.230]  You're the president's, but you're turning into a real prick-tater.
[00:23:23.250 --> 00:23:29.272]  Sir, you attract more skinheads than free Rogaine.
[00:23:30.372 --> 00:23:32.833]  You have more people marching against you than cancer.
[00:23:33.333 --> 00:23:36.374]  You talk like a sign language gorilla who got hit in the head.
[00:23:36.514 --> 00:23:40.556]  In fact, the only thing your mouth is good for is being Vladimir Putin's **** holster.
[00:23:49.738 --> 00:23:51.439]  The better sense of humor than Alex.
[00:23:51.499 --> 00:23:57.023]  And usually when he's being made fun of, like he loves to do the Facebook memes, the Alex Jones Facebook memes.
[00:23:57.063 --> 00:23:58.344]  That's one of his favorite things.
[00:23:58.664 --> 00:24:00.025]  He laughs harder than anybody.
[00:24:00.465 --> 00:24:05.068]  But this late night comedy seems more like character assassination.
[00:24:05.528 --> 00:24:08.570]  And I'll tell you, we've seen it first hand for ourselves.
[00:24:08.670 --> 00:24:10.251]  There's a gentleman that works here.
[00:24:10.291 --> 00:24:11.392]  He's one of our editors.
[00:24:12.113 --> 00:24:13.694]  He got kicked out of his apartment.
[00:24:14.534 --> 00:24:29.559]  Because of what they saw, the people that own the apartment, what they saw from John Oliver and Jimmy Kimmel, they actually showed him the video on their cell phone and said, you work and support the racist Alex Jones.
[00:24:29.619 --> 00:24:30.800]  You can't live here anymore.
[00:24:31.060 --> 00:24:31.820]  And they kicked him out.
[00:24:32.260 --> 00:24:34.341]  So that's having an effect.
[00:24:34.401 --> 00:24:39.163]  This late night television is having an effect on the average everyday person.
[00:24:39.883 --> 00:24:41.564]  And we've seen a result for ourself.
[00:24:41.604 --> 00:24:42.004]  What do you think?
[00:24:43.959 --> 00:24:52.785]  Well, I've certainly seen it as far as the torrent of hatred aimed at me trying to shut down my free speech because I was trolled for many years.
[00:24:53.566 --> 00:24:55.107]  So I know that firsthand.
[00:24:56.488 --> 00:24:59.670]  The thing about it is now, they're breaking rice bowls.
[00:24:59.710 --> 00:25:00.490]  That's what I call it.
[00:25:00.530 --> 00:25:04.353]  They want to make sure that you're homeless and broken out on the street.
[00:25:04.393 --> 00:25:06.394]  And I've actually had some hate mail with that.
[00:25:06.414 --> 00:25:08.376]  That's exactly what they say.
[00:25:08.396 --> 00:25:10.577]  I won't rest until you're broke, homeless, and out on the street.
[00:25:10.597 --> 00:25:11.338]  They want to shut you down.
[00:25:12.080 --> 00:25:20.425]  Shut me down, and if I had an employer, I'm self-employed, but if I had an employer, they would go after them and make sure and harass them until I've shut them down.
[00:25:20.465 --> 00:25:33.554]  And in fact, that happened to me in a way because I was in an art gallery here in Montana, a local art gallery, and the trolls started a campaign of harassing the owner.
[00:25:34.560 --> 00:25:45.270]  And she really believed that I was some kind of a wacky Nazi white supremacist type, and she wanted me out of that gallery that same day.
[00:25:45.330 --> 00:25:55.378]  And I had to explain to her, no, this is just trolls, and it's all a lie, and I'm not this character that they were trying to portray me as, etc., etc.
[00:25:55.398 --> 00:25:59.222]  And the photos that they showed you were all doctored.
[00:26:00.015 --> 00:26:03.478]  And she understood, but she was so rattled, I had to leave anyway.
[00:26:03.518 --> 00:26:04.779]  She didn't want the bad publicity.
[00:26:05.199 --> 00:26:06.880]  So, you know, that's what happens.
[00:26:07.160 --> 00:26:09.762]  They go after your means of making a living.
[00:26:10.503 --> 00:26:18.428]  And so, that happened in 2015, and that happened at a time where I really hit bottom, and I was almost ready to stop drawing the cartoons.
[00:26:18.508 --> 00:26:23.752]  But after having a meeting with my wife, Tina, we decided, well, okay, we're going to draw more cartoons.
[00:26:23.792 --> 00:26:25.033]  We're going to get on social media.
[00:26:25.053 --> 00:26:26.154]  We're going to spread them around.
[00:26:27.366 --> 00:26:28.467]  More than the Trolls could.
[00:26:28.527 --> 00:26:33.792]  And then in 2016, I started getting help and support from a lot of great people.
[00:26:34.312 --> 00:26:36.354]  Mike Cernovich helped me out a lot.
[00:26:36.875 --> 00:26:39.317]  Jeff Giese and so many others.
[00:26:39.877 --> 00:26:41.939]  Stefan Molyneux helped me out.
[00:26:43.060 --> 00:26:44.621]  It was a terrific year.
[00:26:44.681 --> 00:26:46.803]  Really, it was a turnaround year for the cartoons.
[00:26:47.424 --> 00:26:51.347]  So we ended up defeating the Trolls, sort of.
[00:26:51.407 --> 00:26:52.248]  I mean, they're still there.
[00:26:53.437 --> 00:26:56.898]  The internet hate machine can't touch me like it did.
[00:26:58.158 --> 00:26:59.338]  But yeah, that's what they're doing.
[00:27:00.018 --> 00:27:02.799]  It all boils down to me.
[00:27:02.819 --> 00:27:03.999]  It boils down to money.
[00:27:04.179 --> 00:27:05.180]  It all goes to money.
[00:27:05.640 --> 00:27:08.520]  And we lost control over our money in 1913.
[00:27:08.580 --> 00:27:21.063]  And a hundred years later, these people at the top, the Federal Reserve central bankers, privately owned, of course, and the multinational globalist oligarchs, they have all the money in the world.
[00:27:21.923 --> 00:27:24.906]  And they control the media, they control their mainstream media.
[00:27:25.166 --> 00:27:28.809]  You know, the mainstream media is owned by a handful of corporations.
[00:27:30.311 --> 00:27:32.193]  And so, what do they go after next?
[00:27:32.233 --> 00:27:33.474]  Well, they go after the language.
[00:27:33.834 --> 00:27:39.439]  They're trying to limit what you can say and can't say, and they've been doing it with political correctness.
[00:27:39.519 --> 00:27:46.105]  But they've ramped it up on college campuses now, where you can't even say things like, oh, I just read a guy who
[00:27:48.642 --> 00:27:51.123]  In a paper he wrote, he used the word mankind.
[00:27:51.183 --> 00:27:55.544]  He got knocked down a whole grade for that because he dared to use the word mankind.
[00:27:56.224 --> 00:28:00.145]  So what this is, it's really directly out of 1984.
[00:28:00.705 --> 00:28:13.347]  Because I know if they got the money, you know, and they can impoverish, we got this Leviathan state bent on impoverishing us and taking our wealth.
[00:28:13.868 --> 00:28:15.988]  Now they want to take our language and make sure
[00:28:16.843 --> 00:28:23.650]  That we can't even use language to fight back because it's not, you know, it'll be called racist.
[00:28:23.670 --> 00:28:27.613]  I mean, it's kind of a form of insanity almost.
[00:28:27.714 --> 00:28:37.303]  These Antifa people, I see them kind of as mentally ill and a form of brainwashed cognitive dissonance and they don't even realize it.
[00:28:37.958 --> 00:28:38.278]  That's right.
[00:28:50.704 --> 00:28:55.768]  The divide is starting to widen, and I call it a cold civil war.
[00:28:55.968 --> 00:28:59.831]  And this is exactly what people like Soros want.
[00:29:00.131 --> 00:29:01.812]  They don't want a United States of America.
[00:29:01.832 --> 00:29:03.173]  They don't want nationalism.
[00:29:03.574 --> 00:29:04.234]  Look what happened.
[00:29:04.294 --> 00:29:07.036]  Nationalism and patriotism used to be a good thing.
[00:29:07.136 --> 00:29:12.821]  Populism, and Trump is like a populist president, let's face it.
[00:29:13.041 --> 00:29:14.262]  He's like an Andrew Jackson.
[00:29:14.322 --> 00:29:17.084]  Radio Cohen there, and sweep out those central bankers.
[00:29:17.124 --> 00:29:18.025]  That's what I hope he does.
[00:29:19.566 --> 00:29:24.929]  Somehow, the word nationalism, which I equated sort of with patriotism, they changed it.
[00:29:26.310 --> 00:29:30.452]  They changed it into nativism, and it's made it into a racist thing.
[00:29:30.492 --> 00:29:37.776]  So if you're a nationalist, and you happen to be white, oh, you're a white nationalist, you're a Nazi, you're Hitler, you know.
[00:29:37.856 --> 00:29:46.781]  I ran into some of these Nazis the other day at a May Day rally, and one of them actually said to me, guys, roll some of this footage that I'm playing right now.
[00:29:48.914 --> 00:29:54.095]  One of these people said to me, he goes, we don't want free speech, we have to end hate speech.
[00:29:54.655 --> 00:29:57.696]  So that's the most important thing to them is ending hate speech.
[00:29:58.096 --> 00:30:01.477]  But them dressing up, them attacking women and children is okay.
[00:30:01.857 --> 00:30:03.137]  They're totally okay with that.
[00:30:04.137 --> 00:30:07.778]  Well that's what I mean by this disconnect, this cognitive dissonance.
[00:30:08.238 --> 00:30:10.939]  They don't seem to realize that we're all for gay rights.
[00:30:12.506 --> 00:30:14.528]  I have nothing against gays myself.
[00:30:15.268 --> 00:30:16.369]  People can do what they want.
[00:30:16.409 --> 00:30:17.130]  I'm a libertarian.
[00:30:17.150 --> 00:30:17.691]  I don't care.
[00:30:18.311 --> 00:30:21.574]  But, at the same time, they embrace Islam.
[00:30:21.594 --> 00:30:23.315]  They want all these Islamic immigrants.
[00:30:23.375 --> 00:30:23.896]  And guess what?
[00:30:24.036 --> 00:30:25.417]  They do not tolerate gays.
[00:30:25.457 --> 00:30:26.878]  They throw gays off of buildings.
[00:30:26.938 --> 00:30:29.020]  Don't they see that there's something not right there?
[00:30:29.961 --> 00:30:34.144]  They believe in Sharia law and women covering up.
[00:30:34.164 --> 00:30:36.226]  What about women's rights in Saudi Arabia?
[00:30:36.266 --> 00:30:36.967]  They don't exist.
[00:30:37.788 --> 00:30:38.648]  But they don't see that.
[00:30:38.689 --> 00:30:46.212]  They go, yeah, we've got to welcome the, you know, we don't want to be Islamophobic, so we've got to have as many Muslims in the country as we want.
[00:30:46.593 --> 00:30:56.077]  At the same time, they don't see that, like in Europe, the rape statistics have skyrocketed and women getting abused, but somehow that's okay with these Antifa types.
[00:30:57.118 --> 00:31:04.141]  But you try to explain this to them and it's like, you know, they'd rather hit you with a bike lock than try to engage in debate.
[00:31:04.742 --> 00:31:07.043]  So much for free speech on college campuses, huh?
[00:31:07.779 --> 00:31:08.400]  Yeah, exactly.
[00:31:08.440 --> 00:31:09.641]  They don't want to promote free speech.
[00:31:09.681 --> 00:31:11.643]  They want to promote groupthink.
[00:31:12.124 --> 00:31:13.986]  That is what the college campuses are about.
[00:31:14.066 --> 00:31:29.382]  We had a stabbing at UT on the same day of this May Day parade, and it appears that it was, they just allowed campus carry on there so people could protect themselves, and lo and behold, a good guy with a gun stopped this guy from stabbing people.
[00:31:30.765 --> 00:31:31.445]  And there you have it.
[00:31:31.805 --> 00:31:33.206]  But that's not in the news.
[00:31:33.506 --> 00:31:35.427]  That had to come out from the student body president.
[00:31:36.247 --> 00:31:38.488]  And it's slowly making its way through social media.
[00:31:38.888 --> 00:31:40.189]  But the news won't report on it.
[00:31:41.029 --> 00:31:42.250]  And the police won't report on it.
[00:31:42.930 --> 00:31:44.070]  That's why they're losing.
[00:31:44.090 --> 00:31:45.671]  They've been exposed.
[00:31:46.871 --> 00:31:49.913]  And I have a feeling this has been going on for many decades.
[00:31:50.213 --> 00:31:55.635]  The mainstream media working with the CIA and Operation Mockingbird and that whole thing never went away.
[00:31:56.408 --> 00:32:03.352]  They've been bamboozling us and, you know, they've been like laying on some pretty big whoppers on Americans for years.
[00:32:03.412 --> 00:32:06.433]  I mean, it starts, it goes way back to the Kennedy assassination.
[00:32:06.854 --> 00:32:10.276]  You know, oh, we have to believe authority and authority is the Warren Commission.
[00:32:10.876 --> 00:32:16.279]  Even though, you know, you have people like Alan Dulles on the Warren Commission whom Kennedy despised and wanted to get rid of.
[00:32:16.299 --> 00:32:17.820]  Right.
