[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[00:25:21.256 --> 00:25:23.558]  From down the Mississippi to the Gulf of Mexico.
[00:25:27.965 --> 00:25:30.046]  Let's go ahead and get into the big, exciting news.
[00:25:30.226 --> 00:25:39.990]  Even in the skewed polls that are being put out by the state-run media in France, the Muslims running around burning cities, killing people every night, shooting police.
[00:25:40.611 --> 00:25:41.791]  People are just sick of it.
[00:25:42.631 --> 00:25:44.472]  And the media won't ever call it Islamic.
[00:25:45.793 --> 00:25:48.894]  In just the last few years, their tourism's down by half.
[00:25:49.274 --> 00:25:50.455]  In the last decade, it's down by 80%.
[00:25:52.196 --> 00:25:53.876]  I've talked to family that's been to Paris.
[00:25:54.236 --> 00:25:55.497]  They say, you can't recognize it.
[00:25:56.596 --> 00:26:01.579]  There's just people from North Africa everywhere just crapping on the side of the street.
[00:26:01.640 --> 00:26:02.940]  Forget the poor gypsies.
[00:26:03.401 --> 00:26:11.887]  There's just Islamists everywhere wearing, you know, kind of gangster, feline, puma outfits and cussing at everybody.
[00:26:11.947 --> 00:26:13.428]  And it's just a nightmare.
[00:26:14.929 --> 00:26:15.990]  It's falling apart.
[00:26:17.611 --> 00:26:20.753]  The country is committing suicide.
[00:26:24.568 --> 00:26:25.409]  That's globalism.
[00:26:26.229 --> 00:26:32.713]  And so Le Pen comes out and slams Macron, says France will be led by a woman, either me or Ms.
[00:26:32.753 --> 00:26:33.074]  Merkel.
[00:26:33.114 --> 00:26:35.255]  And again, that's because Germany runs the EU.
[00:26:35.295 --> 00:26:36.976]  It was always a German project.
[00:26:37.417 --> 00:26:38.397]  And it's not the German people.
[00:26:38.437 --> 00:26:39.038]  They're great people.
[00:26:39.118 --> 00:26:43.461]  It's the corruption, the globalism, using Germany to always control Europe.
[00:26:44.441 --> 00:26:46.363]  And again, the EU was a Hitler project.
[00:26:46.383 --> 00:26:49.224]  That is a uncontrovertible, undisputed fact.
[00:26:51.246 --> 00:26:52.327]  Those are stubborn things, aren't they?
[00:26:52.367 --> 00:26:54.408]  Let's go to Le Pen and the debate last night.
[00:26:55.597 --> 00:27:07.744]  The reality, you went to see Mrs. Merkel, you went to ask for her blessing because you plan to do nothing without her agreement.
[00:27:07.924 --> 00:27:08.605]  It's so true.
[00:27:08.645 --> 00:27:10.646]  What are you going to do opposite Mrs. Merkel?
[00:27:10.666 --> 00:27:14.308]  You said, I won't be opposite her, I will be with her.
[00:27:14.548 --> 00:27:18.651]  Of course, I want France to measure up to Germany.
[00:27:19.511 --> 00:27:20.792]  Let me tell you what happened.
[00:27:21.732 --> 00:27:23.333]  France will be led by a woman.
[00:27:23.373 --> 00:27:25.254]  It'll be either me or Mrs. Merkel.
[00:27:25.294 --> 00:27:26.915]  That's the truth.
[00:27:27.695 --> 00:27:28.376]  Look at that punk.
[00:27:29.456 --> 00:27:32.178]  Now, continuing, where's all the feminists?
[00:27:32.218 --> 00:27:35.899]  Well, women are reportedly going to vote for her in record numbers, and she's a classy lady.
[00:27:36.440 --> 00:27:37.360]  I know folks that have known her.
[00:27:37.400 --> 00:27:39.881]  Bob Chapman was good friends with her going way back, and her dad.
[00:27:40.942 --> 00:27:42.062]  And they're just good people.
[00:27:42.123 --> 00:27:43.923]  It's just nationalistic, free market.
[00:27:44.324 --> 00:27:46.685]  They have, on average, an 80-plus percent tax there.
[00:27:48.968 --> 00:27:49.909]  France is a great country.
[00:27:49.929 --> 00:27:51.729]  People always make fun of France and say they're a bunch of wimps.
[00:27:51.989 --> 00:27:59.371]  It was the most war-like country ever until Napoleon killed something like half the adult male population in two giant decades-long wars.
[00:28:00.952 --> 00:28:01.932]  People are sick of it.
[00:28:03.732 --> 00:28:06.373]  And France helped found this republic.
[00:28:07.473 --> 00:28:09.094]  And France needs to be free again.
[00:28:09.194 --> 00:28:14.015]  They need a Charles de Gaulle to bring their sovereignty back.
[00:28:14.035 --> 00:28:16.376]  Because after World War II, France didn't get its sovereignty back.
[00:28:17.739 --> 00:28:23.521]  They didn't have their own nuclear weapons, none of it, and De Gaulle seized the airfields and their own military bases in a bloodless coup against NATO.
[00:28:23.981 --> 00:28:25.521]  So, the French need to do that again.
[00:28:26.141 --> 00:28:27.542]  Now, let's go ahead and go to this clip.
[00:28:27.582 --> 00:28:28.282]  The kiss of death.
[00:28:28.402 --> 00:28:34.004]  Obama, who endorsed not having Brexit, that was the last straw for the Brits, pulling out of the EU.
[00:28:34.024 --> 00:28:37.444]  Now he has endorsed Macron.
[00:28:37.524 --> 00:28:37.945]  Here it is.
[00:28:39.865 --> 00:28:46.167]  I've always been grateful for the friendship of the French people and for the work we did together when I was President of the United States.
[00:28:47.591 --> 00:28:51.433]  I'm not planning to get involved in many elections now that I don't have to run for office again.
[00:28:52.094 --> 00:28:57.777]  But the French election is very important to the future of France and the values that we care so much about.
[00:28:58.798 --> 00:29:01.800]  Because the success of France matters to the entire world.
[00:29:03.001 --> 00:29:06.163]  I have admired the campaign that Emmanuel Macron has run.
[00:29:07.113 --> 00:29:08.854]  He has stood up for liberal values.
[00:29:09.414 --> 00:29:13.876]  He put forward a vision for the important role that France plays in Europe and around the world.
[00:29:13.896 --> 00:29:17.438]  And he is committed to a better future for the French people.
[00:29:17.698 --> 00:29:21.440]  He appeals to people's hope, and not their fears.
[00:29:22.240 --> 00:29:29.304]  And I enjoyed speaking to Emmanuel recently to hear about his independent movement and his vision for the future of France.
[00:29:29.504 --> 00:29:31.005]  I know that you face many challenges.
[00:29:31.772 --> 00:29:35.874]  And I want all of my friends in France to know how much I am rooting for your success.
[00:29:36.114 --> 00:29:36.314]  Ha!
[00:29:37.174 --> 00:29:44.498]  Because of how important this election is, I also want you to know that I am supporting Emmanuel Macron to lead you forward.
[00:29:45.718 --> 00:29:46.078]  En Marche!
[00:29:46.859 --> 00:29:47.499]  Vive la France!
[00:29:47.879 --> 00:29:50.440]  Well, that's the kiss of death right there, unless they steal the election.
[00:29:50.960 --> 00:29:51.681]  Totally sick.
[00:29:51.861 --> 00:29:52.221]  Stay with us.
[00:29:52.301 --> 00:29:53.201]  We're on the march.
[00:29:53.682 --> 00:29:55.282]  The empire's on the run.
[00:29:56.203 --> 00:29:58.904]  Alex Jones and the GCN Radio Network.
[00:30:03.123 --> 00:30:04.864]  You provided Alex with the caveman?
[00:30:04.884 --> 00:30:05.984]  I hear you're okay in Jiu Jitsu.
[00:30:20.971 --> 00:30:22.112]  No, no, I'm not.
[00:30:22.152 --> 00:30:22.772]  I'm terrible.
[00:30:22.792 --> 00:30:23.393]  I'm terrible.
[00:30:23.493 --> 00:30:30.639]  But the point is that I have a lot of aches and shoulders and this weird joint stuff that I've had issues with for years.
[00:30:31.240 --> 00:30:38.447]  And this bone broth, the Caveman Bone Broth, along with our joint formula has just worked magic for me.
[00:30:38.487 --> 00:30:41.970]  And that's just from my personal experience.
[00:30:43.351 --> 00:30:48.595]  I think they're great products and I think if anybody else has those issues that you should definitely, you owe it to yourself to check it out.
[00:30:48.635 --> 00:30:51.718]  If I'm wrong, then hey man, write me a mean letter.
[00:30:52.118 --> 00:30:53.419]  But let me tell you, they work for me.
[00:30:53.799 --> 00:30:54.980]  Yeah, they work for me too.
[00:30:55.060 --> 00:30:56.201]  Actually, we were talking about this earlier.
[00:30:56.221 --> 00:31:03.407]  Dude and I play basketball and I'm just now, like for the first time in my life, I'm 27 now, after I play basketball my knees are barking.
[00:31:03.987 --> 00:31:05.749]  Yeah.
[00:31:05.949 --> 00:31:11.573]  But the bone broth and the joint formula, like you just said, you combine those two, I felt the difference immediately.
[00:31:11.653 --> 00:31:13.334]  I felt it immediately.
[00:31:13.354 --> 00:31:15.595]  Yeah, and it actually tastes good.
[00:31:15.675 --> 00:31:18.757]  Like, I'm really picky and I will drink it.
[00:31:18.817 --> 00:31:19.918]  It tastes good to me.
[00:31:20.018 --> 00:31:23.961]  I love chocolate, so I really like the flavor of the Caveman.
[00:31:24.001 --> 00:31:26.142]  So, I mean, if the bone broth...
[00:31:28.744 --> 00:31:29.825]  Bone broth.
[00:31:29.885 --> 00:31:35.027]  If the bone broth is really that gross, I mean, I would never have known because it tastes really good.
[00:31:35.047 --> 00:31:38.789]  And my favorite is the Super Female Vitality.
[00:31:38.829 --> 00:31:46.593]  So ladies, get yourself some Super Female Vitality if you haven't already because it seriously, it just gets me going.
[00:31:46.653 --> 00:31:51.816]  I mean, I'll take a whole bunch of that stuff before I go out and do my... Maybe get it for your wife then, too, or girlfriend.
[00:31:52.556 --> 00:31:55.259]  I go and take a bunch of it before I go do Man on the Street.
[00:31:55.279 --> 00:31:58.541]  I just start running, zipping around, running right into the action.
[00:31:58.902 --> 00:31:59.822]  No fear, nothing.
[00:32:00.811 --> 00:32:08.153]  Well, that's a big primary part about, you know, fighting the globalists is making sure that we stay healthy and stay clear-eyed and stay honest and stay humble.
[00:32:08.713 --> 00:32:10.534]  I hope that we do that here at InfoWars.
[00:32:11.234 --> 00:32:21.777]  We got a lot going on and we're in the middle of the fight, so we really appreciate it when anybody supports us, either by purchasing our products or you can even go on to our store and donate.
[00:32:21.837 --> 00:32:23.077]  We're doing this by the skin of our teeth.
[00:32:23.117 --> 00:32:29.219]  I know it looks like we're in a billion-dollar studio, but Alex has never taken one cent of
[00:32:30.479 --> 00:32:32.740]  A borrowed money at all whatsoever.
[00:32:32.780 --> 00:32:34.982]  This is all money that's come from you listeners.
[00:32:35.002 --> 00:32:43.086]  So you've literally built this place, you know, built this place with your compassion and built this place with the support that you've sent us.
[00:32:43.106 --> 00:32:46.448]  So from the bottom of my heart, I appreciate it because I know we wouldn't be able to do this.
[00:32:46.488 --> 00:32:49.310]  We wouldn't have a voice if it wasn't for you.
[00:32:49.430 --> 00:32:54.813]  So once again, we got to thank the listeners for their steadfastness in supporting us and
[00:32:55.513 --> 00:33:02.399]  Even when we make mistakes, and even when we're not right, and even when we might go a little bit crazy, you guys stick with us and I appreciate that.
[00:33:08.125 --> 00:33:11.628]  Resistance to tyrants is obedience to God.
[00:33:12.208 --> 00:33:14.030]  It's Alex Jones.
[00:33:15.011 --> 00:33:18.114]  You can run on for a long time.
[00:33:18.674 --> 00:33:20.396]  Run on for a long time.
[00:33:20.416 --> 00:33:21.357]  Well, if you just joined it!
[00:33:22.409 --> 00:33:23.790]  We just tuned into the broadcast.
[00:33:24.130 --> 00:33:30.393]  We just joined our 30-plus hour live global transmission that we're now 24 hours and 33 minutes into.
[00:33:31.894 --> 00:33:37.517]  All teleprompter-free, radio slash TV at Infowars.com forward slash show and over 200 affiliates across the country.
[00:33:39.078 --> 00:33:43.761]  If you just joined us just to recap, Marie Le Pen slams Macron.
[00:33:44.221 --> 00:33:46.462]  France will be led by a woman, either me or Ms.
[00:33:46.502 --> 00:33:49.424]  Merkel, showing how the EU has taken over France and other countries.
[00:33:50.919 --> 00:34:01.788]  Now last year, Obama traveled to England and the UK, lobbied against Brexit, pulling out of the unelected EU that had taken over England, and was making over 90% of their decisions for them.
[00:34:02.968 --> 00:34:07.012]  And many Brits said that pushed him over the edge to vote for Brexit.
[00:34:07.872 --> 00:34:11.635]  And now, earlier I played Obama in his fancy new private studio.
[00:34:11.655 --> 00:34:14.217]  I guess he's got plenty of money now, he gives $400,000 speeches to big
[00:34:18.308 --> 00:34:21.130]  Big banking cartels and big Wall Street firms.
[00:34:21.771 --> 00:34:22.391]  It's a payoff.
[00:34:23.012 --> 00:34:28.276]  He's got his fancy cameras, his fancy studios to sit there and put out propaganda and still act like he's the president.
[00:34:29.697 --> 00:34:31.158]  And say, Viva la France!
[00:34:32.419 --> 00:34:34.060]  Viva Macron!
[00:34:34.080 --> 00:34:40.505]  And what's crazy about that is, Viva la France is what Le Pen's doing.
[00:34:40.726 --> 00:34:42.727]  The EU is absorbing nation states.
[00:34:43.128 --> 00:34:46.890]  The EU and Peter Southerland that helped set up the EU
[00:34:48.032 --> 00:34:54.014]  Who now runs the refugee program flooding the West with giant third world desperate populations, victims of the globalist program.
