[00:00:05.572 --> 00:00:17.396]  He never gives up.
[00:25:07.678 --> 00:25:08.619]  Here's Nigel Farage.
[00:25:09.597 --> 00:25:13.258]  Any surprise for you in the election of Macron?
[00:25:14.358 --> 00:25:20.040]  Is there any surprise in the defeat by 32 points of Marine Le Pen?
[00:25:21.980 --> 00:25:22.220]  No.
[00:25:22.400 --> 00:25:24.081]  I think we knew that Macron was going to win.
[00:25:24.101 --> 00:25:31.343]  I don't think the French are yet ready for Frexit in the way that we were last year in our country.
[00:25:31.983 --> 00:25:37.364]  Maybe the one surprise is in the first round of this, 46.5% of voters
[00:25:39.645 --> 00:25:41.846]  I've never seen anything like that happen in a Western democracy.
[00:25:59.955 --> 00:26:04.377]  The reason I think is that the Front National has a bad history.
[00:26:04.977 --> 00:26:09.078]  Her father, you know, I'm afraid she's often judged by him.
[00:26:09.098 --> 00:26:13.700]  And I've been urging her now, personally, for five years.
[00:26:13.740 --> 00:26:16.601]  And by the way, I've spoken to her campaign team tonight.
[00:26:17.821 --> 00:26:19.001]  She doesn't intend to give up.
[00:26:19.342 --> 00:26:28.985]  What she needs to do is to get rid of that National Front brand, to start again, and then all the people of left and right could get round her.
[00:26:29.525 --> 00:26:31.188]  In the second ballot next time round.
[00:26:31.208 --> 00:26:31.949]  And do you know something?
[00:26:32.630 --> 00:26:44.947]  I think what Macron will give is five more years of failure, five more years of uncontrolled immigration, five more years of failure with the euro, and I believe Le Pen, if she steadies herself, can win this in 2022.
[00:26:46.906 --> 00:26:49.268]  That is Nigel Farage's take on the French election.
[00:26:49.328 --> 00:26:51.370]  Related to that we have this story.
[00:26:51.430 --> 00:26:54.833]  France's National Front party to change name after election loss.
[00:26:55.434 --> 00:27:02.481]  And again, Western media, the English speaking media, always puts National Front because there was a party in the
[00:27:02.981 --> 00:27:11.548]  70s and 80s in Britain, now defunct for 30 years, that was actually a right-wing racist party called the National Front.
[00:27:12.089 --> 00:27:22.337]  It's called Front National in France, but they always flip it round because they want people to associate it with a party that's been defunct for 30 years to smear and demonise it.
[00:27:22.737 --> 00:27:30.243]  So France's far-right National Front party's gearing up for a name change, but not a makeover of its ideas after its decisive loss to centrists.
[00:27:30.804 --> 00:27:31.525]  Centrists!
[00:27:32.245 --> 00:27:36.350]  Far leftist socialist bureaucrat, that's who he really is, Emmanuel Macron.
[00:27:36.971 --> 00:27:46.644]  In interviews Monday, the campaign director for Marine Le Pen, David Rashline, said the party founded by her father would get a new name, as bait to pull in more supporters in France.
[00:27:46.724 --> 00:27:49.808]  So they're going to change the name, which is probably a good idea.
[00:27:50.649 --> 00:28:05.057]  Would also be a good idea to completely sabotage and prevent her father from having any kind of platform, because he also sticks his big mouth in everything, ruins it for everyone time and time again with his oafish comments.
[00:28:05.337 --> 00:28:06.638]  That needs to be clamped down on.
[00:28:06.958 --> 00:28:14.123]  But again, the question is, will there be anything worth rescuing in France in five years' time, given the situation that we've got right now?
[00:28:14.563 --> 00:28:15.944]  Hillary Clinton has come out.
[00:28:16.784 --> 00:28:22.646]  And praise Macron, headline Hillary Clinton ties herself to Macron's victory over Le Pen attacks the media.
[00:28:23.146 --> 00:28:32.090]  Clinton posted a tweet calling Macron's election a victory for the world and a defeat to the hackers who released Macron's emails to the public shortly before the election.
[00:28:32.150 --> 00:28:37.032]  Again, she still bought her over imaginary hackers.
[00:28:37.592 --> 00:28:39.693]  But then she turned the focus towards herself.
[00:28:40.765 --> 00:28:45.028]  Because she's an egomaniac, claiming, quote, the media says I can't talk about that.
[00:28:45.388 --> 00:28:49.531]  Clinton is known to have staffers carefully craft and edit her tweets before posting.
[00:28:50.071 --> 00:28:53.453]  She said it was victory for Macron for France, for the EU and the world.
[00:28:53.853 --> 00:28:56.175]  Defeat to those interfering with democracy.
[00:28:56.615 --> 00:28:59.037]  Oh, apart from if you're named Barack Obama.
[00:28:59.597 --> 00:29:03.000]  And then you can interfere with democracy on a regular basis.
[00:29:03.040 --> 00:29:10.807]  You can come out before Brexit and order the British people to vote for Remain or they'd be at the back of the queue for a trade deal.
[00:29:11.427 --> 00:29:14.630]  Well, you're not overseeing that trade deal now, are you, Obama?
[00:29:14.670 --> 00:29:16.011]  And neither is Hillary Clinton.
[00:29:16.371 --> 00:29:25.900]  But she literally tweeted, it was a victory, it was a defeat, sorry, for those interfering with democracy when Obama came out twice
[00:29:26.440 --> 00:29:30.501]  And interfered with this election by endorsing Macron.
[00:29:31.001 --> 00:29:35.822]  Most notably, of course, two days before the actual voting itself.
[00:29:35.922 --> 00:29:40.283]  Now Hillary Clinton is whining about hackers.
[00:29:40.363 --> 00:29:42.184]  Oh, the hackers were defeated again.
[00:29:42.204 --> 00:29:47.565]  She still can't move beyond that lame debunked narrative.
[00:29:47.785 --> 00:29:48.885]  Absolutely incredible.
[00:29:48.905 --> 00:29:49.425]  We'll be back.
[00:29:49.485 --> 00:29:50.686]  It's the Alex Jones Show Live.
[00:29:50.726 --> 00:29:51.306]  Don't go away.
[00:29:52.199 --> 00:29:55.201]  We're on the march, the empire's on the run.
[00:29:55.221 --> 00:29:58.922]  Alex Jones and the GCN Radio Network.
[00:30:03.044 --> 00:30:11.028]  While the Trump effect on relationships, according to the Washington Examiner, is causing breakups, the Trump effect on the Democrats and Liberals is sheerly maddening.
[00:30:11.248 --> 00:30:20.293]  As if the 178-year-old millennial Maxine Waters wasn't getting enough attention, the James Brown wig wearing a corpse took to the stage at the MTV Movie Awards to a roaring ovation.
[00:30:20.333 --> 00:30:24.717]  Listen to the young turds for more than 60 seconds and you're likely to hear a belligerent rant involving many curses.
[00:30:42.073 --> 00:30:43.153]  I'm gonna lay it out short and sweet.
[00:31:06.915 --> 00:31:12.579]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[00:31:13.300 --> 00:31:17.263]  I was a total fitness nut 20 years ago.
[00:31:18.163 --> 00:31:20.385]  About 15 years ago, I just stopped working out.
[00:31:20.465 --> 00:31:21.606]  I gained close to 100 pounds.
[00:31:21.626 --> 00:31:26.189]  I have lost 50, 60 pounds of fat, or more.
[00:31:26.249 --> 00:31:28.050]  I've gained 20 pounds of muscle.
[00:31:28.691 --> 00:31:33.634]  I'm stronger than I was when I was 22, when I could bench press close to 400 pounds and squat 600.
[00:31:33.714 --> 00:31:35.476]  It's actually scary.
[00:31:36.363 --> 00:31:46.487]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[00:31:47.448 --> 00:32:00.253]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight to promote human liberty and freedom.
[00:32:03.158 --> 00:32:10.924]  InfoWars is partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsTore.com.
[00:32:11.144 --> 00:32:17.569]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[00:32:17.790 --> 00:32:21.973]  The secret to Defender Body Armor is its proprietary processing technology.
[00:32:22.113 --> 00:32:31.957]  ...that disperses more kinetic energy at a rate higher than any other traditional body armor, using one of the strongest synthetic materials ever created, called ultra-high molecular weight polyethylene.
[00:32:32.217 --> 00:32:35.098]  Defender armor is also super compact and lightweight.
[00:32:35.358 --> 00:32:41.120]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[00:32:41.460 --> 00:32:41.920]  It works.
[00:32:42.221 --> 00:32:50.546]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[00:32:50.666 --> 00:33:00.073]  Defender Body Armor is now available through InfoWarsTore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[00:33:00.433 --> 00:33:00.913]  A total 360 win.
[00:33:05.504 --> 00:33:06.065]  News.
[00:33:06.585 --> 00:33:07.426]  Analysis.
[00:33:07.966 --> 00:33:08.627]  Reports.
[00:33:09.368 --> 00:33:18.677]  It's the Alex Jones Show!
[00:33:18.737 --> 00:33:20.419]  Go back on the Alex Jones Show LIVE!
[00:33:21.039 --> 00:33:23.560]  Talking about Obama sticking his nose into everything.
[00:33:23.580 --> 00:33:28.861]  You know, we were no fans of George W. Bush, but he managed to shut his mouth after he was out of office.
[00:33:28.921 --> 00:33:30.781]  That's not going to happen with Barack Obama.
[00:33:30.801 --> 00:33:42.244]  A couple of weeks ago, they were calling us conspiracy theorists for saying that Obama was interfering in the Trump administration after he'd literally set up a war room two miles from the White House to do exactly that.
[00:33:42.604 --> 00:33:45.965]  Oh, but you're a conspiracy theorist if you say Obama's interfering.
[00:33:46.505 --> 00:33:50.530]  Reuters reports Obama voices fervent hope Congress will tread carefully on healthcare.
[00:33:50.970 --> 00:33:54.315]  So he came out again last night, stuck his nose in again!
[00:33:54.335 --> 00:34:02.685]  I mean, that would be okay, but don't then claim that Obama is not interfering in anything, when he clearly is, on a regular basis.
[00:34:03.085 --> 00:34:04.106]  Absolutely incredible.
[00:34:05.106 --> 00:34:06.907]  Infowarsstore.com.
[00:34:06.947 --> 00:34:11.350]  We need your support more than ever and DNA Force is about to sell out!
[00:34:11.951 --> 00:34:17.674]  It's the advanced formula designed to help energize mitochondrial function and sustain healthy cell cycles.
[00:34:17.734 --> 00:34:22.117]  It is DNA Force dot... DNA Force at Infowarsstore.com.
[00:34:22.598 --> 00:34:24.099]  Again, that was out of stock a while ago.
[00:34:24.159 --> 00:34:27.121]  Now it's back in for a short time only.
[00:34:27.161 --> 00:34:32.004]  It helps regenerate the body's natural intracellular antioxidants.
[00:34:32.084 --> 00:34:34.386]  It's available right now at Infowarsstore.com.
[00:34:35.422 --> 00:34:42.244]  As is, the Conservatism is the new counterculture t-shirt, which has been selling like hotcakes for the past couple of weeks.
[00:34:42.304 --> 00:34:44.865]  I think we're trying to get more in stock.
[00:34:45.345 --> 00:34:49.806]  Don't know if that's happened yet, but it certainly was in short supply last time I checked.
[00:34:49.846 --> 00:35:04.130]  It is the high quality, made in America, premium t-shirt with the most triggering slogan you could ever imagine, along with my face, which makes it a hundred times more triggering
[00:35:04.870 --> 00:35:08.713]  Two verified liberals on Twitter and everybody else.
[00:35:09.454 --> 00:35:11.936]  The right kind of people that you really want to annoy.
[00:35:12.256 --> 00:35:15.279]  It's available at infowarsstore.com.
[00:35:15.359 --> 00:35:24.446]  We also have the Caveman True Paleo Formula, Brain Force Plus, Liver Shield, all the great products, all the great five-star independent verified reviews.
[00:35:24.526 --> 00:35:29.130]  Super Blue Fluoride Toothpaste, Knockout Sleep Supplement, Winter Sun Vitamin D.
