[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[00:23:34.631 --> 00:23:37.451]  I've defended people from the IRS for over 30 years.
[00:23:37.451 --> 00:23:39.752]  I've helped thousands and I can help you too.
[00:23:39.752 --> 00:23:44.252]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:23:44.252 --> 00:23:48.193]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:23:48.193 --> 00:23:51.974]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:23:51.974 --> 00:23:52.294]  Call 800-34-NO-TAX.
[00:23:52.294 --> 00:23:54.034]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:24:07.904 --> 00:24:13.494]  Well, I'm not the kind to kiss and tell, but I've been seen with Farrah.
[00:24:13.494 --> 00:24:17.482]  I've never been with anything less than a dime.
[00:24:17.482 --> 00:24:18.183]  So fine.
[00:24:19.321 --> 00:24:21.724]  It's a death-defying life I lead.
[00:24:21.724 --> 00:24:23.085]  I take my chances.
[00:24:23.085 --> 00:24:25.928]  I die for a living defeating the globalists.
[00:24:44.486 --> 00:24:47.430]  Yep, get Trump into office.
[00:24:47.430 --> 00:24:51.935]  And then watch all the globalists take it over and turn against us.
[00:24:51.935 --> 00:24:56.140]  All right, ladies and gentlemen.
[00:24:56.140 --> 00:24:58.804]  Got the fall guy bringing us in some old 80s flashbacks.
[00:25:01.481 --> 00:25:02.962]  Let's get serious right now.
[00:25:02.962 --> 00:25:09.085]  Coming up North Korea, coming up the mass stabbing in Austin, Texas that our crew happened to be down there covering right when it happened.
[00:25:09.085 --> 00:25:12.286]  Incredible, really dangerous for Millie Weaver and others.
[00:25:12.286 --> 00:25:20.951]  We've got a whole bunch of news dealing with the spending bill, a lot of news dealing with Facebook, surveilling.
[00:25:22.403 --> 00:25:25.945]  The youth and trying to keep them depressed and controlling them.
[00:25:25.945 --> 00:25:27.186]  All that is coming up.
[00:25:27.186 --> 00:25:32.108]  But first, I want to toot our horn and Mike Cernovich's horn again.
[00:25:32.108 --> 00:25:35.510]  The media is calling for his weekly pass he was given.
[00:25:35.510 --> 00:25:36.471]  We've gotten those as well.
[00:25:36.471 --> 00:25:42.995]  We're pending getting our regular passes, which are very hard to get at the White House with Jerome Corsi.
[00:25:42.995 --> 00:25:47.577]  The national media said that it was white power when he made the Trump symbol of A-OK.
[00:25:47.577 --> 00:25:48.678]  We're going to handle it.
[00:25:48.678 --> 00:25:50.019]  Everything's being taken care of.
[00:25:50.859 --> 00:25:52.020]  With finesse.
[00:25:52.020 --> 00:25:56.243]  Doesn't matter if that means it's handled, we've got it done, everything's okay.
[00:25:56.243 --> 00:26:08.152]  They say he's an evil white supremacist because he's pointed out that Antifa is attacking people all over the United States and he was able to get that out in the briefing yesterday at the White House.
[00:26:08.152 --> 00:26:14.557]  Of course, they're also attacking people and killing people all over the world, but three folks, four folks got stabbed yesterday.
[00:26:16.075 --> 00:26:21.038]  And one of them died just miles from where I sit at one of the loving Antifa events.
[00:26:21.038 --> 00:26:25.221]  But hey, that's more evil white people that are out of the way.
[00:26:25.221 --> 00:26:34.347]  Hip hip hooray, another liberal celebration of their non-violent activity.
[00:26:34.347 --> 00:26:45.235]  And of course the person's mentally ill, but things like these mentally ill liberal demonstrations draw these folks like, you know what to, you know what, flies to something.
[00:26:47.517 --> 00:26:52.959]  Because it's true, modern liberalism is a mental disorder, as Michael Savage and many others have properly said.
[00:26:52.959 --> 00:27:10.627]  But something else Cernovich and Paul Watson were right about last week was that McMaster, the guy that has boots on the ground in Syria and does want a ground war, that was now on the news yesterday, that sure enough McMaster does want a ground war in Syria, even though Trump has said that isn't going to happen.
[00:27:10.627 --> 00:27:15.730]  Our sources in the White House say that is the plan and that Trump's trying to block it.
[00:27:15.730 --> 00:27:16.210]  Meanwhile,
[00:27:17.625 --> 00:27:20.688]  Making Afghanistan Great Again from Bloomberg!
[00:27:20.688 --> 00:27:26.673]  So last week we report on what's happening and that he does want more boots on the ground in Afghanistan.
[00:27:26.673 --> 00:27:33.760]  And then now, yesterday on May 1st, it comes out President Donald Trump will soon have to decide what to do about Afghanistan.
[00:27:33.760 --> 00:27:41.087]  After weeks of wrangling inside his national security cabinet, top officials on Friday agreed on the broad outlines of a strategy to prosecute America's longest war.
[00:27:42.210 --> 00:27:43.572]  And to continue it.
[00:27:43.572 --> 00:27:45.454]  And McMaster wants to expand it.
[00:27:45.454 --> 00:27:51.522]  So exactly what we told you internally at the White House last week that broke three days later in Bloomberg.
[00:27:51.522 --> 00:27:53.705]  Here is Mike Cernovich giving you the exclusive.
[00:27:54.946 --> 00:27:56.907]  So it really is mind-blowing.
[00:27:56.907 --> 00:28:09.253]  So McMaster presented a $35 billion plan for Afghanistan at a principals meeting, which was with the whole National Security Council minus the president was there.
[00:28:09.253 --> 00:28:18.418]  McMaster wants to spend $35 billion in Afghanistan and he faced a lot of resistance and pushback from various officials there.
[00:28:18.418 --> 00:28:21.140]  McMaster said, I quote, we will create
[00:28:21.940 --> 00:28:24.543]  An inclusive government.
[00:28:24.543 --> 00:28:32.310]  This strategy has not been presented to the President because even the people at the principals meeting think McMaster is out of his mind.
[00:28:32.310 --> 00:28:33.611]  They're saying, what are you talking about?
[00:28:33.611 --> 00:28:36.273]  You want to do $35 billion in Afghanistan?
[00:28:36.273 --> 00:28:37.394]  What is that going to look like?
[00:28:37.394 --> 00:28:40.057]  Are we talking troop surges, another surge?
[00:28:40.057 --> 00:28:44.140]  Now remember McMaster was a protege of David Petraeus and Petraeus is indeed
[00:28:44.921 --> 00:28:50.544]  Pulling the strings of McMaster and Petraeus was a big proponent of the search.
[00:28:50.544 --> 00:29:02.571]  So McMaster is now going to present another massive $35 billion plan to Donald Trump to create a new regime in Afghanistan.
[00:29:02.571 --> 00:29:11.896]  That's last Friday when Mike Cernovich was on and they say a bare minimum of $23 billion in this principals meeting that broke in the big Bloomberg exclusive
[00:29:13.670 --> 00:29:15.971]  And it goes on to say perhaps even more.
[00:29:15.971 --> 00:29:22.113]  So you get exactly what was in the meeting and there was pushback against McMaster.
[00:29:22.113 --> 00:29:22.833]  General H.R.
[00:29:22.833 --> 00:29:31.577]  McMaster prevailed though, we're now learning, and that that is the plan to actually expand the Afghan war.
[00:29:31.577 --> 00:29:34.978]  Trump, even Alexander the Great, had to pull out of Afghanistan.
[00:29:36.018 --> 00:29:37.599]  The British pulled out.
[00:29:37.599 --> 00:29:39.221]  The Russians pulled out.
[00:29:39.221 --> 00:29:45.306]  Everybody pulls out because they're like cavemen and they never submit and they're always killing each other too.
[00:29:45.306 --> 00:29:48.288]  It's all tribal warfare.
[00:29:48.288 --> 00:29:49.930]  So any victory will be Pyrrhic.
[00:29:49.930 --> 00:29:50.850]  We'll be back.
[00:29:50.850 --> 00:29:52.251]  We're on the march.
[00:29:52.251 --> 00:29:54.774]  The Empire's on the run.
[00:29:54.774 --> 00:29:57.476]  Alex Jones and the GCN Radio Network.
[00:30:01.889 --> 00:30:06.734]  Joe Biggs here with Infowars.com with some patriotic quotes by Ron Paul.
[00:30:06.734 --> 00:30:15.463]  The most basic principle to being a free American is the notion that we as individuals are responsible for our own lives and decisions.
[00:30:15.463 --> 00:30:19.687]  We do not have the right to rob our neighbors to make up for our own mistakes.
[00:30:19.887 --> 00:30:26.130]  Neither does our neighbor have any right to tell us how to live, so long as we aren't infringing on their rights.
[00:30:26.130 --> 00:30:30.692]  Freedom to make bad decisions is inherent in the freedom to make good ones.
[00:30:30.692 --> 00:30:34.714]  If we are only free to make good decisions, then we are not really free.
[00:30:34.714 --> 00:30:41.777]  Liberty is lost through complacency and a subservient mindset when we accept or even welcome automobile checkpoints.
[00:30:41.997 --> 00:30:48.100]  Random searches, mandatory identification cards, and paramilitary police in our streets.
[00:30:48.100 --> 00:30:51.241]  We have lost a vital part of our American heritage.
[00:30:51.241 --> 00:30:55.863]  America was born of protests, revolution, and mistrust of government.
[00:30:55.863 --> 00:30:59.885]  Subservient societies neither maintain nor deserve freedom for long.
[00:31:01.519 --> 00:31:03.380]  It's not just our water we need to filter.
[00:31:03.380 --> 00:31:05.420]  It's not just our food that needs to be cleaned.
[00:31:05.420 --> 00:31:08.322]  It's the air we're breathing, especially for our children.
[00:31:08.322 --> 00:31:14.384]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:31:14.384 --> 00:31:23.567]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[00:31:23.567 --> 00:31:28.429]  Whether it's your home or office, yo, it's yourself, your co-workers, your family, your children.
[00:31:28.649 --> 00:31:31.113]  Do the best job you can to purify your air.
[00:31:31.113 --> 00:31:39.144]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:31:39.144 --> 00:31:40.226]  The general public doesn't.
[00:31:41.309 --> 00:31:44.691]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[00:31:44.691 --> 00:31:48.834]  One of these systems can keep 800 square feet incredibly clean.
[00:31:48.834 --> 00:31:55.537]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:31:55.537 --> 00:31:59.640]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[00:32:01.778 --> 00:32:07.245]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[00:32:07.245 --> 00:32:09.348]  Research across the board is clear.
[00:32:09.348 --> 00:32:14.634]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:32:14.634 --> 00:32:18.399]  That's why the last Surgeon General's report on oral health warns that
[00:32:18.479 --> 00:32:21.922]  Your oral health can have a serious impact on your entire body.
[00:32:21.922 --> 00:32:25.105]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[00:32:25.105 --> 00:32:28.989]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[00:32:28.989 --> 00:32:36.156]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:32:36.156 --> 00:32:41.561]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[00:32:41.701 --> 00:32:42.561]  We're good to go.
[00:33:12.170 --> 00:33:16.792]  This is our land.
[00:33:16.792 --> 00:33:20.113]  These are our people.
[00:33:20.113 --> 00:33:20.993]  The workers.
[00:33:20.993 --> 00:33:23.974]  The strivers.
[00:33:23.974 --> 00:33:26.655]  The builders.
[00:33:26.655 --> 00:33:28.616]  These are our people.
[00:33:28.616 --> 00:33:30.356]  Who are they?
[00:33:30.356 --> 00:33:31.197]  Who are they?
[00:33:33.462 --> 00:33:36.283]  They are the dark armies.
[00:33:36.283 --> 00:33:40.105]  The dark, murdering armies whose only honor is atrocity.
[00:33:40.105 --> 00:33:41.106]  The answer to 1984 is 1776.
[00:33:41.106 --> 00:33:43.027]  You're listening to the Alex Jones Show.
[00:33:59.548 --> 00:34:06.480]  As you can see, the Earth from space from the International Space Station.
[00:34:06.480 --> 00:34:08.744]  Yes, we live in a magical universe.
[00:34:08.744 --> 00:34:11.008]  Consciousness is the ultimate gift, is it not?
[00:34:13.683 --> 00:34:17.305]  All right, let me start running through the news here, and then I'm going to open the phones up.
[00:34:17.305 --> 00:34:19.807]  Owen Schroeder's got big news joining us at the bottom of the hour.
[00:34:19.807 --> 00:34:27.912]  Let's see if I can get Millie Weaver in here, who worked real late last night at the Antifa events, but we think we can get her, one of our great reporters in studio, to play some of the incredible stuff.
[00:34:27.912 --> 00:34:30.074]  We have to bleep it out, though, of the Antifa.
[00:34:30.074 --> 00:34:40.361]  They're all like runts, and I'm not against runts, but they're all runts, and they're all really hateful, and they're all really devilish, and they're all really stupid.
