[00:00:03.792 --> 00:00:16.241]  He never gives up.
[01:32:05.418 --> 01:32:07.000]  Do you understand that?
[01:32:07.060 --> 01:32:08.702]  Turn the friggin' frogs gay!
[01:32:08.782 --> 01:32:09.122]  Boom!
[01:32:09.162 --> 01:32:09.423]  Boom!
[01:32:09.463 --> 01:32:10.364]  Screw this crap!
[01:32:10.404 --> 01:32:10.804]  Gay!
[01:32:10.824 --> 01:32:11.185]  Frogs!
[01:32:11.245 --> 01:32:12.005]  Friggin' frogs!
[01:32:12.106 --> 01:32:12.346]  Boom!
[01:32:12.406 --> 01:32:13.267]  It's not funny!
[01:33:05.708 --> 01:33:10.352]  You're listening to the Alex Jones Show!
[01:33:16.917 --> 01:33:18.579]  Imagine my surprise!
[01:33:23.041 --> 01:33:26.483]  Resistance to tyrants is obedience to God.
[01:33:27.104 --> 01:33:28.545]  It's Alex Jones.
[01:33:28.565 --> 01:33:31.267]  All right, your calls are coming up here in about a minute or two.
[01:33:31.467 --> 01:33:44.696]  Imagine my surprise when I learned the guy they SWAT team raided, reportedly for the bombing in London, that burned up a woman and some kids and 20 people in critical condition, was an Islamicist who'd come as a refugee.
[01:33:46.892 --> 01:33:47.974]  Forget the Islamists.
[01:33:48.114 --> 01:33:49.876]  Why are the leftists doing this?
[01:33:49.916 --> 01:33:51.078]  They're not just appeasing it.
[01:33:51.439 --> 01:33:52.961]  They don't want to just virtue signal.
[01:33:53.041 --> 01:33:55.284]  They like muscling Christians.
[01:33:55.765 --> 01:33:57.567]  What did Christians ever do to liberals?
[01:33:58.428 --> 01:34:01.252]  It's some weird existential domination.
[01:34:02.833 --> 01:34:10.855]  So Laura, talking about your awakening, seeing this imam get up at a memorial and say, Allah Akbar, because it's all about pissing on people.
[01:34:10.895 --> 01:34:12.256]  It's all about the act of dominance.
[01:34:12.556 --> 01:34:14.036]  And it's always these weird losers.
[01:34:14.096 --> 01:34:17.417]  The left, the Islamists, all of them, they're all on welfare.
[01:34:17.437 --> 01:34:19.918]  None of them get up till noon.
[01:34:19.998 --> 01:34:25.499]  I mean, it's literally a bunch of lazy scum who hate the West and want to destroy it.
[01:34:25.519 --> 01:34:26.740]  I mean, that's my perspective.
[01:34:27.340 --> 01:34:30.781]  What do you think's really going on here at the bottom, bottom of the barrel?
[01:34:32.324 --> 01:34:38.689]  Look, I think that people just don't want to admit that, you know, we are at war with Islam, right?
[01:34:38.729 --> 01:34:42.332]  I mean, look, after 9-11 happened, President Bush said that we weren't at war with Islam.
[01:34:42.352 --> 01:34:48.597]  But over time, that has been proven to be false because, look, it's not Judaism that's attacking us.
[01:34:48.657 --> 01:34:51.719]  It's not Judaism that's chopping people's heads off and making videos about it.
[01:34:51.999 --> 01:34:52.940]  It's not Christianity.
[01:34:53.260 --> 01:34:53.961]  It's Islam.
[01:34:54.301 --> 01:34:54.561]  Right?
[01:34:54.681 --> 01:35:03.365]  And when people call it radical Islam, they need to understand that calling it radical or moderate Islam doesn't do any good for anybody because it's just Islam.
[01:35:03.785 --> 01:35:10.287]  In the Quran, it encourages Muslims to chop off the heads and the fingers of infidels.
[01:35:10.327 --> 01:35:13.549]  And an infidel is anybody who doesn't practice Islam.
[01:35:13.649 --> 01:35:18.170]  So, you know, I don't like using the word radical Islam because... No, you're right.
[01:35:18.230 --> 01:35:19.571]  It's orthodox Islam.
[01:35:19.651 --> 01:35:22.072]  People doing this are doing what Muhammad said.
[01:35:22.830 --> 01:35:23.070]  Right.
[01:35:23.891 --> 01:35:25.713]  It's what the Qur'an preaches.
[01:35:25.773 --> 01:35:27.534]  There's not a different Qur'an, right?
[01:35:27.574 --> 01:35:29.396]  There's no interpretation.
[01:35:29.436 --> 01:35:32.799]  It's not how you decide to interpret Islam in the Qur'an.
[01:35:32.839 --> 01:35:41.166]  It is word for word, you know, barbaric doctrine that encourages the killing of everybody who doesn't want to submit to Allah.
[01:35:41.186 --> 01:35:46.870]  You're being close-minded about throwing gays off buildings and cutting women's genitals off, which is the standard Islam.
[01:35:47.330 --> 01:35:50.312]  But seriously, how has the left then positioned themselves?
[01:35:50.332 --> 01:35:53.395]  Because every time there's a new terror attack, we get attacked, you get attacked.
[01:35:53.915 --> 01:35:55.616]  I mean, they just... J.K.
[01:35:55.676 --> 01:35:56.577]  Rowling defends it.
[01:35:58.587 --> 01:36:09.931]  Yeah, look, they're in bed with Islam, and we see that in the way that not only in which they defend these Islamists who commit horrible acts of terrorism, but they're also adopting their tactics.
[01:36:10.011 --> 01:36:11.751]  Look at Antifa, for example.
[01:36:12.112 --> 01:36:16.273]  Antifa is literally like white to ISIS.
[01:36:16.413 --> 01:36:20.254]  They dress up in black, they cover their faces, they carry flags just like ISIS.
[01:36:20.274 --> 01:36:23.135]  They run around and attack people with signs that say, peace.
[01:36:23.535 --> 01:36:26.136]  They hit you saying, peace, peace, like Mars attacks.
[01:36:26.176 --> 01:36:27.257]  Don't run, we're your friends.
[01:36:28.397 --> 01:36:30.800]  I'm gonna kill you, Mrs. Pease!
[01:36:31.580 --> 01:36:34.143]  And if you disagree with them, they'll even, they'll try to kill you.
[01:36:34.163 --> 01:36:34.884]  I mean, we've seen it.
[01:36:34.904 --> 01:36:37.246]  They stabbed some girl in the neck the other day.
[01:36:37.306 --> 01:36:40.369]  They, um, they slashed her open.
[01:36:40.750 --> 01:36:41.771]  This isn't stabbing.
[01:36:43.192 --> 01:36:43.733]  Love you!
[01:36:44.133 --> 01:36:45.294]  I'm sorry, go ahead.
[01:36:46.934 --> 01:36:54.980]  No, I mean, like, they're doing exactly what ISIS does, yet, you know, we see that they're still, um, you know, they surround- I mean, look at Hillary Clinton, for example, right?
[01:36:55.300 --> 01:36:58.123]  She thought that she was going to- Antifa is not violent, Loomers!
[01:36:58.643 --> 01:36:59.283]  We're loving!
[01:36:59.303 --> 01:37:00.725]  What's wrong with you?
[01:37:00.785 --> 01:37:01.825]  I'm not stabbing you!
[01:37:02.966 --> 01:37:07.289]  Her right-hand woman, Huma Abedin, is literally Muslim Brotherhood.
[01:37:07.370 --> 01:37:15.576]  I mean, her family has ties to the Muslim Brotherhood, a terrorist organization, and this woman was- And her mother writes books about sexual mutilation.
[01:37:16.581 --> 01:37:24.126]  I mean, from what I've read, her father is associated with a terrorist publication that published Al-Qaeda writings.
[01:37:24.346 --> 01:37:28.088]  So, look, I mean, these are people who are sympathetic to Islamists.
[01:37:28.108 --> 01:37:29.989]  They used our open society to come in and take over.
[01:37:32.110 --> 01:37:32.531]  Exactly.
[01:37:32.871 --> 01:37:34.672]  I mean, it's not even a Trojan horse anymore.
[01:37:34.712 --> 01:37:36.513]  They're not even trying to hide.
[01:37:36.533 --> 01:37:39.295]  They're just here and they're being welcomed with open arms.
[01:37:40.413 --> 01:37:41.394]  And they're hiding the numbers.
[01:37:41.735 --> 01:37:44.738]  I thought it was 5 million Islamists were brought into Europe in the last 5 years.
[01:37:44.798 --> 01:37:46.159]  It's 10 million the UN says.
[01:37:46.540 --> 01:37:49.523]  And now everywhere I go, it's like burqas all over Austin.
[01:37:49.923 --> 01:37:51.565]  It's like I'm in Baghdad or something.
[01:37:51.985 --> 01:37:56.029]  And it's just like, I don't care that they're brown skinned, it's that they're anti-Islam.
[01:37:56.610 --> 01:38:02.396]  Freedom and their women are wearing hoods over their heads and they point at my daughters and wonder why they're not wearing hoods.
[01:38:02.476 --> 01:38:03.397]  It's very upsetting.
[01:38:03.417 --> 01:38:06.921]  We're gonna go to Mike in Calgary, JK in Washington, a bunch of people.
[01:38:06.941 --> 01:38:08.422]  We're going to you right now with Laura Loomer.
[01:38:08.442 --> 01:38:09.684]  So Mike in Calgary, go ahead.
[01:38:09.704 --> 01:38:10.204]  You're on the air.
[01:38:11.746 --> 01:38:12.487]  Good day to you both.
[01:38:14.249 --> 01:38:14.549]  Great.
[01:38:16.150 --> 01:38:17.792]  I like Laura's work with the Twitter.
[01:38:17.812 --> 01:38:18.573]  That's just amazing.
[01:38:18.593 --> 01:38:19.274]  She does a great job.
[01:38:20.143 --> 01:38:21.163]  Yeah, it's fantastic.
[01:38:21.264 --> 01:38:30.808]  Anyway, I had a really bad feeling the last couple of weeks, and then when you came on the air Monday, saying about how Trump was slurring his words, that's pretty frightening.
[01:38:30.828 --> 01:38:31.828]  I don't have stuff up.
[01:38:31.968 --> 01:38:33.749]  I've got that from three sources.
[01:38:34.569 --> 01:38:38.791]  There's a quickening happening right now, and I see only three ways to bring down the deep state at this point.
[01:38:39.591 --> 01:38:45.614]  And Cernovich has said it, and it might be happening, and that is to extradite and give safe passage to Assange.
[01:38:49.655 --> 01:39:00.963]  He's begging Trump to give him a deal and bring him.
[01:39:01.003 --> 01:39:01.643]  He'll talk about it.
[01:39:01.783 --> 01:39:03.905]  And I know he was talking to him from sources.
[01:39:04.245 --> 01:39:05.946]  And I agree with Rohrbacher, Congressman.
[01:39:05.966 --> 01:39:08.888]  We need to have a pardon for Assange.
[01:39:09.328 --> 01:39:11.209]  Trump needs to decriminalize marijuana.
[01:39:11.630 --> 01:39:12.630]  Major political move.
[01:39:12.670 --> 01:39:14.832]  Doesn't mean you legalize it, you decriminalize it.
[01:39:15.152 --> 01:39:16.613]  That way you know it's not poisoned or something.
[01:39:17.133 --> 01:39:18.134]  I absolutely agree with you.
[01:39:18.875 --> 01:39:22.957]  Well with those two people's testimony, that will get rid of the special counselor.
[01:39:22.997 --> 01:39:23.278]  Boom.
[01:39:23.538 --> 01:39:24.278]  Mueller goes away.
[01:39:24.298 --> 01:39:25.239]  No, I totally agree.
[01:39:25.299 --> 01:39:25.939]  Excellent point.
[01:39:25.960 --> 01:39:26.600]  Thank you, Mike.
[01:39:26.740 --> 01:39:27.741]  Loomer, you want to comment on that?
[01:39:27.781 --> 01:39:28.341]  The third one, though.
[01:39:28.361 --> 01:39:31.804]  The third one?
[01:39:32.004 --> 01:39:32.184]  Me?
[01:39:32.904 --> 01:39:34.806]  The third one is Snowden.
[01:39:36.327 --> 01:39:37.087]  Extradite Snowden.
[01:39:38.499 --> 01:39:42.262]  He has intricate knowledge of the whole system and can help.
[01:39:42.322 --> 01:39:43.864]  Well, the president knows now.
[01:39:43.884 --> 01:39:44.604]  He's the president.
[01:39:44.644 --> 01:39:45.485]  But thank you, thank you.
[01:39:45.785 --> 01:39:46.486]  Mike, we gotta move quick.
[01:39:46.526 --> 01:39:47.727]  We don't want to get into everybody.
[01:39:47.747 --> 01:39:47.927]  J.K.
[01:39:47.967 --> 01:39:48.848]  in Washington, D.C.
[01:39:48.868 --> 01:39:49.329]  You're on the air.
[01:39:49.349 --> 01:39:49.649]  Go ahead.
[01:39:54.744 --> 01:39:56.204]  Hello, J.K., how are you?
[01:39:57.025 --> 01:39:57.305]  Hello?
[01:39:57.325 --> 01:39:58.545]  Yeah, absolutely.
[01:39:58.565 --> 01:40:07.188]  I got the charge within five, six, seven, eight weeks, and he says, you've got the army, and it's time to train the info warriors, and I know how to train them.
[01:40:07.928 --> 01:40:13.150]  You said you can't centralize things with information, but they're already centralized and decentralized the right way.
[01:40:13.510 --> 01:40:17.451]  You said it's not just spectators, well, that's information literacy and action literacy.
[01:40:17.871 --> 01:40:20.292]  You said there's more info and disinfo now.
[01:40:21.002 --> 01:40:25.325]  The person who started information literacy in 1974 already dealt with that, all the disinfo.
[01:40:25.685 --> 01:40:33.770]  It's a big subject, you said, and yes it is, but I've been studying it for over 17 years at the quantum level with a quantum information physicist.
[01:40:34.431 --> 01:40:36.132]  You said you can't teach it, but I can.
[01:40:36.152 --> 01:40:36.872]  I've been teaching it.
[01:40:37.272 --> 01:40:39.374]  InfoWars is a weapons system that is underused.
[01:40:40.618 --> 01:40:42.659]  Everybody calls me and tells me that and I agree with you.
[01:40:42.699 --> 01:40:43.859]  Give us your name, your number.
[01:40:43.899 --> 01:40:44.680]  I know how to do it.
[01:40:44.920 --> 01:40:45.700]  I already did that.
[01:40:45.720 --> 01:40:47.121]  We can't do it now before we go to break.
[01:40:47.481 --> 01:40:48.141]  I'll call you.
[01:40:48.161 --> 01:40:51.563]  Put it together in a video and tell me how you're going to do it, JK.
[01:40:52.043 --> 01:40:53.023]  We'll put JK there.
[01:40:53.444 --> 01:40:54.324]  Let's go ahead now.
[01:40:55.345 --> 01:40:56.025]  Take another call.
[01:40:57.205 --> 01:40:59.546]  Let's go ahead and talk to Aaron in California.
[01:40:59.666 --> 01:41:00.787]  Aaron in California.
[01:41:01.107 --> 01:41:02.248]  You're on the air with Laura Loomer.
[01:41:02.268 --> 01:41:02.588]  Go ahead.
[01:41:02.608 --> 01:41:05.109]  Hi, buddy.
[01:41:05.129 --> 01:41:05.709]  How you doing?
[01:41:05.909 --> 01:41:06.469]  I'm doing alright.
[01:41:06.489 --> 01:41:06.810]  Go ahead.
[01:41:08.652 --> 01:41:09.552]  Yeah.
[01:41:09.933 --> 01:41:13.354]  I was wondering, how come no one gets to ask you the tough questions?
[01:41:13.494 --> 01:41:15.235]  Like the Alex Jones critic.
[01:41:15.255 --> 01:41:20.838]  How come you won't sit there and be asked the tough questions by somebody in the alternative media like this young lady?
[01:41:22.159 --> 01:41:22.839]  I mean, I'm here.
[01:41:22.879 --> 01:41:23.679]  I just took your phone call.
[01:41:23.779 --> 01:41:24.380]  Aaron, you're on the air.
[01:41:24.440 --> 01:41:25.080]  Ask the tough questions.
[01:41:25.280 --> 01:41:25.600]  No, no.
[01:41:25.760 --> 01:41:26.721]  Not on your system.
[01:41:26.881 --> 01:41:29.342]  Not on your system with the power to censor, because you will.
[01:41:30.002 --> 01:41:31.103]  But it'll open for them.
[01:41:32.079 --> 01:41:33.380]  Well, that's a false statement.
[01:41:33.460 --> 01:41:34.761]  I mean, we didn't screen your call.
[01:41:34.821 --> 01:41:35.421]  You're on air.
[01:41:36.142 --> 01:41:37.162]  We're live right now.
[01:41:37.182 --> 01:41:38.443]  Okay, I'd like to ask you a question.
[01:41:38.683 --> 01:41:39.984]  Let me ask you a question, please.
[01:41:40.724 --> 01:41:43.166]  Is the ethnicity of your new wife Jewish?
[01:41:43.766 --> 01:41:43.947]  No.
[01:41:47.909 --> 01:41:49.910]  And when will you show the baby pictures?
[01:41:51.431 --> 01:41:52.812]  Well, I mean, I'll say this.
[01:41:52.912 --> 01:41:56.875]  Because you make it a bad thing to be Jewish, my new wife is Jewish, and so am I.
[01:41:57.659 --> 01:42:00.642]  We're both Jewish and we live in Israel half the year.
[01:42:00.662 --> 01:42:02.604]  There you go.
[01:42:02.624 --> 01:42:04.265]  I've seen your new house, by the way.
[01:42:05.066 --> 01:42:05.406]  Pardon me?
[01:42:05.967 --> 01:42:07.668]  I've seen your new house on the inside.
[01:42:07.688 --> 01:42:09.670]  It has big vaulted ceilings, doesn't it?
[01:42:11.011 --> 01:42:11.672]  Bernie, isn't it?
[01:42:12.593 --> 01:42:18.538]  Well, sounds like we've got a troll here who just sits there and like obsesses on racial stuff all day long.
[01:42:18.558 --> 01:42:22.382]  I broke the story that you went to Hawaii for your honeymoon.
[01:42:23.018 --> 01:42:25.866]  And I broke Alex Jones been divorced back in 2015.
[01:42:26.608 --> 01:42:28.553]  Okay, well let's just make this clear though.
[01:42:29.496 --> 01:42:31.240]  You yourself work for Bill Hicks, right?
[01:42:33.472 --> 01:42:37.116]  And you admit to coming to my website, so you know who I am or what I do.
[01:42:37.696 --> 01:42:38.117]  I do not.
[01:42:38.177 --> 01:42:39.138]  I don't know who you are.
[01:42:39.158 --> 01:42:39.958]  I have no idea.
[01:42:40.018 --> 01:42:41.860]  But I mean, I find it very entertaining, sir.
[01:42:42.220 --> 01:42:47.946]  We're just trying to get the taxes cut and get people off the family's backs and try to build a future in a country.
[01:42:48.466 --> 01:42:49.627]  And yes, you caught me.
[01:42:49.827 --> 01:42:50.468]  I am Jewish.
[01:42:51.089 --> 01:42:52.009]  My entire family.
[01:42:52.050 --> 01:42:52.710]  We're all Jewish.
[01:42:52.730 --> 01:42:53.471]  We're from Israel.
[01:42:54.292 --> 01:42:57.314]  And I'm also from Africa.
[01:42:57.394 --> 01:42:57.795]  I'm black.
[01:43:00.902 --> 01:43:05.766]  I have promoted and sold hundreds of great products in my 22 years on air.
[01:43:06.487 --> 01:43:09.849]  But this one right here is in the top three.
[01:43:10.270 --> 01:43:11.391]  Alexa Pure Breeze.
[01:43:11.711 --> 01:43:15.434]  You can buy filters similar to this one for $500 to $600 that are three-stage.
[01:43:15.454 --> 01:43:17.876]  Alexa Pure Breeze is $200, has a four-filter system,
[01:43:27.469 --> 01:43:31.290]  Including Ion, Cluster, Charcoal, and more.
[01:43:32.831 --> 01:43:38.993]  That is completely game-changing and costs less than half of leading competitors.
[01:43:39.913 --> 01:43:41.354]  And when you look at the specs,
[01:43:42.441 --> 01:43:43.341]  It's just amazing.
[01:43:43.461 --> 01:43:52.386]  When you first turn it on in a room, it's red, meaning it's picking up particulate, it's picking up pathogens, it's picking up gases, it's picking up toxins.
[01:43:52.786 --> 01:43:58.928]  And it might take 10 minutes, it might take an hour for it to turn pink and then blue when it's picking nothing up.
[01:43:59.009 --> 01:44:00.009]  And these are so strong.
[01:44:00.389 --> 01:44:03.290]  In my home, if I sneeze 20 feet away,
[01:44:04.751 --> 01:44:07.412]  In a few seconds, it goes from blue to red.
[01:44:07.752 --> 01:44:09.132]  It's picking up that particular.
[01:44:09.673 --> 01:44:18.716]  That's what's so amazing about this unit is the sensors are so strong and the four filtration systems are so compact but so powerful.
[01:44:18.856 --> 01:44:22.237]  Could you spend way more and get something that maybe has a little bit better specs?
[01:44:22.297 --> 01:44:22.497]  Yes.
[01:44:23.137 --> 01:44:28.402]  But there are a lot of filters out there that are $500, $600, $700 that aren't even as good.
[01:44:28.682 --> 01:44:32.566]  And again, these can go six months to a year depending on how dirty the environment is.
[01:44:33.006 --> 01:44:35.408]  The replacement filters are very, very inexpensive.
[01:44:35.909 --> 01:44:39.872]  Do yourself a favor and go to InfoWarsTore.com today.
[01:44:40.313 --> 01:44:41.494]  Read the specs for yourself.
[01:44:42.054 --> 01:44:43.616]  And then you have nothing to lose.
[01:44:44.036 --> 01:44:44.757]  Spend $200.
[01:44:45.598 --> 01:44:48.280]  Help us make $50 to fund our operation.
[01:44:48.620 --> 01:44:50.803]  Get an amazing unit in your home.
[01:44:51.083 --> 01:44:58.710]  I'm very confident that we're going to see you come back and order several more and then a few more for your office and then to give them as gifts as well.
[01:44:58.991 --> 01:45:02.154]  There are studies, and listen to me carefully, all over the world
[01:45:03.129 --> 01:45:16.396]  And depending on the study, it's between 7 and 12 years that the average person loses off their life expectancy living in a big city alone because of the toxins and the particulates.
[01:45:16.716 --> 01:45:19.097]  You then add all the pollen and the rest of it.
[01:45:20.097 --> 01:45:28.282]  It is not a luxury to have the Alexa Pure Breeze that is the best filtration system out there at the lowest price.
[01:45:29.382 --> 01:45:30.903]  It is essential.
[01:45:32.341 --> 01:45:38.545]  We are doing everything we can to mitigate the toxic environment that industrial society has created.
[01:45:38.785 --> 01:45:40.006]  So support the InfoWarp.
[01:45:40.446 --> 01:45:48.252]  Fund folks that are fighting the globalists and having success, and get a system that purifies and cleans the air for yourself and your family.
[01:45:48.512 --> 01:45:51.093]  It's the Alexa Pure Breeze at InfoWarpStore.com.
[01:45:51.334 --> 01:45:56.657]  We also have their full line of amazing gravity-fed filters as well, which are a huge home run.
[01:45:56.957 --> 01:45:57.318]  But this?
[01:45:58.078 --> 01:46:00.420]  This is a grand slam.
[01:46:00.800 --> 01:46:03.202]  And we're not getting what humans always thought was key.
[01:46:03.422 --> 01:46:04.103]  The bone broth.
[01:46:04.804 --> 01:46:06.345]  The bone broth.
[01:46:06.565 --> 01:46:07.906]  The bone broth.
[01:46:07.966 --> 01:46:08.667]  The bone broth.
[01:46:09.007 --> 01:46:10.148]  The bone broth.
[01:46:10.408 --> 01:46:11.169]  The bone broth.
[01:46:11.709 --> 01:46:13.311]  Well, now it's the next level of that.
[01:46:13.431 --> 01:46:14.111]  It's caveman.
[01:46:14.792 --> 01:46:16.153]  Hey, I need a glass of caveman.
[01:46:16.513 --> 01:46:17.754]  Caveman.
[01:46:19.115 --> 01:46:21.377]  Man, it's better than Ovaltine.
[01:46:21.417 --> 01:46:22.358]  Better than Ovaltine.
[01:46:22.518 --> 01:46:24.019]  It's just unbelievable.
[01:46:24.420 --> 01:46:25.200]  It's unbelievable.
[01:46:25.921 --> 01:46:27.582]  Caveman is just over the top.
[01:46:28.083 --> 01:46:29.824]  What in the world?
[01:46:29.844 --> 01:46:32.727]  But now with the milk, I was like, whoa, this has milk in it.
[01:46:33.087 --> 01:46:34.828]  It tastes like good.
[01:46:35.109 --> 01:46:35.969]  Man, this tastes so good.
[01:46:37.190 --> 01:46:38.351]  Tastes like the best milkshake ever.
[01:46:39.492 --> 01:46:40.833]  It tastes like Ovaltine.
[01:46:40.893 --> 01:46:42.014]  It tastes like Ovaltine.
[01:46:42.154 --> 01:46:42.935]  It tastes like Ovaltine.
[01:46:52.026 --> 01:46:56.830]  I can say without a doubt at least in my experience You're listening to the Alex Jones Show!
[01:47:23.442 --> 01:47:27.965]  Live from the InfoWars.com studios, it's Alex Jones.
[01:47:29.486 --> 01:47:37.492]  All right, I want to jam as many calls as I can in right now with Laura Lamer.
[01:47:37.852 --> 01:47:39.033]  And we're back tomorrow, 11 a.m.
[01:47:39.073 --> 01:47:39.453]  Central.
[01:47:39.913 --> 01:47:44.977]  Tomorrow on the broadcast, I'm going to get into high-ranking CIA agent Bloss Whistle on deep state shadow government.
[01:47:47.098 --> 01:47:50.561]  But, Laura, if you pull back here,
[01:47:51.732 --> 01:47:53.013]  They're trying to censor the internet.
[01:47:53.033 --> 01:47:57.955]  They're trying to shut down conservatives, nationalists, libertarians, traditionalists, common sense people.
[01:47:58.475 --> 01:48:00.235]  There's an operation going on here.
[01:48:00.255 --> 01:48:03.717]  And what you're doing, I just admire.
[01:48:03.957 --> 01:48:10.340]  Everybody, when Hillary goes out on these tours, should be there getting a book, asking her questions, videotaping, and it's a free country.
[01:48:10.720 --> 01:48:11.900]  All her minions do it.
[01:48:12.601 --> 01:48:14.441]  So the Secret Service tried to keep you from getting out.
[01:48:14.481 --> 01:48:16.062]  I loved how you still got in.
[01:48:16.682 --> 01:48:18.363]  So, you know, just comments on that.
[01:48:19.636 --> 01:48:22.597]  Yeah, no, I mean, obviously Hillary Clinton has put me on a list.
[01:48:23.157 --> 01:48:26.758]  Uh, when I showed up, I heard police officers on the radio saying, uh, that's her.
[01:48:26.798 --> 01:48:27.879]  She's walking toward the front.
[01:48:28.139 --> 01:48:33.321]  And then you can see in the video, they, uh, confronted me and kind of, you know, approached me and asked me what my name is.
[01:48:33.361 --> 01:48:34.681]  I didn't even say Laura Loomer.
[01:48:34.721 --> 01:48:35.361]  I said, Laura.
[01:48:35.841 --> 01:48:37.242]  And they said, you're not allowed in here.
[01:48:37.302 --> 01:48:38.662]  He goes, oh, you're not allowed.
[01:48:38.742 --> 01:48:39.783]  Oh, you heard Laura.
[01:48:39.943 --> 01:48:40.323]  Oh, just.
[01:48:41.643 --> 01:48:41.823]  Yeah.
[01:48:41.883 --> 01:48:44.304]  No, no Laura's allowed at Costco anymore.
[01:48:44.324 --> 01:48:44.764]  Okay.
[01:48:45.205 --> 01:48:49.146]  So look, um, either way, you know,
[01:48:49.605 --> 01:48:50.566]  What are they going to do?
[01:48:50.766 --> 01:48:53.829]  Ban me from Costco because I'm a member?
[01:48:53.849 --> 01:48:56.672]  That would just result in a major lawsuit.
[01:48:56.692 --> 01:48:59.916]  You can't prevent somebody from coming inside to your store.
[01:48:59.996 --> 01:49:00.676]  And I agree.
[01:49:00.696 --> 01:49:06.823]  And when they start trying to censor cyberspace, don't they get it's going to force everybody, like you've done, into the third dimension?
[01:49:06.883 --> 01:49:09.806]  Don't they get that that's going to really cause them a bigger problem?
[01:49:10.922 --> 01:49:11.643]  Yeah, no, exactly.
[01:49:11.743 --> 01:49:13.545]  And that's what, that's exactly what happened.
[01:49:13.565 --> 01:49:19.432]  People are outraged now, and you see all over Twitter, people are saying how they're going to cancel their Costco memberships and not renew their memberships.
[01:49:19.572 --> 01:49:22.716]  And, you know, that's why I really want people to confront Hillary Clinton.
[01:49:22.836 --> 01:49:25.419]  I'm going to be posting the schedule of her tour.
[01:49:25.459 --> 01:49:27.402]  I'll give it to your staff so they can post it on your website.
[01:49:27.442 --> 01:49:28.303]  Is that at Laura Loomer?
[01:49:29.814 --> 01:49:30.914]  Yes, at Laura Loomer.
[01:49:31.394 --> 01:49:37.696]  And I will post everything, and my DMs are open on Twitter, so if you have questions, I will personally reply.
[01:49:37.736 --> 01:49:38.696]  Yeah, you're very responsive.
[01:49:38.736 --> 01:49:39.637]  I was seeing you during the break.
[01:49:39.897 --> 01:49:41.257]  Well, I want to coordinate this with you.
[01:49:41.277 --> 01:49:43.738]  Maybe you can come to Austin and help us when she's there.
[01:49:43.758 --> 01:49:45.638]  You know, just get in and show what they're trying to do.
[01:49:45.658 --> 01:49:46.338]  That's amazing, Laura.
[01:49:46.358 --> 01:49:47.319]  Let's take a few more calls.
[01:49:48.079 --> 01:49:48.799]  Sorry, go ahead.
[01:49:49.679 --> 01:49:54.741]  I would love to help anybody who wants to be a citizen journalist because the mainstream media is refusing to do this.
[01:49:54.781 --> 01:49:56.121]  So we have to do it.
[01:49:56.261 --> 01:50:01.764]  We have to do what the mainstream media has refused to do because the alternative media is the new media.
[01:50:03.224 --> 01:50:05.205]  We got Chris saying Trump's being fantastic.
[01:50:05.245 --> 01:50:07.526]  Matthew says questions for Alex on Trump and health care.
[01:50:08.126 --> 01:50:09.646]  Nathan wants to do North Korea comments.
[01:50:09.666 --> 01:50:10.607]  These are all great callers.
[01:50:12.047 --> 01:50:16.569]  But let's go to Matthew says he has questions for Alex on Trump and health care.
[01:50:16.929 --> 01:50:17.509]  You're on the air.
[01:50:17.569 --> 01:50:18.310]  Go ahead, Matthew.
[01:50:18.330 --> 01:50:18.830]  Thanks for holding.
[01:50:19.611 --> 01:50:20.492]  Hey, how's it going?
[01:50:20.672 --> 01:50:22.493]  Great to talk to you.
[01:50:23.454 --> 01:50:33.022]  My question was actually, I was wondering if Trump could do some sort of executive order to bring a free market system healthcare to compete with Obamacare and with Republican care.
[01:50:33.755 --> 01:50:41.221]  The problem is, and it's a good thing, just like on the DREAM Act or anything, or just like Naps and Gats, he can't get rid of it because it's a law.
[01:50:41.241 --> 01:50:43.443]  That's why he said on the DREAMers, hey try to pass a law.
[01:50:43.863 --> 01:50:54.371]  He's just like Ron Paul said, he'll do what he can executively, if it's TPP or whatever, or if it's banning folks from radical Islamic countries with no vetting, but he won't do stuff that's not constitutional.
[01:50:54.632 --> 01:51:01.097]  I'm quite frankly very impressed at how he did what Ron Paul said, you know, don't use this as a dictatorship.
[01:51:01.806 --> 01:51:02.707]  Yes, definitely.
[01:51:03.308 --> 01:51:10.715]  I'm actually saying to keep Obamacare in, keep all that in, but just have an option for a free healthcare that people can join if they want.
[01:51:10.735 --> 01:51:15.460]  Well that's smart, you know, CNN's spinning it, you know, Trump's letting Obamacare fail and he's really evil.
[01:51:15.641 --> 01:51:22.948]  He didn't pass it, so yes, we're already repealing Obamacare, whether they pass it or not, or whether they repeal it or not, as Trump said they would.
[01:51:23.229 --> 01:51:24.149]  Great points, Matthew.
[01:51:24.169 --> 01:51:24.410]  Laura?
[01:51:26.215 --> 01:51:26.635]  Yeah, no, right.
[01:51:26.695 --> 01:51:31.358]  I mean, look, the media is going to do everything to make it look like Obamacare is Trump's problem.
[01:51:31.398 --> 01:51:36.101]  But Newsflash, you know, Trump wasn't the individual who- Newsflash, it's called Obamacare!
[01:51:36.121 --> 01:51:38.722]  Obamacare, it's called Obamacare for a reason!
