[00:00:12.449 --> 00:00:16.792]  You are listening to an InfoWars.com Frontline Report.
[01:36:03.601 --> 01:36:06.681]  And we have free shipping at InfoWarsStore.com.
[01:36:06.681 --> 01:36:13.623]  Free shipping on all orders for $60 or more at InfoWarsStore.com, InfoWarsLive.com, or, of course, by calling 888-253-3139.
[01:36:13.623 --> 01:36:13.683]  Now,
[01:36:17.025 --> 01:36:19.226]  Let me say this.
[01:36:19.226 --> 01:36:26.810]  Everyone knows, and has been watching for a long time, that my pole star, my north star, is the truth.
[01:36:26.810 --> 01:36:30.512]  It's more important than myself, my children, anything else.
[01:36:30.512 --> 01:36:33.174]  Because if there's not truth, they have no future anyways.
[01:36:33.174 --> 01:36:35.075]  The truth's number one.
[01:36:35.075 --> 01:36:36.796]  So when we're in trouble, I'll tell you we're in trouble.
[01:36:37.776 --> 01:36:40.820]  When we're winning, I'm going to tell you we're winning, okay?
[01:36:40.820 --> 01:36:43.023]  Trump's manifestation of the awakening.
[01:36:43.023 --> 01:36:53.197]  But the economy's up, 3.1% growth rate, hundreds of billions of dollars in new jobs, the globalists are panicking, the Democratic Party is a mentally ill
[01:36:54.494 --> 01:36:56.277]  I mean, this is a ultra dominant domination.
[01:37:11.004 --> 01:37:18.608]  That said, we've got to maintain true to our cause, but also understand their insanity is intensifying.
[01:37:18.608 --> 01:37:21.529]  You take every fact and invert it.
[01:37:21.529 --> 01:37:25.391]  So you basically take anything they do, turn it upside down, you're getting a clear picture.
[01:37:25.391 --> 01:37:28.633]  So that's kind of the decoder wheel here we're engaged in.
[01:37:28.633 --> 01:37:30.794]  But again, Corker is a loser.
[01:37:31.514 --> 01:37:36.237]  Corker is resigning because of corruption investigations that we're going to break here.
[01:37:36.237 --> 01:37:39.260]  I've known about for a year before Trump even got elected.
[01:37:39.260 --> 01:37:40.340]  I got it from other sources.
[01:37:40.340 --> 01:37:41.561]  I asked Stone about it six months ago.
[01:37:41.561 --> 01:37:47.946]  He said, yeah, Stone has the whole nine yards of Corker's literal beyond brown nosing.
[01:37:47.946 --> 01:37:50.608]  I mean, we're talking supplication to Trump.
[01:37:51.848 --> 01:38:00.935]  And it just illustrates how pathetic they are that they even take these losers that are failing, who are having to resign, and step down because they know the big sweep's coming.
[01:38:00.935 --> 01:38:09.241]  You got Eric Prince, who is a patriot, folks, anti-globalist patriot, getting ready to run out west.
[01:38:09.241 --> 01:38:12.703]  So joining us is Roger Stone in this segment and the next to break it all down.
[01:38:12.703 --> 01:38:14.945]  But again, Corker isn't worth this discussion.
[01:38:16.112 --> 01:38:19.534]  It's CNN saying Corker spurned Trump.
[01:38:19.534 --> 01:38:20.214]  Trump's a loser.
[01:38:20.214 --> 01:38:22.595]  No, Corker gave up.
[01:38:22.595 --> 01:38:25.356]  Corker's running around with his tail behind his legs.
[01:38:25.356 --> 01:38:26.657]  Corker is a joke.
[01:38:26.657 --> 01:38:27.798]  Corker's gone.
[01:38:27.798 --> 01:38:30.839]  It just shows the inversion of reality they engage in.
[01:38:30.839 --> 01:38:33.160]  Roger Stone.
[01:38:33.160 --> 01:38:35.121]  Well, Alex, you're absolutely right.
[01:38:35.121 --> 01:38:42.465]  Of all the guys mainstream media seek to now deify as some kind of truth teller, Robert Corker.
[01:38:42.465 --> 01:38:45.346]  I mean, you may recall that Corker
[01:38:46.540 --> 01:38:54.323]  Uh, appeared at Trump Tower during the time that Donald Trump was openly looking, uh, at running things.
[01:38:54.323 --> 01:38:58.644]  Uh, and, uh, you know, Chris Christie, Dirk Gingrich, Mike Pence, and so on.
[01:38:58.644 --> 01:39:11.948]  Of course, Corker told the media that he'd been summoned to Trump Tower, like it was an audition, when in fact Corker invited himself and reached out to the presumptive nominee and asked to meet with him.
[01:39:12.689 --> 01:39:23.100]  At the end of the meeting, which was really inconclusive and had no point, Trump said, now, Bob, if you want to go downstairs and tell them that you're under consideration, I understand.
[01:39:23.100 --> 01:39:26.063]  Of course you understand, you're not.
[01:39:26.063 --> 01:39:29.086]  Of course, Corker went down and hinted that he was on the short list.
[01:39:29.907 --> 01:39:43.668]  Many people think this was an effort, Alex, to stave off the FBI, who were looking into a REIT-based, you know, a real estate investor trust based in Corker's hometown of Chattanooga.
[01:39:44.375 --> 01:39:53.307]  Sure, it's well known the Democrats want weak Republicans that are compromised.
[01:39:53.307 --> 01:39:56.572]  They let them be corrupt, just like Mueller's corrupt, if they play along.
[01:39:56.572 --> 01:40:00.297]  And Corker is another literal turd about to be flushed down the toilet bowl.
[01:40:01.431 --> 01:40:14.877]  Well, he and Senator Mark Warner had been making a fortune in a hedge fund where they were essentially shorting the housing market using privileged information that they could obtain as a senator.
[01:40:14.877 --> 01:40:20.519]  It's extraordinary, and there are many, many other avenues here.
[01:40:20.519 --> 01:40:24.881]  Wells Fargo, kickbacks, and other matters.
[01:40:24.881 --> 01:40:26.342]  This guy, you're exactly right.
[01:40:26.342 --> 01:40:26.982]  He retreated.
[01:40:28.079 --> 01:40:30.420]  Under investigation, under heavy pressure.
[01:40:30.420 --> 01:40:34.161]  And then the CNN recycles him like he rebuffed Trump.
[01:40:34.161 --> 01:40:41.923]  He's a loser, not running again, destroyed by the Breitbart, Infowars, Trump revolution.
[01:40:41.923 --> 01:40:45.845]  And then they, again, their viewers are reading this like, oh look, Corker doesn't like Trump.
[01:40:45.845 --> 01:40:50.046]  What do you think of Blackwater founder Prince weighing Senate run right now?
[01:40:51.038 --> 01:41:01.933]  Well, I tell you, losing a crook like Robert Corker, a man who likes LBJ in the Senate, look honest, for a man of the integrity and quality of Eric Prince, would be like day and night, I mean.
[01:41:02.689 --> 01:41:12.395]  He is a patriot, a guy who puts his money where his mouth is, a central player in the Trump upset.
[01:41:12.395 --> 01:41:24.482]  Falsely accused of colluding with Russia, completely false, bogus, just like all the other false... Can he win in Wyoming against that neocon he's gonna get ready to run against?
[01:41:24.482 --> 01:41:26.543]  I mean, that guy's like a Democrat out there.
[01:41:28.213 --> 01:41:28.654]  I don't know.
[01:41:50.954 --> 01:41:54.775]  Mitch McConnell's money, $10 million to lose.
[01:41:54.775 --> 01:41:56.576]  Roy Moore spent less than $2 million.
[01:41:56.576 --> 01:41:59.437]  I thought it was like $30 million, the media said.
[01:41:59.437 --> 01:42:08.340]  Well, if you include all the super PACs and so on, the big boys, all the special interests, the NRA, everybody was weighing in.
[01:42:08.340 --> 01:42:15.582]  Now, the irony of that is that gun owners in Alabama knew that Luther Strange, as Attorney General, had been pretty much a gun grabber.
[01:42:16.062 --> 01:42:17.243]  Sure, so here's the facts.
[01:42:17.243 --> 01:42:18.343]  We all have the internet now.
[01:42:18.343 --> 01:42:19.844]  We're checking into candidates.
[01:42:19.844 --> 01:42:23.586]  That's the end of these guys claiming they're conservative or libertarian that aren't.
[01:42:23.586 --> 01:42:29.650]  So what are they going to do as every establishment candidate, Democrat and Republican, falls?
[01:42:29.650 --> 01:42:31.310]  They're in complete panic mode.
[01:42:31.310 --> 01:42:35.953]  Ladies and gentlemen, we're having a devastating victory worldwide.
[01:42:35.953 --> 01:42:39.155]  Now, it doesn't mean that they're in big battles coming up, but I want you to know
[01:42:39.855 --> 01:42:42.056]  We are the heart of victory.
[01:42:42.056 --> 01:42:45.298]  We are the heart of 1776.
[01:42:45.298 --> 01:42:53.262]  And all of you, no matter what color your skin is or where you came from, if you love liberty, you are 1776.
[01:42:53.262 --> 01:42:54.903]  You are the resistance.
[01:42:54.903 --> 01:43:04.347]  You know, someone very profoundly once said many years ago that if fascism ever comes to America, it'll come in the name of liberalism.
[01:43:11.224 --> 01:43:16.985]  Welcome to The War Room, the latest expansion in InfoWars live broadcasting.
[01:43:16.985 --> 01:43:19.546]  We are live weekdays from 3 to 6 p.m.
[01:43:19.546 --> 01:43:25.887]  Central at InfoWars.com slash show and this YouTube channel right here that you've landed on.
[01:43:25.887 --> 01:43:29.008]  Please subscribe to the channel for updates and notifications.
[01:43:29.008 --> 01:43:31.909]  You can follow us on Twitter at War Room Show.
[01:43:32.369 --> 01:43:35.492]  We are going to have the most powerful guests, the most powerful hosts.
[01:43:35.492 --> 01:43:40.678]  We'll be hearing from Alex Jones regularly, as well as taking your phone calls.
[01:43:40.678 --> 01:43:44.261]  The liberal establishment media has controlled the narrative for too long.
[01:43:44.261 --> 01:43:47.184]  The silent majority is no longer silent.
[01:43:47.184 --> 01:43:48.486]  This is The War Room.
[01:43:58.653 --> 01:44:03.896]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[01:44:03.896 --> 01:44:11.059]  Perfect for face and body, this natural, unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[01:44:11.059 --> 01:44:16.942]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[01:44:16.942 --> 01:44:24.746]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[01:44:25.266 --> 01:44:28.789]  The larger the particle, the safer it is for your body.
[01:44:28.789 --> 01:44:32.912]  The organic oils help hydrate the skin, leaving it nice and smooth.
[01:44:32.912 --> 01:44:37.355]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[01:44:37.355 --> 01:44:43.579]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[01:44:43.579 --> 01:44:48.463]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[01:44:48.703 --> 01:44:52.004]  Stop exposing yourself and your family to toxic ingredients.
[01:44:52.004 --> 01:44:58.946]  Visit Infowarrestore.com and learn more about the new SPF 30 sunscreen lotion.
[01:44:58.946 --> 01:45:08.029]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:45:08.029 --> 01:45:16.171]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:45:16.431 --> 01:45:21.294]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:45:21.294 --> 01:45:28.098]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:45:28.098 --> 01:45:35.283]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:45:35.283 --> 01:45:42.127]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:45:42.287 --> 01:45:46.771]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:45:46.771 --> 01:45:50.174]  Available in original or with our immune support infusion blend.
[01:45:50.174 --> 01:45:56.460]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:45:56.460 --> 01:45:58.642]  Available at Infowarslife.com
[01:45:59.022 --> 01:46:05.308]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:46:05.308 --> 01:46:09.652]  This powerful combo is perfect for supporting your thyroid and health.
[01:46:09.652 --> 01:46:16.939]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:46:16.939 --> 01:46:19.141]  Our super high quality nascent iodine
[01:46:19.361 --> 01:46:25.584]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:46:25.584 --> 01:46:33.348]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[01:46:33.348 --> 01:46:40.252]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[01:46:40.632 --> 01:46:46.855]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:46:46.855 --> 01:46:50.697]  Take control of your chemistry today with this super combo.
[01:46:50.697 --> 01:47:00.402]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[01:47:00.402 --> 01:47:03.084]  You're listening to The Alex Jones Show.
[01:47:13.234 --> 01:47:20.578]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:20.578 --> 01:47:24.240]  So, metaphysically, God is parting the Red Sea.
[01:47:24.240 --> 01:47:31.164]  The Red Sea being parted isn't a way out of Babylon or out of Egypt.
[01:47:42.156 --> 01:47:49.081]  It's parting those that buy into mainstream media and those that buy into common sense.
[01:47:49.081 --> 01:48:01.170]  Jerry Brown signed a bill on Friday where you can give blood that has HIV, you name it, in it, and you get like a $50 parking ticket, and you can give somebody AIDS, HIV causes AIDS, and you don't get in trouble.
[01:48:02.915 --> 01:48:04.776]  You've got the Weinstein controversy.
[01:48:04.776 --> 01:48:06.837]  You've got the bowing at the NFL.
[01:48:06.837 --> 01:48:08.418]  You've got Pence leaving.
[01:48:08.418 --> 01:48:12.821]  You've got the NFL 31% down in viewers this year.
[01:48:12.821 --> 01:48:13.502]  I looked it up.
[01:48:13.502 --> 01:48:14.542]  I remember the number.
[01:48:14.542 --> 01:48:15.963]  They were down 20% last year.
[01:48:15.963 --> 01:48:17.924]  That's 51%.
[01:48:17.924 --> 01:48:24.648]  I mean, when you're losing 51% of your viewers in two years, that's beyond catastrophic.
[01:48:24.648 --> 01:48:25.329]  But they don't care.
[01:48:25.329 --> 01:48:26.730]  They're just suicidal.
[01:48:28.413 --> 01:48:32.976]  And then just, I mean, I got a clip I don't have time to play, but I'll play it tomorrow in the weekday show.
[01:48:32.976 --> 01:48:38.720]  I mean, it's of Stelter, who looks like the joke of a Humpty Dumpty trying to act manly.
[01:48:38.720 --> 01:48:41.662]  I mean, he's so, it makes me sad he's so pathetic.
[01:48:41.662 --> 01:48:42.963]  I mean, I'm serious.
[01:48:42.963 --> 01:48:44.023]  He's got a power over me.
[01:48:44.023 --> 01:48:47.005]  He's so weak.
[01:48:47.005 --> 01:48:49.107]  Going, Trump's horrible, throwing people.
[01:48:50.250 --> 01:48:51.630]  Packages of paper towels.
[01:48:51.630 --> 01:48:54.171]  Trump's just having fun and saying he is.
[01:48:54.171 --> 01:48:58.172]  And they just sit there and all act like, oh, we're powerful, when they have no viewers and they're a joke.
[01:48:58.172 --> 01:49:00.412]  It's like, they're only there to be disruptive.
[01:49:00.412 --> 01:49:02.053]  Why am I even covering them?
[01:49:02.053 --> 01:49:03.593]  That's why I haven't even covered yet.
[01:49:03.593 --> 01:49:09.034]  Five nights a week, they got a show called The Opposition, where they claim they're me and sell this crap.
[01:49:09.034 --> 01:49:10.895]  It's like, they are done, folks.
[01:49:11.855 --> 01:49:14.016]  They're still disruptive, they're still dangerous.
[01:49:14.016 --> 01:49:17.858]  They still could go fund some guy that'll kill people, you know, in Las Vegas.
[01:49:17.858 --> 01:49:19.978]  But I don't think they have any more power.
[01:49:19.978 --> 01:49:23.300]  But what will their death rattle, their death throes be like?
[01:49:23.300 --> 01:49:29.182]  Roger Stone.
[01:49:29.182 --> 01:49:30.303]  His phone just dropped.
[01:49:30.303 --> 01:49:32.364]  You gotta love cell phones.
[01:49:32.364 --> 01:49:37.766]  He couldn't make a Skype work tonight, which is a congenital issue with Roger Skype.
[01:49:37.766 --> 01:49:39.847]  But we'll get his take on that as soon as he can.
[01:49:40.922 --> 01:49:49.427]  But seriously, I mean, the globalists want you to have HIV in the blood if you have a car wreck.
[01:49:49.427 --> 01:49:56.450]  They want to have sex with you and give you HIV because then you are now in the same club.
[01:49:56.450 --> 01:49:58.912]  It's like, we're miserable, we're going to make you miserable.
[01:49:58.912 --> 01:50:00.633]  It's like, what?
[01:50:00.633 --> 01:50:02.614]  And they always just attach, well, it's for the children.
[01:50:03.922 --> 01:50:05.983]  Roger Stone, what do you make of all this?
[01:50:05.983 --> 01:50:22.513]  What do you make of the suicide of the Democratic Party, the suicide of the Republican Party, and just their desperate attempt, like their rearguard action is Humpty Dumpty Brian Skelter, who is the most saddening comedy you've ever seen trying to act powerful, male, and authoritative.
[01:50:22.513 --> 01:50:24.794]  I mean, is this CNN's idea of a joke?
[01:50:26.092 --> 01:50:40.455]  Well, look, it is politically correct, and you have what is getting to be near hysteria on the intellectual media left about their inability to destabilize and dislodge Donald Trump.
[01:50:40.455 --> 01:50:44.455]  The more he does, the better he does, the more they hate it.
[01:50:44.455 --> 01:50:52.857]  There's no compromise in the fact that they're edging Robert Mueller on to an upcoming Mueller deep state coup.
[01:50:54.214 --> 01:51:00.476]  You saw James Clapper out yesterday saying that if Manafort testifies, Trump will have to resign.
[01:51:00.476 --> 01:51:01.716]  Oh, I'm sorry.
[01:51:01.716 --> 01:51:02.317]  I forgot.
[01:51:02.317 --> 01:51:03.297]  I should have you on about this.
[01:51:03.297 --> 01:51:04.077]  This is the biggest news.
[01:51:04.077 --> 01:51:04.877]  Sorry.
[01:51:04.877 --> 01:51:09.219]  Ken Starr, you've talked to Manafort last week, five days ago.
[01:51:09.219 --> 01:51:11.360]  Ken Starr says the indictments are coming.
[01:51:11.360 --> 01:51:12.660]  So that's big news.
[01:51:12.660 --> 01:51:14.040]  They're going to try indictments.
[01:51:14.040 --> 01:51:14.480]  Of who?
[01:51:14.480 --> 01:51:15.821]  What does this signify?
[01:51:18.798 --> 01:51:24.642]  There's no question that they've weaponized the Justice Department, our own Justice Department, ironically.
[01:51:24.642 --> 01:51:26.963]  And what I'm convinced is a coming coup.
[01:51:26.963 --> 01:51:31.585]  We've predicted it here at InfoWars now for months, and we will be proven out.
[01:51:31.585 --> 01:51:32.966]  This is not paranoia.
[01:51:32.966 --> 01:51:35.948]  And my fear, of course, is that the generals will walk
[01:51:36.701 --> 01:51:38.822]  Our president, our king, to the gallows.
[01:51:51.867 --> 01:51:53.388]  Small group of viewers.
[01:51:53.388 --> 01:51:59.130]  It's not reality, but there's these mental patients that want to be somebody, and they keep buying into it.
[01:51:59.130 --> 01:52:01.471]  Trump's somebody, because he's not part of it.
[01:52:01.471 --> 01:52:02.712]  You're somebody.
[01:52:02.712 --> 01:52:03.532]  I'm somebody.
[01:52:03.532 --> 01:52:04.513]  Roger's somebody.
[01:52:04.513 --> 01:52:08.335]  Matt Drudge is somebody, because we built our own thing, like America.
[01:52:08.335 --> 01:52:13.397]  And it's just like, good God, good God, do you not see the traitorous garbage we're dealing with?
[01:52:14.639 --> 01:52:23.806]  Well, and just the torrent of hate that is tossed our way when we simply try to express our own first amendment views.
[01:52:23.806 --> 01:52:25.927]  It only encourages me, Roger.
[01:52:25.927 --> 01:52:27.208]  Well, I'm undaunted.
[01:52:27.208 --> 01:52:38.836]  Look, right now, Alex, I am rolling down that south to have dinner with our fellow revolutionary, Milo, so we can begin plotting the next move against the globalists.
[01:52:38.836 --> 01:52:42.199]  So should we name you as a ship the Americana Dauntless?
[01:52:43.712 --> 01:53:00.698]  Well, I don't know that I deserve the name of a ship, although my favorite name of a ship is the USS Ronald Reagan, which right now seems to be moving into place very near North Korea, and for what I think is a... Well, that's my next issue.
[01:53:00.698 --> 01:53:01.518]  That's my next issue.
[01:53:01.518 --> 01:53:06.900]  What do you think Trump's comment about the calm before the storm is with the U.S.
[01:53:06.900 --> 01:53:08.161]  attack forces moving into place?
[01:53:09.370 --> 01:53:10.832]  That's exactly what I think it is.
[01:53:10.832 --> 01:53:14.556]  I think the rocket man has exhausted the big man's patience.
[01:53:14.556 --> 01:53:17.779]  I think the orange man is about to take the rocket man out.
[01:53:17.779 --> 01:53:22.404]  And that's why the Democrats are crapping their pants, because they want to supplicate before communism.
[01:53:22.404 --> 01:53:23.305]  They want to worship it.
[01:53:23.305 --> 01:53:31.053]  They wanted to give the nukes, give the missiles to it, and then shut it up, and then think America would capitulate in its face as a chess piece for China.
[01:53:31.053 --> 01:53:31.594]  It didn't happen.
[01:53:32.984 --> 01:53:41.917]  Well, and here, I think, is the very little secret, is that Trump has very skillfully closed the Chinese off from their North Korean communist brothers.
[01:53:41.917 --> 01:53:43.560]  I think they're working with us, not with them.
[01:53:44.318 --> 01:53:47.239]  They're going to stand aside while we take out the little rocket man.
[01:53:47.239 --> 01:53:48.719]  That's Trump diplomacy.
[01:53:48.719 --> 01:53:53.521]  Something Barack Obama could never accomplish in eight years of trying to get their assistance.
[01:53:53.521 --> 01:53:56.482]  Wow, so you're saying the word is the calm before the storm.
[01:53:56.482 --> 01:53:59.483]  Trump is getting ready to hit North Korea after they threatened to nuke the U.S.
[01:53:59.483 --> 01:54:02.463]  Because look, I have all these leftist friends and Ron Paul's a great guy.
[01:54:02.463 --> 01:54:03.824]  I know you helped his campaign.
[01:54:05.168 --> 01:54:16.181]  And I got Ron Paul, and I'm like, look, I don't want war, and I didn't agree with all these other wars, but North Korea's threatening to nuke us, and they are doing all this stuff, and we gave them the weapons, and it's very provocative to shoot missiles over Japan.
[01:54:16.181 --> 01:54:19.525]  He's like, oh, you're a neocon, you want war, they don't have nukes.
[01:54:19.525 --> 01:54:20.607]  Yes, they do have nukes.
[01:54:21.752 --> 01:54:34.976]  Well, look, I think Ron Paul is a patriot, and I generally agree with him that a strong national defense is greatly superior to this neocon wandering around the globe looking for expensive and deadly trouble with none of our business.
[01:54:34.976 --> 01:54:42.078]  He's not wrong, but he does also have to recognize the difference between being a libertarian and a pacifist.
[01:54:42.078 --> 01:54:45.699]  There are some very bad people out there who don't wish us well.
[01:54:45.699 --> 01:54:49.860]  ISIS is a leftover thread from neocon disasters.
[01:54:50.590 --> 01:54:51.111]  Exactly.
[01:54:51.111 --> 01:54:54.793]  I mean, Iran says they'll preemptively attack us now.
[01:54:54.793 --> 01:54:59.697]  But my point is, just because our government has problems, doesn't mean every other government's an angel.
[01:54:59.697 --> 01:55:05.741]  It's like this narcissistic or borderline personality thing where either America's good or they're bad.
[01:55:05.741 --> 01:55:06.401]  No.
[01:55:06.401 --> 01:55:09.984]  How about North Korea's a blood-sucking, evil, communist country?
[01:55:09.984 --> 01:55:13.126]  I don't want war with them, but the guy is so belligerent.
[01:55:13.126 --> 01:55:14.327]  What is his problem, Roger?
[01:55:15.202 --> 01:55:18.563]  He's the one that keeps threatening to new cars, not the other way around.
[01:55:18.563 --> 01:55:22.624]  I mean, he's the provocateur here.
[01:55:22.624 --> 01:55:24.924]  I understand why we don't belong in Afghanistan.
[01:55:24.924 --> 01:55:26.605]  I understand why we don't belong in Iraq.
[01:55:26.605 --> 01:55:28.865]  Because there were no real aggression.
[01:55:28.865 --> 01:55:32.186]  Exactly, but just because America has problems, doesn't mean North Korea.
[01:55:32.186 --> 01:55:39.708]  So, you're saying from your intel, I mean Trump's already said it calm before the storm, that we are getting ready to hit North Korea.
[01:55:42.476 --> 01:55:50.618]  That's my very best intelligence coming out of both my military and industrial sources, some of my White House sources.
[01:55:50.618 --> 01:55:57.160]  That's why I think the President was brusque in putting down Rex Tillerson in the tweet.
[01:55:57.160 --> 01:56:02.281]  Now everybody's talking about the coming Brexit that's coming, because I think he's gone by December.
[01:56:02.281 --> 01:56:04.541]  The President's lost confidence in him.
[01:56:04.541 --> 01:56:07.442]  It started with Charlottesville when he wouldn't back up the Commander-in-Chief.
[01:56:08.587 --> 01:56:12.269]  In an effort to kowtow and brown nose the mainstream media.
[01:56:12.269 --> 01:56:18.712]  And that's why they're saying now, because Rex is addled and senile and thinks CNN still has viewers.
[01:56:18.712 --> 01:56:25.235]  It's just we're these old people, not these old folks in general, but old folks that still think mainstream media is king when it's so uncool.
[01:56:25.235 --> 01:56:27.236]  He has really bad mouthed the president, he's done a lot.
[01:56:27.236 --> 01:56:29.517]  So now they're telling Rex Tillerson resign.
[01:56:29.517 --> 01:56:31.158]  Shouldn't Trump fire him before that?
[01:56:32.802 --> 01:56:44.825]  Well, you know, the problem is that when the president exercises that authority, the mainstream media then uses it to show a lack of stability in what is a very tumultuous court.
[01:56:44.825 --> 01:56:54.647]  I mean, to be honest with you, Alex, I kind of view the president at this point like the good king, locked in the tower by a group of bad knights who claim to be loyal, but in fact are undermining him.
[01:56:55.598 --> 01:56:59.781]  Our obligation is to free the good king so he pursues policies for the people.
[01:56:59.781 --> 01:57:00.802]  No, that's right, Roger.
[01:57:00.802 --> 01:57:01.762]  Let's talk soon.
[01:57:01.762 --> 01:57:04.824]  Roger works for them, fullwords.com, stonecoaldtruth.com.
[01:57:04.824 --> 01:57:06.525]  We're in the middle of a civil war.
[01:57:06.525 --> 01:57:07.666]  This is real.
[01:57:07.666 --> 01:57:08.887]  This is happening.
[01:57:08.887 --> 01:57:12.269]  We're winning, but by the hair of our chin, chin, chin.
[01:57:12.269 --> 01:57:14.070]  I mean, this is an epic time.
[01:57:14.070 --> 01:57:15.131]  Pray to God.
[01:57:15.131 --> 01:57:16.352]  Pray for peace.
[01:57:16.352 --> 01:57:17.132]  Pray for freedom.
[01:57:17.132 --> 01:57:18.874]  Pray for awakening.
[01:57:18.874 --> 01:57:22.896]  The Democratic Party is extincting itself, but the Republican establishment is still in power.
[01:57:22.896 --> 01:57:23.997]  They're the real enemy.
[01:57:23.997 --> 01:57:24.938]  Roger Stone, we'll talk soon.
[01:57:26.639 --> 01:57:28.459]  Alex, great to be with you as always.
[01:57:28.459 --> 01:57:29.240]  You bet.
[01:57:29.240 --> 01:57:30.960]  All right, back tomorrow, 11 a.m.
[01:57:30.960 --> 01:57:31.401]  Central.
[01:57:31.401 --> 01:57:33.201]  Lord willing, David Knight, 8 a.m.
[01:57:33.201 --> 01:57:33.982]  tomorrow.
[01:57:33.982 --> 01:57:37.743]  Don't forget Owen Schroeder, War Room, with the Rochester Stone, 3 o'clock p.m.
[01:57:37.743 --> 01:57:38.524]  every day.
[01:57:38.524 --> 01:57:40.024]  Wow, great job to the crew.
[01:57:40.024 --> 01:57:42.845]  What a great crew, working six days a week.
[01:57:42.845 --> 01:57:44.006]  Thank you all for your support.
[01:57:44.006 --> 01:57:45.547]  Pray for America, pray for peace.
[01:57:45.547 --> 01:57:46.127]  Thank you, Jesus.
[01:57:48.143 --> 01:57:55.605]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[01:57:55.605 --> 01:58:08.808]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:58:09.748 --> 01:58:21.661]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:58:21.661 --> 01:58:27.627]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:58:28.368 --> 01:58:37.395]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[01:58:37.395 --> 01:58:45.602]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[01:58:49.301 --> 01:58:54.028]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:58:54.028 --> 01:59:04.464]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:59:05.345 --> 01:59:10.147]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:59:10.147 --> 01:59:18.531]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:59:18.531 --> 01:59:26.254]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:59:26.254 --> 01:59:28.235]  Wake up refreshed and take on the day.
[01:59:28.695 --> 01:59:36.639]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:59:36.639 --> 01:59:40.321]  Get the sleep you deserve and experience the power of knockout.
[01:59:40.321 --> 01:59:44.683]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:59:44.683 --> 01:59:50.846]  That's InfoWarsLife.com.
[01:59:50.846 --> 01:59:53.488]  You're listening to the Alex Jones Show.
