[00:00:03.707 --> 00:00:04.533]  That's Allen Railway, Chevy.
[00:25:25.857 --> 00:25:31.540]  What blows me away is just how many collaborators there are that the entire MSM, pretty much the whole complex,
[00:25:33.271 --> 00:25:42.716]  He's literally anti-America and has a vicious hatred of this country even though they live here and their whole future is based on how well we do.
[00:25:42.716 --> 00:25:50.581]  They're delusional because they imagine they're with the power structure and they believe because they're in these little hives of traitors that they're invincible.
[00:25:50.581 --> 00:25:54.723]  It's like a bunch of criminals getting together and convincing themselves they can rob Fort Knox.
[00:25:54.723 --> 00:25:55.864]  You're not going to get away with it.
[00:25:57.785 --> 00:25:59.086]  We watched you building this thing.
[00:25:59.086 --> 00:26:01.968]  We just giving you rope, giving you rope, warning everybody, get ready.
[00:26:01.968 --> 00:26:05.831]  Now wait, when they start coming, the public that hadn't been listening is going to listen.
[00:26:05.831 --> 00:26:06.411]  Watch this.
[00:26:06.411 --> 00:26:07.572]  Okay, they're coming.
[00:26:07.572 --> 00:26:07.952]  Boom!
[00:26:07.952 --> 00:26:09.213]  Activation!
[00:26:09.213 --> 00:26:18.459]  We have been in a stand-up attack position for 50 years waiting for you, and now we just metrically went five levels bigger.
[00:26:18.459 --> 00:26:19.480]  Now you want to fight?
[00:26:19.480 --> 00:26:20.761]  You attack us, we get even bigger.
[00:26:20.761 --> 00:26:21.461]  Boom!
[00:26:21.461 --> 00:26:23.863]  It's called the American plan, dumbasses.
[00:26:23.863 --> 00:26:24.844]  We only let you
[00:26:25.862 --> 00:26:28.444]  Build our strength ready to crush you in the end.
[00:26:28.444 --> 00:26:31.106]  Gonna suck up and roll up the whole global system.
[00:26:31.106 --> 00:26:32.006]  Watch this.
[00:26:32.006 --> 00:26:33.047]  Get ready to fail.
[00:26:33.047 --> 00:26:36.750]  Because I've decided you probably need to know how you're going to be destroyed.
[00:26:36.750 --> 00:26:47.758]  A lot of your top people already know this, but I think the minions in people need to know that you're going to be used as examples of what scum and traitors are for decades and decades and generations to come.
[00:26:47.758 --> 00:26:51.861]  You're all going to be held up as the standard of filth.
[00:26:52.711 --> 00:27:01.015]  Your defeat will be the birth of the new millennium, as Trump said, empowering humanity.
[00:27:01.015 --> 00:27:04.097]  Your strength is our weakness.
[00:27:04.097 --> 00:27:07.399]  Look at Trump supporters versus your minions.
[00:27:07.399 --> 00:27:13.882]  You truly have created twisted, fallen, scared, frightened, confused mental patients.
[00:27:13.882 --> 00:27:17.444]  But you're not going to get the rest of us, and somehow we're going to try to resuscitate
[00:27:18.749 --> 00:27:21.231]  The zombie horde, but a lot of them are too far gone.
[00:27:21.231 --> 00:27:22.172]  I've seen them.
[00:27:22.172 --> 00:27:24.435]  They're gone.
[00:27:24.435 --> 00:27:35.866]  We have a full right to defend ourselves from the witches like Hillary and that other harpy, Madonna, who are the opposite of the beautiful spirit of womanhood.
[00:27:35.866 --> 00:27:37.267]  You are monsters!
[00:27:37.267 --> 00:27:40.451]  And it's why you're obsessed with claiming you dominate and run women.
[00:27:41.593 --> 00:27:43.915]  You are what you claim men are trying to do.
[00:27:43.915 --> 00:27:52.121]  You're there to dominate the spirit of women and suck off of it and bathe in its essence, its blood, and to infuse yourselves.
[00:27:52.121 --> 00:27:56.785]  You're the metaphysical version of who was that famous royal that would kill babies and bathe in their blood.
[00:27:56.785 --> 00:27:58.446]  I mean, you people are sick.
[00:27:58.446 --> 00:28:06.753]  You apply cosmetics of dead Chinese babies and take collagen injections of their melted down fat, so you're already there.
[00:28:06.753 --> 00:28:07.754]  Let's go out to break.
[00:28:09.343 --> 00:28:14.829]  Let's go out to break with Senator Sessions, about to be the Attorney General.
[00:28:14.829 --> 00:28:22.997]  Some have expressed concern about whether you can approach the Clinton matter impartially in both fact and appearance.
[00:28:22.997 --> 00:28:25.719]  How do you plan to address those concerns?
[00:28:26.758 --> 00:28:31.481]  Mr. Chairman, it was a highly contentious campaign.
[00:28:31.481 --> 00:28:37.065]  I, like a lot of people, made comments about the issues in that campaign.
[00:28:37.065 --> 00:28:43.590]  With regard to Secretary Clinton and some of the comments I made, I do believe that that could
[00:28:44.170 --> 00:28:47.372]  Place my objectivity in question.
[00:28:47.372 --> 00:28:49.013]  I've given that thought.
[00:28:49.013 --> 00:29:03.382]  I believe the proper thing for me to do would be to recuse myself from any questions involving those kind of investigations that involve Secretary Clinton that were raised during the campaign.
[00:29:03.382 --> 00:29:05.864]  So let me go over this note for you here.
[00:29:05.864 --> 00:29:07.265]  Matt made a good point in my notes here.
[00:29:09.016 --> 00:29:20.321]  Sessions AG confirmation hearing the notion of the legitimacy of prosecuting Clinton was assumed rather than challenged and notice how Sessions never qualifies the recusal with a condition if then statement i.e.
[00:29:20.321 --> 00:29:32.926]  if she's prosecuted that I will recuse myself great point Matt for finding that and pointing that out okay let me get into their hype kill the president blow it up murder his supporters because they're probably gonna get to Trump hope they don't
[00:29:34.252 --> 00:29:36.233]  They can get to us, can't they?
[00:29:36.233 --> 00:29:45.537]  And they're running around with a Jezebel spirit infusing them by their high priestesses like Hillary and other sea hags like Madonna.
[00:29:45.537 --> 00:29:47.178]  But the sea hags will be defeated.
[00:29:47.178 --> 00:29:49.539]  Stay with us.
[00:29:49.539 --> 00:29:50.920]  We're on the march.
[00:29:50.920 --> 00:29:53.461]  The empire's on the run.
[00:29:53.461 --> 00:29:56.142]  Alex Jones and the GCN Radio Network.
[00:30:00.066 --> 00:30:14.734]  Well, this administration thinks that the American public has a right to know what's happening in cities across the country, and it looks like the Trump administration is going to publish weekly crimes committed by illegal aliens, sidestepping the mainstream media's coverage of the immigration crime wave.
[00:30:14.734 --> 00:30:20.958]  We have an article that's up on our website that aggregated from Breitbart News, and it talks about how this administration is going to publish
[00:30:21.178 --> 00:30:27.080]  A list of crimes committed by illegals in sanctuary cities weekly, according to an executive order released.
[00:30:27.080 --> 00:30:44.004]  Now, this order says, quote, to better inform the public regarding public safety threats associated with sanctuary jurisdictions, the secretary shall utilize the declined detainer outcome report, or its equivalent, and on a weekly basis make public a comprehensive list of criminal actions committed by aliens,
[00:30:44.244 --> 00:30:50.390]  And any jurisdiction that ignores or otherwise failed to honor any detainers with respect to such aliens.
[00:30:50.390 --> 00:30:56.875]  It looks like this administration is saying to these sanctuary cities, you deport or we're going to publish what's actually going on.
[00:30:56.875 --> 00:30:58.717]  I'm Margaret Hall reporting for InfoWars.com.
[00:30:59.918 --> 00:31:04.981]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:31:04.981 --> 00:31:13.627]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:31:13.627 --> 00:31:17.769]  Longevity also offers you an ingenious way to augment your income.
[00:31:17.769 --> 00:31:18.570]  And the best part?
[00:31:18.570 --> 00:31:21.451]  You'll be helping your friends and family along the way.
[00:31:21.451 --> 00:31:24.053]  Visit InfoWarsTeam.com today.
[00:31:24.053 --> 00:31:24.833]  Become a member.
[00:31:24.833 --> 00:31:28.896]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:31:29.116 --> 00:31:35.839]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:31:35.839 --> 00:31:36.800]  Another win-win.
[00:31:36.800 --> 00:31:40.541]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:31:40.541 --> 00:31:41.782]  And you can be too.
[00:31:41.782 --> 00:31:42.342]  It's simple.
[00:31:42.342 --> 00:31:45.264]  Just go to Infowarsteam.com today.
[00:31:45.264 --> 00:31:47.365]  Complete a short sign-up and you're part of the team.
[00:31:47.365 --> 00:31:50.626]  That's Infowarsteam.com or Infowarshealth.com.
[00:31:50.626 --> 00:31:56.929]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:31:56.929 --> 00:31:58.230]  Check it out for yourself today.
[00:31:59.665 --> 00:32:03.988]  Ladies and gentlemen, Alex Jones here on the road with a very important announcement.
[00:32:03.988 --> 00:32:07.271]  Roger Stone's new book is coming out in a couple weeks.
[00:32:07.271 --> 00:32:11.614]  It's exclusively available at pre-order at InfoWarsStore.com.
[00:32:11.614 --> 00:32:22.622]  It's the making of a president, and it breaks down how Trump really got elected, the inside baseball, the current battles, and a blueprint for the future and what Trump and others are really planning to do to restore the Republic of prosperity.
[00:32:22.622 --> 00:32:26.445]  The bottom line, this is the book that got Roger Stone poisoned with polonium.
[00:32:26.445 --> 00:32:28.006]  It breaks down what really happened with the Russians.
[00:32:28.186 --> 00:32:32.767]  And so much more, and it supports him, and it supports InfoWars and our whole operation.
[00:32:32.767 --> 00:32:37.568]  So it's essential that this book go to the top of the charts in the political area, if not the very top of the charts.
[00:32:37.568 --> 00:32:40.528]  Joe Biden has come out and said world government is collapsing.
[00:32:40.528 --> 00:32:42.009]  They are in full crisis mode.
[00:32:42.009 --> 00:32:43.549]  Nationalist movements are exploding.
[00:32:43.549 --> 00:32:45.670]  Everybody needs to go pre-order.
[00:32:45.670 --> 00:32:47.990]  So you get it first at InfoWars4.com.
[00:32:47.990 --> 00:32:50.050]  The Making of a President by Roger Stone.
[00:32:50.050 --> 00:32:53.351]  I'm Alex Jones jumping on an airplane to go to the inaugural event with Trump.
[00:32:53.351 --> 00:32:57.972]  Pray for us and please continue to support the operation and get his book now so you're the first to have it.
[00:32:58.012 --> 00:32:58.836]  I'll have it shipped to you.
[00:33:21.753 --> 00:33:27.417]  He aligns himself with the truth, and it's time for you to choose a side.
[00:33:27.417 --> 00:33:31.359]  You're listening to Alex Jones.
[00:33:31.359 --> 00:33:35.402]  We are back live, very honored to be here with you.
[00:33:49.938 --> 00:33:58.603]  On this historic Thursday, January 26, 2017, this is an answer, a prayer of what's happening.
[00:33:58.603 --> 00:34:01.724]  Again, Trump is not perfect, but he really believes he's doing the right thing.
[00:34:01.724 --> 00:34:03.645]  He is committed.
[00:34:03.645 --> 00:34:07.908]  And I know they're going to prosecute Hillary Clinton.
[00:34:07.908 --> 00:34:09.989]  They're going to go after the crime syndicate.
[00:34:09.989 --> 00:34:11.149]  The crime syndicate knows that.
[00:34:11.149 --> 00:34:12.170]  That's why they're so vicious.
[00:34:12.170 --> 00:34:14.391]  That's why they're so desperate.
[00:34:14.391 --> 00:34:17.153]  Trump is first going to deliver on as much of the plan as he can.
[00:34:18.174 --> 00:34:22.739]  So that people see that it's real prosperity and that they can actually run their own lives.
[00:34:22.739 --> 00:34:26.923]  And then they are going to set the dogs loose as soon as the people are in place.
[00:34:26.923 --> 00:34:29.525]  Sessions and others are not in place yet.
[00:34:29.525 --> 00:34:33.529]  And the enemy may try to still set off a nuke, bomb, kill Trump.
[00:34:33.529 --> 00:34:37.793]  They're openly calling for it, trying to sell the idea that it's a great thing.
