[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[00:23:38.175 --> 00:23:41.677]  And our filters last for years at less than two cents per gallon.
[00:23:41.677 --> 00:23:45.318]  Big Berkey, the one powerful enough to purify stagnant pond water.
[00:23:45.558 --> 00:23:47.100]  Get your Big Berkey today!
[00:23:47.100 --> 00:23:49.244]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[00:23:49.244 --> 00:23:49.704]  That's 1-877-99-BERKEY.
[00:23:49.704 --> 00:23:51.727]  Big Berkey Water Filters, for the love of clean water.
[00:24:26.434 --> 00:24:29.296]  We are back, ladies and gentlemen, and David Knight's coming into the next segment.
[00:24:29.296 --> 00:24:31.097]  Got a bunch of guests lined up today.
[00:24:31.097 --> 00:24:35.219]  Why is Trump going sideways?
[00:24:35.219 --> 00:24:37.560]  David Knight might want to open the phones up and get people's take on this.
[00:24:37.560 --> 00:24:38.241]  I mean, what do you think?
[00:24:39.912 --> 00:24:42.133]  A lot of stories up on InfoWars.com.
[00:24:42.133 --> 00:24:44.534]  I just mentioned this one and it ties in.
[00:24:44.534 --> 00:24:46.155]  Story from Breitbart.
[00:24:46.155 --> 00:24:49.537]  Austrian press, all women must wear headscarves to fight Islamophobia.
[00:24:49.537 --> 00:24:57.001]  The only thing more ridiculous than that was all the big Swedish Stockholm Syndrome, literal articles on Stockholm.
[00:24:57.001 --> 00:25:00.343]  Articles a few weeks ago where the guy ran over a bunch of people with a car and killed them.
[00:25:00.343 --> 00:25:04.345]  They said, ban cars so that we can't be run over.
[00:25:04.345 --> 00:25:04.565]  It was not
[00:25:04.705 --> 00:25:06.126]  They didn't even say it was a Muslim.
[00:25:06.126 --> 00:25:08.107]  Didn't even say he screamed Allah Akbar even though he did.
[00:25:08.107 --> 00:25:11.308]  Didn't just didn't wouldn't let you see the images of it.
[00:25:11.308 --> 00:25:14.469]  Just a car did this.
[00:25:14.469 --> 00:25:16.910]  Banned cars.
[00:25:16.910 --> 00:25:20.152]  Out of solidarity towards those who do it for religious reasons.
[00:25:20.152 --> 00:25:25.674]  They have the topless in New York, in DC, in Berlin videos.
[00:25:25.674 --> 00:25:27.055]  We've played them with the little
[00:25:28.746 --> 00:25:39.108]  You know what's covered up with the women up there, lesbian women, saying Allah Akbar, Allah Akbar and chanting Islamic chants when Muslims would kill them in two seconds.
[00:25:39.108 --> 00:25:42.109]  And there's no fallacy for them in their minds.
[00:25:42.109 --> 00:25:48.130]  Because only the West and the place that gave them the nest to have the freedom and have purple hair and tattoos.
[00:25:48.130 --> 00:25:49.930]  I don't care if you have purple hair and tattoos.
[00:25:49.930 --> 00:25:51.290]  Does it impress me?
[00:25:51.290 --> 00:25:52.371]  Does it not impress me?
[00:25:52.371 --> 00:25:54.011]  I see women with purple hair sometimes, I like it.
[00:25:54.511 --> 00:25:59.034]  The point is, he said, oh, you're so impressive, you're so avant-garde, you're so counterculture.
[00:25:59.034 --> 00:26:02.057]  That is the dominant cultures, purple hair and tattoos everywhere.
[00:26:02.057 --> 00:26:03.518]  So fine!
[00:26:03.518 --> 00:26:06.420]  So now you want to like poop in your pants or something, you know.
[00:26:06.420 --> 00:26:08.261]  In Japan, they're all into cleanliness.
[00:26:08.261 --> 00:26:10.663]  The cleanest culture pretty much in history.
[00:26:10.663 --> 00:26:14.766]  And so the big fetish there for the last 50 years of decadence is, people crap on themselves.
[00:26:15.725 --> 00:26:19.927]  I mean, I don't want to be gross here, but they have bars, they have a whole thing that's into it.
[00:26:19.927 --> 00:26:20.827]  It's the grossest thing.
[00:26:20.827 --> 00:26:22.608]  The Japanese were totally grossed out by that.
[00:26:22.608 --> 00:26:23.588]  You should be.
[00:26:23.588 --> 00:26:25.149]  So how do you become bad?
[00:26:25.149 --> 00:26:27.230]  You start pooping on yourself.
[00:26:27.230 --> 00:26:28.050]  And that's what this is.
[00:26:28.050 --> 00:26:29.211]  Let's put a headscarf on.
[00:26:29.211 --> 00:26:30.231]  Let's holla Akbar.
[00:26:30.231 --> 00:26:32.552]  Let's allow genital mutilation of newborn girls.
[00:26:32.552 --> 00:26:33.312]  Oh, it's so liberal.
[00:26:33.312 --> 00:26:34.033]  Oh, it's so trendy.
[00:26:34.033 --> 00:26:44.097]  You know, oh, the news is all, oh, you know, the yogurt owner, you know, the guy from Turkey that works for George Soros, George Soros' law firm, suing us.
[00:26:46.311 --> 00:26:53.776]  And they say in Bloomberg, I'm being sued for connecting refugees to rape and TB.
[00:26:53.776 --> 00:26:57.578]  And then I've got the mainstream news articles of in that town, TB's up 500%.
[00:26:57.578 --> 00:27:01.281]  That's political correctness.
[00:27:01.281 --> 00:27:04.463]  You will not say Muslims are connected to sex assault.
[00:27:04.463 --> 00:27:06.404]  You will not say any of it.
[00:27:06.404 --> 00:27:10.527]  You will never say that, you will never say TB's going up.
[00:27:10.527 --> 00:27:12.148]  Is that understood, sir?
[00:27:12.148 --> 00:27:14.910]  Do you understand that?
[00:27:16.892 --> 00:27:18.793]  There is no leprosy coming in across the border.
[00:27:18.793 --> 00:27:20.414]  There is no drug resistant TB.
[00:27:20.414 --> 00:27:23.036]  There is no, there is no problem.
[00:27:23.036 --> 00:27:29.360]  Venezuela has no diseases and is a wonderland with food growing on the trees everywhere and everyone is super rich.
[00:27:29.360 --> 00:27:34.544]  Communism is wonderful, look at North Korea.
[00:27:34.544 --> 00:27:36.205]  And you're like, you look at the town, it's up 500%.
[00:27:38.669 --> 00:27:41.071]  They covered up the rape cases, said that didn't exist.
[00:27:41.071 --> 00:27:42.712]  They finally plead guilty.
[00:27:42.712 --> 00:27:48.635]  The town says it's happening epidemic, the police and the mayor won't do it because they've been ordered not to.
[00:27:48.635 --> 00:27:50.897]  The mayor is the source that there's no rape in the town.
[00:27:50.897 --> 00:27:52.698]  It's like ABC News.
[00:27:52.698 --> 00:27:57.941]  The mayor doesn't think the plant's connected to rape.
[00:27:57.941 --> 00:28:01.483]  Full of Muslims.
[00:28:01.483 --> 00:28:06.647]  Can I go to Turkey and open up a yogurt plant and move in, say, a couple thousand Texans?
[00:28:09.113 --> 00:28:11.554]  And then have the women walk around without a hood on their head?
[00:28:11.554 --> 00:28:12.935]  No, no, no.
[00:28:12.935 --> 00:28:15.676]  But see, because we're tolerant, we're bad.
[00:28:15.676 --> 00:28:24.400]  So I've got to be so tolerant now that I have my wife wear a hijab, my daughters wear a hijab, and then, you know, take them to Islamic doctors, they can pull out some scissors and cut their genitals off.
[00:28:24.400 --> 00:28:25.581]  I'm not going to do it.
[00:28:25.581 --> 00:28:27.242]  I stand against it.
[00:28:27.242 --> 00:28:29.543]  Because I'm a hatemonger, right?
[00:28:29.543 --> 00:28:30.904]  That's up on InfoWars.com.
[00:28:30.904 --> 00:28:33.745]  That just goes on and on and on from there.
[00:28:36.135 --> 00:28:38.838]  You know, Trump said that he was going to renegotiate NAFTA.
[00:28:38.838 --> 00:28:40.239]  Now he says he's not leaving it.
[00:28:40.239 --> 00:28:41.440]  They say he's flip-flopping, though.
[00:28:41.440 --> 00:28:42.161]  He said he's going to.
[00:28:42.161 --> 00:28:43.823]  I'm going to wait and see what he does.
[00:28:43.823 --> 00:28:46.445]  Killing TPP was huge.
[00:28:46.445 --> 00:28:48.928]  Military preparations are underway for North Korea's strike.
[00:28:48.928 --> 00:28:52.491]  If he continues to threaten to attack everybody, that's up on Infowars.com.
[00:28:52.491 --> 00:28:53.673]  Get those articles out.
[00:28:53.673 --> 00:28:55.074]  Sign up for the free newsletter.
[00:28:55.074 --> 00:28:56.515]  The enemy does not want you.
[00:28:57.429 --> 00:29:00.011]  To have the information because it's affecting the world.
[00:29:00.011 --> 00:29:02.133]  Let's beat their computers.
[00:29:02.133 --> 00:29:03.954]  Let's beat their AI together.
[00:29:03.954 --> 00:29:05.515]  Let's show them what we did in the election.
[00:29:05.515 --> 00:29:08.437]  Whether Trump ends up being perfect or not, that doesn't matter.
[00:29:08.437 --> 00:29:09.778]  Nationalism is rising.
[00:29:09.778 --> 00:29:10.959]  People want it.
[00:29:10.959 --> 00:29:13.481]  The brand of liberty is the number one thing out there.
[00:29:13.481 --> 00:29:15.262]  We're going to win together.
[00:29:15.262 --> 00:29:16.383]  We're going to go to break and come back.
[00:29:16.383 --> 00:29:22.708]  And David, I'll tell you about some of the big specials that end this weekend, like 53% off the bone broth turmeric.
[00:29:23.388 --> 00:29:25.349]  Total Paleo Caveman Formula.
[00:29:25.349 --> 00:29:29.793]  Not because it is in one of our top five sellers, but because it's a lost leader at that price.
[00:29:29.793 --> 00:29:32.474]  Well, if you sign up for auto-ship and 10% off, it certainly is.
[00:29:32.474 --> 00:29:36.117]  Because I want you to see how great it is.
[00:29:36.117 --> 00:29:39.379]  We've got the Super Blue Kids Toothpaste almost sold out.
[00:29:39.379 --> 00:29:40.980]  We've got Brain Force and so much more.
[00:29:40.980 --> 00:29:43.342]  A bunch of specials at infowarrestore.com.
[00:29:43.342 --> 00:29:44.983]  Please pray for me and my family.
[00:29:44.983 --> 00:29:45.624]  We really need it.
[00:29:45.624 --> 00:29:47.385]  The enemy's coming against us right now.
[00:29:47.385 --> 00:29:48.766]  But we do it with jolly spirit.
[00:29:48.766 --> 00:29:49.847]  All right, we'll be right back.
[00:29:51.889 --> 00:29:54.429]  The Empire's on the run.
[00:29:54.429 --> 00:30:01.491]  Alex Jones and the GCN Radio Network.
[00:30:01.491 --> 00:30:04.091]  This is Owen Schroer for InfoWars.com.
[00:30:04.091 --> 00:30:06.712]  Listen to these headlines from just the last week.
[00:30:06.712 --> 00:30:10.292]  Four times in four days, Russian military aircraft fly off U.S.
[00:30:10.292 --> 00:30:12.253]  coast, some nuclear capable.
[00:30:12.253 --> 00:30:12.533]  U.S.
[00:30:12.533 --> 00:30:14.833]  sends nuclear sniffer plane to Korea.
[00:30:14.833 --> 00:30:20.534]  China tests missile on deadly new destroyer ship near North Korea as it warns it's getting troops battle ready.
[00:30:20.874 --> 00:30:21.194]  U.S.
[00:30:21.194 --> 00:30:25.438]  preparing to evacuate 230,000 Americans from South Korea.
[00:30:25.438 --> 00:30:26.419]  Washington, D.C.
[00:30:26.419 --> 00:30:29.141]  to hold massive coordinated terror attack drill.
[00:30:29.141 --> 00:30:31.803]  Feds prepare for nuclear attack in New Jersey.
[00:30:31.803 --> 00:30:35.647]  North Korea flexes muscle in unprecedented live fire drill.
[00:30:35.647 --> 00:30:36.167]  D.C.
[00:30:36.167 --> 00:30:39.430]  area first responders prepare for a complex terror attack.
[00:30:39.890 --> 00:30:40.230]  U.S.
[00:30:40.230 --> 00:30:44.013]  Navy fires warning flare at Iran vessel in Persian Gulf.
[00:30:44.013 --> 00:30:47.415]  Air Force launches test missile off California coast.
[00:30:47.415 --> 00:30:48.316]  Entire U.S.
[00:30:48.316 --> 00:30:51.258]  Senate called for meeting on North Korea briefing.
[00:30:51.258 --> 00:30:56.301]  And now, NBC News is telling its audience what to do in case of a nuclear attack.
[00:30:56.301 --> 00:30:58.562]  Will this Cold World War ever go hot?
[00:30:58.562 --> 00:31:00.444]  Stay informed at InfoWars.com.
[00:31:01.215 --> 00:31:03.097]  It's not just our water we need to filter.
[00:31:03.097 --> 00:31:05.118]  It's not just our food that needs to be cleaned.
[00:31:05.118 --> 00:31:07.920]  It's the air we're breathing, especially for our children.
[00:31:07.920 --> 00:31:14.085]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:31:14.085 --> 00:31:23.292]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[00:31:23.292 --> 00:31:25.614]  Whether it's your home or office, you owe it to yourself, your
[00:31:25.794 --> 00:31:30.817]  Your co-workers, your family, your children, do the best job you can to purify your air.
[00:31:30.817 --> 00:31:38.841]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:31:38.841 --> 00:31:39.802]  The general public doesn't.
[00:31:41.014 --> 00:31:44.955]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
