[00:00:03.197 --> 00:00:03.819]  It's Friday.
[00:25:15.894 --> 00:25:20.118]  Just like we just had the December 7th anniversary of Pearl Harbor, 70-something years?
[00:25:20.358 --> 00:25:20.839]  Unbelievable.
[00:25:21.559 --> 00:25:22.260]  Was it 71 years?
[00:25:24.602 --> 00:25:43.213]  And I remember Admiral Yamamoto, the head of the Japanese forces after they bombed Pearl Harbor, he sent a Morse code message back to the Admiralty and back to the Emperor, and he said, we have executed the operation as ordered, which he devised against, but I fear we have awakened a sleeping giant.
[00:25:45.049 --> 00:25:47.131]  Then he started sending back more teletypes.
[00:25:47.771 --> 00:25:51.094]  These are people ready to kill themselves, ready to fly planes into ships if need be.
[00:25:51.114 --> 00:25:51.694]  They'll follow orders.
[00:25:52.055 --> 00:25:52.855]  They send back messages.
[00:25:52.915 --> 00:25:56.578]  Oh, respectfully, if you have us invade the mainland, they're all armed.
[00:25:56.598 --> 00:25:58.720]  There'll be a rifle behind every blade of grass.
[00:25:59.480 --> 00:26:03.784]  The Japanese imperial government was so arrogant, they wanted to invade California.
[00:26:04.164 --> 00:26:05.565]  Back then, it was like Texas.
[00:26:07.226 --> 00:26:10.169]  They would have been met on the shore by the citizens and annihilated.
[00:26:13.336 --> 00:26:22.661]  Let me tell you, those 49ers, the great-great-grandchildren of 49ers, about as mean and tough as it gets, California's gone now, just like Texas is falling.
[00:26:22.901 --> 00:26:26.763]  Falling to weakness, falling to evil, falling to beta cuckmales, crawling out our eyeballs.
[00:26:29.405 --> 00:26:29.565]  So...
[00:26:32.438 --> 00:26:43.243]  That's what this is, ladies and gentlemen, is that they think they can run around in bars, and in law firms, and on the streets, and go to women in databases of who's worked for Trump, and they come to their doors.
[00:26:44.463 --> 00:26:48.625]  Mine about to come in, I'm a Democrat, such and such, and they got their names right here, and it's like, sure, come on in.
[00:26:49.185 --> 00:26:57.228]  Hey, and in 30 minutes of the conversation, we'll pay you $750,000 to say Trump threw you on a desk and tried to rape you.
[00:26:59.649 --> 00:27:00.870]  He did do it, didn't he?
[00:27:02.329 --> 00:27:03.209]  They're like, excuse me?
[00:27:04.590 --> 00:27:19.716]  But some of them are so whacked out, they're like, well, if it's for the good of the country, you know I... Oh, if it's for the greater good, you know he's a misogynist and you know all sexes rape, but just, yeah, let's just... Can I get my checkbook out right now?
[00:27:20.456 --> 00:27:22.837]  But we own the story, also, and we sell it to the media.
[00:27:22.857 --> 00:27:24.138]  But you're gonna do the interviews, we'll coach you.
[00:27:24.158 --> 00:27:24.898]  Listen, it's gonna be easy.
[00:27:25.138 --> 00:27:27.019]  There's gonna be hundreds of women.
[00:27:27.039 --> 00:27:29.080]  You're just gonna be one of them.
[00:27:31.079 --> 00:27:36.525]  Most women are scared to do it, so they're like, don't worry, we're gonna hit him with so many women, the lawyers can't come after them all, okay?
[00:27:37.066 --> 00:27:38.407]  Because these are what is on the tapes.
[00:27:38.467 --> 00:27:39.168]  I've been told about them.
[00:27:39.308 --> 00:27:39.969]  Wait till they come out.
[00:27:43.072 --> 00:27:44.994]  Wow, that takes some chutzpah.
[00:27:46.616 --> 00:27:50.099]  That takes some big, old, brass, you know what, bravada.
[00:27:51.060 --> 00:27:53.463]  What it takes is reckless moron behavior.
[00:27:55.384 --> 00:27:56.904]  I mean, people think I'm reckless what I do on air.
[00:27:56.944 --> 00:27:58.905]  I do this to save the country and have a future.
[00:27:58.925 --> 00:28:04.346]  I don't do the things I do on air just because I think I'm invincible.
[00:28:04.546 --> 00:28:06.286]  I know I am expendable.
[00:28:06.706 --> 00:28:07.627]  I know I'm just human.
[00:28:07.727 --> 00:28:08.527]  I know I'm weak.
[00:28:09.207 --> 00:28:10.387]  But I'm not a parasite.
[00:28:10.447 --> 00:28:11.547]  I'm not a devil worshiper.
[00:28:11.647 --> 00:28:12.808]  I'm not a child molester.
[00:28:13.208 --> 00:28:15.148]  And man, these people are bad news.
[00:28:15.348 --> 00:28:18.709]  And I want God to know, because I have spiritual awareness.
[00:28:18.829 --> 00:28:19.949]  I can feel God's presence.
[00:28:20.049 --> 00:28:23.150]  And when things are happy and good, I feel God's happy.
[00:28:24.741 --> 00:28:25.443]  Let me tell you something.
[00:28:25.463 --> 00:28:28.850]  When I start looking at these people, I can just feel God's wrath boiling.
[00:28:28.870 --> 00:28:31.095]  And I just, I just want to defeat them.
[00:28:31.616 --> 00:28:34.121]  And that's why I'm God-fearing and why I don't fear them.
[00:28:35.643 --> 00:28:39.784]  And I just am very sad that I'm not strong enough to do a better job against these people.
[00:28:39.824 --> 00:28:43.845]  That's why I need your concerted prayers to lift him forwards up in prayer.
[00:28:44.265 --> 00:28:46.546]  Everybody else and yourselves and our families together.
[00:28:47.166 --> 00:28:51.287]  Every race, color and creed, one human race, red blood under Jesus Christ.
[00:28:51.347 --> 00:28:55.648]  Great gift that the Father gave us through his Son to defeat the powers of Satan.
[00:28:56.208 --> 00:28:56.648]  Stay with us.
[00:29:01.781 --> 00:29:03.142]  Clean, pure drinking water.
[00:29:03.422 --> 00:29:04.722]  You can't survive without it.
[00:29:04.922 --> 00:29:05.823]  But where do you get it?
[00:29:06.123 --> 00:29:11.865]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:29:12.105 --> 00:29:17.827]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:29:18.007 --> 00:29:34.891]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:29:35.271 --> 00:29:37.392]  Filter capacity up to 5,000 gallons.
[00:29:37.753 --> 00:29:38.953]  Stainless steel construction.
[00:29:39.234 --> 00:29:39.934]  Easy assembly.
[00:29:40.274 --> 00:29:40.895]  Low maintenance.
[00:29:41.175 --> 00:29:42.996]  Replacement filters are simple to install.
[00:29:43.276 --> 00:29:50.401]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:29:50.561 --> 00:29:55.564]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:29:55.764 --> 00:29:58.346]  Go to InfowarsStore.com or call 888-253-3139.
[00:30:01.528 --> 00:30:05.052]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:30:05.512 --> 00:30:11.578]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:30:11.958 --> 00:30:14.761]  It is the new t-shirt from infowarsstore.com.
[00:30:15.141 --> 00:30:18.164]  Conservatism is the new counterculture.
[00:30:18.364 --> 00:30:21.788]  You've seen how much this triggers the safe space snowflakes.
[00:30:22.128 --> 00:30:23.870]  The left controls culture.
[00:30:23.910 --> 00:30:24.891]  They control arts.
[00:30:24.951 --> 00:30:26.172]  They control entertainment.
[00:30:26.472 --> 00:30:33.560]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:30:33.620 --> 00:30:36.022]  We are striking back in the culture war.
[00:30:36.502 --> 00:30:40.366]  This triggers snowflakes like nothing you've ever seen in your life.
[00:30:40.426 --> 00:30:42.488]  You've seen how much they absolutely hate
[00:30:43.109 --> 00:30:48.471]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[00:30:48.731 --> 00:30:54.992]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[00:30:55.052 --> 00:30:56.753]  It will make me incredibly happy.
[00:30:56.913 --> 00:30:58.093]  It's available right now.
[00:30:58.413 --> 00:31:00.974]  Get yours at infowarsstore.com.
[00:31:01.554 --> 00:31:03.755]  Mike in Arizona, you're on the air worldwide, go ahead.
[00:31:04.688 --> 00:31:06.569]  Oh, Alex, you can rant any day of the week.
[00:31:06.609 --> 00:31:16.036]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[00:31:17.137 --> 00:31:20.499]  And as a longtime InfoWars listener, I want to say thanks.
[00:31:20.939 --> 00:31:21.279]  Absolutely.
[00:31:43.721 --> 00:31:56.634]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[00:32:01.405 --> 00:32:05.887]  Support good oral health with our one-of-a-kind super blue fluoride free products.
[00:32:06.027 --> 00:32:13.430]  InfoWars Life brings you a revolutionary toothpaste blend with iodine and nano silver designed to deliver a powerful clean.
[00:32:13.690 --> 00:32:17.612]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[00:32:17.912 --> 00:32:23.875]  Pair this groundbreaking toothpaste with the Super Blue Fluoride-Free Mouthwash and supercharge your oral health.
[00:32:24.055 --> 00:32:30.439]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[00:32:30.659 --> 00:32:40.784]  Instead of containing fluoride, our Super Blue line is loaded with the good halogen iodine and an array of other beneficial compounds that have been hand-selected for their oral health benefits.
[00:32:41.024 --> 00:32:47.447]  Super Blue Fluoride-Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients.
[00:32:47.807 --> 00:32:50.448]  Xylitol, Nano-Silver, and Iodine.
[00:32:50.688 --> 00:32:54.009]  Notice the difference with our Super Blue Fluoride-Free products.
[00:32:54.289 --> 00:32:59.231]  Refresh your breath and invigorate your oral health routine at InfoWarsStore.com.
[00:32:59.291 --> 00:33:01.292]  That's InfoWarsStore.com.
[00:33:03.773 --> 00:33:06.034]  Listening to the Alex Jones Show.
[00:33:23.209 --> 00:33:27.112]  If you are receiving this transmission, you are the resistance.
[00:33:27.572 --> 00:33:29.933]  You're listening to Alex Jones.
[00:33:30.894 --> 00:33:43.102]  Here's some of the headlines.
[00:33:43.282 --> 00:33:47.484]  Assange, deep state, still intent on removing Trump from office.
[00:33:48.245 --> 00:33:51.087]  Absolutely, I harp on that because they are still moving forward.
[00:33:52.130 --> 00:34:00.374]  Don't think just because their Russiagate has imploded, don't think that just because they're getting caught paying off the women, don't think they'll stop.
[00:34:00.414 --> 00:34:02.455]  They're emboldened by the Roy Moore situation.
[00:34:03.756 --> 00:34:14.782]  Roy Moore is no Donald Trump when it comes to his skill in front of a camera, but I believe he's been falsely accused and it's been proven in most cases he was.
[00:34:14.842 --> 00:34:18.144]  It was a bunch of arcania coming out of
[00:34:20.327 --> 00:34:23.750]  Alabama that the modern world, I guess, didn't get or understand.
[00:34:25.831 --> 00:34:29.134]  The Muslims have arranged marriages at 9 and marry them off at 9.
[00:34:29.414 --> 00:34:30.695]  They do it in Alabama at 6.
[00:34:32.437 --> 00:34:32.517]  At 16.
[00:34:32.797 --> 00:34:36.280]  I tell ya, it's just insane, the whole thing.
[00:34:36.880 --> 00:34:42.325]  Meanwhile, the real criminals are just running rampant worldwide, engaged in every
[00:34:44.383 --> 00:35:05.789]  type of evil you can imagine, and just industrial wickedness, and Hillary and Obama funded ISIS and Al-Qaeda taking over the Middle East and parts of Africa, and just enslaving and killing hundreds of thousands of men, women and children, selling six-year-old girls into sex slavery, just abominations, and it's not even a footnote in the news when Hillary makes jokes about destabilizing the whole region.
[00:35:09.470 --> 00:35:10.310]  It's just crazy.
[00:35:11.226 --> 00:35:23.272]  But meanwhile, breaking up on Infowars.com, from the Kansas City Star, Kansas Dem Andrea Ramsey, accused of sexual harassment, will drop out of U.S.
[00:35:24.152 --> 00:35:24.672]  House race.
[00:35:25.693 --> 00:35:29.675]  Andrea Ramsey, a Democrat candidate for Congress, will drop out of the race.
